RACE,married,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Married,Non-Veteran,C,94.79590678887328,A,-173.63138538927961,A,-47.06393776543053,A,-64.27287976936678,0
Black,Divorced,Veteran,D,-63.60595876651388,B,42.45202037240593,D,-71.81839435056439,A,-256.6076355336473,0
Other,Divorced,Yes,D,-177.96683223282858,A,-4.370881334145775,D,-19.6646691928283,C,70.46172698584665,0
Other,Single,Veteran,D,154.44959510547105,B,-3.7724943469200434,A,-102.44175419477601,C,14.714458608303143,0
African American,Divorced,Non-Veteran,D,-152.0968919601208,D,-34.18983917378341,E,-7.697372818931522,B,129.46552801899628,0
Other,Widowed,Non-Veteran,A,249.81701289650337,A,-33.15834696254917,A,-85.32931919539006,D,18.661866215129123,0
Black,Single,Yes,B,73.57903602864613,C,-66.94757984729239,C,11.354634157135068,E,-107.49232017474048,0
Black,Single,Yes,D,-204.23026883156302,E,-23.55537183413336,E,91.59894757391315,D,-46.627598639482976,0
Asian,Single,Yes,A,-167.02634950778076,C,-57.72301365652418,D,-4.259515132343372,B,-3.276610462376302,1
Black,Married,Non-Veteran,E,-119.74426742935,E,29.156634530502995,C,-16.802544344905844,E,74.09134705628074,0
Black,Divorced,Yes,D,-24.424081203193307,E,-21.7909158412561,B,1.4714383998493392,B,-21.184680150233625,0
Black,Single,No,E,-105.86984159411963,D,217.55316116464863,A,-46.52930758982166,B,12.860137082937657,1
White,Divorced,Veteran,A,-152.118644301298,A,-56.064746826532584,E,-47.69689863163013,A,-170.77088969476674,0
Black,Single,Yes,E,-144.60044456931158,A,64.66533472337159,C,45.31423352515098,C,47.598575455664964,0
Black,Widowed,Non-Veteran,C,26.01647440041363,C,61.23621246600719,B,29.150758773913537,C,60.85281718616778,0
Asian,Widowed,Veteran,D,-0.9348925332845321,E,100.28539789305265,B,4.971817421243755,E,-55.39555452337612,1
Hispanic,Married,No,A,99.24282310092474,C,12.024009926266583,D,-83.8226223421751,C,-51.87187641446076,0
African American,Single,No,B,-26.056744474397775,E,-52.715992463630215,E,15.341672290684963,B,-20.658027208049816,1
African American,Divorced,No,E,-64.88405481768376,D,57.58392343626093,D,89.75745451858943,B,-151.07737315230736,1
White,Single,Veteran,B,-64.76973673298917,E,194.14887951498204,B,69.61409273180918,A,-22.61126865137198,1
Hispanic,Widowed,No,E,61.42120706746592,C,-113.90104697242008,D,47.22323174651119,C,-49.88933443616778,1
Asian,Divorced,Veteran,C,22.907782128866252,D,148.97170085640758,A,147.18652839336158,D,-61.81877492779453,1
Asian,Married,Non-Veteran,E,-100.72480286298683,D,-122.20196797591942,E,163.49470545822035,B,41.77373118915872,1
African American,Married,Veteran,A,-24.950514627741253,E,-23.01009873720003,C,152.60755047533846,C,133.7664788542425,1
Asian,Single,No,B,-112.39920764088458,B,69.3887171022867,C,88.10049568643889,C,1.6371236629494517,0
Hispanic,Widowed,Yes,D,-121.70088297225006,D,-62.09243534796529,D,-126.4785129280234,E,-148.69465950454673,1
African American,Divorced,No,D,-79.99790078528612,E,-79.48791052975133,A,2.1615845645322653,D,106.93221282544971,0
White,Divorced,Non-Veteran,D,31.045555947174265,C,-72.81100415592623,C,-1.8942927786079446,D,-77.3299139656577,1
Black,Single,No,E,-22.046908196056652,C,245.74742360969796,B,81.26203650193415,A,26.472770457944687,0
Hispanic,Widowed,Veteran,C,84.21388167479272,A,-144.79296854019324,A,127.18137769210065,A,-39.39662151832777,0
Other,Married,Veteran,D,20.1419048359487,D,100.98158179443908,D,0.018885291618105076,B,18.222418802544933,1
Hispanic,Widowed,No,D,133.4129960142204,C,-13.371957344555716,D,-220.69614766842912,C,160.49937536133876,0
Hispanic,Divorced,Non-Veteran,A,-146.63059631870146,E,146.5965435850165,A,-38.44437381052689,B,-3.164312378210262,0
Black,Single,Yes,D,-22.057750120671233,A,-54.40724800869431,C,-188.94504979609886,D,1.788426572051632,1
African American,Divorced,Veteran,E,61.04005549341919,D,-0.5244318594442043,C,151.9797140856345,C,194.42745136132794,0
White,Widowed,Yes,B,87.64918276810938,B,127.0172852611416,D,-34.21725013655896,D,-50.226045404268795,0
Hispanic,Single,Yes,E,71.64428657866266,E,63.012238614834274,E,63.436820557039894,E,112.45709780404516,1
African American,Widowed,Non-Veteran,A,-56.53328969875584,A,-52.593016234231136,E,-67.94033129687918,A,112.03245840228344,1
Hispanic,Single,Non-Veteran,C,84.82558715381471,D,82.98213230835907,D,36.450663554453406,C,-19.477024052360452,1
Black,Divorced,No,E,-41.206297955782475,C,-26.83136903065122,E,-8.640532122203766,E,11.169211548564414,1
Black,Single,Veteran,D,-18.984203871864956,A,-8.817107052928678,D,16.119150520341947,E,54.28880919794729,0
Asian,Divorced,Veteran,B,-87.4049297213401,B,-243.9261458035819,A,-114.91461947116564,C,96.67048990916403,1
White,Widowed,Non-Veteran,B,-56.906364961650155,B,-256.8583214826204,B,79.91322265247913,C,-111.85586943477577,1
Other,Single,Non-Veteran,B,30.282088650145027,E,-128.5495846760416,D,80.24702657280568,B,69.24602717860475,0
Hispanic,Single,Veteran,C,111.23137075680386,B,21.893477352793177,E,-72.42117333142966,E,7.9402112022466484,1
Other,Divorced,Yes,E,-118.64253258863191,C,128.06798263115405,E,334.64377364691916,E,84.63470451977332,0
African American,Single,Yes,D,4.7983686120644276,B,83.94914592839675,C,50.57627498048124,A,114.52162885304222,0
White,Single,Yes,D,-70.25092231295281,A,-132.67571580033922,B,-98.34746338410109,E,-115.66519250403087,0
Hispanic,Widowed,Non-Veteran,A,-135.19470521788708,D,142.01642921643776,E,-26.681875037586405,C,48.338353015691546,0
Other,Married,Yes,B,168.00780730071594,D,68.81561195923689,A,-64.97976897105977,E,10.104960923910742,0
Black,Widowed,Veteran,A,-66.39526708730739,B,-61.465833641803144,C,-60.50442879317962,B,-36.15540575515529,0
Hispanic,Widowed,No,B,-104.3402890009487,C,121.79159096384895,A,92.16653651397151,C,-26.471303547526343,0
African American,Married,Veteran,A,-107.57219734930892,A,84.87644109743367,C,48.40822393303835,C,28.32809171946512,0
Hispanic,Divorced,Veteran,E,66.1806624717057,B,98.14712550203643,D,46.19074094602582,D,147.47547110394447,1
Black,Married,Non-Veteran,E,-115.0634124566136,A,103.71680248285242,B,144.87339755054037,C,68.96560529304428,1
Other,Married,Veteran,E,75.36434008905535,C,74.39201462197288,A,71.0733677197176,B,-97.68057870735238,1
Asian,Widowed,Veteran,C,9.20474359672691,A,-53.507015878263175,C,-72.18832658952316,C,199.30902173977347,0
Black,Widowed,Veteran,C,-68.20419004568058,D,-97.18778553052086,A,97.24075142196446,A,62.91451637238783,0
Hispanic,Married,Veteran,B,-160.16428230494415,C,14.417181629505867,A,-142.41201694031807,C,-25.012141477641336,0
Black,Married,Non-Veteran,A,-16.91552959384736,A,174.1124841438642,B,-59.25333395030149,B,189.32686227270273,0
Hispanic,Divorced,No,D,-124.58246612327886,A,-162.44409721546847,C,139.42952476493758,E,-150.89149442276545,0
African American,Widowed,Yes,E,103.68257690738372,C,127.8701217913453,A,65.54923201716072,B,-30.649721212619934,1
Asian,Married,No,A,121.06714867463965,B,6.005874870674261,D,101.12034378258585,E,67.96822955821237,1
Other,Single,Yes,B,99.23769981994475,C,99.53395956286477,E,22.521924003556364,D,110.79870121198019,1
Hispanic,Widowed,Veteran,E,-50.016482291666385,D,67.0293770244714,B,146.4409054519797,B,12.591965060822258,0
White,Widowed,Non-Veteran,C,-81.57468378909854,A,-3.8827129914556266,E,-120.13642559637674,A,-11.361687879150544,0
White,Married,Non-Veteran,D,136.3896810249328,A,11.299071806410186,C,80.2773579514017,A,74.9006462988183,1
Hispanic,Widowed,Yes,B,88.92959296228788,A,-2.282241820605802,A,105.13623849557516,C,80.36541522569726,1
White,Married,Veteran,B,65.64888689961896,D,-59.579110632192766,A,150.80162726146364,D,149.77674523380472,0
White,Divorced,Veteran,A,-31.79278024873605,E,10.48820731600206,D,148.03598868852026,E,-190.95181108071614,0
African American,Divorced,Non-Veteran,E,154.49373254032756,E,15.400256795830405,B,53.26992969852659,E,58.726647332979034,1
Black,Divorced,No,E,48.76177513961983,D,-12.896227283173681,A,197.02500321164896,A,130.1736766024864,0
Other,Married,Yes,E,76.89823302955074,A,-146.2771143364191,D,13.500411217097275,E,18.780266106808057,0
Black,Single,Non-Veteran,C,141.2496425378541,D,-186.29473790532433,E,102.98042222892056,A,4.670752009267653,0
Other,Married,Yes,A,-24.549590132436343,D,-26.90630291823507,B,28.866932917760785,B,-197.1483507492237,0
Black,Married,Yes,C,30.054869016810553,B,10.931347447992557,E,103.02652679932125,A,116.69167763086949,1
Asian,Single,Veteran,D,28.260506133059838,A,86.62698072645081,B,33.51210615700081,A,-58.770654892946574,1
Black,Married,Veteran,E,152.67027998561716,A,-69.37736434344889,B,55.463894996293476,D,-5.604526641161471,1
African American,Widowed,Veteran,D,-52.43328574567321,D,164.06251050734403,B,-23.666122866125942,A,-26.60101672715968,0
Asian,Divorced,Yes,A,-55.53755181411201,A,-12.91556611926449,C,-111.48323548462025,D,-18.977039724336137,0
African American,Widowed,Veteran,E,-67.10446601976746,D,163.17884473030887,D,55.8091650493337,E,175.33751153376622,0
Black,Married,Yes,A,18.54694787490611,D,-13.632941332716818,C,6.956125879218317,A,-52.5261274218594,0
Asian,Divorced,Veteran,D,-128.31739307832194,E,98.28253248326064,A,131.39261737162252,B,-59.79229668566211,1
Black,Married,Yes,B,-217.2643375434084,B,-91.34100911372902,B,119.81116029224054,A,-58.83708253981605,1
Black,Married,Veteran,D,119.83499949719629,C,36.817347687830036,B,-58.54040562345028,D,-27.20383451586913,0
Hispanic,Divorced,No,D,29.590680838298926,B,-86.01677510496009,B,109.24330496010539,D,-29.56071873833154,1
African American,Married,Veteran,C,-93.52917617161404,E,110.47923945447053,D,-63.62996755837133,B,30.392604778615556,0
African American,Divorced,Non-Veteran,B,151.5252861538904,B,34.03250519271987,E,254.58632994202648,A,174.1344722439461,0
Hispanic,Single,Veteran,A,189.64912367093004,E,34.435197234919755,C,-67.57827758362798,A,56.32171631120807,1
White,Single,No,C,-47.866728657596624,E,46.820283140370236,A,-71.127435246901,C,-58.00257192061638,0
African American,Divorced,Non-Veteran,B,51.35111055872219,E,65.83248826952209,D,-15.429779899746677,D,-4.353180661222076,1
Other,Divorced,No,A,-149.5514960407775,E,113.81754184115135,A,133.86540935061572,C,102.32241869340825,1
African American,Widowed,Non-Veteran,B,-57.5632717181522,B,120.82276272749715,C,2.12485374098987,E,-32.44549005351781,1
White,Divorced,Yes,D,-87.14595752098677,B,-58.0217594783915,C,-139.09958690998258,E,-18.79544617700768,0
African American,Single,Non-Veteran,E,-22.20601007932602,D,-232.18457023223385,E,140.03801135598772,B,4.705791377476617,1
White,Widowed,No,C,-128.80569237733312,C,-53.548202407087096,B,29.38842487477488,C,86.80777670064232,1
Other,Divorced,Veteran,C,55.95034631583447,D,11.913077358454894,B,-79.5761297266079,B,0.6192606902660676,1
African American,Widowed,Yes,A,2.656134325291105,D,-11.53195403734482,C,-63.0418179753817,E,-69.23350934889775,0
Black,Single,Yes,C,30.28450598944361,D,179.62932382994333,C,-74.84326347943404,B,150.7208326978481,0
Hispanic,Single,Yes,E,-102.56661746576042,A,13.261337023668402,A,-185.75579125402055,E,-90.97481485801524,0
Asian,Widowed,Veteran,C,-106.92311663408496,B,124.85610956389057,D,-33.94262208118414,B,-7.322939639253195,1
African American,Married,Non-Veteran,D,-96.16087372366451,B,72.46775169188021,E,51.706391107424565,A,75.90510598761755,0
African American,Widowed,No,E,-85.24476497597493,C,48.040220773712164,D,-0.4122512538771491,B,79.86363656286215,1
African American,Widowed,Veteran,A,62.964794241358646,D,-4.923414186953131,B,164.6718744665605,C,-100.66208728207886,1
Asian,Divorced,Yes,D,99.00023882744397,E,100.05344079101137,B,13.856361645063764,B,133.40207531283104,1
Hispanic,Widowed,Non-Veteran,B,-18.83220583890593,A,157.77538256781162,B,-36.065903120061265,C,44.216878517813356,0
Asian,Single,No,C,150.08429445415538,E,-58.61429473186235,A,69.78075069546578,E,228.6287694570925,1
White,Married,Yes,D,-45.35525095241847,A,111.50343771529931,B,119.90616698845791,A,-21.403696629591863,1
Hispanic,Married,Non-Veteran,A,-90.21761235737429,D,-116.75999555026499,A,-236.7139055987796,C,-121.67596901266131,1
White,Single,Yes,C,112.9875944166463,A,-63.54965805737004,C,-73.98229997245501,C,27.26235822835903,0
Black,Divorced,No,A,14.516236622630107,A,-34.790830653625484,B,-45.75421366260183,C,-3.3188785392765165,1
Black,Widowed,No,B,95.01360550647075,E,-44.952274313774375,D,109.41083631744677,D,-34.68288631155437,1
Black,Widowed,Yes,B,-150.64752688163213,C,-74.63365980044675,E,-114.2583782208652,E,-79.8838076555061,1
African American,Widowed,No,C,7.565294830254516,C,-171.9709562099307,D,-35.28229352572332,E,-72.38851251372922,1
Hispanic,Married,Yes,E,167.88193320796444,D,35.53780138780027,B,-94.18797938624715,D,79.12595249813828,1
White,Divorced,Non-Veteran,A,48.94341576331908,B,-122.42690229742566,E,86.55751750967453,B,38.80085960387977,0
Asian,Single,No,C,-29.590262241498937,E,-58.19918951268046,A,-92.04964875528651,C,-170.54804240947323,1
Other,Widowed,No,E,37.973626584717124,C,-92.8298489039843,E,191.89038649864486,B,-157.03686561230984,1
Other,Widowed,Non-Veteran,E,-146.55376626531424,E,92.21722392760226,D,-115.50199627929227,B,-30.25790915071814,0
African American,Divorced,Non-Veteran,A,41.377110508814155,D,52.0262928862546,D,28.81529100898204,C,-11.254372777572376,0
White,Married,Veteran,D,189.84933034799022,E,87.13185274933926,C,-21.938463336338927,A,98.57264710020752,0
Hispanic,Single,No,B,19.860861438827992,A,-33.641769025906356,B,95.1652879868383,B,33.60492219732601,1
White,Single,No,E,-29.80552650935185,C,157.76074183018582,E,-51.39261387792571,D,-27.868188912747065,0
Other,Divorced,Yes,A,-18.680274024729577,D,18.420349907672033,C,-61.36033494972742,D,12.154658840074239,1
Black,Widowed,No,B,-165.36285250077128,A,83.757218853368,C,98.0430958052839,E,52.42417456546939,1
Hispanic,Married,Yes,E,27.245380835767353,C,167.0197241265188,A,-71.44691192585432,B,27.889708082100228,1
Black,Married,Yes,B,5.652305795016249,B,-5.4322132324472125,A,42.685401535222674,C,46.992540757553904,0
African American,Single,Non-Veteran,C,185.91919679658048,D,180.0318888381253,B,18.599289616870447,E,33.68734206905438,1
Asian,Divorced,No,D,-153.5683858588174,B,160.57378119986228,E,-145.19762660223913,B,85.69949026522572,0
Asian,Divorced,Non-Veteran,A,-1.6749677142808204,C,99.53557048104526,D,46.155809716871204,B,-79.09103382865642,1
Black,Single,Veteran,C,3.207387814122911,C,49.01388815582778,D,64.79310395196099,E,-30.844321318547102,1
Hispanic,Widowed,Veteran,E,63.452797632348556,A,148.2069987915837,B,-39.01193913064591,A,157.66009750460927,0
Asian,Single,Yes,E,-114.033626403767,B,150.11615731382895,B,-108.76053593967099,B,-40.036195478874774,0
Hispanic,Single,No,A,208.9386502209875,C,-9.168278510585818,D,-79.45874863596063,C,-55.06282264734684,1
Other,Married,No,B,32.14990001102881,D,1.573337232346644,D,48.13693503029277,B,-287.8750005797139,0
African American,Divorced,Veteran,A,-55.41535074772088,C,-153.58532914165482,E,135.1093146774511,C,-114.9639094561306,1
White,Divorced,Yes,C,-63.80432822138239,E,56.45396131116966,E,-89.44307889656865,C,-98.72515528501785,0
Black,Widowed,Yes,B,-91.37342410585593,A,64.76387657086303,E,-47.34190045916413,D,155.27162847277026,0
Black,Divorced,No,A,-24.413166944524555,E,59.89394555215285,E,-248.94363416874526,A,-251.59369685300197,1
Black,Married,Veteran,E,-113.9807033826112,B,-59.555951046116895,E,-116.10461441576452,B,-35.079931312294725,0
White,Widowed,No,B,147.71899999056862,C,76.81731923733675,D,56.905260573602646,D,28.594204988484044,1
Hispanic,Single,Yes,A,49.289738654699924,D,-73.8257623401393,B,125.12693626229027,A,-67.5734760588393,0
Hispanic,Married,Yes,C,134.0800008634868,A,138.45027144222928,D,-74.04425872432554,A,75.32909095047431,0
African American,Single,No,B,-74.54773492072331,B,213.32152225925776,A,137.3514857182678,A,-123.21339825950777,0
Black,Married,Non-Veteran,B,28.948195769413143,C,-96.87003073370579,A,-46.86555483785913,B,-18.43711117054754,0
Asian,Widowed,Veteran,A,-242.38737128124203,B,-158.00042530756983,C,209.9598577744225,B,34.38875982156728,1
African American,Single,Yes,B,87.8775549309271,A,192.66590858201326,D,-91.31715311119089,C,88.14109834948768,1
Black,Single,Yes,D,20.1879351720708,B,51.57041041721941,B,136.95734516922502,A,-130.1113665090997,0
Other,Divorced,Non-Veteran,D,-33.259148622295484,D,-93.87368562774675,C,-172.19267114819095,D,75.22587842348504,0
White,Single,No,D,22.08905723931664,B,58.864503773458225,B,-98.95396601997797,B,35.28746868268689,1
Hispanic,Widowed,Veteran,C,24.181035005264143,A,63.43888536106931,E,83.7649642942907,B,-133.24356941791484,0
African American,Single,Non-Veteran,C,-42.47153134053527,D,-69.32169679098588,E,48.771356614737435,B,-81.48349220774908,1
Hispanic,Widowed,Yes,C,-65.94911643487565,B,-35.507435992127924,E,232.81474600429158,E,87.81172900517163,0
Asian,Single,Non-Veteran,A,-74.70301072135297,E,179.92111365547782,C,-24.680226083104035,A,187.60549311005965,1
White,Divorced,Yes,A,104.90832334476548,C,-62.49838259837895,B,-26.019240448253463,B,-95.21371600269975,0
Asian,Widowed,Yes,B,64.37231640143267,C,-126.41241476578998,E,65.68626442041456,C,113.96543567250458,1
African American,Married,Veteran,B,195.6174911046948,D,-146.3257149651939,A,-57.45467261576797,A,-97.4617757875674,0
White,Divorced,No,C,-8.30121949464011,D,105.89557998991074,A,-122.301110891345,B,5.243874201976178,1
Hispanic,Widowed,No,E,83.7160316933753,A,-52.48478260755002,E,-69.17349324461904,A,65.4898246170713,1
Other,Married,Non-Veteran,D,-2.788317824900934,A,184.6106024452973,E,29.959475540895212,A,111.20736156857288,1
African American,Widowed,Veteran,E,-3.0662907396046233,C,75.48414134974485,A,-111.38684009703785,D,144.6662879970079,0
Asian,Divorced,No,E,-24.87304555126518,C,47.177523677891266,E,-35.50865765075926,D,-84.9138504852205,0
African American,Single,Veteran,D,-43.65263534553011,E,-4.84523020079946,B,112.09882946891103,B,120.80562564877167,1
African American,Divorced,Veteran,C,-48.42045330279289,C,107.50501753537279,B,139.04053994079828,A,8.522215367486139,1
White,Married,Veteran,C,-30.829072210715715,C,137.12575758926675,C,109.1084593673725,B,188.80659500042404,1
Asian,Widowed,No,C,92.50578201973309,E,12.470647345447844,B,60.347572947445016,A,-191.46234150150062,1
White,Married,Yes,B,-226.91524089429672,A,146.56933772052705,C,163.71046505899866,A,-113.75869417093716,1
