veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Veteran,A,-83.04248459351359,62.0942880057877,-32.94457099213325,B,C,67.67957113059363,D,B,D,A,-155.81643012482027,B,0
Veteran,D,319.138884194238,37.79805608772138,-51.91711140989447,C,C,188.71637529111916,A,A,B,B,165.07017655237755,D,0
Veteran,D,207.2100417260355,-12.86817522550903,-131.67162297713696,C,C,69.66311659149275,B,A,C,E,-171.13886501117594,E,1
No,C,-102.0124836117551,-114.85004459926014,126.13707936131763,A,C,-42.88448580796045,C,A,B,B,-270.0398896995164,C,1
No,A,37.95813903273928,-24.28010056396269,216.6244551961144,A,D,-126.33698876396342,A,D,E,E,-64.98873931157874,D,0
Yes,B,-183.81987278148958,-28.738951834359767,-47.34626487537569,A,D,85.25460365465496,D,B,E,B,-125.33924520452342,A,0
Veteran,D,-69.87997681420282,104.0383231911668,52.35227797599394,E,B,166.23819891742832,A,E,C,A,-107.12800320012444,A,1
Veteran,E,6.050162726885529,-1.1467610479727928,-121.41674273858258,A,B,200.42484275259517,E,E,C,A,109.14722414998113,E,0
No,A,-16.051975649464335,-118.96793060613382,-108.17437023413316,D,C,11.139082262631806,A,E,B,C,-149.98735853784942,C,0
Yes,D,-60.66594296691131,-112.92194280359955,-94.5833896908934,C,C,96.06342705705195,B,C,B,A,65.08080465788001,B,0
No,C,-9.550125802989431,5.372105386798527,29.276010216857777,D,E,116.67248590793484,D,E,A,E,130.83528129438486,A,0
Veteran,E,-76.75507297067414,-60.65824433735454,121.60351239615532,B,C,-92.10551002554097,B,C,E,E,45.14521332544588,E,1
Non-Veteran,E,37.65723031772484,-63.20076008233284,-116.63876968550228,C,E,20.990708654174746,D,E,B,B,-66.93663867818498,A,0
No,B,-111.03600952599196,-75.48339235204719,103.91623498339852,E,B,10.796370430858577,C,E,B,E,-190.38827391696472,B,0
Non-Veteran,C,54.482198023855375,72.2190315519989,9.886671042795108,A,A,-81.32549283265983,D,B,A,B,-57.60794871356995,B,1
No,B,1.9394441206542354,-12.022722291533505,24.585435733269385,D,C,34.54695186100781,A,C,E,B,-95.21579992530395,C,0
Non-Veteran,C,-101.01150860016885,-272.1325920171483,-20.613895071162407,A,E,14.709395624729135,B,B,B,C,32.8721996317161,C,0
No,A,-33.278187882448016,-37.623700615569994,-101.78471621444373,D,B,19.498196519758803,A,C,C,C,-26.014669584703025,A,1
Yes,D,-115.66832204994499,-38.78329715822464,-91.8919215495956,C,A,-39.8582449609582,B,D,D,A,-11.887330852632545,E,0
Yes,E,98.27338472578431,-88.04055810740391,8.854678159490124,D,D,41.091633984984014,A,C,C,E,149.0391070550513,C,0
No,A,-60.3706805764176,122.36053633020438,132.57799659962916,C,E,-91.99022213978766,C,B,B,B,-27.936637818413786,E,1
No,C,144.50145987221234,44.46907645297307,-139.18944069677397,A,A,-19.769477889770336,C,B,D,C,-58.111294783319124,A,1
Veteran,E,-43.92501952572685,128.11234738139103,13.49965866329937,D,D,145.79457089120228,D,A,E,A,-102.84113794104977,C,1
Non-Veteran,A,148.66964215046306,41.763688535622784,119.67193506581202,C,C,203.00386629954698,B,A,B,C,-60.25939611701783,E,1
No,D,14.89351540526484,140.9486861687723,-0.23668910399220217,D,B,53.47229166561157,E,C,A,C,35.02914771638391,A,1
Veteran,E,150.2067233208762,-118.32444500819244,-50.797093524993016,D,C,-104.90115631878865,C,E,A,A,-101.48224213587058,B,1
No,A,-41.85645308964825,81.45418800973297,122.85235837392072,C,D,-174.92692934422016,C,C,D,D,22.402469379892022,B,0
Non-Veteran,C,134.83178820559448,1.4518043260014657,-21.62075018223452,B,B,15.678275610422373,A,D,A,D,-100.13798078649654,C,1
Non-Veteran,A,17.390011677941843,84.71972534509491,-61.18223277709652,A,B,48.64466578039159,E,E,E,C,119.72585997612121,A,1
Non-Veteran,D,-51.670737550519064,55.62133997706498,-62.244583518112265,A,A,122.95807669028545,C,E,D,D,-42.90770732024882,A,0
Non-Veteran,E,-111.08658035879996,51.12675786336788,88.37477170818545,E,B,-4.495799956949103,B,A,E,E,38.930072144210406,B,1
Yes,C,79.83732624964686,-32.25044821159512,50.34942481333431,C,B,-78.53865855903585,C,A,B,C,-86.96125983374608,B,1
Yes,D,24.735754817996273,-39.0451798596648,-17.792977684299647,E,D,33.76884270134954,D,A,E,B,103.61356165288191,E,1
No,A,-99.94355383764716,138.6332141146025,-18.543788938174714,D,E,82.51026154627938,D,C,A,C,-31.116432018555024,D,1
Non-Veteran,B,-1.202858715231745,-154.80490627202568,11.148015446903987,E,E,-116.53778495460058,B,C,E,B,105.04694500509832,D,1
Veteran,A,22.117363904123852,-44.90889287733986,-80.89322162786533,C,A,-44.4912031234646,D,B,B,E,40.78968938999267,A,1
No,E,-194.72839902612904,164.45353185868748,146.4756603248243,B,C,34.0930036859937,B,E,C,A,-92.89440938116759,E,1
No,C,-23.49046587263556,64.79763640126211,-116.15789776670783,A,E,1.6761816622126033,A,E,C,D,114.29595148215527,B,1
Non-Veteran,B,-107.69373455361779,19.025202540328415,-55.96279847351704,D,B,96.59424255833612,A,A,C,C,-129.72394884440556,B,0
Veteran,C,-158.28447521005108,-64.12431680302745,-89.03180489329898,B,C,-99.93069524687475,B,C,E,D,57.84786127414778,C,1
Non-Veteran,E,235.13450529965758,-117.67701494220952,-57.722073029752444,A,D,86.42145392590868,E,B,E,E,73.59933158899092,A,1
No,D,-8.339440380025565,-42.77380091327323,239.5295855730362,C,E,-32.42110032640101,E,E,C,E,-10.215185180416883,C,0
Non-Veteran,A,58.0214385456764,-191.6376183704859,194.4584157540736,D,B,32.756557944319184,B,A,D,C,-46.69491916293524,B,0
Yes,E,31.76184424580144,205.49633958118164,41.758532158276346,B,E,-31.83157857814301,B,D,E,E,111.43325819787124,B,0
No,E,171.33787390984097,-46.752849386903414,75.58740959742354,D,B,94.34018139875361,B,C,A,D,15.25653626559658,B,0
No,B,-261.6058321987312,-4.11473548741104,-20.82922132468137,D,C,24.01497112080229,D,C,D,A,-103.90817453937203,D,1
Non-Veteran,A,51.714611963524916,-86.95026310380149,2.747079726717934,C,A,73.59151631791634,A,E,D,B,-58.950650490086495,C,0
Non-Veteran,D,35.16000642943806,118.33239624388088,-86.70772408548447,E,B,88.69311933912705,C,A,D,C,101.17242892912502,B,0
No,E,-0.9854837416010037,-135.87323365688164,34.280016996691906,D,A,134.505480181391,E,A,C,B,52.991989423631004,C,1
Non-Veteran,A,146.89460235864013,253.58614161729648,3.4824210437207648,D,C,53.69620045285687,E,D,A,C,-2.8930263651323473,B,0
Non-Veteran,B,-150.60704415926745,125.773278683548,80.40121813816008,D,E,-103.91837744532204,C,C,A,D,-161.82648314894956,B,0
Non-Veteran,E,29.870258534138237,29.33681649058184,86.36853694339945,A,D,-71.04371430044392,A,A,C,A,67.76836409108378,B,0
Yes,B,-30.43170530773563,-67.43205024549145,167.19479400206393,E,B,-0.33877397709933205,E,A,E,B,-243.36787229879104,D,0
Veteran,E,13.01763033539709,-126.96463783804784,-122.4363081164266,D,C,255.1002138570261,E,B,E,B,-49.032577148462174,B,0
Yes,E,225.11970507077993,23.237409423810494,27.232633843575176,D,D,1.5486638831072341,D,E,D,E,236.23418405163866,A,1
Non-Veteran,E,86.92860285713381,12.773577467397503,-15.12667394471248,B,E,-38.89930111571929,A,D,B,C,-182.94165782008903,B,1
Yes,C,-158.22436009627987,-45.63789955820847,-38.14902476661817,B,B,-57.50048520005567,D,B,D,D,72.23151868169262,E,1
No,C,119.1211192870246,187.2695759557112,-268.35198897543904,D,E,-25.451391637057817,D,E,B,C,-12.683424884743937,D,1
Veteran,B,-97.71444049267903,11.69931266811203,58.66646943587362,A,C,-182.99791453712677,E,E,C,B,-75.65702659150578,A,1
Non-Veteran,C,39.624071762324114,-88.30607707783584,-0.8198238239439548,D,E,-37.46472703917327,C,D,A,E,109.4288054106467,C,1
No,B,-141.38170248938465,0.8053239536965722,55.62625855170684,D,D,-52.17723040094789,A,A,A,E,-48.09672722245256,E,1
Veteran,C,-28.4799921069707,-30.291642477392987,34.01296972750133,C,E,-153.56964422505786,D,B,D,E,68.47187329520698,B,1
No,B,69.38674247354093,24.82224446232969,100.92007879980416,C,E,61.15963790767569,A,B,E,A,41.3955061682533,B,1
Veteran,C,95.83544722509853,140.0052608700439,109.62223432286142,A,E,-94.24321344500805,B,B,E,C,104.44245247024773,D,0
Yes,A,20.44023932960203,-147.8167589162158,91.46807132310904,A,C,104.72842813895875,D,E,B,C,44.551959399289245,E,1
No,E,-53.210630771883416,69.86972522353562,152.21501866575824,C,C,10.787313197500625,B,A,E,B,128.59282042952685,D,0
Yes,D,-21.735496046863982,-8.270296030684554,-38.87073835714645,C,C,-10.796779726426458,A,A,A,B,-3.536200570914367,B,1
No,D,34.27147927992244,90.6835209654333,-11.674331522625847,E,C,-75.04514163777525,D,B,E,A,48.45590149056733,E,0
Veteran,D,2.773642962899837,-127.28554572057213,-128.39236568849,C,C,111.37311527790033,E,A,D,C,17.633967289549993,B,0
Veteran,A,99.15053032287213,-141.42354995429412,171.94300008970632,C,E,162.05154512923653,E,A,C,B,114.06401782327735,A,1
Yes,E,63.64202069161513,-11.750655767964366,-50.3146698265875,E,D,11.439173217852783,C,A,D,C,-48.61891699867598,C,1
Yes,C,10.287840600968893,61.091039701085805,59.75595085140135,D,C,-100.2423383672938,C,D,C,B,-39.663588816083575,C,0
No,E,77.77569308253187,-2.774878531014762,-14.065535498682335,C,B,90.34443694981702,E,C,B,E,76.3957478634569,A,0
Non-Veteran,A,161.71222545652782,36.473050003346565,116.52811350121691,E,C,133.30900645733317,D,A,D,D,225.75423916736227,A,1
Yes,B,-28.07385861775562,69.5719880225886,-56.10457374485674,E,E,-129.44707576949713,A,C,B,C,-1.88794523786186,A,1
Yes,A,-109.15581934864014,39.96275952501659,65.29154315396994,B,E,40.70291299728119,D,C,D,D,-30.61876558556655,E,0
No,E,49.63120267742156,108.43320025762218,36.862565806182374,A,B,35.94890328229932,D,A,E,E,-5.35165040426913,E,1
No,D,-39.695682239105636,-71.12921668288334,52.72721490368535,C,E,-112.2100849738655,D,D,D,E,-54.900768687947895,E,1
No,B,-185.7888871852277,4.886602740149707,-205.86747862116854,E,A,23.640769814675956,E,B,A,D,46.031179205451494,C,1
No,A,87.82472201545384,-78.2862816207142,3.6608010996809868,D,B,12.993752718883423,E,D,B,E,-16.65794519260716,B,0
Yes,C,-5.7391400748061745,-18.195791214093152,46.76695561545466,E,D,-78.16098451260129,E,A,B,C,-52.34724830627508,C,0
Veteran,C,-151.43923484123488,-110.19929297353164,-173.72083692296565,A,D,35.71837267699432,E,C,C,D,-41.176736445698474,C,0
Non-Veteran,C,29.82385235306994,-165.08898546748037,225.12760303638183,E,E,14.04875767613169,E,D,B,E,15.70307034752866,C,1
Veteran,D,-20.149783408352967,-131.10620284883058,216.10946145474927,A,E,81.35340256739289,C,E,E,B,-155.72398432167495,E,0
Veteran,C,55.112814508652654,0.23694804705363498,-18.870048236593355,B,D,-111.26204967608939,A,E,B,B,-30.75989315611119,B,1
Yes,C,73.18230639065139,210.46757102608237,-10.092216600916254,D,D,-24.82463546151449,C,A,C,B,-103.80627067142471,B,1
Yes,E,0.6528304164448226,74.5374435937359,33.34023418945576,E,D,-92.14317334422839,C,D,C,D,75.72739292493819,C,1
Veteran,E,-109.54323270194024,-75.60000980959684,143.03490305038093,A,E,-187.7694568860811,D,A,E,B,7.463311702451389,C,1
No,E,309.43355339647195,150.52205373679064,-19.152159675219302,A,B,-45.9261012691038,C,E,E,C,-78.36835633058568,C,1
Yes,B,-12.927677457962009,-168.4139387862129,142.3097632523439,E,B,-29.729354384766964,E,C,A,B,-18.98971969837932,D,0
Non-Veteran,C,-20.181747842402753,77.87079690121473,-308.6617871149833,B,D,-28.11304061815853,A,D,D,B,45.59511070824448,A,1
Veteran,D,24.538700568209826,-27.59586773598754,-5.73656616554247,D,D,-171.15410682781686,C,A,E,E,-12.111406910250393,A,0
Veteran,A,123.28337322462832,-88.19884372240153,60.96649372731417,A,A,-23.21842003509991,B,A,E,A,24.735600084967242,C,0
No,C,-14.282899447358426,253.32869032044988,133.02706522124578,D,B,0.5114620184700723,B,D,D,C,-19.5697496728098,C,1
Yes,A,-94.98395245135949,-21.794954265690663,7.858911337059435,C,E,-17.612891989798097,E,E,E,D,42.649024385677315,C,0
Non-Veteran,A,-24.482067637669466,27.958704643290538,-22.784782851747018,C,D,5.297075838218439,A,B,C,D,139.96705253582732,E,1
Yes,D,5.448001108345299,-109.73097871112141,20.617120722607382,C,A,-126.11281624315072,E,D,B,C,143.41205910751202,B,0
Yes,E,-150.4534292170302,-97.92247363645214,162.6453666761531,A,D,28.450363710782334,A,B,C,D,86.23618434000251,A,0
No,D,48.485669179620615,-63.98143630377041,65.91990698946192,A,C,-107.41323624387576,B,C,B,E,-11.0840196286884,D,0
Veteran,B,98.37767451920058,-52.328572421112085,40.459724591322185,B,C,129.66806212424186,A,A,E,E,15.642601675077328,D,0
Non-Veteran,D,145.46826991366532,156.53744148277298,-54.53820295390699,B,A,-65.6342000611534,B,C,D,E,59.36732522928278,D,1
No,A,64.88630517144864,7.988865348822115,25.051651022379858,B,C,244.8089954150365,A,E,B,D,-103.38490145361988,E,1
Yes,D,-154.8519808525459,166.79484519014107,-41.6042985874092,D,C,63.766269609085356,C,B,D,D,-36.25983036886247,D,1
Non-Veteran,C,83.45687304116444,-17.293727989018066,-51.31984066677742,A,C,-10.893543853515727,D,A,D,A,-63.719044504201484,B,0
Non-Veteran,E,-152.76311398864658,-116.25111180966769,92.21588037264435,E,E,13.735061164961243,B,E,A,A,-57.89750047198663,A,1
Veteran,E,6.440801297000931,151.22902266837644,49.13750537922754,B,D,63.54975940073588,D,C,D,E,22.817855301002613,D,1
Yes,C,127.88676514350277,23.54998839064581,-62.78835142067906,D,C,-140.24811192463542,E,E,E,E,161.02139780480462,B,1
Veteran,C,117.2774463228877,-223.40413617284005,38.20543175181154,E,B,-24.13340162163527,B,E,C,D,30.386703520354924,C,0
No,B,192.12502351206518,-79.23507234039192,62.043567063367746,E,D,11.334568397080794,D,D,C,B,72.33140798463634,C,1
No,A,10.798049214747339,-170.5676530353142,-219.90200958447969,E,E,84.62733986238953,C,E,E,A,-91.09342097016814,C,0
Yes,B,116.4174584388258,-59.83706101820812,-130.81215508519307,B,C,-20.779120747088143,A,D,E,E,-46.312780315495004,E,0
Veteran,A,191.19331947950417,-35.716230505938015,77.95784797560286,D,A,59.32648084564427,C,E,B,B,251.64558486498828,C,1
Yes,D,-27.383568226627837,46.06895339265576,129.6116745928265,B,B,-50.5870437455188,A,B,E,D,-64.02725127090005,B,1
Yes,C,41.08599210269841,-176.602528753396,-104.57608103925513,E,B,-248.91981087100527,D,E,C,D,15.838057559809538,B,1
No,C,203.11752536260818,195.8292577162677,112.64792234921977,E,A,-71.67419113978586,E,D,C,E,-32.65595508343051,C,1
Veteran,B,-111.84596328355323,4.494348674946934,-67.04262002951211,C,E,-23.931603444935114,E,B,C,D,68.26070893952195,E,0
Veteran,A,-19.21492378591913,52.69166296884972,-92.97427195248541,B,A,27.003362888309912,B,B,D,C,107.53328462273939,E,1
Yes,D,270.5489279952145,79.21558586624302,13.165116785599382,B,C,4.96187436777222,C,A,C,A,71.83524856043043,A,0
Non-Veteran,B,47.324737998211276,-106.05800123126204,112.65256249269129,B,E,72.11637820567805,C,B,D,A,115.65519786479676,B,0
Yes,A,21.51032522239391,7.341048754984131,19.898358795412236,C,C,41.339113834791924,B,E,B,C,8.284796406031417,D,1
Non-Veteran,A,-90.99264611059283,-30.656370962542685,85.23712140213595,E,A,30.295530939242703,E,E,D,D,-40.47262962947968,D,0
Veteran,A,10.177736217206268,-10.823902181208203,-69.55844657177317,C,C,-161.86103970948054,C,E,D,B,56.33965873745541,E,0
Veteran,A,-199.75771446175548,-26.16932446122,-76.12696509488369,C,E,197.63676786322867,C,C,C,E,-118.23864268613026,A,0
Veteran,A,-105.42970958856255,-202.56791541573054,27.13618702654484,D,C,-21.29869648728749,C,C,A,C,187.33844377732504,D,1
Veteran,E,50.88950841576029,135.8727578200003,-108.37539404938647,D,C,15.454023337114165,C,E,C,E,163.33251164408247,D,0
No,D,-73.42565683798274,6.142498005488121,-17.635791659090827,C,E,44.86828032249004,E,E,B,D,90.83473163604438,B,0
Veteran,B,73.7937923118033,146.16109001967445,-76.5355851208633,E,C,36.154353503391434,A,D,E,B,78.46393709240962,B,0
Veteran,A,-4.267564735752529,-145.5567318519997,-9.214311204331267,B,D,3.1188794265540465,E,A,E,B,42.0398449625542,C,1
Yes,C,-61.15734693550253,110.05919628119945,-33.95735332127171,A,A,68.37836893625175,B,C,E,C,12.843396628240841,C,1
Veteran,A,-36.25194568963564,-79.83220658642244,-188.72681556266875,E,B,138.50660182141007,E,B,D,B,-117.62292152045856,D,0
Non-Veteran,B,-63.1579118005592,22.889638385760335,195.63740297405454,B,E,-105.67758044384625,D,A,B,E,100.19938353631122,B,1
Non-Veteran,A,33.14968876927942,35.247735915286114,-141.97425385102252,B,E,11.295769694329918,B,C,C,A,44.491188858943595,D,0
Yes,D,112.1109691164822,-17.190769030758698,-7.8361792971604425,D,A,-5.99356122388714,B,E,A,E,117.21903519968939,D,0
Non-Veteran,C,241.15673565666418,-106.7111381502468,12.835939434994312,D,E,-47.11721939337921,E,A,C,D,6.704743307111076,A,0
No,E,-8.22989441727814,23.925809950551947,-4.528871317754149,E,B,-78.78956246841369,D,E,D,D,2.309987817194515,B,1
Veteran,C,-153.05351698743706,23.835580499455723,63.52736557681142,A,B,-81.9219041605838,B,E,E,B,-9.499659317578535,E,0
Yes,C,6.715179801752664,74.00876269704209,-18.424788894849765,A,D,194.34679919284937,B,A,C,E,63.45400223465496,D,0
No,D,-65.65563679879521,98.71032390148424,-75.60754933990562,D,E,-55.89017785086363,A,B,D,A,-12.523444934357236,D,0
Yes,E,214.40350378285356,-65.75214607888876,-109.39731111495928,A,C,-155.3540733942448,A,D,D,A,108.31001343173784,A,1
No,D,146.07669244155113,183.2598114654551,-123.12370319516299,E,D,-8.739487678720318,A,D,B,B,184.4924363516068,E,1
Non-Veteran,A,-187.9304725529908,-80.87755724562751,191.0577411721073,C,C,41.61779194318642,B,C,B,A,-18.852774872238417,D,1
Yes,B,46.48124831429028,133.9830283445748,-65.5223504596126,B,D,30.21956442696433,D,A,D,C,54.90457734054945,C,1
No,A,-78.43541484427354,52.764629429828844,-189.05390484462228,D,D,-111.6197171880934,C,B,D,A,-55.16135848229264,C,0
Yes,B,-230.0109177868242,58.08523186082749,163.58107604364537,A,C,-2.167303734882192,D,C,D,C,-8.979686131168608,C,0
No,A,216.58252239891138,-49.0545569001456,-46.51599777307015,E,D,2.128773016553132,D,E,E,D,-42.44240321365215,B,1
Non-Veteran,B,-19.36019368541445,-93.98950227833495,76.33945509667097,A,B,117.4006676501351,E,D,B,D,113.97133309775884,E,1
Yes,E,47.16767396029719,-119.03075113384757,-113.32461372228909,E,C,-162.90158807082295,A,D,E,B,-155.55959651272175,D,0
Yes,A,0.20245164359754558,-60.79432779809011,-47.520761331607446,C,A,118.28103939905267,A,E,E,A,-18.9288271838236,C,1
Non-Veteran,A,-14.679185947889628,-17.259107591351583,18.905581496808313,A,B,-159.25032091526776,E,E,C,A,-17.865678190591424,E,1
No,B,-50.549415446326584,103.81147830123103,-17.67651087582319,D,D,-109.32687393187746,D,E,B,B,117.27104856613934,D,0
No,A,-53.86055889319664,-154.5336398303181,-31.26671899369482,D,D,-1.7082724307970916,E,A,A,D,-70.82942493930172,C,1
Yes,B,65.53696802976614,132.26839557016325,44.19458538664892,C,D,-29.691629626907922,E,E,D,C,39.23233696381499,D,1
Veteran,C,51.69871327811091,3.2639431233799643,-59.831950143154074,B,A,-68.52710285162121,C,B,C,B,-136.77238553189804,B,0
Non-Veteran,C,74.5144701064726,15.366399304868587,-14.122906909830258,E,E,149.0403935048205,A,E,E,C,-21.11694042711216,A,0
Yes,D,59.471397923792665,84.75775968286048,22.277456806502023,D,C,-68.0350982966573,C,B,B,E,81.51346671824082,B,1
Non-Veteran,D,-97.41132049017845,39.26307461722093,91.09060538568205,D,E,23.6027699206416,D,B,A,C,72.74661115694444,E,1
Veteran,E,-76.02851725372155,-30.03300749255412,53.495206247834794,A,D,-142.08057137309484,B,C,B,A,30.48511244080479,B,1
No,A,18.40299275152831,-158.95078227783608,59.470922297359465,B,E,16.790365030884562,E,B,D,C,-100.28192275451528,A,0
Veteran,A,-119.27896398633115,23.199642769665125,25.287442551429223,B,C,103.6208053960531,D,E,A,B,65.73027698774123,E,1
Veteran,E,42.325157541505824,117.73204998300125,-90.03745269159555,D,B,-38.43240953405496,A,E,C,A,-8.98179509412564,A,0
Yes,A,24.630960504392384,139.9728803060971,78.14360060635106,B,D,60.446065529845505,D,C,D,E,68.11183085459538,B,1
Veteran,D,-81.70029373009757,24.19083639888263,-97.7180630165673,C,E,11.814826373917736,D,B,B,A,157.7686063999658,D,1
Veteran,B,-9.746379934844438,-20.0737782965441,114.80267214123035,C,E,132.5625494593703,B,A,C,A,179.74841106211025,E,0
Non-Veteran,D,2.664733316777056,-63.48878240429159,-1.517080237910633,D,D,186.89662013359776,E,D,E,C,-122.63131016693008,E,1
No,D,13.740937262041635,51.87183055227088,1.7894329024034015,B,E,103.64998258434048,D,A,B,A,105.08734656991847,A,0
