military,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
No,Married,99.21257591893298,D,-87.96469115613907,B,A,B,B,-48.05121373456126,1
Non-Veteran,Divorced,91.89732992242371,C,67.07133834452512,E,B,B,B,59.36454422481745,0
Veteran,Single,-231.04462875719872,E,-38.10192682806696,D,B,C,E,-24.083509049985537,0
Veteran,Widowed,-59.29606187122447,C,-60.25330369394732,C,D,B,E,1.9511713975646932,0
No,Divorced,100.31729865705019,C,-12.003680426111444,C,C,A,B,-218.28061700270322,1
Non-Veteran,Divorced,38.42273059620098,B,151.44838285005977,B,A,A,A,-80.09470104640958,0
Non-Veteran,Widowed,70.96822441774755,A,-64.19033613773603,B,E,C,E,-35.230668582342325,0
Veteran,Married,-31.61815672993948,C,-2.14275132074299,D,A,B,B,292.84708271549823,0
Yes,Single,128.1674121769795,B,-36.01552154100284,D,B,C,B,-56.597203964049626,0
Non-Veteran,Widowed,78.70582549120421,C,62.07734744858341,C,D,E,C,104.53984393524038,1
Non-Veteran,Single,-96.00819304268154,A,86.80279033975171,D,A,C,B,15.545097409601297,1
No,Married,-297.5581658101233,C,52.60187095081857,B,B,C,A,37.047677739756814,0
Veteran,Single,-43.128135638626894,B,-131.90642859030984,B,E,A,A,132.58264550020527,0
Veteran,Widowed,20.400508056919513,D,-147.27790266158945,C,A,C,E,83.29647010450172,0
Yes,Divorced,240.18559642199793,E,-97.42762131705656,E,A,B,B,6.986785197190272,0
