disabled,age,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Physical,90,None,-85.38247683600181,88.35691609048602,A,E,-11.947808969188696,153.81074370789477,C,E,A,D,0
Physical,38,Hindu,-72.31810208138539,-148.54027018705924,D,E,71.46618984784266,-33.56610907980141,E,D,C,D,0
Both,58,Hindu,-135.06892462994176,-106.23226206801036,D,E,-92.2404188749644,-57.90941159720079,A,D,A,C,1
Yes,44,None,-193.35984485535582,-142.1671727737785,B,D,67.95963126458955,213.52375319067366,C,C,B,B,0
No,76,Jewish,22.389687725757554,227.99216928423505,D,B,147.75364720373477,12.789835890106268,D,D,D,C,1
Yes,41,Muslim,18.05888017792392,-79.7540552050227,E,B,191.26554571507552,143.70597467971652,C,B,C,E,0
Yes,49,Buddhist,-35.57222267960511,-20.976639228077058,D,A,-97.69564998814404,94.18744139116654,A,E,E,A,1
No,96,Christian,-22.655939743920925,-87.01690730346196,C,E,40.244938033144976,41.187552757449325,A,D,B,E,0
Both,52,Other,64.46714180554494,-104.83205279986711,D,C,46.52556120005217,40.06653433731785,B,D,E,C,1
None,25,Buddhist,-56.69130551272485,91.28359214889153,A,A,93.85560513676035,80.36750329526848,A,B,B,E,0
No,39,Buddhist,115.33696718953308,42.51517978107803,A,E,-76.42852848477982,-31.151028695159876,A,B,C,A,1
Mental,25,Hindu,155.1753698883268,150.4172049157279,A,D,130.03752821313248,74.63689050704048,A,E,B,B,1
Mental,67,Jewish,100.88714242136902,22.812930451232017,E,D,1.6066323954765274,3.1467119208679653,E,D,D,B,0
Both,83,Muslim,145.04696006505716,-43.34035160377717,E,A,-50.41230514615685,-20.130988627964257,B,B,C,C,1
Mental,99,Buddhist,12.309527586979625,-39.46744085987875,B,B,150.0980142447221,-18.38300522266505,A,D,D,C,0
Physical,82,Other,29.510442148514237,10.284347475758542,B,B,214.7906264876532,-106.91670283315075,B,C,D,A,1
None,25,None,30.68961423108186,111.83933042413831,D,A,136.0521790375031,-38.66279128764883,A,D,A,D,0
Physical,71,Hindu,42.7143835325782,13.3511477246412,A,B,38.102060488487446,70.11217160479958,E,E,A,C,1
None,52,None,89.97135387166676,155.92251970234327,B,A,69.8133577665263,261.1657154948187,B,B,B,C,1
Yes,87,None,-9.395735216691296,-11.361484346392634,B,D,197.8938681636129,-18.407641049282265,D,B,B,C,0
None,58,Other,-109.84800346484911,-38.41408519943142,D,E,-87.89851340424345,-67.75887197940719,E,A,C,D,1
No,26,Christian,94.13648374589722,-78.44836530997502,C,C,-86.60848017452602,19.43768651402581,D,A,D,D,1
Physical,64,Hindu,-53.81881647747674,-46.54741196667253,B,D,153.33689288182512,-164.29263504655688,D,B,E,D,0
Both,55,Christian,175.9312889902449,117.41843796477565,D,A,-211.43331216875382,-29.0699535337747,E,E,B,C,1
None,70,None,-43.878664200856306,119.5908619866606,B,D,-128.08339117244674,-45.121280486089574,E,D,D,D,1
Yes,70,None,-145.93610573950002,-68.82388619365275,A,C,32.68544899143582,-8.397545518488863,D,C,C,E,0
None,29,Muslim,63.00573584432424,23.356300803217795,D,C,72.30449334603199,38.599264949274975,C,D,D,B,0
No,57,None,-63.74700369526115,27.104274187016347,D,D,-33.94565720739297,-285.04328910219135,E,B,B,E,1
Yes,87,Muslim,-71.47418002707548,89.88642273805858,D,D,-145.9549494487618,-15.653445061650856,A,C,A,C,0
Both,75,Muslim,50.83875069865185,-45.25650164293184,C,E,-99.59114674534514,-122.84656338436442,D,E,A,B,1
Yes,83,Buddhist,-8.91379537713594,-45.0462911580027,E,E,55.04149264806772,92.24313035281045,B,B,D,E,0
Both,68,Other,-20.811655847714352,-158.18202324964824,E,A,133.76118906881746,24.935062337766173,E,C,A,A,0
None,65,Muslim,0.6282207907869044,84.74603445669922,E,D,29.81270031114264,82.2155782496478,D,E,E,B,1
Yes,80,Christian,-192.32443657049066,59.84157519263954,A,D,-54.05513085307907,-63.05629769745432,E,B,A,E,0
Physical,74,Jewish,88.3158132932272,-92.74131167138717,D,D,-21.60402017891738,-81.70967040724321,C,D,D,B,1
Physical,67,None,123.8289615118778,-0.5832216459122088,E,D,32.91750680518325,52.2273488685967,D,A,A,B,1
Yes,51,Other,17.99181243851955,61.18110392148869,C,D,34.48547402501725,39.981992704237626,C,C,E,B,0
No,44,None,-160.18646180816359,-4.535673506421014,E,C,-112.89958941543435,127.87446146821402,C,D,A,C,1
Yes,87,Muslim,53.749212504058285,85.81185318149346,C,D,10.874188451084809,-20.867584786980206,D,D,C,D,0
Mental,43,Hindu,195.2295232336475,80.81660998022859,E,B,-51.51961005999749,88.99142086851083,C,D,A,D,1
Both,93,Buddhist,-12.23073259750476,198.6407862006907,C,B,-101.4344678107886,-167.33983528214875,B,D,D,E,1
Yes,76,None,-85.58818755338423,108.2541875352264,E,E,-42.68561039849331,86.1038805991975,D,C,B,C,1
Both,20,Other,48.141925795024406,-108.89190137068503,D,A,13.62434506512264,43.46282915618057,C,E,B,C,1
Both,57,Jewish,-26.4109810773534,11.567668449066836,A,A,131.46812469936407,80.09655251020293,E,A,A,A,0
Yes,29,Christian,-66.68468691809505,120.3954951050727,D,B,91.18499995961974,71.69807707596154,B,A,C,C,0
Both,93,Christian,28.64770071304929,45.32619860055903,B,E,27.941841447235287,119.22899162516272,D,C,E,D,1
No,51,Other,145.65320957884487,10.435206283824822,A,C,-216.40543862520326,1.04670162374596,D,C,C,C,0
No,48,Christian,151.65642543645342,-98.89656388984103,A,D,44.520486646507166,-68.68336927723776,B,A,C,B,0
Mental,65,Christian,71.06292632529154,7.351005769085017,D,E,-52.723944577495,212.02667792067805,A,E,B,B,0
None,21,None,102.36297911529356,-24.905000812583285,A,B,0.04792971610802216,124.24993380336487,A,C,A,C,1
Both,62,Buddhist,-102.28919937449949,155.03431739656722,A,B,-95.02856165151552,78.6890777506812,D,B,D,C,1
No,83,Jewish,-0.6598638036552641,40.63735581121701,C,B,-8.017614492753616,28.460696995379596,C,E,B,C,1
No,32,Christian,-45.94571169046937,245.46510249584665,C,D,-68.09880865051207,-1.5054192722611315,A,B,D,D,1
Yes,30,Other,-52.74096386869903,-153.6194483431717,C,D,-81.43653057630857,20.835233409026635,C,E,A,C,1
Physical,63,Hindu,42.967723387729635,-184.90547244671686,D,B,-50.98257149566421,-43.771284229611034,D,D,D,E,0
No,74,Christian,68.08439373584073,-13.616330387113818,B,A,115.55323220117259,64.28183737108647,B,A,B,E,1
Both,52,Christian,11.22075301533038,79.59699966242988,B,C,8.706033306996476,-23.3036656740759,C,C,E,B,0
Yes,37,Other,-80.40991415360311,125.33519460421616,E,A,54.75155055788177,7.221680810587102,B,C,E,B,1
Physical,85,Muslim,46.764342558486675,-85.47639367517003,D,D,-225.86872580048242,83.33981332498131,C,B,E,B,1
Physical,95,Christian,-70.56779477172253,-63.19700805272318,D,D,-70.7276327780752,-151.88775678566026,E,C,D,D,0
No,28,Jewish,-1.613079953655414,-103.69067425523983,E,A,151.2610605875845,33.38105761420469,B,E,C,E,0
None,26,Buddhist,-144.405596507466,-44.07468002207801,C,A,-93.32622155479119,102.22221466304744,D,A,E,A,0
Both,40,Christian,69.56621453717457,112.94843143558202,D,E,-167.58582532586058,47.465640991198306,A,D,D,B,1
Both,25,Other,-118.80258235061693,23.93357199457993,E,D,62.35166941772307,-192.49142741045887,B,E,C,C,1
No,44,None,-119.72945388962106,194.88951776568157,C,D,-6.68738502140194,47.32145425989293,E,C,A,C,1
Physical,58,Muslim,0.6868861501840903,61.70459614942344,C,B,47.43732048387914,112.40323834115505,C,C,D,D,1
Yes,24,Other,-136.60942114914246,-76.75218655520753,A,C,-122.22629094867685,106.54655618179156,E,A,A,D,1
Both,27,Buddhist,68.87465190082762,-107.75812201545085,C,E,-70.12445061386472,90.67844397194892,D,B,D,C,0
None,97,Hindu,-127.40114616815892,-18.153577034657296,D,A,9.776952389238454,-88.29138710371241,C,A,D,D,0
Mental,57,Buddhist,-41.0274736422731,-190.3317303237393,B,A,-3.580186896524816,-124.4210339040331,D,B,B,A,1
Both,96,Other,48.431406555291424,-15.705478421016508,A,D,-73.46850012596398,-213.967857134273,D,A,C,E,1
Yes,53,Muslim,284.924531315794,30.36351753533402,A,D,80.11256248389225,-154.90160025617172,B,E,B,A,0
Yes,57,Hindu,-32.14444066096847,-37.8597546397507,E,E,93.7900933612258,150.74925497813044,B,D,D,C,1
None,19,None,38.67991355652377,-134.0597759487026,D,C,-69.09792295810485,246.25795674733527,A,C,D,B,1
None,90,Christian,-21.547799496157193,73.59230328598322,E,C,80.23431392143603,-207.7446632425003,A,C,A,C,1
Physical,75,Other,11.319079633383858,-17.715372054021728,B,A,-31.321071867042853,-98.79343445186,C,B,D,B,0
Physical,42,Hindu,-50.21594764538948,34.109810406593546,D,D,-66.22032583665522,-65.76603908294912,A,B,C,B,1
Physical,35,Buddhist,50.71978467522318,-203.95553712679023,E,D,-16.84826985978202,82.13377256011294,E,A,B,C,0
Mental,27,Hindu,49.18189683800635,-19.418470931011083,D,D,-101.36858070800356,110.08705699375052,A,B,B,D,0
Yes,30,Other,-102.64522712128621,-163.6685419354971,E,E,50.33312527254308,-18.906067665516467,A,A,D,B,0
Mental,30,Jewish,4.918285190976642,-184.6974787039233,A,A,1.514014434346184,146.69348153254978,C,A,A,C,1
No,90,Muslim,51.483233162288144,89.7498662952303,E,D,19.11327187447229,-84.41319736362135,C,B,B,B,0
None,73,Christian,151.33212052673588,-59.602696282600185,C,B,-84.11803207831984,104.53942424849218,E,A,C,A,0
Yes,35,Other,226.75549959413445,-86.44863976617786,D,E,-117.67983449554649,-15.52914208394892,E,E,E,E,0
Both,21,Other,-11.867216586035232,66.8518769328598,B,E,-130.7230326306782,207.29902778737767,C,A,A,C,0
Both,96,Buddhist,-63.56988857238065,-3.6088824032190527,B,D,-9.448659497435122,131.28306439954355,D,C,B,E,0
No,21,Christian,-19.794309339327217,-44.97210018557707,C,B,83.42906004831065,41.450996105489345,C,D,B,D,1
Physical,46,Christian,-28.788220461050752,-125.6449241004493,D,C,-50.20681473841161,15.492061668843299,C,D,D,C,1
Mental,96,Hindu,42.4631081575537,47.6944077124052,E,D,76.9899261295315,40.83609971251699,A,E,E,C,1
Yes,88,Jewish,-50.70032622527116,58.8385934957697,E,B,-81.73948153948646,51.84840311657,C,C,B,B,0
None,90,Jewish,48.79779578378292,51.82917196292968,D,A,66.52842874779545,58.3725926323772,C,D,E,A,1
Yes,49,None,92.05966547618874,69.83347059985947,E,E,300.7663417910116,-108.14428566502976,B,D,B,A,0
Physical,65,Hindu,-19.43292439897732,-20.330456792499653,A,D,79.09347936011754,55.71210695533843,E,D,B,B,1
Yes,82,None,-132.71546510349197,-66.52122355905925,E,C,-89.42557902091694,-73.33356071554562,A,C,D,B,0
Yes,43,Hindu,7.245281371953305,-57.9729450936302,B,C,58.57932711006214,36.246898570184385,A,B,D,B,0
No,50,Buddhist,-245.9462800496703,-17.15381362945425,C,B,331.04851442205785,-2.308246803259632,E,C,A,E,1
None,67,Muslim,50.307149066732116,190.70623614898383,D,E,115.52883731271457,14.660960892016602,D,D,B,C,1
Physical,59,Hindu,142.41221013625278,-96.08967382364857,D,C,45.324639255105716,33.74960141949424,E,B,A,B,0
Mental,79,Hindu,-30.21106624278958,125.26031925904655,D,B,-11.126262737185796,-20.610079348770817,B,B,C,C,1
Both,62,Jewish,5.725017091414865,30.048815718065768,E,D,-166.2982387400755,-60.53231585580937,E,C,A,D,1
Mental,67,Jewish,-84.71329816673423,-31.915319794762535,E,C,-110.59440335871984,52.97426811702407,E,B,B,A,0
Mental,34,Hindu,43.374492146943396,-169.32327691650354,E,C,-29.847426434992645,-86.51551254659594,B,E,B,B,1
No,99,Christian,-112.39679895721284,-55.96999057686052,A,C,187.45317997263072,-147.32243237642157,B,C,C,E,1
Mental,43,Jewish,211.96651846095102,-148.38057535130295,D,C,224.07891703417135,10.836988872265936,A,C,E,D,0
No,64,Hindu,19.432013999230858,55.85918870861251,C,C,-20.295473196504567,11.042759959844927,D,E,A,E,0
None,97,Muslim,179.37324039830892,-20.482961623942234,A,C,18.403878403096137,-12.222507828895996,D,C,C,D,0
No,74,Muslim,4.471658952375151,-42.76534112049371,C,A,105.24127322746388,-67.01671235290034,E,C,E,A,0
Yes,36,Muslim,69.9615884304417,30.481618009584523,D,A,15.132452192892865,132.32940019812736,B,D,A,A,0
None,78,None,85.71174459341567,31.686341079109674,A,E,-40.55097258854764,235.3400881930674,C,E,A,D,0
Both,85,Other,109.21816832198657,-56.27358364434464,A,D,31.227639043817323,45.002592641848274,B,E,C,A,0
Yes,52,Christian,-2.8346901434303486,190.09615038243626,E,E,-48.946565615496844,103.33316476485741,C,B,D,E,1
Mental,85,Muslim,6.873760503927947,126.28946269538946,B,A,-43.24603423039372,118.33089911734317,D,D,E,C,0
Mental,25,Other,-44.09211245790876,14.296345645587111,D,A,-47.0853854671109,-55.5916696708692,C,D,C,B,1
Yes,70,Christian,-73.2490361490444,-71.42671712492691,B,D,-30.209365104189352,7.0773575398453135,E,D,E,D,1
Both,37,Jewish,-139.54838830573865,-46.91023056956619,D,D,-104.73694292425553,-91.02972646689936,D,C,A,D,1
None,70,Hindu,-115.7617913791909,112.37020523506315,B,D,16.308152112588914,-116.11972245037265,C,E,D,A,0
Both,51,Christian,-103.2601542152019,103.39989501655651,A,C,73.18132220157722,27.78852252711998,B,E,C,C,1
No,29,Christian,78.43054184338311,183.8292245618181,A,C,-26.432193123277596,7.779225148711196,D,B,C,C,1
Both,88,None,-26.365255733030452,84.64290160227847,B,A,9.203624617774322,150.04210916375328,B,E,B,D,0
Yes,73,None,-278.13593317275337,131.17154392813302,E,E,-12.993113510549328,39.892302605088936,D,A,E,D,0
None,56,Buddhist,-48.183797508759596,156.1498371341842,C,E,-76.1510316874278,-49.41111481450745,A,D,D,D,1
Both,69,Hindu,-12.19237214864228,-145.6055125835411,C,D,190.88833274790204,107.66367897731676,C,B,C,C,0
Mental,78,Other,117.46209979796787,96.02541698348433,A,B,-108.2776453524172,-135.80844104419464,A,E,D,B,1
Physical,31,None,-4.13034447251163,-79.03870048743471,B,C,-213.07271805394868,-38.842757045593466,A,B,C,D,1
None,28,Hindu,100.05082302467024,144.84073542867202,D,C,-65.14684946311053,70.57203642955626,C,A,C,C,0
None,91,Christian,100.40752561301093,-16.262249732861005,E,B,5.751355281973093,66.09516005523668,B,B,D,C,1
Physical,84,Christian,83.50579384372891,-55.83958918123872,A,D,104.61164422666714,-42.38438746245832,C,C,D,E,1
Yes,84,Jewish,55.067080533816004,-19.59979902912475,D,B,-88.84178736240271,206.99056592520128,D,E,A,C,0
None,78,Muslim,-45.05454610985423,63.860564378251105,E,C,-144.5843107466217,168.69147162826624,C,B,E,E,0
Yes,33,Buddhist,23.895514370534865,-60.89936211488959,E,B,46.70887125423509,8.095254527920531,B,C,C,C,1
None,74,Hindu,49.551215986002205,-55.04453610184098,A,E,64.82484048362123,48.76923453803216,D,E,D,C,1
None,48,Other,-50.74014225546936,94.25241572182492,E,E,-57.416242285990606,-48.41914675784465,C,B,A,E,0
Physical,23,Jewish,-155.1872126558614,104.29060710156372,C,B,82.47752344633008,-70.85191717787119,A,B,C,D,0
None,66,Jewish,121.32589144486256,-50.881213471401985,B,C,-105.78019411489252,-107.8588759789312,A,D,A,B,0
None,86,Muslim,-1.560201379606062,-1.8051741925475546,A,A,57.093044923756985,4.90864498154607,E,C,C,B,0
Physical,54,None,-179.23310781340965,66.0540299703491,D,C,31.115675739841276,31.605112070576457,C,E,D,C,0
Yes,47,Muslim,-176.48389801918492,-86.34655540129124,A,D,143.98431490540742,49.438450797889374,A,D,B,C,1
Mental,93,Other,160.19598345304934,-137.39639640337177,D,D,53.80096346460389,4.216975508051655,A,C,E,D,0
Yes,29,Hindu,-170.12720509785933,80.63100392105817,B,C,90.92595088740858,-57.73917061815943,E,D,A,B,1
Physical,80,Christian,-62.793995634575154,65.25984647088467,C,C,23.096000563729856,68.75928685413356,D,B,C,D,1
No,35,Christian,-72.95611630431041,12.469876674315726,D,E,-68.05678166229386,37.14024415105001,A,A,A,D,1
Yes,81,Muslim,-80.89487769768998,43.47883794877013,C,A,-147.78441178538571,-74.6415339735876,A,A,D,E,0
Mental,84,Hindu,-122.60638249193632,1.500779215130271,B,C,13.25931669198694,187.21876911688534,B,C,D,B,1
Mental,48,Hindu,74.99527039243074,-18.17764572152377,B,D,143.9604506967338,-278.0514742753956,E,A,A,C,0
No,81,Muslim,-98.78916353155981,-75.0708884504535,B,B,-89.71639194443733,-77.51772462198855,D,C,B,C,1
None,27,Christian,-80.95300506106751,-1.1461191252013634,E,C,-59.67888591041116,8.845249651034276,B,E,C,A,0
None,50,Christian,-6.037538000669281,-57.99835326847524,D,C,200.64051101071652,220.62349455772497,D,C,C,D,1
Yes,43,Christian,-206.8826705447052,142.7008194910591,A,D,19.168577510871913,-70.71674733555646,E,D,A,C,0
Yes,32,None,-157.98090955159398,-177.1691899149467,E,D,96.66942999843255,-69.84721172958915,D,D,C,A,1
Both,20,Other,-76.6161467698248,-116.76936631444406,A,C,-1.738267429284833,-14.100922457774704,E,E,A,E,0
No,55,None,-15.191110646807818,-112.22986007318741,D,D,-8.050806994955721,32.40769893563421,A,A,B,D,1
Yes,34,Other,-58.84504074448657,-31.616048686052267,A,E,-94.58536441904164,281.8131435033718,D,B,C,D,0
Physical,27,Hindu,-24.91840016636812,-63.968443948738305,A,E,-173.39969229858514,94.77539942437076,C,A,B,C,0
Physical,31,Muslim,137.88518504527104,101.96263305587041,C,C,-108.36556719160764,37.19947204126255,D,D,C,C,0
Yes,37,Jewish,-31.988674002704137,-47.90027561629975,E,D,159.55078993954066,-16.68497716453716,E,C,E,C,0
None,76,Hindu,-128.38423012081563,35.9800658993484,C,D,45.59708796316359,207.7048538957339,B,C,B,A,0
None,32,Other,-45.41682558076212,228.12007391962976,B,B,33.46237260412646,-98.77687632267491,D,C,C,B,0
Physical,40,Hindu,204.71901282034887,-188.1786228076197,D,C,13.399079846851897,-143.09029581815335,D,E,C,D,1
Physical,54,Buddhist,-156.2337479035951,112.89996835450613,E,D,98.76043706306386,115.00782613626828,D,E,D,C,1
Physical,80,Christian,-7.143036324434275,18.61789155391801,A,C,-20.5192395053646,80.1011750192102,C,D,D,E,0
Physical,63,Hindu,-36.126510225277435,-65.19740473296838,C,A,-93.55127428716675,-29.774257532243904,D,C,E,D,1
None,57,None,-6.772822584205951,-101.22214756643868,A,D,122.52032590992398,-203.1358415934507,B,D,A,B,1
None,83,Christian,9.522968954919277,-140.32890053899857,C,D,93.66552485852377,57.2484034080791,B,E,A,E,1
None,85,Buddhist,-5.342117973347596,61.95114727892869,A,E,-66.65510073195048,-120.82411294467236,E,E,D,A,0
No,18,Muslim,27.772250194156513,30.13001313483874,C,C,-29.393663292236738,26.16718466483709,A,B,B,A,1
Mental,26,Hindu,47.23432714464082,-257.729569932359,B,E,15.892778057554855,-64.51404618166333,D,B,C,C,0
None,41,Muslim,-142.92547367364327,-164.8156739968557,A,D,179.5593720302876,11.358189478000572,A,E,C,E,0
Mental,99,Muslim,-27.381849440284718,-87.76098408239899,A,B,-192.38958853437117,-26.117774175776127,C,B,E,B,0
Physical,19,None,-344.21478395749097,-113.24064994259138,D,B,-50.81340702152405,-91.60358465753043,C,D,A,C,0
Physical,85,Muslim,9.934236648940892,73.72984687025121,D,C,120.9697884871878,133.04066466545476,A,C,B,A,0
Both,57,Muslim,-61.29483899233982,27.469987755937026,E,E,29.149713031092787,19.558418812600113,A,E,B,E,0
Mental,59,None,-50.27309971226074,45.129978366769556,E,D,-16.01350381329237,29.312628340946556,C,E,E,C,0
None,91,Muslim,-22.240977544029647,-113.32947319366656,E,D,-3.040037194051697,-45.950677363044065,E,E,E,C,0
Mental,19,Hindu,-60.953035966197234,117.66233729134998,D,C,-187.10592088604056,-128.55614949703914,C,B,A,A,1
None,81,Other,-77.11777884865761,90.30944543095984,D,C,77.61130595148498,-66.68755547956486,E,B,A,C,0
None,85,Muslim,108.97031348528483,171.2886729196552,C,B,136.03096170757766,124.15811163868217,B,C,D,B,0
Mental,63,Jewish,114.78927553875207,-18.922576357693146,C,E,126.77300277935815,51.449174215602234,E,D,D,A,1
Both,51,Other,180.60690645043968,129.05398987969104,B,D,-12.156009898056954,-73.61153501848507,B,C,D,A,0
Physical,94,Christian,138.78347910384247,46.422083162010125,D,B,78.49590005424668,-67.3718754980272,A,D,D,E,0
Physical,91,Hindu,-21.485336699734376,126.2886159549964,A,E,-25.34248112762285,69.71582623339206,E,D,A,E,0
None,49,Other,13.978745389954922,-31.62941513897331,B,E,-159.80725520267382,-37.84858418628308,C,E,D,A,1
Yes,72,Other,-0.9196382634083057,-16.682422923020738,D,D,-42.03039402455181,-230.18139465014417,E,D,E,C,0
Yes,99,Buddhist,-91.93863860329822,-55.200987729866824,D,A,181.6915927288106,-59.208844652027416,E,B,A,A,1
Both,20,Christian,181.81095294969262,92.27579108630137,E,C,250.87184960171535,-0.4208647923771435,E,D,E,A,1
Mental,51,Jewish,-92.22841495314303,92.3486639764861,D,E,42.779285240423384,96.44560838790979,E,D,E,B,0
No,95,Christian,97.034656897796,-76.08117153975287,E,C,70.22259953276442,-20.5006634129059,B,B,A,B,0
Mental,74,Christian,-162.91030142540706,3.4287972968614113,A,C,-133.0323745350702,-101.28741898875037,B,E,C,E,1
