handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,E,B,A,81.56585552784928,B,-8.033022080105887,E,45.58648227564158,-107.51879963685273,E,-19.231953761469523,-66.728408377223,A,E,-149.84689630884952,C,105.91008263270751,A,115.63128389406995,0
No,A,E,C,-23.220882530308295,C,143.28510366928,B,15.048557590362083,142.03837889599274,E,45.86127102941299,-93.32730874513834,A,D,104.41488042218552,B,118.00507690490763,C,17.360914008894703,1
Both,C,E,C,-23.533965245197024,C,47.671982123042596,E,-16.28201621721136,-3.7658897108675338,E,35.59543140247518,-21.489213884476197,A,B,7.165701001236354,A,53.64605725025227,A,10.175833313261752,1
None,C,B,B,49.94473701654763,C,23.68899598926153,A,-7.3023620878151245,36.61567213284122,A,70.99739052841147,-57.050723995638705,A,B,-193.22526890942402,E,8.87092436803623,D,-236.08145826957983,1
None,C,C,D,-116.06190956949796,E,81.6767327542403,C,121.35807241797578,123.63258044522793,C,61.26568851461759,67.91831852172346,B,B,46.60833716863601,E,40.25863057802345,C,25.362628410898903,1
Mental,E,E,B,-93.386914081713,D,-122.53844568673755,E,159.57401498340934,-17.55796211863643,B,-114.0568285986653,-111.94806412883355,B,D,25.640047692066858,D,88.33739774122425,E,0.08189091625369396,0
None,D,B,E,8.330543762619522,D,-137.37384510985612,D,187.17103542929644,112.06981121163273,E,16.433712911187875,-15.399324881038122,D,B,-32.06796146042449,E,45.58439690533049,A,-9.541822204694574,0
Yes,E,E,B,-170.38006493964215,E,0.9697259915956155,B,136.89255015768413,-117.09925219249394,E,-103.94175148808873,-11.527364196432465,E,B,43.43856801156965,B,-88.90134400834413,E,39.944940793328385,1
Mental,E,A,D,-125.80667604938658,A,-81.8061833992271,B,66.45914772897954,28.29784531282002,C,-50.86380523588553,66.05708733906044,D,E,10.048359074626704,B,46.3758838920414,D,193.9347588802893,0
Both,B,B,B,40.38031769847461,E,161.67713978976468,D,-30.897116871508462,58.295202757534206,B,-50.64763837867131,-22.31272319560313,A,E,-3.56744495204513,C,-131.8070669123428,C,20.59874951077333,0
Yes,B,E,E,24.19351509848256,B,17.784962981236376,A,-172.25181699871197,-65.15256608551472,B,-5.058738881454353,-90.10026327895639,D,A,-55.69523612682254,C,-86.83797762020615,B,6.656242585806711,0
No,A,A,E,71.46368852632251,E,-69.26612524999001,E,-64.97894315392665,69.01234603285017,E,-168.48204762442657,-74.2562698764135,E,A,38.311984008162895,B,-10.328149085700996,E,-46.44631349882587,1
Yes,D,B,E,-86.10560029585803,E,33.7766977446903,E,66.4869083596388,181.2670278805894,E,-191.50191430340516,-28.466450370809603,B,E,-6.15870986926015,E,-104.99618396674913,B,-299.13323985651374,1
Yes,B,E,B,-39.891962107239756,D,-15.715252654684233,D,-32.087250287813404,-64.02412564355723,D,-40.3373717590231,-23.53441635164154,D,C,-63.392824477434594,B,30.951180585252057,D,-25.897045590211015,0
No,D,C,B,19.650839492361094,C,18.447081474156622,A,46.244497972590125,123.32522817831533,A,54.604591534986824,128.93565775565833,A,E,214.28217740668657,C,-0.14518749284153826,E,-93.00746183288396,1
None,E,B,C,-79.06807794523918,E,-245.49297332658543,A,-42.650945037579,17.294852520513395,C,6.394088196522621,24.5325851511779,B,A,-120.56076826525653,D,63.81482957675488,E,-50.06239445362899,1
No,E,E,C,-65.93070006775928,A,19.3315734054443,E,-4.72550735401079,24.749654150550203,C,-151.36660440091077,57.337181350132816,B,D,-1.6821337095268922,B,147.94828723393115,E,-92.69600204997006,1
Physical,D,E,A,-100.3392030117991,A,46.22547050562879,C,-16.140115670341434,-29.796548673152103,C,-0.38587287883876803,-180.77226655101376,B,B,-89.1928654585562,A,-37.294588745146164,A,-27.0108801750493,1
No,D,D,E,12.240106997730548,E,21.601793064452902,C,44.39531939333304,-116.6192018840966,D,-123.94720732811271,203.51019824804126,B,C,-92.70389987154783,C,64.53922730163362,B,-72.25821569777528,1
No,E,D,B,115.97187453083937,D,27.804884487255205,A,-74.09132224309583,-239.4447694640012,D,-17.18496516732729,-73.79136933931343,A,E,116.29182545425675,D,-19.48038190419774,C,-60.38556940949725,0
Yes,B,E,C,-3.374822889337386,A,72.10526885224004,B,26.2281531576225,-95.01373448877595,D,30.002270227637197,45.93188959645283,C,E,-74.78587289334332,D,-7.794551678120099,C,-15.846594352815465,1
Yes,D,B,E,29.81530599589985,B,0.7533195208932835,D,-88.71514250876191,129.44572759571355,B,117.22804429073858,79.60225373345757,D,C,84.73771481679316,B,8.944558234507312,E,-226.84208634663915,1
No,A,E,A,-174.51615536118192,A,-89.7411394670709,B,-111.20028168564775,24.124294748918278,D,31.005031779497966,49.07289379479031,B,B,-92.71449504926142,E,33.35269270548556,D,9.296534786465148,1
Both,E,E,B,150.38867416653093,C,41.806690534620905,D,36.55894990477563,-50.203977171910964,B,-142.19788778362442,141.72674148490344,D,E,109.13037593094357,A,-172.72639098738279,D,-37.08809936266269,1
Mental,D,C,D,-124.06553412464756,B,113.32068207806971,A,26.46649343171022,25.911908049768222,D,-26.28573291482561,-72.48511488672355,D,B,-68.45214733525611,C,-54.90539852364957,B,12.940246760351762,1
Physical,B,A,B,163.72078645572896,B,-15.964627323501466,D,-63.89410536868496,66.86103351055812,A,-67.58465137070733,-48.11214000818393,A,D,-196.00065930259035,D,30.143063718824266,E,163.8815298478312,0
No,B,D,E,-5.742128822855517,B,-137.6973359067993,D,-98.66714226716441,45.39159427607585,B,-3.5625641352207498,-257.6783492350369,D,E,67.27615196020227,B,31.141367377002606,E,-148.69961104012324,0
Physical,B,A,E,4.991934886280784,B,-14.6423903480289,A,0.8507926607886166,115.79430885860242,D,145.6557726102107,-23.05790154518611,A,A,93.64788368571656,B,52.53328976902256,B,148.35140523778765,0
Yes,C,E,D,-66.00737671982833,C,-54.92877560839605,E,-140.11551163256962,190.90595513929145,C,5.301281208338698,101.82204590582478,E,D,136.5415244874267,D,-66.6938341932491,D,143.04290739999496,0
No,A,C,D,-160.40864063987866,B,101.73691699206262,E,203.18449287980965,-55.51688983410303,B,155.01706887946867,-109.47489254204952,B,C,-74.68650745940538,D,-25.980294447583198,A,-7.4000514531515185,0
Mental,B,D,D,-102.34166440006118,D,-37.646876768743596,E,206.73674147356294,124.47372359113871,A,-1.553645718113889,-106.73505135294941,A,B,-52.24067506240249,C,-0.9951096538745515,C,33.083466934306855,0
Yes,A,B,C,-40.35538437551622,B,34.3335666166011,B,95.27431757413267,-10.589997264440285,C,-75.43630389838599,32.754799591560236,D,A,-85.5968557628883,E,105.04226453656331,C,-13.202479329469515,1
None,C,B,C,-31.011371346699107,B,50.67984613173638,E,77.63668461996441,-121.05250624834294,E,12.977138962921098,-45.99617071240623,B,D,140.54350531024517,D,-147.38391997665764,E,-47.29052910678583,1
Mental,B,B,D,-23.16173591422002,B,-101.23742416065542,C,-60.04285616568751,149.23728451088735,A,-55.463712353418785,-128.78540010389776,C,E,-47.319248716159855,D,72.8629417824254,E,90.58007676518781,1
Yes,A,C,A,-60.76021792277595,E,49.91335541895411,E,-86.29801705274728,-82.70453282494438,B,270.03658718619914,59.00613156296701,D,C,153.53402958338387,C,221.30467884610158,E,-97.93512512903338,1
Both,D,E,C,-219.90980117049665,D,126.03373097106912,E,25.37192168847138,-162.62565518309074,D,116.14796992329221,46.80978844430794,D,D,47.53487744048922,C,-232.17568237504403,C,-1.5376560959694543,0
No,D,A,A,-8.267173414219894,E,82.38747919113082,C,-90.579481865049,-169.70206695910562,D,-12.138533733251137,-38.24960653895334,E,E,65.61449901309769,C,-147.75167286598975,E,-130.13608612536765,0
None,A,D,B,8.317456918479218,C,193.19698174715924,B,40.598051821210206,136.4718394249558,E,128.34507807312048,-136.98839714545795,D,A,91.86182899501367,D,-11.427542077173204,A,20.45569266683708,0
Both,B,A,E,202.15821644550894,E,59.40287178778999,C,131.2972020062758,-64.94691280587057,A,-18.620992753448014,3.076283305489912,A,D,-45.81987230308331,C,131.17175767806756,D,86.09938516789877,1
Both,B,E,D,-117.35581880689419,B,25.661362835508843,B,23.257762873834427,-16.211218202686634,C,180.4523053442695,-11.415627833925985,A,A,-73.47760247480181,C,14.663100271215704,C,13.022107321937499,0
None,E,E,B,104.3291393146671,C,103.86622798668306,C,-69.01884052321438,-41.01415303818995,C,-40.70556197842265,111.39045093061515,A,D,-219.02769818259208,C,62.995537648987074,C,-60.99301819884184,1
Yes,A,E,A,137.9962536958482,A,-92.79367995098715,E,169.11945665290546,-187.85795087634426,B,8.746275720991784,153.25745568929364,D,B,25.831439875473666,B,-96.5481655317939,C,-43.718473868779554,1
Physical,E,E,B,20.367079306883547,E,-22.432945412185415,A,7.840490688035449,-70.740692065286,D,-126.58149915355159,7.667105289501768,E,B,-3.449781560630859,A,183.2683873728278,E,83.09193377055028,1
Yes,E,C,C,80.70111013719676,B,-19.23760727046397,E,100.95757628500917,81.36918812716118,C,143.72964321692885,-137.76230885420784,A,A,107.00162521285958,E,-87.07502966928928,C,-181.96243253578467,0
Mental,B,E,E,92.12976431368233,D,73.60696027431987,A,43.107719634949845,74.02221658905331,A,24.765370085517883,78.27434802713385,C,D,226.68538761764023,D,92.83496743503811,C,-175.5533261534799,0
Yes,A,E,C,26.018796784019482,D,-76.77153653604961,E,-97.29212609808006,84.49257874378642,C,-26.545960980472977,-55.80854053138402,A,D,112.3246847316435,C,-184.7553782490643,B,52.16573874439037,0
Both,B,A,B,-5.737309652168876,E,27.230741232528043,A,-19.418507326520057,-75.43142900833041,D,-20.199119067322094,191.00046825729842,D,E,84.25079378656059,E,79.55671774628597,A,171.83949427987156,1
Mental,D,A,C,-84.40263308960397,B,32.26576862253676,D,-33.440089650453544,-99.20366704575,A,-53.97339644114324,-76.39884344047869,E,D,-97.82576004620101,B,68.44874249811267,E,125.86551352431832,0
Yes,B,D,C,-115.48113115309002,D,-13.680987170846679,D,-29.527900523704563,-31.16693163901055,B,42.012145530961774,89.99781749864384,D,C,-12.51198544812345,D,158.15184419616824,E,-73.66367600087234,1
None,B,E,E,41.26561481525582,E,-66.19265099160103,D,24.694752190433626,-89.44810645139584,D,-97.55431847887907,147.73836232897287,C,D,-66.77524128736144,D,-189.87109111565536,B,-120.51053306819392,1
Yes,B,D,A,70.64339763710569,E,75.9560029233787,C,-44.98839840525522,-170.40422703403578,B,101.1850152789725,-50.374182642336486,C,C,123.23432811082687,A,-7.973194022590957,E,34.55852164038092,0
Mental,B,D,B,45.175383255706635,B,45.85247759538078,E,-3.0709866193939277,-11.621909241278178,D,105.07447901304674,11.75451548866358,E,B,-14.946318055221722,A,-1.3262167423651272,E,41.40722320683091,1
None,D,E,E,-44.619744421745295,D,41.981470469737694,D,49.587707836139714,-67.19311136359522,B,113.55425777210083,75.24923029479534,E,A,114.18686717987443,B,-154.00914600020366,C,66.72669109169944,0
Physical,C,A,E,-20.723414622713854,C,28.388344803098075,D,-46.828916978812984,122.32877019381417,E,68.40582273217996,-140.5454497411891,B,C,10.302939613685021,A,197.86178054649477,D,46.32017865352158,0
Mental,E,C,E,24.006881048813813,A,44.140687820016666,A,90.53817609041315,20.082736733966,D,-0.09367646003559757,36.09930055581795,B,A,-1.9851716019913015,E,100.39821878432451,C,-40.034216638490896,1
Physical,E,D,B,80.2932630036725,E,11.65834050739861,D,57.82770104883264,-104.95867496181057,B,82.36039543131179,-44.0635534168483,D,A,-12.804262899788545,D,-20.39018732943279,D,-187.95135548542976,1
Yes,C,D,A,19.253316270302946,D,-114.39511403069025,C,18.371637328917195,65.3306520601826,C,42.4409287188061,39.26095738603755,E,B,2.190026635786254,C,58.15898125071137,B,-39.189611887395436,1
Physical,A,E,C,78.87935117975877,B,-91.00925578535097,C,153.7404424636688,50.1952016061235,E,62.67290216375518,-65.29324767829549,A,D,74.76503253113266,B,-39.24200571522995,A,-146.7301817252758,0
Physical,B,D,A,27.502239402468593,C,-53.85392435000463,E,-129.76168379657548,190.32299839282203,D,108.49454174553543,-127.45072477994266,E,A,-238.3082845124994,A,97.4073509760951,B,-17.95071377429953,0
No,E,B,B,-26.420820224999364,E,-221.13809967552993,C,-126.54269927599613,-98.65896893381678,A,70.46451096105069,-13.483376213145146,E,C,-42.49159394758511,B,69.21294477566924,E,-23.480238259671474,0
Mental,D,E,E,-43.21811870178319,A,-95.32060110228322,C,-9.787849548986136,-8.280144372446683,B,-232.1008473902154,-47.24438467514654,E,E,-71.86629466894031,C,101.32651400254954,B,-127.75177962310885,0
Mental,E,C,A,150.7681222768199,E,-124.38387377193854,D,84.09069866787698,71.13432656134981,A,-116.52054910923455,52.602096830887845,D,B,-35.423055206780674,B,45.104868312797194,D,-70.85315484887644,0
Both,D,A,A,-164.10514570589336,D,-53.41525887202824,C,55.07375583345393,260.749993592518,B,68.1539605435071,16.407503282806633,B,E,-50.88517258701839,B,-24.103188970737747,E,-69.54761999975925,1
Both,C,A,D,-124.00615357499805,A,78.21658455789688,A,-22.259639193646002,-25.614472372905457,A,81.2793568701733,-28.063227809481383,E,D,51.962335447503484,B,-9.643771438056987,E,30.564845585032895,1
No,D,A,A,95.89695962889938,B,-56.896713575579284,B,-27.206543536296085,-9.076172744616413,E,84.43754663927933,22.749482076790972,E,A,-49.15282550406898,B,-78.47197159075905,B,-202.2886396294205,1
Physical,E,E,D,-130.0495322761076,A,40.95789526551713,A,-112.2635499170548,-140.81876501526594,C,18.14794128324286,105.37622398453843,C,B,-9.537337760372301,B,-146.85020639447308,A,-69.98274149068624,0
None,A,E,A,-201.08260206515274,E,-37.09964512755702,A,-40.56475633207198,40.603324534026086,D,39.75490514884831,20.470937761630786,D,E,-6.739738894588457,A,121.74123766036658,C,-32.6329075957008,1
None,C,E,B,-67.87768447900243,E,-14.191552968477547,E,61.571272322058014,23.767775029272993,E,2.778452074947639,140.63677941257984,C,D,114.57615643142869,E,14.933263540077668,B,168.5909050636914,0
None,C,E,A,5.6176315062403885,A,37.92148922341517,C,-94.6183506158164,-73.25807930442048,B,-74.55932484519107,-3.075444070960115,D,C,25.309157597029184,B,4.85762396706346,D,28.22646335629123,1
Both,A,C,A,14.475441527256336,A,-93.96083176529795,D,73.6769075433678,50.02902158222907,C,-152.69834266140552,-124.19365458249378,D,D,-10.137038535755968,A,-1.2671858281682806,B,-163.89517897828097,1
No,A,D,D,-190.37588125405088,D,-29.97121617477138,B,27.133699471008494,-264.0180918865218,A,34.98327401510116,275.06935543906087,C,E,-107.88188653098946,E,112.34544934307212,A,-86.41141085374096,0
Mental,D,C,E,49.907849889533445,C,-9.60081868145735,B,139.03851627332492,-65.82629912043348,D,-88.51911842780267,-10.121199010426766,A,B,-9.994487403931249,A,68.59751023834491,A,-141.20846804036586,0
Both,B,A,D,-37.38040652762444,B,-1.1214925684686148,C,-73.65230494817683,14.121827523306926,B,27.20622183779829,68.17805550413561,D,E,7.958711686574225,D,4.264363043054694,D,19.618733406792593,1
No,B,C,C,106.14401631051089,D,139.49646631100094,B,-84.94216477465548,-118.56895269871886,A,-165.58485720443534,-137.39771172106987,A,A,20.573811430200575,A,19.181713644413765,A,-11.06984228639796,0
Yes,D,D,E,62.5360523993624,B,41.270651638105406,B,105.44563856831569,185.4892736410699,A,-53.44360634131271,-156.8861086876218,C,A,94.22446105247836,E,-59.72588332811137,C,20.151628812861453,1
Both,A,A,A,177.19242472886745,D,247.80263994451616,D,-150.48118057404483,101.08813430688342,D,-22.780111838109097,-36.41268382941757,D,C,142.99916769903,A,89.71184265608659,D,-143.39335533827463,1
Yes,C,C,A,-27.12296788734242,B,-139.95521955672626,E,76.1179480838184,-36.99616604420099,A,-35.00947290516854,75.37549007699522,B,D,60.79745626773108,A,-62.78897973528146,D,2.508664283552317,0
Mental,E,A,C,-128.7411156088732,A,91.60754030389316,B,-57.53945785263477,-0.04704699782686456,A,-94.5752716956094,-12.491889077849818,C,C,-169.20719670453732,B,2.557154588848047,E,-27.0705374306069,1
Both,C,A,B,55.52086707374183,D,54.86439925806093,D,-54.09413567892343,-44.64779035054256,E,-8.95238899633915,132.97101218326733,C,C,48.54732518165956,C,51.8592406243743,C,145.38819255367613,1
Mental,E,D,B,-68.86123224844889,C,-109.32184021414272,C,161.6788631231018,44.993406965103446,D,113.48064283545007,-2.2106969019719696,D,C,76.78812034994384,B,5.453333432163546,D,-116.89984761270158,0
Physical,C,E,B,105.61825916085188,D,-44.19332225573581,C,54.96442528971125,-21.161921459861208,D,-37.87905582502693,74.75180736650775,E,C,36.86311895536309,A,20.95110870043945,D,-166.24766448274306,0
None,B,D,C,-238.35797646312088,D,-58.25663684037108,D,-97.39765552313204,-46.53539655349835,C,48.27831656840715,-56.87128080485143,A,E,130.7956363886266,C,31.714773031376676,E,57.21494142451172,0
Physical,D,A,A,-148.96498419834379,C,-91.9558012175493,C,-39.50516102587229,84.28992364521844,A,-33.78475573597147,-3.5461122418324136,E,B,-132.71595439759793,E,-80.01156090727254,C,-61.96975282137195,0
None,A,C,C,-8.567768615922978,D,1.6229539484059408,B,6.761080252207482,-82.67181038675214,C,-77.28289141462805,-100.21273190770262,A,E,-56.86175002182886,C,-46.439027653830685,E,179.29728038318345,1
Yes,E,C,A,109.79712279448295,C,-143.17440142754083,D,56.244426191058295,-151.84830203908683,B,-22.797887883578692,176.11995418165432,E,D,75.62165555186945,D,13.733297243899376,D,105.17007135508496,1
No,C,D,A,32.77341837343254,D,54.62508914034482,A,111.4712733714414,63.27025217419649,C,106.6931365722778,13.530313703168467,D,C,-26.794515233205118,E,68.26170138708873,A,52.07518347180867,0
Mental,A,D,A,-110.10424423093764,B,-154.3211079864236,A,128.8021217585041,-72.69973294212183,E,137.0639753586184,-49.10973594135107,D,C,126.04544374908599,C,24.893633302385503,A,80.9779604443304,1
Yes,B,B,D,-190.35980640520813,E,-267.8295786124188,E,-20.17076228799293,-82.75612753153214,D,-61.628653544503194,27.559114955458252,C,E,100.7050977889254,A,122.2647104125176,A,188.85741788780274,1
Both,D,A,D,-95.24284261949302,D,153.58579541391458,B,107.6160620166597,-18.50395512847309,E,-94.4322965996767,-65.54434683063431,B,D,26.61307618307899,B,-52.400819416078484,E,-15.965105957158196,1
Mental,A,D,C,-10.24401203463924,B,-31.09781792958019,E,-41.82846156702141,-31.571847018436266,D,279.22388952457436,-80.08149237821294,C,D,14.47735602370801,C,-294.3753037792882,D,10.819184393792092,1
Both,A,D,C,25.94087398570064,D,-42.804300207318605,B,67.60037796574605,-11.253850439992636,D,-153.91217062691322,142.9412476023498,A,D,-107.10120416080706,A,-9.039067800583446,C,-41.275407085485,1
None,C,C,E,123.1272890811701,B,34.20586307510523,C,51.13320389351828,53.08633093227733,A,-0.04534295656208229,-85.67138839491508,A,D,63.30674740873879,C,-95.7297402047413,B,-4.2614947341974165,0
Both,A,C,E,-50.646722751799075,B,184.02851863717768,E,-108.47978424854156,-36.42998711692332,A,151.95200343040733,-77.38536892628083,A,B,-6.480681061119594,B,96.84234010660795,B,-89.80812535931774,1
