Race,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Hispanic,36-50,Female,-4.301180898413568,-1.6162320991562433,43.46985146003272,-100.98519330483325,E,1
Asian,18-25,F,-137.80049714171258,24.3551732979181,72.25485760809906,162.85805894163175,A,1
Hispanic,65+,Female,-177.3404075173594,-36.79882674134693,102.39339853196195,198.31694999243282,D,1
Other,26-35,Non-binary,-36.30753855413832,-84.55748046897352,129.3798307309042,-3.2418966693421014,E,1
Hispanic,26-35,Female,50.71006592534395,-22.041418759206373,66.10498187353804,61.24198961549547,E,0
African American,26-35,Other,41.44265376637554,181.64975054051894,40.8669271810806,23.59107112180515,D,0
Black,51-65,Other,70.26012419222717,10.557431545238698,13.05045278090115,138.32343763273778,C,1
Asian,26-35,Non-binary,-137.25160223032194,6.51486608134549,5.395968695487893,-32.01629285436565,D,1
Hispanic,26-35,Female,76.75865279039617,-65.6203737179098,-146.96852639150075,16.240258851818723,D,0
African American,36-50,M,117.24958440390935,28.257365177160104,-52.74274610593596,104.62191898768431,D,0
White,65+,M,-4.176994745842704,-144.4104535852725,-58.3405770826653,89.37166589458411,A,1
Other,18-25,Male,107.47041870519745,-91.03756152562306,164.85913150470464,-97.94132747313739,A,0
African American,26-35,Male,-32.56239978146586,-18.97176690052985,162.44501259274116,222.00163086493924,C,0
Black,51-65,F,-55.6443939878213,114.13220344073179,-146.11993534754708,93.75250728746053,D,1
White,51-65,Male,24.182955180254524,-58.152545558554046,20.235403592949016,-92.65904372457057,B,0
African American,65+,Non-binary,-51.32030543075628,111.88410295494992,-43.302563140858226,23.091787988133998,B,1
White,18-25,M,215.80591468799292,-22.74344791003952,-33.361975897790295,191.56363215798208,C,1
Asian,65+,M,131.80860441999243,22.591296867625093,-68.9782183759245,-46.15183220115292,C,0
Asian,51-65,Female,132.53338826110684,-43.79715203235122,120.89428501039284,81.0103970311227,E,1
Other,36-50,Other,-18.839906148777068,-19.644153540877713,151.71863141429745,-161.77783997106735,B,0
Other,51-65,Male,5.181697104111647,138.24064372516298,-116.47676223923126,-58.13228713672406,E,0
Black,51-65,F,43.77464718920869,-17.30625163771172,277.619771478481,-111.569610949022,E,0
White,26-35,Other,-35.98938379499696,-83.71057573498055,-61.751261052632515,-28.352196572088605,A,1
Hispanic,36-50,M,26.93090007998854,-123.10802145511694,130.18212498043212,85.52211736685908,C,0
African American,18-25,Male,54.38534118372852,-90.03239925242175,-73.33613470592158,1.1338242250167185,A,0
Black,26-35,M,-120.79293238622957,174.37328129845523,-52.37385004639181,36.25287716593606,D,0
Other,51-65,M,99.67520700706918,-159.67658532746057,-48.07968195495601,-94.27904935155064,D,0
Asian,18-25,Non-binary,35.52637868363569,16.21016292558075,-18.015381565679938,110.48112486986885,E,1
White,51-65,M,-59.919756861146,34.95733472078674,104.70941290913815,-51.2553732422789,B,1
African American,51-65,Non-binary,-50.58374198342882,-71.08809278842105,-54.03071068783265,-168.76127104839165,B,0
Asian,26-35,Female,-60.84978647513005,12.427350738310846,29.60145528163559,-114.30197975451546,C,1
African American,18-25,Male,-47.14985099660009,-69.52081644850837,-34.57529628176439,60.65856191246446,A,1
African American,51-65,Female,-20.276711669944685,-120.0533297755058,-74.50669538893972,85.42187523418656,E,0
Black,65+,M,158.5036838214303,-135.92648535236665,22.87725675599658,41.98518045219314,C,1
White,36-50,Male,-199.44025190583534,-37.91318893537098,93.80856975402995,-19.54232834601648,B,1
Black,36-50,F,158.01867892713153,-39.97038097440926,63.72457977100762,5.015545422103099,E,0
Hispanic,51-65,Other,44.2755948430689,-134.11323912437092,95.72082511940978,43.455042232096616,D,0
Hispanic,51-65,Male,240.19441799549966,150.23256675053253,-148.891612613358,22.43400193770003,A,0
Asian,18-25,Male,159.02513577856837,9.450877837583732,148.01953119747796,-124.1631165065009,D,1
Asian,26-35,Other,-18.971614339004763,43.216125893601884,-101.15449001632993,0.1352007492535178,B,1
Hispanic,26-35,Non-binary,-26.65705965304534,78.72046190961144,116.56391618981388,73.44833597748817,D,0
Other,26-35,Female,136.48937735189813,-31.485033923414672,-15.57785159755903,-56.73468511913654,A,0
Hispanic,26-35,Male,-26.593441395450252,-142.65292273933179,19.035360943234323,79.72132462097022,C,0
Black,51-65,Male,7.786294059782548,-23.371160690376556,-80.18618598423105,-1.6152988276238889,D,0
Hispanic,65+,Non-binary,157.6712436698253,125.73568253685659,-94.44409986155924,-30.125104994472444,A,0
African American,18-25,F,-124.7795934841057,80.5242189523606,-1.953212096348536,142.9444239070539,A,0
Hispanic,51-65,M,-98.07512890709845,-59.903691306529375,78.66949316769742,-77.2595098331205,A,0
Other,18-25,Other,42.31325968906132,-131.0082752939383,25.229809611309523,-187.89529305651675,C,0
Black,18-25,F,196.90191283299993,238.53177032663885,-47.97179153940769,56.01595596075462,C,1
Black,18-25,Male,129.7364832707278,111.81242983374777,49.58259201399607,-119.69932471718113,B,0
African American,51-65,F,154.65993934845605,9.966474775494108,14.392399027010558,-40.234474634446705,E,0
Other,36-50,Other,-156.9644164666641,-40.76923987558185,-19.31673024546615,-29.658466243441666,B,1
White,18-25,M,-93.96234672967073,-82.84806997798975,191.31665276098286,91.85808956782525,A,0
Other,36-50,M,-67.35755723877324,-6.574417213817645,-85.61534324168707,44.3825255814452,C,1
Hispanic,51-65,F,1.6705526659488565,-46.69266648684648,-98.19133673233308,-93.12101970901068,C,0
White,36-50,F,138.50248288883913,-69.11291909395688,-114.5512904982251,45.78704355637006,C,1
Black,18-25,Non-binary,26.26146544008567,18.761319131638604,54.503460178614716,-44.930068964826155,B,0
White,51-65,Female,-75.24205157661859,-20.137045566084456,-62.64389474798797,133.07965020203943,E,1
Hispanic,65+,Male,-2.5772850125849027,42.249779822792625,79.59628325655174,-134.91084398853954,D,1
Other,51-65,Non-binary,-134.81591682915897,-62.84280384931752,-91.06038997979626,182.32902175377703,E,0
White,36-50,Female,-133.64650020687802,-179.24845391333434,177.73595607613342,-238.2665633499554,A,0
Other,18-25,Male,-117.20075489172442,61.02305251288457,27.505178617672023,60.99420717595502,D,0
African American,18-25,Non-binary,201.08663031271567,-13.509952310010046,216.74428513495073,2.9592769015193747,C,1
Other,26-35,Non-binary,-30.2075292423564,-88.51386525951199,-33.90190894156475,68.3520606908535,E,1
Hispanic,18-25,Male,-209.89251132068972,87.63553198339734,98.20959304999296,34.01104163534557,C,1
Black,18-25,Non-binary,-101.94878461990069,-11.055952148932095,-69.26227732647028,81.38026303875166,D,0
White,51-65,M,77.62095885572775,-21.41494427411067,54.519830257119665,59.805506911451886,B,1
Other,36-50,F,-36.406981976028774,-149.62145110913428,-8.69450570972708,-0.6156768730060194,E,1
Other,51-65,F,-108.36986308247569,-107.59587366924428,65.87175533134885,202.04890392083885,A,0
Asian,26-35,F,-35.94096523608532,-70.17061947782538,6.716313923614985,-8.295837581482475,E,0
Hispanic,26-35,F,-72.56062272918936,-41.754116740223424,25.28457800186278,72.57833693028788,E,0
Other,26-35,Other,149.34183116318346,140.1458701676728,74.16992142004541,145.5974255610262,E,1
Asian,36-50,Non-binary,134.61921453800153,11.412636750706875,-16.435826559802624,51.68603885655869,B,1
Asian,51-65,Female,-2.4658593185691315,26.31520458782693,244.24934625817838,146.11041237226098,D,0
African American,65+,Other,24.356054180543694,-8.342459316259962,59.41046062953457,207.00607880210345,C,0
Other,18-25,F,-135.66028929382472,3.4658988778980273,-74.07443567394158,-107.24572606176916,B,0
Other,18-25,Non-binary,55.77010737175085,-34.83653532413803,-27.45396428144299,-139.32802245465373,E,1
White,36-50,M,19.61264440411159,-252.60198556890558,-179.94269983099448,-84.32372725172829,E,1
Other,18-25,Female,-90.96362766810198,-39.51072412411396,115.61422214911003,17.026336474903655,A,0
White,26-35,Other,12.995403927459934,66.03493228135986,37.75949580189575,-113.2147916265633,A,0
Black,36-50,F,124.37544796397191,-184.72517522012345,-93.06385419497622,-1.3358666519325806,E,1
White,51-65,Non-binary,-95.57792066540156,101.68459413563357,-27.72110743405759,-57.24175151924427,A,0
African American,65+,Female,-230.2734940896027,208.58264266045893,-238.6677157090241,-142.3471324721121,C,0
African American,26-35,Other,27.935158653192786,7.548155288186862,75.1745791762963,-133.30986707210792,C,0
White,65+,F,63.464665067213645,-86.4134086419602,-229.47059745857607,95.46847664242874,C,0
Hispanic,51-65,Non-binary,-72.65029652796711,14.121011967385632,22.446226841401852,-33.011280131079616,C,1
African American,65+,F,-280.58012970852576,144.59048087657175,-106.4283469028267,37.47722642960723,E,0
Asian,18-25,F,-33.2634131345688,31.771942911804967,-28.45147771375628,12.947490742068496,A,0
Asian,36-50,F,-46.4188235877688,-85.29695640074145,-83.2242692300072,53.913512496436155,C,0
African American,36-50,Non-binary,208.7475699816939,55.33012421887037,-88.29550738426099,93.17273106128913,A,1
Black,51-65,Other,-144.76288478514027,50.573825108789386,118.52719089901397,-183.49452336424324,C,1
Asian,36-50,Male,66.79582050719868,-0.01930869600290753,-40.76699894918278,-39.13958066040175,E,1
Other,51-65,M,165.66256732316018,-18.198471490044472,-181.41343710370248,-250.2918831724647,C,1
Asian,65+,Other,36.91074481266255,21.636283106900663,-69.7461007160676,55.488072896371634,E,0
Other,26-35,M,48.07618361626474,92.70015949156601,88.01759439619696,24.584550528623524,C,0
African American,26-35,M,-116.9480654731974,32.64151172845873,77.37982929533518,2.516681592430459,C,1
Hispanic,18-25,Non-binary,171.31620320769926,-74.31975814576012,224.09978116351618,91.5427092111053,E,1
Asian,18-25,Non-binary,185.16484860131112,223.89865692963392,-32.69547217858179,53.337715966758715,E,0
Asian,51-65,Male,-41.24324577834891,-30.09445085612426,-40.642027723635486,-29.955924931928475,A,1
Other,65+,Male,-69.29312041174713,177.57623336683787,-37.94443944964229,191.33114998314878,A,1
Asian,26-35,Non-binary,-120.75889998390683,115.37882703732483,-32.48923104544011,39.76962263517497,E,0
African American,26-35,Female,3.013340036786156,-37.41887773446234,30.459149662356005,-113.76129794110201,A,0
White,26-35,Non-binary,80.16042684887917,-67.94621925306917,87.3302848809647,-120.40024009156762,C,1
African American,18-25,F,117.7285992451953,6.3731704746285684,23.421253699290823,65.58446983991313,C,0
Black,65+,Male,-0.7032743183217703,175.55757736945105,110.26725764619427,-177.28030832076647,B,0
Black,65+,Male,102.14652186797485,181.4581299537983,142.53683000181167,-198.29744213478483,D,0
Hispanic,51-65,F,-49.80997774483387,84.50880431643837,-62.78197833664325,-73.14019309892132,D,1
Black,65+,Other,72.92464230989344,-114.33682677286059,72.55727572215436,-59.763751264025224,E,1
Black,26-35,Other,-97.04398102188874,156.02097594497175,149.55341149156146,-140.79575231887307,C,0
African American,65+,M,-114.56717055341939,-62.30314191656867,43.27537243782202,-68.83190392728291,E,0
White,51-65,Female,131.8917102266162,-26.147113530382033,-65.69054663765698,68.84170475557639,C,1
Black,65+,Non-binary,-37.96862926717531,5.499237394446512,-14.74222890371189,7.581547889836429,C,1
African American,26-35,Female,-16.129155843520273,8.415878624962685,-69.98617370344253,70.69088570985811,B,0
African American,26-35,Female,94.55566891428882,-33.94331347382165,-40.72605155233981,290.49095341586246,D,1
Hispanic,65+,Female,-57.86415954982959,-122.02170945562445,-54.7376392177927,214.95787341754274,A,1
Other,36-50,Non-binary,-112.13977600924605,-119.08056628602452,150.4421502504189,68.47707550654634,B,1
White,18-25,Other,50.516676106782185,-27.838541112025712,-126.33872032399663,6.558923023965242,D,0
African American,18-25,Non-binary,309.1631778523138,-135.81682194942584,-180.52411313849296,62.26964216536198,A,0
Black,65+,Female,144.98195947284435,24.19628998254154,-4.958567240598535,192.2541795839794,E,0
African American,18-25,Other,117.92984625367549,69.62576798269538,78.33048283575955,162.17261760535555,E,1
Hispanic,26-35,Male,-132.65728359562564,-30.346249686850225,-223.82287628670977,15.301758788736574,B,1
Other,51-65,Male,62.08356848349547,-177.5511711191919,-131.6731120504542,-113.01956203982166,E,1
Asian,26-35,Non-binary,18.660133603953707,-112.66567875236969,-104.89848244906128,-41.16694386689241,A,1
Black,36-50,Non-binary,65.38482361567515,48.20619848371016,-35.219963952412634,152.07846659340402,D,0
Hispanic,51-65,Female,-113.43090420794697,-14.970775952648172,27.450907565524275,-78.73027496526855,C,1
White,36-50,Non-binary,95.66617177547033,-36.91143213645379,-118.84525546570457,-82.88532081890068,B,0
Other,36-50,Other,-25.87058735748446,-77.71146742063085,5.126299849638958,7.856047231324722,A,1
Other,18-25,Male,-16.899123731890704,88.84920498838802,101.74182914139249,97.08912582291252,A,0
Hispanic,65+,M,-57.48339722952952,119.58663114909554,11.794668998756839,-97.60174094607072,D,0
White,26-35,F,-60.54997772348574,-126.68323943247974,84.24191732244985,-14.76329317633949,B,1
African American,65+,Male,-18.216992699039398,-74.81991172217045,2.6695298260209688,-25.101793430215103,C,1
African American,65+,Other,8.911823422754026,-12.256439057741735,-42.93206353941844,-74.75995050962473,B,0
Black,36-50,F,11.092787433767539,138.88013277052852,-52.24451165921894,214.65406167024358,A,1
Black,36-50,M,-77.82943503458158,-15.20327622340524,-53.94019324118262,-71.78196224983398,A,1
Asian,18-25,M,-102.34434729538783,71.98891386736956,108.67778169115803,-7.304184665879864,C,1
Asian,26-35,Non-binary,-150.19377714320407,-3.6183979778535194,-212.88237897109482,-40.75843025985889,A,0
White,36-50,Other,26.044108575743085,18.33015155099984,12.895461130162007,-137.385623855025,D,1
White,36-50,Male,72.97063056913038,-96.4326215060729,86.38493668002404,-35.36395301628372,E,1
Hispanic,18-25,Non-binary,-54.51579054423705,197.5841348598026,-108.4292998654208,170.81065433753352,E,1
Other,36-50,M,62.78443704967993,169.9382780974959,-73.98518522561346,109.84457564776493,C,1
White,65+,Male,205.66247616237723,-74.16842518846774,87.97982847131487,-91.7586385734227,E,0
Other,36-50,Non-binary,31.85383760209688,29.212184342012403,-11.844097560699806,-89.40855764272109,D,0
Hispanic,51-65,F,58.01121805471923,-109.02378356409557,-92.78532614168743,-4.240939118494232,A,1
Other,36-50,Female,-133.87418204017752,110.72940544078291,63.239038031663696,44.95532857873911,C,1
Other,18-25,M,172.53690818552127,39.22734850037992,193.25757852854807,-76.19142663889096,C,1
Asian,51-65,Non-binary,-7.270421767928998,-158.0421704763047,86.62375502679456,-24.11705039445214,C,0
White,26-35,Male,31.405299719842667,-68.18182447245529,26.53608455411333,-111.61159084847128,A,1
Other,18-25,M,77.99937350298974,-17.66726826426025,43.19385054798368,-111.26939338445065,E,1
African American,65+,Female,40.61855118306413,-28.686729196919725,-113.4927741981357,-42.4145129001995,E,1
Hispanic,51-65,Non-binary,126.52966959475445,-23.19352693585085,78.10574924085397,117.43944667489438,A,1
Asian,18-25,M,-142.04234897209017,-85.30389986803551,-23.521018916150823,29.35974127984012,B,1
White,26-35,Non-binary,-96.4242004568265,-23.25777804484634,-33.0568176795856,31.826563728930623,B,1
Other,26-35,M,-12.430843097787886,-35.85966409209529,-82.43701530795319,63.19439174934367,B,0
White,65+,M,-1.9580718536941724,-66.25421212770887,32.93272907535306,-89.73541598320915,A,1
Hispanic,18-25,Male,23.289102075775975,-20.98066898350576,2.82223545633247,-102.9532081953558,E,1
African American,18-25,Other,-22.57132426590795,102.8769244578348,-100.38052880925497,-89.19107242146403,C,1
Black,65+,F,-49.73831415638348,122.33157075615925,-31.408441258709672,87.28662557842827,B,0
Black,36-50,F,20.91779362740446,-179.38307455024764,-134.63410904286232,-1.3302287740600212,A,1
White,18-25,Other,15.858182886313088,98.0819328525871,28.360786897295114,70.87411000097347,E,0
White,26-35,Non-binary,-141.98775568303887,-193.0381693972525,90.59041675286217,-14.150090913220618,A,0
Asian,65+,Male,-0.35178253250428937,110.82793635195563,14.807651402458399,71.67105925018392,E,1
Hispanic,18-25,Male,62.80744745539985,-123.44578460476794,-57.0706973800643,-74.07255189984828,C,1
Black,18-25,Female,174.5062188682065,-133.07291640860478,117.37255091656496,-118.87723240126367,B,1
Asian,18-25,Female,-131.28284691886086,-68.82469990025301,86.44877155081726,14.203462195427385,E,1
Asian,51-65,Male,16.999200946091527,109.3961472904576,-115.2279139572989,68.63734506051503,A,0
White,18-25,Non-binary,-24.864937096810564,-44.8767651115972,31.77847601761239,-25.915415044890366,B,0
Black,26-35,Female,13.024475008442218,-205.37971909787655,-65.8183841938126,44.62260282557965,D,1
