Veteran,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Veteran,India,E,9.061574353882746,-88.88013457757079,-71.12761914199417,D,C,E,C,A,D,160.8816191194079,C,-101.8889183521724,A,C,-69.72994228318339,0
Veteran,US,D,60.52271698006818,40.596358425217836,97.91760272802068,B,C,B,C,A,C,174.28123452343706,A,-32.266016454834414,B,A,36.9632106042821,1
Veteran,India,B,-82.99064408324,-36.890388270253034,-5.688439665816538,A,A,D,D,A,E,28.749999877818027,B,-0.7445541162959252,A,B,-73.28501323664473,1
Yes,Other,E,-140.525879843817,5.026725402652764,9.897171015647395,E,E,E,E,B,E,180.93632467069887,E,84.60713751699416,A,D,71.06889910547213,0
Veteran,India,E,-219.0240814898872,-2.6401883564063056,20.661893524634685,B,A,E,B,A,E,48.439706217584195,E,125.75126747139376,C,E,9.352123661587143,1
Non-Veteran,Other,C,83.40040802842643,-107.1618331347251,-281.606123661575,D,C,E,E,A,D,68.79109021743744,B,-43.49352853689955,D,C,178.49407923758912,1
Yes,Brazil,D,-37.27304469416237,-69.94904301959082,19.31488049314807,A,E,A,E,D,E,-51.513339115568336,D,96.52907302899875,E,A,209.80800570391875,1
Veteran,China,C,36.50883266882607,-1.9658166933611072,-36.242468803027734,B,B,D,A,C,C,-81.29213116627089,E,43.40734115595784,A,B,-87.10077278501535,0
No,India,D,-154.15140470071245,-58.19424180996657,-129.6571473201343,B,C,E,E,B,D,78.85563575345613,C,21.957587393504905,D,C,-112.20721025187343,1
No,China,C,15.885039512607408,-59.70250508781443,-69.16741831659391,B,E,A,A,D,E,-61.97720402330802,E,35.82239970167169,D,B,-18.782620051928582,0
Yes,Germany,A,146.16714651223947,-142.2080194003734,218.15711777887418,B,D,B,C,C,A,58.46258039220329,B,-171.65627501003465,D,E,-111.22948872154464,0
Veteran,Other,A,2.905997808346787,65.8106155838179,-37.75434726495385,C,A,E,E,A,D,-207.3810542968446,E,-109.86657638729685,E,C,77.94800673326733,1
No,Other,C,-70.66546349295889,99.228062592175,78.68304904169774,D,A,B,B,C,C,76.12707695309498,E,-71.84192661899806,D,D,-11.380635291690565,0
Non-Veteran,US,A,-115.3070355060056,-6.123704822264321,41.276985901387114,B,E,C,D,E,B,22.79517452621869,D,-115.38458739556823,E,B,163.00267195149135,0
No,US,C,-41.953113371218116,82.84285223936303,78.09656461870969,B,C,C,D,D,A,-135.1051927570623,D,46.71618373202156,D,D,-85.23570465394815,0
Veteran,Other,B,-34.07108740928146,-224.312998023197,-103.30255010921428,C,D,C,C,D,D,114.82944184673957,E,86.19851384985186,C,E,-133.98786733831741,0
Yes,Germany,D,104.30618067800435,-32.23349866784952,-22.054623685906456,E,C,D,D,D,E,59.79298850060829,D,-138.23814567718463,A,C,-137.7005628250197,0
Yes,Mexico,C,-153.07964573935183,-77.33914967932863,-20.352802171050556,A,C,C,E,D,A,120.57774848950508,A,102.33172689845847,C,A,-68.90941720300192,1
Yes,India,D,-7.8176603025518725,-80.03542251771206,17.015588995487583,B,A,B,C,E,C,106.17633868182273,E,45.81805396144677,D,A,-37.245064339857095,0
Veteran,Mexico,D,27.301649854972577,-51.72752699736222,-104.18124212903932,C,E,D,E,D,E,-89.61133558451387,E,-88.57942598535932,B,E,107.90490279909761,0
No,Brazil,B,-33.15149107801201,-75.06055100899033,-82.51400987411695,D,E,A,E,E,A,-31.282529571754452,C,147.5294121060948,B,E,-10.563665685828209,0
Non-Veteran,Brazil,E,-79.25791228750977,100.20349369333603,-32.587277683882924,D,E,A,C,D,E,-167.92560035906584,D,-10.722087263331527,A,D,-112.65464365263986,0
No,Germany,B,-155.69076106161165,1.180201966120431,-45.59675466685097,B,E,A,D,A,D,-100.18277640607035,C,94.26137894982304,D,E,132.63506724281092,0
No,China,B,-72.92517232945592,18.317080048409455,126.50220913396304,C,C,B,C,A,E,-87.6530731863696,B,159.36929596111605,A,D,47.40309876520484,0
Veteran,Germany,A,-4.194928735008173,-30.66272566967619,-129.3353958213314,D,D,B,E,D,A,49.51958381607178,C,-6.623029699577018,C,E,119.89714381764338,0
Yes,Brazil,A,-3.1244562803599463,-127.40179929116245,264.2487992128673,D,B,C,D,B,C,-26.660898843471596,E,67.24506106900914,A,D,-33.77579874043447,1
No,UK,A,-17.64124235579006,-62.00048061033129,37.58256871725942,E,E,D,E,C,E,-42.96880797995335,E,10.003328574426526,E,C,36.225623386963605,0
Veteran,UK,D,-11.502057693688522,91.2098908927421,16.901824440719356,A,B,B,D,B,A,-1.8101105736045613,D,46.4383281190076,E,C,-106.20873308381931,0
No,Germany,A,34.78597163388917,118.13290086759618,19.335784165008103,D,E,E,E,B,C,-123.11404103176764,C,-146.95610584330385,B,A,157.67661349661347,1
Veteran,Mexico,D,253.97696428708332,49.99798148949336,-121.92127290946289,D,B,A,E,E,D,-21.510452972489784,C,-37.54783458549386,E,B,19.93120789976291,0
Veteran,UK,C,58.16056230970814,-60.45089132651219,88.5123604895384,A,B,A,B,A,D,-37.46237582722103,C,-146.92781881744372,E,E,-65.67641346708295,0
Non-Veteran,Brazil,B,-61.10755695236465,-0.08188152735519924,128.53848486702185,B,D,E,D,E,E,161.79769687788726,A,80.0010177589966,E,B,-106.51585007633904,0
Non-Veteran,Other,C,89.73710312666077,39.918592508438344,160.56791251704163,B,B,E,A,C,E,46.145622118682525,A,23.699694501369656,A,E,127.54432047426958,1
Veteran,Other,A,-20.314635794806748,-77.93899659701125,67.79455188345086,A,D,C,C,A,E,50.197264589487624,E,-109.25076439112516,E,E,95.3075834925908,1
No,Mexico,E,-145.83541212592567,158.97541339770905,-196.67016730919926,B,E,A,D,C,D,-8.847383788110811,C,-31.46211802644926,E,E,-136.90395338060188,0
Yes,Germany,A,39.26339674806122,46.28556109269895,-30.728653306898956,E,E,E,D,A,E,28.017588474009813,E,-0.5119735384576308,E,C,-35.04471463572137,0
Veteran,Brazil,A,-9.470566462717004,294.25871180379903,-13.434024810329687,C,A,D,B,C,A,146.94610580521586,D,40.786704631163815,C,D,59.094482361150305,1
No,Brazil,E,-2.6054130790240997,48.81238795485871,-29.01188390029658,C,E,B,D,A,E,109.07444482173929,E,59.53370216604209,B,C,-37.468131601140826,1
Veteran,China,E,7.816716202142085,-34.0362405878253,-152.98123918295934,D,B,E,C,D,B,-12.38538654660673,C,-256.89044920146347,E,A,-16.02281863010533,1
Veteran,Brazil,D,-86.69039789453338,-45.24939617867752,5.953476231203374,E,E,D,A,D,C,70.41712583283429,C,162.99210149829963,E,B,-2.654581558970625,1
No,India,B,-41.80878234221312,27.25181916063119,265.7146382370542,E,D,A,B,E,A,-163.00146953384015,E,159.09371698433125,B,E,-76.03428723672342,0
Non-Veteran,India,B,58.57320549895846,-11.723018338738,-54.17433277259677,D,C,A,A,C,D,25.27674580932543,D,-28.24531424491445,B,E,96.52185500154555,1
Non-Veteran,China,E,-45.60329581256848,154.67966076066725,54.038410359339615,E,E,A,C,E,C,-49.790774060220166,B,-49.02567383943056,B,E,17.457260919530597,0
No,China,E,166.80098915506306,-45.05173198827174,118.5934268678841,B,D,D,E,A,A,40.23804124646866,D,88.26808133809334,C,C,-25.43334419222669,1
No,Other,A,43.43290024685422,-58.49525324764166,43.15745153757605,C,B,D,A,A,E,-173.84668636335633,B,93.41748428148247,C,C,-33.084034756158594,0
Non-Veteran,India,C,-140.24126337657344,-16.40733672126328,-55.800720978416265,A,C,A,C,C,B,25.92695942391135,D,17.247818821249624,B,B,3.724932465479013,0
Non-Veteran,Mexico,B,-51.54908678607334,32.462458811746224,26.18103917507959,B,A,A,D,E,E,29.800153589353958,B,-66.79419923008774,C,A,-114.11158924701232,0
Veteran,US,B,-150.16720761889647,-212.63163428035185,70.98542295333878,C,C,A,B,C,E,-91.7330441210662,A,-9.706917876288216,A,D,-274.20385924871266,1
No,UK,C,-187.2952014262294,66.76467320244048,-24.872791624266387,B,C,C,D,C,E,-93.05635678687847,E,-27.50079332232212,E,E,15.479088658502253,1
Yes,UK,D,-225.51411920473905,-120.65827157691271,38.36652370602246,C,A,E,D,C,A,-63.69140981564442,E,-186.50632530012248,A,C,-170.79304217690867,0
Veteran,Other,B,46.48926187710108,-111.06937199401811,-70.9935582339205,C,D,B,C,C,D,84.35511257850986,E,-55.88758895821483,D,E,-57.8398031779027,1
Non-Veteran,Other,A,-134.8537843387789,-154.62622149608688,66.9779153999847,C,C,C,E,C,C,-91.09919764015085,E,-96.15396697537867,C,C,91.67537358970151,1
Yes,US,C,-198.26509587021943,21.30992922073589,150.11489809881635,B,B,C,D,A,A,0.5768282522847635,E,-54.049780840033876,D,B,106.75047723452292,1
No,Germany,C,-76.49029897572942,-67.55076706361999,-226.94279174979806,B,A,B,E,C,C,217.0614908173552,B,-52.907183295121655,D,E,-17.931557435782384,0
No,India,C,36.561909259205514,31.717728470527312,-52.10865257021335,A,C,D,E,D,B,57.1188148186173,C,22.323228947116487,C,E,28.54929505827289,0
Non-Veteran,Germany,E,-198.6408196649755,-4.7801695854091,-56.416970511230794,E,E,B,D,B,B,178.72240274190167,E,-47.8114208381292,B,A,46.379580901740816,0
No,US,A,7.711898087469668,59.197842399221,52.089644953541345,D,C,E,B,A,A,-13.974091855951245,A,-170.69796905383694,D,C,67.50818018070903,0
Veteran,Other,C,-139.0516469714705,64.65017012245696,85.40532477872291,C,D,E,B,B,D,48.14410562571358,B,-162.5099555095635,B,A,171.04935163733182,1
No,Other,B,-35.23162950974315,-175.19219076443088,126.94430592114814,E,B,C,C,C,A,-42.03179349768888,A,-60.8990903704101,E,A,-44.37626230735353,0
Veteran,India,B,45.72778493672793,-26.76379326290662,104.21016668329625,E,B,E,D,B,D,-155.83947550993642,E,12.599302074228769,B,B,-167.19001505103407,0
Veteran,US,B,-22.573920586072354,101.00035499313475,-196.76784414593672,A,B,D,B,B,B,153.6525544158019,D,-75.43149584197839,C,E,-162.74793750151971,0
Non-Veteran,Mexico,A,239.07800202540952,46.95695501254266,-11.823308278365264,E,D,A,E,D,B,-261.8556458990273,E,-76.49191339159691,C,C,-14.486011903708082,1
Veteran,UK,C,-168.4799679090744,-24.388062521684713,44.55911843631632,E,D,B,D,C,C,-102.66327221823359,C,-113.35049396876498,D,D,-0.52173571903461,0
Yes,Germany,D,108.38813582517244,-39.04204482890098,-73.08002414104622,D,B,B,A,C,E,68.12966071142895,B,267.17703164667023,B,E,41.14571968308177,1
No,China,A,-66.37913850556994,-41.71304771958652,-63.35557902768735,B,A,C,E,C,E,-50.89930472649012,D,-0.15828205059409356,B,D,-32.67743651375125,1
Veteran,UK,A,30.821759119629583,36.96095823160599,105.28160092736303,E,C,C,E,E,A,33.30659226798701,D,0.4135449451170444,C,C,-18.838410699009682,0
No,Mexico,C,-59.06213311889192,72.38986943114469,10.0484239631319,D,C,D,E,B,E,-57.08209072271313,D,66.47856801712261,C,C,-131.19292903892685,1
Non-Veteran,Germany,A,-213.06213606317948,-103.11106556072576,-80.21130196228657,E,E,E,B,A,B,29.54520387742463,E,-230.8759829326615,D,E,-98.79809297958792,0
No,UK,B,106.24303982331863,12.07168830336496,-42.731608319264055,E,B,A,C,D,D,-78.29947968807937,D,43.457696304268346,C,C,-94.61155076596982,1
Yes,UK,B,-148.65886494503715,41.059616017509356,56.69330508724809,D,A,A,E,C,B,60.34094286356353,D,-62.064240086740284,C,C,84.63440806656833,0
Yes,Germany,C,-12.150633657278185,114.74407765167507,-92.14662628147416,B,B,D,B,C,D,135.70886915870898,D,-19.247501581487928,C,C,3.086498202745151,0
Veteran,Brazil,A,-208.15232796568012,-50.58481766174363,-167.55421582240265,D,B,A,A,E,A,65.91096675466892,A,163.49301933431173,E,C,-124.56034729039922,1
No,Germany,A,-109.8953128834691,-111.55243297143913,-89.38856374553487,B,A,C,C,D,A,-50.05397413714533,E,62.73269057189784,A,C,164.20710623919234,1
Yes,Mexico,D,119.15202763420673,104.76657121578809,54.54947991998312,A,C,B,D,C,D,36.99221959306185,D,80.98000143973726,C,C,-32.207786125769836,0
No,Mexico,B,83.66530894944346,97.96792917635217,158.116625675499,E,E,E,E,B,B,72.35323082825828,B,-82.26783246394119,C,E,-62.818600344592845,0
No,India,D,-27.68163588188881,-76.94226037329187,214.75997250910584,B,C,C,D,E,C,-6.5664401587078896,E,123.3213506791079,E,C,20.246433633179933,0
No,US,B,111.7723429445084,36.729026059657,-16.970221894604126,B,B,E,B,C,E,44.59602183984586,E,-4.879726693548317,D,C,74.71657267585117,0
Yes,Germany,B,-40.18286104772405,12.65266311456947,-34.56706403560187,A,A,A,A,C,D,47.163409171436406,A,2.9091677061949874,A,E,-158.65038020288463,0
Yes,US,E,-27.06225045749089,71.84417440150523,-59.689915199567636,C,C,B,A,E,A,144.9395606826397,A,-107.4168452263051,A,D,212.08215607304567,0
No,UK,D,-39.25316882130066,49.70659592259156,349.1437973387588,E,D,B,D,A,E,-60.45299871054133,B,-87.25625592018802,A,A,-308.64862331721974,0
Non-Veteran,Brazil,C,-19.070003792305894,104.09013737275316,3.4244394701686303,D,B,C,B,D,B,-87.6066533118702,A,26.70100551626723,C,D,126.25350441208579,0
Non-Veteran,Other,C,18.323913856527085,-66.42199361830146,102.26704990115319,D,C,E,D,E,D,30.4113503875592,A,-139.6415833058711,B,A,-61.89881260904081,0
Yes,China,C,-61.05221903351294,-176.33268843572142,-17.042579388422553,A,A,E,A,D,A,-204.3043024106268,A,68.6819601265614,C,B,-54.21218404307534,0
No,China,A,-46.84966713047326,-1.9133103256752375,61.45922918212578,E,B,B,D,D,C,132.44658497758246,D,63.46718454524532,B,B,132.26710367192217,1
Yes,Germany,C,-6.629573705509256,157.39292545875352,101.39948700405846,A,C,A,E,D,D,-77.36311160485843,C,-24.432958724349156,C,D,-26.318790470144236,0
Veteran,Brazil,A,55.80188019673356,-135.3417985084132,102.65734443676709,A,D,D,A,A,B,160.60129707597258,C,17.475256375267108,D,D,192.95458476962457,0
No,Germany,C,160.6581478578766,-24.98735248619574,142.06345145714414,B,B,A,D,C,E,11.621317418177462,B,-9.577428816521767,E,B,65.01080634828912,1
Non-Veteran,China,C,-100.58017090037133,42.1326944906643,-32.844952822406235,B,B,C,B,D,C,128.47168681589466,D,103.78249697610322,A,D,-18.664529033986437,1
Veteran,India,C,-22.14055320011598,-124.33525092580709,76.04218983580935,C,A,D,A,D,C,-58.22756968019266,B,43.788072747873635,E,C,-138.1940132324737,0
No,India,D,128.6523572332516,-42.15713533518291,47.3141924175162,B,A,A,A,E,C,-6.53264338995095,B,75.7305253743656,C,A,-62.67117080013402,1
Yes,China,E,98.94992098199799,80.2674926110163,-40.143726360965374,D,B,A,B,C,D,-25.10631647976333,D,41.03175915636329,D,A,78.67021064223023,1
Non-Veteran,UK,B,-93.95761072503122,-48.325860425518,189.88144050439632,A,C,D,C,D,E,-58.805207292873575,B,-107.77158928241599,C,B,-50.13412005188004,0
Veteran,Other,B,14.45850848330171,-12.728974253120748,-29.647532032525625,E,A,B,D,A,B,31.650201960549673,A,56.86261073152067,D,D,-78.34979434411053,1
Veteran,Brazil,C,102.07753485789878,-68.40664984083693,-98.44786721801206,A,C,C,A,C,A,38.68715086055139,C,13.441279977748504,A,E,96.8226243872527,0
Yes,Germany,C,14.407998546820643,8.899501073789931,83.35117802688579,E,E,E,E,D,B,232.13354175190167,D,-141.0438873693441,C,D,-44.14138840122321,1
Non-Veteran,Brazil,A,9.343222915011173,-27.45354612398254,-3.5127694390862487,D,E,E,E,B,B,12.035117582738101,E,-181.93443769415276,B,E,68.37090086385214,1
Non-Veteran,US,D,-34.89128708751174,158.69805566896991,3.78072116704793,D,C,C,B,E,A,60.457871530332206,C,61.43587242624159,C,C,2.7326574080039747,0
Non-Veteran,China,E,98.64727801548668,-46.88105839964829,-48.631010457626154,E,C,D,C,B,B,206.59145796876288,B,-56.98499466633179,A,B,-80.15715686571662,1
No,India,E,-10.387929946385258,5.261225567366075,19.138324428549456,E,B,B,D,C,D,-5.0559974428089705,E,-29.471167327860904,D,A,102.25571803486149,0
Non-Veteran,Germany,B,71.65112691877634,-40.64223426339496,-156.1439454622174,C,C,C,D,A,A,-34.611140496993094,C,-44.59022129074755,C,D,149.45733484392005,0
Veteran,US,A,10.448080970076965,-156.46507870125546,-47.97931380985274,C,C,D,A,C,C,141.3099908646482,D,-64.48412427855746,E,A,28.581847327590808,1
Veteran,India,B,-5.884576484362033,-142.8013249621025,116.90748185932713,D,A,C,C,D,D,21.715983506913446,A,30.878533458351992,C,D,-49.237517456993466,0
Veteran,US,A,-90.94726969727232,-26.4277699795542,-20.620164458994562,B,C,D,A,B,E,0.19883611678013285,A,-100.46102692895656,A,B,105.38471070400068,1
No,UK,B,-5.539773988186287,90.51891392573805,63.975572425117036,A,C,A,A,D,B,-16.75142639164358,D,103.57334402060678,D,A,-4.541967172211521,1
Yes,Germany,E,-66.0981554719476,-10.070144415413509,217.33728915324212,B,A,D,E,D,C,-222.12610614696285,A,118.04289031897316,C,D,129.755181396977,1
Non-Veteran,India,B,-86.72080599750505,-159.9593609513144,39.619995964850915,D,E,B,A,D,D,-48.64493161012252,E,-85.83062465310903,D,A,-25.15901357035977,1
Veteran,Germany,B,116.11666155107945,-114.1185745099188,8.468908196343786,E,A,A,B,E,E,239.12606960309745,E,175.58496866649205,D,A,-52.16436820215522,1
No,China,B,194.2770127452499,53.32071674827829,43.8951302039293,D,A,C,C,A,C,-231.885473879573,B,-176.87496351900376,D,C,48.43283276569417,0
Non-Veteran,Germany,E,79.8064049536231,37.564520714130026,-62.33816794796184,C,C,D,A,A,D,-122.60551419522952,B,-150.69151037034695,B,C,180.05952025852767,0
Veteran,Germany,B,-47.24738890379682,12.70160509180812,54.56072287474547,B,E,E,B,B,C,-39.07573249390481,E,116.90753053406566,E,B,-4.152431248636744,1
Yes,Germany,E,18.120703610305718,-178.21531954372048,73.99692751027338,C,B,D,D,E,C,148.10135669467272,B,-12.973531269289523,D,C,56.18013143006992,1
No,Mexico,A,23.298310284794432,84.63256775058522,149.7037218830696,D,B,D,B,C,D,25.007183533115544,E,-63.81446273665835,C,D,43.29566789579694,1
Veteran,Other,B,-254.33806754980654,-44.20653495833305,22.94837537075438,C,C,E,D,E,C,185.52726566488772,B,56.168804620871256,A,D,77.48137995354813,1
Non-Veteran,Mexico,A,84.34539470198499,-20.99575880779278,-54.99472056356747,C,A,C,C,D,C,59.59726631983821,E,5.249707997699877,C,D,-18.250049122264077,0
Veteran,Germany,E,-27.280838919259075,132.04846996285315,104.61821952705199,D,D,D,B,C,A,-243.15217490651744,D,22.658935053454925,B,A,143.0111614546897,1
Yes,Other,C,35.73877971775773,-134.3036099688258,-48.70371891840903,B,B,B,E,B,C,-13.194944523009772,B,155.92330457996442,B,C,-69.9439315809675,0
Veteran,Mexico,D,3.0738220797680293,-60.851034466410304,-66.30837322988516,A,C,C,B,B,C,72.76022017672102,A,8.159697744448307,B,E,101.42998727984033,1
Veteran,China,A,-8.003380733019144,-44.406470537081255,17.422815752888447,C,A,B,C,E,D,-210.89552124460567,E,7.250175419009319,D,B,-112.89194248125945,1
Veteran,India,C,34.81873228707536,11.593318993837602,-45.482773707191015,E,B,D,A,E,E,-74.56242825409338,A,34.996472933613866,A,D,-94.7481162762702,1
Yes,US,C,34.75757172855011,-67.65832731555338,-320.47895281493237,D,B,C,A,A,E,-88.63944189227443,D,-69.75376150891574,B,B,173.5431422700917,1
No,UK,E,148.2481626529371,-48.285930895593225,-28.809150618785374,D,A,A,B,B,D,-99.18981717315697,E,-39.704501093379164,B,D,30.186178541793552,1
No,Germany,B,162.82471776445672,-149.97831415030728,12.71313414710007,C,E,E,B,D,D,36.49028754821574,D,176.54442867589958,E,C,34.62127253708353,0
Veteran,Other,E,-42.60076496908567,157.70053377924677,4.3937588676626795,B,B,D,B,B,A,-94.55158397409863,A,-68.61771568566571,E,E,2.4008739336120044,1
Yes,UK,D,153.80680106124942,78.77490608206746,-73.0606289463437,A,D,A,B,E,D,88.99088044246322,B,-2.019466403743982,E,E,-57.54955766545482,1
No,Germany,B,99.22633368302178,48.783389724825916,9.057448259129613,A,D,B,C,A,A,-92.12092946054794,C,-169.7435382209662,D,E,-71.09083441055691,1
Non-Veteran,Brazil,D,37.024252787423535,16.312839557106695,66.54748812653558,E,B,A,A,C,D,0.19437089388615597,D,22.709087768917467,D,C,-24.124529078126415,1
Yes,Other,B,-103.99441139301186,-181.62791224750234,-75.71567507762033,A,A,D,D,E,C,183.18342201995534,A,86.5286037857849,A,A,-28.643859350884288,1
Veteran,Mexico,D,-113.61356638563045,-24.134762873462222,-110.25650553554112,B,A,B,C,A,E,3.8615200652450077,C,-153.6116997550894,B,B,-14.742038422200443,1
Veteran,Brazil,B,-85.75223390230286,105.44924619790493,-64.59124653173907,A,B,D,A,E,E,34.506538735557,B,-29.429889050447727,D,E,44.798801208854485,0
Veteran,India,A,-81.6569072009983,52.596729432562796,184.6706838315006,B,B,A,A,A,D,24.36214503537801,C,-113.63107992868444,D,A,62.39869320324081,0
Non-Veteran,Brazil,B,71.01450354833695,55.32325725363088,-28.55814395217426,B,A,B,B,E,D,229.758071784289,A,-73.18228228354259,C,E,162.62998488501103,1
Non-Veteran,China,C,139.89836133669183,-7.912990982911642,-106.33581034382577,A,B,D,A,A,D,-39.44694623341279,A,33.606021600739425,C,E,-106.46329790171878,0
Non-Veteran,US,D,13.085469304211447,-27.90480350707559,36.98438173416827,E,E,D,C,C,C,91.1833705581141,C,-148.24532523033605,B,D,88.766051118922,0
No,Germany,C,-71.94337055318478,-52.4682953489485,-58.19150144048003,C,A,A,A,B,A,10.66678784885717,B,-5.1728845132998025,A,A,-33.707324712030136,0
