disability,Race,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,Hispanic,Widowed,E,A,C,D,D,D,C,-81.85068611262425,A,-49.57860010937418,D,B,E,-17.4881113534678,-153.4999380027513,A,1
Physical,White,Single,D,D,D,A,E,B,B,147.87692007896695,A,50.458642791649474,A,A,C,-43.25118233716186,-142.45657362851128,D,0
No,Black,Married,D,D,B,E,D,E,D,-96.92933291176114,C,114.49438682138819,C,B,D,183.53193808807626,94.13346816382416,A,0
Physical,White,Single,B,E,A,D,B,B,C,-70.22650839864765,D,-53.45403204967265,E,B,B,117.05152383504276,-136.10885468086414,E,1
No,Hispanic,Married,B,A,C,B,C,D,A,-46.090039998095854,B,-37.54991300368769,E,B,D,142.03277982168643,-196.0848927686807,B,0
None,Hispanic,Married,C,E,B,A,D,A,B,188.09030763799257,B,-49.56160662130013,B,D,C,247.63197808883922,5.992281672927573,D,0
Both,Asian,Married,C,C,E,A,D,D,E,-11.47244379023871,B,-29.987891024130747,B,A,A,-54.178851053499436,-76.657242742581,A,0
Physical,African American,Divorced,E,B,E,A,D,B,C,-82.80672076249739,E,34.67707646787159,B,E,D,-66.40207814324823,84.50342198609223,B,0
Physical,Black,Divorced,A,B,D,E,D,D,C,65.16731825519734,A,-34.81597342113513,B,B,B,49.83011660509503,196.1491884649264,C,1
Physical,Black,Single,E,C,C,C,D,E,C,31.47248258884562,A,-11.74078482646205,B,B,C,-139.39409912354247,-141.51165289186895,A,0
Both,African American,Single,B,B,D,E,A,C,B,97.79530513487468,B,1.302287177811437,D,B,B,4.59950223648296,229.76476311050465,A,0
Yes,Hispanic,Married,A,D,A,B,A,B,D,-93.41827932156792,E,-26.131277778824586,D,E,D,23.41650441594812,-95.71092023979281,E,1
Yes,Other,Married,A,A,E,E,B,C,E,169.99493675246103,D,-86.52895473245097,E,D,D,-23.472997289776405,69.99168383712704,D,1
Physical,Hispanic,Divorced,D,C,E,D,D,D,D,45.446862261423114,E,52.916136974957915,D,E,C,-121.52345623186316,-56.36135635893863,C,0
Both,Black,Married,E,D,B,C,D,C,D,-8.35709466401409,B,63.139579156258364,C,C,B,-44.272231456145676,123.16640757475821,C,0
Mental,White,Married,D,C,B,C,D,C,A,35.48068797554444,B,44.51960585998889,D,D,B,106.23863827864726,-38.66426611643899,E,1
Physical,Other,Divorced,C,D,D,D,B,E,D,119.6015288870428,E,-142.72396936872585,C,B,A,-164.26406648514197,-153.90193356876725,C,0
Mental,White,Divorced,B,C,E,A,E,E,A,-117.68180197001033,A,-72.08506017547319,D,D,B,-51.38200694132921,109.39519459638065,B,0
Mental,White,Widowed,C,D,B,A,C,E,A,-164.2833030935943,D,-52.38694088616867,D,A,A,-51.77249469362797,137.7843363531107,A,0
Both,Other,Single,E,C,B,C,C,E,E,-69.87222544455284,C,26.19256053522695,A,B,A,-148.41446848064956,59.5467214252825,C,1
Both,Black,Widowed,C,B,B,D,D,E,C,218.464694982365,B,31.882678373801827,A,E,A,-107.61637972730695,-81.27800907879059,D,1
Physical,Black,Widowed,E,E,C,A,D,C,C,-10.538333167749709,E,8.382021389908152,E,E,C,-12.138702946712773,-51.544321906162374,E,1
No,Other,Married,B,D,C,E,E,E,E,-2.4948964756166974,E,179.6520672464473,E,A,C,-89.614745670721,-240.72594622988936,A,1
Both,Hispanic,Married,C,E,A,B,D,C,D,-77.59529923068341,C,-177.64626959702986,D,B,E,60.71722080426131,139.48058998863095,C,0
Yes,Asian,Married,D,C,C,C,B,D,D,-150.328755398315,A,6.344908374100715,A,D,E,111.593006380578,-13.4859065960134,B,1
Physical,Black,Married,A,C,B,B,C,C,B,-100.77582747116651,E,-77.08806504449228,C,D,C,-326.09167085394193,4.531814437126831,D,0
Physical,Other,Married,B,D,C,D,E,D,D,28.185443011378595,E,42.83846754700797,A,B,D,212.19528288817924,20.191263392897813,B,0
Both,Asian,Single,C,E,A,B,A,E,B,76.1352825792551,C,36.67684818446223,C,C,A,-100.79014198232481,31.11042477524732,B,0
Mental,Asian,Single,E,C,C,D,D,D,D,36.93541946757388,E,-59.29845318963124,D,B,D,50.76472265694155,-172.7349323485819,A,0
None,White,Married,E,B,C,E,B,A,E,48.971947089952046,C,51.54553314899422,A,C,B,-25.41913236365716,-143.3081105908286,E,1
None,Hispanic,Married,C,D,C,E,B,B,E,-63.19770615496159,A,-3.7664732637014,D,B,E,-157.26861642767108,32.6023078902187,C,1
Physical,Other,Married,D,E,A,E,A,C,E,-150.40287421282787,A,-52.419759136268866,C,C,B,-124.96727130201933,62.51746270682812,D,1
Yes,African American,Single,B,E,D,D,B,A,E,-150.27676568351208,C,14.627776732986494,A,A,A,-11.002002350104027,-102.08420540527862,D,1
Physical,White,Divorced,D,B,E,E,D,E,A,-11.94532392810428,B,-138.68611036685593,B,B,D,-21.425353170319756,-73.42744558154685,C,0
Yes,Hispanic,Widowed,C,A,C,D,A,B,A,-106.60603151593415,A,-11.960726409500511,B,B,D,-182.9156321735757,89.93004319176262,A,1
Yes,White,Single,E,C,B,B,B,B,B,39.40830308829506,B,30.348287231307054,C,E,B,-151.01108705137312,-25.522635990448507,D,1
Mental,Black,Single,C,E,B,C,D,C,B,40.35915308606571,C,-96.19363573111511,C,E,C,-170.37711954362146,6.078475370073461,E,1
None,Asian,Divorced,D,E,C,C,E,E,D,-75.49950431335664,B,8.755862704038488,B,D,B,204.60425379843693,-80.8127911186191,B,1
Both,Other,Single,D,C,A,C,E,A,C,0.4554825647302471,B,-27.86920069436985,A,B,E,91.46889521352001,207.30081942471418,A,0
No,Black,Married,C,A,D,A,B,A,A,1.7359186764061503,D,98.69477105874907,E,C,C,36.2771333776154,-103.64183832102374,D,0
Both,Black,Single,C,E,E,B,A,A,B,12.152446067420469,A,-24.8840072838833,B,E,A,-68.96621890623202,81.69118071984235,E,0
Physical,Black,Divorced,B,D,B,C,B,E,E,44.660590840415225,B,161.66298535349105,C,D,D,150.88103885856202,4.931853216319668,B,0
Yes,White,Single,D,D,B,A,E,E,B,7.636018822542747,A,-14.064106445118993,D,B,B,-103.12222808633634,-149.4763233945918,B,0
No,White,Divorced,A,C,C,D,E,D,B,-12.611768669835358,A,28.40527151893355,B,A,E,-67.22746573020561,103.44438931670896,D,0
Both,African American,Single,D,B,E,C,B,A,A,-111.54781590680076,D,-117.86744315688324,B,E,D,39.20046548842212,114.86663059871948,A,1
Yes,Other,Widowed,B,D,D,D,D,A,C,-171.3882517097484,B,-97.06574395517636,C,E,B,37.69828619451201,-102.61158536584729,B,0
Yes,African American,Single,C,A,E,C,E,E,B,32.963796357096975,A,97.5019328224598,E,A,A,-184.2781744338171,-10.626972503190418,E,1
Both,White,Divorced,E,C,E,D,C,D,A,-92.21429525670565,B,94.20355591315754,D,D,B,-7.7076076783029706,70.649902968168,A,0
No,Other,Widowed,B,D,A,C,B,B,D,39.8720425632931,E,69.09891211011235,E,D,D,30.709543102316662,-49.0648528053025,B,0
No,White,Married,C,B,D,A,A,D,B,-32.318416546822014,C,120.02560619668495,A,E,D,-10.101650088364394,-104.24274235305016,E,0
Mental,African American,Divorced,E,E,B,B,E,B,D,105.19237801709995,C,1.6167654668520337,B,E,B,-5.984245837998915,-81.7795675171914,D,0
None,African American,Widowed,A,B,D,E,C,D,D,42.73890015050315,D,236.0500649428483,D,A,E,-47.782401754821336,131.1543029366045,E,0
Both,Asian,Married,E,A,C,B,E,A,E,-154.27433236090903,D,-31.669464120738468,A,B,E,25.073359618484865,-99.24406459453353,D,1
Mental,Black,Widowed,D,D,C,C,C,C,E,-27.281612002806366,D,171.0815880010928,C,E,A,-78.4982615442906,215.53894342517754,E,0
None,Other,Widowed,D,E,E,E,D,E,E,17.73546487517751,D,19.640490997288907,D,A,C,97.73379577389188,-86.97209430509419,C,1
Physical,Hispanic,Single,E,D,E,E,C,E,E,80.27504562507603,C,-23.738352368501577,B,B,A,-100.70779106118357,-159.41720515829775,D,1
None,Other,Divorced,A,C,D,C,D,C,A,50.84723467855867,E,120.5794512879321,E,E,A,261.3609242597711,-22.438957624904592,A,1
Yes,Black,Widowed,C,D,C,D,C,D,A,-43.03008423503007,B,87.04021592569113,A,E,D,65.02197965292126,82.25111154418559,E,1
Yes,African American,Single,B,E,D,C,B,D,D,-91.08501996557715,B,92.13705059810079,D,B,A,-56.632127105629316,-51.69137797770753,A,1
None,Asian,Single,C,A,D,B,D,A,B,-183.48773319371145,A,-108.0725552715296,E,C,A,-200.8429670953942,67.49129063011644,B,1
Both,White,Divorced,A,D,C,D,D,E,E,-4.6982064220081705,B,-35.907568136601995,A,A,A,-41.068324238737084,-73.34023786680643,C,1
Mental,Black,Married,A,E,E,B,E,C,D,-21.273377075486508,B,-107.44067776127027,A,C,C,77.75292958504845,48.479853981308985,C,0
No,Other,Divorced,E,D,A,D,E,D,D,-22.90144783801464,A,-27.182105850536924,A,A,E,-108.76369762847995,-66.57077843392132,A,1
None,Hispanic,Single,E,B,A,D,D,C,B,-130.87529702181388,C,142.9221433749148,C,C,C,-117.64895259315571,-1.3543343583334508,C,0
None,Asian,Widowed,D,A,A,D,E,C,B,-14.670803724393611,A,120.70652353340054,B,D,E,-4.413458138680429,186.96770854189216,B,1
Mental,African American,Single,E,D,A,A,E,D,A,-8.32569333004029,A,18.191192199551338,D,D,C,17.22786313596117,99.25965156383391,B,1
None,White,Married,B,B,C,B,C,D,E,33.46907730037042,B,-226.92937232713405,D,E,E,-5.868576836130399,-61.34704491946097,B,1
Both,White,Divorced,A,B,B,B,C,A,E,153.83548055420718,B,28.834391359724453,D,B,C,14.659839124670176,-52.95037613214449,C,0
No,Other,Single,D,A,B,E,A,A,D,-147.3481216732496,C,54.633340771102866,E,C,C,-66.77697990400311,47.52213991805915,A,0
Physical,Other,Widowed,D,B,A,A,E,D,D,91.00483476154123,D,-38.89442539390236,B,A,C,92.67473579362566,55.02729281001783,B,1
Both,Other,Widowed,E,D,A,E,E,E,A,-11.190413858476484,D,-25.123586914231733,D,A,A,18.76152654710354,-9.690249796008782,C,0
Yes,African American,Divorced,B,C,D,B,D,A,D,46.65672192571016,E,-140.29938635919254,E,D,D,-171.21456004083356,61.1059501820809,E,0
None,Hispanic,Single,C,C,E,B,A,D,C,-10.153550349948242,B,75.12994749508569,A,E,A,-13.770409696930658,-211.719600591615,A,1
Both,African American,Widowed,E,E,D,E,D,E,C,-183.8265303950791,C,-140.1147247703437,C,D,C,179.07993764856894,-193.01432203278284,D,1
Physical,Hispanic,Married,C,A,B,C,B,B,D,-101.39389578565772,A,98.18942770766049,E,A,E,33.71035354919432,-187.34858323087337,A,1
Physical,Asian,Widowed,B,B,D,A,A,D,B,26.273069074803875,E,-142.87967983028312,B,E,B,-143.4891503202511,-58.106888402119296,A,1
Both,White,Single,B,E,B,C,A,C,E,180.54103255126032,D,-22.903359735661763,D,D,A,-51.79709116607568,-37.74283804515669,E,0
No,Hispanic,Single,C,C,B,C,E,E,A,192.06352704162438,A,12.492591577154162,C,D,A,-56.368283562511465,89.44120265782689,E,1
No,White,Divorced,D,A,C,C,B,D,C,119.69048677583545,B,56.32388412813909,B,E,D,13.155624536676463,-317.6222791657473,C,0
Physical,African American,Widowed,E,C,C,B,A,E,C,144.60186094971934,C,64.95114360821253,C,A,B,88.2300575499038,87.43179006429644,D,0
No,White,Single,C,D,A,B,D,E,A,-101.04221567701346,B,-142.3427756603148,A,C,C,90.556410332724,79.7548466581184,E,0
Both,Black,Married,D,D,E,B,C,A,C,10.2116987287867,C,43.5091988249005,C,B,B,63.738243482151525,67.75177537775758,D,1
Yes,Asian,Widowed,D,A,A,C,A,A,D,94.96685854295049,C,130.40466796941942,C,A,E,71.62969717306132,115.4104843566463,B,1
Both,African American,Single,D,B,C,D,D,C,A,-33.45673638562087,C,67.82942108785404,A,E,E,67.03901754824368,-91.46408210437822,D,1
Both,Asian,Married,A,D,A,C,B,C,B,-90.24334581215658,A,142.97251926551928,D,E,C,-9.102707999674172,-162.58997247224139,E,0
Mental,African American,Widowed,E,B,C,D,A,C,D,-131.95328387690483,E,-75.36871163916746,C,A,A,130.34364878149586,61.11372788897638,C,1
None,White,Divorced,B,D,B,D,A,A,D,-72.78914436378699,B,-125.43842162206933,A,C,A,-81.98867433539439,-9.378801098617666,E,0
Physical,Asian,Married,C,D,B,C,A,E,E,99.09461174596154,B,-51.38151232262259,B,C,A,-3.845074483115761,81.8187232716818,A,1
Physical,Other,Divorced,C,E,B,C,A,B,A,-170.32063228191993,C,334.28186765592926,A,E,A,58.681918752143226,-80.39432079079978,D,1
None,White,Single,B,C,D,C,C,E,A,26.92282681510069,E,-90.89607330241476,C,A,D,-77.34182699955882,-127.26284970794815,E,0
No,Black,Divorced,E,C,B,D,D,E,B,23.233549367392765,D,-12.846860407662462,A,D,C,-68.59979818949057,-50.635490112412654,D,0
Yes,White,Widowed,D,D,C,D,B,B,B,80.23473036535054,A,-14.773823090876975,B,B,A,-164.41542399895147,-28.058141404476316,C,0
Both,Asian,Divorced,B,E,A,D,A,C,E,-36.376858348154414,D,38.706253602597364,C,E,A,-124.36529254673141,108.27100021010585,B,0
None,African American,Married,A,A,E,B,E,C,E,246.40630746711912,A,76.17296005891778,E,B,E,-78.52544677860608,175.80527738361357,B,0
Both,Asian,Single,A,E,A,B,B,B,A,-151.0960770979261,D,25.3603775820329,A,D,E,2.135216800955595,138.03377913450922,B,1
Physical,Hispanic,Single,D,C,E,B,B,B,B,-159.53198454403483,A,30.957512659945436,D,D,B,19.076024404807512,-20.859413308595435,D,0
None,Hispanic,Married,E,B,C,B,D,A,C,-180.0519965564724,B,-108.11327644931548,D,D,B,72.88223417359501,77.17864438401816,D,1
Mental,Black,Divorced,D,B,B,C,B,C,C,137.7395762762744,C,144.18928342558706,B,C,A,-185.57586066819977,-78.93870816827155,E,0
No,Asian,Single,B,E,E,B,B,D,B,30.203751074453734,C,-203.65399263364924,A,A,E,113.6854437950388,-190.36838765683856,B,1
Yes,Hispanic,Widowed,B,B,D,D,D,A,D,-53.89140323469428,E,-159.41377780050172,E,D,A,121.97262534915963,-10.414405671140823,E,1
No,Other,Widowed,E,A,D,C,C,C,B,121.44626311727984,B,-113.96555766987977,C,D,D,-44.196243547432466,16.59159117058195,E,1
No,Other,Divorced,A,A,B,B,B,C,C,-50.026376809239295,C,-142.48799760126673,C,D,D,57.125724685221236,-133.48677249406146,D,0
None,White,Widowed,D,B,B,E,E,E,C,-60.601428804264536,A,59.25745677467782,D,C,E,51.047693162847196,-124.80942751213915,E,1
Mental,Asian,Divorced,D,E,C,B,E,D,B,-95.99713377488341,C,-26.675647403600223,A,A,B,-80.68851582307269,-10.799646462207138,C,0
None,African American,Single,C,A,B,A,A,B,E,-107.11456737923335,D,69.5707686104219,D,B,C,-84.81436893633794,-50.78836461595979,C,1
Physical,African American,Divorced,B,D,A,B,A,C,B,-6.951267880488869,D,-251.31251975833823,E,C,B,-54.437960543315654,20.585635567728072,B,0
Physical,Asian,Single,C,D,B,D,C,D,D,-42.92894381592718,C,135.55175042891273,C,D,D,8.744546664319518,101.04725615041201,D,1
Both,Asian,Divorced,A,B,D,C,D,B,C,12.73210561208325,A,-30.580362925883165,C,B,B,-148.91937373005757,51.63269717052065,E,1
None,Hispanic,Divorced,A,E,D,B,C,C,E,-34.870619904549876,E,-41.61078149742158,D,C,C,-16.20929760082971,205.2342294021816,E,0
Yes,Black,Widowed,A,B,C,C,E,B,A,-75.85182283871659,D,-94.11801730943803,C,D,C,-63.048760121785506,-114.37994004327376,B,1
Mental,White,Widowed,B,B,E,B,D,C,D,119.8755220376412,A,148.18910649311317,A,C,E,-69.22600731874921,-41.91260719948313,C,0
Physical,White,Divorced,E,C,A,C,B,A,C,-68.446037151687,D,67.76623265738168,A,C,A,99.78385426624385,5.232156238894874,B,0
Yes,Hispanic,Married,A,C,C,D,C,E,C,-50.53368544048664,B,40.46611947110093,E,C,A,-25.48411805486871,38.11042322030018,A,0
Both,Other,Divorced,D,B,A,D,B,E,A,63.07853447864233,A,25.121817992968946,C,A,A,115.01852827336678,40.8951713067845,C,1
None,Hispanic,Single,D,C,E,C,C,C,A,18.25741408901044,D,64.92945973643295,D,C,D,-64.4477383377256,-189.16739511462404,B,1
Physical,Black,Widowed,C,A,D,C,B,E,E,-84.43676432178975,D,-3.446487159842563,C,D,E,1.0342007430459754,-21.34045033339909,C,1
Both,White,Married,B,D,D,D,D,B,D,-156.77136013867363,A,-325.12456874378074,B,B,D,17.001390790277433,95.7685871130905,D,0
None,Asian,Married,E,A,C,C,B,C,A,114.01683049738497,C,-257.01156135937214,B,D,B,-112.81457281263766,-66.48189857012292,A,0
Physical,Asian,Widowed,D,C,A,D,D,C,D,-109.14169429466558,A,-3.628009134036899,B,A,C,111.36753665632358,38.29772940703358,E,1
Mental,Black,Married,D,C,B,A,E,E,E,143.0073533185698,E,38.31191958108129,D,A,E,72.95243260055754,31.84691633223014,C,1
Mental,White,Single,A,A,A,E,C,A,E,-77.58893304103226,B,-149.51035712788052,B,E,B,36.156615369327056,96.05156221348446,E,1
Yes,Black,Widowed,D,E,D,B,C,A,E,110.70381446800633,C,-36.11336025651519,D,C,C,-62.12215762544114,80.32876500878692,B,0
Physical,Hispanic,Single,E,C,B,E,A,B,C,112.96408064321555,D,-107.30473730839853,D,B,C,157.9674477769317,-46.63944455466111,D,1
No,African American,Single,A,A,B,B,E,D,A,-28.76729399141463,D,41.12313734014232,E,B,E,-97.43280727966142,155.8065851543061,B,1
None,Black,Divorced,B,B,D,C,A,D,B,51.84526897693556,A,112.71592285651857,B,C,C,-157.26840656888888,38.824450852583006,A,0
Yes,Hispanic,Single,B,B,C,C,A,C,B,9.020701127463877,D,74.41980840789354,B,A,D,38.75995919499171,111.89671262426609,A,1
Both,Asian,Widowed,A,E,A,E,D,E,B,8.093145406641554,A,-31.733205275840877,D,C,A,23.61722957472478,-22.164149485086227,D,0
Both,African American,Divorced,D,C,A,A,B,D,E,-219.8198719106674,A,-22.702371997288136,C,E,C,87.9047238113925,-48.74811568469056,C,1
Physical,White,Divorced,D,C,E,A,B,D,A,14.13317258664131,C,56.44338041618408,D,B,E,-2.567587420490733,63.282512216570694,D,1
None,Black,Widowed,D,C,C,A,B,A,E,30.276578817736045,E,22.07802822508174,B,C,D,133.1915683419869,34.354097161780885,A,1
Mental,Black,Widowed,C,A,B,D,B,E,D,124.54386859952518,D,18.614982577136395,B,C,A,-52.122746038473466,2.3355207417449964,A,0
Physical,Other,Married,C,C,A,B,C,E,B,15.47682480557232,B,109.27609995860286,B,D,D,-206.49602011003813,-98.95090502598305,A,0
No,Asian,Married,B,D,D,D,E,D,B,135.0877367377545,E,-146.37992705812835,C,B,A,-20.626295034282982,-106.43791154954249,D,0
Physical,Black,Widowed,C,C,E,C,A,E,B,50.57057409218915,B,-115.19867108749766,E,C,B,78.639074653207,61.30014353105828,D,1
Mental,White,Divorced,E,B,A,D,E,C,B,-200.69642365049307,E,123.46100390501647,C,C,C,-67.49990974459769,77.15536509332807,D,1
Physical,Black,Divorced,D,C,A,D,D,B,E,64.43067942023643,C,117.42892092581589,D,D,A,220.77411124009322,22.287736704009443,A,0
Both,African American,Married,A,C,E,B,D,A,C,-163.69722747430305,A,-3.350947111976652,B,D,A,16.20239514207529,-81.97571611567881,E,1
Both,White,Widowed,C,D,D,E,D,B,E,90.44104376945931,D,24.68626860096333,B,A,E,201.51347416499036,35.745626988868864,C,1
Mental,Hispanic,Divorced,B,C,D,D,C,D,B,-161.7387588296754,B,-122.40671510948431,C,A,C,-139.97766135338665,-193.58809083684173,D,1
None,White,Married,B,D,A,D,A,D,C,100.78402859936138,C,-7.577154877332823,B,C,A,102.2777354965252,83.04016719405982,A,1
No,African American,Single,E,A,A,A,E,E,C,81.12601014649259,C,149.22957196766964,E,D,B,-92.89730390007317,-55.81784802439154,A,1
Physical,African American,Married,B,E,C,C,B,E,C,-51.296646023529405,D,-127.55221239139243,B,B,C,45.501826935724324,-115.29738231979647,A,1
Yes,Black,Single,A,E,D,E,D,B,A,62.207332217570865,E,81.34492211254934,D,A,E,232.9679910276167,213.1970376798461,C,0
No,Other,Widowed,D,B,E,E,A,C,B,76.62684720061263,E,-56.71592504077929,D,D,E,125.79906897968999,114.73464575201969,B,1
No,African American,Married,C,B,C,A,C,A,D,24.809027662667397,A,-40.72568958306258,C,A,B,-31.83917206121881,58.40618775526247,A,1
Mental,Black,Single,C,A,E,B,E,C,E,199.3454880773317,E,166.0533116017631,D,B,B,18.7757211385939,53.29701394900553,E,0
Yes,Other,Single,D,D,C,C,B,B,A,-98.84390705630578,C,-108.33242269475849,D,D,E,150.05834085326197,8.771580786120076,C,0
Physical,Hispanic,Widowed,A,B,E,D,E,B,B,-141.00259518355645,A,126.38471674087437,A,E,B,55.47762774937418,40.73158227160179,B,0
Both,Hispanic,Divorced,B,B,B,C,B,E,C,19.214454396815402,D,210.368531171562,A,C,D,-97.00134592433976,75.40690103229414,E,0
Mental,White,Divorced,B,D,B,D,B,C,A,-23.997292023639414,D,6.123590424279685,E,D,B,101.3381296009102,-98.20323332074881,E,0
Physical,Hispanic,Widowed,A,E,E,E,D,B,B,-63.54518963324094,E,25.96665379656012,C,D,D,-18.692572657170796,96.48481749335863,A,0
Yes,Other,Single,C,A,A,C,A,D,C,9.344413022187386,C,-122.21686335782445,A,E,C,-82.01679733971083,-26.889084044197663,E,0
Yes,Black,Married,A,E,A,A,D,B,A,9.821556161627257,C,73.04349298615554,B,D,B,-107.81525793607952,-5.964412541546955,B,0
No,African American,Divorced,A,D,C,A,C,D,D,114.83462525833666,C,-82.39466332098517,B,D,A,-187.2844481053587,30.175718518307022,D,1
Both,Hispanic,Married,D,D,D,D,C,D,E,-36.02258103535589,A,74.05836449747841,D,B,E,-27.575821577275615,-111.88556931165814,C,0
Yes,Other,Married,A,C,B,B,B,C,A,93.32947815113354,D,111.12099995891231,A,D,C,-8.062688212586178,-9.14647894331056,C,0
None,African American,Single,D,C,C,E,A,A,E,258.69846067209977,A,30.95593275284071,E,E,D,89.25500344605268,-90.26438439409755,A,1
Both,Asian,Divorced,B,A,E,C,A,A,E,-55.93290799663967,D,-3.3976918940537373,A,B,D,-170.55078365218773,54.26831623851236,D,0
Physical,Black,Widowed,A,A,A,A,A,C,D,189.6924608315718,B,-188.10796890755407,E,B,E,35.4389149715532,90.46470712018866,C,1
None,Other,Single,A,C,E,B,E,D,D,-78.13699691381555,C,-23.59371848366927,E,A,A,-5.658802038426228,41.24558528911798,B,0
Yes,Asian,Divorced,E,A,A,C,B,E,E,63.842163935152826,A,-173.9581623508936,B,E,E,86.65480007124103,49.97340804955383,B,0
No,Black,Widowed,E,C,C,D,A,A,B,129.4984496291738,B,131.5162940874621,B,D,C,-35.37527461938474,105.79104026662405,C,1
Both,Other,Single,C,D,B,E,D,D,A,89.12520035716085,D,-12.9167159095889,C,A,A,-40.1038939151567,30.90429859599967,C,0
Mental,Black,Married,E,E,A,A,B,D,C,-69.11188094068221,A,50.151258343491236,E,A,B,20.226121198768347,78.65602467830547,D,0
Mental,Asian,Single,B,C,D,A,A,B,C,-60.66497575280204,E,124.77800697923074,D,C,A,-61.19899746776386,91.85761115878893,D,0
None,Black,Widowed,C,C,A,C,D,E,D,34.962721539940006,A,13.346111506771086,C,A,C,-303.23874693500943,-2.889690657178846,A,0
No,Other,Married,A,D,A,E,D,D,C,-183.60889093509078,A,-94.57186602990403,A,D,B,-21.768874167858204,-12.388705773707423,A,1
Mental,Other,Widowed,D,A,E,A,E,D,C,-114.67651702252881,B,-146.97122571722204,A,D,A,-37.771430238783736,-18.3446294390287,C,1
