handicap,RACE,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Mental,Hispanic,Bisexual,No,E,-31.8821662672581,C,101.68309213938534,A,B,-49.6645142813916,111.93766372166056,B,0
Physical,African American,Heterosexual,Yes,D,-149.58322994432328,C,34.40478585149238,B,E,-126.81249286222697,54.76176222336204,E,1
None,African American,Heterosexual,No,D,114.40834940705922,C,-133.58014121465672,D,D,69.88984714958282,10.330021325698956,A,1
None,Other,Bisexual,Veteran,E,-31.991366187302724,B,24.047621008187555,B,D,-19.872989407907816,112.29042508053733,B,0
No,Hispanic,Other,Yes,D,31.78699138278953,E,-70.69174366607974,E,B,61.38797695347061,41.546475886446395,E,0
Both,Asian,Bisexual,No,C,105.77104651670251,C,201.45840614661736,A,A,91.22456194634093,-192.80758708636148,E,1
No,Asian,Other,Veteran,A,-187.08981496835187,B,-75.74350589629954,A,A,51.45814147726965,140.72489708522932,A,0
No,Asian,Other,Veteran,A,60.39304193118477,B,-240.97985789167166,B,E,79.32074701269704,33.815794042051856,C,0
None,Asian,Other,Non-Veteran,B,-83.33546538460365,C,23.230678866994005,A,D,15.368188651086273,-8.04334032933617,C,1
No,African American,Bisexual,Veteran,A,155.34131029054026,E,33.935984137019595,C,B,303.63915132715636,62.22123485346985,C,1
Both,Other,Bisexual,No,E,-6.293809326985174,C,85.85300891888757,E,D,0.4922567918706254,-108.92804962506104,A,1
Both,Black,Bisexual,Non-Veteran,B,128.30591099512688,A,-1.7910965188693415,B,C,6.705914680187311,-6.631541797892863,C,1
No,Hispanic,Other,Yes,C,48.34310738360206,D,-2.179825651319719,E,E,-140.17777556161363,73.78765289952361,A,0
Mental,Hispanic,Homosexual,Veteran,C,-1.6574219738220586,A,27.462345263734143,D,B,174.9758670548035,127.77469521421641,E,1
None,African American,Bisexual,Non-Veteran,D,-32.60972047272766,C,-119.85882616300867,B,D,-107.38497344578137,183.60529642286488,D,1
Mental,Asian,Homosexual,Yes,B,117.90909946170329,E,-51.976337180915586,E,C,-263.69030401319924,-44.18897023124336,D,0
Mental,White,Other,No,C,67.26866865793845,B,7.5387184773888585,A,E,-128.83328204597206,14.875280265941312,A,1
Both,White,Homosexual,Yes,C,56.864901318393876,B,-55.591446964001136,B,B,-31.782873128533957,94.25352403448433,C,1
None,Other,Homosexual,No,C,-30.51732050330347,D,117.96561645533774,B,E,-66.06135249438726,-9.641303108579795,C,0
Both,Other,Bisexual,Non-Veteran,B,24.839841441411497,C,114.32865293900801,C,B,-60.085930455255664,-31.999277715510722,D,1
No,Asian,Bisexual,Veteran,C,45.56240325203469,D,18.021960455272286,E,C,-80.62064500816382,12.57457987063356,E,1
Physical,White,Heterosexual,No,C,-82.52041863337512,B,187.68193903016225,C,A,2.1269609341898317,134.9299137832027,D,1
Yes,African American,Other,Non-Veteran,A,74.35669879557128,A,60.15389788091743,D,A,3.3730254792626613,129.22596946530786,E,0
None,Other,Homosexual,Yes,B,-229.71835635242365,E,2.61886305988092,C,C,-72.07816655370867,-142.11080217112107,D,0
Both,Other,Homosexual,No,D,191.35017505221896,A,-94.66713917583974,D,B,40.03295423764567,-201.8290648507098,C,0
None,Black,Other,Yes,A,96.64640740798262,A,-64.67847843547675,B,B,52.990004771695865,13.763398037079517,E,1
Yes,Hispanic,Other,Yes,C,37.795522251710025,D,-118.68817113891936,B,D,-127.02365912514783,-22.337377635406348,D,1
Yes,Black,Homosexual,Veteran,B,-11.375343711579848,A,92.48150878723592,E,E,73.35157226887729,-90.75402226853723,C,0
Physical,African American,Other,Non-Veteran,C,-101.52760301344892,D,57.77925410775846,B,B,-92.543065875535,30.25128062205189,E,1
Physical,Other,Homosexual,Non-Veteran,C,62.54420128431756,C,-228.08481741629078,B,A,10.059004188786389,-46.120759798589816,C,0
No,African American,Homosexual,Veteran,C,53.3031669799558,B,-15.583699204079776,E,E,9.348488962696822,11.6265904554962,C,1
Both,Black,Homosexual,Yes,E,14.161472167254963,D,-155.25296816039418,D,A,124.15325739901404,167.02105931936111,C,1
Mental,African American,Homosexual,Yes,E,50.15335148230031,A,-15.659539870392896,B,B,129.15447232420505,-109.8696492600155,E,0
Both,Asian,Other,Yes,E,18.860269749683862,B,63.378187035232514,B,D,44.07685221195436,52.292806977246364,E,0
Mental,Asian,Other,Veteran,B,7.109874053799879,E,145.97151663338877,E,A,-199.4117198863189,-192.59604834971051,E,1
None,Black,Bisexual,Yes,A,-83.24271841291645,D,-212.7974713365068,E,E,-27.866009002884123,-139.49207722005846,E,0
Yes,African American,Heterosexual,No,A,126.46414559732774,D,-29.348100077692347,A,C,-90.36965511965431,141.96395033923892,D,0
Mental,Other,Heterosexual,Yes,C,40.367521052758185,A,25.82788978969094,E,A,112.34539705327104,31.246441955162897,D,1
Both,Black,Heterosexual,Yes,A,74.6981590919962,A,-37.02792941149106,C,A,75.82000539844505,128.45333677317882,E,0
Both,African American,Heterosexual,Yes,E,-27.44194948359259,A,-69.27651734599843,C,C,-221.07915110827173,161.96462627848248,A,1
None,Black,Other,Veteran,C,87.18878542267832,D,-68.04478947254704,C,A,-66.45342132357479,69.76747554751984,C,0
Physical,Asian,Other,No,B,-84.58672547274777,B,85.40616682868813,A,A,181.13791040609343,-87.92810475984678,A,1
Physical,White,Other,Veteran,E,131.0369965144665,D,-13.10545790654973,C,A,72.63824391340255,50.632362368306474,D,1
Both,Asian,Homosexual,Non-Veteran,B,-143.41372526887855,D,37.83365928192646,C,E,-160.11887833364008,-38.256441533174716,D,1
Both,African American,Bisexual,Yes,E,-198.05823056403244,C,-45.36662343594589,E,C,38.52083172435087,-19.61556194761533,A,1
None,White,Other,Non-Veteran,B,-84.6588528072165,B,-141.0430005590191,C,C,69.66573357125449,-77.32836236492349,D,0
No,Hispanic,Other,No,A,-4.779723091852835,A,31.511006668511516,C,C,-87.97097152898743,-62.61391137488928,E,1
Yes,Other,Bisexual,Yes,B,97.56869942690632,E,-25.815889872959797,C,B,-127.40691400073025,-121.21671315111473,B,0
No,African American,Heterosexual,Yes,B,-74.94623532700135,A,115.41906772656758,B,A,-90.32473615380144,66.56496598959066,D,1
Yes,African American,Heterosexual,No,D,94.7774932727421,A,50.81376915684872,D,C,56.640776394758916,-74.60939061164463,B,0
Mental,Other,Other,Non-Veteran,D,-43.03664539891584,A,47.290039444155305,A,B,189.52545024201945,28.7165253911606,C,0
Physical,African American,Homosexual,No,A,59.4928539486542,A,23.632028537182222,C,B,13.065841893874383,-59.6922844880184,A,0
Physical,African American,Homosexual,Veteran,A,-21.407068217662662,A,15.812947845584347,E,E,88.61575501985584,-74.97166824853664,B,1
Both,African American,Bisexual,Veteran,B,42.331107582104686,B,-78.4198282045287,E,D,96.4125189351104,-83.25601791124542,A,1
Both,African American,Bisexual,Yes,B,78.73483483834931,A,82.09593567958132,C,C,-157.88448186235124,76.89670203965905,A,0
Physical,Other,Homosexual,No,E,14.62275162908667,B,-92.80758534529905,B,A,-32.886184045335376,74.91592513429096,A,1
Mental,White,Homosexual,Veteran,D,-66.50009322278457,E,76.92358192910821,A,A,-246.45332187222624,210.46353509559634,B,1
Physical,African American,Bisexual,Veteran,B,38.10178210882697,C,37.79422295457465,B,C,223.5005644245314,-156.995314365951,E,1
None,White,Homosexual,Yes,E,-5.9348025744768735,C,-140.41614993338888,D,E,-43.50734208728419,-68.02269345503022,D,0
None,Hispanic,Heterosexual,Veteran,E,-142.06506859876419,D,-183.03737847614477,B,C,79.79864801923587,-44.44153207552948,D,0
Physical,Asian,Bisexual,No,A,-111.21871142312199,A,-36.63021611903402,B,A,58.01197532452974,-37.66948093453052,A,1
None,Asian,Heterosexual,No,D,50.75192891268586,C,200.80634532943392,E,A,73.48973024081708,-17.431052750230993,A,0
None,Other,Heterosexual,Yes,B,-149.73369144135683,C,142.86567790198663,D,A,-45.11241959994733,43.99367757576379,E,0
None,Hispanic,Homosexual,No,B,179.49655031339222,A,-106.87749189041466,A,E,-2.914714812933253,63.75643064695468,B,1
Both,Black,Bisexual,Veteran,A,-82.95959623560897,B,24.93767643889794,E,E,-135.69702304770416,162.88053055193453,D,1
None,Asian,Homosexual,Veteran,B,-92.58831460650576,A,-70.49612187151698,C,D,62.07578755437139,-113.23978091084408,A,1
None,White,Heterosexual,No,D,179.61381121123324,E,-49.20976699710763,D,B,-17.84851723742903,-185.97239392113906,D,0
Physical,Other,Other,No,D,-123.82463549435994,C,-75.0679544488067,E,A,-17.542863657969676,32.44615565935839,E,0
Yes,Black,Homosexual,Non-Veteran,D,-38.25940324312276,C,-149.60704359550581,E,D,165.01740457966935,38.96858688916542,E,1
No,Hispanic,Heterosexual,No,B,-186.18851077484703,E,-44.44381247823283,A,E,44.42174691519305,-75.08460947515537,E,0
No,Other,Homosexual,Veteran,A,7.648951066279663,C,36.705277182692065,A,C,143.99007779435973,-92.12058662146656,A,1
Mental,African American,Heterosexual,Veteran,D,-74.6084030593757,C,100.44200104669332,C,D,197.68785541572956,38.32561973628383,D,0
None,Black,Other,Non-Veteran,A,-159.2409101133777,E,-78.40206814238702,D,C,93.59155622617907,121.25603033583062,E,0
Mental,Asian,Homosexual,Veteran,C,-22.155704023793728,E,83.74847007905495,D,C,39.06143468635677,115.94531863826833,E,0
Both,White,Bisexual,Non-Veteran,A,-11.815145877016407,E,-17.307566154248832,D,A,-150.87686085143176,36.20335341604288,E,1
No,Other,Other,Veteran,D,-71.70315026163591,E,25.809011657435626,A,C,53.580384420107706,-139.1526525171942,C,0
Physical,Hispanic,Homosexual,Yes,C,-119.48685667636245,A,-69.00129057840499,D,B,48.517970767016024,126.24505097952343,C,1
Both,Hispanic,Bisexual,Veteran,B,-89.66976735552673,D,99.22864601077359,C,D,58.20174014140146,155.02204262264604,D,0
None,Black,Homosexual,No,A,145.6387635477385,A,-21.399696888769128,A,B,-97.18165293958658,128.4676621363785,E,0
Physical,White,Bisexual,Non-Veteran,E,-114.09889276074496,A,2.2243703671267223,D,E,-16.849176035680458,270.79691877663697,A,1
Both,Hispanic,Bisexual,No,E,63.19665746070267,A,33.011459496486474,C,C,-83.20792514432235,77.4667256984881,A,1
Yes,Asian,Heterosexual,Veteran,C,218.96177541267275,E,-50.01432617699155,A,C,-107.71570292651069,-5.366894307378157,E,0
Both,Black,Heterosexual,No,A,156.42607456922747,E,-211.74915492816965,C,E,12.293658057868155,57.79324125512186,A,0
Yes,White,Other,Veteran,A,17.987072557999237,E,-86.69757403591883,E,E,182.03587104191354,-91.50754995143483,B,0
No,Black,Heterosexual,Yes,A,38.68958776380935,A,59.277945744622016,D,E,54.21642771982077,41.71075948823496,B,1
No,Hispanic,Bisexual,No,E,-49.03851021352084,B,-126.32196039953585,D,D,36.622291237032925,11.407835342192648,E,1
Both,Other,Homosexual,Non-Veteran,D,-64.4303896764969,B,92.3418048034351,C,D,-36.44729621089638,100.17219194150893,B,1
No,Other,Bisexual,No,E,-140.42827852779075,E,-62.57067946317263,A,A,34.750752776929126,97.26850614111902,E,1
None,Asian,Homosexual,Non-Veteran,A,71.85555518165737,E,-171.04715252930401,C,E,74.9486950876402,232.37107459855685,E,0
Yes,Other,Other,Yes,D,-68.1317250415448,E,-261.892763857728,C,D,-22.580438367406845,25.9039679218867,E,0
Yes,Asian,Homosexual,Veteran,A,199.20264155371393,B,4.7881575507916265,D,A,44.69490228480369,36.668114686065664,E,1
Mental,Other,Homosexual,Non-Veteran,C,91.1223221339087,D,-38.76979501403008,A,B,44.1911997350027,-43.98586647336333,D,1
Mental,Other,Homosexual,Yes,B,15.093177711719097,C,42.241274055986864,C,E,66.2269617359739,-51.697411041700235,D,1
Yes,White,Homosexual,Veteran,D,-82.26336705779326,B,-64.00759914474415,C,E,145.001914133,61.7581225941666,D,0
Mental,Other,Bisexual,Non-Veteran,E,-63.3419406366592,C,-10.537208172840636,B,E,56.76704236975236,-144.28822821587897,A,1
Physical,African American,Other,Non-Veteran,D,-61.81667977731755,A,2.5776046671921695,C,B,140.5377861077251,55.276877740808494,B,0
No,African American,Bisexual,No,E,89.04348113974432,E,-24.385491792378996,A,C,28.393783803865308,-46.61792395746565,B,1
Both,Asian,Homosexual,Non-Veteran,B,49.981155258238665,A,-177.8333343064798,C,B,68.91395952228146,-0.5850160935388389,A,1
None,White,Bisexual,No,C,184.1075716066676,C,-24.271097969637324,B,D,-51.47296683146029,150.31416304569234,D,1
Yes,Hispanic,Bisexual,Yes,D,2.502920361070233,B,-29.102288145698203,E,B,-127.62899960870875,-76.66237244796741,C,0
None,Asian,Bisexual,Non-Veteran,D,78.32365416072331,A,22.003617566654267,B,B,64.65823623915612,3.895706446276545,B,0
No,Other,Other,Non-Veteran,C,-42.5049723211045,C,26.6616452155225,C,C,-72.26672058230521,70.51630932261416,B,0
Physical,Black,Bisexual,Non-Veteran,A,71.90648819934347,B,-101.9503510358998,A,B,-146.07541937455875,-32.31876243601619,E,0
Mental,Hispanic,Heterosexual,Yes,B,-87.30880890455572,B,82.16490779638555,A,A,5.428306827759148,47.8633750108494,A,0
No,Other,Heterosexual,Non-Veteran,D,-71.42125463544784,B,-36.57335001804749,D,D,127.90426557157566,38.54464674518971,C,0
Yes,White,Other,Veteran,B,-2.6758606209211853,C,26.018530161082413,D,E,112.21392518063769,-137.31580612271134,E,0
None,African American,Homosexual,No,E,-62.73872373496021,E,24.45916682961884,D,B,100.18341837006194,-64.03150565319883,B,0
Physical,Hispanic,Homosexual,Non-Veteran,C,117.41631577709748,C,-139.57974978557152,E,B,45.43542188098604,47.79491965570179,E,0
None,Other,Other,Yes,A,-86.46564508337177,A,31.103636016250736,C,D,37.631053587200135,-119.84778369564282,A,1
Both,Hispanic,Homosexual,No,C,-54.73600056854012,B,-151.1830195001822,A,C,122.31949630041561,-41.85752587879138,C,1
No,Other,Other,Veteran,A,-36.33739133194114,E,65.81727195446196,D,E,-110.6390384071648,18.30454433351761,B,1
Physical,African American,Homosexual,Yes,D,-119.24663291948949,E,-67.50424201532633,C,C,40.49738159808984,251.20971810326492,A,1
Yes,Black,Other,Non-Veteran,D,-94.41843635208032,C,64.90708014258774,D,D,11.495021743793496,27.18725135986283,D,1
None,Black,Homosexual,Non-Veteran,B,135.22816494949797,C,24.98109958600904,C,E,166.77510698205495,15.022950537065638,A,0
Mental,White,Heterosexual,Veteran,A,-175.54251740622618,B,-50.17323011700873,D,E,-1.6972870418063613,54.892933249826626,D,0
Physical,Asian,Heterosexual,No,A,-75.56319416575866,D,-40.57567050119398,E,D,-8.596907312242015,-190.1535519560486,C,1
None,Other,Homosexual,No,B,-51.04437274227701,A,101.83976425369563,C,C,-60.79999979518449,-222.96108667851547,B,1
Yes,Black,Heterosexual,Veteran,C,-69.27547125593479,A,-226.0920152203619,C,D,65.83229909953855,40.34835274377035,D,0
Physical,Black,Homosexual,Non-Veteran,E,33.363125394759486,D,-38.6608271775544,C,C,35.59099869522023,28.310853061118745,C,0
No,Other,Other,Yes,B,-63.609060643801605,E,108.12708774357918,E,E,-21.35667988440484,-69.19510220870298,C,0
No,White,Homosexual,No,E,130.3926368147576,D,-7.354922701896591,A,A,29.35898923983096,59.66379367011104,D,1
No,Hispanic,Other,No,D,-222.2031472564082,B,128.08220046943399,A,E,26.52110615218558,-60.655349052305006,A,1
Mental,Other,Heterosexual,No,E,-55.25656667632612,D,-82.2201857745344,C,A,33.085146287871126,90.04966758118262,E,1
Physical,African American,Homosexual,Veteran,E,-42.399880427703884,D,67.90829361269618,C,A,-136.64925411200682,-1.7475191770097203,B,0
No,Black,Other,Non-Veteran,E,-125.8731186576625,D,-25.97394352066133,B,B,-214.72280452010773,75.08884850338747,E,0
None,Hispanic,Other,Non-Veteran,C,-2.774564231775877,B,-31.779656007892505,A,D,-139.71828130341197,208.96792213561847,E,0
Mental,Black,Heterosexual,No,A,153.51978670787656,E,-31.302698609608807,C,E,-115.79352321042225,-70.17841746562328,D,0
Yes,Black,Homosexual,No,B,-8.82154020629467,D,-158.6361551783532,E,D,135.90390880243297,76.1323997153647,A,1
Both,Asian,Bisexual,Veteran,D,-59.43014287470698,C,83.7585712590528,D,D,-25.22902560108971,57.783307499368576,D,0
None,African American,Heterosexual,Veteran,D,-171.79018482639628,C,-103.62493261333456,C,A,-58.76477051532063,284.9563615690633,C,1
Yes,Other,Other,Yes,D,-105.61890685304579,C,-1.6778302949416006,A,D,-123.67732204281903,-148.77257937475056,C,0
No,Black,Homosexual,No,E,225.39483686802896,A,43.27474768811175,C,C,-74.2999238644391,-19.930275863676762,C,0
None,White,Other,Veteran,B,35.519971511308974,B,-8.134088152764006,D,D,-24.266021872784243,101.4938505726644,E,0
None,African American,Homosexual,Yes,C,101.17120259397115,E,-134.13662236223362,E,C,64.75547898218625,-186.41823035840352,C,0
Yes,Black,Other,Non-Veteran,D,37.44864241674919,E,-199.42176894059418,D,D,-58.40022293375158,25.352544227124696,C,1
Both,Asian,Heterosexual,No,C,78.93182613019405,C,124.40452789086216,B,A,-66.62733819741341,-66.03648065714154,A,1
Yes,Black,Other,Yes,C,-197.7254688825798,E,-77.21820971481944,D,D,172.30274785469362,42.22132101153774,E,1
Yes,Other,Other,Yes,B,21.651915242711212,D,126.4063167697653,B,A,115.40472917102464,-216.9111875116692,C,1
Yes,Black,Homosexual,No,E,10.367783075533096,C,-13.954002390771663,D,D,74.50832083320732,31.814364498105768,B,0
No,Black,Other,Yes,C,-92.24927129870608,B,138.53844701839355,A,A,-134.73856296924436,9.314616249025518,E,0
Physical,Hispanic,Other,Non-Veteran,C,-65.42944279528594,C,-132.38695384762605,A,B,89.80306284718426,-93.49437011774346,A,0
No,Hispanic,Bisexual,Yes,B,52.7586365627098,C,133.10410749248462,D,B,68.2889890490169,168.13356517806776,B,1
Physical,Asian,Homosexual,Non-Veteran,B,-231.69956962358066,B,-58.98675285973995,A,D,129.05736700097572,-75.48934947359133,B,0
Yes,White,Bisexual,Yes,B,-0.5268199910151945,E,-50.30422677669462,E,D,-23.69535568076275,-143.3724579013846,E,1
None,Other,Homosexual,No,D,9.403790220295537,D,-170.0678407408669,E,C,46.24189215111569,20.36290936122139,A,0
Mental,African American,Homosexual,Non-Veteran,E,78.58762749306126,C,53.28848980517931,B,B,-187.3579530862613,56.28092529250597,E,0
Yes,African American,Homosexual,Yes,C,182.84233011656573,B,223.8844112224846,C,D,-202.59834185215232,-103.86280817461181,B,0
None,African American,Homosexual,No,E,-152.32689846729124,B,-129.10544950883192,D,B,-38.22563018263301,-15.595331010748259,A,1
Both,Black,Other,No,A,6.6623335847908205,A,-223.97992849577082,C,B,80.46345601056476,-44.924361272541006,D,1
Mental,Asian,Bisexual,No,D,142.46814767664756,E,92.48482515024928,D,B,58.04166528527192,-87.72842800165547,D,0
Both,Other,Other,Yes,D,201.63340722036858,C,-105.3703357714006,B,C,-56.631082863806355,176.54658653604366,B,0
Yes,White,Bisexual,No,C,46.88465761008754,E,-81.29342065989864,C,C,90.30416307501504,154.45643379550995,D,1
Yes,Black,Bisexual,Yes,D,-62.185908416978954,B,-10.899807673089313,B,D,-94.6894498868143,-167.4839149024434,D,1
Physical,Asian,Heterosexual,No,D,-227.46839091092443,D,-31.85347444896796,D,B,207.799160974331,-2.4087050407240955,B,0
None,White,Bisexual,Veteran,B,-23.406625837931294,E,-175.5545727875401,D,A,95.98749021980959,-11.99194647888953,C,0
Yes,White,Other,No,A,189.873256118694,D,186.59393082568133,E,B,-46.01533001793609,-79.42842961079215,A,0
None,Other,Bisexual,Veteran,A,-67.39232278225387,E,27.82093153422509,B,E,186.12699179028692,-34.617590820774076,E,0
None,Asian,Homosexual,Non-Veteran,B,-136.65377192465508,E,3.5810900563871235,D,A,74.13288092563724,-130.02688087633737,B,1
Both,Asian,Heterosexual,No,B,-100.94075973707544,E,78.23331333528857,A,C,57.43094677364653,-126.6643046643465,B,1
No,Black,Heterosexual,Non-Veteran,B,-17.004308040484595,C,-125.12566266594224,A,A,-143.88174382570799,-78.1372453207903,E,0
None,African American,Heterosexual,Veteran,E,71.53901401454947,C,-118.48511940020083,A,B,100.89177053136318,-84.32091074425239,D,0
Yes,Black,Heterosexual,Veteran,B,158.2178523004137,E,49.92870912935423,C,D,64.28930595333054,-73.05196885205109,B,0
Mental,Black,Other,Non-Veteran,D,-11.201316128154435,E,15.940561921393465,C,E,2.0870868072212794,-107.75346608484375,A,0
