military,civil_status,race,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Veteran,Married,White,40,C,221.5780110801075,-146.72628892620202,A,C,157.28109746162576,E,1
Yes,Widowed,Other,44,E,-184.63301301425784,104.8731687141121,A,D,-108.09645505427119,A,0
Veteran,Married,Black,67,A,185.8810699826147,-49.41150592345682,B,D,47.23226650345158,D,0
Veteran,Single,Asian,64,E,-31.01483408395677,144.27133881293287,B,E,-102.98982055893491,D,1
No,Single,Asian,67,E,1.9487733586031473,-140.70852251787747,A,C,-20.61866204452927,B,0
Non-Veteran,Widowed,African American,49,B,-106.09166469358232,-64.49668443720543,D,A,-78.66450272715278,D,0
Veteran,Married,Asian,42,C,-55.12264046540923,62.360927300322444,A,B,-73.99665617353371,C,0
Yes,Married,African American,81,C,33.64470413374505,55.42042145692355,D,E,-0.1258916962936584,E,0
Veteran,Single,Other,74,C,-133.4158372800631,130.14417849870708,E,B,-25.516941877525074,D,0
No,Divorced,Asian,41,E,30.054236134870134,82.77085418452768,E,C,143.6824995678978,D,0
No,Divorced,Other,21,B,-23.586477793039663,-66.32234617952979,E,B,-27.314461081872498,D,1
Veteran,Married,Hispanic,55,A,13.036057445078189,-127.324797779124,C,C,-71.73899547157369,D,0
No,Widowed,Other,37,D,39.65442257934008,87.27216493076297,E,B,193.6492030074433,E,0
No,Single,Black,23,C,112.40171351296107,-43.58110229164472,D,B,12.237645450771224,B,0
Yes,Divorced,Asian,20,A,27.648161087384228,101.30589820374949,E,C,-83.90483066137071,B,0
Veteran,Widowed,Asian,81,E,-10.902778615852645,-55.213369634029,E,C,183.76302886942977,B,0
Non-Veteran,Married,Black,93,C,39.74881919336746,-103.78039265152539,C,A,-117.14945087502049,E,1
Yes,Married,White,66,A,-47.07837626699305,-214.84862701383202,B,C,119.00657412899915,B,0
No,Single,Other,97,C,165.38620670555915,130.66915800953453,C,E,-31.22412759706556,B,0
No,Married,Black,56,B,46.7262659133057,29.169952964786393,D,E,86.38363884945393,A,0
Yes,Widowed,White,76,B,-188.52910778358392,-11.408062829656474,A,D,-148.78006110702174,E,1
Non-Veteran,Single,Asian,64,B,-153.8648965870567,-69.02963772496524,E,E,44.17274914171697,E,0
Veteran,Divorced,Other,63,A,33.53360548184385,76.95673119262871,B,D,-14.445578132170706,E,0
No,Single,Hispanic,85,B,253.87280662967044,79.60088547841565,E,C,-67.026677221494,A,1
Yes,Widowed,Hispanic,86,B,-129.2656561945465,-120.29169652483401,B,E,10.32306817884759,C,1
No,Married,Hispanic,77,B,-82.73711181215813,-113.95846810753216,B,E,80.49002454748654,E,0
No,Divorced,White,63,C,11.451132789559287,-156.84506759368278,E,D,-47.03612185388907,D,0
Veteran,Widowed,White,46,A,-20.422067186674198,60.86266049064019,A,A,150.41502470492497,D,0
Yes,Widowed,African American,51,C,-28.80827914110988,-109.53468766631322,B,C,113.28618027904352,A,1
No,Divorced,Black,89,C,150.5776592085134,118.6098417984881,D,A,111.12868054862406,C,1
Yes,Married,Hispanic,54,A,20.410473785103203,-219.91259068375962,E,C,120.0742110980962,B,0
Non-Veteran,Widowed,Other,80,A,7.90588874905996,15.381033218521644,A,B,187.64658203510788,A,1
Veteran,Married,Black,28,E,-42.48215805549289,21.992610210516133,A,A,99.74896194457445,D,1
Veteran,Widowed,Black,56,C,45.35157918432271,-66.16686606625709,C,B,-11.670839554652886,E,0
Veteran,Widowed,Black,60,C,-177.98970477864464,-133.25499695961352,D,E,-16.002373043765406,B,0
Veteran,Divorced,Other,80,C,133.5770115596446,152.02722752805477,D,D,-58.41041837887584,B,1
Yes,Divorced,Hispanic,33,E,32.89148625661158,-25.440305713123085,B,C,43.05585574535128,A,0
No,Widowed,Other,50,E,-44.94947992643992,-171.9512740776026,E,A,8.800726678206756,C,0
Yes,Widowed,Other,64,A,130.74246147025167,23.809075522804378,D,C,-75.6014016995308,C,0
Non-Veteran,Divorced,Hispanic,86,B,33.42033004410243,-13.841791082850104,A,B,-31.154027752422074,B,1
Yes,Divorced,African American,33,D,54.35872787178947,31.043830828496244,E,D,-107.00468824421378,D,0
Veteran,Divorced,White,18,D,159.2356255275694,-49.0035567925939,A,B,-45.572562665029665,D,0
Non-Veteran,Single,Black,75,C,-90.71559624796902,36.49779392206627,A,E,-136.92035512880724,A,1
No,Married,Hispanic,97,C,59.40987287036003,-93.10197491509065,C,E,-109.18273964218963,A,1
Non-Veteran,Divorced,Other,97,D,-168.1625339764879,-2.96083601621805,B,B,2.152396806843082,D,1
No,Single,Black,37,E,-75.7680197043515,99.86275450648483,A,A,-81.72737769519436,C,1
Non-Veteran,Single,Hispanic,38,B,124.72675283451429,47.803130498130066,E,E,41.54107002891118,C,0
No,Single,Black,42,B,-193.00961011438318,2.148850100231921,D,B,210.15513153900298,D,1
Veteran,Widowed,Hispanic,87,A,22.595364450953383,-82.2306648106935,A,C,-82.71370731055508,C,0
Veteran,Widowed,Other,81,D,107.4118331485169,29.456572600346853,E,C,215.52070325847055,B,1
Non-Veteran,Single,Black,71,A,-25.74911021900863,-213.35142024678376,E,C,86.94127373054275,D,1
Veteran,Divorced,Asian,58,D,55.67721141105678,111.9793823848013,C,B,-145.7672014350611,A,1
Non-Veteran,Single,Other,20,A,229.9564738392207,68.95449719595973,B,B,-116.80722127251546,B,0
Non-Veteran,Single,White,41,D,171.64382884525523,76.46090427106729,C,D,-80.38118608052784,E,0
Yes,Single,African American,58,B,-47.60224869073195,35.2444125399093,C,C,-7.143804651002951,E,1
Non-Veteran,Widowed,Other,62,C,44.78650264120147,31.891010730773573,D,E,-28.034348462691057,A,0
Veteran,Married,Other,82,D,-137.25085719909194,28.651982235571836,C,E,-20.999577117502678,A,0
Yes,Married,African American,32,A,218.3724272471589,41.89333128751195,E,A,-78.1961309460682,C,1
No,Married,Hispanic,66,B,82.23879147488172,118.24222809096298,E,A,47.25623694288765,A,1
No,Single,Hispanic,57,D,-103.00171275808336,107.40458419550978,B,B,-30.492978258100223,A,0
No,Divorced,Other,95,C,-83.9856789316131,-91.66571395517163,B,A,72.68227224233098,D,1
Non-Veteran,Single,Hispanic,53,E,-47.879407057072996,-40.94904275551375,B,D,-36.114435056041096,D,0
Non-Veteran,Single,Other,96,C,241.46261748517918,-42.13266882796959,C,A,-30.739664794571574,C,1
Non-Veteran,Single,Hispanic,45,D,15.393375448677077,223.6310836403145,D,E,-18.774159804865686,D,0
Veteran,Married,White,72,A,22.37748771225818,51.052321714249196,E,A,90.09116160462759,B,0
No,Widowed,Asian,43,C,-14.186121982458108,70.29240509928036,A,A,167.11919500446345,E,1
Veteran,Widowed,White,82,E,70.8805705637787,-174.33463141070797,A,E,-254.86408454901132,C,1
No,Married,Other,28,A,128.23257662216056,34.73805883698737,D,D,-50.55621960570672,B,0
No,Single,Asian,34,B,79.27031997398882,59.708127773625286,A,A,-8.688845787929631,B,1
Veteran,Married,Asian,19,E,32.64039266375367,-16.016174064045945,A,E,-43.77941411432524,A,1
Non-Veteran,Widowed,Asian,41,B,-216.76994078595985,141.50497564566174,C,B,-81.09728033183319,E,1
Non-Veteran,Single,Other,78,E,-44.1728494639056,-85.91172543797398,B,A,157.67548965848118,A,0
Veteran,Married,Hispanic,25,A,239.85027544292862,146.32480420649568,E,C,11.031632939555005,E,0
Non-Veteran,Divorced,Hispanic,35,E,14.996867930311646,-117.75607792216928,A,D,-21.698264344110406,D,0
No,Widowed,Hispanic,69,E,120.52733952764318,-26.192830002150007,E,E,64.11988779453314,C,1
Non-Veteran,Single,White,61,B,29.17345886680372,120.20422703825733,B,E,-215.3812231934781,C,1
Non-Veteran,Divorced,Black,90,C,-24.912816200044013,-124.17357308635728,E,C,120.24205560375529,C,1
Non-Veteran,Single,Black,42,D,-30.500602842377837,-64.92608404191901,D,E,12.783062706260392,B,1
Non-Veteran,Widowed,Hispanic,43,C,28.116688433586106,65.424792600082,C,D,64.20416579541876,C,0
Veteran,Widowed,Hispanic,85,C,63.60290770573408,69.31798876286165,D,A,-120.41283083838161,E,1
No,Widowed,Asian,96,D,-149.84769964643746,23.873545929326497,D,C,-125.07686482572808,E,1
Yes,Married,Other,28,B,129.70374813124715,131.57590753111728,C,C,-185.4180709498441,C,1
No,Widowed,Hispanic,60,D,-55.22912913787999,-42.78423378175068,B,A,91.91258551107747,D,1
Veteran,Divorced,Hispanic,56,D,73.78594939049165,-50.14763883636139,A,A,-40.221256126566765,C,1
Yes,Single,Black,54,B,-173.22190819660156,-46.2281910231703,E,E,168.98831240180715,C,0
Veteran,Married,Other,80,C,123.87780513102142,24.52343112637207,D,E,-1.7557004931405658,A,1
Non-Veteran,Divorced,White,23,D,113.71891335839841,16.817655324212232,E,E,63.245027165061614,A,1
Veteran,Single,Hispanic,26,B,16.134130203166634,-54.35940345295664,B,B,-155.98944508789722,E,0
Non-Veteran,Married,White,33,C,136.6218744061538,-7.070673002060592,A,B,-63.40557387868966,C,1
No,Widowed,Black,46,C,38.80825245493521,19.52514149626929,E,A,-0.7667185962671987,E,1
No,Widowed,White,74,A,151.08570997026197,-199.64099865699498,A,A,126.03018423941113,D,1
No,Single,Other,59,B,-71.24224888236886,-57.095386375379064,B,C,79.54736513805794,D,1
Yes,Divorced,White,40,B,-131.13463924731653,-70.37283901322783,E,A,42.70454033050201,D,0
No,Widowed,Asian,57,E,-56.31941044474327,-11.360407613994166,B,B,81.86262862771613,D,0
Yes,Married,Other,70,E,30.83493006728557,-66.69242546634904,E,A,45.235760176750404,E,0
No,Divorced,African American,87,D,190.07086489642424,-90.21041948459325,C,A,-151.90579280468344,E,0
Non-Veteran,Divorced,Hispanic,26,B,-7.015201394588479,77.64050490470423,A,B,-235.03757554168106,D,1
Veteran,Widowed,Black,96,B,-7.024885529119232,55.17713971471242,C,C,-90.50944017728827,C,1
No,Divorced,Hispanic,37,D,-21.933023194708724,-14.667561650639477,C,E,-120.43388596852786,D,0
Non-Veteran,Single,Hispanic,45,B,-62.09211248370241,-128.166563290939,B,C,93.59060059920121,E,1
Non-Veteran,Single,Hispanic,65,C,-79.84144799930122,-62.89048591943525,A,E,68.10366545507301,C,0
Non-Veteran,Single,Hispanic,59,A,-158.44514333394056,-102.60888787670952,C,C,-25.02016792536079,A,0
Non-Veteran,Married,Hispanic,52,D,64.88274633428655,-137.04877599937328,A,C,-117.85064501522035,E,1
Yes,Divorced,Other,66,D,-30.791388853343122,-55.367679594245644,C,A,111.00349677783402,D,1
Veteran,Widowed,African American,81,E,-325.16416189146463,87.72977274251781,C,C,34.9596227681811,C,1
Yes,Married,White,65,A,-63.926511146946986,90.1576510983485,A,A,68.64251031300479,D,0
No,Married,Other,51,B,-42.2003737852604,-127.47918658307773,D,E,-127.84002001928934,D,1
Yes,Married,African American,44,C,126.2299278784018,-63.06221906034018,E,C,88.27119109299969,A,0
Non-Veteran,Married,Other,57,C,149.44475880350168,-70.91591693107765,B,A,-65.00821289272051,C,0
No,Single,White,72,B,11.375545900273663,180.39096891528268,E,A,-2.344472058446067,A,0
No,Single,Asian,58,A,76.69500310830162,99.79432354154628,C,D,-135.3358930397792,D,1
Non-Veteran,Divorced,White,20,E,45.95698199996544,126.51818252650986,A,D,35.036061879578526,A,1
Veteran,Divorced,Asian,70,D,-91.91481935117626,73.63759373523516,A,A,93.8078354326435,B,0
Non-Veteran,Single,Black,79,B,2.539954431011492,-2.0490930388580337,C,E,16.17509357599431,A,1
Yes,Married,Other,39,C,-37.369421355162224,7.647515221073102,E,B,2.152203305830653,D,1
Non-Veteran,Divorced,Black,38,C,-68.39391939008102,90.51129096650624,D,A,36.53401841694466,E,1
No,Widowed,Other,56,B,104.12606930326103,56.50425010548744,A,A,-104.62876573162974,C,0
Veteran,Single,White,19,E,-43.8777690380256,-155.88104031352842,D,E,-120.9115836713693,A,0
No,Widowed,African American,96,B,106.75640307829737,168.16604215146612,B,D,-68.46800960217014,D,1
Veteran,Single,African American,38,A,-86.35207772290988,-20.400717987315126,C,B,53.54473691498772,E,1
Yes,Widowed,Hispanic,41,B,-77.77894115013144,8.024314859188857,A,A,17.482731954057517,B,0
No,Single,African American,83,E,-37.74404198762375,-122.44071415563866,A,E,-42.137349939763546,E,0
Veteran,Married,Other,35,D,-102.17889423562741,36.065710619223665,E,C,6.880583883217824,E,0
Yes,Single,African American,31,B,-13.685531604610707,19.632172220880445,A,A,24.927599797411972,B,0
Non-Veteran,Divorced,Black,80,E,159.48737832935035,48.909568121463906,D,A,-257.0083025478131,A,0
No,Divorced,White,58,D,19.854937214200884,77.91731891781234,E,C,-147.32473909641556,E,1
Non-Veteran,Divorced,Hispanic,50,D,22.73910579800771,111.72045014840921,D,E,-62.78538702453821,C,1
Veteran,Widowed,Hispanic,56,C,114.90140290341321,40.25783964764131,C,B,74.84647545275665,A,0
Yes,Divorced,Asian,56,B,99.58131953222309,-104.75959517047038,D,B,5.188545258676207,D,0
Yes,Single,Other,61,A,17.760543774143255,179.86477934709737,D,E,9.741338884744131,A,1
No,Single,Asian,88,C,-16.696634325828768,-8.55917694325222,B,E,-100.82887849883495,A,1
No,Single,White,62,A,219.73241929983547,-127.48964991971808,C,C,62.46574378171241,A,1
Yes,Divorced,White,75,C,49.62682599441307,-119.61349380660458,E,E,-140.06421354327185,E,0
Yes,Divorced,Hispanic,97,D,-66.70701315535852,-167.24782359509163,C,D,59.71450442524219,A,1
Non-Veteran,Widowed,Hispanic,55,B,-34.479480973970624,-88.34945754061475,B,E,100.44264618593621,A,0
Veteran,Widowed,White,45,A,191.81145204897976,-19.581436182920033,C,D,114.61041662210667,A,0
Yes,Married,Asian,18,D,102.80179831199092,-21.49288978493013,A,D,-73.40185150757308,D,0
Non-Veteran,Single,Other,80,B,123.67619262276818,35.005453890081455,C,B,9.905547213970037,A,1
Yes,Widowed,White,39,B,-88.89632009625655,133.2208687836421,B,A,74.79497241262636,A,0
No,Divorced,African American,59,B,17.896058918844766,-81.39476852708563,D,D,-21.850348580303212,E,0
Veteran,Single,Black,71,A,-19.22686689363326,-63.52013771088215,D,D,27.874774973272704,A,1
Yes,Widowed,Other,56,A,-174.34600212330022,7.399732443049236,D,C,78.76624527980735,B,0
Yes,Widowed,Black,51,A,-107.95369214874772,89.33571725267578,E,B,1.0874938841540027,C,1
Veteran,Widowed,Black,32,E,35.9378404895237,-23.05058655917233,A,E,-8.01852082635779,E,1
Yes,Widowed,African American,44,C,27.045688306246863,17.20618124976272,C,D,-24.68658522320378,A,0
Non-Veteran,Married,Black,97,B,66.59054867704903,-169.46138959810162,E,E,165.46343667071056,E,1
Veteran,Married,Hispanic,74,A,-133.78732054067885,-70.07580371478628,E,C,-31.377873127335558,E,0
Yes,Single,Other,29,C,-242.33732882508207,76.6911719899229,B,C,181.51759968424895,A,1
Non-Veteran,Single,African American,80,A,-138.9255505963708,-83.22039162932154,C,E,-103.52684485480094,D,1
Non-Veteran,Widowed,Black,64,B,-11.533388792587871,-167.4294244025851,E,A,-169.8952206999799,E,0
No,Married,Hispanic,81,B,154.30704937716726,101.34174263378004,E,C,12.58387259608314,B,0
No,Divorced,White,80,C,-97.35777366392516,-197.12278917239215,E,D,23.958478313091767,E,1
No,Married,White,23,B,-80.30839337850861,-91.97598864342578,C,A,-131.79530636298287,B,0
Veteran,Divorced,Black,60,A,-56.44564055470133,52.53035495487561,D,B,-4.364169109427487,D,0
Veteran,Married,Black,23,D,31.7612101275669,13.196834856136949,A,E,74.89286905386524,D,1
Yes,Widowed,Black,55,B,-83.67762340254853,-140.8412065062828,B,A,69.85554508509576,E,0
Veteran,Single,Other,36,E,-112.31587655071442,72.38588271571084,E,A,103.02264394609708,B,0
No,Divorced,Black,29,D,165.78900345985502,18.335254883110107,E,D,-107.001249024875,B,0
No,Divorced,Other,52,E,90.72015092514083,58.828376539101235,A,D,-82.74522408980009,E,1
No,Single,White,66,B,188.95719853867524,207.5426325877114,E,B,46.33440233378496,B,1
No,Divorced,Hispanic,42,C,-1.5098041394831399,33.53059457067336,A,B,-112.15904389514549,C,1
Veteran,Single,Asian,30,A,19.062131413393875,-13.070228101636951,A,D,-81.59066660758945,B,1
Veteran,Divorced,Black,52,C,-2.908626594097342,25.47030696766985,D,C,74.51839938162315,E,1
Yes,Widowed,White,50,D,110.77600006617831,-9.230801964029114,C,E,-14.32128612491274,B,1
Yes,Divorced,Black,68,C,166.03434054709606,-81.4089097105321,E,E,154.29556053934022,A,0
Yes,Divorced,Other,47,E,61.959869096006784,-129.9707735057279,A,C,-19.335168976629618,A,0
Yes,Divorced,Asian,48,D,110.3909829204813,132.30953930350415,B,A,1.0956597231716847,E,1
Non-Veteran,Married,Other,55,B,-80.12715420523362,-14.879648966290599,B,B,-65.36664856379629,B,0
Veteran,Married,African American,83,B,-59.17556007059538,109.48234503126795,B,B,10.163900353225255,A,0
Non-Veteran,Married,Asian,32,E,-115.94197258396339,85.19376167014251,C,E,-24.997033155424173,B,1
Yes,Married,Hispanic,99,B,6.922276104177325,330.93989558281277,C,C,-142.48584071329722,A,1
Yes,Single,Other,86,E,-105.99245068270791,94.42796205368295,A,A,-162.09017605126232,B,0
No,Married,Black,86,B,51.436218217559194,-37.995143018585495,A,C,154.36941688892574,A,1
Veteran,Single,African American,55,A,-72.59388247739108,-117.818472203254,C,C,90.66860172061534,D,1
Veteran,Single,African American,37,D,-198.32822146483394,136.38254072298562,C,D,-3.4266724274187386,E,0
No,Married,African American,40,B,-137.948708570898,-189.78171100440696,D,D,105.76498657919223,B,1
No,Divorced,Black,52,C,-23.569868012207092,-4.914120265963186,B,E,97.62542503755517,D,1
No,Widowed,Other,70,C,-217.8770423176071,-21.486624378275398,C,C,-169.811313311726,E,0
Veteran,Divorced,African American,63,B,155.37806496337845,20.652056381233738,D,C,57.295381631255324,C,1
Non-Veteran,Widowed,White,51,C,102.82331574058693,237.56209951345647,C,E,75.34965530762678,A,0
Veteran,Married,Hispanic,47,B,85.13451521256276,58.22350654556999,C,B,-177.36172102303956,D,0
Non-Veteran,Single,Asian,87,C,-3.8434006416358955,-79.61314529892644,A,A,140.37253409891196,D,1
Yes,Widowed,Asian,63,A,107.29490428203871,9.71641670192813,B,D,129.4128275027843,A,0
No,Widowed,Asian,80,A,132.20487986715165,-4.460914236684312,B,C,-36.053047343595644,A,0
Yes,Divorced,Black,69,A,77.09507587306868,107.65004364997786,C,C,-131.0431361306172,B,1
Yes,Divorced,Other,42,E,-8.996841349069,-107.8540972254189,D,D,8.599186664694278,B,1
Yes,Divorced,Other,95,A,65.96877019139588,138.2667886172254,C,B,-228.51958514413852,C,0
Yes,Single,Other,56,C,-32.62512143155787,-16.43380981604729,E,A,-245.91924065967618,E,0
Non-Veteran,Single,Hispanic,67,A,204.96161483856352,-82.51338632475442,D,A,-61.45459345957687,D,0
No,Divorced,Black,94,A,-183.60049956038515,8.615546766106942,B,C,-15.363609759456212,E,1
No,Widowed,Other,78,B,-271.046574144428,-57.78378680886605,E,B,309.7870528032484,A,0
Veteran,Single,Asian,39,A,111.1162850291206,45.16947159434792,A,C,-81.9162454947447,C,1
Non-Veteran,Married,White,42,D,-15.321389038186888,88.79564163932892,B,A,110.06167434130911,E,0
Yes,Married,White,72,D,-183.44225351537403,9.841181263728194,A,D,15.77607628887489,C,1
Yes,Divorced,African American,85,C,-9.789979485990157,20.636563655644647,C,A,-69.78582317996738,E,0
Yes,Divorced,Other,46,C,181.5939241320781,-310.22759979236173,E,C,-73.47024572288628,B,1
Yes,Divorced,Asian,63,C,20.774240249436367,29.999730141075815,C,D,-14.252857123149251,B,1
Veteran,Married,Asian,46,A,146.87749162241892,-224.39192873824572,A,E,84.74580381156856,E,0
Veteran,Single,White,82,B,-77.40148869761524,-91.75583059387566,B,B,-55.13111613092472,A,1
No,Married,African American,84,D,41.162408214739564,152.8634678840054,A,E,-25.077016890204195,D,0
Non-Veteran,Divorced,Asian,90,A,-51.98926126576438,-167.7926439518311,A,E,0.9478704419846842,A,1
Veteran,Widowed,Black,24,D,-249.04576827142338,-22.834378836621177,D,C,63.47173537559899,B,1
Non-Veteran,Divorced,Hispanic,63,B,196.86107473319217,73.16171775806272,C,B,118.01402782411907,D,0
Yes,Divorced,Hispanic,71,B,-6.36668614257838,109.32819324513213,A,C,-146.6103515775139,B,1
Non-Veteran,Single,Other,79,A,-116.2657695149794,106.89338128046724,C,E,52.28582118551601,A,1
Yes,Widowed,Other,67,D,-128.77334938180286,161.70809357007224,B,B,-28.40803626896363,E,1
Yes,Married,Other,26,D,51.905205613193125,149.86587023848745,D,A,94.70714077794511,C,0
Yes,Married,Other,93,E,84.12206251456111,91.87531931694123,A,C,3.878918542622731,E,0
