orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,D,24.508434845160334,11.69446995455043,66.09747106977795,C,-1.2532826785257043,B,74.29797071087242,D,E,157.093640151471,B,D,42.80219966713808,-27.90068133180033,12.123246012966211,31.12030423448486,-64.10406713856787,E,0
Heterosexual,B,42.133378145534465,-17.98719603578253,-153.83403121773765,E,150.41055176755407,C,23.024151833829748,A,D,85.39653752834293,D,B,-18.731306745205416,71.65597635499653,190.42416099570906,-4.8798640200506185,-6.466894168553907,A,1
Homosexual,E,-177.8609466351784,-148.0853928696894,-132.23324531896523,A,46.72262654011013,C,0.10397842524399208,D,C,57.97160297790583,D,E,-107.66589981562748,109.94191590185704,153.8699625774526,3.4742391123771275,159.5195406438038,C,1
Other,A,33.251899710369536,-23.61627378532195,-95.1858006101137,E,37.75459087937322,E,219.72177055796092,B,B,-70.54626452992207,A,D,166.3396458305071,-98.70570936757673,-65.47205789197915,1.4427099363690192,-122.45418743214458,C,0
Bisexual,E,-68.22210923091035,-123.71110824748077,-160.35876428851324,A,1.7499801492009353,E,93.94863912714322,A,E,-183.04553415619435,A,D,-50.32928569534584,-77.43641940412289,-91.66094864146791,-79.42457556697802,-176.15173517389815,C,1
Homosexual,C,136.33284094433037,54.26099550230351,9.161321658750738,C,-144.96440195532284,B,-155.69878753502954,E,D,-28.226301996179203,B,C,-100.11662015347879,66.93878382757379,9.878690524278129,39.48260799449813,-35.717660860444745,D,0
Bisexual,A,125.0782401156165,-86.6578407100462,182.92086134496896,A,-1.3106193749845436,B,-67.23192533969312,C,A,-183.9190660547987,B,E,36.69644588168807,29.67697391066217,90.70404728718809,229.89372707600543,198.96444353674303,E,1
Heterosexual,B,63.93045032433694,0.7946967392958236,43.92578923010911,D,182.08373122960043,A,22.61651438183674,B,E,-161.3867799780282,A,D,122.36827398636845,-272.27632964212785,-29.904751575265177,78.93882142062235,0.06286418968459634,B,1
Bisexual,D,-11.477086734758362,54.8736159918071,19.73276163466187,B,-143.1038356468908,A,-242.95932535030653,A,C,-180.77530480380582,E,C,18.555727661723935,-94.07383859181235,39.360867231730914,-14.66659765132124,-120.98501899014396,E,0
Heterosexual,E,-61.80566635854024,11.844170007311854,12.99375052429588,A,17.733593472312762,E,67.45540009612235,E,B,-64.33882422710681,D,E,-2.1732274042021893,78.3833817936182,-96.50861016294823,-75.03613549894413,181.96372282993715,D,0
Other,A,18.52919249082975,80.6571376571196,167.96909826895222,C,50.0422993757757,B,-78.99818599260706,A,D,181.29479180893074,B,A,-94.3164616542206,-42.11329865839315,-6.320219537192464,3.0586829669411464,-24.19313591144779,E,0
Other,E,12.486446981221697,3.2251011800295686,-46.56846249092653,A,-129.06603302202615,E,-9.883955601662986,C,E,83.00497452725794,B,C,43.587330913459574,-18.857240210438064,6.515756538729037,-6.128876916383042,-22.214069311887773,D,1
Bisexual,C,99.62467726357802,-52.82798419765107,-14.243283834482801,E,211.05090321474052,B,25.811874125146243,C,C,-87.6872114768047,D,B,63.90176636101918,-83.65837781635719,-44.14453856016315,149.59773871013644,-163.1962453686697,A,1
Homosexual,B,-153.05759525309546,62.38024739164555,57.234152015796,D,3.0965661446349886,A,-133.20588040203089,B,D,115.94094787406577,A,E,-83.70251468594356,97.22119892088898,67.75333412433973,-3.3050071375656382,-12.740918120116218,E,0
Other,C,-75.85721916856345,79.59577630734745,73.3088236717857,D,138.99478069302666,A,-130.70244186724585,C,C,-15.403156163471152,C,E,-236.4853780590452,69.15611923187926,43.82085719798595,-71.59503193784165,-59.137146109880845,D,1
Other,C,-114.78862160071499,136.2172346047437,-151.15506257473112,B,-81.0441308993363,D,27.921617257936287,E,C,50.96468872913542,D,E,-103.34096810085029,94.83078341552667,-164.97529261486224,39.62029708245705,109.75815273359429,D,1
Homosexual,A,-140.82425217397636,-150.16747314691773,-55.606603754090756,C,-240.73521430545966,D,-44.81450046071238,B,C,37.17620674690762,C,A,58.589133640192074,124.18050937200798,54.35806386516209,24.11014424191178,-8.45422635129829,D,0
Other,D,115.35982817623973,93.505407716942,-0.8687204961108355,D,-34.450314566570455,E,105.46380890520383,D,E,39.39201829595322,D,C,124.76860266714489,53.66616869751003,0.036035001597257164,-14.602430444996175,44.37088974909303,A,1
Other,E,51.15145305224986,-37.48347673637986,-22.233703499752743,D,80.48375279840809,B,-34.74483135097273,C,E,-94.86016987354334,D,D,-53.88084199735111,-187.93356780601152,-4.090515745108185,131.08429647918723,148.29589828007155,A,0
Heterosexual,E,-38.150426631228015,38.40362685733381,16.760542542168626,A,-71.96098484541697,C,72.69945094463172,B,E,19.067957780203624,B,C,150.07640474518257,-42.82819221737802,-58.2208937900323,-140.74452319796512,0.29319037523523156,B,1
Homosexual,B,57.66486170397626,-93.98322372598473,-48.63197075165257,E,204.06640662132963,D,26.357302737946558,C,C,-23.205742735543463,C,E,45.93277676213535,-256.47725395843946,60.72247771789012,99.80472414022876,67.21189341803117,B,0
Bisexual,B,145.67816909656895,-73.01504840148387,100.57599660856388,C,156.69702970595242,E,23.227070745668403,A,B,-193.06212901980467,E,C,74.65690344739816,90.0471265263752,-12.487650055330409,74.6142832512663,1.7850464559169121,B,1
Bisexual,D,-143.21740411761968,64.19190784652955,244.9372290248947,B,-4.263323619054488,B,-41.79835537526765,A,E,85.28452863198942,C,D,97.03769950829476,73.02024199408244,108.76000366659197,-131.44787736254304,-220.18621142621083,B,1
Other,B,3.992635894234744,90.55535338819834,125.15390345707513,E,-88.31250795989973,E,90.03389694062636,B,D,103.48952339770265,D,C,-14.75139705778841,41.10216660675958,-112.0085743841213,12.525873111186295,161.81445478803025,E,0
Other,B,-56.28699162012928,32.49922530507569,-184.87342212899972,E,68.13248329478574,E,-35.28271079870803,C,C,-144.11395300729288,E,A,105.5020860145382,122.37642052340864,43.37215992865008,-51.497393959997375,-48.599561406056964,D,1
Bisexual,C,106.14060573463249,-166.4934918110319,-51.645179716517994,B,-2.6038887417030594,C,-81.50139630885705,A,B,49.929891052395995,D,C,19.804412046318962,116.0091594448138,40.54274265716814,-59.640901679727506,-4.771008938434745,A,1
Bisexual,C,50.16687238314079,17.40359112316181,-99.14287083030652,C,-9.427585137510722,E,-37.82561659447188,D,D,206.04503132305774,B,E,-198.98107599433592,-44.2812768745828,-200.851305448763,73.10289842572409,37.657165656108646,A,1
Heterosexual,A,-55.15881017482587,155.59431376157391,89.72972207276536,D,-83.29541151754526,E,-63.05290098972635,C,E,-86.23379060193668,E,D,113.46753019322753,-88.75116338381983,43.68848625320132,-20.861835143887184,-128.83953815748575,D,1
Other,A,106.40240059563364,-226.60213803659568,-85.95239240493633,E,72.11691773770788,E,129.95342005014678,A,D,-146.5800684374143,A,C,50.852357786156446,-70.36858124932746,-71.73224141773711,-115.46475897785164,35.94342855245037,E,0
Heterosexual,E,52.298012845502704,-0.12100168138851299,-11.39505369136399,A,-133.73518323927559,B,-39.81312041877235,D,C,37.73592686648227,C,C,210.2066082999569,-38.21957896938006,63.885040200861596,126.26942109899082,136.54859878275286,B,0
Other,E,28.30937639799076,44.70871894556605,-33.308448305390414,D,187.94433301444505,C,152.6657235038871,E,C,54.104036636039446,D,B,-17.99616866257807,141.86535951087228,-81.40482942267643,8.631899617097186,-69.01635026528669,C,0
Heterosexual,B,-82.74786517029332,104.66577360517581,-79.39309636642109,A,-50.34022152677602,C,-1.131022096601296,B,E,14.795466591237332,A,C,-59.97318669694709,-140.56518224673957,-19.34348818153829,6.838577444389212,117.78481284681396,E,1
Heterosexual,C,-23.048536863307902,116.55524457567026,-20.36736675647253,E,230.03753648833464,B,112.96646502068359,E,C,70.69419532872585,B,A,-115.6545093468768,158.1193426774666,-0.06899629998198906,131.0963955999744,105.01380370586561,A,1
Bisexual,C,195.9567030532018,-45.32194673824498,-16.950869752411542,A,-138.21543770548385,A,102.58675838337892,A,B,-24.934093483439813,D,B,66.78859191517562,-134.16341923156466,2.092018237267943,12.042958561218802,-32.91009821427478,B,1
Other,C,85.32857751617166,89.15596188704305,2.5579547654071995,D,-62.803767190107465,C,86.80069880630829,E,D,-0.16718418678803185,B,D,-99.14317203737623,-81.09297784731113,17.977528097008065,58.41761414163993,63.04000309733727,B,0
Homosexual,D,158.92368161093125,40.44268700791106,26.376574549000736,C,-133.37575537191807,C,244.7806167469182,D,B,27.67780791073558,D,E,-149.1157377195111,-49.68816491155702,52.97931761979733,19.239601780756896,46.69168306651695,D,1
Other,E,-3.7824154506027856,-5.316114192903032,162.73391384778458,D,-220.50534351804987,C,126.17775289756995,D,A,-147.89958684881407,C,D,140.51826527001907,148.10025554385695,-21.77313321027982,-158.3093466211691,97.6275513779237,A,1
Other,E,196.1822745354243,-8.684044734782507,-31.564790075455505,D,-287.4310992327295,C,-32.969265630200624,E,B,-90.94279341412944,D,D,0.9586809341075694,103.98935785183548,-35.87720191799132,-89.18840053779901,-88.10478987585653,A,0
Heterosexual,C,153.77850453469523,39.82076383355033,-107.0370613661677,C,138.25283116360714,B,-48.09408714883172,B,E,-75.57043657482522,C,A,15.607269747815286,128.88617431241988,-69.99809460954344,26.205246597872545,-63.29713679164993,A,0
Heterosexual,A,66.20082895606755,-45.32694986678292,35.98279694263814,A,144.85326330798364,C,-100.18685991914008,E,A,-153.1986145329215,C,E,7.059395129396923,-85.56820174318818,7.155622505902526,91.36341503135932,-84.05341113671729,D,0
Heterosexual,E,-202.26204129084516,-113.42200540412004,-125.1104104878713,C,-44.41936222705097,B,96.47502868086923,D,D,-124.78486446185599,B,C,-64.53420416864671,82.62341660009037,-166.36442612828134,-111.21434609054984,48.41364753534193,B,1
Bisexual,E,-56.91633358319326,57.80812087985354,45.93778750086268,D,9.007493734881104,D,-102.19918494091922,A,D,-106.53954647703941,B,D,-44.81027217104734,145.631024694726,-178.53478752192882,-16.12926021678917,99.70960443533393,B,1
Homosexual,C,138.35989662181572,151.16580218832075,-142.12165404334593,C,93.56136560905351,D,-149.1732408453745,C,C,-69.00920369625584,A,A,27.34877864101641,-156.35265395594107,52.79024791255301,-88.02307829208235,94.94449299609002,E,1
Heterosexual,A,164.39333148256586,77.13592070674002,62.30565955658,A,-10.796198759457424,B,-129.58236850351025,A,D,-20.377575761109483,A,B,-34.208537111481554,-231.87847675655732,-136.25508383983419,-30.476721658522127,-48.42895144016504,C,1
Homosexual,B,20.968017330465585,120.45195627940973,-22.99706991171723,C,166.89266626347197,B,118.52592571663988,C,A,80.87845276419691,E,D,-16.895143276892714,-2.271187335207325,-175.90954392561537,-81.8829281812855,124.85817579369957,A,1
Homosexual,B,-19.7159821360997,4.048184488793869,16.26940523629149,D,-73.63529545034935,C,42.06239881189114,E,B,-104.26767524009799,C,D,-30.62179274032134,71.87903547095739,186.06019911909667,71.52527353510818,-133.26844353578738,C,0
Bisexual,A,62.45831384521352,-155.74510798658264,-137.32601101664685,C,-127.72088621443957,A,61.43079834575359,D,A,178.56677823932105,E,D,16.12207326061997,-9.484695085636027,99.05634433564042,136.36216137813577,72.3193186814975,D,0
Heterosexual,C,39.446838598370256,-2.4813244578394693,145.84060964530605,A,111.47710982264745,D,-11.45527774093496,C,B,102.2290953526935,E,C,-6.984764863802916,-5.9618227452107995,59.942106663266,-63.37273577478025,-55.35443314348248,A,1
Bisexual,E,64.44636399269625,-42.78866010002693,10.765527490661327,D,-21.369507700968526,B,131.8542448806841,A,D,89.01281601337602,A,C,95.68355270697309,-0.6268978153537297,-58.559024994458554,99.43058796854879,52.235156941940545,B,0
Heterosexual,B,-139.15822816333338,-313.3846244877276,92.79272929230916,E,-28.990495759952413,A,-51.79295083577375,E,D,-193.3149212054599,A,C,156.70514149720537,46.85718913415884,-45.5709498592595,-121.08561726125855,21.951595195934896,A,1
Other,A,129.96337136514273,-64.80099049859615,-131.99786654025797,E,4.292727373634442,B,-48.25997899659995,B,B,-154.61744602756173,A,B,77.0542896671467,148.2994258662823,39.519021942308605,-105.66255624048506,85.5621477111707,E,0
Homosexual,B,7.019683173061833,-100.80282422183254,-178.4778718810199,B,49.45702709273473,D,-88.44424776520573,B,D,7.397933522282293,C,D,-12.672718375364846,61.580512335090596,122.4188600899204,-30.64039069911104,-124.67051396347289,D,1
Other,C,-146.0693995808671,65.83751286001952,-21.11049213435086,A,46.07729373588698,A,116.02771740257953,E,C,-58.63390240708688,D,C,32.00708220562275,-172.45626567922682,-25.644851904971706,-16.64058737717235,83.14469531496985,E,1
Heterosexual,A,-47.825849410851475,99.67755698422222,-128.1716475153158,B,10.82228375081852,C,38.62538185443738,D,E,58.19897586646168,E,B,5.013580359558975,-48.83624160145354,-0.2951369324542121,-110.72791223601945,141.74192581375166,D,1
Heterosexual,C,-81.69960632214536,23.708426772106275,67.92950271633215,E,253.52402050625304,D,-2.821934202855049,B,E,-28.443846913266498,A,A,-108.09526411753878,47.224957859911,37.80197738351024,-49.178585432343006,-184.13566114505076,B,1
Bisexual,B,-49.928056058828496,131.80408266456786,127.30346961691197,C,-119.45675167338561,E,57.537436956961066,D,D,36.43263528884857,C,C,26.88000458497174,28.63595420318016,21.84757949152759,206.66925279439963,-53.30955057541071,A,1
Bisexual,B,-28.112901582103746,142.68870969955967,3.362270335693286,A,2.9928373656532616,B,43.754682976607455,D,B,-90.92284491866435,C,A,114.63454144796879,-118.54224189327533,84.54251755136382,-117.63406519890343,170.20389091461286,C,1
Homosexual,B,33.0504589084348,-36.965875157624836,146.71756363268656,A,-60.587558251563,B,-107.89667095208102,E,B,-70.95526966706586,D,C,-106.87814097544535,-60.420673396999426,-104.65157168861244,-28.633206419439755,46.98799572097159,C,0
Heterosexual,D,61.57111106825434,-254.29579791756626,-26.40733713280078,B,-29.50106543966812,B,-125.7707039481071,B,C,145.60687182963534,D,B,-73.36140585216697,63.705081226244786,-53.38174847067621,44.52026096305657,20.370792238489514,A,0
Other,E,46.43696081311522,46.578972540557864,-33.57709057798499,A,12.292071096041184,A,-111.00568338273855,D,B,-121.2860743953397,B,A,100.18920351290429,-0.681505029068187,35.067895648774254,28.694086574390443,-22.747873342132223,E,0
Other,D,122.9761637842395,-109.7194374393322,32.470948729601766,E,159.58874930388166,C,-9.795239168029594,B,D,137.18685924067543,B,D,25.08228420868972,0.29438969383583063,101.40436211796535,-50.082851252582664,-195.41446933250032,D,1
Other,E,-113.50449706571854,-7.772304323820449,-119.9089423483722,E,-9.73925944183862,E,-60.22332768222678,A,C,-32.116061387242134,E,D,134.16540980869902,-66.34943288241058,-81.82087439565365,-89.387450265903,-3.4358450422671725,A,0
Other,E,-117.67900908005547,8.008951628934122,-43.57281606397745,C,-123.73571321132285,C,100.81656276819074,D,A,-155.89288482053257,A,A,54.011742386748466,7.1607942463985985,-60.36835439224094,82.97469635296525,43.36113128311968,E,0
Homosexual,D,-157.1140038958589,-30.420707883365495,47.43662551331008,B,-62.23234287340048,B,-160.9743199544222,E,B,-16.908488492043144,B,B,27.046911382728318,-136.56653119570737,36.86100525798658,-100.4343843864373,-173.89831223163,B,1
Other,B,-132.65626193458536,-62.146873304037264,6.968179594438985,B,-53.290255893815875,C,-0.130954701841093,D,C,-129.2801562537797,C,E,119.95157391797608,69.70056044553687,40.33813000076215,-110.59202960785122,-31.500080782567785,D,0
Other,B,97.96372003752421,79.52421525003882,-97.41184684724655,D,155.95094324559028,B,-47.401254665961666,D,B,132.42057611119398,E,A,-94.77337010003323,-0.6514256096403396,10.630824209655646,-94.62835116017524,-2.765681901750732,E,1
Other,D,99.78903739489404,35.43352168971122,-14.927556212755924,A,115.03441030067458,B,-80.65893345119247,C,B,41.908995862608634,B,D,-29.80309988146132,-60.183968182385215,98.9995122742377,8.576021599095505,37.98031130389598,C,1
Other,C,-54.041920216867524,27.23868791030361,-59.34739173461517,C,-7.440303358340916,D,118.73917683569022,C,D,48.035539937494505,E,D,-41.27722491832599,31.42209500227399,200.6207224215063,36.681661590195795,-49.02970494153267,D,1
Other,A,1.6039568590385065,25.28137999039355,106.95903041620826,B,-54.344211868171186,A,48.03709172751931,C,B,-136.645753748649,C,C,-23.59646405842783,-177.5007679757429,137.3796404772618,30.900038629708646,72.49881551898125,A,0
Heterosexual,B,265.37424395333085,0.2830097374672736,20.976855119979778,E,9.816080950206905,B,-29.50153336943408,E,B,49.003519281196986,D,B,-47.15864801129314,-83.43716125869051,86.95400282707382,-55.108906024163154,-2.905705302801648,B,0
Bisexual,A,180.87451401589803,-53.796268130875326,74.23478745046575,B,150.75596856501022,B,-12.499121252942409,B,A,-40.107553479602124,E,C,-2.9986030572958158,167.01376887011787,1.0774265173898212,-37.54536618811584,-131.6995771808528,C,0
Bisexual,C,-16.07245032247507,148.67949940661236,147.96310950287295,B,-45.608758209677994,B,-36.97668681120639,D,C,-23.69114557779027,C,A,193.8633491697317,101.42969596023856,-141.4700477836989,34.3306906293605,-141.4405138844061,D,1
Other,C,-24.093708350379675,90.94922407739145,122.57907123318503,C,215.42932105335893,D,-55.591146225241914,C,B,-1.1921607170617081,E,C,38.41489321121209,43.65477636130748,114.85702942031017,-35.41890671333173,-51.88544695185529,A,0
Bisexual,E,8.061390193387838,78.31340786186618,-139.0598657004762,C,-141.23935605999503,A,130.72087074271533,B,E,-31.901791320535157,C,D,-74.38266783890055,-61.446484037909144,5.48335163349915,35.2363424515523,-21.824163707165397,A,1
