age_range,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
26-35,Non-Veteran,Buddhist,E,A,E,58.26585323513033,-80.33938956710405,113.81085251147142,175.13550872319266,73.78922168353735,A,D,A,1
51-65,Non-Veteran,Christian,A,B,A,-49.37316109102444,-14.506960025328658,172.52784122405413,-66.47478664893998,79.20346380829119,E,C,B,1
26-35,Non-Veteran,None,D,B,B,28.795789965911972,193.0319131768366,-143.9808777189686,-110.58234048266729,-77.46114557486725,E,B,D,0
18-25,Yes,Hindu,B,D,B,73.69747485588978,-75.22346221912916,-26.048181751258216,87.70606001646684,-18.17551932121571,D,C,A,0
36-50,Non-Veteran,Other,D,D,A,-73.81900803192515,104.47067622998227,-62.90954565089092,-131.63788294998827,137.58900584596162,A,B,C,0
26-35,Yes,None,A,C,B,39.1163197176034,-142.80030483479786,-79.73904277840663,70.49393584843506,-30.137807476989042,E,C,D,0
36-50,No,Buddhist,B,D,D,-23.41946080481544,-117.32455522672286,-85.58940010786147,-40.33140788333887,-42.7417706286277,B,A,E,1
51-65,Non-Veteran,Other,A,B,E,107.68669624876459,190.30142528202865,112.97195322124674,-153.19434801893337,-19.87283091338896,A,B,E,1
51-65,Yes,Christian,C,B,C,-88.62813640806998,40.728089604881404,-119.01328349379186,36.85903375436306,5.78114181096929,A,A,E,1
18-25,Non-Veteran,None,B,A,B,6.233668898948559,-28.763697574394925,107.49976560086074,116.47524669716462,31.453562392108093,A,E,B,0
65+,No,Buddhist,E,B,C,-112.6454116070284,98.21386454772929,-3.989058862946853,-88.1781754555305,-6.571573415194602,B,E,A,1
65+,Non-Veteran,Muslim,C,B,C,161.3961019420768,61.043640972856686,54.666818668378426,-264.98413893481154,-13.926551957917962,A,A,A,0
18-25,Yes,Hindu,A,C,D,-121.98544905354909,-92.61669326217124,-12.04235094877949,68.01824320580236,63.8435068682231,C,E,D,0
65+,No,Hindu,C,C,E,1.20395718242041,-75.95569917572011,-81.10316663641319,-14.346758339493192,96.46608869118326,A,E,B,1
65+,No,None,A,D,B,-141.01197278224535,109.75982990509097,29.261156061294486,-91.2269996902512,-59.57230414527109,B,D,E,1
18-25,Yes,Other,B,E,C,97.02960524991347,9.6062360093976,-62.96633771096543,143.84819362910648,43.44144915105732,D,A,A,1
65+,Yes,None,C,A,E,47.78480194204956,-101.53337933376764,-1.4747173698720142,-89.40370093680106,-153.48847208480456,C,D,E,0
26-35,No,Other,E,E,E,-74.36472349789143,-13.169215696235609,-6.690943176843316,-126.01737921703386,51.85607132351101,B,B,A,0
36-50,Non-Veteran,Jewish,E,A,E,-100.95363776671051,-68.43095311025077,38.214463617575575,72.74796089291652,160.7284118185195,E,E,A,1
51-65,Yes,Buddhist,E,A,B,-21.00247951235691,40.66202891109129,17.68480370803252,-61.74477712345908,136.78524567774198,D,A,C,0
36-50,Yes,Jewish,B,C,E,125.35869709124248,-62.629459341999514,140.0474593196371,90.99207458033314,-112.45011461218883,E,C,D,1
65+,Veteran,None,C,B,C,-237.31342296015225,-88.09033573793788,94.35983704690636,115.28414889159761,-80.51755421571434,B,D,B,0
26-35,Yes,None,A,B,D,7.027539185925854,141.35047007995698,-104.55090121742612,-76.34368388080819,-33.16787340020299,B,A,C,0
51-65,Yes,Christian,B,B,C,-34.91147858434969,-158.49228614554875,-55.157636963545556,-32.16889724610999,3.2320607480159103,D,B,A,1
18-25,Veteran,Hindu,A,E,E,-39.885218084920716,79.0597346560456,-54.09013281522815,58.71538993413795,205.53287225537738,D,C,E,0
36-50,No,Hindu,D,B,E,106.43435325967856,40.51351170901787,208.48771557320038,-105.6353713449752,124.6775577110518,C,A,C,0
51-65,No,Hindu,B,E,A,-125.13396440197846,42.7987067588247,-194.25242330390472,-71.26410001970035,38.88479056634036,A,E,B,0
51-65,Non-Veteran,Buddhist,C,E,B,-45.42280729048445,-3.6300679425485267,-57.507158909462554,-110.62527630964753,2.592148913386598,C,C,A,1
26-35,Yes,None,C,C,B,-19.68401461448606,-72.94706058109406,28.663926074040248,133.73303165483512,-88.4594505403438,C,D,D,0
51-65,Non-Veteran,Jewish,C,C,E,88.78323024917411,-21.14928638904502,92.29708648093296,106.6996956905022,118.20639848961099,C,A,E,1
65+,No,Muslim,A,C,D,38.54600024132123,-22.213113489627013,-12.393554663145355,70.29455487564066,-84.34729903188357,C,B,A,1
18-25,Yes,Christian,A,A,B,47.3781851776085,-50.28598366960685,-73.80122878975357,30.877452849819203,79.44891697454851,C,B,C,0
65+,Non-Veteran,Hindu,C,B,B,45.44687649426147,-58.54162866681713,41.28575161872424,-121.85479910361833,52.60567719732017,A,D,B,0
36-50,Non-Veteran,Muslim,E,A,A,-42.68384564351852,156.7331836294451,-58.97128121395636,96.51203492700563,79.03853724253521,D,A,C,1
18-25,Non-Veteran,Muslim,C,B,E,109.13401600747146,79.46589465638874,68.49687384163926,-156.92609089070254,-11.803505680178016,C,B,D,0
36-50,No,Buddhist,D,A,C,74.83247233953293,14.669055512356927,-100.80944373547558,-5.670638278394814,46.11767535704227,A,C,D,1
18-25,Yes,Buddhist,D,A,B,163.60105087802802,82.9169347217198,-26.748282550826147,-71.49462020595425,146.76687931803934,E,B,C,0
36-50,Veteran,Other,E,B,A,-76.4491874600734,-86.7191596739769,-165.4226842231497,-21.400685701593343,47.44273190146486,C,B,A,0
18-25,Non-Veteran,Muslim,D,E,B,-9.749211763007388,115.36073497612729,49.67195641211749,-77.88232928884511,-0.29375906750000313,C,A,C,0
26-35,Non-Veteran,Buddhist,E,B,C,39.059642770893674,145.98631556399667,134.11370794788832,-25.658948943431458,119.45804822334816,B,B,A,1
51-65,Yes,Other,E,E,B,-124.89348092678327,181.7610203063269,123.275523863168,-14.965861843228806,97.133109101555,B,B,E,0
36-50,No,Buddhist,E,C,A,390.08983079214556,-79.6179054192329,78.41653002165468,-167.62179263726554,-146.78722739041422,B,A,D,0
65+,Veteran,Muslim,E,C,A,-6.370092592528325,102.67552376998859,-39.58838902440832,185.504635131269,-69.47112779382628,C,C,B,0
36-50,Non-Veteran,Christian,C,A,D,-133.09254966744433,-100.76231366506423,-185.54564037993708,-42.187602620029146,22.534481985820094,C,D,D,0
36-50,Veteran,Christian,B,E,D,139.911725671458,-219.428025963603,74.2027448069457,22.098254765726768,155.14953428381702,E,B,B,0
18-25,Yes,Muslim,D,B,E,-71.45436169951546,-78.4697723371774,12.042820934637293,-136.4199801004075,-85.94292804404954,C,B,B,0
26-35,Non-Veteran,Christian,E,D,B,-125.82804018885767,-141.54676949679836,14.643156146905117,64.22639854102036,22.10890025435741,A,B,C,0
26-35,Veteran,Buddhist,A,E,E,-74.29975473383107,9.11257461105208,-88.29523400227792,-61.72243913749866,92.13905254951403,D,E,C,0
18-25,Yes,Muslim,E,D,B,132.9325910196336,-1.2586150589313845,-4.277640193216971,-14.261611594606252,4.267219045740341,A,A,B,0
51-65,Non-Veteran,Christian,C,C,A,-34.42001948380033,3.8717788324984515,150.6590221671629,20.976995870471228,16.61923822615253,D,E,B,1
26-35,Veteran,Christian,B,D,D,85.12180496151746,-21.19517159677659,177.88296445035473,62.15767957090392,-8.93381439156494,B,A,C,0
65+,Veteran,Christian,E,D,A,8.633195805661522,129.20757730901076,-2.7955538148201957,-131.49964659242582,139.0282041422668,C,B,C,1
26-35,Yes,Muslim,D,B,E,15.500250146080086,37.06771911689673,62.736614950666066,39.77806460405071,-145.81527644637458,A,C,A,0
51-65,Yes,Christian,A,C,C,53.35611111764765,-59.9424224286058,-113.00115838626932,-25.167353060413173,144.03715436592418,D,A,A,0
51-65,Non-Veteran,Christian,E,E,B,-10.75242318126478,-6.835016502783797,-65.02043049234253,63.84077083972193,90.81119699686575,E,B,A,1
26-35,Veteran,Muslim,A,C,D,143.52570886045606,59.080474742135955,-67.16812651227532,-16.176983165695628,-1.2774142477857169,C,D,D,1
51-65,No,Muslim,B,C,A,-95.22618195329991,45.321440973932035,59.02006481243352,-21.510615789787163,-72.53135170660806,B,A,E,0
65+,No,Hindu,D,D,B,1.4873454835263633,-14.285796137250736,15.497811983826596,-104.61864424875995,-87.22317424685939,C,B,D,1
51-65,Non-Veteran,Buddhist,E,B,A,85.65525701289386,21.971317623678566,52.061662290349354,2.288220197508636,-134.30901783710024,A,A,D,1
26-35,Yes,None,D,C,E,-59.14716921432841,-118.71641128523618,-294.24661002791083,-41.86349074791024,-60.64586958495934,B,A,E,1
26-35,Non-Veteran,None,B,D,B,-318.03661438237106,100.87915175732908,83.05284378201374,174.23041485860307,-183.98324478300378,B,D,B,0
65+,Yes,None,C,C,B,-158.6242210906414,-38.550905121137255,66.65190544693054,117.25227859406282,36.83912246886189,B,A,A,1
65+,No,Other,C,A,D,-20.987209241883082,53.35242929508546,-9.523541462933023,41.39226921220743,61.58073916475934,E,C,B,1
36-50,No,Muslim,E,B,D,-9.267138562100547,13.19914129098917,102.42724153169536,75.99803436449086,-27.997518931992794,E,D,D,1
36-50,Non-Veteran,None,E,C,E,110.19114804178629,-37.77126870948236,-8.749174896483952,-104.30352452401732,-70.45093157783465,C,C,B,0
36-50,No,Muslim,E,B,B,33.8804717932981,179.07460022754952,80.5330658281057,37.05993792235495,-144.13416506386835,C,C,B,0
26-35,No,Muslim,A,D,D,8.552506067726524,34.549638589432284,-49.33188308780917,55.86066480002189,24.081212010099428,E,A,E,1
36-50,Veteran,Christian,B,E,A,-99.48521766295516,-100.963256161242,79.51081784234688,-56.56665386922188,-93.90048189630062,C,C,A,1
65+,Veteran,Buddhist,C,A,A,-67.05008980547491,165.35126910491877,182.94228446105112,61.08206038068026,-77.46660158138997,E,D,C,1
51-65,Yes,Other,C,A,C,-92.5562807419313,116.20571963064816,126.93996176533385,-47.1805159596063,54.109222130087694,A,C,B,1
18-25,Yes,Buddhist,A,B,D,-45.54955485045159,26.763095918909645,-75.11534522219688,-113.66959227936111,-213.1643085306589,E,D,E,0
65+,Non-Veteran,Christian,A,D,A,29.974410933920854,-15.244850374125281,-52.44695209124571,174.36771579977747,60.314431109743516,B,B,B,1
26-35,No,Muslim,A,E,E,17.044584971341088,-93.78946927756382,-14.317949101410452,-21.389767065561795,-39.887407368053,B,E,A,1
26-35,Non-Veteran,None,B,B,D,51.774920120028476,15.141973857995936,46.283166668324995,24.055657169521744,14.162387579345923,E,E,C,0
65+,Veteran,Hindu,D,C,E,79.3891703317325,92.6212629040431,-97.46648254375442,-4.103821013053756,-262.9557385808578,E,B,C,0
51-65,No,Muslim,C,E,E,-183.5205198464528,-45.856990857028556,3.7845500653768487,67.48123767204167,-86.34227240846563,B,D,E,1
26-35,Yes,Christian,D,C,A,-94.80099583868648,-162.48214886609424,91.12278343438817,120.52899005532647,137.88362522795384,E,B,C,1
26-35,Yes,None,E,E,D,-108.16415775801926,46.359153653806224,-30.21220221027785,182.46120977874477,26.529412726584546,B,D,C,1
18-25,Yes,Muslim,D,C,C,42.11269921329962,-31.07249833805205,-10.69390117345182,-7.850929291275369,-46.79784287216092,A,E,A,0
26-35,Veteran,Buddhist,C,E,A,29.58667160726356,-15.088268330198588,175.06455156051305,74.88941319465955,-129.6180634465292,C,C,C,0
36-50,Veteran,None,A,B,C,12.958033655912207,148.6251567444986,17.76787521521369,6.884317166865929,30.015506646612376,B,D,A,1
65+,Non-Veteran,None,E,D,D,41.40850634972676,162.1766115078986,124.27772342047231,87.67758114601698,-1.1407702635637214,B,A,A,0
51-65,Veteran,Muslim,E,D,A,-33.74999734885459,-47.83960406456018,-38.866450964544335,-9.417077639871922,-111.17800244962308,B,B,A,1
18-25,No,Other,D,A,B,95.5158154241341,-36.78433032423079,-210.15016664831882,64.5193573932706,17.863079137057394,D,B,C,0
36-50,Veteran,None,A,D,E,135.95359399075613,-80.64321806664783,-38.513276738758876,-13.134001941929643,89.51964596023694,E,C,C,1
51-65,Veteran,Christian,D,A,C,-103.27207742127067,-11.074763654121607,78.52560455575143,-64.24554240754009,-5.09501662294918,D,E,E,1
51-65,No,Buddhist,D,D,D,250.5940505181591,-74.68671453424494,-60.2581410995252,-97.07551156624395,-62.4048816996041,D,A,A,1
18-25,Yes,Buddhist,C,C,B,-109.01234105939648,118.74635061880869,19.66283801255641,-59.14017473380373,3.518735141695295,E,D,D,0
65+,Veteran,None,C,E,C,44.121742494867014,41.53000611577929,116.43686570389531,-30.590328427658736,27.202953768942884,E,B,B,1
51-65,Non-Veteran,Hindu,A,E,A,-221.53132204372233,-92.24742289493186,-211.07274370763696,67.74598260327087,-3.1969147085453065,B,A,B,0
26-35,Yes,Muslim,C,A,B,-65.00870583184295,-34.16223989129505,3.0661180599181783,-19.57844458159469,-113.05162872749179,E,D,D,0
36-50,Non-Veteran,None,A,D,E,135.66235557758156,33.012068008136644,-91.79536875440341,-167.16575541921804,211.66987239296864,B,E,A,1
18-25,Yes,None,C,C,C,51.47847841410203,126.53668831906816,-28.022619788390536,96.29365420780015,166.98178074183718,B,E,D,0
36-50,No,Hindu,E,B,D,179.01336419161012,-12.58843922240501,122.76467443319206,-0.6938296091129014,-9.549535773942244,A,A,E,1
26-35,Yes,Muslim,B,D,E,-47.94813678792877,18.662309421372512,-121.69956212870832,53.79946130074171,18.433309031204153,E,C,C,0
26-35,Non-Veteran,Jewish,A,C,B,155.83544894776838,-24.474730676339686,-53.059940024464936,66.36067100533917,196.77003200382518,E,C,E,0
51-65,Non-Veteran,Other,D,C,C,-30.648205768985008,-97.51606146476598,35.13855975202414,6.672167687559252,64.1047890720138,A,E,C,0
26-35,Veteran,Buddhist,B,B,D,-106.14921171712982,200.05511351094643,122.82247761010258,-120.83260893490963,-91.74217501553402,E,D,E,0
51-65,Veteran,Other,D,D,E,-32.973504733989735,41.26067750506072,-81.82895547501529,55.02917857175248,210.34736281828975,D,B,B,1
18-25,Non-Veteran,Buddhist,C,B,E,-96.76123694991482,-71.09082085572528,4.940440373014146,62.879130276013214,77.65331166267805,A,C,C,0
18-25,No,Jewish,A,A,E,-148.80876767570498,119.90512198943108,262.2764653311747,-165.58790103732173,152.6186021267262,C,C,E,0
18-25,No,Hindu,E,D,A,24.182022865906887,-87.91879016018498,139.44873402525874,131.70269175920023,-28.99427164523954,D,B,A,1
65+,No,None,D,E,D,-36.02611184727539,-171.9935760193006,56.7166701604084,165.05560950855283,9.516770127969444,B,D,E,0
65+,Non-Veteran,Jewish,C,C,D,151.34188862582914,-50.79046446936998,-28.174371583263973,-93.43774208051208,34.700496500073726,C,A,B,0
65+,Yes,Jewish,D,D,D,-161.96363577372426,4.2690646550835485,45.12384501709751,76.7893559348424,-69.2944531202251,B,C,B,0
51-65,No,Muslim,A,A,E,97.17776769537178,120.11653285278676,3.5608131704018997,-61.637039916291535,2.865131009316339,C,D,C,1
26-35,No,Buddhist,E,B,E,101.53629714155161,28.030317494747347,-90.43890671372996,65.13508107814555,152.73479476057872,C,C,B,1
36-50,No,Jewish,B,B,E,-98.07695801429611,-64.74053975931596,20.637655543248677,-27.411234461667398,-175.711785531057,A,D,C,1
36-50,Yes,Muslim,A,C,E,-168.52254966960717,-86.65676419017639,-47.288734987040854,-102.6495570731782,-53.86493610035023,B,E,B,1
51-65,Yes,Christian,B,A,A,1.0244461511857972,-30.693332427266707,90.43302175959646,-67.80870089308392,109.02170194326092,A,E,B,0
18-25,No,None,E,C,B,-133.19463422502238,-32.19420312565805,233.78590034937878,10.209489353997956,-91.4224055676912,B,E,E,1
26-35,No,Christian,D,B,A,-52.9183049698966,-65.4627057981682,-112.70546876467019,-135.25551322667252,-84.28447564805238,C,A,B,0
18-25,Yes,Christian,E,B,A,42.45485325420122,16.46762859294298,51.66934086663386,58.19911573726435,-23.922563022944907,A,A,D,1
18-25,Veteran,Other,D,D,E,-35.453491884578,-21.733343531067973,-78.03314033599568,-18.8586685396918,41.372958629396884,E,E,D,0
18-25,No,Jewish,A,E,E,-126.48903846267127,-117.56040411963494,139.49722369311132,-276.6798679201426,183.86504037999018,C,B,C,0
65+,Non-Veteran,Christian,D,A,D,-62.84231512536773,-180.95907304732347,-38.52335521974843,26.859174247313245,-13.744837074608595,B,E,D,0
18-25,Non-Veteran,Hindu,B,B,A,-45.962262298055265,-19.256363729636732,-71.37910828118447,84.88207888045712,-63.764401634382736,E,D,E,0
18-25,Veteran,Jewish,E,C,B,-137.3372667685053,177.3400772306201,-65.46990525254559,-111.9099781697036,50.98395129027396,E,C,D,1
65+,Yes,Buddhist,B,D,D,86.5429136628835,70.42907021087412,126.01307638789332,-92.61811651640203,-121.05256539411091,A,A,E,0
26-35,Non-Veteran,Other,E,B,C,172.98774988835933,-78.97614844358021,23.864201648014735,170.95035191199466,3.6522062301922245,E,E,E,0
36-50,Non-Veteran,Christian,E,C,B,66.88571394285971,-78.99235363062164,51.51426146610544,-4.8389307439830285,127.69474915937306,A,B,D,1
65+,No,Other,D,D,B,96.75900211488637,29.37015165566982,138.4972237631026,58.04922157291773,-205.42599243459028,B,C,B,0
65+,Non-Veteran,None,E,E,A,-156.25879849173597,-114.15716440040697,78.97480222466521,0.319619046747152,-15.059369567677308,D,C,D,0
65+,No,Muslim,C,B,A,-13.579092140529239,-67.54281703223646,-79.62591000102923,139.93148053782753,27.2335904720029,E,B,D,1
26-35,Non-Veteran,Jewish,B,D,E,-41.64882403416164,-64.80668451159453,-30.97524318051682,-32.20205676067416,-52.118078654813274,C,B,B,0
18-25,Yes,Hindu,C,C,A,-234.70099124016394,29.661638641865647,10.663134370203693,243.73501285920202,43.32491925511432,B,C,B,1
65+,Non-Veteran,Other,A,E,C,242.45180144058688,50.77245452816707,-191.10503266045444,156.78859808453154,65.79647248908378,B,D,A,0
26-35,Yes,Muslim,D,E,C,-22.720016256458045,-80.09900977017864,23.588473240257475,28.391771232615042,265.96298847255326,A,D,D,1
65+,Veteran,Hindu,C,E,C,-5.32102477997525,39.70528597950583,127.13593374781296,27.134562134353168,16.724571842749597,B,B,D,0
51-65,Non-Veteran,Buddhist,C,C,B,-91.11656889917357,28.684414087595282,69.67436122593756,43.18656803886359,-38.888625026489485,E,E,E,1
51-65,Yes,Muslim,B,D,A,-23.723601310513295,91.1415591293744,-161.2067785371348,-73.87245968321271,54.70994805231118,A,E,E,0
18-25,Yes,Buddhist,E,E,B,-49.28798320730383,16.76841127033185,20.215692709847644,-91.71554059293757,-175.07818902050332,D,D,A,1
36-50,Veteran,Jewish,B,A,B,11.73005129211083,-155.66368910093254,-86.76789521990499,12.854140659934203,-181.78003122486368,D,A,D,0
26-35,Yes,Jewish,D,B,C,13.837706895355439,-76.07479581176939,-29.783053179745945,-30.738246917437866,-113.98356082414973,D,A,D,0
26-35,Non-Veteran,None,D,B,A,-57.249627633171706,-61.287723021183574,-69.4077460856664,-91.2839796882128,25.05757268456199,B,E,C,0
36-50,Yes,Muslim,C,C,B,-29.75146404557245,163.0022017262954,167.5236288954812,-36.04780303428676,-105.08858710911555,A,D,E,1
51-65,Veteran,Buddhist,C,D,B,-46.305784197876704,178.00874897923603,14.855371234712313,-319.5591108366737,-121.06323316026834,C,C,B,0
65+,No,None,A,E,A,74.94272731750294,181.05747399633037,-83.00487161674583,-31.052775826500184,3.511510833435184,B,A,B,1
65+,Yes,None,E,C,A,-69.20650488376643,85.3771000054358,-52.12662334605269,-16.742750265858657,-13.633372855721904,B,D,B,0
26-35,Non-Veteran,Other,B,D,A,-93.19038167166751,-70.79303132741589,-124.1751422284557,-6.451475983252784,-75.38985955311466,B,C,C,1
65+,Veteran,Other,E,C,C,-158.3827071774846,64.35946130268799,-15.563685582639145,99.25785690500663,3.710786572232579,E,D,D,0
26-35,Non-Veteran,Hindu,D,A,B,-0.13918873307410737,90.53749810869839,-92.57705684742574,-75.57966497824637,-47.23808721433199,A,E,D,1
36-50,No,Other,C,A,B,22.349185734794414,-47.965971099143154,5.5618765666624705,40.42211124114632,-87.52902172277327,A,D,A,0
65+,Yes,Jewish,D,D,D,212.31996050012435,127.42369714009784,17.74043087649947,-29.333883659784345,64.59514298096528,D,D,D,1
36-50,No,Buddhist,B,E,E,129.86393862054018,-25.97264674187952,40.831666646602486,5.586700599942351,-47.79342801022974,D,B,B,1
65+,Non-Veteran,Muslim,E,A,D,-151.81578401180923,-133.5505721785003,85.31606776285886,10.118514632082615,-6.712968952427502,E,E,C,1
18-25,Yes,Hindu,D,D,E,-188.45732207906354,-5.366900788605012,169.5221124698876,48.591765335513784,29.626076174868093,A,D,E,1
18-25,Non-Veteran,Other,B,B,D,-72.26666724831617,75.86696178143262,22.92994152769102,-106.54310343596049,39.558226365968004,A,A,C,0
26-35,Veteran,Other,A,E,C,12.856027917752844,-35.045325414648495,135.1431088916223,-287.3813788076976,-133.6133209150739,C,A,E,1
65+,No,Hindu,D,D,E,-20.477308896906663,65.78415292627147,-33.01966696482995,8.941149435582242,-115.92765392995061,A,C,E,0
65+,Yes,None,B,D,B,-9.142630009097154,-25.787119957723558,107.8627168413086,9.57046404789709,-58.161357509957625,C,A,D,1
26-35,Veteran,Buddhist,A,B,B,5.271311781137551,-43.599149934393175,91.11531444627855,-45.892217721973616,80.94019824247958,B,E,A,0
