sex,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Female,UK,132.020136934326,137.2013154859272,-116.93511807956776,-56.26080051153319,149.79703706529463,E,C,A,B,B,E,-33.12236662538322,B,E,54.5110391698188,0
F,Brazil,72.88008982783312,81.56995663418083,-131.83789515408435,150.47498656156014,47.72840567734088,D,B,C,E,C,B,-9.009253926548876,A,D,-38.429801011409104,1
Male,Germany,-74.39157224840122,-34.8665082902018,-69.33744971719995,-221.01017574853498,77.2126218998505,E,A,C,C,A,D,5.680292726490429,D,E,73.24382242852411,0
Other,Mexico,75.63881892203794,-17.040444872378,50.2628531526989,-88.54555054336183,-12.949110161132014,B,A,A,B,D,E,111.95729204646825,B,E,50.28543323668181,0
Male,Brazil,34.7098699969454,28.41023073717176,-79.23348100517768,16.24971716878117,196.98831978608254,C,C,D,E,B,C,79.83979040729238,E,B,-29.240873716768274,0
Other,UK,-105.7315572575922,21.556559175953833,25.340533210674103,75.77804671102344,-60.961648754903244,D,D,B,E,D,D,-200.77823335479144,D,B,95.2966926018496,1
Other,US,41.65331819956521,59.55055786091192,-171.00326795342386,-92.38627446527687,-64.81249427914487,B,D,B,C,C,E,-178.83509011272605,B,E,-73.7429419276076,1
Other,China,-39.630596906488755,16.835195804434516,-91.51756462986683,-239.72095270348163,-42.79716317040358,C,A,C,C,C,C,65.0764770879771,C,D,-130.10712313309176,1
Female,Brazil,-21.164777711009826,-50.27228744867765,41.46203662901048,-168.20011259742284,50.126684202631196,B,E,A,C,C,D,60.771292115350626,C,C,30.81272842757904,1
F,US,-15.589858898303552,32.82902856182714,89.84947715295128,-6.696342047410964,64.57839839166303,B,A,D,B,D,D,-115.45492985311184,D,E,-57.184913564875416,0
Non-binary,Germany,14.659356198271183,100.61055062202273,49.28753701169797,-29.164620440315016,43.30961453252432,E,B,D,E,E,E,72.70254484274942,E,E,157.75442104092917,1
M,Mexico,-151.82134377371887,-35.977045890669075,-45.43290797307601,-3.8588687175072405,29.828945308477728,E,C,E,D,E,B,-27.025864966175888,E,C,62.72342495457648,1
Other,UK,32.65896727209114,-121.74390458693149,11.43368197741227,-170.83552725135698,-38.99593748869058,A,D,A,C,C,C,-98.1050833173485,C,D,-128.88324850241904,0
M,US,227.4128880604689,27.631976787481268,-40.57975228215132,-106.41735635812883,-38.682672796724816,D,D,A,C,D,B,-57.90716185124079,E,A,244.37660199895214,1
Non-binary,China,-24.39204797309222,110.93366786211321,46.06914517612077,90.25551300974115,-125.9630404309422,A,A,D,D,A,A,-282.90621194316003,C,C,62.10450752319711,0
Non-binary,Germany,34.45834485443521,-78.19855420097961,-212.17385772927133,75.16519964817857,175.1883508660934,D,C,C,C,D,B,23.047492546888453,D,E,97.70805026754972,1
M,Brazil,99.94640961686582,5.453228316860733,82.191566044147,102.71643973384363,-123.45132771656695,B,A,B,A,C,E,43.383347573288155,A,E,-120.2170542208057,1
Non-binary,Other,125.04514459260622,29.72107201310629,-4.251261056292431,-137.44813478693914,-44.83822385148476,D,C,D,D,C,D,85.12602513411785,E,D,70.78727282809511,1
Non-binary,US,195.35075645238823,56.886940388427284,20.506945554929814,-85.20760089314926,-204.6039395884867,C,C,B,D,E,C,38.281814230221705,E,E,18.504264751028945,0
Female,US,-56.93295315664212,52.500973301331285,39.8542144394357,-33.373173664887375,1.1546179139774209,B,C,D,B,B,A,-95.72218086770116,C,C,27.19607313163391,0
Female,Brazil,81.56730656642422,-106.60197556310426,-30.88634258092099,-14.120741977683116,-60.00040413831535,E,D,A,C,C,A,-86.9176464247218,A,D,-5.309032205953853,1
Male,Mexico,-24.489279895208856,-43.594707063025126,-36.96242686321488,160.2077883458274,19.570353472530563,A,E,B,C,C,B,-159.89151256752857,C,A,78.58355492224915,0
Other,UK,12.260310704207264,-47.1469693940163,-124.10395607670026,-52.806964001252,88.59579449954717,B,C,A,C,D,A,-1.853632846379744,D,E,-65.30903894786434,1
M,Germany,11.875154818567417,76.75370780048169,-10.436347579323575,-106.43297314235218,31.408564804496013,B,E,D,D,D,A,-70.23220642968202,E,C,-251.87243356995245,1
Female,Germany,65.14533025113418,-20.089263086531275,136.03951797521705,-97.16479342831741,200.66108858390828,A,D,A,B,B,C,-6.510547986486658,C,D,126.37591651464157,1
F,India,133.9089788912753,-167.91681993315296,-14.339705471450776,262.90934724836694,-22.593515143097573,E,B,E,A,A,D,58.84730149055051,E,A,-105.84602502807017,0
F,India,-118.13494244159874,90.79334381086788,16.677883207421175,168.01821285943518,-130.53861183205657,A,B,A,C,B,D,27.49539027263006,D,A,10.442636146822512,0
M,China,-128.28327483972467,-63.46215258159965,-126.36690405490543,6.066672581479338,96.14245427288502,D,A,D,C,B,C,105.82249768240774,D,B,-126.99712701345518,0
M,India,-98.04232326653099,143.37303435739784,87.94094751409348,-12.294627753971943,35.80921125609779,B,B,A,B,B,E,28.387587687574307,B,E,-116.47738049421046,0
Non-binary,Brazil,-30.0500615492655,-22.231550330440445,-149.60726661292466,-114.12027015447713,-157.20899451140818,C,B,E,D,C,C,-18.476611159110934,C,E,-46.619906658074925,0
Non-binary,Germany,97.99381974060863,-13.88964648080549,-6.779956016465023,128.6987484113434,62.785629545221276,B,A,B,B,B,A,23.07631306229137,A,C,-65.19932165243141,0
Other,US,-35.90159420879188,17.25593114277077,-28.353739476419058,-99.69601927831003,149.19791054091448,E,B,A,C,B,B,-137.91162368946976,C,B,-106.5512837124202,0
F,Other,-128.10854991470757,132.09962839693733,-16.862830814348765,57.384099080943905,-63.49799751605539,B,C,B,E,A,A,45.05445786659083,A,C,-56.81332751816895,1
Female,Other,-17.66789858864283,42.783790542139464,93.2097950153549,-80.25043192559532,-18.661499251811925,C,B,D,D,D,C,73.99171054750633,E,D,-24.19393034071129,0
Other,Germany,-37.71511289004946,50.66143900011231,-262.23152925497584,-142.17299644788517,-17.405987589069678,D,B,D,D,A,D,67.09597540722865,B,E,-10.235478873171855,1
Female,Germany,-94.06945211482903,43.26122177090229,60.34070041076082,82.50759603826366,36.97032478219638,B,A,B,B,E,C,-95.95871270756079,A,C,-65.04476450233994,0
Male,Other,-14.031044106397408,-65.56910430315546,239.73564890795686,-141.55640633094185,99.27197559317906,B,A,C,A,A,A,-37.50594106236246,E,E,12.655765278184013,1
F,Germany,-32.61686457397781,177.13056512128856,55.87619751138509,-82.33960036189532,65.88649677689158,D,C,C,B,B,A,-125.92559065771438,C,C,156.35191477247014,0
M,UK,168.32580633164065,-88.72923575244954,-6.557148200453082,123.37724583514391,116.50781129653372,E,D,B,C,D,E,20.65006989952826,A,B,-14.896794440282827,1
Non-binary,Brazil,99.83140677036405,-87.35064936720003,-68.94786917885052,87.100661296682,-169.482859184291,C,C,A,B,C,C,89.91988689002972,D,D,205.40213052479405,1
M,Mexico,158.42557464073553,21.547349609059395,-10.283305264798758,-28.183706328956244,-95.61837560873634,C,B,D,A,E,E,-104.30109369444651,E,E,-81.24351182975231,1
Other,Other,18.11208148228671,-112.6277488241033,-73.77626372754055,62.27609268013612,-71.97965709570234,C,B,C,E,E,B,-56.89160009461618,B,C,-78.99197695904536,0
Non-binary,India,105.58657872489634,-23.760772240539644,-13.223452396553917,-28.379417409724756,78.98294011771424,D,E,B,B,E,B,41.98615420336824,C,B,66.67626399761069,1
Female,China,-32.14483656908944,-46.30436820720049,1.4573647810401533,80.92160179663546,28.13412274386844,A,C,C,B,D,D,-66.33192676306588,A,B,144.16412927899515,0
Male,Brazil,110.89399591822932,12.689740020740981,49.41216693232144,-63.179204734234474,20.69775760350533,A,E,C,D,E,C,189.91825304466755,A,E,48.926558593435914,0
F,Mexico,-0.8340148677209003,39.90378445581984,-50.581677565964775,-64.56340576510478,-199.17153715906554,D,C,B,A,A,A,-49.83717885958639,D,E,120.91009309249931,0
F,Other,43.755317099982264,-78.29098731108363,-48.352680199685985,90.04711819672117,-79.53643860657036,A,D,E,A,E,E,-170.5623045632443,A,D,71.86959637765338,0
Other,Germany,-24.21031326315996,-29.669464744052277,149.40290187679892,-29.725982121307275,-178.72160615876047,A,B,B,A,E,E,217.10638854478907,A,B,-154.3075619411863,1
Other,Mexico,124.1115100667425,57.63581729175235,-70.99555547757822,-25.33479820017189,6.750147644460538,E,D,D,D,C,E,-157.35499931044248,B,B,-94.86322737853358,1
Other,Germany,164.4923992532682,-98.16037196829755,-0.44156379583327915,-32.0228991262588,-68.27986654394466,D,C,D,A,D,D,-77.79338852229836,A,B,44.431544107553236,1
Male,India,125.82367149978589,-206.43145932078673,4.930248845683758,53.49711342410786,68.33384390628568,B,E,A,C,D,D,-44.43664941661532,E,B,47.643518652681905,0
Male,UK,33.34196540500324,102.52289839716443,29.772513100769526,-113.4698385720839,88.7595841611092,A,D,D,B,C,E,69.09379995515296,A,E,17.429432036025432,0
Female,US,-195.43229655467897,-122.82344873482253,53.75547060374617,-166.67472915347628,95.94272736227639,B,E,E,C,E,A,-95.26427236531725,E,D,-102.77234918774145,1
M,UK,-31.131998146710828,-47.09140782205685,74.15222571468152,66.81764334233362,97.73172940025697,E,C,E,C,E,D,49.485003174030965,A,D,92.16263224086775,1
Other,India,-126.31299390033904,39.177070829632505,61.180561912493694,-171.6150104382817,-94.10615092934339,A,D,B,E,D,E,-188.7916337602953,D,D,-103.71393790188048,0
Non-binary,US,31.536114851996256,71.70805118829668,-15.703339698613838,-225.08224362782948,145.84781594746912,D,D,D,D,C,D,62.26006837394421,C,A,-126.24166922474222,0
Non-binary,Mexico,204.2064208404737,-24.044344440228848,-91.32067425942951,197.59548544446795,149.14225241035052,C,E,C,B,C,C,65.40231918744902,A,D,43.01806579355999,1
Other,US,29.96060662852776,15.045578519864595,-49.20927320171199,180.34345448505223,108.86347793030737,E,A,A,D,B,D,-96.7860757744192,D,C,15.623113846526016,0
M,Mexico,98.66950761678831,-93.32228041098016,-92.07579084141612,51.473957697524696,8.940086489104699,C,B,C,A,C,E,32.77574057894378,E,A,-98.74086893279592,0
Non-binary,Mexico,-91.85977809367401,-42.087522302514024,-31.849738093643314,-66.60614936371803,-69.4209772614907,B,C,D,D,D,C,16.79886138894218,E,A,-210.99532220452585,0
M,Other,-145.36867349533964,-22.054463133789316,82.11941635959946,-32.32375962802591,-139.7814140586482,E,C,D,D,E,E,138.3372736626253,D,D,-97.4266858424466,1
Other,Other,117.27258773129488,58.008767575500094,158.08304533419098,-140.28906687130666,-2.6300829386090157,E,B,B,A,B,A,-122.48256966970075,C,A,16.099941865229486,1
Male,Germany,19.11232796877827,-57.31365534404773,75.95376819870829,-25.1003205475642,-20.767168631501313,C,A,E,B,B,C,149.21800596825778,C,B,5.962580361196909,1
Non-binary,Germany,106.26812561899924,89.81082706518332,158.12589850115057,-56.201288181593355,7.805780476525088,B,C,D,D,B,A,34.967092879447804,C,B,71.89577351402365,0
Non-binary,Mexico,9.64366752375994,22.58980483454815,-6.1144459741252515,-85.40247166178435,60.17336863784246,B,A,A,A,A,B,48.86277133473742,E,D,86.72310654837881,1
M,India,-93.05008799105853,-57.144115990857514,84.92548194277315,160.9362488351172,96.95600811406857,D,D,D,B,A,B,75.03934020784776,C,B,31.912049273211363,0
F,UK,115.2113500463664,-13.912836255470607,-52.721214445230466,3.3495545118844805,116.00628421978594,C,E,B,A,A,D,140.23296636653518,E,D,-5.360693124647283,1
F,Germany,-44.081453885812266,-190.3815865334163,-164.33247544273502,-33.24925224221661,-39.26542412103729,C,D,D,A,B,C,54.15906858396211,B,C,-96.22027539264442,1
Male,Mexico,-54.22729610151118,-120.71096613741061,-46.79502171222135,-75.36731117685214,-136.7543016120597,A,E,D,E,E,B,39.59940415171842,B,B,-60.25454465268423,0
Male,China,76.65755689534461,29.101174298663118,-16.778189362374675,-40.73231556322171,11.529048556118328,B,C,C,B,A,A,-279.2862726103108,D,C,43.94356047043546,1
F,Other,122.37152497482786,-56.092916418023265,43.890207486184,-13.002243631175507,46.8527069049222,C,B,B,D,A,D,-73.42467004831296,B,E,-24.995090364424975,0
Non-binary,Brazil,-73.85321673825011,-94.94599267315195,-38.04805397323273,-91.19236081052723,-0.2980873461667372,D,E,C,D,D,D,-126.14787051991267,A,A,28.490996057841052,1
F,India,-27.42677079668439,12.009337393095043,-25.339582769095493,35.69571889930185,-13.535415764490905,D,C,C,B,E,D,-34.209634030521755,A,D,76.94648218325503,1
Male,Mexico,-101.16121436154756,-8.06196083707589,-197.65395903716504,-39.33236063568893,44.7736864818046,E,A,A,D,A,B,48.32600215062332,D,E,-49.35842331176972,0
Male,US,-46.561718065635866,-95.3823831858876,-162.6012633482539,171.02944591761295,60.24292526999968,E,D,C,E,E,B,90.46842690947472,A,D,14.43078287454322,0
F,Mexico,-203.07167845787225,-160.46503412059946,-163.67320904571318,8.037470702808,39.83701670003422,D,D,C,B,C,D,238.23727943822024,B,B,173.15098653233832,0
Female,UK,-31.12968017796902,-114.46021614683615,-142.35786708470332,19.923398624143083,-15.815272483675697,B,C,D,E,E,D,-29.96400874590463,C,E,-76.38241451872148,0
Female,Other,8.640833186001743,-239.7700187736504,72.15306968989655,60.287095899115464,-41.011861014700195,B,A,D,D,C,E,-134.2804746631488,E,C,140.92135611712067,0
Female,Brazil,-83.76035937769034,-57.95872552146151,110.2356006793619,-72.66282316586668,-30.48998637868099,B,C,A,C,C,C,-189.49285460175517,B,C,-37.87716454077738,0
Male,China,200.2345509313924,71.32802529832966,-19.41342185630001,161.25675437498964,-3.419972872647223,E,E,D,D,B,D,196.09471493060485,A,C,126.19905276357026,0
Non-binary,UK,-32.51049151866136,-98.42707917447885,136.41534565807376,-4.481915138245589,126.60564170577022,C,C,C,B,D,E,-2.033608174075525,E,B,131.62124507926245,0
Other,Mexico,-25.5384977086741,-59.428423546780664,-19.403659648625645,-38.056039735070016,150.3159056416584,E,B,C,B,B,E,-105.98341824139284,C,B,-31.80459147536718,1
Non-binary,Brazil,59.94593087445467,-3.0380440432455953,126.03774078380046,-78.20695091888264,13.805622079361868,A,A,C,B,E,B,-98.27566427627464,D,C,184.88444193600034,1
Female,Brazil,212.94788169443925,-88.68212381143226,22.402346749320778,-31.094232006862565,-157.745934909291,C,E,A,D,C,E,-92.37435437925936,E,E,177.39277382977917,1
M,Mexico,-57.74004497488639,-24.95682404812606,-53.49267958493527,79.25194063073909,7.317647673803132,A,B,B,D,E,A,62.03977716385918,C,A,-137.00907412236495,1
Female,Other,52.50321304509317,181.17312077720226,137.02479661429768,-78.16532668855011,-14.91130617238549,E,B,C,E,A,E,-52.11427389357803,E,D,-98.11021731315128,0
Female,China,-153.14761315429416,183.7840586949477,-125.4491457741274,66.91626726647382,17.03386832216221,B,A,C,A,A,E,-15.685776025350942,E,E,165.358272235492,1
Non-binary,China,28.711860356951302,-123.4855997065623,-39.58099425292156,9.302707665040751,-133.631122192478,C,E,B,C,E,E,34.03483146340111,C,B,20.144183969462,1
Female,Mexico,-237.3399578270118,-125.95028222570318,-18.575255025019207,-30.529090226704326,-117.06971827112831,C,A,B,B,E,A,-91.36281394122004,C,A,29.720764129621287,0
Male,US,-19.402686413199216,-41.87547368539279,103.98605513358665,68.95748648304108,127.10229286266623,B,D,A,C,D,B,18.014786662960166,D,A,-24.79074962679323,0
M,US,-153.0004591992449,4.364202302513723,117.22202352909275,65.9465252965196,-114.77732805836018,D,B,E,C,E,A,-64.63542929616536,E,B,-113.6961040951466,0
Male,Brazil,12.748764827171502,55.19954275809626,-30.065414278253684,14.667711149093982,-67.17810701023856,C,A,C,C,C,C,145.08806005158203,E,A,136.15453187263984,1
M,China,93.23444879381229,58.83196253233164,87.33498259900495,197.970324955151,-26.38138716317024,D,D,E,E,A,C,-79.13392755571506,B,A,-246.1647633353045,0
F,India,-58.818058555095455,87.16290973368757,86.2204478809975,-87.60537502316836,67.39049056665847,A,A,A,B,D,B,24.813054818986195,C,B,94.52008374478604,0
F,Mexico,-98.51197830923178,111.25339313285043,126.60071794763195,101.74653041689987,113.0239618926548,E,B,D,C,C,C,14.092964663533136,E,E,-209.60007655629263,0
F,Other,141.635854336848,-42.71127306053904,58.69109815126983,59.73350218838465,-117.75001626590166,B,C,C,D,E,B,122.72819778180748,D,D,125.39624637026236,0
Non-binary,US,-79.50518733727783,154.0874979481222,26.694590474342906,6.923908158321791,167.1875958150133,B,C,A,B,E,A,19.63144333260816,C,B,72.10059026844084,0
M,Mexico,48.06477841629918,77.84899798628857,11.265760167301329,-40.54712913853671,72.19255039629078,D,E,B,E,D,B,-56.2041233757533,D,B,119.53779901747656,1
M,China,28.942788432825317,-7.021773280464792,-44.59676716022757,-12.823615430349196,74.79072437133621,B,E,C,B,B,B,108.87432729480942,D,A,103.6177695022219,1
Other,US,37.26154367146739,74.42063285785832,156.37706877516496,6.2320542088048905,-22.415123701430716,A,D,C,B,A,E,-121.17726374141569,A,D,-40.09079331102212,1
F,China,140.003513764201,10.363346632301036,-17.527800989322692,-64.68316716720501,-106.9496201915656,D,B,D,C,D,B,23.830641152672868,E,C,84.38501328688871,0
M,UK,-153.44480393926412,100.95586021020875,196.2806364359499,-165.07244873131714,-162.92660855040978,A,A,B,C,D,B,22.60709763670373,B,A,191.8844376730193,1
F,India,-132.21070906835007,-57.4194529739769,63.650722775147294,-142.102603985984,-118.96517600823874,E,E,E,D,D,D,-9.472219609742147,C,E,0.06406218373879681,1
Male,China,12.808890729468828,3.776463309425033,93.81811250866038,91.09171254613598,-33.980383892128835,D,D,A,A,E,B,-137.78709479129935,D,B,7.169958087434766,1
Female,India,-5.936802689920581,22.984558428107587,76.50461290036489,-74.61652870487801,-255.99694109922595,C,B,D,E,B,A,-5.122698366479346,A,D,-2.610343713528109,1
Non-binary,Germany,-49.02190567818231,-114.10567771274098,30.54590374266171,55.508101036349444,-143.51403263199592,E,C,D,A,B,E,-135.9955867056977,A,A,34.018394155310574,1
M,India,-52.306688434619986,-55.90246872859961,-88.7917059853074,-1.184915056574779,-111.68715565144795,A,C,D,E,A,B,-53.05786237708391,B,A,80.05113403312359,1
Male,China,-151.5121032117349,89.8011878602767,36.899746680087674,-27.23243656819711,111.60197236990639,A,D,E,B,D,B,137.21050218292166,C,E,-176.02898889795938,1
Female,Mexico,50.124258641479145,107.10166032862631,5.66422914785981,70.1696735979803,21.799658677472866,C,D,C,E,C,B,22.098432716209963,C,B,85.40574526338838,1
F,India,32.10797527834294,47.22389205944385,187.2996775999414,-32.17428788609422,-155.03034542349207,D,D,D,B,C,C,24.48127353898512,A,E,-137.13413458524929,1
Non-binary,Mexico,8.786084853246438,-97.73097077394313,8.14070351411567,-174.05794183456717,-148.96879790619187,B,D,A,C,B,A,43.35622323534929,E,D,32.47006890164352,0
M,Germany,-61.71145948605702,-66.5983830937539,-84.17626582347981,12.869733856582247,24.165294518459635,B,A,B,C,E,E,-70.87538255351195,A,B,142.09002226997578,1
M,UK,269.4779479437858,-101.50117964163437,-126.9581767081724,-33.6303807528358,-20.434245687012385,E,A,B,A,B,D,65.06248693284194,E,B,-8.808780268070745,1
Other,UK,-69.9355135998886,-92.48253524405857,25.825943503044297,-201.4981490701718,-73.53025772689705,A,B,D,C,E,A,35.285109522056686,D,A,-7.545094522729295,0
