nation,civil_status,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
UK,Divorced,94,C,73.16657814093867,E,90.69730935020598,D,-6.104998859757435,C,-10.17819722523896,C,D,20.553869386487282,0
China,Married,77,C,95.27514766064871,C,-172.8578031953225,A,-78.88263260753276,C,1.3595723040003445,A,E,149.45256225256188,0
India,Widowed,19,C,-129.41865817349571,C,246.75737870485568,C,-0.7841791699950487,D,66.41247798170797,B,E,154.83545554351835,0
UK,Married,33,C,13.533135145168803,E,-29.23810889411731,E,-96.76687831775938,B,116.88082588054813,B,C,6.62237296869245,0
Other,Widowed,62,B,45.496489241883694,E,-55.387366805939564,A,-155.20288840917914,D,14.475680025754087,D,A,68.17846315259924,0
Brazil,Divorced,91,C,123.10489159843839,B,-65.64458544102564,C,-166.3011043463284,B,21.268882126541218,E,E,97.81577609354953,1
Mexico,Single,36,E,-27.35327761675091,E,-82.56930570658554,C,-61.20847164405843,B,-148.2284032334502,B,C,64.85136291000596,1
India,Married,56,B,14.411891310190589,A,45.58851487617338,A,56.78641578952247,C,103.56057945903633,B,E,68.65002585112407,0
India,Married,46,B,-22.854997580071647,D,191.6421430460712,D,-115.00609180095802,B,77.01905030929626,E,B,50.372713339564534,1
India,Widowed,81,E,-33.83703516300057,E,-34.86662126054208,D,-186.48991456254936,C,1.2390855435224235,B,D,-33.312531290535155,1
US,Married,44,D,6.662460628311051,C,-68.69212945545425,C,-79.0432527970273,B,82.23628350995286,B,A,33.661049180280905,1
Brazil,Single,84,D,60.91710866132826,D,58.98551592798825,A,45.87548634717677,A,-34.24045150200932,D,A,-244.81078759867933,0
UK,Widowed,70,D,0.9228589399679836,D,71.60887457281609,D,-91.1905718181348,E,-129.434255410693,C,A,28.888716901917167,0
US,Divorced,59,D,118.55164042910195,A,2.847754491837635,D,-155.79674061204224,C,-9.225875119175683,E,A,9.40082208721411,0
US,Single,58,D,149.8021063356343,A,11.892600526820445,B,51.60651567576291,C,199.24438126709526,C,B,-24.58616273654517,1
India,Married,93,C,221.81648600380979,A,57.73348430063399,A,-64.8653937698043,C,-7.416252243324823,B,C,23.921231698189413,1
UK,Married,61,B,96.52879416362285,B,-116.13623173336582,C,-149.35525744472577,D,112.2795419681269,B,C,-5.257912771510634,1
Other,Married,27,D,-192.7286310947158,C,-227.36971004191403,C,45.03687928592903,D,-21.52899790112226,D,D,-91.42848339779438,0
China,Single,64,D,52.289260497999734,D,128.88948037971988,A,-22.621467000315697,D,-31.20350612707027,B,B,-24.965344591016137,1
China,Divorced,50,B,-5.984947888566092,A,36.107670800882644,E,-115.24798235126275,A,-42.651998782889876,D,A,-20.333900937382204,1
UK,Divorced,25,D,-195.3328041931264,A,-76.40272886450367,B,-98.78954302542346,D,-140.70552515239825,E,E,39.398214479179224,0
UK,Single,89,B,81.2810337895516,D,-63.544913365353594,C,-4.235182076483612,A,16.979638755756664,D,A,-35.987239579746095,1
China,Divorced,50,C,-38.38689359240933,B,-111.42891402813855,A,-61.61273127560678,B,5.459825021537967,A,D,65.29945840280106,1
Other,Widowed,68,E,161.83348962687322,A,37.90647970553026,A,-97.51103437219578,B,87.36660101095177,D,C,-95.92708620057726,0
Germany,Single,99,D,-58.07587659090848,A,99.31599977901638,D,-182.15509934875823,B,-171.40049938107654,B,E,61.86449308067503,1
US,Single,24,C,55.28946474813795,B,-99.09190492500528,D,118.58314610681906,E,-165.12486988281202,C,B,-39.428280206277186,0
China,Divorced,84,C,-5.98368249266806,C,-157.85107603299627,B,50.08328457145775,D,36.43296202472347,C,A,83.32621238029738,1
Brazil,Single,89,E,-98.01060495833563,C,-97.96687180035613,D,32.69923165686017,C,-147.0800592814573,E,E,-88.74063125364977,1
Germany,Single,54,D,-68.9049400619623,B,83.82182509719533,D,-53.377856456587004,A,103.10550417009712,A,C,-21.31800047024749,1
India,Single,64,B,114.1707061997301,A,-3.695051773632111,B,111.3269601646185,A,-35.5814444865554,E,B,105.70437110636308,0
Mexico,Married,46,B,161.09195195825052,B,-8.250921446279964,C,80.59480279800071,B,60.89832228666477,D,C,-209.38808061599838,0
Other,Widowed,57,C,-28.67224666768938,A,84.10861336478223,B,74.08386723114151,D,7.358160121679942,B,A,72.16164322471622,0
Other,Married,36,B,-54.50536944159804,D,95.91296095341484,A,46.54054610856639,B,81.41252608389989,A,C,168.38114402320372,0
UK,Widowed,81,C,-56.140842309959936,B,-19.92210743576188,A,106.57654612662813,E,133.32523150252194,C,D,82.51317569325207,1
China,Married,85,E,-42.6527440623233,B,80.93475024340047,E,222.08814590383275,B,-94.43698456639041,B,E,86.95152947165111,1
Other,Divorced,99,E,-28.70738890936583,B,18.299453651330932,E,50.45963741621085,C,196.59794201448943,B,B,33.32283795584244,0
Other,Single,33,E,-99.86002814938583,B,-60.60167020557233,D,-97.61015351091093,B,54.94638271987522,D,E,137.9823784203401,0
US,Single,56,B,-87.58318018178332,E,10.269184850244958,E,-331.34851668526704,D,55.84552102446939,C,D,-38.76262756841775,1
Germany,Widowed,96,C,80.81941888183863,A,-55.37570065321687,B,-69.29323616724982,D,-66.83079146426036,E,D,-118.52685139312497,1
Brazil,Divorced,38,D,-34.874457281278836,B,-21.59660060363332,E,-28.3937325094068,B,90.61828783078118,B,B,34.49180525321426,1
US,Married,75,E,38.9645678584329,C,123.66821362809029,D,-44.41098370391628,E,-136.8346025219653,D,A,52.18836592615499,1
Germany,Divorced,33,E,3.1248351382715986,B,-100.86448777063002,B,-107.35633430165767,D,-22.78296644836822,D,C,104.84640239242344,1
Germany,Married,39,E,71.71169542997828,A,-46.85238311930338,B,7.523002937851407,B,-181.0733849178086,A,D,158.77453132838644,1
Other,Divorced,87,C,34.97000591164267,B,-83.6626654626767,C,-71.11954458688233,C,-58.120160926222006,C,B,-89.89011930119744,0
US,Single,49,A,-49.27685045124962,A,-137.91419305918052,C,127.00735206473797,A,-36.18708963030263,B,D,-43.18352020015298,0
Germany,Single,33,E,-129.20796575562008,B,-27.449275880063052,A,38.97116796123212,B,-38.8336451439109,B,E,7.992977148489025,1
China,Married,59,C,-14.816055644931744,B,-157.27087163541543,C,126.24499562646902,E,0.5388030970781856,C,C,21.976757971450166,1
Other,Married,93,D,-15.263810993718236,D,61.8943170403648,E,-26.014232347086512,A,-32.56147851242787,D,A,-70.74349847749511,1
Germany,Widowed,90,C,32.650235162758165,A,-60.350056357288025,A,-26.744311463556937,E,-76.13242617123068,A,A,-4.833633552860559,1
Mexico,Married,35,C,-71.29555881191834,C,-215.06811305593598,C,-47.86169545582612,E,4.085487486085415,E,C,36.66745100352492,1
UK,Divorced,65,E,51.58350501665462,C,-24.304615691375968,C,172.32300884256136,A,35.3285196965656,E,C,-45.914302786048886,1
US,Widowed,32,D,9.118454032829645,B,-59.80657163486403,B,-43.299373110655445,B,-23.426012352998153,C,B,55.005977774936895,1
UK,Divorced,89,B,-15.318460860428354,E,-23.096975401223848,C,59.44541724397473,D,-76.76010935844585,A,E,192.89241917290943,1
Mexico,Married,77,E,88.22094906774144,B,-108.18465748341069,B,-43.27265176595175,A,-65.866520116865,D,E,-42.653176823308854,0
US,Divorced,55,B,-37.1005246153968,C,-37.03308463536622,B,-67.57203340230255,A,-203.63836723085004,A,D,-118.59894157205923,0
US,Widowed,77,D,-208.56410791081856,A,37.57169296225262,B,45.0255198095843,B,246.20075040251442,B,C,-91.32256271430408,1
Mexico,Single,63,B,80.9656073699701,D,92.53838062712188,B,104.22975961128493,B,43.296361881841484,A,A,-89.78891626877945,0
India,Married,27,E,120.4184397518937,E,-46.48414047740536,A,31.90846545809616,A,21.020904736636574,A,A,70.60221560588911,1
China,Single,61,E,-145.74911400107817,B,-197.6465729883233,E,9.174156771276646,A,-60.66088567848048,A,B,7.086027539036246,0
China,Single,51,E,-112.55261855535616,C,-57.762715128525514,D,43.10805266824909,D,-15.97890241123261,E,A,142.22690932748668,1
US,Single,86,C,-133.35241570097824,B,1.173874035316257,A,155.89060798695476,A,12.577505720718296,E,E,-84.91259134737649,1
Other,Divorced,95,E,245.59333844569116,B,-38.124365408704435,D,-53.03747949687509,C,67.98642862610464,E,C,-48.04934090585048,1
Mexico,Married,77,D,65.38279451074447,E,-14.38657376336108,E,-11.798839067422795,B,-59.61157263628842,B,A,-113.79012198190972,1
India,Single,61,C,-106.35847486882317,B,1.6869985080179128,C,41.53828622618153,E,-248.92125457653208,E,B,-180.4003344944818,1
US,Single,47,E,-46.47854011053259,B,43.988256703380316,A,-170.59424851128716,C,96.82082728616837,C,D,74.02515081351096,0
India,Divorced,68,C,26.240366605617687,B,107.67954094518582,A,-159.59668993508814,C,5.650694677347768,A,D,-65.27783413040609,1
Other,Widowed,74,E,50.07645062084131,B,-5.698634782947278,E,33.8203322132824,B,15.068960737269299,E,D,29.60017115921813,1
US,Divorced,45,B,-49.170737205260565,D,157.9180756954776,E,-215.7982785623655,B,-6.206222921996224,A,D,101.64865847094656,1
Germany,Married,49,C,84.99538122134712,D,-57.06461264012961,D,94.19248606162968,D,-33.60809075491143,B,B,-107.88796850486473,0
India,Widowed,64,B,-122.7028728642635,B,-32.53897979710608,C,-74.79063804093828,A,73.12480170311332,D,E,5.4317650140087,0
China,Divorced,34,E,126.18992765580457,E,-5.061816952150551,E,-64.5524263560747,B,55.746707309773036,C,B,-53.13776784004928,0
Other,Widowed,34,D,-147.815283959105,E,71.37468791531566,A,65.63253689142763,D,153.37717996993516,D,C,55.08082329869261,1
Brazil,Married,70,D,-165.02526195667625,C,72.7267142918837,A,-4.971061124210219,D,-83.81213391534604,C,C,63.32479807950693,1
China,Married,97,B,-89.15272032838972,D,132.32438835937194,E,-78.2230665699814,D,38.65263943976101,D,A,-182.18000125051745,1
UK,Married,39,B,50.58890159505355,D,-27.65876907158097,A,-235.61808084881827,D,-53.417200475761476,B,C,-59.41022078089413,1
Brazil,Single,72,E,14.779471101068575,A,118.1921526274464,E,-21.07641514947422,A,114.2347717066891,A,C,-1.3153504712386273,0
Other,Divorced,96,E,70.50001121699158,A,15.732540817528296,A,39.20875430900052,D,49.08947771164901,D,D,68.02597536497454,0
UK,Widowed,51,E,-66.05067154939654,D,-118.600821020125,C,-37.43279023067778,E,-19.96900487350783,B,B,-148.1006500235566,1
Other,Married,27,A,117.38934499431919,A,36.70970505519261,A,-38.57150465671568,A,23.825730614910267,C,B,-10.767122202275933,1
Mexico,Single,50,C,-234.7800149921796,A,-18.480343230605865,E,66.02094932952667,C,-27.74178865726831,D,C,-135.4387224906223,0
Brazil,Widowed,85,E,16.915040131778262,C,-106.66941649671742,C,-43.567334120782654,D,92.67394545648553,B,B,-15.423962370580199,0
UK,Divorced,83,C,35.544814866545025,D,148.65644585464938,B,2.065363107630018,C,163.79165921071217,C,A,5.5546198261837185,0
Brazil,Married,30,C,58.362612440864126,E,96.26967062807907,B,-143.03968946201883,C,-163.59595146872482,C,B,107.99219540785523,1
Mexico,Married,31,C,94.6935926985185,C,-44.889865397327654,D,196.3598223921715,C,25.320230458960342,A,C,78.34452118948101,0
US,Single,20,E,72.00582298994337,B,240.70596697008804,B,165.61274444517213,B,-95.82247607057901,A,B,-66.85835147811963,0
Germany,Married,67,B,-158.53719118293188,B,-82.88283606493233,A,-37.11067799449926,B,109.60644597658744,D,D,21.23527791675791,0
UK,Single,53,B,71.19408666578208,E,-76.07677416147517,E,-57.33428948014867,C,25.197988763756427,A,E,-83.23758135560183,0
Mexico,Single,95,C,157.81928046277324,B,-44.4904203333038,C,153.47439302880898,B,-94.93982044729496,D,B,-66.37943966922884,0
India,Married,54,E,14.238035799290877,A,81.14226213277587,A,61.784235360423345,D,-155.99723354801895,D,C,73.635869858899,0
US,Married,71,E,55.22690191116105,A,144.60840327207134,E,165.05643638689352,D,32.74228894087166,C,A,-71.09618337738006,1
China,Single,57,B,-43.41782341838618,D,-78.01151692884275,B,89.28623897765976,D,270.64094295463156,B,C,35.988811174352726,0
India,Single,40,A,26.52341730639243,D,-71.48135062277801,E,10.110350482792947,B,84.13567555737113,D,D,-101.53867840481534,1
UK,Married,30,A,-50.32190204280862,D,67.70244484099005,A,92.81255856690242,D,-32.66262009386321,E,B,-64.18672888285303,1
US,Divorced,72,B,160.5593494355222,D,-127.30413179350133,C,-23.57785676757615,D,4.041924446180756,A,D,90.24106259837774,1
UK,Widowed,33,B,79.92583854902904,B,-222.03877422635082,B,79.9901187437418,C,-60.99095554011671,A,E,-156.5223638646999,0
UK,Widowed,80,A,74.30590623735385,A,-34.75022884180122,C,-124.67518929691892,D,-10.69021947557918,E,E,-16.793109875701223,1
Other,Married,45,B,-16.36630345666193,E,0.349560920386968,B,-175.4875176637932,D,200.7173037899654,E,D,17.719415093995437,0
Mexico,Divorced,76,D,96.5960222523996,D,-53.815253377551954,E,35.76085812597478,B,-102.03538586168139,A,E,99.69472958009142,1
Germany,Married,36,A,-45.21228704592242,D,18.651576594077746,D,-104.25464487348928,B,-52.75649941163586,B,C,-102.62204112020434,0
Mexico,Single,33,A,-23.027104147713974,B,87.15114864907491,C,224.38612749763772,C,132.03026126474347,D,B,-170.87848905634405,1
US,Widowed,40,E,-259.54264269287495,C,51.16980582526983,C,68.23185322173472,D,4.825066511626562,E,C,138.0443377417126,0
Germany,Single,90,C,127.84502040208388,D,-178.45416661416652,D,105.490475198372,C,77.71345545053609,D,E,-68.59730693594224,0
Germany,Married,95,C,31.68233548490737,A,2.5433495337053458,E,-152.72753040276461,B,-235.48789866836327,B,D,-89.05830128612256,1
Other,Widowed,33,C,-80.77596668414883,B,151.75942472784268,D,24.443225914933624,B,-50.3657543814882,A,C,35.12478738345605,0
Mexico,Divorced,52,B,86.37262032742358,D,-165.20984621508862,E,-158.43678891746262,A,-124.09462231736461,C,A,-110.94979129982414,1
Other,Single,53,B,-10.397745284921655,E,-126.71517776099661,C,-23.295585864200575,C,31.819416385082533,B,D,-42.7537414453169,0
Mexico,Divorced,37,D,-63.26424841465897,A,102.11642542811103,A,-1.2476318482324626,E,99.37227134780817,D,E,51.66740190982584,0
Germany,Divorced,39,E,64.79283298772025,E,-3.8412384664701498,C,146.27886874210577,D,-217.10303614979333,D,E,96.79832060785841,1
China,Single,86,E,65.05190868318623,E,20.35852916755055,B,52.16216462585803,E,-124.23120309447113,A,A,35.875845292255775,0
Mexico,Married,92,B,141.79994822347487,D,-96.75858800324893,D,146.08946223137957,E,140.6642157875124,B,B,124.4542532529352,1
Other,Widowed,49,C,71.9098346296572,D,43.30383158629636,A,-29.848619754541794,A,-134.54573452262554,D,C,-30.005665301010588,0
China,Single,19,C,-120.08824256214703,C,58.91539518469281,D,133.30029050526676,D,50.21095056526771,B,E,-106.62204116851174,0
China,Married,70,D,-146.4835295998671,C,-26.60004662605472,E,184.782642998006,E,-51.372203860654665,C,E,155.51062455866688,0
US,Widowed,85,C,-43.30961891971506,A,-144.5295576852228,A,3.7220712929057784,D,78.22147671678036,B,C,170.07179068936418,0
Mexico,Widowed,70,C,-85.97247489995445,D,0.7318291664565733,B,84.02626856892208,A,-112.1366077721219,E,D,39.963510409591635,1
US,Widowed,62,B,-100.08356182170333,A,-6.429194369769796,E,120.90715130601811,D,55.40043622895185,A,E,74.36836711658114,1
Mexico,Divorced,83,E,43.072036490194336,B,-12.975988913958444,B,90.59880813588732,C,62.42283813650113,A,D,-132.19244264922753,0
UK,Single,94,E,-56.063346413680804,E,-7.30788943400422,B,-96.56619663161798,E,-23.845500898269492,A,B,-106.23376289864781,1
Germany,Single,73,A,56.47678266555819,C,-56.52634021113966,A,-0.3265354183807625,B,-98.44748706718327,B,B,-103.85269094794624,1
Germany,Divorced,92,A,-27.84027033931484,C,62.65767722122403,B,-83.22667864424878,E,58.856152293395084,E,A,-152.2778715180871,1
US,Single,81,B,-92.66191642387237,A,-26.88443200246201,E,86.61274867597571,C,251.90045866555826,C,D,144.48729116440316,1
UK,Divorced,24,A,-29.944749943198122,E,-89.03225738022806,B,77.61099954926026,B,1.804838226725415,A,E,31.396898269229307,0
Brazil,Widowed,82,B,-37.91443248432517,C,-21.28773035821822,B,-1.2837629754108928,A,-67.39227524932903,D,B,-167.67231431461417,1
UK,Widowed,98,C,-100.49775091834465,C,-43.77862936409332,C,-189.34815694593976,C,124.29674159869366,D,A,34.93577334916886,1
UK,Widowed,35,B,146.79996167383345,D,77.88454120603733,B,-34.471433777191876,A,-75.39622072738949,A,B,-127.25964077473736,0
Germany,Divorced,93,C,-65.9479552817474,B,-4.827460093195249,A,-57.534039566501185,B,80.91721592235824,D,E,32.54888990487237,0
India,Single,79,A,25.689425884763338,A,8.66519773380737,B,-27.476060029491517,D,-89.65553629136727,B,C,-93.78698952841478,0
China,Widowed,77,A,-128.3505830075257,A,146.87485695537896,C,178.84870240746375,C,-99.56974803967952,D,B,98.37787799003259,0
US,Married,96,C,-164.11188852874375,D,27.593774943338857,A,34.60568062211674,C,-80.09074810223609,C,C,-30.081714824819755,1
US,Married,50,E,-251.15821905996958,D,-129.0542132621851,A,267.9563456113331,E,116.1184830291292,D,B,-42.41625057348466,0
India,Single,31,C,84.70355509945911,D,102.83609330678016,C,191.5196881404955,B,11.295445536271549,D,A,-44.866212589198945,0
Mexico,Divorced,93,D,13.171564229249814,E,-89.9655759166784,D,-57.957277611529264,E,202.58832138942554,E,B,-1.1111299992032384,1
India,Divorced,74,C,-288.7269855035093,A,57.484065265861325,A,-94.05206592219963,D,107.17479372578545,D,C,-65.55828385047636,1
UK,Single,41,E,-20.518470644447383,A,-31.013612492907615,A,42.761878805319014,B,-43.749524502596316,D,C,127.03620764164987,0
India,Married,33,A,14.129572447323794,E,133.2394356673432,E,-30.3565060456698,D,-63.964194215586964,E,A,76.03331439775143,1
Other,Married,98,C,1.8721229540131397,D,-32.892409577768994,D,-9.882447107843817,B,24.691989870635663,B,E,135.01415504836044,0
US,Divorced,19,D,6.9505591767794455,E,-57.39570829102594,B,56.44839214613141,B,-54.04997231139252,B,B,9.37925618891441,1
Other,Widowed,35,D,-101.47142595963021,B,-7.976613635307547,E,30.847323819502098,A,-61.221962950307955,A,E,131.5830250434512,0
Mexico,Married,57,C,-44.08250608273273,B,-93.54413555627661,E,167.37482277654289,C,-16.039886410181992,D,C,-93.96810471778997,0
Mexico,Married,35,C,-71.92172301117003,B,273.7866844033002,E,-13.089013139936034,A,37.09737435648494,D,A,-9.820088123295703,0
US,Widowed,66,B,-85.2845332307818,E,7.897962073579149,E,-165.7403017589604,C,36.524588382788274,D,D,-110.5010196501748,1
US,Divorced,23,C,47.87069537217077,B,-188.1558099654733,E,-225.22253816553288,B,-57.10811596278225,B,E,134.3913298499307,1
Other,Married,51,B,-140.91615117829159,B,-27.13743318967942,D,-130.07915173055628,E,49.72038409491817,A,C,53.05210201799125,0
UK,Divorced,32,B,167.906319004947,B,-55.29073738524243,E,-51.05119535077199,C,-103.84001667417367,B,C,46.71581897132467,0
Mexico,Widowed,75,C,-15.204836949419134,D,90.28200876554511,C,125.98833265646559,A,-119.5630359046684,D,C,23.222629659239765,0
Mexico,Divorced,70,A,-31.593105039318463,C,-69.80252712765203,C,24.023898760808663,C,-167.97414922743198,E,E,40.79615659582787,1
UK,Widowed,88,D,-100.85998493337966,D,0.9265073310045437,C,-25.035632089987935,A,53.01094782028907,D,D,19.29995387760495,1
Brazil,Divorced,97,D,56.37957676921178,C,78.24994677019657,E,-210.2628427232717,E,87.3526078147876,B,C,-36.93998986560656,1
Brazil,Divorced,42,A,44.716649997792935,B,39.53118004839049,E,-161.75054265583248,B,27.660980446807997,C,D,-172.70665694466402,0
