ethnic_group,country,Age,feature_0,feature_1,feature_2,feature_3,feature_4,target
Hispanic,Other,50,E,C,11.045447227997391,B,B,1
White,Germany,73,C,C,41.057931007179626,D,C,1
Hispanic,China,23,D,C,-84.60768764109811,B,D,1
Asian,US,26,B,D,-69.15221901602425,A,E,0
Other,Other,29,C,D,101.93243352049566,D,B,0
White,India,42,D,D,294.43277671143477,D,B,1
African American,India,30,A,D,179.2164030595683,B,A,0
White,Germany,18,B,B,78.58619617092317,A,C,1
African American,UK,41,E,D,-114.97559474801973,A,A,0
Hispanic,Other,19,C,B,7.404778739707182,E,C,1
Other,Mexico,44,C,B,27.013334904144692,A,E,0
Asian,Germany,46,E,B,-22.345732135062075,A,A,1
White,India,19,A,D,-223.717254179788,E,A,0
African American,UK,64,D,D,8.934923705021989,B,E,1
Black,Germany,51,B,A,141.16734925596023,D,B,0
Hispanic,India,61,E,C,-34.297886189444995,E,D,0
White,US,50,A,E,96.94195509438093,C,D,1
Other,Brazil,38,E,A,-106.22763284808778,B,A,1
Other,India,63,B,B,-118.46061709714111,B,D,0
Hispanic,Other,50,D,E,-10.145843401443704,E,B,1
Black,Other,52,E,A,76.2655110663145,B,A,0
Hispanic,Other,55,E,B,-0.0020960492336687207,E,A,0
Other,India,46,E,B,28.91136132642396,A,E,1
Black,Germany,38,E,C,141.45043172106503,B,A,0
Black,Other,69,A,A,-25.573036032967877,A,C,0
Other,Mexico,52,B,E,43.437235727244136,A,E,1
African American,UK,22,C,A,-108.7515421999325,C,A,0
Other,Germany,45,E,D,-102.37683802255133,B,E,1
Other,Brazil,45,A,B,-84.3687171920109,B,D,0
White,US,24,A,D,-297.7834881765968,C,E,0
White,Brazil,60,C,D,35.35118479756465,D,A,0
Asian,Other,46,C,A,-89.34907415834475,A,E,1
Asian,Brazil,34,E,D,1.2686517128669945,A,E,1
Black,UK,52,C,B,14.50107789466411,B,B,0
Hispanic,US,79,E,E,38.09286920427839,E,B,1
Hispanic,UK,35,D,A,-55.657430043626775,C,A,1
African American,US,27,E,D,140.57946582643132,B,B,0
White,India,20,B,C,39.5609073690968,E,A,0
Asian,Brazil,62,B,B,34.118973528896895,E,E,0
Black,US,56,D,D,104.48000256159642,B,A,0
Hispanic,Mexico,79,A,C,-90.98938112797708,A,A,0
Black,UK,30,C,D,-33.93376699011552,B,B,0
Other,Germany,18,A,B,137.6625777530482,C,C,0
Hispanic,Other,79,C,E,16.518657986801127,C,C,0
Hispanic,UK,26,B,E,-153.86316427772672,C,B,1
White,Germany,47,C,D,146.58314521341111,A,E,0
Black,US,20,B,D,-55.11101802305871,E,D,1
African American,Brazil,72,C,E,43.18297974757655,A,A,0
Hispanic,UK,67,C,A,17.832417514443595,A,D,1
White,Brazil,67,C,E,126.30043364542274,D,D,0
Other,India,62,A,A,-98.95656769059767,C,E,0
Asian,UK,33,E,E,-67.225191719724,A,B,0
White,Brazil,24,B,D,-88.14467593117512,A,E,1
Other,Germany,77,D,D,-32.41652799373312,D,D,0
African American,India,21,A,E,-130.24260481520474,A,E,0
White,China,55,A,D,-99.02734747322722,E,C,1
Asian,Other,53,D,A,-106.2208468203159,A,E,1
White,Germany,49,D,B,-50.543800149342665,D,B,1
African American,Mexico,61,D,D,-57.35837348966047,E,B,0
African American,Germany,68,D,C,-5.03152757064633,C,C,0
White,Germany,72,E,D,125.03059981685898,A,E,1
White,UK,57,A,B,-76.11846524773935,D,E,0
Asian,US,60,A,C,282.46238268936264,E,A,1
Black,Germany,57,B,A,-10.063920154330235,D,E,0
Asian,US,27,D,B,157.68457942227423,C,E,0
White,Other,23,A,E,-151.87849825824932,A,B,0
African American,Brazil,49,C,E,112.62882693592408,E,B,0
Asian,Brazil,18,E,A,-48.98514881683902,B,E,0
Hispanic,India,27,C,A,70.13408627201565,C,A,0
White,US,53,E,D,-104.59828808938718,D,B,1
Hispanic,Mexico,27,B,D,-106.22720832726154,A,D,0
Black,India,36,E,C,36.079286323300735,C,B,1
Asian,Brazil,32,B,C,-195.9978678193722,C,A,0
Hispanic,UK,61,E,B,119.39429200832248,B,A,1
White,US,59,D,B,-61.31471940873738,C,B,1
Asian,Germany,77,C,E,27.63196681924618,B,A,0
Asian,China,65,D,D,24.370569606844757,C,B,1
Other,China,52,C,A,-72.31161262152554,A,B,1
Hispanic,China,62,C,E,-226.3712354627624,E,D,0
Black,Brazil,24,C,D,-18.042497268907837,A,A,0
African American,Germany,70,C,E,87.46513801887916,D,E,1
Asian,US,56,A,A,31.591062944640836,B,A,0
Asian,Other,75,B,B,-79.4774231672217,A,C,0
African American,Other,60,D,C,60.396523270232585,D,D,1
White,India,49,D,A,181.2587719355934,A,C,1
Hispanic,US,62,B,B,63.76815519865233,D,E,0
White,China,39,A,E,-135.38582692613795,A,C,1
Black,US,25,E,D,-46.01405811251196,D,C,1
Hispanic,India,33,C,B,124.18642517606628,E,C,0
Black,UK,21,B,E,27.874777642115028,A,B,1
Other,Brazil,56,D,D,74.59329416359283,E,A,0
Asian,US,77,D,A,-138.6998803505405,A,A,1
Other,India,42,A,B,-121.03032007176625,D,A,0
African American,India,72,E,B,77.68929239473911,B,A,1
Black,UK,74,C,D,-175.47784537809446,A,A,0
Hispanic,Other,25,D,B,55.78095588614451,C,A,1
Other,Brazil,24,B,E,-95.48065176273907,E,E,1
Hispanic,Other,53,E,C,122.72150302081515,B,E,1
White,Mexico,36,D,D,-26.946798373469267,D,B,0
Other,Mexico,47,A,D,-26.866219210914615,B,B,1
Asian,US,20,E,E,-0.2847259996211457,D,C,1
Black,Other,64,B,D,-9.200746129106928,D,D,0
African American,Mexico,27,B,A,-155.54845784122483,D,B,0
Other,India,24,B,A,-104.18420560318545,C,B,1
Asian,Other,38,B,D,104.82611888363769,E,B,1
Hispanic,Germany,62,D,D,61.62772558849199,A,D,1
White,UK,47,A,A,-2.308569553754678,C,B,0
Hispanic,US,32,E,A,16.357286787275953,A,B,0
African American,Mexico,70,C,A,-70.71085483664338,A,D,1
White,Brazil,70,D,B,10.406635189638305,C,C,0
Asian,US,37,C,D,-10.383910849443616,C,D,0
Other,Mexico,26,A,D,51.490456521213744,D,A,0
Black,Germany,60,E,E,-2.1689501472052006,D,A,1
Asian,Germany,48,A,A,15.048823793752284,D,A,0
Asian,US,79,B,D,42.09834280638445,B,D,1
African American,China,28,A,C,91.6898651045052,E,C,0
Black,US,33,D,B,98.33718167819269,B,D,0
White,US,56,C,A,-2.184265838630637,D,C,1
African American,Other,73,C,B,-73.51968372450872,A,C,1
African American,China,51,B,B,-103.46761277482825,C,A,1
Hispanic,Mexico,24,A,E,107.01822111659567,D,E,1
Other,Germany,20,B,C,60.559177581199506,D,E,1
Black,Mexico,40,D,E,-38.59712562070651,D,B,0
White,China,19,A,E,23.785971919442083,D,E,0
Hispanic,Germany,39,B,E,138.0525944720054,E,E,0
White,Brazil,78,B,C,-58.72477372127485,B,C,0
Other,China,69,E,A,93.57757868732915,D,B,1
Other,Mexico,42,A,E,-101.94994673589856,C,C,0
African American,Mexico,33,B,D,63.77018077798663,B,B,1
Asian,China,38,C,B,-8.182812602280935,A,B,1
Hispanic,India,52,D,D,-83.88203758558608,C,C,0
Black,Other,46,C,C,13.574132767902356,B,C,1
Other,India,38,A,B,-68.32695529129131,A,A,0
Hispanic,India,41,B,A,-135.5356748057501,E,A,0
Hispanic,China,38,C,A,48.772726715898315,A,D,0
Other,China,45,E,B,-148.81639527864675,C,C,1
African American,Mexico,62,C,C,-173.27780152617058,C,A,0
Black,China,25,B,B,18.40451222874481,B,A,0
Asian,China,67,B,C,-145.2692766486458,A,A,1
Hispanic,Mexico,34,B,E,-120.09943274421705,E,A,0
Hispanic,Brazil,72,C,E,-179.05163708949777,C,B,1
African American,Brazil,54,B,E,-188.01258072599487,B,E,1
Asian,India,66,A,B,11.635754837581535,A,D,1
Other,Mexico,23,E,C,148.86552601173258,B,A,0
White,China,68,A,A,12.392197779552093,B,C,0
Black,China,45,D,A,-89.13327214528661,C,C,0
Asian,China,33,B,E,-117.59633120011547,D,E,1
Asian,Mexico,24,E,D,104.70422903794388,A,B,1
Black,India,77,B,D,-100.95616501825207,B,E,0
White,Brazil,41,C,A,54.37675774844723,D,D,1
Asian,Mexico,26,E,A,-186.42816029167219,D,B,1
Other,Brazil,69,A,B,36.5749894032808,E,C,1
Other,Other,26,C,C,-2.411949573302126,A,C,0
White,Brazil,71,A,D,169.58194001087458,A,D,1
White,Other,25,B,C,-97.71832895076,B,C,1
Hispanic,US,41,C,A,1.9741404302770538,D,A,1
Black,UK,41,C,D,-221.151910361628,A,A,1
Other,Brazil,77,E,C,-0.5207806523131722,E,D,1
White,China,59,E,D,-159.58770953748876,A,C,0
White,Mexico,72,E,B,142.11993242413047,D,A,0
Asian,Other,49,C,C,94.05933711939313,C,D,0
Black,US,21,B,E,-140.93950208408418,C,B,0
African American,Germany,76,D,D,12.647811219830988,A,E,1
African American,Germany,72,D,B,96.01038077049037,D,E,0
Asian,Brazil,19,B,B,57.322479061807826,C,B,0
Black,UK,48,D,C,-69.00549211044945,B,A,0
White,India,48,E,D,25.440384716311776,A,D,0
Hispanic,Mexico,53,A,A,116.17333096637661,E,C,1
Black,China,75,A,E,-82.44036189071355,D,D,0
Asian,Mexico,30,C,C,-223.12382883350216,C,B,0
Other,Mexico,38,B,A,-6.256166325246787,C,D,0
Black,Other,66,A,E,120.40847962444839,D,D,0
Black,China,70,C,C,-80.88926525615314,D,E,0
White,India,54,A,A,59.26240332667191,A,E,0
White,UK,47,E,A,-34.83801349234514,A,D,0
Other,Germany,58,A,D,9.098652357973839,C,C,0
Hispanic,UK,51,D,E,-132.5020161777876,E,C,1
White,Germany,23,C,D,91.21632239613136,E,B,1
Black,US,41,E,C,-6.971534083535571,A,C,1
African American,China,72,E,C,-25.299645930548703,A,B,0
Other,China,56,C,B,-99.7544419900903,A,A,0
White,Mexico,31,A,D,6.475736708522622,A,D,1
Black,China,67,E,C,-135.34608195570055,D,C,1
Hispanic,UK,74,B,D,186.02197109418825,B,E,0
Black,China,18,A,D,224.5877418463689,E,D,0
White,Germany,46,E,E,-20.28677312288143,C,C,0
Asian,China,48,B,C,-13.817960326425139,A,E,0
African American,US,52,E,E,223.62144738904183,E,D,0
White,China,23,E,C,-9.333986579858413,C,D,1
Hispanic,China,26,D,E,21.323222185219834,E,A,0
African American,US,41,B,C,-105.4109072418514,D,D,1
African American,Mexico,52,B,C,-150.4440652686951,C,B,0
Other,China,68,E,B,5.428606658869113,E,B,0
Hispanic,Brazil,78,E,D,38.154518929148615,A,C,1
Asian,China,53,B,D,-206.96509739913384,D,D,0
Hispanic,India,18,C,D,-55.33685613105664,E,A,1
Other,Mexico,62,C,B,-72.76383373631073,D,C,1
Hispanic,Germany,75,E,A,-91.56865283331919,E,B,1
African American,Brazil,28,A,D,144.63371171431794,C,A,0
Hispanic,Mexico,36,B,E,-37.17783423526794,A,C,0
White,UK,56,A,D,36.5409291593119,A,E,0
Other,UK,73,E,A,104.55517036873574,A,A,0
Other,Mexico,46,B,D,12.894288465060038,C,E,0
Hispanic,India,58,A,E,-130.26613389964382,C,C,0
Other,Germany,56,C,C,49.58905000744823,D,C,1
Other,US,58,B,B,118.30128311659547,C,A,1
Hispanic,US,53,B,C,-50.614534689106684,E,B,1
Hispanic,UK,79,E,B,-164.60727097978173,C,E,1
African American,India,66,E,C,157.15905046289419,B,D,0
White,Other,65,E,E,-0.6265703990576538,B,E,1
Asian,Other,65,E,D,-66.00077171143687,C,B,0
Other,India,60,C,B,109.28972273718449,B,D,1
White,India,44,B,C,-108.52308489878928,B,C,0
Asian,India,19,B,D,5.616874802813165,B,D,1
Other,Brazil,55,D,B,19.912980928144712,B,C,0
African American,UK,37,D,E,-125.91085902146868,D,E,1
Other,Brazil,71,C,A,23.751516597524557,B,B,1
Other,Other,68,B,D,162.58247694084577,E,B,0
Other,Brazil,59,D,D,-237.46477559831024,C,B,1
Hispanic,China,50,A,A,-25.93362919148329,C,B,1
Asian,China,28,D,A,-80.0249114508152,D,D,1
Other,Brazil,58,C,D,66.59867863480078,A,E,0
Asian,India,61,E,D,22.48148442022953,A,A,1
Other,Other,48,E,B,28.83389157602785,D,A,1
African American,UK,30,A,D,140.75145510106472,E,D,1
Other,Brazil,43,A,D,-49.2673960829374,C,E,1
Black,Brazil,21,D,A,96.44085130680669,D,B,0
Black,UK,52,E,B,19.194164678189395,E,C,1
Other,Germany,78,A,E,58.99966487236566,D,B,1
Asian,Brazil,37,E,E,114.82867603755149,B,A,1
Other,Mexico,73,D,D,69.93745124742394,E,C,0
Other,Other,40,A,C,195.56890255025255,D,C,1
African American,Mexico,27,D,C,-67.42877672240787,D,B,0
Other,India,36,A,B,-12.042383964492334,D,E,1
Other,Mexico,49,A,B,-110.09441498803842,A,D,0
Other,India,28,C,D,-15.94961057828111,B,B,0
White,Brazil,24,C,B,25.475246716200218,C,E,0
African American,China,66,E,A,132.96729667929554,C,E,0
African American,Brazil,57,A,C,174.0962817448751,A,C,0
Other,Other,72,B,E,132.49318450529853,D,B,1
Asian,UK,55,A,C,-69.39971537353988,C,A,0
Hispanic,Other,61,D,E,-110.53559610859662,C,E,0
Other,China,58,B,E,1.6912053678612249,B,A,1
White,China,74,E,B,-68.75081851190247,A,A,1
Hispanic,Mexico,30,E,E,-28.73026738262931,B,E,0
Hispanic,Mexico,64,A,B,-65.31730255434425,A,C,0
White,Mexico,63,E,B,-43.16163447205602,B,D,0
Black,Germany,57,D,D,-40.89290819394839,B,C,0
African American,Brazil,30,C,B,-52.34594292733716,C,C,0
Black,Mexico,73,B,C,-33.3093329356995,B,C,0
Other,Germany,34,B,C,-46.02251319989995,B,D,0
African American,Other,48,D,C,1.5224608343205512,A,C,0
Hispanic,Mexico,56,E,B,-102.364929725556,A,B,0
Black,India,36,C,D,-174.01574578489956,B,B,1
Asian,Mexico,36,A,B,-84.71267121546514,E,D,1
Other,China,25,A,D,151.99515189101072,D,E,1
Black,China,74,B,A,62.227898292908016,E,A,1
Black,India,53,D,D,-178.65005307927396,C,B,0
African American,US,59,B,C,-72.25536099114439,A,A,1
Other,Germany,31,B,A,-121.78986592186725,A,D,0
Hispanic,UK,54,B,E,6.748832412940057,E,B,0
African American,India,51,A,D,113.37308824024397,A,C,1
White,Mexico,47,B,C,-58.015510675325075,D,D,0
White,Brazil,76,D,E,-98.99014039725135,C,D,1
Asian,Mexico,59,C,E,-29.57021759144711,A,C,0
Other,China,54,E,B,20.98862161199257,E,E,0
Asian,China,31,D,C,-16.454499376095143,B,D,1
Other,Brazil,46,D,D,92.28792899210333,E,D,1
White,India,65,A,C,33.40997598003156,B,E,0
White,China,65,A,D,28.857671345520764,C,B,0
Black,India,30,D,A,-31.95025079262234,D,D,1
Asian,Germany,76,E,A,134.80594614407877,A,C,1
Asian,US,18,A,E,-49.75290154570675,B,B,1
African American,China,25,B,C,-140.77072484998524,A,D,1
Hispanic,Brazil,25,C,C,37.46478905396942,B,A,0
Black,India,69,B,E,-122.78243911484911,A,E,0
Black,Brazil,59,A,C,-11.995612197386826,E,D,0
African American,China,27,B,A,-79.25368395621302,A,E,1
Hispanic,Mexico,24,A,D,116.01173556239077,E,C,0
White,China,76,D,A,105.59644459250244,E,C,0
Hispanic,Mexico,18,D,D,-81.69411358249732,A,A,0
African American,Germany,25,A,D,54.381995183732975,E,B,0
Black,Other,31,D,A,50.425410895302825,A,A,0
African American,Brazil,64,B,E,-40.32160121304347,B,A,1
Other,Germany,71,B,D,158.21067898685757,B,A,1
Black,Brazil,46,A,D,-69.97151792039757,C,C,0
Asian,Mexico,25,D,B,97.2220987360146,C,D,0
Other,US,67,B,E,-38.7487415668005,A,C,0
African American,Mexico,40,E,A,-31.23229966092301,D,C,1
White,Other,67,D,E,-40.775255013213915,B,D,0
Hispanic,India,74,D,A,50.85362155879356,E,D,0
White,UK,59,A,D,-82.05192430168496,E,A,0
White,India,74,B,E,-75.19689428439716,B,E,1
Asian,Germany,47,D,B,-183.7974910879014,A,A,0
African American,UK,63,A,A,-57.28123283452881,C,B,1
African American,UK,57,B,A,-247.20397227045208,E,B,0
White,Other,65,C,D,133.2115816424515,E,A,1
Black,Brazil,66,E,D,-167.2861009499662,C,A,0
Asian,Germany,18,A,A,96.03035289896378,A,A,0
Other,Germany,22,B,B,10.114172403804353,D,B,1
Asian,UK,62,B,E,-139.04862048392278,C,E,0
Asian,India,26,D,E,114.04568725397912,E,C,1
Other,UK,38,C,C,-57.25575096988057,D,D,1
Other,Mexico,62,B,B,75.95786305788856,D,B,0
African American,Germany,77,A,B,146.2130031536216,A,B,0
White,Brazil,63,A,B,-31.324991861401585,D,A,0
Asian,Brazil,77,E,B,119.56594309435538,A,D,1
African American,Mexico,41,A,E,104.67088458250547,E,D,1
Other,US,56,D,E,13.670925946888305,B,E,0
Asian,India,19,C,E,-70.10909950533267,A,A,1
Other,UK,29,E,C,63.57061564139697,B,B,0
African American,UK,54,D,B,-84.48678404968544,B,D,0
Black,India,40,C,A,1.3966292727055927,B,E,1
Asian,Mexico,47,D,B,153.05249772077445,E,A,1
White,Brazil,58,D,E,130.29933158832006,B,E,1
Other,India,30,D,B,-108.31666677863862,C,D,0
Asian,US,51,D,A,50.159072088795796,D,D,0
Other,China,32,B,D,-40.14040147701868,D,B,1
Hispanic,Germany,39,A,D,-45.66607340303568,B,C,0
White,US,28,D,D,98.04994345881991,A,E,0
Hispanic,Germany,27,C,C,-70.02058463480047,E,E,1
Hispanic,Other,70,A,C,24.24825106061202,A,D,1
Black,Brazil,28,A,A,-164.9077859781697,B,A,0
White,UK,72,C,A,-23.99169688448183,D,D,0
Other,Germany,36,D,E,-96.68250707544824,A,A,0
Black,Germany,21,C,D,-79.59718362908035,C,E,1
White,Brazil,43,D,A,-214.58127270022737,E,B,1
Other,China,63,E,E,113.68561655596694,A,C,1
Black,Other,69,E,A,64.18447129965543,D,C,1
Asian,Mexico,22,D,E,39.70598880208495,A,D,1
Black,Germany,40,C,E,-74.01085725767966,E,A,1
Hispanic,Germany,41,C,C,12.210405048954518,C,E,1
Asian,Mexico,36,C,E,15.419771812690374,D,A,0
African American,Mexico,24,E,A,-160.4543275157141,D,E,1
White,Mexico,74,C,E,-32.341560970101455,D,B,1
White,China,56,B,A,-54.59615959784577,C,E,0
African American,China,29,E,D,14.153469855389048,D,E,0
African American,China,75,E,C,107.61620408489424,C,E,0
Black,UK,68,A,D,74.97344886371964,C,A,0
Black,Germany,32,B,D,-75.81656030889768,A,A,0
White,Mexico,41,D,E,-112.20487141741877,B,A,0
African American,Brazil,57,B,D,238.63094298876405,B,A,0
Hispanic,Mexico,65,B,A,94.57585023735379,E,A,0
Hispanic,India,53,D,C,-154.63225842311132,A,D,0
Other,UK,29,A,B,-129.30306372437423,A,C,0
African American,India,50,E,D,29.589471505530884,D,D,0
Other,US,29,E,D,-73.71922652519119,D,E,1
Other,India,52,B,C,-11.184662114519673,C,E,0
Other,Germany,29,D,D,-46.47122684091906,D,D,1
Hispanic,China,67,E,E,0.9453241882552241,C,D,1
Other,China,48,D,B,1.3898373401051587,E,D,1
Black,China,25,E,B,35.68560080966041,A,C,1
Black,UK,73,C,A,2.946128525259537,B,B,0
White,Brazil,19,E,C,22.032516839172793,A,E,1
Black,UK,77,A,C,-28.803391690484798,C,E,1
Asian,US,20,A,A,-23.586932409947355,E,C,0
Asian,US,32,B,B,-60.98487318721942,C,B,0
Black,UK,77,D,E,-106.76749559381493,C,E,1
White,UK,59,D,B,16.760639446120116,D,C,0
Black,UK,47,C,B,1.0657786814147332,A,E,0
Hispanic,UK,74,C,E,1.4174329696544006,A,C,1
White,Mexico,60,A,D,53.06124311451047,E,B,1
Black,US,20,C,C,-242.5272890400496,B,E,0
Asian,Brazil,25,B,C,103.21786553657206,D,D,1
Other,Germany,44,A,C,305.29889964316067,D,C,1
Other,Brazil,23,A,E,65.31753864214984,C,C,0
Hispanic,US,68,C,B,75.87621527480192,A,C,1
Black,US,20,D,B,-118.54451046182658,C,B,0
Asian,Other,18,A,E,6.775636599000655,A,B,1
White,India,19,C,A,281.2662362616628,D,A,0
Hispanic,Germany,73,C,D,-75.91066690931075,D,E,1
Other,Germany,43,C,D,-56.61013702723835,D,B,0
Asian,Other,18,E,E,-77.970947199153,B,C,0
Black,Germany,56,C,D,-42.30821869491803,A,C,0
Asian,India,24,A,A,26.904376472331197,A,B,0
Hispanic,Brazil,63,C,D,65.37988636971315,C,A,1
African American,Germany,57,C,C,49.06847617400867,C,A,1
African American,Germany,59,C,E,-131.96190970233843,A,B,0
Black,China,45,E,A,134.36534373191108,A,C,1
Black,China,51,C,D,5.338482822062563,D,D,1
Hispanic,Mexico,33,C,D,51.69266014704609,C,B,0
White,China,65,D,B,8.785094411022127,D,A,0
Black,Germany,56,C,A,-29.336872107139406,D,B,1
White,Mexico,46,C,C,55.82399495088013,A,C,1
Black,UK,41,C,C,17.533113272640236,C,C,0
Black,Germany,72,E,A,14.179510747619641,C,C,0
Asian,US,76,C,E,25.15103245447553,C,C,1
Asian,Brazil,68,D,C,11.581192968196445,B,E,1
Asian,Mexico,44,C,C,120.4621256948484,D,E,1
Asian,UK,65,A,B,-63.10145443211334,E,B,1
Other,UK,79,C,E,-78.1808687129415,B,D,1
African American,Mexico,35,D,A,41.87736158399548,D,C,1
Asian,US,26,E,C,281.86137954396395,D,B,0
Black,Other,19,C,A,-9.786469667167284,E,B,1
White,Other,30,A,A,-4.59350912772916,D,C,0
Asian,Germany,63,E,A,83.8339172675369,A,B,1
Black,India,72,B,E,61.27392069375595,C,B,1
White,Mexico,28,E,D,1.5258918762172273,C,E,1
Black,Brazil,63,E,A,-40.38303914265151,E,A,1
African American,Brazil,78,C,E,30.10804507387804,E,B,1
Asian,US,73,C,C,192.50955123234704,E,D,0
Hispanic,Mexico,43,B,C,-55.48144940542122,C,C,0
Asian,China,74,A,B,73.68401111306954,C,B,0
White,Brazil,42,E,C,187.8740290428933,B,A,1
African American,Mexico,74,E,E,-30.50529205000185,B,E,0
Black,US,48,D,C,2.5445691332175238,C,E,1
Asian,Other,58,C,C,-7.002850400261526,B,B,0
Black,China,44,E,D,-43.65980480585048,E,B,0
White,UK,18,E,A,-145.6414519497614,E,C,1
Other,UK,28,A,C,18.371009999701926,C,A,0
Other,Other,18,B,E,23.205489464450633,C,E,1
Other,China,25,D,E,-50.89252561220021,A,C,0
Asian,Germany,78,E,B,123.00601899011221,E,A,1
Other,Germany,58,C,E,36.617173549655874,A,E,0
African American,India,44,E,D,33.746542390699865,A,C,1
African American,Germany,65,A,E,-154.2143522022074,E,A,0
African American,US,57,E,B,140.76449337354705,C,B,1
African American,India,31,C,D,-18.543982642273786,A,E,0
Other,Germany,52,C,A,170.40738231140412,C,D,1
Hispanic,Brazil,44,E,D,-11.545060537557669,C,B,0
White,Mexico,49,D,A,16.60357593953088,A,A,0
Hispanic,Germany,63,B,D,7.73130938274668,C,A,1
White,Mexico,77,D,C,23.044186864397535,D,A,0
Black,Mexico,22,D,D,-60.46064711433732,A,B,1
Hispanic,Other,32,B,D,150.15423421184988,A,B,0
Black,US,44,C,D,75.56368935098521,A,B,1
Other,Brazil,36,E,B,62.611132701314986,A,D,1
White,India,29,D,A,-94.48441032560619,B,D,1
Other,UK,73,D,B,34.92949371862765,D,D,1
Black,US,45,D,E,-29.189675710156944,C,C,1
Black,Germany,34,A,A,-99.56586730451565,E,C,1
Asian,US,25,D,E,-314.0745382666435,A,E,0
Hispanic,US,60,D,A,-72.66842714042983,A,E,0
Black,Mexico,64,E,D,-75.04773567497696,C,C,0
African American,Brazil,18,B,B,-133.801254767218,A,C,0
White,Brazil,68,A,C,-179.0845417079128,C,B,1
Other,China,52,A,D,41.981935559178226,D,C,1
Asian,Other,32,D,D,-88.1761678619622,A,B,1
Other,Other,40,C,C,-149.54763691466968,A,E,1
Hispanic,Mexico,18,B,B,48.85291690050097,D,E,0
White,China,31,E,A,144.00222574117177,C,B,0
Asian,Other,24,A,E,-14.653086440451013,D,C,1
Black,Mexico,77,D,A,-80.88982317929383,E,E,0
Hispanic,Other,54,B,B,88.89993191301677,A,D,0
White,Germany,49,D,A,-69.91430831663733,A,A,0
Other,UK,31,B,A,-72.30581404745679,A,C,0
Black,India,65,B,C,194.11520882609113,B,B,1
White,India,37,D,C,169.2308850152302,B,C,0
African American,Mexico,63,A,E,188.11611664146875,D,B,0
African American,Germany,47,C,B,-38.86767623335462,E,A,1
African American,US,72,D,E,-15.884993111399654,A,C,0
White,Germany,27,D,B,-8.942573019555065,D,B,1
Hispanic,US,40,D,E,-4.900201332407687,B,B,0
Asian,Other,60,C,A,164.62873623646917,B,E,1
Other,UK,64,A,B,-9.907345610608036,A,C,0
White,US,37,B,C,188.23643933017337,B,E,1
Hispanic,Mexico,64,E,E,-44.76473361068181,B,B,1
Asian,US,52,B,E,-48.1105833820664,D,B,0
White,US,67,C,C,-165.89391405426167,E,C,1
African American,Mexico,30,E,A,72.9145185203776,B,A,1
Black,US,55,B,A,-44.93190367432063,D,A,1
White,India,22,A,B,-22.35519932971404,C,A,0
White,China,27,A,C,109.01085853683024,D,E,0
Other,UK,62,B,E,65.62572504645004,B,E,0
Asian,Germany,77,A,D,32.229601240005245,D,C,1
Black,China,40,C,E,169.03277360019425,C,B,1
Hispanic,US,57,B,B,-3.1010614730686985,A,E,1
White,Germany,72,C,C,67.26979928896775,D,C,1
African American,Other,34,A,A,-200.4607229227558,B,C,0
White,Mexico,62,A,E,9.930000023946402,A,D,1
African American,Other,25,A,B,10.708930110832304,E,B,0
White,US,58,E,E,-103.53934487914987,D,B,0
Asian,Other,46,D,D,-7.564947356917981,C,B,0
African American,UK,55,E,D,41.09310118922061,A,B,0
Other,Germany,75,D,B,349.5736998706538,D,E,0
Asian,Mexico,37,D,D,43.9168430489243,D,C,1
White,India,38,D,A,-10.200538914526929,E,B,1
Hispanic,India,76,B,C,59.13861376099623,E,C,0
White,US,27,C,B,-242.5464826874447,C,A,1
White,India,55,A,C,-56.69568179829405,B,D,1
Hispanic,UK,41,B,C,-57.02693472413137,B,C,0
White,Other,30,B,C,-5.370650041999099,C,D,1
Hispanic,China,79,A,E,-57.104161231033956,D,C,1
Black,Brazil,33,A,D,-178.13972747578134,B,B,1
Other,India,74,D,E,25.051523624858163,A,D,1
Asian,India,32,E,D,13.070422341895144,E,C,0
Black,Other,64,E,C,31.39345778143845,E,E,0
Black,US,52,D,E,148.81267069891396,B,B,1
Asian,US,58,D,E,-78.30356341208328,A,C,1
Black,Other,49,D,E,102.89792911006892,C,D,1
Asian,China,48,A,B,-35.971026049873224,E,A,0
African American,Other,18,D,D,240.5076267472575,A,A,1
African American,India,25,B,C,110.23263791648104,C,C,0
African American,India,39,D,E,-82.23642234670008,C,E,1
White,Mexico,30,A,A,44.51172017653853,D,A,1
White,Mexico,23,E,A,151.35445253594784,B,E,1
Black,UK,77,B,A,-88.87458320808369,A,E,1
Other,India,36,B,A,-15.659244070129596,C,B,1
Other,Mexico,26,A,B,178.69780909344792,E,C,0
Other,Germany,48,A,B,-18.476976014311923,D,A,1
White,China,45,C,C,72.5260334554386,B,B,1
Hispanic,Brazil,18,A,E,-43.165953847374844,C,C,0
Other,Germany,67,D,E,-183.64262317335715,A,E,1
White,Mexico,20,D,B,-8.845355194644778,E,A,1
African American,Brazil,39,A,C,-42.2692061824866,B,A,0
Black,Other,73,E,C,45.764853945621276,E,E,0
Hispanic,Mexico,67,C,C,-39.269693969393366,E,D,1
African American,Other,47,D,C,83.59550730862144,D,A,0
Other,UK,42,C,C,18.581584933206344,D,C,0
African American,China,32,C,C,41.188379229290426,C,E,1
White,China,61,C,B,80.81628946104732,E,A,0
Other,Germany,71,E,D,-1.5072264905277089,A,D,1
