veteran,gender,nation,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
No,M,India,45,C,-118.30932795083915,B,C,28.859837842022166,-102.44142200783644,45.54586172835826,C,E,1
Non-Veteran,Other,India,30,E,-82.5020638051858,B,E,78.15218001683334,86.16542078985015,2.367385978065943,C,D,1
Yes,Other,UK,21,D,17.035169309427758,C,E,16.689182295517334,86.98981842072521,183.08907043493636,C,E,1
No,Female,US,33,C,-59.537153982897514,A,D,-95.63820106201752,12.449754034793079,-17.74339044201015,E,B,0
No,M,Mexico,65,E,110.09648495899064,B,B,45.689535803767924,-53.67901729098642,-80.9924929305427,E,E,1
Veteran,Female,UK,57,B,-120.97492394440688,D,E,31.501832111421873,60.76114479313153,-20.24644931464766,D,C,1
Yes,F,Mexico,42,D,217.7743206233691,E,B,92.32762542653725,50.86928872435132,35.8760178919064,D,B,0
Yes,M,China,59,A,105.96280039880104,C,E,15.78368314711382,-97.15803109707977,-3.282767427437641,A,D,0
Yes,Female,Germany,62,E,-13.789390333251697,A,C,26.93493812969741,94.24677363941667,148.71093945433918,A,A,0
Non-Veteran,Male,Brazil,62,C,-83.72381275165743,C,A,-6.502046151578028,-15.909710663419316,-29.38775071770099,B,D,0
Yes,M,US,60,B,-156.7967877685244,B,B,53.12934963375392,-104.42248799688056,31.03367473164265,C,B,0
Non-Veteran,Female,Germany,52,D,-64.42902842174168,D,E,43.01779718186042,-49.341504654520975,-33.211761278137715,B,D,1
Yes,Non-binary,China,75,C,-28.604140921716514,C,B,22.338272427684263,-55.804820487395546,-53.67658975567985,D,C,0
No,Male,India,68,A,-157.20737969364112,A,A,11.927803583308897,190.2640140143619,40.06781790307128,E,C,0
Veteran,Non-binary,India,46,B,193.54016602824512,C,A,-14.630311598632007,125.6397855394149,-245.5719617019838,D,C,1
Yes,Male,Brazil,36,D,-24.68492558532875,A,E,-139.3491971989837,63.76312949204935,-74.99722320968681,A,A,1
Non-Veteran,Female,China,63,E,-79.95700297048863,A,E,87.24464884854389,-86.12905876729975,183.9773003786985,D,D,1
Non-Veteran,Female,India,39,E,184.9112037521689,A,D,-17.27178310910035,-154.62225980311777,67.08349909125216,A,A,0
No,Other,Mexico,46,B,62.52201345615506,B,A,37.41195232391739,31.477820142938363,-43.97802076005833,D,D,1
No,Other,US,22,C,122.39426563697928,C,B,-75.2795553114357,-248.4080067687218,118.76023527065647,E,E,1
No,M,US,76,C,25.2734020131349,D,C,147.72856632558685,80.98501102525208,52.34509667460034,A,B,1
Veteran,F,UK,43,A,-134.77436880721697,D,A,-23.937785451844938,-33.411914329454376,-106.48207881411791,B,A,0
Veteran,Female,Other,43,D,169.24093467093323,E,A,98.57297036844885,-68.07376502812296,22.43015398924219,D,E,0
No,F,US,79,E,-27.24667340586891,A,C,-82.66586700184847,77.50256872427782,260.99263758582924,C,E,0
Yes,M,Mexico,26,E,197.8934532218367,B,D,0.8720432612529382,133.8336461831776,120.13496821481293,B,E,1
Veteran,M,UK,43,C,-3.128211455804665,B,E,126.07464948668066,-100.47962411644397,-142.37472585918917,C,D,1
No,Non-binary,Germany,69,D,-29.205881624135426,D,D,-35.13546139740957,85.0673642163682,-132.77078461152755,B,A,0
Non-Veteran,M,Brazil,26,D,-95.87277855039572,B,A,93.80936006669123,-150.7199311427289,129.6721822759823,C,B,1
Non-Veteran,Male,UK,73,C,-90.64507180016237,C,E,52.05076136226112,6.826910328001317,-63.403621588323055,A,A,0
Non-Veteran,F,US,19,D,123.92655421489141,C,A,32.12656013429505,-61.961885772103585,-33.59620301308518,D,E,0
Yes,F,Mexico,68,B,27.574028248398296,B,A,212.04461381147433,-131.61064327599206,-126.54286134343961,C,A,1
Non-Veteran,Male,India,74,D,129.55753955578945,B,D,87.61388997842012,73.62115832327676,-2.2664141286333295,B,D,1
Non-Veteran,Non-binary,Germany,26,C,-193.1193856159891,D,A,8.531068891266235,6.931995139609858,262.04249566246193,D,A,1
Yes,Non-binary,Other,77,D,-35.90270875445894,D,A,-68.26948596981376,74.5217607562945,-123.22918783342523,D,D,0
Yes,Female,Mexico,20,E,-170.77281600123194,C,A,-27.038581497877317,11.79643632046638,19.60176775179224,A,A,0
No,Male,US,29,A,-108.5360729023487,D,A,18.02260962937395,-184.54723367762992,49.33056951749567,E,D,0
No,Female,Brazil,75,D,35.47124994811301,C,D,137.6818226748059,39.869992907129614,85.09803585353232,C,A,0
No,Non-binary,US,20,A,1.0847769692905889,E,D,-25.85765178942595,9.392054270329368,-93.3997116980055,E,D,0
No,M,China,64,B,32.953672942444186,B,C,-146.4302484744095,13.141970885119141,145.14210133129498,B,E,1
Non-Veteran,F,US,67,C,-160.9024430562531,D,D,94.24458808357186,-86.86753507525653,-168.9285661467592,C,C,0
Yes,M,India,67,D,-86.62835462705901,C,A,20.61892661026547,69.78230416312178,76.8010213171585,B,D,0
No,Other,UK,59,E,108.08822295546123,E,C,-12.978724315616061,9.3692534293958,-126.40314712185592,B,B,0
Veteran,Non-binary,Brazil,20,C,124.86731491383074,A,A,-90.06541760434702,75.84485997984203,-21.021067258191685,A,B,1
No,Male,China,69,C,-59.15938569860529,B,C,68.2329442887776,20.296909380425195,-75.39072599504898,C,C,1
Yes,Female,Brazil,39,D,0.7325527873960256,B,C,-120.6587485974614,6.073677461315948,-26.065122005657127,D,A,1
Veteran,M,US,34,D,170.1863109533336,B,A,70.50631665006519,-24.27351641126511,-47.48017954744787,B,C,1
Veteran,Other,UK,53,E,101.50191091258817,B,B,13.037352449309356,-4.682047311870069,136.1442312785538,B,D,1
Veteran,M,UK,73,E,4.37766928684391,B,B,65.67498685857217,-12.462285381080902,-193.62778853218018,E,D,0
Non-Veteran,Female,US,51,C,0.4607726305278883,E,E,69.35035838498221,108.51986590366513,-119.28822127071975,B,A,1
No,Other,China,37,C,-58.21684195041165,D,B,-34.35941375806591,-45.799271824416245,-10.823706963696988,C,D,1
Yes,Female,Germany,77,E,-91.52472845781269,C,E,-75.8858041477505,25.327539225828183,-21.852471618111295,B,A,0
No,Other,Mexico,53,B,-19.12125194003868,A,E,-167.18645714594936,-28.208774101145867,-30.66492388388725,D,C,0
Non-Veteran,F,Mexico,19,C,-2.877564662819978,A,D,84.28304183414232,52.17404634915855,68.34515666432294,E,A,1
Non-Veteran,Non-binary,India,73,E,95.89531163187063,B,C,-72.8102373880854,-53.66170838352122,-27.05136513123403,A,A,0
Yes,F,UK,43,A,26.543931450183212,B,A,80.78642107771253,54.361781727362434,-52.339815224746914,E,D,1
Veteran,Non-binary,Mexico,76,E,-80.64549726079049,B,C,-66.27699611567118,67.58391853637654,-127.04555949315908,D,D,0
Veteran,Female,US,48,B,59.321148507561375,D,C,-162.32489039489627,92.43552558638093,-47.22283353161888,D,C,1
No,Other,US,61,B,-193.5039896501344,A,B,-77.84315162254346,53.789525916014505,-217.55682945403242,D,C,0
No,Male,Brazil,67,A,90.34761138012661,C,A,73.49145388912063,-72.46088316206554,-28.81605214211234,C,C,0
Yes,Male,Germany,45,B,-36.195179353567184,A,A,30.822027204418156,56.653717686579796,38.27684194046919,D,C,0
Non-Veteran,Male,China,66,A,-38.0751564803419,A,A,102.2407804790918,45.207189862247766,-94.05573607431137,A,A,0
Veteran,Female,Mexico,36,B,-37.33986676758816,E,B,-226.61714763677986,-4.05916563226489,145.40171201603022,C,A,1
Non-Veteran,Female,Mexico,71,C,-21.44533426442964,E,C,-52.883778847626864,-85.34519758137252,53.785656237500504,D,E,1
Veteran,F,Mexico,29,D,-4.508299498016923,B,D,110.9627509357894,27.69857431892514,-110.64408406723105,E,B,1
Non-Veteran,Female,India,44,E,-15.329458411143024,C,C,139.34935848836716,-102.55708006105964,90.72002932077558,A,B,0
No,Male,UK,75,A,59.57036193586747,E,B,-210.98717977478606,68.84204669596961,60.4324057765808,B,D,0
Yes,Male,India,32,B,160.9950255914073,C,D,107.83928765627134,-140.47616944530296,-65.8727408940918,C,C,0
Yes,Female,Brazil,73,E,30.027911450846407,D,E,57.232452160613356,-197.76998474159493,39.818739882756574,E,A,0
No,Other,India,76,B,41.30313773488021,C,E,-75.61780875967042,178.48684571139856,68.13402691754455,A,C,1
Yes,Non-binary,Other,61,A,121.24643765192695,E,B,-106.8944832851158,71.72329405878652,-98.22102655342904,C,E,1
Yes,F,Other,38,C,-118.38122889272134,E,E,-58.59958456920101,44.095496816398175,29.132102160057364,B,B,1
Veteran,F,Other,62,E,-47.289044746255435,D,B,-25.174372280937018,56.85674906192486,-24.63963797360538,D,D,0
Yes,F,China,60,E,79.12046366487164,C,C,-123.79931156955746,37.81923444695961,-131.7851732642543,B,A,0
Veteran,Female,Germany,31,D,50.38121412656501,A,A,-117.98144799318734,-124.59365345000907,25.12806598341034,B,D,1
Yes,Male,India,44,A,-41.91030567047772,D,C,70.20244566878881,-115.11209012980983,38.56016478904021,D,A,1
No,M,US,64,C,135.01313750411123,A,E,56.667801265022135,-194.1349217801387,-83.62435915430055,D,C,1
Veteran,M,Mexico,79,E,53.10950145164307,E,B,7.516320420459463,-19.051845264483976,2.5149227161230385,D,D,0
Veteran,M,China,34,E,101.79926681873783,A,C,19.304278620401373,-43.37412502094989,-58.51875035406076,D,C,1
Non-Veteran,F,Brazil,21,A,76.6483534022891,E,C,160.821274679757,84.880885353091,63.09022464045041,C,C,0
No,Non-binary,India,72,B,-60.81446828433722,E,A,143.56352751345239,-82.92449903672573,17.096014189521462,A,D,0
Veteran,F,Other,47,C,-59.868725373064024,E,A,-102.18224040666064,-102.5720744296632,272.26115875550266,D,E,0
No,Non-binary,US,57,D,5.922528990708298,D,C,178.62670977421968,129.93272700657133,-46.343356933315484,C,B,1
Veteran,Other,Brazil,75,B,23.384150073244257,E,E,130.05592981174118,122.61053097095507,-43.86673066711263,C,D,0
Yes,Female,Other,42,E,-64.69585506883546,D,A,-6.507485587311644,-103.19704538684678,-57.948509079297494,A,C,0
Non-Veteran,F,China,64,D,85.04246083861577,C,A,87.50218441362806,42.59638350973838,-97.86932240185587,C,C,0
Veteran,Female,Mexico,24,D,5.211455211349004,C,E,32.2569202962183,138.81627340657013,15.320115857796699,A,C,0
Non-Veteran,Female,Brazil,49,E,-69.31474732384896,C,E,41.09833033877395,24.95600326055973,-24.677354830239725,D,A,0
Veteran,Female,Other,60,C,97.28953990390421,B,A,104.67102258104804,-25.32301178015891,38.425358276882896,E,A,0
Non-Veteran,F,India,27,E,-53.75205677384323,E,A,82.37429744019128,147.47124730664345,127.33432568778807,C,A,1
Veteran,Other,Germany,44,B,54.70960260069726,A,C,92.34969888579123,-54.31780190584232,173.01157732404974,A,B,1
Yes,Non-binary,Mexico,32,E,68.3034107133476,B,E,-11.036344539307146,35.57991306685993,94.54043937552015,D,B,1
Yes,Other,Other,48,C,40.00980728641315,E,A,-10.304839964468782,-53.60386564234223,-219.80972105493768,D,B,0
Veteran,Female,Mexico,55,D,-72.28064832317253,C,C,-44.889532132437,-45.54505039559395,40.58020056608792,A,C,1
Veteran,M,India,59,E,-61.81280572957073,B,D,-68.82794483131778,173.28295591898723,19.359956294617835,B,D,0
No,F,Other,74,C,6.597880021450941,D,E,-93.26300776545447,-105.62693147934735,176.33280800283396,A,E,1
Yes,Male,Germany,32,E,-123.69918763985972,B,B,-82.3384766647213,-70.2848425145031,122.26954878754925,D,E,1
Yes,M,UK,66,E,8.96719573662303,B,D,83.26924489271642,-24.526621533051877,-93.96542443341427,D,A,0
Yes,M,India,28,B,9.244371130527854,A,E,-7.337707924169168,93.29417420187546,-8.913530512623947,C,B,1
Veteran,Other,Mexico,71,E,-118.41655333136747,B,C,77.94266071290954,76.12798414715907,49.05004579879167,A,B,0
Yes,Male,Germany,32,A,64.56336278449919,D,D,-53.48412561036094,27.681917468302146,-37.35209860552656,C,B,1
Veteran,Male,China,61,B,68.08693597759306,B,E,207.5291711948846,20.85174716723852,-164.2335081814086,D,D,0
Veteran,F,US,21,B,-244.2680548151794,C,D,74.75860339166289,60.97618189174197,-35.98452337078004,C,A,0
Yes,F,US,30,E,15.617107686344717,B,A,-71.4942789935743,-111.2056047678775,69.19036625985186,B,E,0
No,Non-binary,Other,20,C,116.7662592267285,A,E,58.22197840883593,-89.57790460506509,31.385541312059466,D,D,0
Non-Veteran,Non-binary,Other,41,A,0.10038833686177068,B,D,-177.16327991355283,44.08144517844506,-106.69088227296137,C,A,1
No,Non-binary,Other,45,D,65.03801198889538,A,C,28.414842536239053,171.24227224269103,196.47383583808934,C,B,0
Veteran,Male,India,59,E,79.89930121903254,A,D,-6.881384835259762,60.288044649473285,64.86242356740192,D,C,0
Non-Veteran,F,Other,31,E,-125.22639057459568,E,E,-8.771565531442572,-186.86466264245198,59.58493454455307,A,A,1
Yes,Non-binary,Germany,59,E,35.803521074238525,E,E,113.21632384194417,-17.497763307412146,-270.7990332552931,B,B,1
Non-Veteran,Other,Mexico,23,E,-7.6223552760192606,C,B,-92.52152418397309,-140.21691288487568,172.88180105323633,A,A,0
Veteran,F,US,56,E,-69.14105430126006,A,A,33.20768833095592,149.7132699049725,-109.41554791976684,C,A,0
Yes,F,Other,19,C,-43.50012410301896,B,C,-212.18994828501945,167.42628654000572,100.74987877596415,D,C,0
Yes,Other,Germany,24,E,-100.5670891976485,A,C,-46.715130638592164,-84.14669147243976,104.87581349004805,D,A,1
No,F,India,37,D,10.497492729829228,E,C,-117.99247014065237,-55.546282241421764,51.21028657854884,A,E,1
Yes,F,US,59,C,109.77002014854821,E,B,122.74842056203863,-20.812329947348278,46.69221784490824,A,D,0
Yes,Female,China,43,C,18.174405479937654,C,E,-17.28296729392013,-55.50296154333614,34.710366135735455,E,A,0
Veteran,Non-binary,Mexico,60,A,-15.965086452178118,E,B,48.76663525293006,120.18187550037844,-92.63219050541929,A,E,1
Veteran,M,US,58,C,61.68965523199302,C,C,-25.822866499574324,88.08612752955261,-19.665712596584033,D,B,0
Veteran,Male,Other,73,A,77.85434817021505,E,C,153.07772370413701,62.528134744298505,-30.000265499215427,A,C,1
Veteran,Male,India,44,E,-6.448279867168074,E,A,-62.49043113145281,100.04132406206682,143.37568497446333,D,B,1
Yes,Non-binary,China,72,D,-12.864398644495909,E,A,-50.004439160553616,123.51324310454723,-54.127705852363206,E,E,0
Veteran,Other,UK,54,D,138.26867500754648,B,C,164.22475339906126,-109.65578135645903,-53.94656629419702,E,A,1
No,Male,UK,72,C,-86.38451251910642,A,C,-214.98061719262273,-4.709062659615931,-41.25469728662545,A,D,0
Veteran,Non-binary,Other,36,E,44.07968332575564,C,E,-60.21514979970992,253.6321464033548,91.1789446394189,B,C,1
No,Female,Other,41,A,-10.049131456792566,C,A,-97.09982843244556,60.086736439980456,-86.14389908415126,E,E,1
Veteran,M,UK,70,A,41.07660847369309,B,D,-17.87539888689158,33.435839450185775,90.92523772339543,E,E,1
No,M,China,29,A,24.619643344364118,B,E,69.72232939953561,-49.38836384410291,-110.05005185919414,D,E,1
Non-Veteran,Female,Brazil,64,D,75.04011342705631,E,E,106.84368045376414,79.87153477426432,174.73508922510794,E,D,1
Non-Veteran,Female,US,42,C,60.57293125442166,C,A,39.33680464580393,140.39973682555907,-7.01701414457305,D,A,1
Veteran,Other,US,75,D,128.4894570340302,A,D,23.36900986079595,-211.76239503535194,64.19372945122277,D,A,0
No,F,Other,50,E,73.20417759814023,B,D,-164.34159653625292,76.78316871003237,-52.5136280150422,D,A,0
Non-Veteran,Other,Mexico,67,B,61.59296786268015,C,B,22.774073800430337,60.95561278075504,50.88035546664938,D,D,0
Veteran,Male,US,64,E,92.52255755692545,C,A,153.43340659160347,88.96684760650713,55.77474630954888,C,D,1
No,F,Germany,79,D,84.67179401044199,C,E,-75.57129513491978,-8.340694321419573,155.23661891735182,E,D,1
Veteran,Female,UK,25,E,102.54093541862697,E,B,61.28619830200213,-156.40967256889297,-121.98615402386625,A,A,1
No,Female,Germany,18,E,-57.79622014040494,B,D,261.9402063615001,-103.15518440528794,-66.14705865811273,E,B,0
Non-Veteran,Female,US,54,C,33.33432803624917,E,A,110.7721185102684,6.4856418559542925,-14.546651746705185,D,A,0
Yes,Non-binary,China,47,C,90.41549157538921,E,D,136.03811779799005,-2.042088903444032,-17.34655849395227,D,B,1
Veteran,Other,India,56,A,-107.63685600206969,E,C,-68.95114680830446,-20.244017182458524,24.56005026787053,B,A,0
Yes,Female,Germany,26,C,85.63020270162302,B,A,236.10241281005284,-94.95675799549105,28.096656700837038,C,A,1
No,M,US,53,E,127.59566375164502,A,A,51.18900169858031,90.35188668775271,-62.18837166672024,B,A,1
Non-Veteran,Female,Mexico,70,B,61.21195229057361,E,E,120.25599895232418,23.344308038023218,20.156766064184627,C,A,0
Non-Veteran,Female,China,61,A,-8.382757953475323,A,A,62.98611755763203,-28.237655189524567,-22.505078398025336,D,E,1
Yes,Other,Mexico,19,A,-97.54040427138713,C,A,170.70687925318632,-128.70344594014873,66.58401337640751,E,E,0
No,Non-binary,Other,29,E,218.71346249432494,B,D,-124.92873146831872,31.686659317613575,149.4275890086664,A,D,1
Veteran,Female,US,41,D,-22.268597183970613,A,D,-59.28661845105674,-22.19747577616165,22.49552501406889,C,E,1
No,Other,Mexico,62,C,15.396517338674942,E,E,-126.08040575268973,91.06497360845502,32.50439344193076,E,C,1
Non-Veteran,Non-binary,Germany,18,D,39.51223583706135,D,C,-10.502593518648071,42.514514425658,9.049854946239645,E,C,0
Yes,Non-binary,UK,44,C,104.23009603973614,A,D,-65.5684387841336,198.8255129392488,41.74274559412381,E,A,1
Non-Veteran,Non-binary,Other,57,A,343.3821410397071,C,B,-241.99321631792182,-21.882117450655613,-128.7890592111669,B,D,0
Yes,F,Other,50,D,-216.47191014632224,C,A,-58.64906586321703,24.21057918361201,-198.82954615632414,A,A,0
No,Non-binary,Brazil,69,C,-26.414485458551106,C,E,-29.03553107075107,37.399782396669465,48.13403232576777,D,D,1
Yes,F,UK,37,D,-96.44727307488719,C,D,-105.72788673424289,-92.86292601477577,34.76063714928335,E,D,0
Non-Veteran,F,Other,31,B,33.181496596230815,B,E,120.0202986663243,-44.92432714693596,9.600192166686423,E,E,0
Veteran,M,China,42,E,-125.02806626253025,D,A,79.47049896826576,-67.95900827915304,60.70885164123908,A,D,1
No,Female,Brazil,77,B,66.57354174296475,B,A,-100.50915493260952,18.471498243077356,113.64689816377049,D,E,0
No,F,Other,40,B,36.16212167363001,D,A,-33.34543447866217,51.4271241391635,-32.113975399559905,C,D,1
No,F,Germany,65,D,-35.509477259361205,E,B,30.260349304394808,-63.00961332436105,-46.23782333659925,A,D,0
No,M,Germany,25,D,-21.981943785411826,D,D,-136.1757552033482,-62.18597679620378,-17.855946530610968,B,E,0
Yes,Female,Brazil,75,A,-72.49681343203285,C,B,-5.99034944663609,24.67883165107567,-64.8384173431032,A,B,1
Veteran,F,Germany,51,B,76.70395263436626,E,C,36.34563391884683,1.6046113514313085,8.591575526532749,E,E,0
Veteran,F,UK,71,B,-30.32426116568374,C,D,-88.03340212777645,23.92483348905971,-74.68405618983111,E,E,0
Veteran,Non-binary,Mexico,39,B,20.51566728829501,B,B,42.49590870445208,7.269902898048206,-38.15335268984427,C,A,0
No,F,India,62,E,-85.88419463647156,E,C,240.14865126417945,97.08718168338322,33.74682249884186,D,A,0
Veteran,Other,Other,68,D,-83.31084236645673,D,E,-5.384140842323969,115.23474813440326,31.802873582624088,C,A,0
Yes,Male,India,36,B,240.79201233363045,E,E,250.08629232728578,-158.11144370473875,-16.160479815879818,B,E,1
Non-Veteran,Non-binary,India,47,B,105.83221600814583,C,E,-79.20686195020252,108.06531677978208,88.57526514993837,E,E,1
Non-Veteran,Other,US,61,E,-130.30109746250432,A,B,139.95439328441825,110.85755346727777,26.200760473302665,D,D,0
No,Non-binary,Germany,32,C,111.14768238589767,C,C,-72.33727284810291,159.25305312620205,-18.12217150983574,E,A,0
Veteran,Female,US,78,C,21.315283377410854,D,A,-42.48161724320173,58.48585281880494,29.96464588445923,E,B,0
Veteran,M,Other,50,C,-87.8352743220973,A,B,162.04011293312064,-71.57981242072945,8.574334162457966,B,D,0
Non-Veteran,M,China,75,D,184.9544257894703,A,B,33.12681057388842,-121.03524330167983,-1.8454194024627981,A,A,0
Veteran,Female,Other,63,E,14.960900296706846,B,E,-9.794361187210649,12.655362184963955,26.152166656158638,B,A,0
Yes,Other,Other,38,B,424.47552150992396,C,A,-135.11435716264188,-69.73718479209798,-146.41217851264093,D,B,0
Non-Veteran,M,Germany,44,C,-169.1641350505763,E,E,127.07756840037223,30.030823681850972,98.27043411216786,B,C,1
Yes,M,US,51,A,-106.4949194517512,C,B,8.988441068374852,101.34448467400749,69.89364746139039,A,B,0
Veteran,M,Germany,28,C,-46.543992962589606,E,D,27.129896628078647,-54.02657861281611,65.93925192284476,C,A,1
Yes,F,US,47,D,99.52289720791393,D,A,6.095596860593959,-107.65498444046897,132.3505546208941,D,C,1
Yes,F,China,29,A,158.905719110159,B,A,97.76330873870612,-17.973480739395743,-120.93533016284323,A,A,1
Veteran,M,India,22,E,139.92511761421287,E,C,191.4346308100318,-84.44651371326712,-18.54508418476605,C,A,0
Non-Veteran,Non-binary,Brazil,58,D,79.18137332869993,E,E,-66.8275852196849,134.87823962188784,51.127907698647526,E,B,1
Veteran,Non-binary,India,40,A,-137.967936731439,B,D,-26.54741331198536,6.834826545789118,-50.473387840846115,B,A,0
Yes,Female,UK,61,D,-191.44871383148444,D,A,272.27440311525277,37.79500756006847,-14.098761206167293,C,D,1
Yes,Other,Brazil,64,C,-26.607206439290078,E,E,189.0836181315119,-183.8221242180324,6.379880968728573,D,E,1
Non-Veteran,Other,UK,34,C,-128.49372913225145,B,B,-67.92459339260039,86.83339799704594,-117.28090024798226,E,A,0
Yes,F,US,23,B,203.9553928862698,C,D,-114.96467468606004,-68.09115409538607,-64.55919817968588,E,B,1
Non-Veteran,F,China,59,D,107.4116988400583,D,C,-25.857030588623118,148.77422718403562,-10.787129379759222,E,E,1
Non-Veteran,Male,Brazil,20,A,-37.32363095769537,D,A,-43.85552269278148,-42.00731842396152,72.7752636011693,E,D,0
Veteran,F,US,74,D,-65.73945003777531,B,D,-139.09810827965492,-150.80416644214904,-86.28932088632641,D,A,0
No,Non-binary,UK,64,A,-11.552050915375904,B,D,98.29308349367439,-76.12859325846695,177.6795010033174,C,B,1
Non-Veteran,M,US,58,B,50.66709912061509,C,B,-69.46679810324896,-43.95073874487431,-8.092754475150663,E,B,0
Veteran,Other,Other,19,A,-45.966170659799175,D,B,-118.0513087321946,18.163089521264457,-91.15326423411982,E,A,1
No,Other,Brazil,60,A,-94.37068791924085,E,B,202.21423758597848,-26.347168616233326,-61.776415524983385,A,B,0
Veteran,Other,Brazil,67,A,-110.41494491348125,B,D,118.01396399661905,109.54990963258209,-12.245859706278317,E,A,1
Veteran,Male,Mexico,38,B,21.269813015881244,B,B,180.06744330331784,-60.54661700843792,-84.00630827635152,E,B,0
No,Female,China,76,B,114.90986639760723,E,A,-175.05291031661767,-5.054221190549671,59.09938528942891,A,E,1
Yes,F,UK,21,D,-60.00044686283408,E,B,103.93487340484397,-41.088925318598136,57.73074198080644,C,B,0
No,M,India,48,D,4.5905283283819704,D,B,8.63534470447827,193.62220316119328,-113.81686303808789,E,B,1
No,Other,China,24,A,32.02216022880916,C,B,-16.001288490324853,15.954988041295282,102.23334603753801,A,E,0
No,Non-binary,India,75,E,-215.72926410470714,B,C,92.37678708114106,-161.5034146631109,180.49882133783984,C,C,0
No,Female,Germany,47,C,72.17935105305145,B,D,17.115509642826645,92.97041576716515,-18.355681624328096,E,E,1
Veteran,M,China,29,B,-65.77800144880864,B,B,-4.73024967620088,-80.68953032478007,-88.85599592933534,E,D,1
Yes,Female,India,25,E,0.39829021365461137,A,D,133.91054866698408,-84.77019164533765,-74.8223826795177,A,E,1
No,Non-binary,Germany,63,A,-63.69808954546961,E,D,150.308980075373,14.500585514398558,14.639618384221187,E,C,1
Yes,Female,US,32,C,-81.91049870454503,A,E,-71.18873855090662,38.298256794163436,-81.72274246621745,A,E,0
Yes,Non-binary,China,59,D,-63.50882816385247,D,E,-18.59832244035344,-204.55160648533112,-148.12865179783398,E,D,0
Veteran,Female,China,27,C,-19.083823326347087,D,A,59.29448644592185,89.45429324469313,-289.18881683142973,A,B,0
Veteran,F,UK,47,D,-48.38280264706104,D,C,-25.72288289556524,-32.68965075497884,132.55511361399604,C,C,0
No,Other,India,63,D,153.78412971393044,E,D,-23.025715987816632,68.64148970518025,61.91879926511143,E,D,1
No,M,UK,63,D,-33.33963460044808,B,E,24.94413840742314,159.1366087454125,130.9438179579826,D,D,1
Veteran,Male,China,38,C,81.98636274301985,D,D,130.43190033977095,-128.1590313681276,-11.11396729211597,B,D,1
Non-Veteran,F,China,42,E,131.63025963571022,C,D,42.43636028508509,1.5292929087816378,-120.66013185987634,A,A,1
No,Non-binary,US,49,A,27.35119378551084,A,D,-42.53983423554011,-201.72839466528316,-11.560830643533967,E,E,0
Yes,M,China,47,D,19.58496165373408,E,C,111.16391126623348,39.50744601039283,152.9521872995234,E,C,0
Veteran,Male,US,35,E,60.02024124258597,C,A,72.77810355504141,126.31776580273686,-219.72093122687818,B,E,0
No,Male,Mexico,24,E,117.50866453804274,E,C,-153.8929501409913,-102.09922021018099,17.24635736681416,C,E,0
Veteran,Other,India,25,D,46.1122940637877,A,C,-25.616795610831293,57.17662091980101,33.53942465478151,D,C,0
No,Other,India,79,D,37.0783562564571,C,E,75.69722326959591,23.68758730042523,103.44123610826192,C,D,1
No,F,Brazil,31,A,9.093168290021804,A,C,-45.39793554978962,-69.12693927859341,-188.0387604022997,B,B,1
Veteran,Other,India,55,A,-7.198488414310969,C,A,-80.29319253171836,208.23227464254364,-165.77960982833233,D,C,0
Veteran,Male,US,55,E,-30.626852900774004,B,C,-126.71585944857749,-106.36334918536406,-76.97525901586786,E,C,1
No,F,Other,54,A,-3.777974732822673,E,B,-78.31103813768051,-70.1879425098973,52.00105777684385,C,D,1
Yes,Female,Other,33,C,-95.11197201287722,C,D,-140.00664230872496,54.50313997372065,35.68217055898208,D,B,1
Veteran,F,Mexico,44,C,182.5101802573383,B,A,-56.51607984412268,-23.091495949215453,-107.40593549425212,B,B,0
Non-Veteran,Non-binary,US,55,D,84.21820372812834,E,C,-89.41242485495556,113.00287894786783,212.54290401611962,E,E,0
Yes,F,Other,48,E,72.16961863450774,B,D,-55.32544044998251,-87.75490613723902,101.18627226859755,C,D,0
No,Other,Other,78,D,62.753565108951804,A,C,-12.646714975562976,14.934630540960919,67.45051482515005,B,B,0
Veteran,Male,Brazil,25,D,81.09773614711654,C,A,-31.48945590692902,-67.78917311406792,-59.504215234587186,D,C,0
Yes,Female,UK,46,E,-7.980987384263809,C,E,-64.82166622265815,-85.43164080760071,56.52348363847373,C,A,1
Veteran,M,Germany,60,B,172.80622849948585,C,B,-112.53185456635015,131.785654233348,73.87490962864875,B,B,1
No,Other,China,19,C,-120.64626689729778,A,A,-113.82504280292558,17.71463726625766,-1.1452655764230757,D,A,1
Yes,Non-binary,Other,42,A,48.46528866169255,A,B,9.261277944501268,89.74461046154266,-152.77604379562962,A,D,0
Veteran,Male,China,24,A,161.09399825944314,D,C,-63.28148560303738,106.02155595127205,-20.089602001765076,A,B,1
Yes,Female,Mexico,40,B,-177.8311737225747,E,B,185.8412775502073,-26.972709273796664,164.36446699397834,E,D,0
No,F,Other,70,D,121.11050770576021,B,C,-191.57986311225937,10.793987435895964,-64.7331919431684,E,B,0
Non-Veteran,F,UK,71,A,-197.96974914838543,D,E,-34.402406669740785,-66.04005232342305,0.5120846136218506,D,C,0
Non-Veteran,Non-binary,Germany,58,D,-70.49750984783388,D,C,124.63730348434336,33.93649315336299,125.92044984755925,C,B,1
