religion,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Buddhist,Non-Veteran,Single,33.86444025274897,A,72.74001936994576,D,128.43204101296328,E,C,E,E,243.97540360807065,D,0
Buddhist,No,Divorced,63.01456827468037,D,36.19334284288501,B,160.60774275884503,D,D,A,A,-34.48522449614357,E,0
Jewish,No,Married,33.15554859402172,A,-50.48340020707885,A,14.297907306635144,D,B,E,A,86.48802169171263,E,1
Christian,Non-Veteran,Single,76.85511450202274,A,54.13512822242128,C,-39.87585572796496,B,D,E,B,14.59327647899964,C,1
Buddhist,Yes,Single,87.10252983512706,C,41.899538570312856,E,19.133025255102183,D,A,D,C,64.36005086056089,A,0
Jewish,Veteran,Single,-28.44427040917225,E,98.57344174328155,C,144.2966021429144,E,E,E,B,80.49869019813356,E,1
None,Yes,Widowed,118.40841594461884,C,59.684759856536786,E,-2.581316118438343,E,D,B,A,34.782678171548426,B,0
None,Non-Veteran,Married,36.855590160135876,A,158.22928121457323,C,225.53145860498955,D,B,C,A,-15.549258383563924,C,0
Jewish,No,Divorced,30.154302858958477,E,218.37155602258895,D,36.53199722185707,C,A,A,C,16.286327595763726,B,0
None,Non-Veteran,Widowed,-177.76662524175956,E,-65.41610767033828,B,84.89362549304107,B,B,B,E,-176.01435607525718,A,1
Muslim,No,Divorced,-8.070234842212507,B,222.58621169127508,E,-137.08333155853546,A,C,D,C,-250.7261320405931,B,0
Other,Veteran,Divorced,-89.29008848530886,A,216.37921631628623,E,88.94851872399894,B,A,B,B,-92.54255040699633,E,1
Muslim,No,Married,-106.29935547399228,D,-50.58363795636899,A,-117.49820954182346,D,E,C,C,-3.378332195905659,C,0
Muslim,Veteran,Single,39.31307581875511,A,17.409613049527533,C,-47.47601161368133,B,B,C,A,211.07166537677324,D,1
None,No,Married,1.6692943756109149,A,-92.37403491579236,C,108.05829760190792,E,D,C,C,7.409198066399342,C,1
Buddhist,Yes,Single,20.899442973430517,B,-54.60395565226415,C,-117.40807056915233,D,D,E,E,-246.42719425840616,D,1
Hindu,No,Divorced,-81.4257297242514,B,-14.40088337013822,C,25.26402291770985,C,A,A,A,-12.097023145960378,D,1
Jewish,No,Married,-65.0424928548384,C,-86.40800363909416,D,-110.2174019685976,B,A,D,B,86.6762436813355,D,1
Buddhist,Yes,Divorced,-61.56068035806486,C,-101.28329170190058,B,155.09525316187919,A,B,B,A,100.3674725725484,A,1
Buddhist,No,Married,-191.3504778171103,E,50.71137719695529,B,-90.25430821206561,C,D,E,D,-98.97763978211725,D,1
Christian,Non-Veteran,Married,34.94468391198003,D,-28.13772344021597,C,-21.179821012058074,E,A,E,A,-10.31420022235811,B,1
Other,Yes,Single,-84.0999252248239,A,-31.876358076409446,C,159.5418756041838,A,C,A,D,-39.44536682962647,C,1
Other,Veteran,Single,-164.5716620953313,E,183.42652572276796,E,-8.633918062086792,E,A,B,B,161.96570610311468,E,1
Other,Veteran,Widowed,-56.46564474649192,D,-90.57137723125007,B,43.900118102153115,A,C,B,D,-96.44493889953954,D,1
Muslim,Non-Veteran,Divorced,-9.887264855267887,D,70.98595216666632,E,-0.8755838067478375,E,C,C,E,34.47595588682994,D,1
None,Veteran,Single,241.06863806051925,C,-59.26695699207746,A,0.6065244496988381,A,B,D,B,79.97013967955976,D,1
None,No,Single,-84.59265233699314,C,-19.59434293300103,D,54.28027028017799,D,B,D,A,139.1265148222235,A,0
Other,Non-Veteran,Single,44.159638137843174,D,51.419317730139994,B,99.17283525674377,B,D,E,E,29.41587446910981,D,1
None,No,Widowed,-17.848558239236496,B,166.55391481534767,C,25.119660656793823,A,B,D,E,-57.815200124508756,B,0
Other,Yes,Married,-92.65279210836894,B,-108.15541528888954,E,45.99511253254248,C,C,A,C,-93.37309585821258,D,1
Jewish,Non-Veteran,Married,-18.161938273778926,E,19.396119117143357,B,95.64671320208143,B,A,B,B,130.44787371011026,E,1
Jewish,No,Married,60.27822764968517,E,-115.22004548115345,D,55.97506352984486,C,A,D,B,-67.08103846724654,C,0
Jewish,Veteran,Single,-74.14689411879462,D,-70.9905328358745,B,-7.676870471658245,B,A,B,C,-117.75551460015186,A,0
None,Non-Veteran,Single,66.13682787560789,B,172.3075120306276,C,113.1821297734786,B,D,A,E,-153.27115934489547,D,1
Muslim,Veteran,Widowed,-180.37443092661823,E,16.571455492484937,D,33.33180559291776,E,E,E,A,91.87401061948903,C,0
Hindu,Yes,Single,114.50983033409179,B,53.69949993002206,D,58.835132332344195,A,C,C,B,-220.9628667779922,B,0
Buddhist,Veteran,Widowed,-57.123528186896266,D,53.56517803468886,A,77.36407727728952,C,B,C,A,-45.24703960331989,B,1
Buddhist,Yes,Single,117.58386156579554,B,85.47330995785688,B,106.32934738108844,A,B,E,C,-121.89542969246216,B,0
None,Veteran,Widowed,146.22997703039812,A,37.45272432850155,B,4.98356372927351,E,C,B,D,-100.55898013887605,D,0
Other,No,Divorced,-80.95296516881805,A,93.18983759909865,B,99.18476358712057,C,C,C,B,-93.50799780140983,D,1
None,Veteran,Widowed,-16.82526806417581,E,-287.27222642672683,D,-94.6366749275901,A,E,D,B,-22.570521766324543,B,0
Christian,No,Widowed,100.75016831809333,D,-12.437660325996154,E,-168.44893609829964,D,A,A,E,-11.321681848013485,B,1
Muslim,Veteran,Married,177.84843371815168,C,-95.3939023388449,C,-21.298202018431983,C,C,A,B,-99.52863113524077,D,1
Buddhist,Yes,Married,-5.849940255089715,A,-20.27546313959261,C,215.3159612122571,D,A,E,B,-70.5873224376613,A,1
None,Non-Veteran,Divorced,-89.81181328464075,D,-4.18174147499831,D,-104.20053990375024,A,B,E,B,-60.45307921332559,E,1
Hindu,Yes,Widowed,181.30411347322263,E,-19.58994476251371,E,-38.56154446529687,E,B,D,B,-132.77297432188777,D,1
Jewish,Yes,Single,-60.7019852820253,B,25.90056207206311,A,-0.8903025109757027,D,C,C,B,24.069031382691946,A,0
Other,Yes,Divorced,15.768233315223396,B,169.88501331192197,B,-123.37724817770426,B,C,B,A,-62.17826656592804,C,0
None,No,Widowed,51.98135417930182,B,131.14613415398392,C,-152.52739350083763,B,A,D,B,-66.876397794181,E,1
Christian,Veteran,Widowed,50.13566899573008,B,-65.40607281005593,C,79.55193173821893,C,E,E,E,169.80171180453766,D,1
Jewish,Yes,Divorced,-34.56182729075043,C,115.73423614595917,A,-115.23035215639723,D,C,B,A,41.17022027105855,C,1
Christian,Veteran,Widowed,-107.64532058325567,A,-5.049408752320166,C,-127.070826662973,A,B,A,B,177.1771211776942,B,1
Other,Non-Veteran,Widowed,-58.77670447939273,A,-15.375604079256686,A,-114.68222480987929,E,C,D,E,12.523284357562314,E,0
Other,No,Divorced,-44.111039582390426,C,-20.7310291715265,D,-17.700079912794926,A,B,D,E,-97.89702278128469,E,1
Christian,Non-Veteran,Widowed,17.392985679769872,B,-86.18915314572914,B,103.56096635545123,E,E,E,C,-183.2193252577484,B,1
Jewish,No,Single,-84.38407116370257,A,107.94427027740012,B,-30.371718038163404,E,C,C,C,0.8424018766124404,E,0
Christian,Veteran,Married,141.45429932032997,C,115.86583534274921,C,107.7492950912126,D,E,A,E,59.21435121981193,C,1
Buddhist,No,Married,14.909352240541363,A,-66.85733883853463,C,78.0347319640754,A,C,D,C,47.7690625107469,B,1
None,Veteran,Widowed,-134.89962136412052,B,21.739252104405114,E,98.52426603391099,C,B,B,C,75.75269366455872,B,0
Other,Yes,Married,-37.029960623801735,C,121.6717622087578,B,52.66737171329841,C,D,A,E,161.32240351441672,D,0
Muslim,Veteran,Widowed,-1.2942238215863409,B,101.29065636828578,C,44.23134427073837,D,B,C,A,-38.58763161338311,D,1
Other,No,Married,138.869051912876,B,85.44965415327232,D,101.00545559783028,B,B,C,C,-100.61899808836398,E,1
Christian,Non-Veteran,Married,-127.76810234785458,A,-138.50984798286353,E,164.97138230876635,C,C,B,C,95.79768734046101,C,1
Muslim,Non-Veteran,Divorced,-102.36165833533958,A,-128.15858299463923,E,-79.43063406737996,A,D,E,D,74.40587490527302,D,0
Christian,Non-Veteran,Divorced,10.31474508860229,E,-30.3364801160343,B,17.769288471923726,D,A,B,D,-126.79984329079201,A,1
Muslim,Non-Veteran,Widowed,-53.60901232362213,D,66.83415806132768,E,39.49530908974187,A,E,B,B,-65.928558933113,C,0
Other,Veteran,Single,-121.1282290524672,B,-195.23589634008408,D,-212.82783476309248,B,D,B,C,66.07696140864185,E,0
Hindu,No,Single,24.840169604137074,E,-181.27035326048858,A,-156.35900275069204,E,B,A,B,-57.23238912506103,A,1
Buddhist,Veteran,Widowed,237.1976693248817,B,-112.28677331961501,B,122.79248048724307,A,A,B,E,126.58988782067777,C,1
None,Veteran,Married,-81.3113168124194,D,-6.895681434178893,B,34.123369988516195,A,A,C,A,-6.702670120022698,A,1
Jewish,Non-Veteran,Divorced,126.3085597994521,D,151.54352675108618,D,129.68724730163862,B,D,A,C,-20.370752452218486,B,1
Muslim,Non-Veteran,Single,11.412220962052626,C,-95.4624823598921,D,-147.33392167528362,D,A,C,C,-63.41210779128489,B,0
Christian,Non-Veteran,Married,1.9998347342716634,A,-259.244833839328,D,54.76466317041802,C,B,E,A,39.50158036314988,E,0
Jewish,No,Widowed,36.824411242273804,A,67.29051054984659,E,-27.92603274850765,E,B,A,D,-65.58397397410842,B,1
None,Non-Veteran,Widowed,135.4048048739182,E,-28.705604988177,B,-34.84607159550529,B,B,C,C,15.408605544461814,D,1
Jewish,Yes,Widowed,49.23362683921645,D,-65.50078864705883,C,60.717512138782936,D,C,D,A,146.8332391628,E,1
Jewish,No,Widowed,163.98576146420905,A,99.81842773196232,B,-51.25744289564174,C,D,C,D,71.86460353640129,A,0
Christian,Veteran,Single,-158.6730742274461,D,-137.1306324061084,C,24.301376561830022,B,E,D,B,-34.34020551344608,B,0
Jewish,No,Single,-65.78166523160965,B,-16.603777686302607,C,81.58396706583785,C,E,E,B,-61.687496250864285,D,0
Buddhist,No,Widowed,-26.615134051428857,B,25.28469123774829,B,24.3424739472061,A,A,E,C,7.947465870811047,A,0
Hindu,Non-Veteran,Divorced,82.71827319799301,C,181.86865900769703,E,113.58206593644617,B,D,A,E,-76.24502338007547,D,1
None,No,Divorced,25.050762909028375,B,40.525541057688365,A,-82.26729473909047,C,D,A,C,106.13980840053954,A,0
None,Yes,Divorced,20.511936932282147,C,1.1690734604690345,D,-154.9949799216907,E,C,A,C,-60.664401053522795,B,0
Hindu,No,Married,-107.84789510371779,E,58.95426605512303,B,54.33669722047888,D,C,C,D,60.18221160819985,E,0
Hindu,Non-Veteran,Widowed,121.0907217537061,E,-60.745624260182964,B,67.28551409375406,A,D,D,A,-60.57532413535493,E,1
Jewish,Non-Veteran,Married,149.78912828582884,D,128.44746461173895,B,36.434716135182605,E,E,C,E,-72.43680945043796,D,1
Buddhist,No,Widowed,92.18505408450113,A,56.79490476099437,A,-80.84190263060766,E,C,C,C,122.8816577486079,D,1
None,Non-Veteran,Single,-117.61243441938285,E,-32.63905043505057,D,-37.51292569401544,C,A,D,E,57.09227193641969,B,0
Hindu,No,Widowed,-67.01857067764317,E,-141.68368311233738,B,71.27915747589796,A,C,D,D,7.4154819428081,B,1
Buddhist,No,Divorced,-100.36367310202866,D,53.147729208058436,D,36.79140897285813,E,B,A,B,-120.33494296596359,B,0
Jewish,Yes,Married,15.327256695644198,C,55.60339564671217,B,-6.247931020243154,C,C,E,E,68.16299206549546,B,0
None,Non-Veteran,Widowed,-210.67993743090284,B,24.749680840360273,A,-76.55292682454677,E,A,A,C,84.88392446393426,D,1
Jewish,Veteran,Married,33.17690443994502,C,135.67766813840026,A,-56.094898131121255,D,A,D,B,-56.49951489935475,A,0
Jewish,Non-Veteran,Married,-84.95895465115476,A,21.211560738711437,D,-49.81173555230484,E,C,D,D,-92.76274274543877,C,0
Hindu,Non-Veteran,Single,-3.5238767853200716,B,-85.11559457051159,B,-10.451766725664292,D,B,C,D,-32.68299021237757,D,1
Christian,Non-Veteran,Married,74.69532106604714,C,182.20049085318692,E,196.99297393387886,C,B,A,A,-0.7732633512929279,A,1
Christian,Veteran,Single,-71.79152776370664,B,-60.072038729587405,B,-68.186314865984,D,B,A,A,26.086462975641183,E,1
Buddhist,Veteran,Divorced,-134.63077127237523,C,43.99487047439465,C,170.9940888032508,B,E,D,A,54.756864423917015,C,1
Muslim,Veteran,Single,-85.3202517387386,A,-45.35646327649572,A,27.224561411132235,D,C,A,E,-112.35486681145474,B,0
Buddhist,No,Widowed,-224.66698346659268,C,15.05429988862151,B,-175.4365540877528,A,E,B,B,136.04063993236244,A,1
None,No,Widowed,-39.775469860347854,B,62.83383492847599,D,196.44545697954067,A,B,E,E,9.06656778865789,C,0
None,No,Married,-30.130608037379897,D,-151.99084533318356,A,68.59497333992296,A,D,D,C,25.37614035732119,D,1
Muslim,Yes,Single,74.18385850176395,C,20.255571050662667,B,-32.16058663980514,C,B,A,A,22.03520378117233,B,1
Other,Non-Veteran,Divorced,34.784780152459675,C,28.68149735208711,A,48.39960802175859,E,B,D,E,68.84560595619394,E,0
None,Non-Veteran,Widowed,-32.72161050231988,B,-171.73263019444667,B,123.108364371458,D,A,E,A,17.276429382137735,A,0
Other,Non-Veteran,Single,-77.03164982997266,D,98.64331465997826,A,57.727159737870615,A,E,C,C,-82.67517687476793,B,1
Jewish,No,Married,-17.779256209416307,B,17.912606123066244,D,23.85367300191796,A,A,E,B,213.4151741998886,D,0
None,Veteran,Divorced,-107.1630426379173,A,127.61140977150953,E,-46.30207623835618,E,A,B,E,-15.655084295615282,D,1
Other,Yes,Married,-12.002689467988032,B,36.07446838596854,D,-62.73747870874823,B,B,C,E,0.4554212943145534,A,1
Other,Veteran,Married,-86.95028802894056,C,-23.089709519613226,D,63.87263921503321,E,B,B,C,15.918549846294383,A,0
Buddhist,No,Divorced,187.08055186161894,B,63.536858626657356,E,-151.40523141893243,A,D,A,C,-91.66061896841802,B,1
Other,Veteran,Widowed,-50.54982400213069,C,122.52651567890138,E,18.032001629409894,B,A,D,B,160.13397802634043,A,0
Hindu,Veteran,Divorced,-15.267293935944629,B,185.4114862997801,C,-144.70756649407537,C,A,D,C,88.66606118629095,B,0
Christian,Non-Veteran,Divorced,148.72191901356325,E,-113.06992509419125,D,46.46380596962032,D,A,D,B,-74.95428213845372,D,1
Other,Veteran,Married,9.846364487643307,E,-99.93053183527674,E,1.732631937348825,C,D,C,E,111.54956501196354,D,1
Hindu,No,Widowed,53.73268997545622,B,-11.618759336933904,A,120.79949476100657,A,C,B,C,40.27027124925722,E,1
Other,Non-Veteran,Single,-27.630256146660926,A,-108.63468497075121,A,186.2312305442717,B,B,C,A,31.172837736302373,D,1
None,Veteran,Divorced,-71.00757376847852,D,-105.78781693783152,E,29.081169072613633,A,B,D,C,-99.91630773364358,E,1
Other,Veteran,Married,-42.70716269391796,C,33.86190725033302,B,136.75638802170593,E,E,B,D,-101.46903299396493,E,0
Muslim,No,Married,79.96566200207191,B,37.61887437615176,E,38.52420000627136,E,E,D,D,82.95352799656446,C,1
Christian,No,Married,11.212331417855372,E,-148.67859076463301,A,-171.0803010342439,A,E,B,C,9.044947691827968,E,1
Hindu,No,Single,88.01539155319227,D,71.12235169750765,B,-94.14548682387527,B,E,E,D,38.682944990447965,C,1
Muslim,Veteran,Single,192.16325707653078,E,-120.44866377256093,B,-80.97433011075557,D,A,A,D,36.80714150286415,B,0
Muslim,Yes,Widowed,81.58721786448925,E,152.5952738057636,D,128.5462331130617,D,A,E,E,55.87221047285402,B,1
Christian,Veteran,Divorced,84.31542854391661,D,139.99359754248638,B,-104.6531293329086,C,B,D,C,24.75857353624668,C,0
Jewish,Non-Veteran,Widowed,-92.9396986283869,B,7.1256429894253,D,6.980342085151989,D,B,C,D,57.773150106982605,B,1
Buddhist,Yes,Single,-135.64678172430143,A,-122.59482921996411,D,-86.51444561029513,A,E,A,D,29.920529265558077,C,0
Muslim,Non-Veteran,Single,39.778294340020956,C,24.34847471298717,C,-49.03163700501323,A,C,E,C,70.65966185020986,B,0
Christian,No,Married,-62.31976080117606,C,-49.24356557219665,C,-12.651828691952169,D,A,D,A,-135.53833577152903,D,0
Muslim,Non-Veteran,Divorced,40.53758120250019,C,83.37029382042569,D,140.39156682185902,D,B,E,A,-72.58529960941665,E,1
Hindu,No,Widowed,-82.87978698137712,A,107.05445516186923,D,-5.170203542502863,A,B,B,C,34.19947681231205,E,0
Buddhist,Non-Veteran,Married,-106.42906118798297,E,54.66923660249453,D,-5.109605287065578,E,D,A,C,64.32263933088967,C,1
None,Yes,Divorced,-126.62527647554127,D,125.9880483552681,D,97.7138015290466,A,D,B,E,162.26827114150663,D,0
Jewish,No,Single,-126.22977317320536,A,-64.976046985126,E,127.24445876594945,D,E,E,A,-56.5639501176338,D,0
Muslim,Yes,Single,-23.190172074490313,B,-93.8662749540011,E,229.55455929430255,B,A,B,C,-40.50562641056912,C,1
Muslim,Non-Veteran,Married,-67.72435964614152,E,98.49691635051502,E,32.2997429822437,A,B,D,B,-2.806603385805597,B,1
Other,Yes,Widowed,92.0906570159279,B,-20.2893103243622,D,-121.17648056863123,E,A,D,C,-24.242598839497205,D,0
Christian,No,Married,1.3940361482960917,C,-95.1586698658579,E,-16.610304387640586,A,C,C,B,-81.62379310699598,A,0
Other,No,Single,125.93905649191449,A,-37.118884359450526,E,10.84599071285407,E,C,C,A,-176.09195725073158,E,0
Other,Non-Veteran,Single,-63.371510756984826,C,220.09795591885393,E,-70.18354968018471,C,E,A,D,-12.791736479144921,B,1
Other,Veteran,Widowed,127.73803177888783,C,-15.399688916652691,C,240.85761333688689,D,E,B,A,-213.54638915167072,C,0
Jewish,No,Single,-89.35478859444237,A,45.55136713169994,C,-35.87209273444565,B,E,A,A,82.62110110315194,B,0
Buddhist,Yes,Widowed,16.734484532490477,B,-37.338795366895056,D,-133.7274153538561,E,E,B,E,26.190329964428443,C,1
Jewish,Non-Veteran,Married,-135.21414292854718,E,-90.5507899900384,A,-43.08470526634019,D,C,D,C,76.63157390626773,D,1
Other,Yes,Single,-25.54241058947499,E,-76.72753665249336,E,-8.001486772514447,E,A,E,E,156.53280305531644,D,0
Buddhist,Non-Veteran,Divorced,152.02016411548888,C,-32.568562548651,A,-112.02844178001412,A,E,C,D,1.6016535118484367,E,0
Other,Veteran,Married,238.5006639334584,C,-107.02440122677518,E,3.5033434933062915,A,C,D,D,-4.999650357340064,C,1
Muslim,Veteran,Divorced,199.55633582735123,A,-117.42488337472948,E,-25.509342182316182,B,E,B,B,-106.22501848279393,C,1
Christian,No,Divorced,4.464544992501685,A,69.57684880312515,E,15.649160193017531,B,B,C,B,-79.08211153714882,C,1
Christian,Non-Veteran,Married,-34.25054807926033,D,-42.90196309460336,E,-69.05903004410835,A,C,C,C,-152.18193260660905,D,0
Buddhist,No,Divorced,-26.51568046076681,B,-117.53331876097319,C,-9.433575815066536,E,B,D,B,81.23562386745601,A,1
None,No,Married,-125.38387094583716,B,84.1524154172707,A,1.0212903550673254,D,A,C,B,46.64460494086155,E,0
Christian,No,Married,74.9723278413671,D,16.553334331061738,E,58.693987898383504,E,E,D,A,-113.14452724807276,D,0
Hindu,Veteran,Widowed,-69.19159096047197,E,19.393570063774707,A,-2.177172868642466,B,A,A,B,-31.530697336632574,A,1
Christian,Veteran,Married,-102.79052774517132,C,70.20705828926567,C,-48.01485879560398,C,C,C,C,126.74532036560716,D,1
Hindu,No,Married,26.127664067413214,B,-58.12755862492512,D,113.2039659841787,C,B,A,D,15.64980013909418,B,1
Muslim,Yes,Widowed,-109.7976443375182,C,43.43424801809463,B,-63.65144657254898,C,A,D,C,70.66256586497019,E,1
Jewish,Yes,Widowed,156.87673730636706,B,-18.212736890525527,B,62.38434389062637,A,A,E,C,106.09014554717544,E,0
Muslim,No,Divorced,33.06582418524236,B,-3.0676015757870214,A,-45.78856508170186,E,E,A,D,33.30030799492301,A,1
Muslim,No,Divorced,54.01367165660195,D,76.42391106347925,D,95.86814156557128,D,B,B,D,179.47295854266747,D,0
Christian,Veteran,Single,-142.7686923591169,B,26.501324557319478,A,-12.627836445319208,D,E,A,D,51.882619977782085,D,0
Jewish,Non-Veteran,Single,28.12419460605589,B,84.42105832168912,B,157.54948419897858,B,E,D,A,-95.04285396263774,C,0
Other,Yes,Single,36.483007714344474,D,53.95185816715728,A,-27.87788666033697,B,B,D,A,-50.331489813995546,A,0
Hindu,Veteran,Married,-33.2338079885574,B,62.87563758091874,A,77.0544440487826,B,C,B,C,-68.77571407560329,E,1
Buddhist,Yes,Married,-97.9791169300175,C,-62.166176687923446,A,-12.260119574952725,E,E,E,C,-14.655434390383833,C,0
Christian,Non-Veteran,Divorced,67.07176134844134,A,69.10379012659762,A,3.0376764200067132,A,A,A,D,46.8827772399241,D,0
Other,No,Single,144.84199675082553,E,-6.5230389477203055,E,3.8586134792627638,D,A,A,D,19.620136406300485,D,0
Jewish,Veteran,Divorced,-47.751718678941906,A,117.521422610817,B,-29.808614030774272,D,D,D,C,78.79892285537461,D,0
Hindu,No,Single,-36.55002442457052,E,-18.76428094004395,E,34.08896916391343,D,C,D,D,-0.9198416620654838,B,1
Jewish,Yes,Widowed,58.41655872746858,A,13.7073870739828,A,133.26521154219884,A,A,A,E,173.40429010365298,C,0
Muslim,Non-Veteran,Married,-92.74277725273453,C,-113.31527857462709,B,19.947612166764713,D,D,B,E,-84.62159982946793,A,0
Muslim,Non-Veteran,Divorced,-55.607073675384875,E,123.72216061715913,C,-64.52143214090302,E,C,B,C,93.99805123838898,D,0
Other,Yes,Widowed,86.48698337944715,D,30.117722422114458,A,54.798739220032,E,B,E,E,-62.384647552813846,E,1
Christian,Yes,Married,9.369072031731195,A,-43.74195977181452,D,29.48200913650478,A,C,D,C,-70.69424091585385,E,0
Other,Non-Veteran,Married,144.25609557756852,D,118.50405858728928,E,-114.42027525278719,D,C,A,B,-66.995281394681,D,0
Hindu,Veteran,Single,42.581266500597614,E,13.559953787798964,C,15.936513322624418,E,C,C,A,-15.866930588004404,A,1
Christian,Non-Veteran,Divorced,130.1606517450975,B,43.36871246553963,D,-28.45400413574273,D,E,C,A,90.17387843647708,C,0
