religion,sexual_orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
None,Homosexual,Yes,67.86235099703927,C,B,E,0.19373527826579082,-54.7277779004453,B,B,-129.73295546435835,-52.84498454245183,E,B,D,1
Christian,Heterosexual,Both,-49.02353924328049,D,A,C,-66.78307596851599,47.16440099393086,B,E,-66.3595856569959,-123.2543193412519,A,D,C,1
Jewish,Heterosexual,Physical,41.186659603894775,B,B,C,-179.71970006346098,-92.41699521063511,B,D,-4.002783299352332,-53.44223684132644,B,E,D,0
Buddhist,Heterosexual,Physical,-46.1784597969741,B,B,C,2.545842533093126,-174.79431723161153,B,B,183.74593457516767,325.05138960215845,B,E,B,0
Other,Other,Mental,92.02766505701248,E,E,E,133.6938031505376,-101.69136381526474,D,A,-31.300700559041207,-76.21351469500546,A,B,A,1
Other,Homosexual,Both,-61.75727212384673,B,C,D,-128.91791992947043,67.53459350577249,E,A,-242.60330998409012,-170.50571653443592,C,B,B,1
Muslim,Heterosexual,None,154.6853967701967,E,B,B,91.85055317932135,-124.36165546768395,B,C,-146.8362884683673,-27.70876596996595,C,E,C,1
Buddhist,Homosexual,Physical,123.1572220920486,A,D,B,-117.6671632529559,-71.40278425218943,D,C,43.81348919296262,12.809807647571647,A,D,A,1
Christian,Bisexual,None,20.655788358720518,B,E,B,135.19965580307505,-253.34593078539837,C,B,-183.63140772970377,-115.55861694005655,D,D,B,1
Jewish,Homosexual,Physical,37.72305981872393,C,C,D,-60.26977698426915,32.92716002039887,B,E,71.58285298310861,-8.18893005792036,A,E,B,0
Christian,Homosexual,Physical,-51.60682072720112,B,B,D,-58.92996578373636,164.84807156817493,B,D,258.303918588322,-113.78555192283734,E,D,C,1
Hindu,Other,Mental,-149.72619884410054,E,D,B,8.645606480748372,-79.89894054029068,B,B,-47.479186433231334,-34.392590821618654,B,A,E,1
None,Bisexual,No,-112.57684464005936,C,C,A,8.159006477211985,9.041665726079398,A,E,-20.711674400830038,-46.77247795292987,B,B,C,1
Buddhist,Bisexual,Mental,111.33684749729487,A,E,C,209.62460469044976,-97.1299153653852,B,E,174.04415873347799,-26.034385305000036,C,C,E,1
Other,Bisexual,Yes,6.199781170936121,E,B,D,194.74321656134376,-74.17235424756183,D,A,-110.49122467570274,129.8644017915042,C,A,A,0
Hindu,Homosexual,Mental,-90.4228376184219,C,D,D,-154.73159046642138,33.60454704438508,B,C,-54.141004150815974,-9.65800527828766,E,C,E,0
Other,Bisexual,Physical,44.33225574186243,D,D,D,5.160144280016131,56.13197791710688,C,C,96.40999707011532,141.78675757025746,D,C,B,1
Hindu,Homosexual,Mental,86.4248341099382,B,E,D,-6.130001511291497,-300.15563764394733,E,C,-199.32139352762607,-147.21851758593786,C,B,D,1
Other,Heterosexual,Mental,-70.58768030036683,B,D,B,-104.54022904171303,-49.881993115162715,B,A,168.52613270378868,223.37912795532247,B,D,B,0
Buddhist,Bisexual,Physical,-38.428519332230316,D,B,B,24.080274595919263,91.00446344020035,A,C,127.30465287316876,-108.57136147099065,E,B,C,0
Jewish,Homosexual,Mental,50.63794684228377,E,C,B,-117.86177382687455,-41.11841714189406,A,A,35.636385220718324,-61.97250787837405,E,C,A,0
Other,Homosexual,Mental,168.4024239294264,D,B,E,-183.43781039699002,-18.080533268666493,E,D,-73.60702957646312,57.18695536543144,A,A,E,0
None,Bisexual,No,-16.835887120073128,E,B,C,58.378649720783635,-108.3223011628819,D,E,-55.343026831198095,-160.15546880732836,E,B,B,1
Christian,Homosexual,Physical,-32.53514242136477,E,B,C,-208.20029298261971,130.0383687731659,C,D,-51.47101089241482,-63.4116760469402,B,C,B,0
Buddhist,Heterosexual,Mental,-2.8436861679933902,B,C,B,27.687675454724936,-53.490753402828915,A,A,-9.76968949028462,144.33940674990973,D,B,B,0
Muslim,Homosexual,No,-121.58706565378692,E,B,A,-116.09201954719508,41.63477128066874,B,C,-251.32973350133318,-213.630314875359,D,B,D,0
Buddhist,Homosexual,Yes,42.98288670099424,E,A,D,8.931366564381218,-25.275218809622384,D,E,99.94324295791756,137.62031538867473,A,C,A,0
Buddhist,Bisexual,None,146.68450228201817,D,D,D,-222.14087317025903,-99.39934391576034,C,A,-126.14854510858773,-83.10863709147884,C,E,E,1
Hindu,Heterosexual,Physical,-117.66914647236135,A,C,B,-73.22048025666732,75.51006432728843,C,C,-62.43598369157797,-6.41510788792037,C,A,C,0
None,Other,No,84.44927475804216,C,E,C,-20.656475254240686,-62.84035112219863,B,E,-128.79730476865504,-76.89577341930972,E,E,E,0
Muslim,Heterosexual,Physical,-191.17915197290316,A,C,B,-23.690336126112307,160.5856636152304,C,D,67.81745073915611,10.903552716801489,A,D,D,1
Other,Bisexual,Mental,-96.99511006180835,A,B,C,70.43845384299028,-96.91005927324952,A,E,-40.36412715624017,-52.48119137608204,A,E,B,0
Other,Heterosexual,None,222.89563083117972,C,E,B,78.96343918346848,-49.68361430915109,B,B,-119.48712014852786,-15.082984356155333,A,B,E,0
Jewish,Heterosexual,Both,44.54261595967894,A,B,B,-98.3042162444746,-90.34431624635057,B,C,189.84003191852653,236.12339220279068,A,A,B,1
Jewish,Heterosexual,Mental,206.6428781099715,B,C,D,-40.11372912450982,53.2174983081089,C,D,152.6324212778028,133.45282994413427,B,C,C,1
Muslim,Bisexual,Yes,4.372206168196673,E,B,B,134.77941093630466,40.53533464463222,B,C,59.822810945954515,60.29799039565946,D,D,B,1
Hindu,Heterosexual,None,-6.074537450026069,B,E,A,80.96993274011523,96.4326183245407,C,A,-117.12972909093591,-30.387622011680676,C,E,C,0
Jewish,Heterosexual,None,-196.03972577611998,B,E,E,70.59977550233076,48.02628002523252,A,B,14.962499227809682,-111.0001221981005,D,D,B,0
Hindu,Homosexual,Physical,138.82638437255525,E,E,B,15.877049742837526,65.71812995692855,A,D,-21.706593859785418,-42.80766031154391,B,E,E,0
Jewish,Homosexual,Mental,-159.48121219843995,D,B,B,-98.44497722483577,-105.68437537188483,A,E,-73.88901626922319,-11.891327851378655,A,D,A,1
None,Heterosexual,Both,29.79587061645646,B,C,C,100.88040103580964,5.9723577333435705,C,E,-111.21058977343739,-72.21154583776784,E,D,B,1
None,Bisexual,Both,29.648865338031978,E,A,B,201.61658015659984,9.659205764992645,E,C,-2.5165300985502044,-111.3104475946739,C,D,A,1
Muslim,Heterosexual,Yes,-181.18798379147648,B,B,C,-59.33124475580451,-191.07448856029254,E,C,107.68324779448564,172.87544550449763,C,E,D,0
None,Bisexual,None,41.483568516777716,A,E,D,-43.17631851102071,-80.22520912351072,A,D,40.31701970752823,105.1527233956104,A,E,E,0
Buddhist,Heterosexual,No,-38.0669628611081,D,C,B,-60.76024709302098,-127.22174488280076,B,E,90.26254084738294,166.95258764502785,D,E,B,0
None,Bisexual,Yes,58.17225562814935,A,D,A,37.69896456213359,-47.58791383700119,D,C,38.7993274818803,80.26658649821235,B,B,B,0
Hindu,Other,No,-69.13160853479053,A,B,D,157.94451713668624,27.65179423026008,B,B,53.8939698505253,71.89199133506003,B,D,B,0
None,Heterosexual,Yes,-124.3085351611785,E,B,E,-25.685636992463195,192.13653889023192,B,A,-0.943361284852523,-51.317372464844425,A,C,C,1
Other,Homosexual,Physical,58.91286985443593,B,B,B,37.89285031490196,-157.05913431360153,C,E,90.66067096822795,17.073276231094773,A,A,E,0
None,Bisexual,Physical,252.16348869774046,B,B,C,-55.22862787520935,-68.85640032774101,C,C,-34.51105857034438,-16.478095046934573,E,C,A,1
Jewish,Bisexual,Physical,-42.06667818431445,A,B,B,-140.75177241123419,93.89811410047196,A,A,-132.75713641493462,280.27613726120927,E,C,D,1
Christian,Other,Both,67.569878540957,B,C,B,90.21055337598702,75.97107050783751,D,B,109.23016966303595,-122.9401990481541,C,C,D,1
Jewish,Heterosexual,No,86.69809119789913,A,A,E,-62.80755552453299,-27.980932430713683,D,E,360.14813316511453,18.61056135014816,A,C,D,1
Hindu,Other,Mental,-130.13908618166045,E,E,D,33.34165425102039,39.53639010897725,A,B,158.54599513995657,42.950156606529575,B,C,A,1
Christian,Bisexual,Physical,-108.70569307517553,E,E,C,-43.104291914975036,-30.271540871431952,D,B,33.787884286027406,-109.3747244385372,B,E,D,0
Other,Heterosexual,Both,-159.7317406817497,C,C,B,-109.61158055221689,205.1180878533053,D,C,153.7858450789533,-68.11685057070048,B,D,A,0
None,Homosexual,No,0.6822672971619101,C,B,C,-26.462736721684337,-2.5497009708729217,A,C,101.1432369960299,52.99472083851001,C,E,E,0
Christian,Bisexual,No,-129.65576197831058,D,D,C,-41.07342481761155,90.64229746612712,C,C,179.10256946698973,-187.59726886895496,B,D,C,1
Christian,Heterosexual,No,-2.9389145410360853,C,D,B,7.0767483795742185,131.56072893083928,E,A,148.37045923857488,-149.68821773608082,B,A,E,1
Other,Homosexual,Physical,-89.13748615678702,E,E,C,140.76486982980552,125.07675072469621,C,E,-13.646827399945916,-388.34723374759244,A,C,A,1
Buddhist,Heterosexual,Yes,100.90154187717808,B,E,E,47.268404416110336,-54.51714396852941,C,D,41.79389260825657,27.63623858638538,C,B,C,0
Muslim,Homosexual,No,-103.57109321626238,A,A,A,-14.079527875627779,-59.8962145637372,A,A,73.61501419465543,183.41370066749013,C,C,A,0
Muslim,Heterosexual,Both,-20.878410902298285,C,D,D,-70.79958181682215,170.53152812505482,C,B,-216.19746338027866,-65.30946059486577,D,B,A,0
Hindu,Bisexual,Physical,22.865483505575877,C,E,A,113.636255200002,-120.80412142703278,E,C,89.94120177474865,-22.808235941696694,C,A,B,0
Buddhist,Heterosexual,Mental,-157.59521242672278,B,A,D,-16.754360577715232,27.600440778818474,B,D,167.90953042626074,97.04810943948802,E,B,D,0
Other,Homosexual,No,-248.0151616888216,D,A,D,-166.46243306159204,-57.39338434349614,C,B,13.684167533095106,86.06899632210829,C,C,C,0
Hindu,Homosexual,Physical,-243.48725169456804,E,B,A,10.158102584885441,-173.8638575846467,A,B,163.4282953111157,-9.815501484865448,D,C,E,1
Buddhist,Homosexual,Yes,-105.56863641929175,B,C,B,19.70102985130868,-138.87142159352987,A,C,49.87763319726233,-81.12956238451278,D,D,B,0
Hindu,Bisexual,None,197.97676453064747,C,D,A,-12.141206044736846,4.938278315161069,E,B,-208.3268207959291,185.5794944811584,A,C,D,0
Other,Heterosexual,Yes,-123.21532093291607,D,D,A,-60.04779340854187,187.4154293995347,A,C,-71.7641866053464,92.37647198383303,D,A,B,0
Hindu,Other,Mental,0.19392925025872096,D,A,E,30.206349906498154,132.47887538336644,A,D,-202.51836882284846,52.62603096901197,B,B,B,1
Jewish,Bisexual,Yes,74.2546233373594,A,B,A,4.155134084402561,47.933897970059554,C,C,67.95646728495643,-37.050067531282885,B,B,A,0
Other,Homosexual,Both,70.32154519805317,E,B,B,-71.7740204387966,58.396287814729774,B,A,-148.69668434603824,-14.05155211266495,C,D,B,1
Buddhist,Other,Yes,-85.26549635737496,E,B,B,-85.7983154150227,-81.14536732099246,B,C,-118.55260992425664,-111.81357181673692,C,C,B,1
None,Heterosexual,Yes,37.224289614856716,C,E,B,-1.4851991411022087,-93.0444141269405,C,D,-102.27245434153436,35.13393232678959,A,E,A,1
None,Other,None,-54.33936525355837,C,C,D,-93.98164380642005,-66.76256801506452,D,A,-125.43671648437726,72.29866230826806,D,E,D,0
Jewish,Heterosexual,No,192.49459951647313,E,E,C,37.96985825037699,44.6355170823026,A,C,-3.6437157510399576,-148.35138887752433,B,C,B,0
Hindu,Other,Both,47.19986778065425,D,A,D,10.30973186895351,100.01758214370821,E,E,-91.55976085797177,13.832694437435986,C,D,A,1
Other,Bisexual,Physical,24.982167295782357,C,E,E,14.377905571471658,177.46653313596133,D,A,50.082308019406895,129.2445424812951,D,C,A,1
None,Homosexual,Mental,119.00426064584641,A,C,E,59.55933432763841,33.58199988273344,B,C,-59.44063797740166,40.38961662639051,D,B,B,1
Buddhist,Heterosexual,No,119.70280996910088,E,A,C,70.26797748636668,-67.06784696748772,D,E,147.5188098898473,-54.05167927732173,E,C,E,1
Muslim,Other,Mental,-19.981632393557618,A,A,A,51.19419500075718,153.53893890572556,E,D,89.55193130206577,-145.94309403272706,D,A,C,1
None,Heterosexual,Physical,-94.83773428105555,B,C,B,101.31053846372686,-79.93321929873332,A,B,101.48288080985641,72.34978328423863,D,E,D,1
Buddhist,Heterosexual,Yes,44.19212574757153,E,C,A,16.76843359313735,201.25648955792968,A,E,84.25429238177173,-41.33250513576676,B,A,D,1
Other,Heterosexual,Physical,-16.558921798309623,C,D,C,195.6105405258593,52.02621865196336,B,E,-14.083144358398869,39.13808775900448,B,C,A,0
Other,Homosexual,No,-76.77324477853445,E,A,A,-12.653280629273267,20.990833791124924,E,C,-40.50631262790716,-106.33074407270703,C,E,A,1
Muslim,Other,Physical,13.283624894280358,E,E,B,62.47971470827341,5.687092110221919,A,A,-80.39449503822722,-72.27197528118306,C,D,D,0
Buddhist,Heterosexual,Both,56.5692042625161,A,E,C,-261.55729351080805,-80.86622360704965,B,D,-61.236760409297254,109.41410413411448,A,D,A,0
None,Bisexual,Yes,-71.5551228164378,B,C,D,232.23394259035587,-14.27835946173629,C,E,-12.651972808183851,26.358910536345665,D,C,D,0
None,Homosexual,No,183.4327082071105,B,B,E,-3.8623878843896375,22.4046930494173,B,D,-14.620444177889539,-209.4781541223389,A,A,D,0
Muslim,Homosexual,Mental,80.34321698503045,C,C,C,-53.25702350512438,17.17868419633976,E,C,2.3567481230661973,16.724423557136454,E,A,A,1
Christian,Heterosexual,No,19.761873829670353,B,C,D,-55.95286185316597,9.023992365027144,B,B,-96.5765863553222,135.27552403623645,E,A,C,1
None,Other,Physical,74.13882318688665,A,A,C,20.611426329239166,100.856220933053,E,C,225.9131125592108,68.1263617173705,B,B,A,0
Buddhist,Bisexual,Physical,-164.87405409251338,D,B,E,-229.31374246634545,126.00594742640364,D,D,-258.91898601260766,-10.554817115457979,E,E,E,0
None,Heterosexual,Both,66.68411260089098,C,D,C,-56.95070123770986,-60.52624347827042,A,C,58.84958534891266,-86.94495213196367,D,B,B,0
Other,Heterosexual,No,-91.81922552121942,B,A,A,-76.46596225103292,-183.78332832227997,A,D,78.70943052953047,94.0941454481028,C,B,C,1
Other,Other,Yes,-125.38411056519956,C,D,D,10.083544542965383,10.304666264867297,A,E,76.8157416851052,68.58412874217233,E,C,D,1
None,Homosexual,No,21.635289303152284,D,D,E,61.59074239489928,78.88975541304771,D,D,105.85936382046448,316.7507212116734,C,C,B,1
Hindu,Homosexual,No,-41.51148625727478,B,C,D,-21.767396680917216,-34.05660057250511,E,E,-64.17549587305214,-142.0367637306984,E,C,C,0
Buddhist,Homosexual,Mental,138.92523005220085,E,A,E,-55.660501181395084,-62.25864913489336,B,A,-3.479014656259062,-8.158182495645452,A,E,D,0
Jewish,Other,None,-33.686537864329964,A,D,C,80.42628758211646,-13.659064841628002,E,E,45.7327444010125,-121.96923478036123,D,A,A,0
Jewish,Other,No,-34.48990431559215,B,A,D,-182.89184208547252,33.72885520174467,D,A,-20.92463528954295,41.898576176054824,A,E,B,0
Buddhist,Bisexual,Mental,-242.86812223569837,A,E,D,-162.74162345211988,-29.620398561938938,C,D,3.3695889331239006,-106.08392911143865,B,D,C,1
Hindu,Other,Mental,74.162291218771,D,A,E,-232.42375749192564,-27.69449045693435,E,D,-3.078570359655144,-10.911825126004066,C,E,C,0
Other,Other,Physical,186.1362934024097,E,E,E,-18.095122254815198,-32.53253361728983,E,D,202.4056829288281,-195.85308431300808,C,B,C,1
Jewish,Other,No,48.31289597585929,E,B,C,40.115391253360094,-93.22546869324967,C,D,78.44586414466383,132.2858780484407,D,A,E,0
Muslim,Bisexual,Mental,-68.53394492745952,D,B,D,72.61708294913399,16.704908612604967,B,E,-15.176723412187373,210.4803553583727,E,E,C,0
Hindu,Bisexual,Both,-88.73159835536555,A,A,B,71.6606207494262,4.72934105941377,C,A,-45.012995474420386,195.22681041355634,B,E,C,1
Hindu,Homosexual,Mental,103.22172916662082,E,D,C,136.53569204657558,-77.79314662852155,C,B,121.50744271292653,103.31567881056023,E,A,B,0
Buddhist,Bisexual,Mental,31.000889323077896,E,A,C,133.06453486974513,-29.683031000993886,B,C,-23.19284699048914,76.50755044214434,A,C,E,1
Hindu,Other,No,85.8413098570085,B,C,D,-154.15146074343454,-44.418931750478414,B,C,-53.93257461780022,-70.16187683426224,A,C,D,0
Hindu,Homosexual,Yes,162.64542287868784,B,B,E,129.5422604019909,25.90454010875683,B,C,154.82128496982313,196.26516820366857,D,E,C,1
Muslim,Other,None,79.53258261070447,E,D,D,-118.59119199689052,19.563372680388444,B,E,51.8917301190257,-217.29867805453057,A,D,B,0
Muslim,Bisexual,Yes,-126.29731634224008,C,D,A,-190.76040399565943,-131.76107863921445,A,C,-58.537943243531075,6.616088953907856,D,A,D,0
Christian,Homosexual,Both,156.10993613575445,D,C,E,-108.87936252485571,-16.425046387593177,C,D,61.54847946786251,-122.46963464857852,A,C,C,0
Hindu,Other,None,-158.4004013621984,D,C,B,-32.5786142892257,-34.65633132201198,B,D,-96.04283412277343,57.34640868931867,E,A,B,1
Christian,Homosexual,Both,162.24879270335072,D,E,E,10.806819023718395,-153.35829710349964,C,D,-86.68209151781622,-161.18136302542428,C,A,D,1
None,Heterosexual,Mental,12.723017421348926,E,B,D,-85.11113071400027,-27.652969111541054,D,D,-13.134508626902466,-113.93815478960295,E,A,A,1
Other,Other,Yes,-18.868793947333735,A,E,D,88.48192766633471,53.74540103398522,B,D,134.06093451764016,14.10806482791279,E,E,B,0
Buddhist,Other,Physical,-224.41352689789684,A,C,A,-0.08581095657575091,-315.1768837845261,E,E,57.253642885694035,-76.24426261224188,A,A,D,1
None,Bisexual,None,-22.239355829714913,E,A,E,-142.4379471321063,-53.97991473781464,C,C,30.80302069216841,-0.5092562188990953,C,D,B,0
None,Other,None,-111.14865029493961,E,C,D,-136.67911878835298,-117.26878600515951,E,E,182.26759821397988,107.7077034992417,B,A,D,1
Hindu,Heterosexual,No,-32.27221626840545,B,A,B,46.368291547353145,-163.67879307107563,E,E,-82.94376151813354,-98.79210119946707,A,D,A,0
None,Other,Physical,54.327274294888475,C,A,E,-74.68588159764275,-33.73699668179529,A,E,-224.93122529875524,59.9640381348628,A,A,B,1
Jewish,Heterosexual,No,136.77222108277394,D,D,E,115.397282411976,76.92569712694885,A,D,-61.01280862332488,66.76788109227108,B,D,D,1
Buddhist,Bisexual,Both,51.33387337821691,D,E,C,117.97059483885613,-67.22041731282793,A,D,-121.60329281248244,9.552520109648757,B,B,E,0
Hindu,Bisexual,Both,51.339987645930705,E,D,A,-49.036919164079535,76.0217601981011,D,A,-76.41777937048552,-39.45037072187344,E,B,A,0
None,Heterosexual,Both,67.55718257136176,D,A,E,19.337251903870044,-169.1491218833976,A,A,-87.62371557831543,-51.90746211419142,C,C,A,0
Other,Homosexual,Physical,76.89303930899251,A,E,A,-8.13153087669342,125.40416055012962,D,A,128.36894937580266,58.70677760137431,C,A,E,1
Christian,Heterosexual,Physical,-28.94990748892445,E,C,A,-151.78665073409695,-2.2932382326879837,A,B,-131.4982602834635,-50.92368814243321,D,C,D,1
Other,Bisexual,None,-16.124705334490628,A,E,B,4.25257247293703,-173.07513140144673,D,B,-83.48079388803829,31.272384350962696,D,A,D,1
Other,Other,Both,4.707910906411063,D,B,E,81.39099121162144,92.49537744616934,E,C,-72.2078619064617,-123.97323302596475,C,D,A,0
None,Other,Physical,13.942878557361023,D,A,B,38.53206584698714,-128.5754190316625,C,E,14.642705400265482,-58.788343781740615,D,B,E,1
Christian,Heterosexual,Yes,-0.24678842497258183,A,C,D,9.603000015000308,77.20758784871013,E,A,-102.10444234345482,211.59043298115924,E,D,D,0
Hindu,Bisexual,Physical,-37.942015795128235,A,B,B,-75.03651171446866,-16.008716020691494,A,C,-54.99955400712926,-122.2354601423034,C,C,D,0
Hindu,Heterosexual,No,-163.2630764161973,D,D,B,-121.80624374161772,-173.9165458483277,D,B,-61.49835923810827,-36.123430251079334,D,B,A,0
Buddhist,Bisexual,None,-9.964991790186593,B,E,C,227.9541952613385,-92.7289295074239,D,E,-106.05954510056597,37.80140208379497,C,E,A,1
None,Other,Physical,50.77859792226194,B,B,E,9.79514972940644,-116.96562634617764,A,D,240.61845114667895,98.51944254892267,A,E,C,1
Other,Other,Physical,81.29911455155245,D,D,D,157.02350344622172,-53.160814103135614,E,A,-153.9684090178934,-38.68367773754198,D,D,D,0
Buddhist,Homosexual,Mental,7.791597382438008,E,D,B,-47.89718800246276,-123.6469017168968,E,D,215.76779120730137,35.18668270331264,C,D,D,1
Buddhist,Homosexual,Yes,-30.86259079487655,A,A,C,49.586760014834915,52.26167681773383,D,A,-75.6930258123419,-184.24114024171277,C,B,D,1
Hindu,Other,No,80.49200199695316,A,D,D,-58.076495811026106,-27.27944581199034,C,E,-123.63579725845675,-26.64037744875454,E,C,D,1
Jewish,Other,Mental,-59.17957370513498,E,A,E,30.562590496008436,-90.11368526057801,C,B,-288.01894076541737,45.045614974229636,C,A,B,1
Other,Homosexual,Physical,-116.43360445004036,A,A,B,-70.27055606548022,72.59243651988422,B,E,-38.27794372639052,-26.627074489005903,C,D,B,0
Christian,Homosexual,Yes,-53.37148379554425,D,E,E,-23.38822024059378,89.0809715978624,E,C,31.55713053588407,-78.25939428182555,B,A,C,1
