Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Veteran,D,E,E,67.30585975387177,E,-80.26696649530365,-48.100063906925264,40.53502909175635,-112.38408901690033,162.93017671424164,-39.10041072835195,C,E,10.49496365913112,A,0
Yes,E,C,B,102.09224746278187,E,-63.60354428617182,-94.21574962446721,55.130762459439964,160.03233771168516,-384.5364475933344,-90.17918795741082,E,B,-143.46749551704625,A,0
Yes,E,E,A,-115.42227651116457,E,157.43290228018978,100.09335509890602,-98.00298193991678,195.4951958268153,-116.3848096025576,-44.6195501058974,A,C,81.22610913269934,D,1
Non-Veteran,C,C,D,-78.56164936524264,E,199.9837934727005,106.8740039333567,-51.90717817423286,44.91422117844535,79.29489842211412,-70.90711327121615,A,E,174.75732004904495,E,0
No,A,C,A,58.25872243281498,E,121.75945469080325,41.81495912527732,-39.44891015170309,-81.66824978341577,52.591752977323424,-114.17941957049564,B,B,158.994550998799,B,0
No,C,E,A,-68.70533859049506,C,-36.32390962725943,32.20398364982019,-90.424613212304,259.8599488003207,106.48418110676504,155.9474282346787,E,E,-165.700420814633,C,1
No,C,D,E,95.77763812434013,E,-102.48217522432064,-30.941780657142793,68.78960316144877,-7.23209310872661,81.55153625331918,-22.09782335075121,B,C,58.12690741615919,D,0
Veteran,D,B,A,55.814712490505556,A,-120.53673566832414,67.91203813795676,-116.15866953295884,89.71940273929874,96.6778095941156,39.70109269656275,B,E,130.22287802043763,D,0
Yes,A,B,A,-158.79742000981093,C,-15.560407966116916,50.31840605282404,-38.61082056222494,-92.04931788494328,-65.3414989831123,-31.194810343473844,D,C,34.403740701814726,E,1
Non-Veteran,E,C,C,70.41064421290163,E,37.38389935655897,-83.83931700292024,-85.07718755935602,-39.02900194013629,-306.8499994822256,-264.5094852372063,E,A,-101.16168286968536,B,0
Yes,E,A,A,57.834262297850714,D,74.86774163736321,-191.83458835069655,-69.78466040735968,-41.76678273998628,28.83814453704631,100.73928815665205,D,A,-267.54329867924565,A,0
Yes,B,C,C,-4.332928017674744,A,-118.91887263786722,19.01219733583798,12.639765136742326,2.473686572076496,-27.264825617344247,19.475300859362964,E,A,55.29917202918989,A,1
Non-Veteran,E,D,E,2.4037057637177295,A,100.61809906875871,-26.907665431418664,155.8677178877392,-120.2636881559373,98.7309088824933,57.88972778663738,D,D,70.05335423100199,C,1
No,D,E,A,-3.829556790901785,D,55.30819799476632,80.96493888890552,-60.21393791278488,141.35480339539058,-104.36920186912218,-88.10130397328541,B,A,47.55367909909887,D,0
Yes,A,E,A,-211.1633524569097,B,67.61778665649793,80.11327375576252,18.914285710335417,-71.84727982708063,65.35312028528774,48.22921985123158,E,D,99.07775335122444,B,0
Non-Veteran,C,B,D,123.61822912267874,B,16.459021724380374,73.32626387889259,108.15831858957435,-16.33981995072073,87.43575981015951,107.41630671597954,D,A,-22.030372683181206,C,0
No,B,B,A,95.82125421752042,C,44.926476049271606,-108.37386621327599,-105.19851023487455,71.33097459389968,1.8208260479837934,1.7463142702915502,E,C,-136.90542869125662,B,1
No,B,D,E,-13.042626361434944,A,37.24845535992644,-181.40914073470424,95.66133768025101,79.7971080874427,-16.584627565364805,-95.1230267464353,D,B,35.542002454030666,B,0
No,B,C,B,-133.57967960452237,D,99.69798496508633,-54.490824408995785,-26.5565266879592,20.597977774418503,-16.462186472690494,166.88574869479604,B,A,106.84103394740293,B,1
No,A,D,D,24.646740369023323,E,157.13312166308754,-216.53645404968069,-128.2065086541,108.41079543026548,-61.75773458336465,0.08796643281527763,D,D,214.40616011471806,E,0
Veteran,B,D,E,16.640296199570713,C,31.229430724529543,-68.62817378660212,-50.81399455662282,68.70953368606388,30.253217387954408,153.72310827042674,E,D,-47.423083984925384,D,0
No,C,C,E,145.6215985668144,A,22.570548318338414,40.52899450859125,-98.92900210971634,-72.9057373379889,-70.254885796484,17.374748612377903,C,A,-205.70416875141078,A,1
Yes,A,D,A,137.0131125688044,C,24.05816037458048,-172.25521326221056,64.26721397836471,32.56864055832895,-30.92057721219233,-94.38451296511975,A,B,-110.02274513878687,C,1
Non-Veteran,A,B,D,-77.71713193311463,A,-151.44279216264462,-63.82946404279074,201.14962776846696,135.87618712995834,-70.82016543859265,-16.2157126179112,A,C,-94.78493712864757,E,1
Veteran,E,B,C,68.30640605852808,E,11.905783415462292,25.502227479671603,150.94061885525804,-128.669856100969,156.85547893644704,50.152008301157004,E,C,61.29156124616287,C,0
No,A,A,B,-26.792379429455575,B,195.06321486869328,-18.957812502380452,87.72196008511413,-39.4916692780705,34.306994277548355,-7.893518763406211,A,B,-88.80817773630837,A,0
Yes,B,D,C,134.60797788252742,D,106.00527785397283,107.66850897114261,34.23689141957378,49.111908814012345,-129.12683768053944,-20.148684839251146,A,C,-186.65991882390742,D,0
Non-Veteran,B,D,D,199.86173601110283,C,158.97542884161143,26.484258814727884,-41.72670140154208,108.70645883247086,147.02506525504612,100.95474206577725,D,A,-129.90143836703817,D,0
No,B,C,A,17.32736054040809,D,68.86398193086987,6.2550669334039215,70.76493371421707,103.92126473619506,-28.58611522761074,-83.98524135075999,D,E,35.28672099264713,C,0
No,D,E,D,55.2018762893032,D,-28.312609796574773,77.97821326887274,-40.43530327514507,-12.031601086148962,9.706765285855798,15.558320220168948,A,E,72.4833332721946,E,0
Yes,B,A,E,-45.17612793810418,E,-176.63309747648356,-212.00035726710692,-95.09386939908184,-24.193024711000263,10.526297540399042,-11.86922514383435,D,C,-78.15044643243395,B,0
Yes,E,B,B,-154.74363386621934,D,15.738905081829829,-64.05511709377,-5.283506126732355,58.9577208215303,-113.77397803837943,-161.54292612159443,A,D,-3.4201665139268895,D,0
Non-Veteran,A,A,D,13.606797439718715,A,51.88991897288957,92.03960123498926,-11.037543928539032,76.03419806924055,4.421944694417077,-55.12493310012807,E,C,-41.992958516102085,A,1
Yes,D,C,B,70.53097189023788,A,5.460361402387571,-88.04893602598318,62.96263258253722,-173.73401673616314,-36.86964609573461,-202.03725161147287,E,E,-225.44340763647278,E,0
Non-Veteran,C,B,C,-29.337223787292743,A,-206.09067999961067,-26.136485035249486,141.5276086709377,-121.13186975615436,-86.05468940371249,-79.67945053776721,C,E,102.46485980721813,D,0
Veteran,D,C,C,-68.74232807689033,A,-200.52881099331077,-69.33516219036834,150.00361583798966,29.01455640869613,-51.392448279386414,-73.4759551512367,D,C,41.16514267060127,A,0
Veteran,C,C,E,19.601670523656793,C,32.155850361670275,-16.32543704668789,115.04341016045309,105.25913782300766,140.56289479212631,-119.85025085610195,D,B,85.2657257757296,E,0
Yes,E,A,A,-21.821723830920806,E,211.87040443784366,-211.92382360908903,11.987016078067809,102.20602106289658,-31.50427376807368,14.452204672790089,D,D,-59.80877797854237,A,0
No,D,E,D,-30.462742282021054,C,-45.961682328676474,-21.462696164926953,58.501383001314956,-265.24023645197315,30.140962681414695,-19.47145548481807,C,E,-130.52312735241222,D,1
Veteran,E,B,A,70.79434413391694,E,3.484395297175083,67.68296159448627,83.04132856539725,131.55490852385088,-64.3536432132094,-15.278086896841831,B,D,128.96522142382497,E,0
Yes,D,B,E,126.23476482188536,C,-107.87854642707704,30.891428571956258,137.66087702522955,102.838647215786,-13.55123444841123,132.4459826289461,B,B,100.12690832482805,E,1
Yes,E,B,D,0.6064319237422381,B,-178.5976926834872,148.37477322112724,-213.87564660065257,49.706261981583985,192.20046206572604,9.037540046055557,A,A,6.11348329429474,E,0
Veteran,B,D,C,-80.35800112243035,B,56.456732030154654,-39.94543827599089,4.5503093706836735,-52.64986670846197,97.14512489726059,12.360091158637317,B,A,-115.51960572402639,A,0
Non-Veteran,B,A,C,102.67356451014051,E,-27.383837752210262,76.71851424792597,-71.3065611058347,-48.71082617867394,72.03263151966677,-157.72848699265614,B,B,78.40548374735737,C,0
No,C,D,C,-5.194059578775002,A,-99.20065395683768,-48.13263336246168,-106.17758046408905,157.69007751531544,-61.07635274028481,40.16357662728387,B,E,44.51667669351109,E,1
Yes,C,A,D,-150.80637878913336,C,109.83945668184167,-33.19496688708375,-66.11363148325711,204.99453805727086,-75.54206629453294,-26.05472744291644,A,E,35.689913178637525,B,1
Non-Veteran,A,B,A,45.9276728453947,B,-75.00229291298847,-26.41372808592177,-11.728320638658758,47.791529145375996,-27.340979998578053,-128.13056692371137,B,D,30.756113740920334,C,0
Yes,C,B,E,80.61830036434439,C,-59.11602768882233,53.48432761060475,-82.11250374348369,-42.801128138284724,-4.791663320358951,-89.79259816431858,A,D,13.342729053485483,C,1
Non-Veteran,D,D,B,-70.44033180135737,E,-54.291126968004235,120.7924320134258,-16.792978790637385,146.7012854733503,-2.2412038559380325,-238.55907099859803,B,A,33.7645451000385,D,0
Veteran,C,C,B,33.93967786052167,A,-67.52182348295214,-58.3394718945581,-9.547125844716719,-51.50595124097542,-42.57396801968109,-119.69514323764963,C,D,-4.7908121756779645,B,1
Veteran,D,D,D,-4.024471991229181,B,-160.74766661368452,47.660398765367006,63.493832400356474,-2.380989098425701,19.990942538615972,-114.18048920784396,D,E,9.899659672985166,A,0
Yes,B,E,C,-2.9111218775703027,B,43.46970979715351,-56.323639358171306,-10.23789054861373,-138.18521796341926,-75.87829426256165,-148.42128894811916,D,C,134.36794910254324,B,0
Veteran,D,D,C,-37.09808955111136,E,18.263269835189462,-2.9039158425804565,-80.64560861718225,-83.61910814605392,8.016085732418892,43.05183553713635,C,E,149.33720101649186,B,1
Yes,B,B,E,-35.36626028987237,E,33.618198665154985,61.993214631757276,52.45723248204407,-17.6496435910781,-62.690741965888705,-89.4760055014682,E,D,122.32557873154101,B,0
No,C,C,D,139.13932802817257,A,-123.54662505196059,-18.094573802730523,59.607592664869244,159.10457455429133,11.8671862306552,124.52174783013037,C,B,-87.25688430417244,C,0
Veteran,D,E,C,-13.57139018778512,E,15.704287120586097,15.710788912189885,-196.25152044984912,42.6914875644014,-14.382646245839798,-129.00019197664264,D,C,88.34870805049006,D,1
Veteran,E,E,D,-124.0960743415165,E,-33.09044129515963,-32.165932529284866,-101.55719767654317,180.6946530498583,-36.710429588588596,24.51360104452259,E,B,-61.522786282534106,D,0
Non-Veteran,B,D,C,-39.751554520039,D,29.839455745273103,45.78932642084171,-107.43516317462183,-6.1861566906283905,-27.175397514582244,-69.51903004017541,C,C,49.23508759679197,C,1
Yes,A,C,C,-123.43672855571084,B,-40.05995067764289,-99.52497342616913,22.642476455530815,-46.9370647581251,-47.846694284622124,-56.601878128630275,D,E,49.884867615496745,E,1
Yes,D,D,D,-30.597429476838418,E,41.333868142729884,-212.72670987925198,36.71036640257132,-31.82047972484518,-38.23009384801524,123.22039061469236,E,A,-53.0391886482053,B,0
Veteran,C,A,E,-138.6952633335667,B,10.376702582993921,-79.99175137976371,111.30338506548694,-122.35489173350949,-29.76144978665596,-65.2635123378739,C,D,176.8474933729247,D,0
Yes,A,B,D,86.65306751886493,A,26.626231744959256,0.5706824850929456,-26.957679126139507,-29.204562822683066,-28.70502277826757,-27.42862519967365,B,E,-48.60183197775256,C,0
Non-Veteran,B,E,B,-172.2400410180727,B,23.87744775249762,10.618500832698505,14.25037121387226,23.694288006538553,-68.13614248719486,6.410189393507745,D,A,159.03398762516488,B,0
No,D,E,B,-40.984090745970235,A,-54.59059321101214,63.838903677219605,58.965592929871704,-65.56337139711339,-168.07248439594048,-35.72128569651373,D,A,114.28891961679363,C,0
No,C,E,C,107.23362727127585,E,171.4516922018855,-47.18567258772743,36.950795591726745,-50.45775644884453,42.730611373997775,225.05076309810073,B,E,119.32262328473125,A,0
No,C,D,E,77.47902437167983,A,-26.89337611586139,138.59133488200175,109.81382356561615,-57.746590600314974,55.58244520756481,19.020161203041937,C,C,19.95491812219776,B,1
Non-Veteran,A,C,C,32.535705617018586,B,-48.27994986429587,9.19964965225955,-6.1691691638728186,-21.668350954715564,61.30171130475678,-116.09767762344407,A,C,62.20796213166294,A,0
Non-Veteran,C,B,E,142.53512757184635,B,-76.70595036303041,77.48442029443008,-12.481673874208564,129.29083975923362,95.78694993662961,-167.21245403822914,B,D,35.46923946077449,C,0
Veteran,E,D,B,158.5815905276492,C,110.55606089352001,152.94588235490855,-109.4746268877363,157.4426591031642,-23.073034045510838,-90.91983749294918,D,B,55.867047078546946,E,0
Veteran,C,E,C,-187.96111210006674,A,-18.02751940486767,-167.37976946158804,-5.670607058642845,-18.98223456531935,-44.88302786941615,27.358813159498,B,E,-27.78960132637692,D,0
No,A,C,E,131.5758858391601,C,-117.8014285408501,29.15042095910397,57.66624142857656,-84.37082357003163,15.256412010510633,-30.03961884759746,B,E,-38.667081279935466,D,1
Veteran,B,B,B,22.649473883793824,B,119.32832885461222,18.312960403684578,14.885022151232338,31.356200432876673,26.22636737267034,-22.52932849166973,B,E,127.37810128793934,A,0
Yes,D,D,D,-121.00883689916967,C,-109.50354157485482,-77.43084240564279,133.01429229296423,116.3114371145063,-70.86667887331404,285.76426470837964,D,A,60.7898376508829,D,1
No,E,C,A,47.314895719949234,E,-35.93214677862752,-57.4616096460373,74.8717015569621,-35.12846032862187,56.76880086892461,-53.95392890587487,D,D,-59.02433861879261,D,1
Non-Veteran,C,A,A,-141.74428354869892,E,-26.8155685842628,-66.87494269466052,-45.59107295837241,56.5124610279174,99.85086880259358,-132.72628969123602,C,C,-207.70778863078928,B,1
Veteran,B,B,B,37.08776544038558,E,-27.799913596331514,52.93138691398816,-7.827693343711132,-73.1535591328623,-15.163153205351913,102.44449166763118,A,C,21.256290818668308,D,0
No,D,B,C,-145.44047730317948,D,8.035983021014905,103.0104417954218,-16.779372378683323,-126.9062961414645,27.951529658404418,71.84565532981587,B,D,-152.84943949545664,B,0
No,A,B,B,169.147644732497,B,-82.36918323398876,15.875666317482523,99.9280215555854,13.078480790208383,-37.74939221580554,-14.12697039478573,A,B,-98.16843838498761,D,0
Veteran,D,B,E,-48.850413487449686,A,-9.028042629336557,-49.48866656148104,-31.758253078693105,-60.80250028665568,267.69961458005923,53.72848042973004,D,A,-15.488353112032302,D,0
Veteran,C,B,E,15.44464974072213,B,-21.48129418005135,4.081823190373816,-205.90629300531242,-19.665472824637618,24.585705767325667,62.75251844998251,E,A,10.718208745114715,B,1
No,E,A,E,5.693553135840842,A,-58.03629201577577,99.7489956820043,2.905443707592984,135.4731957738502,135.94394174991908,62.34129298107091,C,E,-55.2453321503523,A,1
Non-Veteran,A,B,E,105.77467541445958,D,-10.442787319311064,33.21783456784358,51.42255666595912,-45.29538893086068,-127.22317529002318,142.87252504035527,D,B,187.38675180098855,B,0
Yes,D,D,A,-15.270908007275535,D,93.03414861716496,151.1441679593601,10.17467684778319,13.270453401533011,90.39135458571998,-173.11341257460012,C,E,61.19820361524525,C,0
Yes,C,D,D,-84.82030625801,B,108.3919226442996,124.87248284033798,-14.396122420598042,160.15880672863526,99.14351466132271,-17.103497379131046,D,E,-73.83450582655196,D,1
Non-Veteran,E,D,D,-21.96229859405099,A,225.081519078614,-185.0725012297445,72.25494584987462,-174.65204488792705,-227.97010078934025,-66.88917273403854,B,A,-0.23976879871022283,C,0
Yes,A,A,E,-61.9117757062738,E,51.22939862718693,-9.673352154532214,109.4753670348515,32.99608812830074,-48.05954072140074,-155.41325319383753,E,B,186.18950410036814,A,0
No,D,E,A,-42.39511030893867,C,-109.56609438926878,23.00415794012143,-11.674749023040892,-102.68793508169666,57.70543183966169,116.96332647405632,B,A,-4.371652514927993,D,1
Non-Veteran,B,E,C,68.87964544999268,A,-234.85790056386068,-193.27087337505193,-157.06116767203312,-61.28075031808283,-109.12821113568437,-105.12314422566482,E,B,88.0463782036177,E,0
Veteran,A,D,A,15.766403756214247,D,117.86154689251269,-57.39936630898724,-140.42212758673617,-50.58120134477522,-96.04163534161782,62.77760631420708,B,C,-4.363736316672736,D,0
No,A,E,A,67.20389516980617,B,-34.445747385445216,-37.5832789243453,73.03059716678955,-74.3970408503441,271.5078238349289,58.27698587686185,E,B,-65.40672770484794,C,0
Yes,D,A,C,-51.09107394563473,A,-74.7852583203132,-16.978103950651583,-85.44842868227408,268.9458358616559,-71.29914086346879,-78.80585219485344,C,E,-4.0795050640240476,E,0
No,C,B,E,58.21508099017472,A,-29.458700856150973,-327.17260304902305,-212.9636580809961,-11.47482572752262,131.66132076425214,76.88756769063009,E,E,151.89848107515093,E,1
Non-Veteran,E,D,E,203.24591430796647,E,-127.60985874887425,-16.14135946858388,-37.43793573733946,17.781609198599284,-42.99812640572757,-77.04784758336942,B,A,-55.41294498926456,B,1
Veteran,E,C,E,100.8570383310948,C,-57.70315680316374,95.27574226204547,-138.11722312220002,-255.52488021784313,253.90323838857216,49.6866835161914,B,D,108.1064958908324,D,0
Veteran,D,E,D,154.9562463937631,A,-73.4405497486964,-58.053163947487775,-3.635583983450267,124.28241453154187,-156.27658593449746,85.0215176607953,B,B,-52.01846719612394,D,1
Veteran,E,D,C,-17.872524702565137,C,66.26988297680403,40.99116989180165,-92.14211002741597,-26.572527964264875,113.06460519470659,-89.77337565799495,B,C,86.47033851625027,C,1
No,B,B,C,-114.48220363016877,B,74.38388272101962,-124.20312481585816,-153.61697825493818,-149.03402702196695,17.033869057513332,-64.60999883241254,B,E,-65.96904501569499,A,0
Veteran,C,B,A,281.7677923086751,C,-62.03390050558508,89.36506811453387,-25.37137053327071,98.72578579460415,-103.09235107063049,34.93971013266907,A,E,-23.117916945881465,A,1
Yes,A,D,E,-106.52378329314998,C,15.917973929323622,-48.26259696689855,1.229097768283932,-177.8088546463292,71.47579983542076,25.080714514866454,A,B,169.32878966470747,A,1
Veteran,B,C,E,-250.6940705231019,A,-122.87443368196655,38.58006819323371,-92.29520925419898,37.93919516915485,39.65337512623389,77.13301274650232,C,B,132.33397618642354,B,0
Non-Veteran,A,B,C,65.84722399097295,B,30.45636294141602,112.64462400195967,-55.97607475152587,-119.73763248216041,-66.8853232531054,-26.5633942609667,A,A,-69.6184098175205,A,1
Veteran,C,B,B,128.23694396364883,B,194.1667772774685,-242.13982245603773,-38.46099803848532,-29.56615984285394,-114.66411606382827,28.578841140768656,C,E,71.43983760805604,D,1
No,E,A,D,-117.809555887344,B,-14.540142166696981,-28.509160871494572,-99.76185500791584,95.76695187592301,-254.17471503785518,80.84566667918736,C,B,-28.625781006258677,B,1
