disabled,civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,Divorced,Male,D,E,B,C,A,A,30.052919481882622,7.534183311423118,-23.00085872045578,C,D,B,-97.42091365291768,10.053288573676598,C,A,-84.71311096621199,-57.03154743372103,-40.775605152370396,1
Yes,Single,Male,E,A,C,E,C,D,0.2399088396208259,8.725222805527993,172.74030987487507,E,A,B,86.27626569518067,-14.903979598796525,D,B,78.31933723457315,205.4141681967729,-71.65903278245,0
Both,Divorced,Male,B,C,D,A,C,D,128.34760846111885,-31.080335388645032,32.628948277583824,E,B,E,-64.27394477004506,177.04969944739338,A,A,61.6825699041654,-9.456931502538017,-52.03143991420431,1
Physical,Divorced,Other,B,D,A,A,D,B,179.07276283154394,-96.06607155505328,22.25124160723612,C,E,C,245.4844549107354,122.49707811705228,B,E,-11.469513815693173,-227.70846330052544,-69.14990776638254,1
No,Single,Other,C,B,A,E,B,A,-196.24474612600494,100.9938251180495,27.341046534915947,E,A,D,85.45581942697032,-42.684182526429396,B,E,-130.57612572924776,102.42496564897318,192.47235562118718,0
Physical,Divorced,F,A,E,E,B,E,A,101.72365919155884,29.574369403776274,220.36191151773426,A,E,E,35.52322935815224,74.26173850406454,A,D,-67.72760314302604,37.543062767236,-169.43623116736245,1
Yes,Single,Male,A,D,E,B,E,E,-87.52889681069261,-73.04461153084722,42.75107429167663,B,A,D,116.01789615714806,136.13166318872766,E,A,20.76421756152142,-76.3755736017548,-66.2370664973385,1
Physical,Divorced,F,B,B,D,A,D,D,103.36115830333885,-66.19013384298815,110.80937419341714,C,E,C,10.71517043892622,111.96541955989649,C,D,115.11353798581992,-89.57140656485709,24.971191545433495,0
No,Married,Non-binary,E,E,B,C,B,C,-85.01742181748094,-101.80362987325546,185.61009525488203,C,C,C,69.7341816464194,-5.468592509058881,E,C,80.22908863478162,-33.665513849329336,229.6340090736813,0
Yes,Widowed,F,C,A,A,D,B,C,-16.400711713412484,101.21210026908469,5.8207076367433945,B,B,D,83.19992603577441,-50.89542570180849,C,B,80.59317568538015,120.3233945514004,69.44201204193526,0
Mental,Married,M,C,A,A,C,B,B,115.28504098617951,-100.0481988959117,109.59949001754707,E,D,A,-122.4152341403594,182.57082119691958,E,A,16.41541142201288,130.8711715191542,158.6843888634942,1
Physical,Widowed,Other,E,D,D,C,E,A,53.068332355958944,-6.711635853884595,-142.58738681986597,C,C,E,195.07156234388734,-89.58757685648467,D,C,235.691947395798,-12.112411981472713,159.85651246242784,1
No,Married,Other,B,D,C,D,A,E,-44.535424174576946,-50.36699584217453,-79.34959925558667,D,B,C,107.95747002667157,-99.88388596314174,C,B,-203.27663656425617,-20.268182190051263,-0.5447058745949402,1
None,Single,Other,C,C,B,C,B,E,115.3948432569629,-177.13253066122917,226.55180420662666,B,A,B,-163.82732777277576,179.71015715750693,B,D,-24.406131236277748,-137.56912954998492,82.44089164375524,1
Yes,Single,F,B,A,A,B,D,B,70.93527256035493,-59.10114899979405,-10.511287013747062,C,E,E,118.39318184161804,257.21319230339213,B,E,-75.57044522745716,46.90306467227738,1.3443488768889058,1
Mental,Widowed,Non-binary,D,A,E,C,D,E,-117.65010281936819,-72.68268157756336,-160.98724329049577,A,C,B,-39.8264245727299,77.1220441572882,C,D,-13.117091345597792,-94.4794990866654,184.63433357893186,0
Both,Divorced,Female,C,B,D,D,C,B,-89.40394191703629,-89.33556582084977,-130.90137298923102,E,A,B,189.18196532392756,79.56730599703965,A,B,15.759976359401733,69.58152537808454,73.91637801743629,1
Both,Married,Female,B,A,A,B,B,A,-6.428551408140562,147.1081673741034,-71.59651770995646,B,B,E,96.0758680188645,115.31580916750164,B,D,33.833444966684475,-85.64578651542487,-95.11708174618379,1
Mental,Widowed,Other,D,C,B,A,A,E,95.89579583670753,-20.000078281081336,-126.81437624976763,C,B,A,-104.11538654901426,26.49555815087557,C,A,100.90456483959598,-155.60056903062275,125.70294619692417,1
Physical,Single,M,A,C,C,B,B,D,-145.80742445025402,-6.1102053837535,-130.5423459790133,E,B,A,-10.66229799335987,106.59847428360705,A,B,-40.15882435846809,176.7470465254829,18.19511590104429,1
None,Divorced,Male,E,E,A,B,B,A,-16.22727946666494,-26.3821359785609,214.65655030459513,A,E,C,-30.187933618704378,1.9055809462876026,B,B,-69.31606974724585,106.40010893658531,-26.048500798497003,1
No,Divorced,Male,B,E,C,A,B,E,-67.40524463297277,13.074299920009356,-116.32016066237512,A,A,C,175.2295612968623,185.24873818843346,D,A,124.67164407324087,-15.723906926161627,137.17520988233076,0
Mental,Divorced,M,E,B,E,A,C,B,-62.56481249051391,-164.58409672116187,-85.38400786372084,A,A,B,19.759762116189183,161.06802283744545,B,B,-22.442626445470985,76.23255006668433,166.78192063498173,1
Both,Married,M,E,C,D,A,A,D,-77.15540279248147,-100.41361425796357,46.01604691400332,D,C,B,37.61054916490927,188.1818035644512,E,D,109.45379708427933,-75.10354756017485,209.81948632207477,1
No,Married,Non-binary,B,C,A,B,C,E,-46.655823622258694,-97.80328836733901,63.59249055820166,D,A,C,45.20746188511851,-67.52307785543383,C,C,-106.01394372399938,-44.739655674630576,38.05193445274998,0
Yes,Married,F,A,C,C,A,C,D,149.89728604563234,-59.33648853857506,96.62240050616816,B,A,E,-176.92454919246578,36.39541143203046,E,C,-31.79155194807672,203.6105486471433,96.75145111064668,0
No,Single,F,E,C,C,E,D,A,-17.480381147292555,-19.23637940299398,118.18661541674496,E,B,A,-184.18453279000462,-160.71604764062556,B,A,93.53522545193717,4.701458508545139,127.70860870896759,1
None,Widowed,F,B,C,D,C,D,E,110.63439620278015,-123.02946011614706,91.07640039333485,B,B,E,-230.59181819908096,86.43880732187719,D,B,138.33060088621107,-30.920715571070602,-75.42291319108044,0
Physical,Divorced,Female,E,B,C,A,A,A,6.735787375017334,-256.6526562320465,-14.681506376278247,A,E,C,115.58697935260882,45.11331709304318,C,B,-128.15584810533656,-198.74089576464172,-119.29687095768806,0
Mental,Single,F,C,E,B,B,E,A,199.01120306828219,60.87641489382284,32.78805775805797,D,B,D,274.98483189862264,22.053935209124226,D,C,-93.45351826629467,49.77413085097054,-120.26370082145148,1
Yes,Single,F,A,C,C,B,E,D,73.33412983463455,140.02723346749363,-28.28508677726198,C,E,E,111.54466938750696,-130.20692531822218,B,E,61.080101154191894,202.7405513587425,-135.01824472097877,1
Both,Single,F,E,C,E,A,E,E,67.43461622575988,7.677757445447001,-20.440516121621798,C,E,D,13.61121356733565,13.627769760028746,B,C,110.63768023025133,76.4838858912905,119.78024044681355,1
Physical,Married,Male,B,B,B,E,D,E,114.21401621343963,111.00771246356163,23.582301512740912,C,A,A,-63.734265142412006,72.93319135595836,A,E,11.449931363830986,-73.55315837648877,-96.94127318125953,1
No,Widowed,Other,C,B,E,E,C,C,111.68032767107788,-10.10804964235742,-132.5745182538822,E,C,C,166.87084461432661,49.99487926285829,D,C,-84.77510128657941,187.9543028452687,156.5218965390436,0
No,Married,Male,A,D,D,A,D,B,-101.21376523391928,144.5793914587495,135.9021159430641,B,C,A,99.74880455924907,-26.856627254274922,E,C,-166.47445833322408,-62.154410000597935,139.53212666788107,0
Yes,Single,Male,B,E,E,C,A,B,-77.28209082754061,-50.24032384822193,-28.260512396823273,D,A,B,-22.35726020668874,-212.60908245180326,B,D,62.033344899246636,185.34247534721004,5.480866961665998,0
No,Single,Female,E,E,E,E,A,A,-159.30735126498595,-71.68159801147779,36.20714175567026,D,E,C,-93.9657633700048,-60.13919623534936,E,D,60.45832588879313,47.047412756506816,-62.389256600509924,0
No,Married,Other,E,C,B,A,C,D,5.1635665489423825,-76.16070333169525,54.801440614742205,B,B,C,-16.2036833173612,7.948690432090536,B,E,-21.888250145454318,-81.66958036801879,-53.3733229104766,1
Both,Divorced,Non-binary,C,E,E,B,C,D,-62.23992793872273,16.780165280005146,-121.45463195419528,A,C,D,-36.2667355002033,9.425401826798243,A,C,-97.6015185883422,107.21513399095389,148.3761400274068,0
Mental,Divorced,Non-binary,A,D,B,E,C,C,-150.46964904642624,154.34645081812545,-41.23718482245487,B,E,B,100.35791498875912,-38.52607407341742,E,E,-15.582598683804619,-150.24056045029346,88.71141535428114,0
No,Married,Non-binary,E,A,A,A,A,D,7.887748635384321,12.806068826018766,-34.89597520336924,C,E,B,65.90282131988303,98.96673544809414,A,E,68.13431587275174,51.41481759592554,106.243936409451,1
Both,Widowed,M,A,E,D,B,D,B,153.22076867055515,63.492965726637586,40.48259205797393,E,D,B,50.23126168091452,-36.92077799084188,D,D,-33.90009378242762,-3.332559528276049,-32.84798660490703,1
No,Single,Non-binary,B,B,A,C,A,A,134.78248017369984,115.80380386183002,80.29774927913518,A,E,C,-6.340569009695642,118.01617187180366,B,D,-16.45057963991271,-3.203232383428603,-34.772730094765805,1
No,Married,F,C,E,C,A,A,B,-21.746807594272465,23.179484556104654,38.69394200900536,E,D,C,-13.338534559284728,113.72651291015288,C,E,-92.1141141740048,44.949981819777946,-239.6100965973157,1
No,Widowed,F,D,B,A,A,D,C,-19.180382325113136,-100.53947124838037,153.4880150561421,A,D,D,2.4906407411710925,-48.55863053219312,D,B,-31.46850377161508,112.24152839983294,-50.50356752538646,1
Physical,Single,Other,A,C,A,E,C,E,-93.59159764511608,54.66621771903104,20.320277059127783,B,B,D,41.2572345516196,-109.51598824526134,D,D,-229.1147788389282,-143.16564121133842,-55.31771245643191,0
Both,Single,Other,B,A,C,B,A,B,-54.255586416421586,-167.71928427287997,-156.25367832655687,B,B,B,-44.73121501847619,9.060408482633955,E,A,130.29875307324573,-96.77777549182926,34.296990134438886,0
Both,Single,Other,C,A,C,D,C,B,24.44512353082084,-62.41311972499144,-20.731279222741673,D,B,A,47.13809612744235,-103.94898421468686,C,D,-112.24099972298556,126.58581066005377,1.103053154066267,1
Mental,Divorced,F,B,B,C,D,D,E,128.61053946300532,56.23745609611267,-119.31926573930926,A,B,D,-28.30065639954034,42.1310227485542,C,C,-51.21794244632289,105.63380556961319,-68.60417063397509,1
No,Widowed,F,C,B,E,B,E,D,34.33247011134669,13.008316375684625,43.095892339111906,A,D,D,-128.88343588968297,-20.486595161920977,A,D,75.97953483190109,-165.97344060305585,49.937272963686404,0
Yes,Single,Male,D,A,B,E,B,E,-85.16137202122162,-107.15211846131112,10.008854801988363,D,E,C,-36.41587459623207,-115.05917914122683,D,D,87.82778567876838,-18.888091588157526,75.89289292695236,1
Mental,Married,Other,B,A,C,E,C,A,-143.07345879920211,-55.37330999435434,58.96497800760911,B,D,B,-120.00231066421969,50.32607237286045,C,B,175.80384548226505,197.3341220596058,25.771256615597633,1
None,Divorced,M,B,D,A,C,C,C,93.24594864381282,-25.658430395262283,-51.64718177697685,E,B,D,-86.32862757510824,283.83037018118273,B,D,124.56657873367367,121.06913906489865,180.39565097224886,1
Both,Single,Non-binary,E,A,B,B,D,C,-81.78731894603663,-105.85989238539764,26.44322261965578,B,E,C,108.8520489796378,-63.961678024202804,A,E,38.41856544444753,-142.96947497547177,-173.90907310212356,0
None,Married,Non-binary,B,D,E,A,A,A,-7.884326424159749,-74.30228364551579,27.1712150833819,B,A,D,-107.81746186126253,119.55558341036811,E,E,169.30151246530195,-79.11960505659394,-60.631674700762886,1
No,Divorced,M,D,D,A,C,C,C,-52.7502786575035,-74.73173438338036,8.448266786608402,E,B,B,2.6724840656907887,-74.74192080084248,E,A,63.556838670673045,90.13262206366956,115.59819413462706,0
Mental,Divorced,F,B,A,E,D,A,B,-100.26988828500664,-112.56534166312073,77.50994234723836,C,B,B,-45.702243624038815,-34.07505490953964,C,D,-41.028844567892634,73.31324855362072,-4.858002869475888,1
Mental,Widowed,Female,C,D,A,B,D,C,-57.80913811177276,73.26616498898962,42.876492019689735,C,A,B,62.286015517647755,224.03434576568557,C,C,-99.19553567100883,38.8348201334222,-46.91700416194818,0
Physical,Single,M,B,C,B,D,A,D,141.69622474433396,31.731279901123056,-13.124092991035974,C,C,E,89.59202307314546,34.1829102195162,C,C,3.41898041282097,-177.45257883044872,-156.44632391546588,0
Yes,Widowed,Male,D,E,C,C,E,A,34.57229326995469,-7.9366754816357705,31.598614846322455,D,A,E,-150.05936710688138,-110.36769226551775,C,C,0.8975772127546053,52.048762176018194,-125.78456928587542,1
Mental,Married,F,A,B,B,E,A,C,63.81128018234556,29.992259240573954,155.62327209703386,A,A,A,-29.563214563785756,262.3951059639722,A,E,26.289220305740013,33.273514411313165,49.07161072046552,0
Mental,Divorced,Male,C,A,B,C,A,A,-30.628101032979593,-109.8823750956051,68.06438344312326,C,E,E,48.958728934171006,127.50769700404834,C,E,160.0223383738754,-36.74775992359477,30.05337754860456,0
No,Married,M,D,C,C,C,C,E,132.12052587198812,70.66750469775455,71.11913395119575,D,B,B,-171.51846707083928,-117.02264212043076,E,D,-44.79602548716656,-100.2913816351325,10.84143210611442,1
None,Single,Female,C,E,D,E,B,A,-10.991590882017716,-86.12009144093557,-87.93735147506251,C,A,D,135.4746273552325,-33.0914415102689,E,B,-31.67848762461542,166.25973829884794,167.19842770445442,0
Yes,Divorced,Male,D,E,E,A,E,E,-33.01717864970403,18.81522794972352,23.183398477505577,E,A,A,33.151071383999614,-74.78097615708998,B,B,63.99525183496336,-20.51206496253093,-66.39679711962945,0
Physical,Divorced,F,E,C,D,A,C,E,18.902525618228154,-196.3190695525968,-120.3496086121284,E,B,E,148.57299317424452,39.48491170364591,E,C,-137.36262339824523,-96.5578423165861,-27.702042379484965,1
Physical,Divorced,Female,C,C,D,B,B,C,50.47074959214497,88.56700518982818,-98.39348863989382,D,C,B,52.77756960748252,-74.85315490348697,D,E,-52.15220363085907,-32.090783118232544,37.283026777646434,0
Yes,Divorced,Female,C,B,A,B,B,D,-14.854292959684631,110.96816232039907,-130.92397630714245,B,D,A,-70.28942309516889,120.84407244103058,E,A,-130.83620006846508,-71.15701141651671,-8.721249784721405,0
Both,Married,M,D,B,D,B,D,A,-98.65801008649294,25.445892354711848,28.452013743998428,E,E,C,156.7838781917971,-115.71907554124267,E,C,77.5593012112168,-24.419171951570828,-23.564125992956715,1
No,Widowed,Female,B,A,C,A,D,C,-130.41449457463762,-23.786405238921418,-24.219483653880626,B,D,C,-33.18360942812599,-216.49982841954846,B,E,-22.21549876720089,102.37547966778892,-108.97650978571076,1
Mental,Married,Male,B,D,E,C,E,A,-55.59036496259887,-94.88753960470612,52.178549005891824,C,A,B,82.52024445226104,-44.72428608195876,D,B,-20.943292348913978,82.96353122642176,18.301178695041042,1
Both,Widowed,Female,A,D,D,D,B,D,-101.81857435516552,23.67738104982794,-37.248398951753295,B,A,E,0.1370836185043136,211.17623013280974,E,C,184.88546122910665,86.90731322522441,-208.8517794610872,1
No,Married,M,A,C,D,C,D,A,-131.06944289999134,-15.144878078614823,169.35993664670983,C,D,D,8.17940581359154,-98.04603726775333,C,B,-34.864889084113095,-19.173564308733965,-237.66017858483872,1
Physical,Married,F,E,B,E,A,D,C,-178.27405982560964,60.34206335797121,-76.28790995648234,B,B,D,168.594969078074,124.11937669141831,E,B,-21.539798046444798,86.75192432338926,121.0215275091117,1
None,Widowed,Non-binary,E,E,B,A,A,D,-79.34539978247848,244.5544554016978,168.58321548980092,D,A,C,-36.165529734511,253.27170063175845,D,B,-157.69121349365864,-95.75422496788629,-11.491801196586396,1
Yes,Widowed,M,E,C,D,B,B,D,-46.83216169831206,-142.17611820265702,-40.31453399735981,B,B,B,-101.70438320809905,138.7188608897728,A,D,-90.71452481753408,-101.75591669773118,-96.15848406734212,1
Yes,Married,Non-binary,D,A,C,B,E,D,78.7853985074776,-192.15764971290315,27.303120198464086,B,D,E,14.161383810565722,-34.57461296492199,D,A,58.63856194836499,-81.13949866701219,78.45191620698552,0
Physical,Married,Female,C,A,D,B,C,E,126.14634918440038,81.16109478078681,96.74102281219945,C,E,C,-101.3353454378525,20.438296192337443,D,E,22.299541630098407,51.051974312510275,-70.00434614184805,0
Yes,Single,F,A,D,B,B,E,D,-75.39736079232493,-8.159076811885289,-41.17162246160335,B,B,E,29.47534371272202,-75.7199639129243,C,E,-2.3967809210255866,189.93929439223493,144.0792451465369,0
Mental,Married,F,C,C,B,A,E,D,15.63684005424879,-2.6812671431073825,-149.86825234698412,E,C,B,168.68570933324563,-178.98385146037964,D,E,21.074223756832573,188.81531989625017,-41.77054525472292,0
Physical,Single,F,A,E,E,E,C,E,-113.42532077643015,-49.44768364536762,128.15173754791275,A,E,A,-139.59002064885016,80.28992315340513,C,A,-29.56190859098707,70.68761226772503,-12.89992440969035,1
None,Widowed,F,E,E,A,B,C,D,199.71440438927257,223.33779278773798,-87.43987377213888,D,A,E,91.41027886601287,-71.54898488298669,D,E,0.30449401302150453,64.05009002552873,-58.431786857688394,1
Physical,Widowed,M,A,E,D,B,D,E,-33.93249406298176,-127.47531773139522,-214.60826441772844,A,A,A,-39.42989967262348,-8.245459582005237,D,A,-87.27164528097583,-12.649438731091916,105.09421196587809,1
No,Widowed,Non-binary,D,A,C,C,E,A,-19.885241511672223,-74.94829204547575,-1.4719854347514536,B,B,A,49.08358406631734,-111.11323952014946,A,E,-27.18750190401154,-107.08215980080666,108.69311184684068,1
No,Married,Other,B,E,A,C,C,A,-14.520194357199431,-233.1367596959527,-80.73709781084307,D,C,B,33.409690056340786,24.20490471883126,A,C,-166.21071043852703,-41.38935786223485,59.063421299705766,1
None,Single,Male,D,C,D,E,A,C,23.77322638584177,94.88602539360818,-107.12538427602267,D,E,B,-63.633382667198426,-11.208485999864305,A,C,-39.134443443845065,-100.12903565047388,-1.033930009970177,1
None,Divorced,F,C,D,B,E,B,C,-72.04721490323578,150.47544126467182,0.13997685362713508,C,E,C,44.34294507548986,25.92151687425266,D,C,1.7362393860383751,1.557124443453313,232.68897445594382,0
Mental,Divorced,Male,B,D,D,D,E,C,-155.44958813061444,67.8726582869616,-50.388650068373565,C,C,A,-169.5554216341606,213.08036093584528,E,B,41.65795656189453,169.95309011819904,-79.40132590323171,0
Physical,Divorced,Female,C,D,D,E,E,A,138.41782798078117,-173.23212302244104,208.24526378371777,D,A,E,-33.36821590475215,-33.98867027546017,E,A,-78.8466335231588,-8.888894620449356,35.64529805423437,1
Both,Single,Male,E,C,C,E,D,C,41.205720709177726,109.91253041941232,116.8636706253902,E,E,C,-109.24681163361542,-25.556240447420812,B,D,208.1061912964847,-52.4760069400721,-122.81170465780433,1
Yes,Married,Non-binary,D,C,B,C,C,D,-126.66364288388128,60.60608361324038,-126.17027316404159,E,D,E,151.18961035332677,-135.19389150248992,E,E,-139.56699650117875,169.34078457740515,96.3678605041595,0
Yes,Married,Male,B,E,B,A,A,E,-108.55573040674045,-43.32931842918153,27.17543570232684,C,C,A,-37.094204640740514,-0.13239892874878917,D,A,9.142666237910856,28.97426380097751,73.31167262115292,0
Physical,Divorced,Female,C,B,B,E,C,D,-70.51656958166443,39.882506250636034,98.43094003259696,A,C,C,-171.83479820561982,-61.294884026756,E,D,52.86228800775069,90.43864669244154,-173.62248359375505,1
None,Widowed,Female,B,B,B,D,B,B,108.14752351578876,14.315136527366725,-82.39681546274358,E,B,A,-57.78819528657236,70.10708821161938,C,A,-4.897583757038331,-158.49509345427987,-237.28111552510617,1
No,Married,Non-binary,A,D,C,C,D,D,102.62911003725934,-168.4739530481729,11.764311433981348,E,B,E,-170.60151731594138,154.65547159162898,B,E,108.97169235371278,78.1155936552612,-20.331407450656805,0
No,Divorced,F,B,B,E,E,C,D,-32.71475048815199,-206.192993253535,66.24462149735324,E,E,B,-46.78641600399961,-56.21873650663636,B,E,24.921465658835068,-120.63008357462898,-3.5214117787684933,1
Physical,Single,M,E,C,A,A,B,C,-78.54356384143473,-251.38125109556074,1.591820933954496,A,C,C,-149.88234717185927,-157.61891198398249,B,B,42.57408288817681,69.90168871636318,-50.3510960747925,0
