Veteran,ethnicity,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Veteran,Hispanic,Bisexual,-82.18921552767611,E,B,B,-108.69303848398641,19.407702766186965,E,22.718696829799562,-6.923709407926926,0
Veteran,Asian,Bisexual,-48.64048492995783,B,A,E,98.79991359918617,-30.70979541478918,E,-36.399287828175595,29.706835742916564,1
Veteran,Black,Bisexual,-30.97328362901243,C,E,A,64.94390665251338,-128.7600547523438,B,-47.96039553330638,-121.5457409050515,0
Non-Veteran,Hispanic,Heterosexual,-143.1455802930734,D,E,B,-143.7747589410051,-79.3538173193465,C,-29.620100594070138,-154.0290152423122,0
No,Other,Homosexual,-168.9524345968324,B,C,B,3.892839170529235,-103.24701318688014,C,-7.432439625928184,41.77085818918023,0
Non-Veteran,Asian,Homosexual,8.73751302069519,C,C,C,-75.97583168719405,-52.893079042045734,D,-102.480836850787,6.546817345928356,1
Veteran,Black,Bisexual,-39.49734672110405,D,C,E,-19.172465485890854,-25.62442762478247,B,4.183798269894307,-43.088493964613676,1
Non-Veteran,White,Heterosexual,-54.5735080777642,B,B,B,108.96529984761696,-15.533089783472462,E,98.69200851674285,-83.55097123934462,1
Yes,Other,Heterosexual,111.39810722115844,B,A,D,70.19046429690984,94.71333977696096,B,175.0511219261981,244.2219084690296,1
No,White,Other,-25.39014562250161,E,B,B,30.217957012664385,-32.91571698853261,E,-51.384707974134244,-15.268614809061656,1
Veteran,Asian,Bisexual,-175.8381533007798,A,C,D,93.34461828949048,-83.25908243341927,E,63.58914444686157,87.41214931408577,0
No,Hispanic,Bisexual,-142.98144643412064,B,E,E,-121.73273179862385,-88.51676265282578,A,274.89160008446356,118.5073898549426,1
Yes,Other,Homosexual,-151.19352601029908,C,D,C,152.7945352052589,20.248469738195706,E,126.04247097760519,86.5922814619387,1
Non-Veteran,African American,Bisexual,-71.46520528353795,D,C,D,134.29107193950716,21.615167716477405,E,-197.83548093506346,-4.593500588623653,0
Yes,Other,Bisexual,-145.56094001346912,D,E,D,-19.915182763198253,82.40024170303954,C,-22.72831602306716,175.96953440138145,0
Yes,Other,Bisexual,13.471930078832129,B,C,A,-17.34273238090345,112.19125181429632,B,-9.088635921617099,16.403458707543667,1
No,Asian,Heterosexual,-100.99175464801849,E,C,A,-79.46986408974436,-67.03770456784869,A,136.2404306602441,-58.160816967073984,0
Non-Veteran,Black,Other,37.93165665642994,B,E,A,116.7001060200261,-81.80070531532915,C,120.98068544294496,105.3865933313732,1
No,White,Heterosexual,-81.44261460081903,B,E,C,-10.595160982457044,-100.16026131187152,A,9.498591897065916,100.82356543365907,1
Yes,White,Bisexual,-70.28162745568993,D,B,E,3.861977719871241,-103.15848464869508,E,89.86831682577619,17.691472140065166,1
No,Other,Heterosexual,-95.13784319512664,D,B,C,-171.566516434085,52.708099595227345,D,21.209075048409446,-53.53081285872507,0
Veteran,Other,Bisexual,-36.47342747799055,D,B,B,-89.08564563564224,-46.402266628594916,B,129.09040222943287,-54.796828749774775,0
Non-Veteran,Black,Homosexual,-0.11856055225318769,E,E,A,64.72663769109514,-196.20774892839907,B,-2.5887650869854646,-144.70058069321684,1
Non-Veteran,Black,Bisexual,57.25377159994503,C,B,D,-2.591062342547533,-32.24759171870622,B,-38.01123442060877,-59.35059139816018,0
Veteran,Hispanic,Homosexual,-114.79222505377071,E,D,D,96.60946430123644,-120.07155609855515,A,44.943021278009574,-23.052661322587117,0
No,African American,Heterosexual,-186.5106784455732,A,D,D,-7.100785611578988,200.15922695079303,B,-128.3280438596894,174.30700092086587,0
Yes,Hispanic,Other,-83.24934903433407,A,B,E,49.7334571557311,20.481638833225027,D,77.04685110883989,187.5286102405703,0
Non-Veteran,Other,Other,86.23897549580207,C,A,E,-6.567373991180451,-134.13137343384986,D,40.58907536120122,-123.80092132459477,1
Yes,Asian,Homosexual,-59.85905761472058,B,E,B,-48.65198779659578,92.32233595318773,B,-79.79388614138418,119.10449278345723,1
Yes,African American,Other,-169.44382216938791,D,A,A,-33.07545381150608,-86.47191881299608,A,-161.67214591129095,157.5764530828512,0
No,African American,Bisexual,-157.919196051443,B,C,B,-51.736863955056236,-242.63156169124363,C,-103.61583081593062,146.16529969161223,1
Veteran,Other,Heterosexual,2.798202948061511,C,C,C,223.2938911010752,-134.55670480810494,B,-113.39639522593016,145.09464728930988,0
Veteran,African American,Heterosexual,-71.42413014918719,B,D,D,19.3780834415846,21.29398327813731,B,45.41247124867082,67.58446748285206,0
Yes,Black,Heterosexual,-125.15944098774764,E,B,C,62.39264771309363,117.67451610428947,C,32.55283149220838,-134.2184400755,0
Yes,Hispanic,Heterosexual,-193.125133837835,D,B,D,-56.36396842369153,-130.02371452046478,B,123.32300750129099,-95.38284390135173,1
Veteran,Black,Homosexual,34.96355304173862,D,B,E,181.9545635510076,-1.2574495333404365,C,-17.607432461620938,137.4586877953505,0
Yes,Other,Bisexual,248.1669651339681,A,A,B,143.32459158870984,12.61262700107757,E,4.035574281939518,66.97054993490339,1
Yes,Hispanic,Other,-349.609638519729,E,D,E,66.7695983729909,1.3602086506534206,A,110.63131669589366,83.85772215473371,0
Yes,Black,Heterosexual,-55.64979230377397,B,C,B,-41.990667922052154,-16.76171883660152,B,-98.88156076368155,-295.86999533081564,0
Non-Veteran,White,Other,4.902003700058509,B,C,A,-79.70696799461766,62.97530611907002,A,-85.01751616608138,-70.06152524199418,0
Non-Veteran,Hispanic,Bisexual,-3.3408846822542033,D,D,A,80.92927197786604,167.27057550208656,D,-0.03701738615248325,84.09313847908176,0
No,Black,Homosexual,0.8004493540289018,A,A,B,57.93717665066666,-102.59259604918572,E,10.875337971747676,-162.37353970166743,0
No,Asian,Heterosexual,-37.42110788393041,B,C,B,-34.39292292093678,-2.365667580670671,C,-22.769155243191776,-11.727969759036272,1
Yes,Asian,Bisexual,-42.8809686395741,C,D,C,47.29740007911318,47.40901438811642,A,127.89373651280513,60.745874845369144,0
Veteran,Hispanic,Homosexual,64.8829851703211,C,C,C,11.074391241870353,146.04023063211852,D,13.185097726480183,-47.070207912480555,0
No,Hispanic,Heterosexual,131.56525345875076,D,B,E,-196.13079385263526,-62.8671773417092,A,41.524847023332356,63.66315301989256,0
Non-Veteran,Black,Heterosexual,2.4837285755921474,C,E,D,-151.8588081225879,-96.64175736338171,C,-94.9340624140524,45.52096819043524,1
Non-Veteran,African American,Bisexual,13.199968371915864,D,E,C,26.312688189409037,95.91424653581535,D,-75.14790964918883,49.069577665414684,1
Non-Veteran,African American,Heterosexual,-41.306577573887374,A,D,D,-122.4117259642822,-8.622406467991853,A,80.60408894092178,-77.86782503433626,1
Non-Veteran,White,Homosexual,55.48343136955764,C,D,B,-38.925617016589136,-70.94940341597366,C,122.12945666643029,135.3271423604197,1
Veteran,Other,Homosexual,-187.19413411885117,A,C,A,88.818003533188,155.9290935714156,D,54.59959295321597,-91.5730036883446,0
Yes,Black,Bisexual,13.100171125967536,A,A,D,24.85227854023582,-143.12309100631254,E,-32.535968406936924,66.03025551434887,1
Non-Veteran,Hispanic,Homosexual,-144.71248442218848,A,A,C,-129.40577735786962,-94.33940746786062,C,-46.3871112572914,-55.29434882509956,0
Yes,Other,Heterosexual,6.198009024416237,B,B,A,131.5340158375969,-53.264564369091815,E,157.46569224414,-28.401244442229707,1
Yes,Hispanic,Bisexual,198.4785316602543,E,D,E,120.85911854107869,-108.38164623331097,D,156.4949045766116,-206.7267337444684,1
Veteran,Hispanic,Bisexual,6.454584252169745,A,B,D,-49.03504311390529,26.30186076497076,B,-82.31097316978004,-46.23227290849047,0
Yes,Hispanic,Heterosexual,1.113257367482272,E,C,A,-24.90051089214969,4.629933521854417,D,47.94075436027426,-73.64225460682677,0
No,Other,Bisexual,14.5652262711297,D,E,D,93.7428784944515,-105.86583704340191,C,31.32686193737404,-49.57132755314173,1
Veteran,Black,Other,-81.23136628369001,D,A,B,-129.08029215670865,20.756449734642526,D,174.7638771099668,86.02760524938674,1
Yes,Asian,Other,176.62550699980164,B,A,C,78.44476382379061,-219.93921757901978,C,62.59813125189526,17.1617471893186,1
Veteran,Other,Heterosexual,70.44784582627427,A,E,A,-47.953345679066665,217.00042424633133,C,198.0558972622563,197.2093248374865,1
Non-Veteran,African American,Homosexual,-112.04732467792505,C,D,D,-85.2861369519052,23.590861076035285,A,3.0618343988608423,-140.96642223975707,1
Yes,Black,Bisexual,121.74776978556787,B,E,B,89.81359912087808,-148.7616376607683,E,127.35238340465533,-159.64869623755214,1
Yes,Black,Heterosexual,24.80001999490453,B,D,C,188.13491170488956,-20.342410445095457,D,-61.98703915252914,-142.1358475585006,0
No,Hispanic,Other,118.14564843408671,C,D,D,-153.87110556608138,-152.7010743994721,D,-43.92880237211164,109.05602972851686,1
Veteran,Hispanic,Other,-71.83275795788681,A,E,D,-52.080416236677465,-82.72524418932633,E,-110.04576475066055,-72.76824705196381,1
No,Hispanic,Other,59.54861261813461,B,A,B,-32.81956984678929,48.36859835685816,A,36.179903559847894,-6.784761403738658,0
Non-Veteran,African American,Homosexual,89.93911807920446,A,A,C,109.65966676386579,-228.6318103118431,D,93.62097103846753,124.18508205382706,1
Veteran,Asian,Bisexual,197.75376709604743,C,E,A,-85.59800196624249,-141.48621094863316,D,94.71225711362725,-90.25979662868497,0
No,African American,Other,6.377731321833595,C,E,B,55.75857884423814,6.472653334104255,D,-32.2067349910225,5.805583363673634,1
Non-Veteran,White,Bisexual,120.23908796233047,C,B,C,-20.651598937586936,31.533592651295134,E,75.59664950649974,129.25871982258388,0
Yes,White,Other,-56.67260895384688,E,D,D,-58.21660539099863,-175.233214074657,B,-113.50770930335108,-70.94386142852093,1
Yes,Other,Bisexual,-94.75927662190648,E,C,B,-80.21881813910014,-92.90066587933866,B,52.4269335680442,74.57489775385402,0
Veteran,Black,Heterosexual,-73.28535894452536,E,E,E,25.329574876280542,-131.99118179211962,D,-79.60657321641536,-108.62809558430473,0
Yes,Asian,Heterosexual,44.17484989193042,B,B,A,90.40058464483933,177.15482375652542,D,-30.476846011950066,-27.724949949514098,0
Veteran,Black,Other,91.71438756578952,D,D,B,138.78538122123666,-161.19675052378543,E,-120.84745833248387,104.82027549113657,1
Non-Veteran,Other,Homosexual,-220.14846787305555,B,A,E,54.890193260492694,272.8780782378134,C,-52.377814701670275,10.884352581099833,1
Non-Veteran,Black,Bisexual,-20.241046480658323,B,D,E,67.29969142682866,-31.561804011052665,C,117.90052474191559,-83.39495759686551,1
Non-Veteran,Black,Heterosexual,76.9601714711241,E,D,D,-1.3586399800760711,64.10239325896956,D,-145.43676027664216,-199.29545563248584,1
Non-Veteran,Black,Bisexual,52.0643088916481,D,C,D,36.668102081152945,-275.9148168323882,A,110.64243628912764,-89.57061661258898,1
Yes,African American,Other,204.82432559470206,B,A,D,-54.83754779912549,-102.94172363725735,B,83.3998301301402,6.613086406072218,0
Yes,Hispanic,Other,56.8254175800835,C,C,D,-42.431830667968036,32.63506850215731,D,63.159897507549566,58.315608877408046,1
Veteran,Black,Heterosexual,-157.77939645162047,A,A,E,-22.152189367197376,-88.94887840408258,A,127.79175978074744,60.48572901414088,0
Veteran,Hispanic,Heterosexual,-62.40033554459424,B,D,B,48.533893804348885,-18.97148935793021,B,10.788067478757544,-55.1549758105083,1
No,Other,Other,100.13581034363747,E,D,B,-65.16216787059938,-47.38086882379481,D,-4.32664783126111,7.605990028065407,0
Veteran,African American,Bisexual,-132.18776594625282,B,D,C,43.315582163892785,-173.34810892317182,D,-75.48709147575421,-30.095032273153322,0
Yes,Asian,Heterosexual,-122.48010553234998,C,B,B,115.92211258823852,62.26062317314476,B,-124.51900204990815,-44.263683533082,1
Yes,African American,Bisexual,-99.34402444136126,D,D,E,-8.954509604567797,22.83261186713286,D,-22.654502423277297,-178.8634861359054,1
Veteran,Other,Other,130.78126278539852,C,B,C,-20.716320781272003,12.857808484713928,B,27.188852445506374,-29.011124531952614,0
No,Other,Heterosexual,73.02996729421,D,B,C,-35.815645129455866,-14.075431525206408,B,-35.87285820311444,9.70636781376399,0
Veteran,White,Heterosexual,114.1105148095485,C,E,D,-40.16040991852544,66.45232130960856,B,-22.41017979302925,89.90214856553246,0
No,Asian,Bisexual,-49.90492013833557,E,A,C,-73.69053324101827,43.2817372074843,E,72.84970591207983,220.88517700210923,0
Yes,White,Heterosexual,-44.976520957368,D,A,B,133.98895274479725,-56.777769043949235,C,192.67486668923624,49.031819507035145,0
Veteran,Asian,Heterosexual,2.1770002315396346,E,E,D,133.53049191903813,12.592229815924732,C,81.53883861259771,113.26897109292615,0
Non-Veteran,Asian,Homosexual,77.78340423722089,E,A,E,236.45068139369698,-134.3581307858055,E,18.612436605643854,-8.034739353592991,1
Yes,Other,Other,-24.26335280061389,D,A,B,136.92912947456838,45.3367308756639,D,87.50283484979377,-13.688570289457722,0
No,White,Homosexual,-21.30767944301389,D,A,A,147.3564453098699,3.895469604754769,A,23.990476929838465,180.511124702198,0
Veteran,Hispanic,Other,45.77754010802569,E,C,E,24.583338293667232,-126.30889017714628,E,-101.96402169077086,105.13076025051218,1
Non-Veteran,African American,Heterosexual,-12.614166954332806,A,D,A,-26.401788059743254,-46.2470840585442,E,-102.84750993183833,-90.80078910466018,1
No,Hispanic,Other,-162.96683180574647,B,A,A,21.157682973856904,192.72080475381452,D,18.05490650601985,-374.0327868094816,0
Veteran,White,Bisexual,-100.54810883277811,A,D,B,-9.979832306467934,47.55580583347426,A,22.050580046652733,127.50875596539456,1
Yes,Hispanic,Homosexual,22.91412117430474,D,D,D,-68.16511523117134,31.09874588148347,B,33.71040646175332,-295.86707840231304,1
No,Hispanic,Homosexual,9.77246781378842,B,C,A,-89.72890428534723,92.62928804260159,B,-21.65174104644243,129.048890333753,1
No,Asian,Other,-153.82368940394272,C,B,E,-31.011756334054525,-79.55629969184754,A,80.14219286752166,-60.151579991923995,1
Non-Veteran,White,Other,37.75334749927315,A,D,E,-100.80024512239403,107.36297877384861,B,-93.66966635694959,82.9295387314262,0
Yes,Asian,Other,-83.77998751383757,E,D,A,102.6114643861089,-52.56427836314961,E,-227.7839453408702,153.32601359939432,1
Veteran,African American,Bisexual,121.60067176332427,C,B,B,-119.02972797669673,-46.55927974300099,D,175.41889763289336,76.54241006845531,1
Yes,Black,Homosexual,-147.4141538860697,B,E,D,89.89866359885629,-87.8034726160509,D,75.78547035353984,44.71716095454729,0
Non-Veteran,Asian,Heterosexual,64.38283849452449,E,A,C,-35.10506645134665,-18.440813181677644,C,159.45728125215956,57.66403305556188,1
Non-Veteran,African American,Heterosexual,-15.697832452306887,A,D,D,18.283872521113008,-60.05688316773396,D,58.35241785692394,76.29397601881026,0
Non-Veteran,White,Homosexual,85.30093391468519,C,B,B,58.04551316975245,89.3025167123031,E,-64.24655606936594,225.79532539165405,0
Non-Veteran,African American,Other,-20.77227618006643,C,D,B,51.00877961791165,-77.0241379197913,E,164.56988725714547,7.575552277285613,1
No,African American,Homosexual,63.06835543888455,B,D,E,-95.23464628375466,-65.92503662880878,E,-113.68365167527148,53.05962502106303,0
No,Hispanic,Bisexual,81.71311715407916,A,B,B,-17.568952765625177,11.885599963998178,D,-62.65512521276381,66.66491718563111,1
Yes,Asian,Heterosexual,35.37738334472898,C,C,E,80.44332839965546,-2.0045227002953845,D,31.889646400527933,-95.58759992728774,1
No,Black,Other,-34.227346221606794,C,C,A,-183.38978661051942,-63.41720139662053,A,151.69716425465816,-85.92830749632591,0
Yes,African American,Bisexual,18.317786233896204,D,B,E,-113.94431079764038,33.87983717426295,C,-19.715221721326742,-37.20293409989739,1
No,Asian,Homosexual,-13.628062433208516,A,B,D,51.27103512045332,39.61192215829003,D,-91.86599805161217,-113.84495467821571,0
No,Black,Homosexual,-5.5390081258994455,D,E,A,-179.28240413795766,38.113971199404965,A,113.55459261416212,130.73621950404012,0
No,Hispanic,Bisexual,-50.820838900571495,B,C,E,30.629998516261775,59.49333360208793,D,127.5340168151278,-63.70904067723209,1
No,Hispanic,Homosexual,95.58683309698387,E,C,D,-72.09824676553592,104.05333869210183,C,62.111427004491645,-56.619800660111316,0
Veteran,Black,Other,-206.66159781842603,B,C,E,-6.232332796805109,64.67808844322613,C,-47.21694331203237,68.81592439828418,1
Non-Veteran,Asian,Other,-86.03542079043784,C,B,C,-151.7634336078139,74.11798611040369,D,83.33466965487055,-167.02464663435293,0
Yes,Hispanic,Homosexual,-42.32086225535892,C,E,B,-62.71484601839754,-9.014410809137813,D,-8.028133704773206,49.337382800274575,1
Yes,White,Other,-70.89785292122623,C,A,B,-72.27585385489,33.62772499844143,E,-148.01722634295044,155.9816221899278,1
Yes,Black,Bisexual,-43.91723667259683,D,E,A,64.42251810135028,52.75285441110989,C,-25.580466306312722,-11.173333921892095,0
Veteran,White,Heterosexual,-69.41023344677501,A,B,B,32.791277448165374,-120.46634763398333,D,53.03906425841873,-70.35558179412267,0
Non-Veteran,African American,Bisexual,192.22785775957672,D,E,A,-85.31761637990769,-14.959682787940501,D,34.4085589541392,141.70063066585303,0
Veteran,African American,Homosexual,31.40661127351659,A,C,A,-67.54927013015902,-58.525015441213704,C,9.934958679518209,34.3873624828152,0
No,Other,Homosexual,196.7527811993538,A,A,E,-131.22066822479036,-125.87408552799752,C,-43.11858421085728,-37.54016283439072,0
Yes,White,Other,47.117128445922006,C,A,D,51.080815886255756,-97.58696630361227,C,34.687933606287885,-60.74670599455649,0
Non-Veteran,Black,Bisexual,87.47621090053363,D,C,D,-71.77076731679877,-93.03829643455785,A,-28.4095506560676,61.77158545020768,0
No,Other,Bisexual,99.83537810736429,B,C,C,60.85347222978522,-87.09928427182213,B,-190.12583688318492,4.906671900629121,1
No,Other,Other,-101.70032038849132,D,A,A,61.3273475488833,-30.459561801857543,D,63.84698191870104,-68.34018726357198,0
Veteran,White,Heterosexual,11.364277655696986,A,E,C,9.960559698077642,-72.53262182480526,D,88.61323503499644,196.11044791943624,1
Non-Veteran,Hispanic,Heterosexual,-47.42009628401409,D,B,B,74.05754922614494,-224.43690619400485,B,39.400733218315786,-2.0661326752748037,0
Non-Veteran,Black,Homosexual,-246.2185436486456,D,B,B,-28.414895634760974,43.91368402541948,D,-50.87514628967148,-29.799358033247874,1
Veteran,Black,Bisexual,138.6486805497544,A,D,B,112.4377946716255,-65.85025299203646,B,-95.95284750462346,-63.99114736452023,1
Veteran,Hispanic,Heterosexual,35.86487417326401,C,A,D,166.93907170459192,-131.27173662521983,B,142.39081391843044,-47.797571238324046,0
Non-Veteran,Asian,Bisexual,85.85030571019027,A,E,C,-22.142276705437787,46.054598198213704,C,-200.76629642883336,-165.76579450900383,1
Veteran,African American,Bisexual,77.17555447998112,B,C,A,42.2787941574759,61.936604205825965,C,303.1639601032438,-194.80425508141673,0
Yes,Black,Other,78.87851710802629,A,E,E,-54.31334770323696,84.63607366946862,A,-39.784276801714455,87.63490470513425,0
Veteran,African American,Heterosexual,-15.724496018652692,B,E,C,-142.0205588690973,-5.365979969516134,B,95.95734017613202,-18.09580372750003,1
Yes,White,Other,-99.82939648302477,E,C,B,-126.38973818754972,-120.11230612128337,C,-127.39846350405368,-76.46847820954397,1
Yes,Other,Other,22.563962626430524,D,E,C,0.709680166249017,-42.8738241200071,D,-11.119875600444992,-26.459318424942563,1
Non-Veteran,White,Homosexual,41.828789665835345,B,A,C,0.7031836828606344,-52.365739798305924,E,226.07231344506502,-37.2384581535962,1
Veteran,Black,Other,23.004849664068352,C,B,B,-162.85685629697977,13.529058464702734,D,-25.537809023277074,63.040895385239025,0
Non-Veteran,Black,Other,116.03802117808651,E,D,A,-20.345633015306667,16.26044606499638,D,118.69274572604229,67.48728914523187,1
No,Black,Bisexual,-17.26748624827865,A,B,D,88.87622939132191,127.0865574090214,C,-17.190584032697338,72.9657885408294,0
Veteran,African American,Bisexual,-70.70370032668343,D,B,B,238.1852626920596,19.210797238702177,B,-143.36641194342553,-39.77231436089728,1
Yes,White,Other,-69.6891018627269,A,D,E,53.24341964733657,-119.5211835075346,D,47.47429785727379,-53.12980095159819,1
Yes,White,Other,2.573037986838668,A,B,A,27.031755051182344,-176.31747020442057,A,134.27149837111548,23.431492346589785,0
Yes,White,Other,85.90998880344652,D,B,D,51.507567429522915,88.13309730913902,C,48.40826747947675,-78.86335376635508,1
No,Hispanic,Homosexual,79.70904268306282,D,A,A,-13.798785346495809,178.36288304443195,E,-78.29733299576141,-78.23913906875786,1
Yes,Asian,Other,-141.68868268437524,E,A,D,-17.961321151483915,61.34563490941639,B,32.96275696111077,204.11149195561916,0
Veteran,African American,Bisexual,-37.307648228390605,A,B,E,-56.81180165294991,14.910705764741008,E,30.793906965790985,-46.38420323500739,1
Veteran,Other,Homosexual,235.71094140324843,B,B,C,-66.27344066534552,128.96062776915775,B,39.93321374076203,-95.5533382597807,0
Non-Veteran,Hispanic,Homosexual,-201.5205968445949,B,B,E,10.840687952145855,85.69407065528576,C,113.09067001383465,104.34971536830572,0
Non-Veteran,Black,Other,-44.641592153903396,B,E,A,74.92331375375046,43.625552344606504,A,18.537219101074086,192.44637003993088,0
Yes,Hispanic,Bisexual,144.7775808221398,D,D,D,100.47565892958774,-65.54691803477849,B,76.33760753347157,-115.20679731725494,1
No,White,Heterosexual,-163.07060015423863,D,A,A,-27.938152053769226,121.30955154883559,B,123.36462141406027,149.35991205481642,0
Veteran,Hispanic,Bisexual,29.642577767581397,A,E,C,-67.26115361803531,4.13948018043095,D,38.487470532412225,21.791543798688746,1
Non-Veteran,White,Heterosexual,-110.86025237603208,D,C,D,177.00703737069466,-13.926855880539538,E,-70.26336551661655,-97.78351050119065,0
Yes,Hispanic,Bisexual,-60.89906647467006,D,D,A,91.21339141964266,-68.05720339205581,E,-56.494040777492515,178.10334794212395,0
Non-Veteran,Asian,Heterosexual,-83.45287158632482,A,B,C,-29.415853063265896,3.191939188728717,B,-155.7511089086146,86.51585442407085,0
Veteran,Hispanic,Other,-151.98426829646084,D,D,A,20.16233914761731,-35.699941559114464,B,63.98672450938724,64.39675552728772,1
Non-Veteran,White,Bisexual,-59.72467787749653,A,E,D,61.739060890448016,-59.84498471091815,E,197.68635804953075,-104.95454037342569,0
Yes,White,Other,-80.32021363397145,C,D,B,-11.887203092074795,69.65741340836954,D,-23.870984745911255,85.24157576205738,1
Veteran,Hispanic,Bisexual,-86.95697388721727,E,B,A,8.053060483900639,-14.52258348466021,B,12.097389848598775,80.58760890089111,0
Veteran,Other,Other,-109.40768020200098,D,A,C,-5.228110387944648,47.696952294325776,A,17.010218665080384,-107.0916793406222,0
Non-Veteran,Asian,Bisexual,163.8556058268846,D,D,C,-28.056547070681454,-301.8636442867159,A,140.16512542111755,16.034513479618333,1
Veteran,Asian,Bisexual,131.04087848391103,A,A,B,58.40969449221897,-46.485993564662984,A,6.17039490779491,-180.42038661356182,1
No,Other,Bisexual,-32.614501961765704,E,A,D,15.415987424720273,73.80384643336299,D,-18.62839872459399,-16.12500144676561,0
Veteran,Black,Other,-60.39025558700103,C,C,B,86.68222199448024,-81.56196283905184,C,-73.51477396710155,43.416028094349095,1
Non-Veteran,Hispanic,Homosexual,95.74496721492459,A,C,E,-142.1491663087203,-80.13859022471159,A,43.754792377875226,78.10348494804975,1
Yes,Hispanic,Homosexual,-5.04875868721471,C,A,B,108.03756898203962,30.39953641294051,A,156.74056748276763,-241.7555723163972,0
Veteran,White,Heterosexual,186.7022907714855,E,D,A,-19.682990376426122,33.63666869871436,D,-103.51012588936759,-138.11223082767435,1
Veteran,Hispanic,Heterosexual,97.64998700769597,B,E,A,-24.82387843385823,-110.8005909837968,B,9.716756900366546,-20.926220466463484,1
Veteran,Hispanic,Homosexual,3.517866357221994,B,D,C,55.277082589013105,-25.505487737525144,A,44.38661214073913,-136.28949292247313,0
Veteran,African American,Homosexual,-164.88242459699984,E,D,E,-52.61586371656336,26.566685661559642,C,59.85423819876746,56.57277442595616,1
Veteran,Other,Bisexual,158.75206820136816,D,D,E,13.355215849415455,-149.76118962135163,A,-54.92502716147926,-61.62222079364178,1
Yes,White,Bisexual,44.147006119908525,D,B,D,-144.19420910031732,5.919603678127513,B,-77.30872519635197,-50.12809928087001,0
Non-Veteran,African American,Heterosexual,109.31640801653242,C,B,D,-132.70012940069878,-51.66830735037987,B,84.69291997953496,14.907382160701065,0
No,Hispanic,Homosexual,71.82108636175595,D,A,C,-50.91843416943915,-11.244577376714552,A,-28.380334623935504,-14.127631675944974,0
Veteran,White,Heterosexual,-92.53069876218521,E,A,E,-171.51520081582618,16.708050971182427,A,148.50263217899953,-91.29932268625443,1
