sexual_orientation,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,M,29.576840657143823,46.845849731072676,E,114.17892943676307,A,-199.91716772744047,D,C,C,C,78.69755128781439,-64.89920822584124,91.97615986272109,B,A,0
Bisexual,Non-binary,6.991067385463716,-23.71645145462035,D,-48.36554102059037,C,-108.61591775871942,E,D,B,B,55.22897113190207,-39.819001679183366,63.049215076625984,D,B,1
Bisexual,Other,-6.764326099915754,55.930018994881436,A,139.98214627333684,B,129.6228874387146,B,C,D,C,19.650519382600937,39.46908963328862,-20.092738981102123,E,A,1
Heterosexual,Non-binary,-7.966574779403201,-91.0472506114231,B,184.378227926356,E,-121.8326968600683,E,C,C,A,-63.06471401140442,13.930173512063476,-69.89796313265327,A,E,1
Heterosexual,Male,208.3204532408613,133.20903185029167,C,-58.26551820123079,A,-67.86098974930292,D,D,D,E,-25.671718301886465,-35.911998850714554,61.163105113630024,B,B,1
Homosexual,Other,-48.83179961242706,-24.462449676334646,A,-183.59245588446979,A,27.12993995107618,E,C,C,A,167.4547624486362,39.5100282493957,-11.086390191998431,E,D,0
Homosexual,F,97.88442273087938,-18.91760653540443,A,133.55981046615787,C,67.13245190355536,D,E,C,A,26.14522963281391,-154.7438939321002,-183.19749662478964,A,B,0
Heterosexual,Female,-58.453483957900154,-127.06565571958299,D,-130.27587313001746,B,-6.060643931329947,A,D,C,B,-95.92049284655064,148.82794629434807,234.2676949266151,A,E,0
Homosexual,Other,-11.81600998057177,62.615369069325666,A,-150.6699717915869,E,-82.31721177111604,C,B,C,B,179.08004266370168,-55.70330581182154,200.37087690920688,E,E,1
Heterosexual,F,-64.45720447063096,-212.1699287401623,C,-92.72366624670563,C,102.01358669535894,E,E,C,C,25.865403771968587,-44.13725841382123,351.33030072795793,B,D,1
Other,Other,-53.47775284681943,-23.965515347139423,D,76.59151500809061,C,-11.98981625294056,D,C,A,C,93.23742637841245,30.810332461551553,81.77359377735456,D,E,0
Bisexual,Non-binary,-305.76758075361636,133.1392719639805,A,-34.63951095465237,B,-6.485415993316476,B,A,C,E,-49.16574274352295,122.51182593724775,-132.39896396768677,A,E,0
Homosexual,Other,95.76631008355895,109.42705344771191,C,-26.046718761925547,D,68.5958147292668,E,B,C,A,180.4222099634201,-79.72932703576971,65.95242342561835,E,D,0
Homosexual,Female,37.53415590610882,138.78885292255475,A,-117.83119926450128,A,96.98525437008551,E,C,D,C,26.10694985286254,145.82478661756016,89.58734569992902,C,B,1
Homosexual,F,143.09408315953584,-39.32680274896717,E,53.383404574362444,A,76.90465051362114,E,C,C,A,-121.73956693706332,15.63483106306635,-73.87073778501077,C,A,0
Bisexual,F,63.12965872678221,97.3184853473929,D,-19.078427175694152,C,68.27280217070218,E,E,C,B,105.37611947910652,-143.87864583533684,-35.96755654368797,B,B,0
Homosexual,Female,35.341664480616075,-194.52980618855912,E,-102.13351198018412,E,12.06038957383929,D,E,B,C,-115.99319829986119,86.87158239203386,-92.10485802741765,E,C,1
Bisexual,F,-48.92132846241123,80.31719443245365,B,84.38699176274146,D,-30.133989506757185,B,C,B,B,-129.70351017326558,-120.55757467863381,-182.04236619259783,D,A,1
Homosexual,Other,20.43292130170066,74.51138001116249,D,-5.285317958867461,C,79.11336798038066,E,E,C,D,29.208690041344,-6.703455005123114,155.1177306245463,C,C,1
Heterosexual,Other,3.67899343886944,-113.49749405412106,D,90.85622710270897,E,-130.45165764110254,E,A,A,D,-42.590289142687546,-306.8866275208147,112.19374222631858,D,C,0
Homosexual,Non-binary,-86.29370374768571,14.057954208608422,C,153.62350004266057,A,121.09954155586414,D,D,E,B,-118.8799464175784,-141.97793722684358,-15.969214860554763,A,A,0
Other,Male,-95.84373838247492,76.88673943626053,E,-117.64883712301895,D,-1.3101872362753455,A,E,E,E,-131.87163392067473,5.382318882319325,-135.51588207981936,E,B,0
Bisexual,M,47.94542797216556,194.75412511098227,C,7.035914636903612,D,141.99976232635498,C,E,A,E,-81.22431885796323,-28.136313651543986,-74.90856003771668,B,D,1
Heterosexual,Other,72.58218735739986,-58.32939557949312,D,-114.99806849963674,A,98.48903404671037,B,E,B,D,31.669895246555434,-44.40491531521825,-116.20601635396713,B,D,0
Homosexual,Female,-0.22463550041593403,-54.9026498910005,A,-93.43453111948374,E,213.90328277360834,A,D,C,A,-66.18413117227324,63.80722772230415,125.19660331014344,C,C,0
Heterosexual,M,-165.46694584057238,261.54351944319825,C,3.5356605592981754,C,97.42436604653565,C,C,B,E,-107.24013618864723,-114.63920891526828,138.0672751847147,E,B,0
Heterosexual,Other,26.211628253426554,124.60269148937849,B,51.436292482566984,C,107.17548247666741,D,D,A,C,15.58494611602334,34.18167308167261,164.685915617156,D,C,1
Other,F,-109.81106644201111,-87.19296735026681,E,68.84640502103217,A,28.252391865488345,A,D,B,E,76.22110910980258,17.053216541097814,6.633881642469477,E,A,1
Heterosexual,M,-60.834344098410355,99.9041565863392,C,-86.36499314444043,B,92.12272868815188,C,C,D,E,256.3793365681616,-1.0152944037658858,13.120777022116792,C,A,1
Bisexual,Male,69.57016048224844,43.952198580464575,C,96.6124817304078,E,-16.209283432208846,D,B,D,B,-37.34690460584432,-88.51429938238908,-142.64525037652825,E,B,1
Bisexual,Male,178.6279257064527,101.7041530006287,D,-49.56925592867447,A,27.900383741347163,E,C,C,B,-30.721955672935252,175.30174365368626,89.89855506950502,D,D,0
Heterosexual,Female,87.21107121451035,-121.12888226361886,A,-161.96368144301405,D,48.35069391066468,C,A,B,A,44.61679616933151,-8.859303785337408,-158.0786869939581,E,A,1
Bisexual,Female,3.471539656094901,62.157009407678146,B,127.64838347188936,A,-124.46807205199744,E,E,A,B,-43.150454152206066,-156.08494599863977,99.13339635877416,C,B,1
Homosexual,M,112.7851277408287,162.27248656797082,C,55.73382456407836,A,-68.67478825526912,C,B,E,C,-59.24877157176455,87.40785210347879,9.172305259236587,A,D,0
Heterosexual,F,46.88679082323826,95.91355944600222,E,-129.58698881401645,B,-163.31786649572354,A,D,B,E,-63.576143188853486,-44.651704913406384,19.176282162753235,C,C,1
Heterosexual,Female,0.837159681758683,12.785511726660397,A,-61.917852499287164,E,-37.99359252823559,D,E,C,A,33.46847414509894,124.88022573148238,7.0626507989391785,C,E,1
Bisexual,Non-binary,76.67150444636079,39.989869046095954,B,-120.12639808494691,B,-11.656086972183854,D,E,B,B,139.1533510975378,79.60487983639403,126.42249603697368,B,E,1
Homosexual,Non-binary,95.08034889395086,-68.73096646983042,D,-20.47609552122644,E,83.73483963037934,C,A,B,E,-120.5071718649501,21.18785905101385,43.66265449711052,E,C,0
Heterosexual,Female,141.51943502642558,-55.21015900917807,D,69.41997428212397,B,-31.233374326595087,B,B,E,A,-268.6289787755837,63.50221213764811,-69.27930638940366,A,B,1
Heterosexual,Female,14.295062913146307,-42.40598173168945,A,103.65220691749349,A,10.380810885214984,B,E,E,E,69.91345353164392,-276.64392805735775,42.581226157742144,A,E,1
Homosexual,M,19.603667849610147,4.820813941961597,B,196.66903524182223,B,77.06990301106123,E,E,A,B,70.86812979206543,170.64078448561585,143.2978903349562,D,D,0
Heterosexual,Non-binary,-68.33545318103674,66.14722196687231,D,70.68788863715069,D,-187.8065587608193,C,C,D,E,-63.43788678834691,-133.36448593499705,46.45467673745189,E,C,0
Homosexual,Female,-114.21236023687227,-116.59076596343934,E,-278.96506437505417,C,126.54210185111488,B,B,B,A,28.66791874496519,-32.85721596771184,-56.88811736770795,E,E,0
Other,M,-175.46308523442013,-116.0841866304537,A,-95.3861475587312,D,-122.37894650898586,D,A,B,C,-15.370656515702377,-216.69407651401076,-7.5410084277181895,D,B,1
Other,F,117.36504388994055,-50.84562552686356,D,-17.71429029158669,D,19.10406234110828,D,D,C,D,5.176600121553765,-96.66597577285734,150.33446009511388,A,A,1
Other,M,82.87606357199112,-113.1569072674895,A,134.8288954977444,C,65.7405275838402,E,A,D,C,7.828177193082891,-96.17700758085519,-152.74655158704718,B,A,1
Homosexual,Other,94.98173324740895,-144.69538647393554,B,137.506758302567,B,107.81704682971649,B,B,A,C,72.71137172037967,-129.83201215388686,75.48441279855311,B,E,1
Heterosexual,M,38.52505111582419,28.86801592655458,A,-65.44183826880251,B,-103.0483698673218,C,B,E,A,3.168619429087028,-76.27873141791827,103.34522648220548,A,B,1
Other,Other,14.566734985482238,-66.2171968759611,B,-96.98314813393944,D,2.1826809181707714,D,E,C,D,-119.90037051823586,-194.52826073029618,-29.883416430038384,A,B,0
Bisexual,Male,-104.29300670703302,-60.32505058126415,E,28.995677400975,C,-160.7780824451299,B,E,E,A,-53.393649006746,-44.188126445688845,-195.21479238924496,A,B,1
Bisexual,Other,-43.96684943051103,119.2269677011575,A,-36.8117049225805,B,-60.289511138517426,D,D,E,C,51.3162433582448,-132.19405369945525,-98.57664549564667,D,C,1
Homosexual,Other,118.11149673383984,-33.37418122646334,D,72.13752837531587,A,59.17298037144738,C,E,B,D,-37.08478174615267,184.22462326835802,174.3887061939985,C,A,0
Bisexual,M,-17.428314286052373,-32.47999032440903,A,19.05616187762326,B,150.9534870325048,D,C,A,A,-32.052770634723785,6.0200030760395205,123.20886756127283,C,C,1
Homosexual,Other,-68.48352453905126,52.24004015605863,B,-111.851060082576,C,205.03359037429342,D,C,B,E,-57.02925034599902,8.718965283704922,246.74835967639908,C,B,0
Bisexual,Male,19.52504157296504,-333.16171596384686,C,-24.514405557355186,B,10.333444110299842,D,D,A,D,55.41531950181658,-64.12097354285633,-130.99132200438487,C,C,1
Other,F,59.70300078428927,-88.94139424946442,C,146.272213448141,C,-62.81918448982224,A,D,E,D,50.185003050175084,43.778667209102,-92.63368347995791,A,D,0
Other,Male,-3.0444280288808376,11.910001097129111,C,161.66882545308337,D,102.55051896484622,E,E,A,E,-161.62831764763808,106.67885056307146,-22.995753673777024,D,D,1
Other,Other,44.70168075727054,-97.82928948644906,A,93.62868034508581,E,110.16254376683483,D,E,D,E,-92.13159999230871,-29.16385653191322,-64.17027384631272,B,B,0
Other,Male,-61.98342688306276,11.990149320767065,E,173.26144659592228,E,-34.55806785826785,D,A,C,E,141.29107619871235,123.18099212429097,-80.18887719711003,C,D,1
Bisexual,F,-97.26559055363191,-81.78968498335213,E,79.58663282738175,B,28.646515618435387,D,A,A,E,9.532986592889431,163.20689971075302,-73.70867582560146,C,C,1
Heterosexual,Male,147.98528323869445,26.19489072059834,C,-49.69338335078361,E,83.72233728414467,C,D,B,E,-130.48576797495278,-237.2643951736801,149.83744475977326,C,A,1
Bisexual,Male,246.7831560664865,38.992047990076415,C,-24.07747606724252,B,1.7812736030133915,E,D,B,B,4.305439946701943,-31.19633017140162,80.92442255267767,D,A,1
Other,F,-98.66427068331822,-19.14235594063628,D,24.399840551325052,C,42.012066240774324,E,B,A,D,-144.64769815955262,-168.28490391299508,41.3212903553216,B,E,0
Other,Female,29.057046683651254,116.50018634695596,D,171.46263294234774,C,-100.05484909199012,E,E,B,E,-8.640591464335172,-262.3225664683199,6.686701652697229,D,E,1
Homosexual,Male,10.130711624717122,36.99203626886275,D,22.885015810129154,A,0.4752364438499957,E,A,D,C,-157.7929673208785,-72.27325355359841,-262.5166926360735,D,E,0
Homosexual,Male,47.55262835624104,-14.382100140717599,D,121.32587135922499,D,97.86281138276034,B,C,B,D,37.858774711874766,1.2786045076293573,-144.32109014447133,B,A,1
Homosexual,Non-binary,57.29611718270452,-17.801287558491968,D,108.5131081138739,E,-150.2398846900963,E,E,E,D,-176.8796676236293,0.452655258343174,152.25630258645398,D,A,0
Bisexual,Other,25.418313735681174,-25.980590553518816,A,-168.77814962255874,E,72.3653152252989,D,E,C,B,-76.2936134999461,57.68090576220734,-60.9668294076097,B,B,1
Heterosexual,M,-113.51151005461577,94.68710143348922,D,38.958598512996126,C,-77.67413133122058,D,C,C,E,-187.9831262119368,115.25903912468338,94.5880177403866,E,A,1
Other,Female,-66.5962190319655,81.15871763821109,B,82.8399558721954,B,15.934652313309844,E,A,A,E,139.92061749124602,-73.7108290146378,-120.9255234056602,B,D,0
Other,Non-binary,-118.06155707925963,-26.63854198102748,B,67.93457295415894,C,138.5446211539195,A,E,D,E,107.63540294434164,-233.05906400743476,-46.91419323495502,A,B,0
Other,M,-40.21802491301222,-45.44716689397267,C,23.233373982541327,A,-217.3362130293939,C,C,E,E,-23.82969177189208,81.34383752454319,117.74206190149796,A,E,1
Bisexual,Other,147.28225766116685,-65.38092126365315,A,-27.150280923467605,D,-47.335739089730716,B,A,E,C,47.939145457317366,-7.539943180890879,68.79072845501739,A,E,0
Heterosexual,Non-binary,-80.57292344481068,-91.14576766982667,D,274.28301299999515,C,90.88629953055967,E,C,D,C,-120.64833772700388,-51.479460619491526,6.305650442338704,E,D,0
Homosexual,Male,5.616045071935886,78.01058790726142,E,14.942699624007865,E,-78.07801997362375,B,B,A,A,12.006310591575753,-164.88859791885756,-128.13883973534854,B,A,0
Bisexual,Non-binary,-11.337961735843374,44.18550756146695,B,-161.99422164923502,A,105.3543344968779,D,D,D,B,10.04908573177663,23.877787191917722,132.01891610000294,A,E,1
Bisexual,Non-binary,94.5629168942848,94.32008419861243,B,167.68527309783286,E,-22.655067522088483,D,B,C,B,17.0307537995687,-137.02596457520627,83.43802205052141,C,B,1
Homosexual,Male,-143.69158482466352,-78.22467367535243,A,-32.031798301159206,D,88.11779418946728,B,A,A,B,-64.98637119556001,73.48758367089997,-17.113501413451733,C,A,1
Homosexual,Non-binary,-39.28755034100748,-56.71640766934162,A,-20.086163027222163,C,14.161635780081264,A,B,A,D,-203.45129565870397,-10.686558661872235,34.539954430297215,B,E,0
Heterosexual,M,98.25764006631577,-109.79881329635566,D,-19.712457963051865,D,-45.221514809757466,A,A,D,D,-182.20653903756664,80.26651628330104,-29.84175330222305,B,A,1
Bisexual,Female,137.95997367764824,-19.984711456967048,D,11.860079744657133,E,-204.4294641921931,C,D,A,D,8.700759804888088,60.0354073999021,3.732713376859911,D,B,0
Bisexual,M,13.792106598913346,-30.86724929752571,A,36.92725397483878,A,-1.7488426959740948,A,A,E,A,131.41205773903212,7.276110815940948,-8.979544326949183,E,A,0
Homosexual,Other,0.1358742261640075,-0.9536165657736912,C,-67.05092957090307,B,91.36687279066267,B,D,E,D,47.67787686484693,112.04983134152471,53.92254361613142,A,E,0
Heterosexual,M,-8.073325398783426,-50.363391052443504,B,8.903489033386736,E,69.74348743015399,B,C,E,E,-2.603424839803544,40.532878350549176,29.89716311637255,C,B,0
Bisexual,F,102.91035493388617,114.96656122783335,B,243.77397814367168,E,82.22599181221088,A,A,E,A,104.28586838515797,65.59991021202653,67.60473241467861,E,C,1
Bisexual,Male,-123.5318790157868,-168.38827900173146,B,97.02875882559549,E,-69.05060108503139,C,E,E,B,-146.09370102609353,197.2413937412025,-23.3346347591909,D,E,0
Bisexual,Non-binary,122.87764505606818,-92.6395367997141,A,27.135950600378866,A,162.3753354827135,B,C,E,E,-137.83883316021448,53.89768061938891,-64.43363483185033,A,E,1
Homosexual,F,-142.19617987599193,-13.809543771700552,A,-1.0772441773176658,A,-133.97698467315894,B,B,D,B,160.9826575427987,-24.73504205254558,91.22377386310644,E,C,1
Homosexual,Male,-30.111658709229726,-53.97653592237267,A,135.07235895699645,B,162.31416489582185,A,E,B,B,-213.13914305462967,-31.118253301745476,-11.18484927000076,B,B,1
Bisexual,Other,-85.24235910935455,-116.01431042773905,C,-177.00234377900946,A,-32.902123011162956,C,D,B,E,204.65452679354394,51.33194451595874,153.14969015675536,E,D,1
Bisexual,F,94.88141759348458,-101.747500780849,A,-89.73782636402056,B,214.44031719355942,D,C,B,A,-103.60100280890327,78.40295796875688,-72.52522436109152,B,B,0
Other,M,43.693664496862894,69.63329630048153,A,-165.21888168475226,B,38.65194063085549,C,A,A,C,-88.2243149765651,-8.010685771289793,17.425669513413624,C,E,0
Homosexual,F,46.07376880523369,-19.967320493867614,D,-84.89914905110338,A,25.651867088227675,A,C,D,B,-41.68501316147707,43.406222985631,-119.53897608356942,C,A,1
Other,M,-10.374206308789773,-116.41007127433001,A,-188.56210716665862,E,112.44312814079845,E,D,B,B,-57.18368431046007,154.81730475520556,-89.8180006023913,E,D,1
Other,F,69.943885278372,33.55351318454882,E,43.060024725157675,D,90.32796079546938,E,D,A,A,63.66485361605567,-146.1219779867222,105.36913119071673,C,A,0
Other,Female,86.37750586650733,-93.62340687038515,B,-66.54045205941905,E,-168.70376075738181,D,C,C,E,28.365855150190246,-34.694324553931324,-34.656703497945415,C,C,0
Homosexual,M,133.5907770192006,206.6352697432644,A,-146.0238830243631,B,-100.1132512632329,E,E,C,B,127.46790956458757,30.313877235391434,-116.86364416194925,D,B,0
Heterosexual,Male,-52.7156696507645,15.321102047496854,C,112.74372780684484,E,58.583061500424996,B,D,A,B,6.215436436654602,-98.28763919961486,-90.17812829876246,D,D,1
Other,Non-binary,6.4143828616476455,53.21439750012703,D,75.00282171116676,B,82.62816898908673,D,A,C,B,-60.30006991608586,-61.494961416274464,-65.7260644732094,A,A,1
Bisexual,M,131.69622421995277,-35.6682982165693,E,-64.19181115886698,B,43.94992679521475,C,A,C,D,82.72214495592381,-71.14736301649936,-34.14724243402228,B,A,1
Heterosexual,Male,70.4964793963642,133.7123741521775,C,-93.65735484902989,E,38.95362809897166,B,A,D,B,-152.35525738457994,-216.1134352982833,6.996845087602689,A,C,1
Other,Female,-106.97620111834844,29.136295248938715,B,-13.419453154654114,E,73.32091736297343,C,A,C,E,-15.928382097117613,-49.98792666672761,-176.94620542074617,B,C,1
Heterosexual,M,-82.57800751963374,-8.345245713495677,D,83.32996403616791,C,-76.88951653578387,C,D,E,D,12.913873969569007,111.17535467684976,109.62756375986432,A,D,1
Homosexual,Male,-56.547106838965256,6.096660166083726,C,-47.84224313895899,A,-41.76200658910845,C,D,B,A,-85.53062491287429,126.38683196625462,125.46474112271736,C,C,0
Other,Other,93.780110565158,-233.14109058521746,E,-33.17584021107493,C,135.71313200966262,C,B,C,C,-31.509830986418848,27.71017020209324,-104.56935170365836,C,A,0
Homosexual,F,29.584684638021212,153.03779467664666,C,103.02529156910919,C,54.17804331131417,C,A,E,D,10.703847725568313,118.05364487873133,51.70437677446442,A,A,1
Heterosexual,Male,63.65589001546752,139.73367455011328,E,211.4087406349356,B,11.212284404640025,B,D,B,B,-38.492136876030656,-59.3988617919394,215.01726639540334,E,B,0
Bisexual,Other,-4.813055977272333,-29.138284927987584,B,-1.9646645045938878,E,51.95109059509957,A,D,B,D,-86.59229450440256,-55.9162433746448,257.0996458824582,D,C,0
Homosexual,Male,90.83958810830222,67.51979622465825,A,94.24880825586376,E,-54.938054944694905,A,C,A,E,101.57738400751583,-47.10225038284171,-105.40029119768148,B,D,0
Bisexual,M,165.38657662392998,95.13622721175292,C,50.23434165546814,E,-47.38216195206385,A,A,D,B,-36.81007057576349,19.444610640171216,80.91914809982985,C,E,0
Homosexual,Male,-105.30734796540725,-9.510930720018209,A,121.78015106970538,C,17.675809570649925,E,E,C,C,55.967887821906714,8.184568914437875,-53.7108576599012,C,C,0
Homosexual,Other,-152.79786306207117,113.27476671228627,C,32.59411739105123,A,95.05745854746408,B,A,A,C,209.02261457670036,196.12472518169506,-94.70526147376961,E,E,0
