AgeGroup,ethnicity,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,Asian,Non-Veteran,Hindu,D,E,A,C,-159.1663845393238,28.796172346354442,C,-111.01490518659942,147.05593456298084,C,B,1
65+,Black,Veteran,Christian,E,A,B,C,-16.50901989716862,71.49873923346193,A,-46.23240523237268,-50.55114448058448,A,D,0
65+,White,Non-Veteran,Hindu,A,E,D,D,-86.2414172951111,96.91613682404736,A,-108.54043381189935,106.41300333952603,E,D,1
36-50,Asian,No,Muslim,B,A,E,E,115.91258915809357,99.0050483411416,E,109.07317031254753,164.16093810870444,A,D,1
65+,Black,Yes,Jewish,C,D,E,E,-19.27273155138575,-82.88176924635854,B,-51.888798038865744,-135.95726559211516,A,D,1
36-50,Hispanic,Veteran,Muslim,B,B,D,E,-83.34490708007758,5.4311105088836,D,-114.7596479838961,-69.00012321957615,B,D,1
26-35,African American,Veteran,Jewish,D,D,C,A,75.72603963127025,162.16768335622416,A,-201.44142611497534,-76.47186570480888,C,C,0
65+,Hispanic,Non-Veteran,None,B,D,D,C,-27.257782874161578,-161.5967263015485,C,274.6086006627511,187.658507899224,E,A,0
36-50,Hispanic,Veteran,Muslim,A,A,B,A,148.4127870229825,70.75798870822987,D,234.18392630302301,180.234764693131,C,B,1
26-35,Asian,Veteran,Christian,E,D,A,B,57.561411104313585,14.32730315857578,B,62.4320455797796,87.15355375071128,E,E,1
26-35,Other,No,Jewish,B,B,E,B,-169.64091344946158,55.43759785234641,D,108.5609766201672,2.5473320930569563,A,B,0
18-25,Asian,No,Buddhist,A,A,C,C,-44.35093057629854,-145.89184330478554,E,-65.21516041323999,-31.78915937754266,D,B,0
18-25,Black,Yes,Jewish,E,B,C,C,229.24245742070593,-36.617900487571504,D,115.28155766011183,56.545594959829735,C,B,1
51-65,Other,No,Hindu,D,A,B,A,75.73231490365598,-81.44261162301363,B,0.018177780691525227,36.859091024314004,E,A,1
26-35,White,Non-Veteran,Muslim,C,C,A,A,-113.69972394695237,-117.00701925718123,A,16.40926195954893,81.16991270078822,A,D,1
18-25,Black,Veteran,Other,B,B,D,A,-28.175252160622392,84.80413691015998,E,-44.07813291448749,-154.6357744469886,B,B,1
36-50,Black,No,None,D,E,E,D,51.29838092488941,192.25882376651256,C,-187.35874911456304,27.539581716898226,A,B,0
26-35,Asian,Veteran,Muslim,A,C,E,D,-68.70384769205667,-58.350029205864296,C,193.43734793047565,-68.90834720885084,A,B,1
65+,Black,Non-Veteran,None,A,E,A,B,-66.21094840019363,58.007962010993054,C,53.976032260513826,-269.4808251459517,D,B,0
65+,Hispanic,Non-Veteran,Jewish,D,B,B,B,246.481824340893,71.58084980717659,C,17.355606128018447,53.105930320480454,A,C,1
51-65,Asian,Non-Veteran,Jewish,A,D,A,A,51.57627973305091,-228.74159375387234,A,27.03234139277198,-108.77148953873407,B,D,0
51-65,White,Yes,Other,D,D,A,C,63.82776916299201,168.9137553125744,A,193.3746088354924,-152.02083307510512,B,D,0
51-65,White,Yes,Buddhist,D,E,C,B,-3.7416546495060725,-40.73990914196897,A,-1.295177118325521,39.85062377394356,E,D,0
36-50,White,Veteran,Other,C,E,E,A,104.55201241308679,-56.59244342633893,C,-134.31097090857142,9.093563084679646,C,E,1
65+,Hispanic,Yes,Jewish,A,B,B,A,-74.42794827504329,48.7313613165631,E,-64.02719913064095,-193.7911526104879,A,B,1
18-25,African American,Non-Veteran,None,D,B,D,D,20.177777438949068,59.417094244813505,C,-201.80424014794875,-19.653164014981584,D,A,1
51-65,Other,Yes,Hindu,C,D,D,D,15.37429390724159,94.39166454649519,E,37.528643051836916,26.96470862221127,C,B,1
36-50,Other,Veteran,Muslim,A,B,D,B,-103.72071972921783,90.17689392230645,C,-70.47084764011683,-150.1070001924974,C,B,0
51-65,Hispanic,Non-Veteran,Buddhist,A,A,B,A,51.10633111573431,-150.46772127772286,C,-13.831014256244146,26.09375451832306,E,D,0
65+,Black,Veteran,Buddhist,E,E,E,A,177.73346307817974,188.4530819287976,B,3.877433903262951,69.88275669804253,B,E,1
18-25,African American,No,Jewish,C,E,B,D,-30.507481500615114,-1.5037184289118906,E,-123.34895790282798,-33.73421075448273,A,C,0
26-35,Hispanic,No,Other,D,B,B,A,103.52826061270702,134.74225501974354,E,-94.98197294064558,51.43506900885636,B,A,0
18-25,Other,No,Buddhist,D,B,D,D,145.1914604716838,-121.56063742755505,A,58.97233041986981,-10.350225778914462,B,B,0
26-35,Other,Yes,Jewish,B,D,B,A,109.29964662642256,97.87493254228873,E,-89.38545992651758,109.08020665176248,A,D,0
65+,Hispanic,Non-Veteran,Christian,D,D,E,E,-176.41269515318737,-31.431819043506753,D,-112.47400767378612,64.14193609994535,D,C,1
18-25,African American,Yes,Buddhist,A,D,C,B,-16.022474785290044,-52.1363274232106,D,-119.31314824472454,17.571735599474707,D,E,0
18-25,White,Yes,None,D,A,A,C,75.48930183675398,-74.13321921781638,D,92.67278701609177,170.7864228007661,A,A,0
26-35,White,Veteran,Muslim,E,B,A,A,14.927508222840064,117.58165541743297,E,-18.14762249217634,-91.08264473093686,C,B,0
18-25,Hispanic,Non-Veteran,None,C,E,D,E,-174.05111730990924,67.17239570232044,C,-22.1191291366899,-119.85778113728209,E,A,1
51-65,White,No,Muslim,E,C,C,B,80.59418412986201,222.25442440456987,A,-232.1550446705393,4.203212155854053,D,B,0
65+,Asian,No,Jewish,E,C,A,B,-255.56986017176763,-101.47863872802785,E,48.89836914678448,-25.6720738733273,A,D,1
65+,Other,Non-Veteran,Other,D,A,B,C,114.64550703489431,-7.159972580812175,B,-135.79979384303692,-32.67788176886743,D,B,1
18-25,Black,Yes,Christian,B,A,C,D,-77.73150780834146,10.562577230887522,D,-137.35204238126104,-56.11792591709156,E,B,1
26-35,African American,Non-Veteran,Hindu,C,D,C,A,-18.93841460244097,-170.5119459025848,C,-35.223955698914864,-66.07550236455312,E,C,1
65+,White,Yes,Buddhist,D,A,C,B,14.793539564047247,12.341598992401694,E,-210.9919579300291,4.5708148242226105,D,B,0
36-50,Black,Yes,Jewish,B,E,B,D,159.1320557047184,97.68360487407288,E,33.09535116810246,73.77748775152332,D,E,0
18-25,Asian,Yes,Other,D,A,A,B,-151.47324875042494,-143.77930040310792,D,164.05850180647485,38.07401662325529,C,E,0
18-25,Other,Yes,Hindu,A,B,E,E,64.22274673610717,-209.5874554888655,D,169.76263402266312,14.514720296885145,C,C,1
51-65,Hispanic,No,Hindu,E,A,C,C,-131.6258958896083,19.67193200232855,A,-6.2438267384605535,66.95541139545456,E,B,0
18-25,Asian,Non-Veteran,Buddhist,E,B,B,A,-72.14567835335366,-102.24490982480548,D,58.516101458255754,72.45381081832609,B,D,1
18-25,Other,No,Christian,C,C,B,D,-22.862892718800282,162.27992015430058,A,150.14939350731387,-14.039850582103655,A,A,1
51-65,African American,Non-Veteran,Muslim,D,D,A,A,-33.67226621901097,-23.09714579625542,D,-104.05532798622647,-167.00735352698393,B,E,0
51-65,Asian,Non-Veteran,Christian,A,A,C,B,64.19489960899391,-180.1724141093682,C,39.31878158086955,-72.55076774964552,D,D,0
65+,Asian,Non-Veteran,Muslim,D,A,B,B,-103.38595210487098,33.710828206134856,A,81.746562389798,-42.818691657910904,B,D,0
26-35,Black,Yes,Other,E,A,C,A,138.72009361085404,176.63960462403386,E,95.96985605724326,-1.6758452235163632,A,C,0
65+,Black,Non-Veteran,Hindu,B,E,C,D,-120.37843513259507,-3.549151738724734,E,-176.46463460919446,-66.66135518002247,A,B,1
65+,African American,No,Christian,C,E,E,B,13.246729047070833,220.01271599140497,E,-33.82867184608586,-85.17404506163696,D,A,0
36-50,White,Veteran,None,E,D,C,E,-228.31746398136684,37.402664124558676,A,32.08365414444056,-192.81236046868392,D,E,0
65+,African American,Non-Veteran,Hindu,A,E,A,B,-132.83431263093303,-91.7702223177546,E,146.18440134715252,-26.75905444443772,C,A,1
65+,African American,Veteran,Buddhist,A,D,D,A,91.47754726641315,-26.35761590734142,C,1.8782915017481945,-177.42268431439672,A,B,0
26-35,African American,Non-Veteran,Jewish,E,A,C,C,-101.10935916664818,197.4551865439649,C,176.37068030423956,-77.53374716096562,C,E,1
18-25,White,Yes,Christian,D,B,C,E,-37.54911076553639,39.89111084539426,C,-128.00742952965578,54.182980071173006,C,E,0
26-35,Other,No,Other,A,A,D,C,10.500684308710982,99.20638072083892,C,-81.32412074155496,-10.020174184262151,C,C,0
26-35,Black,Non-Veteran,Muslim,D,E,C,C,69.1941775332049,-59.953710405782545,B,-22.44562381986099,0.1372872902396959,A,D,1
36-50,Asian,Non-Veteran,None,C,B,D,D,80.99609697552309,168.49617663407378,B,62.6674115240685,61.902350598946335,D,C,0
26-35,Hispanic,Non-Veteran,None,D,D,B,B,-123.27789274404246,-15.451116523799646,B,-99.21622982778699,-131.8732041832748,E,D,1
36-50,White,Veteran,Hindu,D,B,E,C,45.65189440621344,53.7858907121019,D,38.50388031027373,-33.09864721670198,C,C,1
65+,African American,No,Other,E,B,B,B,212.0526189243702,47.83978121862644,B,-167.72080041220897,-86.38182836699441,B,E,1
65+,Other,Yes,Jewish,B,B,D,B,207.63137830707143,26.98634919035673,C,-35.51385725849637,216.90552877813923,E,B,1
18-25,Hispanic,No,Jewish,E,E,D,B,57.12317111248294,5.357608466285903,B,31.133779345217903,-134.2246667960741,D,D,1
18-25,African American,Veteran,Jewish,D,C,D,A,-114.40900407215982,51.677874431687,C,-169.5386012671299,-91.21996541574387,A,A,0
26-35,White,Non-Veteran,Christian,E,B,E,D,98.42145073750149,-96.004229771084,A,-16.696993998919076,18.45125468142438,A,B,1
18-25,White,Veteran,Christian,D,B,A,D,-57.463581994259485,-66.17156965878333,E,-8.70169451366861,-62.03037454075736,A,C,1
26-35,Asian,No,Buddhist,D,A,A,B,-83.67274428815479,-96.61254494265823,E,-36.37479221785006,-0.32144900077995575,D,D,1
65+,Asian,Yes,Hindu,C,D,B,A,131.69451776271842,1.3652439481411538,A,-193.99841701677812,-14.635313926989271,D,C,1
18-25,Hispanic,No,Christian,D,E,D,B,139.94108060112046,-65.22351726005255,D,1.4167743771851216,120.11259376422439,D,B,1
26-35,Other,No,Buddhist,D,C,D,A,128.34957145455107,135.76202304629518,C,64.98725494207444,112.66745710846226,B,A,1
36-50,Asian,Yes,Buddhist,B,D,C,B,76.31086738253903,41.15664140709655,D,-23.861542621431603,49.474619742133044,B,A,0
18-25,White,Yes,Christian,A,A,B,B,49.22540487544359,215.8996716337171,A,51.718721763358886,5.981971481587783,A,A,0
18-25,White,Yes,Christian,B,E,E,B,138.33474328697727,-42.68268470640534,B,203.71009684387417,-40.57371752952219,C,D,0
26-35,Asian,Non-Veteran,Muslim,B,B,B,B,-102.24151983182139,-148.84724126284675,B,-137.40109868053798,106.92249883810656,C,B,1
18-25,African American,Yes,Muslim,D,D,C,A,150.0588237072542,-4.753515018430133,B,113.13542406024202,61.22136992668106,D,A,0
18-25,White,Veteran,Other,A,D,D,E,-87.37818630520528,35.77384960358856,B,-9.855323616205164,97.36470897182384,C,C,1
36-50,Hispanic,No,Hindu,B,A,E,C,-121.04543263896197,-30.52325318105118,D,-47.82338448032325,-237.1570345619689,A,A,0
18-25,Hispanic,Veteran,Other,B,C,C,B,-24.007971226923853,58.90510724635013,D,-82.82870594666554,-127.14850245978315,D,D,1
36-50,African American,No,Christian,A,A,D,E,-30.63620271555385,-208.4932808380498,B,-30.468613529177187,-59.92883856005518,A,A,1
26-35,Asian,Veteran,Buddhist,C,D,C,A,82.78726325208434,239.11686384037742,C,-165.0329797888151,-157.9729019196315,A,C,0
51-65,Other,Yes,Buddhist,A,B,B,D,82.94988799479516,-35.81980977619725,A,-102.31829485948083,-19.38332641613026,A,A,1
65+,Asian,No,Other,D,D,B,E,122.47056605955484,-21.14080628336286,C,-9.463878687831343,-113.27212447650332,B,A,0
36-50,Black,No,Buddhist,E,E,E,B,32.18811975206839,-44.252891756007415,B,18.593402619893432,74.07628299901396,A,C,1
18-25,Hispanic,Veteran,None,A,C,E,E,65.31708227473405,-8.327874945922584,E,68.34308290484368,29.680692287064502,A,C,1
26-35,Asian,No,Buddhist,D,E,C,A,-100.17969305509267,-7.985005859021328,E,105.89645619617525,69.55807563946081,B,A,0
51-65,Asian,Yes,Christian,C,E,B,A,25.21476133540111,-57.46172397867563,D,98.09350873605858,11.339664333266745,A,B,1
65+,White,Non-Veteran,Jewish,C,B,C,E,-8.768409431041379,47.90678203867193,D,-35.92078508127426,228.94055838036982,A,C,1
26-35,Black,No,None,D,C,B,A,25.394819697481758,-101.71008134706638,D,57.31075566529754,-27.955466208471314,E,A,0
51-65,African American,Non-Veteran,Hindu,D,E,A,E,69.24889073236835,-112.40613359701865,E,-124.81332110361645,-84.56637955920108,C,E,1
36-50,African American,Non-Veteran,Christian,E,E,C,E,47.19059217647556,38.56799013651319,C,32.139285457553456,78.44728201211151,D,A,0
51-65,African American,Veteran,Buddhist,B,B,B,D,24.553977941539795,131.42944628982022,C,-34.803929708525295,-174.64558281257612,B,B,0
26-35,Other,Yes,Buddhist,E,D,D,A,22.053985573844688,11.16243685468261,A,135.46621281588477,128.58859362431184,D,B,0
36-50,African American,Non-Veteran,Buddhist,E,A,D,C,10.202696733855143,-168.63483227044807,B,34.94859684208796,146.26669814895413,C,A,0
65+,Hispanic,Yes,None,D,B,E,E,77.06051736381568,-10.641972599763912,D,210.4583333244151,-79.81471397592117,E,B,0
65+,Black,Non-Veteran,Muslim,D,C,A,C,80.29654321619705,63.8058588730953,E,-65.52479417593406,20.13086339348951,E,A,0
26-35,White,Yes,Muslim,A,E,E,C,139.2694837635012,-9.701862135778867,A,31.03465663056179,93.39538859555685,E,C,1
65+,Hispanic,Veteran,Christian,D,E,A,A,49.58671964215423,49.35213237757828,E,70.2751839264235,-46.47179944847746,C,D,0
51-65,African American,Veteran,Hindu,B,D,B,E,68.57065008502543,31.96993516314893,B,25.68661558081721,127.1305819395814,D,D,1
18-25,Black,No,Jewish,E,D,E,B,165.48036543342496,-54.52408307339739,C,37.5456876649646,68.55838576023919,D,D,0
18-25,White,Veteran,Hindu,C,E,A,B,20.78773330201119,-13.405945028464425,E,-84.73397917755496,-81.25245458214914,B,D,0
65+,Hispanic,Yes,None,E,A,B,D,-105.09709293707073,-130.37056432274764,D,-84.6177526635782,163.29959411924068,E,D,0
51-65,African American,Non-Veteran,Jewish,D,C,B,C,44.2420880066257,-180.76494474421605,D,80.89197391095723,143.52285941665986,A,A,1
18-25,Black,Non-Veteran,Jewish,D,D,C,D,31.787278758107266,-21.67870502809252,D,-68.6915792629707,-14.675864196018393,C,A,0
26-35,Asian,Non-Veteran,Muslim,A,C,B,E,-5.009270561316195,-28.79389852278144,C,89.7147118265289,-100.52574381481834,C,C,1
26-35,Hispanic,Non-Veteran,Jewish,E,D,A,C,-57.63954223740011,54.052870090644056,B,111.80569738474652,-75.14950619284834,E,D,0
18-25,White,No,Christian,E,B,A,D,-111.23656125013997,182.93985826661446,D,-99.6065280340774,-29.85064243893386,E,B,1
65+,Other,Yes,None,D,A,D,A,58.79766493551991,-80.71139189932401,B,77.50457973331399,30.82740699165263,B,E,0
36-50,Other,Yes,Jewish,B,D,E,A,120.3305817827054,-79.20517510158342,A,46.176320835765914,-88.26183688721521,A,C,0
65+,African American,Veteran,None,C,A,A,B,-157.41306999638937,0.8741721496788822,C,-86.17864488787504,-141.58682816069344,B,E,0
51-65,White,Veteran,None,E,A,B,C,57.76847924096498,-29.779179735689475,C,-11.539409374354722,-227.74960647319676,A,A,1
18-25,Hispanic,Veteran,Christian,A,E,C,D,106.60555478919014,-63.82955393628224,D,-110.78618497243183,88.08866240146098,C,B,0
18-25,Asian,Yes,Hindu,D,C,C,E,147.68558257378933,76.36678255915753,E,-171.66989538999283,-20.361144714895392,E,B,1
36-50,African American,Veteran,Buddhist,B,B,C,A,64.1705910248917,4.763711837447945,E,71.13306564927075,99.88375446407866,C,D,1
26-35,Hispanic,Veteran,Jewish,D,D,C,D,26.43485753177189,68.61448010837805,C,94.76977685929158,48.812657704440994,A,B,1
26-35,Asian,Veteran,Other,E,A,B,E,-71.46128849391955,62.928019393802536,D,88.3490259345494,41.479530591338005,B,A,0
65+,Other,Non-Veteran,Muslim,A,C,E,D,-106.03554460666082,130.56068753121676,E,-55.27031355733747,67.56490103874204,A,A,0
26-35,African American,Yes,Christian,B,D,B,D,84.90194426625236,320.325949250065,C,-6.681735072417451,105.03926066773712,A,E,0
18-25,White,Non-Veteran,Christian,E,A,A,E,-250.78288011495323,167.5270854856794,D,53.66338129551291,-84.18977676312537,C,D,1
51-65,White,Veteran,Hindu,E,A,C,D,125.831318870757,-55.93226784599435,D,82.74507806472052,-84.33952399339341,C,D,0
36-50,Black,Yes,Christian,D,C,A,E,-158.97892814783398,-23.266584236097216,C,18.344683316325018,63.446052323141345,D,D,1
26-35,Asian,Veteran,Muslim,A,B,C,A,-92.50999731091845,68.0004240681408,A,-39.00040621536829,53.11269529814163,B,C,1
26-35,White,Veteran,None,C,D,E,B,86.09596966889906,107.92071118689095,A,0.7798462575844994,-150.7099694635259,D,C,1
51-65,Asian,Veteran,Jewish,E,C,A,B,18.63364133280107,15.798408799866214,E,-99.50131750327122,-66.88198673452422,C,C,1
36-50,Black,Yes,Muslim,E,C,A,C,-168.85561551463852,61.499100344187305,B,-64.45209249811651,36.04495335732698,E,C,0
36-50,African American,Non-Veteran,Other,B,C,A,A,15.856203714538722,-56.94137278610359,D,-133.345128548681,29.802295516114334,B,B,1
51-65,African American,Yes,Hindu,D,A,C,A,-6.720302315120668,112.6526534359548,E,59.50140868560152,-100.02903535825854,E,A,0
65+,Other,Non-Veteran,Muslim,B,E,B,B,208.37043827276617,73.72747492054134,C,48.34823690815897,18.766996161864952,D,C,0
18-25,Hispanic,No,Jewish,A,C,A,C,96.99554889194731,39.955784515574116,D,-21.102589537857465,109.29783445350077,B,B,0
18-25,Asian,No,Buddhist,A,E,A,C,-179.47033665188968,191.36781920018126,D,73.0702644873208,-40.72056830649123,B,B,0
18-25,Asian,Veteran,Jewish,B,D,A,C,-105.69069499076033,-84.25914857572283,B,-80.59968891031575,-55.616423913951685,A,E,1
51-65,Black,Veteran,Hindu,D,D,A,C,85.0284754371244,-88.19344111846172,C,-51.318528665815656,53.922327641035096,B,A,1
36-50,Black,Non-Veteran,Muslim,D,D,E,A,-12.78935595686842,158.61956733829427,A,77.1835042613208,-182.73272979227644,D,D,0
65+,White,Non-Veteran,None,D,D,C,B,13.40340246824841,-104.95968211589918,D,-51.74754972400696,-97.06194115315779,C,B,0
18-25,White,Non-Veteran,Other,E,D,C,B,-19.062081276154117,178.2173670032378,B,-33.09745699910162,-97.5389931136025,E,E,0
18-25,Hispanic,Veteran,Hindu,A,B,E,E,-29.40445018753371,181.08782139215606,E,-77.1602340014244,33.20637475752291,A,A,0
65+,White,Non-Veteran,Other,E,B,A,E,-97.56326420681947,-189.49464126961934,A,56.89355172859335,74.09879160821767,A,D,0
26-35,Asian,Yes,Other,B,D,E,E,89.56394394395932,179.93726212290568,B,17.710345576938533,-95.72201643754012,A,B,0
51-65,Other,No,Hindu,E,E,A,B,-54.42929644196963,-104.74801019725344,B,36.060117763838065,52.91281024417949,E,A,1
51-65,White,Non-Veteran,Muslim,D,E,E,B,-139.5552432958638,-38.808871014655544,A,-171.10985740826032,-37.45352151053224,E,E,1
18-25,African American,No,Other,B,A,E,D,-81.89784205451824,-91.51639827533523,D,6.439713468618429,-72.90173829785519,E,B,0
18-25,Asian,Veteran,Jewish,D,A,A,B,89.63435693489772,-89.69069375069051,C,46.23201765372275,52.74293700987614,C,B,1
65+,African American,No,Muslim,C,D,D,A,54.05985897153602,64.68335585371211,D,-151.00293631158704,26.389942908995668,C,E,0
18-25,White,Non-Veteran,Muslim,B,A,B,A,-19.279554028143107,-90.95484200525529,A,-83.57887193549716,97.42303256543485,A,D,1
26-35,White,Non-Veteran,Hindu,A,B,A,E,46.0663719922643,182.2186886196242,A,-51.09068021874547,80.84079458085552,D,D,0
36-50,Other,Non-Veteran,Jewish,E,C,D,E,122.74828853072997,28.19120281001434,C,-86.97189812035734,188.22212343148854,A,D,0
65+,Hispanic,Veteran,None,D,E,A,C,115.2507414144709,-127.39558462190494,B,-154.2799182768933,-12.714171178269694,A,B,1
18-25,Asian,Non-Veteran,Christian,D,A,D,E,113.93674623586625,163.3778916490109,C,-187.56309369494178,62.192460592993314,C,D,0
18-25,Asian,Non-Veteran,Buddhist,C,B,C,A,135.45642459051862,-63.5963289349073,E,-44.53126486940265,38.72116977667023,E,D,1
51-65,Black,No,Christian,A,E,C,E,92.0651219254182,-11.03375457142591,A,9.37630820597912,-132.02983538861193,D,C,1
65+,White,Non-Veteran,None,C,E,A,C,117.73938514137893,-209.11002314246926,A,-98.28899650766303,-73.57134442602346,E,D,0
26-35,Other,Non-Veteran,Muslim,D,E,D,C,41.67139285518818,-12.09923156688331,D,-69.20130480654858,-22.34398910350454,D,C,0
36-50,Black,No,None,C,D,B,A,239.3407442821312,64.9161169617379,A,234.87282378497648,110.44847356079768,B,C,0
18-25,African American,Non-Veteran,None,C,B,B,B,195.51204565916942,-98.92280917803275,E,62.39421479010626,-55.899764046890354,D,D,1
36-50,Other,Yes,Christian,D,C,D,A,-99.5975885147995,137.7291717039475,E,-106.9861001916179,18.122196979968823,B,D,0
26-35,African American,Yes,Buddhist,D,A,B,E,-89.48235468095407,10.779461900586963,E,142.9083618136434,19.98086147498096,A,D,0
65+,Asian,No,Other,D,A,C,E,103.38985167128895,12.951991107245092,D,43.77276403927255,-66.39142352992846,A,B,0
65+,Hispanic,Non-Veteran,Other,B,E,D,A,61.61577432889439,98.39554025395073,E,82.84669314824227,85.1394739380149,E,B,1
26-35,White,Veteran,None,E,B,A,A,45.34009202027856,6.780820794083079,C,54.28451363640172,132.34689904642576,B,B,0
51-65,Hispanic,Non-Veteran,None,B,D,D,B,-72.35168006749625,-28.879076642078243,E,-51.62186120898461,77.30147542571395,E,B,1
26-35,White,Non-Veteran,Buddhist,C,C,B,E,122.51117148466015,109.59824047480473,E,-34.979834016526134,29.220465818518782,D,E,0
65+,Other,Yes,Christian,D,D,B,B,40.15991006213325,-175.23597101842944,C,-152.1611447594898,133.16918502984868,E,D,0
