age_range,country,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
26-35,India,Veteran,Homosexual,-165.16427221968252,E,B,53.63258809675197,-48.05613331345044,D,69.83766605531989,D,-28.455119136198615,A,A,D,7.896846386330236,E,-61.78553558089225,E,B,1
18-25,Germany,Yes,Heterosexual,-50.89426844835582,A,D,22.79257496377614,41.05270015886351,A,94.5762964665225,A,-4.642855226950413,B,E,A,-38.104481067534415,E,34.4505657886276,B,C,0
26-35,Germany,Veteran,Heterosexual,-166.74358977537048,D,A,150.2490830357996,-162.46759227521798,E,-60.020009720809995,D,-44.12420357076582,D,B,C,76.36593274077185,E,45.603431477474956,B,D,0
65+,US,Yes,Heterosexual,-23.153198787305133,E,B,125.8305804753757,132.04170187037752,B,-130.0688228873784,D,19.793235982926525,B,C,A,-23.49276998376709,D,94.54306711106204,B,B,0
65+,UK,Veteran,Bisexual,30.188238431485807,E,B,-51.90685057914981,1.1840058827050237,D,103.09937404122276,E,-21.69598526756286,D,D,C,-109.98526007956116,A,-26.475247340264573,C,C,1
51-65,Brazil,Yes,Heterosexual,-62.01856122632632,B,B,-40.446851073853466,-126.77446961581941,D,-45.975296107922524,A,-116.15741219376135,D,B,A,-180.86755854049812,E,-50.98129239103088,A,A,0
51-65,US,Non-Veteran,Other,-33.022088037515665,C,B,10.94001113290804,-9.884771179888647,B,42.524531700917095,A,-32.99636810474946,A,A,E,-213.15996995730276,D,-181.33708046957582,E,B,1
65+,China,No,Other,-96.33549115366571,B,E,-58.473996749032544,-143.25514724682776,B,-23.207711982970068,B,-8.555611447940151,B,B,B,176.94053633711601,A,163.7410331140618,D,C,1
65+,UK,Yes,Heterosexual,123.66493898954307,A,B,-76.06498122057401,19.380218213320877,C,-34.979291197350875,A,-93.99413623642266,E,A,A,104.41295203356819,D,-173.03946776376222,B,D,1
18-25,India,Veteran,Homosexual,-6.502451753382736,E,E,-55.47725636897436,86.32470897798864,E,85.04412931587599,C,-130.8463380701219,C,D,A,-40.06391477211022,E,148.4230997610755,C,C,1
26-35,India,Yes,Other,-147.62131812646135,A,D,93.08286049183529,45.19548733085879,E,27.135532650843118,B,9.186239132986936,E,C,B,117.59442420120732,D,71.91936946064459,B,B,0
26-35,Other,Yes,Other,-41.783406995501245,D,D,88.82231631891675,-53.71034621193461,E,211.8168594294968,D,-0.11694726884495228,A,B,A,-83.47395952516204,A,88.80144531692416,E,E,1
36-50,Brazil,No,Bisexual,32.44412363895,B,B,24.099714168649996,-120.94435694732589,E,-56.82673832371194,A,-1.3188432651958162,D,A,E,-130.8831462319638,A,160.53374813697812,E,B,0
18-25,China,Yes,Bisexual,61.55494763461622,D,C,-6.015827615194653,-29.06203824788837,D,11.39699431444512,D,8.70998885666178,A,E,D,-39.08684338617181,D,41.312034311694,C,C,0
26-35,Germany,Yes,Bisexual,115.33881739642642,A,A,78.8207035771652,65.27805453411167,E,-0.6252257739166369,D,-131.3135487292414,D,A,E,15.24071877396946,B,77.55104483741428,B,E,0
65+,US,No,Homosexual,55.326129746824925,C,A,-41.27810697800701,-65.41299403550123,A,-119.63413116200839,A,71.55731464206278,C,A,E,-0.34678186222836244,B,37.967673118833304,B,E,0
36-50,Mexico,No,Heterosexual,-106.48243541183504,D,C,23.65566398778537,-107.67358920473606,D,-110.76705487334517,A,-107.3913820226792,D,A,A,-9.355117693452796,C,12.796959688228995,E,C,1
26-35,Brazil,No,Heterosexual,156.79399552036114,E,E,35.8826133556209,1.949843280264031,A,-134.78154163672892,E,-78.51280711071843,B,C,E,-12.287571933679795,C,79.05563272324333,C,E,0
65+,UK,Non-Veteran,Other,128.9284162271518,A,E,-48.24588501256523,-3.544338789476873,C,101.50158206426457,B,151.8549335640165,E,C,E,-18.929698826116347,C,-70.19267393333863,E,D,1
18-25,Germany,Yes,Homosexual,97.80578338603334,A,B,37.58612056707271,-128.51243343713523,C,94.7316233855319,D,31.12918399988463,B,A,C,-59.20976088940808,A,117.03968403101885,E,C,0
65+,Mexico,Veteran,Homosexual,63.15577672386665,E,A,-227.36817354295184,218.75283660020054,D,19.08683135127747,C,22.536346468151923,E,A,B,37.49815878243889,A,12.718405757452148,E,E,0
26-35,Other,Yes,Heterosexual,-6.262052883228375,B,A,-191.02826223316208,-25.75587133531785,E,83.86923523902874,D,60.5116453772538,C,C,E,-169.62285646231274,C,-103.9920606870762,D,A,0
65+,Mexico,Non-Veteran,Heterosexual,-120.76472883587725,D,E,-54.37858429017559,67.9234737216996,E,-148.47828030716371,A,-196.83071134001358,B,D,C,-130.9010285278479,D,87.34397554236232,D,B,1
26-35,Brazil,No,Other,-35.64256192135372,A,C,-46.82332280966752,44.72470725542589,E,15.359491625049134,C,-84.99090402194156,C,B,E,-130.15893299187692,D,12.091189662749615,C,E,1
51-65,India,No,Heterosexual,43.89225992879929,C,C,36.78692047224235,58.50536178900773,D,111.92555964768044,C,-67.51668193360804,C,A,E,151.19588556122824,B,1.3283548032577506,C,C,1
36-50,Other,Yes,Homosexual,60.710315707766306,B,A,123.80201726325004,-26.044950147766542,B,-4.938294647716556,C,-63.72923699026217,D,C,C,67.65460104473644,B,183.76083307976631,C,C,0
36-50,US,Non-Veteran,Homosexual,-236.62916065738523,E,A,-115.74181578703566,-123.67093991228958,C,61.339712166420654,D,-127.47846375479286,B,A,A,-2.1981332502556445,D,-75.699437626795,E,B,1
18-25,US,Veteran,Bisexual,-73.11055294033247,E,C,108.88334184187923,-152.65331771739056,D,97.90781647244967,D,182.8368241031181,D,D,B,-117.01398264260033,B,221.69812800670675,A,E,0
36-50,US,Yes,Other,-235.56312886999388,B,C,106.8289104609123,-29.31118729611289,B,-209.83722048544854,E,-44.11285417650368,B,D,B,-5.2390847545878545,E,-41.58549437339147,A,B,1
26-35,Mexico,Yes,Other,-13.88988171814658,C,C,-116.5595913070323,27.17673308907238,B,20.577183376058453,D,104.15826327095459,A,E,B,93.03904293192359,D,-54.25955672651115,E,E,0
65+,India,Non-Veteran,Heterosexual,66.03672502487149,D,E,242.2896004789331,168.2493555332016,C,19.617990966711442,D,18.5625298252494,B,A,B,0.9752619111197944,E,-83.63853876875008,E,C,1
18-25,UK,Veteran,Other,-63.74383082095184,E,A,-84.68404000987931,-93.14328141695553,E,85.68574948026404,C,78.04631456215849,B,E,C,138.9945870005144,E,96.68558050615363,C,C,1
18-25,China,Non-Veteran,Bisexual,-106.55191990929917,C,B,-68.83092952592538,104.85717671450705,B,-140.96881340653493,E,70.68023772245084,B,A,B,-67.22086426922579,B,58.72585318905379,B,C,0
26-35,US,Non-Veteran,Homosexual,-128.57558259604383,A,A,-50.99927241611268,140.39348231415764,E,8.52685625575356,B,-69.04080685657668,B,E,E,107.90153197653972,D,88.04489957750688,D,B,1
26-35,US,Yes,Other,87.77342938101508,D,B,-16.522617994988977,52.86418766739263,A,47.914753352591255,E,4.989901836649218,A,B,B,-43.60123717152711,B,150.06391799466178,D,A,0
26-35,US,Non-Veteran,Bisexual,33.357678081511004,A,A,254.1021205982217,-162.04400869271197,D,-205.0452716050956,B,-122.18465325562569,B,C,E,6.3379785878412145,C,-131.26816848954903,B,D,1
65+,Germany,Veteran,Other,63.854660645980445,D,A,-210.72294329091065,-46.97420370176452,B,-189.6383635718377,C,91.83713085808009,E,D,B,-92.60880044274116,D,44.13123928794851,C,B,0
18-25,Brazil,Yes,Homosexual,69.67788810685337,E,D,-175.75504302228907,242.39477202178955,C,76.27038086713578,A,138.1385865794618,C,E,D,141.73227360445165,C,85.61211642666754,E,B,1
18-25,China,Non-Veteran,Other,-99.22378459549807,A,C,90.82160012261348,227.14567761240653,D,-50.82847615050369,A,149.28895211034896,D,C,B,-73.50910089039465,B,-104.54288041977284,E,A,0
65+,Other,Non-Veteran,Other,-35.23211562187536,E,B,28.248452802709046,61.951255298107675,D,10.732661149106175,C,126.87948304941834,D,C,D,15.570463943574687,B,80.46674266378228,E,E,0
36-50,Mexico,Non-Veteran,Bisexual,-78.03833753337327,E,B,-12.763349162328522,92.90536993823054,E,91.38124079601376,C,-45.754718510883066,D,C,C,0.44687277979134404,D,276.6122145931655,E,E,1
26-35,Other,Veteran,Bisexual,-9.57263405964518,C,A,35.75885215235866,-104.83813344057695,A,-35.745184799723965,E,162.41184257926122,A,C,A,-150.63655873201816,A,48.1288812692763,B,A,0
18-25,India,Yes,Bisexual,16.463111746652594,C,B,-129.0364469262692,82.70930775651362,E,-38.94127065804967,C,-220.50357233657704,A,D,C,-38.792218836182286,A,-150.36125453338704,E,D,0
65+,Germany,Yes,Bisexual,35.34161834800172,D,C,247.95917431411075,36.61238177207546,D,57.973706789785176,C,191.02865215794827,B,E,A,-29.578769509547087,C,194.24392455085334,D,A,1
65+,Germany,Non-Veteran,Heterosexual,9.261334320023648,C,B,-79.49937965119835,-116.37734705952849,E,-104.2459201972365,A,75.11581360667114,D,B,C,108.08076574974241,D,-65.25527590424069,B,D,1
36-50,Other,Yes,Heterosexual,78.73374822285794,C,B,-61.72437740206911,-180.0297532235079,C,-45.86912042380613,A,-112.09708190067913,E,A,E,145.0309864915858,E,34.22576747686754,E,E,1
65+,Germany,No,Heterosexual,11.091236099420362,D,A,-27.355128497340402,-154.68196274324328,D,19.42462690228083,C,78.62918554147042,B,D,A,54.661523190661946,A,-93.9668727858216,C,B,0
51-65,Germany,Non-Veteran,Homosexual,216.7787562937472,C,B,36.09413522430489,-115.34114941622128,E,238.8553114197237,C,-136.09781902771059,A,C,A,-47.69843447743938,C,51.370742737201844,E,D,0
51-65,India,Veteran,Heterosexual,-65.30626982052044,C,A,-117.86517011734516,-4.382618759171489,C,-89.09204606254202,A,0.508091161594983,E,D,A,26.407899716214907,E,-130.76281189417125,D,D,1
18-25,US,Yes,Homosexual,73.26419122584457,B,B,-37.55733117310584,-8.759613679420319,B,145.41028876356685,A,-49.23539497747778,B,B,D,6.0228291256461395,D,113.57547277131216,B,B,0
51-65,Other,No,Bisexual,20.471583158471006,A,A,65.87398649725236,-132.94382715767262,C,124.60795324185739,A,67.55288668824761,C,D,D,52.78073926751633,C,255.2866231557279,B,C,0
65+,US,Yes,Heterosexual,80.37290471267434,A,C,335.3747957602332,-78.49062369843621,B,-25.95689116063064,A,-30.300009564012793,A,B,C,164.4270415889484,A,152.55790520288554,E,E,1
26-35,India,Veteran,Other,196.5571536607472,A,E,-116.49442015736994,74.13576637765651,E,88.99017233291057,C,-2.508201259534102,E,A,C,-130.26589564345767,E,-20.472337195786555,C,E,0
18-25,US,Non-Veteran,Other,107.32762994339858,D,E,102.48786579573846,-91.17281592206447,D,-44.10271740342528,B,62.10299647868857,D,B,A,145.90753187952058,B,-65.4430489046797,A,E,1
18-25,Germany,Non-Veteran,Bisexual,-27.696088570303683,E,B,5.023224605149864,-171.83675014502185,C,-32.160757007755564,B,33.40406592027915,B,C,E,-32.424577392565254,C,-175.90496807451788,B,D,1
26-35,US,Non-Veteran,Homosexual,24.349503385043324,B,B,-49.70656688566068,-59.099621942039285,B,-14.401326886884824,A,-57.601903924493605,E,C,B,131.8957689207961,D,120.46167277587985,C,D,1
18-25,Germany,Non-Veteran,Bisexual,-111.17013388704686,A,C,-21.432233603640594,-0.4443712035042363,C,-60.6662095464764,B,-18.19442063490189,E,A,D,103.5120554849154,A,-78.83229829601161,E,D,1
26-35,India,Non-Veteran,Homosexual,17.73599448102647,B,C,-46.18605923801762,209.422234964834,C,-128.84448725151344,A,-2.3732504006621817,A,D,B,-148.1795241158547,B,-87.07260632725219,E,D,0
36-50,US,No,Other,-154.73409851028643,B,D,-91.1611531627605,-54.984739879441946,A,51.13546224102501,C,-42.46280131912542,C,E,A,235.44772211644735,B,-79.39073174440902,A,E,1
51-65,Other,Yes,Bisexual,-13.445745783024313,A,A,70.16636802344,97.44815922359629,B,-108.41407360229036,E,28.99745329554336,D,E,A,-80.40423294519576,B,81.01915061008101,D,D,1
65+,Mexico,Yes,Heterosexual,-111.27870822659654,D,A,121.07710342396712,-5.4122319500780325,B,-59.37122438258962,C,152.22033078993869,B,E,A,-49.73669116209313,C,4.324621987930786,C,C,1
51-65,US,Non-Veteran,Bisexual,40.4505290192656,E,A,19.431597325147784,21.124767758282445,A,-126.75951297757312,A,176.6913903536633,D,C,B,-9.22172801966521,A,96.64216950429861,C,B,0
51-65,UK,No,Bisexual,88.99167457992978,C,D,154.67146524410532,169.9224998759984,A,210.04156110936526,C,16.115220488904814,C,B,A,38.410311285902324,C,49.89823327343014,C,B,0
18-25,China,Non-Veteran,Heterosexual,-40.26580535758132,E,D,25.065185145245028,-28.56644079484778,B,38.147126405869045,A,-43.785646603909406,D,E,A,176.20633140038004,D,-42.606686953873066,B,A,0
65+,UK,Non-Veteran,Homosexual,-39.993514745174394,E,E,151.49240046412436,87.12664703947613,C,-97.63769790086617,B,-20.515940429729817,A,D,C,-56.26687845726545,D,27.812886077530536,C,B,1
18-25,UK,No,Homosexual,125.04747182277983,A,C,112.05584169478794,-120.44933480438247,A,49.977000265136375,C,-89.03908176787863,E,A,C,-52.30281663304462,A,117.46070311373596,A,C,1
18-25,Germany,No,Other,81.463763383555,D,A,53.22905867620798,13.029121339151478,A,1.0501541793538007,A,-124.27932340095442,C,C,C,76.41369638117426,E,-98.34493340298339,B,A,1
65+,Other,Yes,Bisexual,37.666236115628955,A,C,-67.50398887975645,-37.047163664999715,C,-37.14475961570349,C,49.217564214961065,A,A,E,79.34793605571086,A,-164.8451289072419,A,A,1
18-25,UK,Yes,Heterosexual,-107.36205697286228,D,E,23.34406772622799,-39.68783055627206,D,7.368163314674776,D,-5.38319556884373,E,E,D,-9.690962486138426,A,-91.86954784025093,E,C,0
36-50,Mexico,Veteran,Heterosexual,83.49489587878244,E,B,64.48677654666689,-5.995853722468228,D,-19.451729368034286,B,18.005987889528125,C,E,E,120.36889923235232,C,-2.0250211699214846,B,C,0
26-35,UK,Yes,Heterosexual,27.885055379373963,C,B,18.59986437712443,-27.249618348807008,D,-184.6348774300653,E,30.939001598311894,C,D,D,-65.12765548986745,D,38.674429596910755,C,B,1
18-25,Other,Yes,Other,-8.944441862651717,B,D,13.211826279466052,-240.05250572561008,B,23.820142167859302,A,279.02824500839057,B,D,B,246.76521093070107,C,-103.63296081609292,A,B,1
51-65,US,Veteran,Bisexual,36.277784810172996,D,A,14.851890982047905,-140.87750931919737,E,1.704830702058779,D,-153.4099354888092,D,C,A,126.08155421380394,D,-46.51122095224669,A,D,0
26-35,UK,No,Heterosexual,59.145559723781204,C,A,-43.55871143334294,-141.1518338309474,A,83.24306579437717,D,127.07689044493915,A,B,B,42.660919340162586,D,134.7976232430026,E,C,0
18-25,UK,No,Heterosexual,-56.03972185493497,B,A,35.118585861029686,-40.24444615171544,A,150.73642997341926,E,-177.72217413186914,A,B,C,187.90526588660674,B,165.81968172595577,A,A,1
65+,UK,No,Heterosexual,-9.756925076006063,B,C,7.631222527679276,175.22451374557411,D,49.677187753746125,D,101.64613808997804,D,A,A,39.47058562360235,A,89.12075960175595,B,E,1
65+,Mexico,Non-Veteran,Bisexual,-171.23108971725352,A,D,-113.51029670494026,19.340329946570254,A,-1.2881829300759828,C,-24.87279341783919,A,A,C,-59.5828836334079,A,-40.630310308113934,C,E,0
51-65,Germany,Non-Veteran,Homosexual,-136.56271132776362,E,E,-120.87917141636844,-133.9249692096876,B,3.7643050744729663,B,-60.04382886657178,C,E,D,69.97941903881382,D,23.98968784238615,C,D,1
65+,US,Yes,Homosexual,11.151067399985722,E,D,-183.53159096958947,-0.836023238263749,A,176.5427974272089,B,26.106936484910303,D,D,A,205.6164915268297,A,27.423314635609707,A,B,0
36-50,Other,No,Bisexual,54.201492927423715,B,C,-1.4300142182928022,102.47467904039611,A,86.15363860871643,C,-58.376341512213536,E,C,A,1.2750461427758886,C,149.90540821802912,E,D,1
51-65,India,Veteran,Heterosexual,-38.23216117083598,A,D,-6.793546235116703,139.7067273965999,E,114.54635627549992,D,-95.19800882680411,E,C,B,-63.00070172678554,B,-21.715957227873837,B,C,1
65+,UK,No,Homosexual,135.57868761715045,C,A,42.44332905681039,13.834842415047522,A,54.88610713349519,A,-68.52063784216153,B,C,B,134.9963464965307,C,-0.6402882220317933,D,E,1
36-50,India,Non-Veteran,Heterosexual,64.98947109809279,E,D,-46.21359218429921,24.39199429231165,E,122.77356184554623,A,168.11042887729334,D,C,D,-45.96750715994477,E,55.53278102060065,E,A,1
65+,Mexico,Non-Veteran,Heterosexual,-21.823646132331135,E,B,-18.645812580492645,-53.42164632297659,A,33.73201866382619,E,-112.35753129525993,B,B,C,-6.511398901081268,A,179.61546793941213,D,C,0
65+,Mexico,Veteran,Heterosexual,-133.24461552854808,B,D,35.04977681732952,109.86944090544148,B,-122.79636609595993,C,-87.13442721917872,A,D,E,136.1585219118801,A,-63.186994806364574,D,D,1
26-35,Germany,Veteran,Heterosexual,108.44946674964773,C,C,28.910353017712175,142.3176498895534,D,2.5272443151079003,A,40.57849985355891,D,D,A,-20.77987897885622,E,85.16024655056995,D,B,1
65+,Other,Non-Veteran,Heterosexual,-55.355338104160026,E,A,-155.38330256932645,-205.58798709651916,C,107.10883750100312,A,81.33781152963432,A,D,C,-37.06966306920597,B,-93.22363829487743,A,D,1
51-65,Mexico,No,Homosexual,34.54660985302288,B,E,128.7982663374452,242.48575589549765,C,-84.88359184531433,B,18.527975618985767,C,D,C,251.6562455245288,D,-29.114442791163924,C,B,1
51-65,India,Veteran,Heterosexual,-73.28478706191382,E,E,-41.01718606950884,-97.54222812003934,B,159.3049996547317,C,148.49274502241823,B,B,C,2.5417636377487516,C,147.01050139179725,D,C,1
36-50,Brazil,No,Bisexual,34.60218753491012,C,B,-187.9155112128321,202.9082913873348,E,86.32951821390998,E,206.0152083695387,A,E,C,-57.50247821473706,E,-34.33154574080327,A,B,0
26-35,Brazil,Non-Veteran,Bisexual,-24.25982359388152,B,C,33.440614529144874,-23.690140502378927,C,-95.27482578628236,A,37.56560853929921,B,D,D,-43.110842525583806,A,-39.52807180832019,A,A,1
65+,Brazil,Veteran,Heterosexual,43.30975460795046,A,C,-180.04847767600666,-135.2478119726537,B,-114.38226668760079,B,9.36632409335299,D,E,A,-255.68468269844954,E,48.01905575635291,C,D,0
65+,Mexico,Veteran,Heterosexual,-108.3388632818925,D,E,-111.91966628719052,41.11759456394285,E,146.44683269677788,B,-11.944370171353647,B,C,C,19.651987606448852,E,-93.21809667285567,D,E,0
26-35,Brazil,Veteran,Heterosexual,31.879377762268568,E,B,189.8054489622567,-86.34220423658955,B,-25.09434592830939,C,82.11984055732154,E,A,C,-156.48119124458077,D,89.26745674719268,C,D,0
36-50,China,Veteran,Other,33.68434545548658,B,D,-20.707238278761707,-207.07779432056776,A,-94.1484112272012,C,-20.87886629944082,C,C,A,52.73101344385638,A,42.45516251653517,A,D,0
51-65,China,No,Heterosexual,-51.383758948991996,B,E,81.90402831975135,-10.869175777887696,E,10.889973904974761,D,-44.22127901224226,E,D,E,162.17491701784047,E,-9.934547728568068,D,A,1
26-35,India,Veteran,Homosexual,6.169785855465611,D,A,-26.366164788180267,-113.81362464118077,A,70.3773890267738,D,-15.735368315663715,A,B,D,37.90127060844664,C,20.435373257523796,A,A,0
65+,Brazil,Non-Veteran,Homosexual,-72.88471191403903,B,E,14.496759209355636,-116.42056740587674,B,-19.444111623597298,B,-122.07664544955466,C,B,D,-5.795443227516562,D,-115.81562728187713,B,D,0
36-50,Mexico,Veteran,Other,-117.63948907606803,D,C,-37.26372280008009,-109.0783614230019,A,7.283489758715119,D,121.1163238076435,C,A,A,116.9130998776155,D,-107.96292031660461,C,E,0
36-50,India,Yes,Homosexual,127.6276378555151,A,D,183.80911479736392,-114.82454855112265,B,-16.441869575427045,D,58.89174522881674,C,E,E,138.100831745028,C,-51.560176241899484,C,A,1
26-35,Brazil,Yes,Bisexual,157.5576175198375,D,E,27.552791659169962,16.140437915772125,D,-14.867411824337049,B,22.027709596486407,B,C,E,-80.1929547498699,D,-129.0000062360595,A,A,1
36-50,India,Non-Veteran,Other,24.8341658216325,D,A,-12.40785479403464,56.167096744607626,E,166.2570053388893,D,-84.0771529209403,A,B,C,-25.598797404389305,D,-4.214558148794654,C,D,1
51-65,India,Yes,Heterosexual,-6.0568964934768506,E,A,9.923127127677231,42.209967123478684,D,36.84304430236532,C,-81.92164726156605,C,D,B,-74.83317220450002,E,30.905985328985086,D,B,0
26-35,UK,Veteran,Other,35.86092691367166,E,D,-39.057046472935916,152.3973428969106,A,104.71661160058127,E,138.6651925907026,E,E,D,80.40843041486993,C,98.99269122314311,C,D,0
36-50,Germany,Yes,Other,-208.32331010770827,D,E,-67.85538353664823,71.87721190025195,A,30.20828254938413,D,38.73342112127922,A,E,A,65.42824496737109,E,-71.24213081180119,C,A,0
51-65,UK,Yes,Homosexual,-47.60352129921011,B,E,27.92222444516539,-11.396330287062693,D,-113.1816118887953,C,-94.16932860876207,C,D,E,0.19438590281552576,D,-180.98363215754708,C,C,0
18-25,US,No,Heterosexual,-26.28519837931717,E,B,-104.64894758031274,30.69384246955441,E,-4.252629427504328,E,123.11387555140362,A,E,C,11.996950354936715,B,196.04873474296141,E,B,0
