Religion,ethnic_group,AGE,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Other,White,33,Veteran,77.96282327845783,C,B,D,79.264938683665,92.96579485903654,-50.92876046841506,-162.69348889684437,D,18.422017513562984,-129.67971513863893,B,B,A,C,-106.81899645980879,1
Christian,Asian,77,Non-Veteran,-62.05290151218302,B,E,D,-110.38427682296093,-104.60033696400882,-18.758904983415608,-37.01675593339235,D,101.94676074912667,-86.24300555403678,E,C,E,B,127.87379505752567,1
Other,African American,68,Veteran,14.040524143548467,C,D,E,-64.33135688287857,-47.137893820756545,31.11630312350131,-79.18130781657088,A,33.509561838536534,-9.705681114085055,C,E,D,E,-201.54375014778086,0
Other,Hispanic,19,Non-Veteran,-75.26599584536389,A,A,C,30.21873396940447,-23.97639570735821,97.0637300712435,32.58142302828851,B,87.53847693540546,18.442164168300366,E,C,B,A,-71.89837800772703,1
Christian,Asian,18,No,-151.3434271266404,A,C,D,102.03541564586615,-61.0823472027066,32.11799016788976,25.19973133977403,D,18.170041488957665,-156.4772126378671,D,A,A,A,-161.8921549642418,0
Buddhist,Hispanic,66,Yes,-74.49883824379484,D,C,D,101.71361496703142,-27.829078401012108,17.507821714020096,176.42778249849883,C,-11.80360292006365,179.3470827801952,A,D,B,B,21.03466758313947,0
Other,Other,71,Yes,-59.43369568134027,D,C,D,-135.64721079485028,-93.2874298783115,41.12424705611557,-4.483143382984562,B,-52.81985279687873,-63.41220496556305,B,E,A,B,-86.69836104876713,0
Christian,Other,47,Yes,-20.77876807191651,C,B,C,140.6294647761009,8.681404863285158,-132.54295193194864,28.987378913654872,B,1.8863797438491883,24.35406642982975,B,D,B,A,-11.428480308709485,0
Other,Hispanic,52,No,-60.459321023154345,E,B,A,163.37654242631135,66.2714099584516,89.16997478627697,-101.7325414785025,A,3.3677714593978427,-65.89575948659753,D,E,C,A,-229.397241159998,1
Muslim,White,19,Non-Veteran,-140.89954381277207,B,B,B,179.47147031980094,-59.36373706017033,206.75267549750126,23.656269370686157,A,1.4107347578162655,29.191376464431574,E,C,E,C,100.6905838586294,0
Muslim,Black,37,Non-Veteran,-103.28522839058445,A,B,A,-73.5783970672643,-44.76358509652718,-42.43640256559967,76.685220183996,D,16.433122428673602,-124.00924728840792,C,E,A,A,69.01534873834902,0
Christian,White,37,Non-Veteran,138.8375776361261,E,C,C,-122.49881652613482,-202.0500097638966,25.240982503123632,37.13774150739067,B,-35.46143443709842,-210.49529688630165,B,A,B,D,45.724611286631756,0
Other,Asian,25,Veteran,-62.76672497656616,C,B,B,35.009358988965154,-15.946874193290292,-138.59290162989527,80.64811097031594,D,11.652778530555079,-0.471892442510506,D,E,E,E,-80.67980137304662,1
Christian,Hispanic,19,Yes,-49.21585215482516,B,D,C,116.69723588373205,-167.37177202081182,9.175419158509616,-95.48013058079377,B,-92.24887576576313,-136.844218628267,E,C,A,D,-23.5668738692199,0
Christian,Asian,42,No,47.44834051749196,C,C,A,-135.64886615692294,-152.2228930320218,76.22299858632427,241.49967803211524,D,-149.92042321450037,26.48733455828308,C,B,B,B,62.01268316422976,1
Buddhist,African American,69,No,-112.2733635295967,A,B,D,-53.34399137149657,33.86177248972523,173.97919429961416,-34.94835347664943,A,32.287303692125995,73.47189631672848,D,D,D,D,-100.4016503347748,0
Hindu,African American,51,Yes,-17.681254901535176,A,B,D,-8.431970447967759,163.55293160949844,-12.829861045711183,-23.22632699579397,A,-244.08424906960434,168.4866052523283,E,E,C,E,-53.066484433583874,0
Muslim,Other,33,Yes,46.096686210870665,A,D,C,-92.61071123314537,178.3880568334932,136.06100660570476,64.80218293760032,D,-134.59706027678115,67.55528401107877,E,A,D,C,147.7283129769161,0
None,African American,32,Veteran,-25.099983900488866,A,D,D,-28.890410252784466,-124.24077459459741,-158.6458691514406,-8.080859974035747,C,48.29903781603752,31.27452387601019,C,E,C,A,-165.7431570850501,1
Jewish,Other,37,Non-Veteran,32.07610375618367,D,A,E,-63.02221069495623,69.82249809620366,132.51547374867783,102.24458741511117,A,-47.45817825063186,213.9958337875714,B,A,A,C,46.36452474127698,1
Hindu,Black,74,Non-Veteran,64.74729975428474,B,A,B,-105.49924708929059,26.85910503248012,99.48784692050208,-45.28927439995565,C,162.81289301881276,297.99476123113,D,D,C,B,58.985491030152595,0
Other,Other,47,Non-Veteran,6.941429084628957,B,A,E,221.3749176955465,-22.26793229440686,37.98087336960959,-84.19133091608457,C,3.196339585158102,-38.13233067414104,C,A,A,A,153.40677060187338,1
None,African American,37,Yes,-36.8429222687123,E,D,D,113.12810135434384,-218.1401851132874,-25.00349861067302,-18.33774306196527,A,-36.30670009953955,-109.75081190728734,E,E,D,C,13.048500262073471,1
None,Asian,74,Yes,35.21461918128538,B,A,A,17.531934429421675,-27.88395567233353,192.77539598481448,115.27295745049418,B,43.33625105875347,-52.96640479390042,A,A,A,A,-65.99669420767307,0
Buddhist,Hispanic,21,Non-Veteran,181.05670802489567,D,A,D,6.703377780720758,-34.05618428407381,92.19646535076839,-41.92198897411677,A,7.575059398062589,-102.97127566228595,C,C,D,E,-18.604651043532076,1
None,Asian,71,No,-92.04255503848754,C,B,D,70.02612527435892,-91.99148124544159,10.111509451744412,27.265119801850947,B,11.334021669943931,72.33403317446411,E,B,A,C,111.21247128919035,0
Jewish,African American,19,Veteran,80.4404734222217,A,D,C,28.84661038585114,-50.5645928650981,-49.033904354945136,-30.08992437375126,B,133.4749146151964,-1.572027113194175,E,C,D,D,67.47453665587645,0
Other,African American,44,No,150.81511210676578,A,C,A,113.98283680878095,-113.3241070918131,-49.6962111308382,-74.74806241653629,D,206.03446359646676,5.426076574793858,D,A,E,A,21.25912281560677,1
Christian,African American,50,No,42.65570970657011,B,B,A,-53.16768871750319,148.85952539515387,85.89271071256772,-40.75573161384771,C,155.17397938502444,-102.36832705532659,C,A,D,A,-105.79939378840429,1
Jewish,Asian,60,Non-Veteran,5.900216189083147,C,A,A,114.08033421190216,-70.33575726447732,-21.997950261126157,43.99509989465102,A,-105.14119768118823,-210.65769782939861,C,C,E,D,-70.21857627805471,1
None,Hispanic,67,Non-Veteran,111.41863284318967,E,A,A,-83.42318266807641,-38.70760728488366,192.81888796034949,-66.47402603562632,C,-100.19908532462658,-167.0267197341491,C,B,B,C,22.34503824844009,1
None,Asian,48,Yes,130.13854353619206,A,C,B,2.617025940444199,-60.535944977915705,98.769166723638,40.20235873263579,C,-89.72063919383467,45.07037310278418,C,C,D,D,36.08585730236888,0
None,White,76,Yes,210.97238877693508,E,E,C,90.98469000168821,-10.08467112310866,17.361780050661615,-28.598205141934645,E,-32.16742453488246,82.33629737076187,D,B,C,D,-64.94992116196899,1
Other,Other,62,Veteran,-82.32087548465957,C,B,D,88.24853520110683,31.218921898433738,95.10731320287981,-48.431659629977474,A,124.6900172402911,71.45159132758975,E,D,C,D,-159.4483445133254,1
Christian,African American,61,Veteran,-39.2144907259773,A,C,B,98.51226867051805,-66.25964387693998,-244.02297814892555,2.769561541563837,B,6.613369176495986,184.65130575147788,C,D,C,E,13.196874826866834,0
Christian,Other,32,Veteran,207.75218645838595,A,C,B,-175.10727552359097,123.58696023587616,66.59518706346702,5.2819790130651345,C,-77.77872436279326,-96.15852669459129,A,C,D,B,16.464286472356644,0
Hindu,Black,46,Veteran,124.39145741132901,D,D,E,27.75668826145621,-52.805586919116855,-72.91894510682249,308.4541553491238,E,-19.727234829692243,35.548412713361664,B,E,A,B,115.36684209780337,1
Hindu,Black,18,Non-Veteran,-83.60047711295555,A,E,B,18.31254704959462,-97.81887302635614,-222.1768146717664,148.85052635523004,C,-36.226087357316636,-16.92760986227436,A,D,E,D,15.196376463772285,0
Other,White,69,Veteran,32.554109138768275,D,A,A,-86.20758495600764,42.176149960123645,6.258239311665349,-100.24640430158512,A,-69.0942580292731,35.400719734707536,E,B,D,C,146.00628773182584,0
Jewish,White,67,Yes,53.998202089842316,C,E,E,24.765775672198725,14.720879685788416,-64.39133154115193,-82.2851213778542,A,-146.15866970230155,-68.87062138059576,B,B,C,D,168.39597792070688,1
Jewish,African American,32,Veteran,-81.18451161463585,C,C,E,-93.2890613754689,-81.06318280193466,3.7050271369596364,153.09970038051077,E,-301.64415157904256,-91.83901325633018,C,D,A,D,11.559275858174944,1
Hindu,Black,77,Yes,-176.4576537862018,E,D,C,27.09100817436013,-11.813512318994691,117.29706495268404,-271.35493665025047,C,-73.06103916571341,66.598179740332,C,B,A,A,-106.07495122358995,1
Other,African American,74,Non-Veteran,-37.802318322756,C,A,B,8.739244720364459,-17.839707668732842,5.476690322537131,57.579015358897855,B,15.72579656701118,-19.305985045434728,A,A,A,E,67.47257939893117,1
Jewish,Asian,77,Non-Veteran,2.643283726668264,E,D,A,7.475562692926319,8.352980601093824,-45.4077566953012,-128.1547632629404,A,222.47170996864986,77.77175740383872,E,A,C,C,29.520645262704065,0
Hindu,Hispanic,20,Non-Veteran,28.78460029270563,C,A,E,-91.1580327980642,-34.418771980195025,-115.90096416609485,11.843762706809935,D,131.63737550229942,-66.56773501090345,A,C,E,B,67.28802282044042,1
Buddhist,African American,72,Veteran,-119.50306983554115,E,E,A,-116.94236407618818,15.807679216408735,-170.42794473315524,-87.82893693120488,A,35.32851424146099,46.02990402595632,E,E,C,E,-78.8152628017215,0
Jewish,African American,62,No,51.61452272747019,E,C,B,-53.05499265952971,156.19621900873227,210.92782664474012,-37.34610853013627,B,-172.14560189783182,-103.74063549685737,C,C,A,E,-152.99458119682902,1
None,African American,65,Yes,1.4529343139450037,D,D,C,-133.1423416553641,37.502450650797556,-64.22876726266607,40.63835756571903,B,73.68022207201997,12.22642925693316,B,D,C,E,-50.43040235757393,1
Jewish,White,45,Veteran,160.29421871257222,C,A,B,-44.813612241245096,39.57033449189288,31.066603545795612,-151.22430042563892,C,-42.73223917129802,-34.882406602824524,E,A,B,E,-8.183472439753144,1
Buddhist,Black,28,No,-37.31146680751414,A,B,B,145.2282830555775,-16.699549408052647,133.86461341892908,-179.40295700781462,C,79.42813640665909,135.53492779500468,C,C,E,D,117.21482549443488,1
Christian,African American,78,Non-Veteran,126.36275783365608,D,A,E,4.9086600963207205,-29.39970917137354,-46.02231072738759,14.056020365484931,D,-51.74203403289549,76.8753973819434,A,C,E,A,-33.22486678159468,0
Hindu,Asian,30,Veteran,-77.97017453012111,A,E,D,-2.5420654166947343,-110.58370594882693,79.47502545183407,104.37800472672947,E,-12.634181402906064,93.22000877018077,C,B,B,A,209.12034332906336,0
None,Black,76,Yes,-105.24413288501118,D,A,D,-13.722901573304073,-9.45095672287679,84.31785804887843,-103.23875314975686,C,-53.35819293699575,-35.85753295222923,A,B,A,B,36.15974105541092,1
Buddhist,White,45,No,-20.40233019259109,A,C,C,30.540633792364012,-0.061608328747681504,-181.16628470549514,65.51975495758195,E,9.91286633995399,-111.15212117284277,D,D,D,D,30.58729318008001,1
Other,Asian,63,Veteran,123.74994157173931,C,E,B,-17.700645209884257,-60.675202340144374,-38.933178308419095,47.935719607929165,C,69.57066647359547,-243.63712829999326,C,A,D,B,-130.60867762786046,1
Jewish,Hispanic,38,No,-119.52996060191172,D,B,C,-160.43964434037179,9.061533235388834,-13.106881675026191,61.45195464035433,E,20.355358480934676,179.78961495644467,B,E,B,A,141.17595159903524,0
Jewish,African American,19,No,107.56961807347834,A,B,D,-191.16877945622417,-110.67824836450298,-46.377011089494005,73.86821505982623,A,84.56620451557265,-131.01701304134826,A,E,B,E,77.08647047410454,1
Other,Black,50,Yes,15.457317025508448,C,A,E,344.34915406911506,-53.18425915297244,-223.67571113445862,29.005862987678952,D,145.9653693468515,160.55515596985367,E,A,E,B,156.70058164161864,0
Christian,Other,37,No,-19.266561573965046,C,A,A,-86.76191703462014,-22.703975580890116,-171.40920991182944,-81.83594447178791,E,242.99548279301834,65.63399309416683,A,B,B,E,75.79139043973578,0
Christian,Other,53,Non-Veteran,155.43036670997373,A,B,E,-90.62401880195551,75.08979911702019,-96.30267598326482,-10.546617512850172,B,71.22639406332296,117.13639300362911,C,C,E,D,-52.42870597094602,0
Muslim,Other,68,Yes,111.32663525314761,E,A,C,-9.16107742640772,35.40073488409129,105.33527307761126,-95.49475319421701,A,41.70018360407943,-86.30307914118693,A,A,D,D,44.92858191271015,0
None,Other,42,Non-Veteran,-106.54125746597616,A,B,E,105.98185057600963,85.33261796467278,25.08522056283355,77.55433258171045,B,147.23617736818403,15.034475809793058,C,E,C,C,16.68632119008713,1
Christian,White,32,Veteran,-31.924218457574366,C,A,D,111.50397000469141,-37.56325425922444,-144.63055465282483,-328.52863714615046,E,-5.421663926433904,121.08189346355609,E,E,E,A,32.98264868944121,0
Hindu,Asian,28,Yes,229.2097615736142,A,B,E,-191.1231955531679,-79.91683995512754,13.970624234140217,19.57791100821842,C,100.34329607922245,-6.313278871389091,C,D,E,C,-6.889392704244305,1
Muslim,White,78,Non-Veteran,-182.46658151507162,C,C,D,120.63097527282495,-67.11024787731628,-93.62590955769757,-98.42238289757486,A,8.380598405259503,-69.88720154133088,E,A,A,C,88.08336860174578,1
None,White,48,No,118.5011256820556,D,C,D,20.21354972931972,34.92104821317369,-0.2610998938377972,8.457613264388161,A,27.83004210208003,-152.98578482929835,A,E,B,C,37.063100038490084,1
Hindu,African American,67,Veteran,-29.462028955261914,D,A,A,54.0725631211525,-46.07952322416958,-112.18722919369188,-209.31612182675417,B,-81.01760291249585,67.1781381888205,E,B,A,A,199.35856082360132,0
Buddhist,Asian,21,No,34.1066160587964,D,C,A,86.43120774367895,-160.03855447352223,101.07012348661488,-34.534108752654866,C,-0.04641914145552745,-36.40977695925252,A,D,D,A,198.8180861262238,0
Muslim,African American,36,Non-Veteran,14.525071232082423,D,D,C,65.0141300959046,-70.68029099278081,-32.966511124904635,-16.73655163161994,E,49.82158498817558,10.468372042170122,E,C,A,E,19.457305569095517,1
Christian,Other,24,No,-150.67476376502566,C,D,C,-167.14521102397725,0.3507813702305398,63.02268587413744,59.57192459171004,C,78.3667536288709,-129.68299418550527,B,B,C,A,113.02902477719954,0
Christian,African American,19,Yes,-51.38858953089521,A,D,B,68.73184839531615,-2.621546710125709,-7.027964364106136,-168.165715189606,B,-33.44309670706184,-32.75528158334314,C,D,B,B,-24.388248155356,1
None,White,57,Yes,74.538695085809,E,C,B,73.20265568373516,-17.03340460830988,-23.50558305489514,-144.87439955492457,A,18.94440097194872,-165.99042808726145,B,E,B,B,-125.30937089819044,1
None,African American,66,No,-73.57749769412153,A,D,E,-44.729018453688475,-1.4100887205145922,-168.74324741199837,111.5479533586428,D,131.4765434327735,7.052211315941756,A,C,B,A,50.74739355009653,0
Christian,Other,20,No,83.19432325182444,A,B,D,-95.71839699339772,-37.47734330977531,52.87625998829761,28.783819493606526,A,16.913703961259667,-10.675675284583221,C,B,D,B,67.63702282687503,1
Jewish,African American,27,Veteran,-138.1923821539053,A,D,C,223.4733180165985,215.7584805337982,-20.799938578200685,-321.9253812030959,B,-23.59818745633057,11.735043912466478,A,C,D,C,26.04868332980783,0
Christian,Asian,75,Yes,-77.69450201755426,B,C,A,28.480142320171037,94.89382002385416,-122.68837343458902,-82.19050915209728,E,-80.86817229786996,32.770478050954374,A,D,B,E,-166.10900910288808,1
Christian,Black,68,Veteran,103.77993641334884,D,C,A,36.85030732448314,-68.65227526828033,103.6440083092081,25.81980357160968,E,20.379778732773897,50.65879582309354,D,C,A,C,-37.0622905785938,0
Buddhist,Asian,64,No,67.60307221614879,A,C,C,184.24616812471774,154.2418599610463,-118.58125802267307,20.64829825515374,B,-67.20098950328682,-71.63371262787473,C,B,D,B,1.9451719915212107,0
Other,Other,44,Veteran,285.5494290932836,D,B,A,-135.61408514216384,39.37115940375732,43.40337359113225,12.10558719253847,A,-94.61775042911611,53.62808178007437,B,D,C,A,-86.09171420221764,0
Jewish,White,49,Veteran,19.21136801628958,B,C,C,52.32777601472439,202.92243431673444,-102.22874202662993,85.07096616444554,D,17.575290852562393,-91.95585623215787,A,D,B,E,27.150480514592033,0
Muslim,Black,49,Veteran,31.256314659867158,C,A,B,122.4748777485634,-184.63212936733194,-40.50139459866267,-14.955464301671329,B,-116.79987224538584,-19.273662268164134,A,D,A,D,-186.9257728093059,0
None,Hispanic,42,No,21.181334944344872,D,C,C,12.89031325793073,177.44192870433474,-92.18218632063291,23.996620960979545,B,-114.93961301789773,163.9485474954781,C,B,D,B,142.2363586213102,0
None,Other,33,No,70.69725405507005,C,D,D,-63.28300381011246,-1.822053267099336,-62.176455612819446,-125.85533633232198,A,85.08321380808506,77.54217308667471,A,D,C,D,68.0612532716573,1
Buddhist,Hispanic,79,No,20.747779949325526,A,D,E,-38.43597858435663,-216.1505857671417,109.57882100625427,161.68690760100657,E,-147.71358694834024,-2.026052340281662,A,D,D,E,-146.8376223890607,0
Muslim,Black,28,Veteran,24.120681327789924,A,B,D,4.105457433537753,-31.721872813155276,-8.90248803105535,-81.11462516000685,A,-152.12493663402898,-40.27979897725915,C,C,E,E,-159.65647311950602,1
Muslim,Black,64,No,-173.476670996817,D,B,E,-11.377604570293158,13.249506082129983,103.80374244389732,13.89410634744962,C,-70.71860352588564,-21.66159598482061,E,E,C,A,-86.66176887533717,0
Muslim,African American,21,Yes,-121.45567365645948,E,C,C,6.525396783343397,-105.02173830395188,10.392993431283498,-29.797753492749717,A,-42.81955270680731,3.6516371276637307,E,D,B,B,-36.363869488950364,0
Christian,Black,78,Non-Veteran,-30.476016878588347,D,D,B,-32.66941002456536,-138.31767542292715,-48.82787403245896,-28.5931302614025,C,-48.51802306004501,26.712820753352517,E,A,C,B,297.9225771320421,1
Muslim,African American,35,Veteran,-152.65778077546986,A,C,A,29.08940996025779,-44.77657344150842,58.63591430054926,147.51962157059987,B,-37.42667992710083,-144.06274358886085,C,A,E,D,34.25059822354067,1
Christian,Hispanic,61,Yes,130.9991059387322,C,B,C,-43.68673431811854,-15.751192597694127,-40.82590193366195,-0.9762564011481907,D,85.2350891863378,-117.37075631823417,B,D,B,D,-135.51748845944235,1
Hindu,Black,75,Non-Veteran,31.68000709425588,A,A,C,132.86002174734108,208.61124890138177,91.51682937901364,24.23095679603095,C,94.84195596283931,93.00263183731295,B,D,E,C,-98.84460514394561,0
Jewish,Asian,72,No,-127.52186018919593,A,A,B,-282.7208171726074,85.4237323190041,-1.4534225765090811,-27.49323037619015,A,19.980710620202252,-19.57947872255228,D,E,C,C,-116.40465387349259,0
Other,Hispanic,77,No,203.81661025368786,B,A,B,100.44202443462176,106.8676291954472,45.74649491240148,-228.99035902342354,D,-12.51510041834126,45.81191406490252,A,B,B,B,46.95951779999982,1
Christian,Black,53,No,-89.8921719070493,D,C,C,-87.30548124567494,38.91833778465346,-54.866988226182436,31.49837242617232,D,-34.31724789030731,-14.0168884351545,B,E,C,D,-54.41430127339579,0
Jewish,African American,52,Non-Veteran,-2.7140450411290735,D,C,E,96.28795220782287,-106.41622849950348,-78.0614095905331,-172.36682100208057,B,138.27488418735572,73.04368116113977,A,D,C,C,159.5773474699758,1
