nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
US,E,A,A,C,B,E,C,C,1.153309985417131,73.48605612443635,C,1
UK,C,B,E,E,B,E,A,D,114.30758574547279,122.3504015947082,C,1
Mexico,D,A,D,E,B,D,E,C,102.80045611217356,-18.801989446667793,C,0
Other,B,D,D,B,C,A,C,B,-16.902205835510504,16.49113693055634,C,1
Mexico,C,E,B,B,C,D,B,D,102.75483918907409,-212.9945403122449,A,0
China,C,B,D,D,B,D,E,E,35.97037737805425,18.864095631379993,E,0
Germany,A,C,E,E,B,C,E,A,-53.59183697389778,-157.88629521103442,A,0
Germany,D,C,B,D,B,D,A,D,52.15081481354819,26.30761176438739,E,1
UK,D,D,D,A,E,D,D,B,102.67867864509073,-2.48085974630458,B,0
UK,E,E,C,B,A,E,B,B,116.47579722237691,5.156400439641257,E,0
Brazil,A,C,D,D,C,B,C,A,-122.0282708901458,11.54515772846237,E,1
China,C,A,A,A,E,B,D,E,-80.49839214720163,-52.04175487743466,C,1
US,B,E,B,D,A,B,C,D,9.445037004230999,-44.84931599574217,E,1
China,B,A,A,B,D,E,B,A,55.06349954193086,48.175608900421665,C,0
Brazil,B,D,B,D,D,E,C,D,-59.83251964446686,129.86497638442356,B,0
Brazil,E,C,D,E,A,A,D,E,198.89461582795437,-20.71799930908382,A,0
Brazil,E,D,E,A,A,B,C,D,20.441001214796824,-37.75639240760794,C,1
Mexico,A,E,E,C,D,D,D,C,-81.43901343231258,-30.464794686081365,A,1
China,C,C,E,C,E,D,D,C,74.71664997606966,-49.501533874005595,E,0
Germany,D,A,B,C,C,D,A,E,-61.35851476418175,74.48779624396626,C,1
US,D,E,B,E,D,E,A,E,-40.16015837924348,89.13038176684037,A,0
UK,E,D,B,C,B,D,A,A,160.09535036235684,-119.35007427518893,A,1
US,D,D,D,D,B,A,B,E,-107.51339457120264,-159.74111809995554,B,1
India,A,E,C,C,B,C,D,D,108.90995737368898,119.28373032573658,B,0
UK,D,A,A,E,C,B,E,A,51.73088910839279,-94.71358176328351,B,1
UK,A,E,D,B,D,D,C,C,6.69216613867398,-112.52333200361342,C,0
Mexico,C,D,D,B,A,C,A,A,-64.66176000725609,-137.78351911357194,D,1
China,D,A,D,C,A,A,C,E,-31.271995465785995,-42.95606721795513,E,1
UK,C,E,A,C,D,E,A,A,-34.313277407427556,118.87164220309919,D,1
Brazil,B,C,C,C,C,A,A,A,-11.623648613120658,-76.62660048805871,A,1
Brazil,A,B,C,D,E,B,B,C,-144.2849104476821,-94.20699122029599,B,1
US,E,C,B,B,C,E,A,A,71.09004383596704,52.30547353804429,B,1
India,E,D,A,A,C,E,D,D,-54.90669830373742,23.94134640116743,A,0
Germany,E,A,E,A,A,A,E,B,76.6483272127462,-207.8153973604858,E,1
India,E,A,B,C,E,B,B,C,-146.0312852744419,-105.08663099350541,C,0
India,E,E,B,B,C,D,E,C,300.6727885676332,87.64476167437712,C,0
India,E,E,B,E,B,C,E,B,62.800350921344396,-137.29857348176694,D,0
China,A,B,B,C,D,D,C,D,79.03348199651813,-39.54956690724745,A,1
Other,A,E,D,D,B,E,D,C,-25.746962081303987,213.80658644482634,E,1
China,A,D,C,E,E,A,E,E,23.283699125689193,43.958578679255936,C,0
Germany,E,C,A,B,E,B,E,C,13.59973476050441,-182.44492107711915,A,0
Germany,A,E,D,E,A,E,A,A,-66.24861586099385,170.88740467024607,D,0
China,E,A,E,E,B,A,E,D,-29.769357604529116,-103.93838892222544,B,0
China,B,E,E,A,A,D,C,C,-65.23570387216242,-34.02497478267125,C,1
India,A,E,D,A,E,B,E,A,159.48294790002996,95.91406042336028,A,0
Other,B,E,A,A,A,E,C,A,4.021411885241201,75.21202888040558,E,0
India,B,B,A,C,A,B,B,E,-32.19983300745956,59.22224572245521,A,1
India,A,E,A,C,B,C,C,B,-4.2757629737189475,-138.10856565263427,D,0
Germany,E,C,C,A,E,E,E,E,-44.24511148514752,-86.64154258761295,A,0
US,C,A,D,C,D,E,B,A,124.35277706177814,-153.7315012031881,C,0
UK,C,B,B,D,B,D,C,E,78.85947809162607,-58.267360984129965,A,1
Brazil,B,A,B,D,E,B,D,C,159.93588086771047,174.11637639825685,D,0
China,C,E,A,B,C,B,A,A,17.615523196569146,-38.48173581372355,D,1
India,B,E,D,A,E,B,D,E,-19.013889722698647,-29.160522515729575,B,0
Other,A,E,D,C,B,E,E,C,76.52756644833644,177.49885685802306,D,1
UK,B,D,B,E,E,B,E,C,128.23757748300707,-132.75889653525616,C,1
China,A,A,D,A,B,C,B,E,-33.472801377411606,-35.5588190789583,B,0
Mexico,C,B,A,E,A,C,A,B,-36.87965352900136,-10.237050252258612,A,1
Other,A,E,D,A,C,D,D,C,-138.24541800946108,-166.43475066358207,E,0
India,A,D,C,B,E,A,D,C,88.775761024765,187.2260600674398,E,1
Germany,E,C,C,B,C,C,E,E,-15.011736299707676,-25.822000064936145,E,0
Mexico,D,D,E,E,B,B,C,E,65.18970541445032,-123.64608399437809,D,0
Germany,C,E,C,D,D,D,D,A,155.98984550573735,-91.48632691059268,E,1
US,B,B,B,C,E,D,B,D,-52.55330106407071,163.11216005388317,E,1
Mexico,A,A,C,E,D,B,A,B,145.93916464741324,-1.3076625085301863,C,1
China,C,D,C,A,D,B,E,B,228.30195568176214,-7.709674877601354,A,0
US,D,E,E,C,E,C,C,D,-175.21445378102413,-48.93382630995533,B,1
Germany,C,A,B,E,A,D,B,D,193.6335327672821,-89.13625133968193,C,1
Mexico,D,B,B,D,E,B,D,C,-142.71659281749814,151.91539497787033,E,1
US,E,C,A,A,A,A,E,D,253.3302999172474,-136.2695948953381,A,0
Mexico,D,B,C,D,B,A,D,D,121.30589371270435,55.76005828045949,B,1
China,A,D,D,B,A,C,E,D,212.76326217932,-69.01233829492078,B,1
US,A,C,C,E,E,C,E,E,39.34508775962613,23.42067373026469,B,0
Germany,A,E,E,C,E,E,C,C,-4.1564544849870755,212.34936490467703,D,1
Germany,A,A,D,C,C,A,D,D,60.19546811470907,-135.75759077903484,B,0
Brazil,E,E,D,C,B,C,C,A,28.543411879674498,-2.7412347937902575,A,0
Mexico,A,A,C,D,B,A,C,E,-9.144471039602527,88.11068513713626,E,0
UK,B,C,C,E,E,B,B,D,-81.1908616122911,40.87794475649127,A,0
India,B,B,E,C,C,E,B,C,-67.09980772976535,77.55979854930304,E,0
US,B,A,B,E,D,A,C,A,-116.44764184974206,-131.5195337413997,D,1
UK,B,E,D,C,D,C,A,D,-0.9365005959882597,82.15656174290737,B,0
China,B,D,D,E,D,B,A,A,-43.08156563061988,3.228746726293689,D,1
UK,A,B,D,B,D,D,B,D,58.48595390141921,-21.804645922995885,C,1
China,C,B,E,D,B,D,C,D,-104.8286616898253,-11.549282242041581,E,1
Other,A,C,D,E,E,A,A,E,-9.71444214303548,212.92436473081912,A,1
Other,D,C,E,D,A,B,D,A,-150.84192176821026,22.649500748806464,E,1
India,A,B,C,E,C,B,C,B,102.78459777648217,-56.213881084167284,D,1
Germany,E,B,E,B,B,A,B,D,40.6384047496187,27.62813608849463,D,0
Other,D,A,E,B,D,C,B,A,91.02316581772045,-72.42627958160551,A,1
US,D,E,B,C,E,E,E,C,108.92879876951858,147.074894098975,E,0
Other,E,C,E,D,C,E,B,D,58.27278001281785,-174.43935699646454,E,1
Other,C,E,A,E,A,B,B,B,40.11387701086051,97.4343573555296,E,1
Germany,C,D,D,E,C,E,C,A,-29.944086753455068,65.82394384830008,B,0
Other,E,A,D,B,E,E,E,A,101.26703799198992,83.8576932884337,D,1
Mexico,A,D,B,C,C,A,A,E,78.61439911025747,-114.72872088504175,C,1
US,A,A,D,C,D,C,E,E,88.99995591142962,-147.0387330722049,A,0
UK,B,E,B,C,E,A,D,E,171.42902861940354,-127.40925868390465,D,0
Mexico,A,A,A,E,A,C,A,E,81.53365345943413,-4.92445845070401,E,1
UK,E,C,E,E,D,C,D,C,14.598812714032736,73.9592053699053,E,1
US,D,C,A,E,D,E,E,D,81.0986902716243,21.018477569157817,E,0
Brazil,C,A,C,B,D,C,C,C,-45.725742672116695,21.652464281941384,B,1
Germany,E,E,D,A,B,D,C,B,-268.4139555353806,43.99281384170127,D,0
Germany,E,A,C,A,B,A,D,B,-32.51838789234047,-3.6041658565236214,E,1
Other,A,B,D,C,B,A,E,C,-28.32846107774398,-178.01318804232284,D,1
China,D,B,C,C,C,A,E,E,172.5181921071163,25.93146846389184,A,0
Other,B,E,A,A,A,C,B,C,5.788987135407451,140.626338162458,A,0
Mexico,E,E,A,A,D,E,C,A,107.45244288381421,-35.15975368490075,A,1
Brazil,D,D,C,D,A,B,E,C,-53.65321430621446,-164.1093662485032,A,0
India,E,B,E,A,E,A,D,C,-32.82822922964838,-66.39846370860319,C,1
Germany,D,B,E,D,D,D,E,D,-47.42251491660222,-97.07424209433448,B,0
China,D,C,A,A,C,A,C,C,-62.36469198075499,19.680898668527536,E,0
Mexico,B,E,B,E,B,D,B,B,14.04754688277314,79.5626816328763,C,0
UK,E,B,D,E,A,B,E,C,-26.725450420382707,-200.7857595900633,D,1
Other,D,E,E,D,C,E,B,A,-98.99945542988836,-145.46060277671066,A,0
UK,C,B,E,A,B,E,D,E,63.50841169197356,93.02452486889139,D,1
Brazil,D,C,A,C,E,C,E,C,212.99078959922943,119.25058327046865,D,0
China,B,D,C,E,E,E,B,B,85.04694523051351,-101.85103828770504,E,1
India,D,D,C,D,C,E,E,A,188.13223873969284,260.3980546927128,A,0
India,C,E,B,E,B,C,B,B,93.16872715465688,-57.50293747039159,B,0
Mexico,E,C,C,C,A,D,A,D,78.42854318103524,53.77951626201416,E,0
Germany,A,C,E,B,E,A,E,C,86.37789815725854,175.95139371770358,D,0
Germany,A,E,D,C,C,C,A,D,-135.9898466742715,-5.189534619442546,B,1
UK,E,B,C,C,E,C,E,D,18.82450424965484,138.8836412634229,D,1
India,B,D,A,C,B,D,D,E,7.10163522890699,-96.72475574159616,C,0
UK,D,E,D,E,C,C,C,E,36.739136282499366,39.82214672857754,C,1
Germany,E,C,C,E,B,D,A,E,94.03073005627763,-58.551755349993904,C,0
China,A,A,B,C,E,B,D,E,188.18947825231632,-230.86078041420257,D,1
India,C,D,A,A,B,E,B,A,0.583675264237785,-103.72799673897578,E,0
Other,B,A,D,C,B,C,E,A,78.69797144383226,-23.821359374730804,B,0
China,D,A,D,E,C,D,D,E,3.4922354459398037,26.106007963977707,A,1
Brazil,C,B,D,E,D,B,A,B,-127.03421985987038,123.27947902337084,C,1
Brazil,C,C,B,B,B,E,D,B,-45.22639288064328,-81.60004739893364,C,1
Germany,D,B,D,B,D,C,D,C,-63.35588135647142,-50.961597689755024,E,1
Mexico,A,E,C,D,C,A,E,C,-84.27279322722134,-117.30358861870182,C,0
Germany,B,E,C,A,B,D,E,C,3.723165009155675,138.83700439901716,A,1
Other,C,A,D,B,D,A,A,A,-8.498244447545884,-93.51371955247357,A,0
Brazil,A,A,A,B,A,B,D,C,-49.69235699715263,72.49614207153195,B,1
Mexico,A,D,B,C,C,D,B,C,-78.18649967080162,-68.82279881834108,C,1
Other,E,A,E,C,E,C,D,A,-15.60057635682429,218.71142843987624,A,1
Mexico,C,B,B,B,D,B,E,C,43.20103111219853,98.1367452980503,E,0
China,B,A,C,C,C,A,C,D,90.8880951989064,26.302703020478535,C,0
China,C,D,C,B,E,C,B,E,-133.6829162387778,-55.64981489509208,C,1
UK,B,A,E,C,B,B,A,E,-57.74094649812059,-123.04064583251895,A,1
Brazil,C,C,A,E,E,A,E,D,-296.85901976173284,-270.05812542446245,A,1
Mexico,C,D,A,C,E,B,A,D,-134.32995879365993,-121.89955897274405,D,1
US,B,D,B,C,C,B,B,A,-7.253266012262892,59.14338966274264,B,1
UK,D,E,E,A,B,A,D,C,-190.32735826183236,102.58393875949568,C,1
Germany,B,A,B,A,B,E,A,E,-17.744180674333236,35.168255614389835,E,0
US,D,E,A,A,A,D,A,B,63.96563295063593,-32.56323274202846,D,0
China,D,B,B,B,A,D,E,B,-11.64981261127458,32.781321949304534,A,0
India,C,E,B,E,A,A,D,B,18.8385697624607,-128.21512710542385,A,0
China,E,A,D,D,B,A,D,E,36.78623135486405,132.35176872411154,C,0
India,B,A,B,E,B,D,E,D,-41.915716028736554,24.960659340488593,A,0
China,B,C,A,A,B,C,C,B,101.13145005245458,-72.65923991193546,B,0
Germany,C,A,B,D,D,A,A,C,-94.27938443158091,-45.96143190599917,E,0
UK,C,A,A,B,A,D,C,A,-86.20192382868854,-69.51260209118479,A,0
UK,A,D,D,A,B,A,E,B,-31.364512642168606,1.428173482478123,A,0
Brazil,A,A,E,D,B,E,E,C,14.880540452681695,-78.45201055047923,A,1
US,C,B,D,C,E,D,E,A,7.382413566339016,9.635092736175592,A,1
Germany,B,C,E,B,B,D,B,E,-26.493839150875303,4.498195238551014,B,1
Germany,A,C,E,B,B,B,E,B,-203.8461056836538,-122.73484218462889,D,1
India,C,A,A,E,C,C,B,A,-51.48029689717979,51.815469529156964,B,1
UK,B,E,B,D,E,D,E,A,-31.94520681504709,150.84471054316367,D,0
China,A,D,A,B,C,A,C,B,-69.5556856993172,163.3264776886679,A,0
US,A,D,D,E,D,B,D,C,91.7409435854011,73.21488839072326,B,0
UK,A,B,A,A,A,D,C,D,-15.993526825034648,37.31262987719119,A,0
India,C,C,D,E,E,C,B,D,156.6488309950301,58.82464795158212,C,1
China,E,D,E,C,B,B,A,D,56.41623045104791,70.05381479320165,B,0
Brazil,B,A,E,C,D,C,C,B,56.2090775131266,38.26709209618583,D,0
China,B,C,A,B,B,C,B,C,-123.49146738634764,-62.820085851950516,B,0
China,A,C,A,B,A,A,D,C,-2.301612719526129,-31.348199440530493,C,0
Brazil,C,D,B,C,E,D,A,C,-52.47492824141187,7.4147949502537145,B,0
China,A,B,C,B,A,E,A,C,-12.637679472118549,-30.844339313204618,C,1
Brazil,A,D,D,D,E,B,C,E,49.14447791101079,102.85281854973796,B,1
India,D,D,A,C,A,C,C,B,46.45967700680424,159.28305325339923,A,0
UK,D,B,A,E,D,E,E,E,53.71108797518982,12.397014436690176,E,1
Germany,D,A,E,D,B,A,E,E,58.11221536751997,38.10297797716006,C,1
Other,E,A,E,D,A,C,E,C,-23.806700136229267,-22.153232161203302,E,0
US,A,E,B,E,A,D,C,B,10.839225118631479,-195.45163757668874,C,0
China,B,B,C,D,B,E,C,C,-69.35450063756417,11.42323364853189,C,1
UK,B,E,C,B,E,E,C,B,-28.695703275525332,64.14547526215041,B,0
Other,A,E,D,C,E,A,A,E,-72.01238971379749,76.83669538478843,C,0
Brazil,B,A,C,B,C,C,A,C,161.73901200577316,65.05589432845301,C,1
Mexico,E,A,B,C,B,C,E,A,59.611089116301855,127.84543000542799,C,0
India,D,C,B,B,D,B,A,D,18.42269057650558,-129.7332867381875,E,1
Brazil,B,D,C,D,E,C,C,A,143.19972025419654,130.10750521509914,B,1
India,C,A,D,E,C,A,D,C,-117.44727666582888,164.75384314857357,E,0
Germany,B,A,E,D,A,A,B,D,-23.680448938887814,208.03108563998455,A,1
UK,C,C,D,A,C,D,C,A,-175.50632645574842,24.30476229193444,A,1
Other,E,B,E,B,C,B,D,C,95.90212309781046,188.2722882554039,C,1
UK,B,E,D,D,A,A,D,C,-28.282252809293745,-41.83384055552144,D,0
India,B,C,E,D,D,C,D,B,-14.871683796377077,-76.46125647969146,A,1
China,B,A,C,B,E,A,C,A,-161.26190274415225,172.83717654384415,E,1
US,A,C,E,D,A,E,B,E,-67.17804423810144,75.8501588200342,A,1
US,A,B,A,B,B,E,C,A,30.330071985687233,41.855852689969524,C,1
Mexico,D,E,C,D,C,D,A,C,45.75346243893771,-110.59719772000732,B,0
China,C,E,D,D,D,B,A,D,-58.25048192353568,133.2482155208894,B,1
Mexico,E,D,B,D,B,A,A,B,131.88609507762945,105.61721441673073,D,1
UK,D,C,B,B,E,C,C,E,-56.19251991109658,-100.99269900647849,C,1
Mexico,C,D,E,C,D,E,A,B,51.36596351013784,195.05831410551707,B,0
Mexico,D,D,B,B,C,C,D,D,-48.75416309794723,15.092578423553405,B,1
China,E,D,A,A,C,D,B,C,-160.70632572991622,12.769806327949526,A,1
Mexico,E,C,D,C,A,C,D,E,55.303917216780654,37.157413293805114,A,0
India,C,C,E,D,D,B,A,B,14.375000595468995,-162.32027907932616,E,1
Mexico,C,A,C,C,A,D,D,B,-98.94927885602719,-146.0126979274219,A,0
Mexico,B,A,A,E,C,B,B,C,-113.12262695119881,0.8011093043116049,E,1
UK,A,B,E,A,B,B,E,A,36.91117346721993,-174.26864134883922,A,1
India,B,D,C,D,D,E,C,D,-113.83131774826687,60.47662234191168,E,0
UK,D,B,A,B,E,B,C,D,-5.885152833464415,-122.47567720096416,B,0
Germany,A,B,E,B,E,E,C,C,-70.15993112475762,-1.202636626100748,A,0
India,C,E,D,C,C,C,E,B,-15.970623636682516,-26.89467418202886,E,1
Other,E,C,E,A,B,D,A,E,24.994659380866043,17.917315981738945,A,0
China,A,D,E,E,D,D,C,E,8.069802687691459,119.21637483062159,D,1
US,D,C,C,E,B,A,D,A,190.4548930540519,70.88594812042246,C,0
Brazil,A,C,B,D,E,B,A,E,60.33401024820999,14.884513482471442,C,0
Germany,D,A,A,A,E,B,D,C,-133.05980997683346,-11.368508221278747,D,1
China,D,E,C,B,D,C,C,C,-6.753593343465923,-99.38358024776181,B,0
US,D,D,B,D,B,B,E,B,-79.37875712818446,107.40372180598669,B,0
China,B,A,D,D,E,B,B,C,-151.6068850002763,24.326854625842522,A,0
US,D,B,E,A,B,B,B,A,-158.99348297689443,108.20818447560967,B,0
Germany,A,E,B,B,B,B,D,A,-66.1492240187759,125.776604974389,E,0
US,E,A,C,C,D,C,A,B,94.67167126385588,-43.05298153500463,B,0
UK,E,C,D,D,D,D,E,B,-17.549993966104186,-87.21148615634628,B,1
Mexico,A,E,D,A,E,E,A,D,-55.03452433473831,57.390094706836834,D,1
Brazil,E,E,C,E,D,D,E,B,68.15469231196887,105.94846748661332,B,0
Other,D,A,D,A,B,C,A,B,-3.2643809404613444,97.34042869229393,C,0
US,E,A,E,B,A,E,C,D,-89.5031650705525,-48.6073237186824,C,0
Mexico,B,D,A,A,A,C,D,A,-150.48382304968322,-168.99830197713922,A,1
UK,C,E,E,A,D,B,B,A,94.95983698281064,36.18123980711299,D,1
China,D,B,C,A,D,D,A,B,167.81080029313887,87.83601100099794,A,0
US,B,E,E,C,E,A,E,E,-4.603158271960792,-6.373702094423749,E,1
Germany,D,A,E,C,B,A,E,C,-69.82034541958255,-107.50835365045961,A,1
Germany,B,D,E,A,D,A,D,E,142.00246253978207,76.64980069744288,C,1
UK,B,A,C,C,D,B,E,C,6.838692686659972,-42.941793832458316,C,0
Germany,B,D,E,B,A,A,D,D,12.634230828278131,27.853411344247437,D,1
Other,D,A,C,B,D,D,E,D,-10.748470712360817,-82.36296746621635,C,0
China,E,A,C,A,A,B,D,D,68.14440796343553,108.07086242881321,E,0
India,A,D,C,D,D,A,B,D,58.232735335105716,138.79729038123565,A,1
Brazil,C,E,B,D,B,E,D,E,-73.74367173405088,83.64583704376652,D,0
Mexico,D,C,C,C,A,E,C,A,1.82979978217133,11.407341063046616,B,1
UK,E,E,B,E,B,C,E,E,74.43693397043243,-79.73699047466744,E,1
Germany,C,E,C,C,B,C,A,C,44.56965098462985,-58.66613822953081,A,0
India,A,E,E,B,C,B,E,D,-79.92916058162993,140.75382653174964,C,1
UK,C,A,B,C,B,B,A,C,-2.7486675917638754,-36.25364480620064,A,1
UK,E,B,C,D,D,A,A,D,176.76826456788828,164.66903023674396,B,0
UK,D,E,A,B,D,B,A,D,-85.91922460795062,-58.8239412403759,C,0
Germany,D,D,A,D,C,E,D,E,217.06295227927805,-76.3905044420665,D,1
UK,D,D,D,E,C,D,C,C,-161.55555171693143,81.6811531884391,B,0
UK,A,A,C,B,E,C,E,E,30.654084259425186,0.970292685732597,E,0
India,A,E,A,E,B,D,D,C,-144.7769040668592,23.906933214218828,D,0
India,C,A,A,C,C,A,A,D,-168.45766945163356,-11.02245910712947,D,0
Mexico,A,E,D,D,A,D,E,C,92.79079849004962,8.29735763493901,B,1
Brazil,A,A,E,A,D,B,C,B,21.557728643040434,-40.11895393246027,A,0
Mexico,B,A,E,A,B,A,E,C,-10.929872087728931,-124.43282069368273,C,0
Brazil,C,D,E,B,D,B,C,D,-230.74046765417063,146.45191769136372,A,0
Other,B,A,B,C,B,B,E,B,-95.39793848237188,62.00636460063765,A,0
India,A,B,E,D,A,D,C,E,-80.26652303609029,-142.84981633419537,A,1
Germany,C,B,E,E,E,C,A,E,41.283257355863704,9.769912703119932,C,1
UK,E,D,E,E,B,A,B,D,103.62226623042386,7.535051279436498,E,1
Mexico,C,B,E,A,E,A,B,C,-28.484998010253005,62.0383348132696,A,1
Brazil,E,B,E,C,A,B,C,E,33.66085332257839,-103.21378550112348,D,0
Other,D,A,A,E,D,A,D,E,-53.0075773972619,-84.37400349597333,C,1
Mexico,A,C,A,E,C,E,E,E,-104.36507715681851,147.16528435818,A,0
Brazil,D,D,D,A,C,A,C,B,69.75216959538575,-100.53797545497784,B,0
UK,C,A,A,D,A,A,B,E,-110.93780463787598,156.7333368124028,C,1
UK,A,E,E,C,A,D,D,B,39.053880341512205,21.65891756837962,B,1
India,E,C,D,D,B,D,E,C,-32.41426280236238,97.68804869850418,C,1
US,A,D,B,B,B,C,B,B,106.2927079844076,-3.0172220467414146,E,0
US,D,B,D,C,B,C,C,B,29.6014498842595,-0.9223000143658224,C,1
US,D,D,D,A,E,D,E,B,-89.928179619601,45.60265020772982,C,0
China,D,B,E,D,A,A,C,D,-1.9121957356566095,48.92818673915362,A,1
Other,E,B,D,B,B,A,A,D,-107.9607071272119,-112.11991057771769,D,1
Other,E,B,A,B,A,E,D,E,-135.80323692315346,43.54653173824491,A,1
Mexico,D,B,E,E,E,D,A,C,96.96111759943844,196.72366430535914,C,1
China,C,D,C,A,A,C,C,B,22.40516757335285,-144.52780265429263,A,1
India,C,B,C,D,A,D,A,C,-80.01438179999776,-65.16971154209332,B,1
US,A,E,C,D,B,B,E,C,-77.34148844735833,-23.13861792639198,E,1
China,E,C,B,C,A,A,D,C,161.62118619345932,124.33795587826847,A,1
Mexico,E,C,B,E,A,B,B,C,1.0812323982135026,-115.49244732024636,A,0
UK,B,A,E,E,D,E,A,E,168.61036534923554,147.91095182461004,B,0
India,D,D,B,B,E,D,C,A,23.47951520138383,-22.391973201205957,C,1
US,C,B,C,A,C,A,D,C,42.73500558432286,13.294399878977096,A,1
US,D,C,D,B,D,B,B,B,93.9289282547891,-48.94349497557107,A,0
Germany,D,C,A,A,B,E,A,D,139.49363740330472,-103.3568159783841,D,0
US,A,C,A,B,B,B,E,C,-0.3369031377178584,26.827113196322237,A,1
China,A,D,A,D,B,A,A,C,-85.99306696937276,57.7013159424167,C,0
UK,D,E,C,D,D,E,D,D,-107.28782826996301,-144.77621546757524,A,0
US,A,E,D,A,A,A,D,A,-97.68994289054072,-57.168686590973394,E,0
China,A,B,A,B,E,E,B,B,-69.65130556240145,-112.89475183429347,E,0
Germany,B,D,B,B,C,B,C,D,-123.22302902312366,202.87491908863453,A,0
US,D,B,C,E,C,C,A,E,85.61305356973851,96.58085640053274,E,1
Other,C,E,B,B,C,E,C,B,-38.21362892274256,15.488428843380886,C,1
UK,E,B,A,C,E,A,C,A,6.19085039794752,102.20751352485327,D,1
China,A,D,C,B,A,D,E,E,-4.334861579107407,102.72191753948677,E,0
India,A,A,D,D,C,C,A,B,88.51473631054616,18.394062491560753,B,0
India,B,B,D,B,C,C,C,A,41.903283668913424,-99.18815246078219,D,1
US,B,E,D,B,D,C,D,B,51.51276838978711,-32.456858701293655,A,0
UK,C,D,B,D,A,C,C,E,-167.2043818733978,79.77157968590181,E,1
US,E,A,A,D,A,C,C,D,-219.1472413422298,6.826960633305526,B,0
Brazil,E,E,A,C,A,C,B,A,-18.868029847963214,-74.91139830312585,B,1
UK,B,D,A,A,E,C,D,A,120.24621620356022,132.25219818849135,B,1
UK,E,A,D,B,D,A,E,B,71.16656504654382,61.78042291674212,E,1
Brazil,C,B,D,A,B,E,B,C,-143.99720852816102,28.64106291204593,C,0
China,A,B,E,C,B,D,E,C,-11.29937476579867,-189.14261180815961,A,1
UK,C,C,E,B,B,B,C,B,-20.165596930107903,-4.759237391694468,A,0
UK,E,C,D,C,B,E,B,C,-1.2927031853022415,54.18389198359079,A,0
Brazil,B,A,B,D,B,B,D,B,77.12747177815447,63.91716289975987,E,1
US,A,A,D,D,E,E,B,C,-17.453037851181683,9.142791977299552,D,1
Other,D,D,C,D,D,E,B,B,33.88764086608158,-31.773903426814442,A,1
Other,D,A,B,D,E,A,E,B,-48.88595234298821,6.875456277623076,D,0
Other,C,B,B,E,D,C,E,B,53.01815949329294,-93.97893031700154,B,1
US,B,E,B,A,E,C,C,B,1.0039529933483813,-126.85956494968316,A,1
Other,D,B,A,E,B,D,B,A,123.20332779362064,75.10265793755016,B,0
India,D,B,C,C,C,D,E,B,-153.571360420707,113.1163507130492,C,1
China,A,C,C,C,C,C,A,E,68.91279052311225,27.85443135398405,A,1
China,C,E,C,D,C,B,C,D,91.25365332867011,-24.165699698186923,B,0
India,A,C,E,B,B,E,D,A,-40.9248427932077,-11.308575683031147,E,0
Germany,A,B,D,E,B,C,B,C,50.90945196430686,61.08847440753461,D,1
Brazil,E,A,B,E,C,A,A,B,-116.29794047203299,136.38049189725172,D,1
China,C,A,E,D,C,A,E,A,-24.64917857007285,-233.28955373406188,E,0
Other,B,A,C,A,D,C,C,C,7.986045797845175,196.7785062709545,D,0
Germany,B,D,A,A,C,D,D,D,171.58977732883315,24.385875395853088,E,1
Germany,D,B,E,C,B,E,B,A,55.58932985484911,-18.056912124881627,E,1
UK,C,E,D,E,A,E,E,A,60.12097763556413,-31.269598333474736,B,0
India,C,C,A,C,B,D,C,C,-72.47685570230179,124.92648964685596,D,1
Mexico,D,B,E,A,A,B,A,B,-40.75260922266462,82.6901279248251,E,1
UK,A,D,E,D,E,A,A,B,-112.21197016009295,-153.18968193292682,B,0
Brazil,B,E,B,D,E,D,B,D,-107.49867024740311,151.8216542426272,E,1
Brazil,B,E,D,C,C,D,C,E,-88.90866142581274,-82.76259494838118,E,0
Mexico,D,A,E,C,B,A,A,B,103.21311137482748,168.2540692571214,D,0
UK,D,E,E,D,B,C,A,E,31.142285994449797,19.804431105803957,B,0
Germany,C,A,E,A,D,B,C,B,124.48804044019806,168.3827742193828,E,0
US,C,C,D,E,D,C,D,A,-10.017068353009654,-87.8129721057578,A,1
India,B,E,C,C,E,C,C,A,84.91024118277576,-70.15688771728242,E,1
US,C,A,A,C,E,E,C,E,-129.9791984257448,-61.4033877353548,A,1
China,E,C,A,C,A,C,A,B,-52.988782045954906,-171.00790108407406,E,0
India,E,B,E,A,A,E,C,C,-71.1925624864768,-108.32600674034039,B,1
China,A,C,D,E,E,C,C,A,-40.54621536571948,-90.51384620755552,E,1
Brazil,C,E,D,B,D,C,D,A,21.492524379581507,82.78804947847937,E,0
India,E,B,E,E,B,C,E,C,-25.440922864909044,-117.2346622655227,A,1
Mexico,A,A,E,C,D,B,A,A,34.180219094302444,165.93620513444057,C,1
US,D,B,C,E,A,D,E,C,-69.00932116423405,-107.38564715949157,A,1
US,B,C,D,B,B,B,A,C,138.61330386732166,121.41107476307562,A,1
Brazil,A,E,C,C,C,D,C,D,-21.593094639707676,58.78120841240042,E,0
India,B,B,D,A,B,C,D,E,-39.15083499207125,-60.09733083298562,E,1
Germany,D,A,B,C,B,E,D,C,-9.141342833025604,-48.069526350067854,C,1
India,D,A,A,B,A,B,A,E,9.566516953091183,-101.84087915287027,A,1
