Gender,civil_status,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Non-binary,Widowed,Muslim,D,-58.813583742537176,91.35077969271009,C,81.49045720419235,7.155761363530333,120.43404074921229,B,-3.9469069222943283,E,-14.25880493189609,-57.382865254155625,D,A,-111.16990183223471,24.951010824165397,-37.622011521834885,0
Male,Single,Buddhist,C,-36.288160755357595,-48.351420352692784,E,-20.06806614945485,-60.470463750586134,28.709057690427723,B,90.44562279531996,A,104.2770937222678,-92.73672900571917,B,C,41.09422531609027,-59.664437421205264,-182.7722665547893,1
Other,Widowed,Buddhist,C,-97.08454126275427,97.54152412421655,C,169.04867557371918,142.18422645886858,247.73571080469924,C,105.45349505379926,D,24.770744199226517,9.07242916822169,A,D,85.59721146097341,28.133617808896382,-36.61810841061875,1
Other,Married,None,D,-164.62072929068307,-202.363381910514,C,-82.31526816661197,81.78453539021585,-157.79162960202348,D,90.48131837880169,B,-20.492791910075525,-10.726816777083963,A,D,41.52836703727371,-169.1879084045955,-12.439391368973867,0
M,Married,Muslim,A,0.028705288794779453,130.33319270857416,A,102.40318330516887,150.26120619789924,-78.72197406224818,D,-11.66539219475633,A,36.980122371413984,-6.6077392866770195,D,C,-131.86040847364694,-38.85574874531056,-29.47708611139404,1
M,Widowed,Buddhist,B,-89.45182811367746,145.16739912608452,B,-70.36915300394115,-14.978910672222275,78.32879394683752,C,63.70203017845403,E,-58.314501298354585,20.522899976926453,A,A,119.73523715827805,39.40499239881876,-11.871560000718242,0
Female,Widowed,Hindu,B,124.00702809365407,47.19424451183294,D,-114.10615246704494,-82.65754252633457,86.61321310271728,B,-133.77818593541173,B,-72.51399618554669,227.33436948002804,B,A,101.82724308825793,6.867642042267577,131.8685612967037,0
Female,Divorced,Buddhist,B,-194.1621109116932,53.033943792636215,B,43.39250996841743,-11.208326070110836,111.99354945315194,D,-28.825972874667986,A,94.2425127919424,-15.784818597438624,B,C,12.986091687936744,-49.26827402071939,-7.2712174734875745,1
M,Divorced,Jewish,A,40.287305539688425,34.057537298302734,D,2.240040653952401,73.42943514215723,-141.16308578856143,D,-0.4485685687620599,D,-38.700332911536556,-208.45137263108384,B,B,191.64555017637255,-109.76495779936128,-128.75635955520713,1
M,Divorced,Other,A,99.05328421707809,-20.651889635049788,E,35.33920220212136,147.0128760373831,-275.8442155443769,B,84.21367242397413,C,-1.4493846077159107,-39.6631152035192,E,A,-97.92375176158059,85.53810539801773,-219.54587311800947,1
Male,Widowed,None,A,-122.0769833910546,-26.547511346001873,B,31.765851727818934,-187.27620605345166,86.3734132187787,C,145.6994550622705,D,-148.4252335178719,-9.089410632199835,D,E,120.48434157204507,164.86219449716486,19.557172805518082,1
F,Married,Hindu,B,-153.85693433507396,-126.75750549847326,C,56.57602304349262,46.789328946273336,-40.610164957184224,B,61.094920084846024,C,89.18397514491632,45.50043879773143,C,C,-34.31179896448119,-215.6518152987111,12.094589748852771,1
Other,Widowed,Christian,B,4.4037810220045515,66.00291924225627,B,-103.3670300508019,104.5988203288356,106.14840307971316,D,12.701305942597745,B,-112.37340494036019,42.75380321062956,B,E,6.928509036715382,85.78334154080348,24.066333144772,0
Non-binary,Single,Other,E,63.976214837810716,-73.13890994572738,A,53.589591723744114,-47.52752967253609,151.0553050172328,B,-211.66228433811511,B,-80.075177545777,260.8273956854163,D,B,-111.95846878988777,64.63299945219094,-158.06455202812802,1
Other,Single,Hindu,A,199.13742142100705,-18.557684839679442,D,8.40440752103572,49.592634136930926,46.02300021975541,A,21.003214701355915,A,-108.83547894842206,164.13838423425148,C,A,73.41027066976731,-73.78715299827019,-121.91082383877384,0
M,Divorced,Buddhist,E,232.02886121906056,-75.5772285570535,E,-27.25395665844706,-156.0397549683746,162.89215982743315,C,-97.05188447710982,A,45.14265158587779,31.75325471445376,C,E,-40.95932665508338,-47.25183450639137,-273.5612616422782,1
Other,Single,Buddhist,E,-38.95278854395093,-9.147580757982347,C,2.1271970724296407,105.28661492891578,109.19739905059411,E,84.6380135704715,B,-127.53625617114712,109.45850118519583,E,D,43.03008170349256,-81.08618017162466,-27.815673754294522,0
Non-binary,Single,Other,C,-228.48211116355625,-51.36902249105416,D,100.97851395062303,42.860037456667165,-53.09366956893912,C,125.58526069722349,C,112.83096520302387,-11.382679884906883,E,B,68.00033998306955,-69.27159293625395,-55.78809701827294,0
Male,Single,Christian,D,-35.8559108409427,52.49304260144885,B,-112.7706597808354,69.08614992987977,-19.593859369636515,B,-110.10910739115167,C,65.54198983848643,49.375183689511616,E,C,-64.18475939234784,112.98317935108797,-35.769748356136745,1
Male,Widowed,Jewish,D,11.201967803124742,-143.82545957427385,B,130.29100007706842,-51.52368604238743,-50.07819271226101,B,-3.3667553779869066,C,38.016275128056364,-10.111667191159842,E,C,-50.984900702348746,35.6187238757115,131.92399185834057,1
Non-binary,Widowed,Other,E,100.35639793998602,-163.64098983675572,E,34.57793702731009,-48.767840913643134,-54.81002721289132,A,114.77500732419632,D,3.7719249767013907,-51.01261629852125,A,B,-156.2528385458319,1.348201298582044,232.40014223661058,1
Female,Single,Muslim,D,86.1765674713449,-32.45662943792059,B,179.64625531950384,139.8479069959369,-50.93031601933432,C,-9.99999845077832,B,41.568420842713294,-103.49163315362877,C,A,112.07646215842209,200.88232492723398,2.7090129862179757,1
M,Widowed,Muslim,C,135.21825127060026,234.69441581030003,D,87.81278884116952,-159.6367719973778,-88.27166438383908,A,-150.9445221597958,E,-41.51933655376483,-184.41936138214413,C,E,-5.715541102499065,-128.82975383849654,-4.61828221242406,1
Female,Widowed,Christian,C,47.661345759085144,27.086625142466403,D,17.468295682365085,-231.18261872466817,151.94367702888542,E,-50.57413043627438,C,204.7624916824916,-64.65652814795291,D,A,146.6072329447331,96.0668623816262,46.24632069488345,1
Female,Single,Muslim,D,-109.9868566364535,-135.7742979890176,C,151.31663759212753,-153.34808246269475,-98.29981021651345,B,-26.446291940011786,A,0.1501171712525774,-38.102194697414895,B,D,17.84359986094548,32.99540440019467,-58.79044991125954,1
Male,Married,None,D,-99.1497476912542,163.9087593116781,A,-47.9016240639704,105.98348716932516,-30.46136881079994,D,105.81353059303984,D,57.7654509942883,-132.44724630445285,E,E,-213.71266903368152,-50.82608411394107,40.11727428726874,0
Male,Single,Jewish,A,83.23538702926135,106.80427723920248,A,130.149435597404,-29.266859531621176,78.49809448140972,D,-39.662385888435225,E,91.35863889832076,-36.096923371012515,D,A,7.451433875260019,-132.9191390660082,-266.06417097866296,0
Female,Widowed,None,B,-76.03286118536583,-39.034713651173284,D,85.76185609461243,-88.15163566721725,68.37885374438366,E,74.58871489561297,E,130.57944988894675,69.0649291488848,C,D,-30.901134283485337,-86.30070652093768,91.53251745936187,0
M,Widowed,Muslim,E,-18.689268928992377,18.4313179276079,C,158.73191303787848,1.6709891771276157,39.78148627045609,C,-6.437147498637199,C,123.38308754363491,-54.765408504464055,D,C,142.50133442494322,-159.31507377342948,-69.5480063302647,1
Female,Single,Muslim,D,39.40515596073157,93.85134217139056,B,173.84922745897973,-84.5520436884487,-323.15103046595027,D,114.5681105618308,C,-75.8926319933069,-56.79754404560451,A,E,-20.792569229393315,44.01695080744419,42.646646607899584,0
M,Divorced,Muslim,B,74.44052774232645,-100.88078504282925,B,60.90807742548472,-50.57676155361074,160.31626201838617,A,77.9165120337008,C,-135.5020980917494,-142.28444737348866,E,A,139.74637651825563,139.92575317487083,-25.732153710814043,0
M,Divorced,Christian,A,116.56386741415261,47.85614185772197,B,51.18340580794859,127.15464407665561,-81.45310054693279,A,-60.78045276635563,B,-11.048559964871467,74.43730733082626,B,E,58.7995713398646,173.16714658049145,203.31666091741073,0
Male,Single,Jewish,D,-29.903738871153525,308.8426572988333,D,-29.754692970666024,167.84680638286758,21.371610515703495,B,218.4833617010077,B,32.479530382620666,142.7022966137279,C,D,-9.681235202716357,130.81745592758875,105.74620156867,0
Non-binary,Divorced,Hindu,C,66.16499648451091,81.33601533391735,B,-54.59180320653192,18.20683809046378,57.53784106605746,B,-43.18395594594494,A,30.897802173159132,159.2211878139713,E,E,-106.58466138864911,72.16387806302538,-48.78523836217312,1
Female,Single,Hindu,D,11.605944522065666,34.04684633175462,C,-175.62373725937755,218.09112457820174,-15.423281592428992,E,37.68222664452306,D,205.58070499453348,-41.317349369016284,C,D,209.72012389516723,73.22057067697364,-65.61760737223868,1
F,Married,Other,B,-16.825811315159612,-10.1330662510639,B,-64.27217539836244,-247.91948789530971,91.5882391974141,C,65.06821044958592,E,192.9346418247665,230.6424176566734,A,C,43.90948663234223,84.76378543198366,-43.79625229529527,1
Female,Divorced,Buddhist,A,-47.15607157739865,165.04970515854012,A,-52.49263204555044,0.3945158154180648,-43.24125282156741,A,60.703877210405665,E,-161.70873416581398,-6.7858856268503285,B,A,-271.5819702947423,136.85661895932842,-15.415314889596326,1
Non-binary,Divorced,Other,E,-73.15142030625303,-45.584273426045954,E,108.32021395613603,-47.67258022798146,2.520397865348382,D,86.21359450994215,E,-185.18290337992627,-36.10442972432384,D,C,-114.37514117546421,-69.69087299763314,-158.7211528678841,1
F,Divorced,Jewish,C,56.49631538210406,37.61071660699444,B,89.44392909648593,57.37251721427846,109.94038665174261,D,-152.38739046404453,A,34.563587596243025,181.351663254225,E,E,114.73020528948885,62.0354181825382,-35.26991990916663,1
Other,Single,None,E,-104.3639194084631,39.20018459157013,E,26.02833806707901,67.14504520367754,48.75702313659913,B,143.7312046612558,B,-48.1734399994492,13.881176502903706,D,B,162.38384594759293,150.92181323050198,70.78015025605644,0
M,Widowed,Hindu,A,50.468367162103,-214.06353570959573,D,90.32380445607275,77.7937600233189,-52.27210433085302,E,149.57486833419563,A,98.61305733578047,-27.142974235174393,C,A,-117.88586697564698,-16.74068474778447,-20.794232690233606,1
Non-binary,Divorced,None,C,-57.49494539355132,-203.857480557018,C,29.242579215598386,1.515898268193795,78.38141221280492,B,-71.6684015541798,D,59.542089684597855,66.97392275875505,B,A,-99.5686262616371,30.214777380253405,-159.83440320782293,1
F,Divorced,Hindu,A,-121.6468001313467,12.603292676790122,D,-83.61264350499815,-61.90220908704036,-48.66393538949358,A,1.673747820441333,E,125.50178574751625,64.39808105337484,A,B,-56.67585955664899,-242.65705813801324,-260.20064240916173,0
Female,Married,Hindu,A,156.97469982721498,91.71596688825751,D,-5.195300497525021,-123.41294233924687,-160.583721927012,C,143.96303780105535,B,48.498724541159824,-90.16853121525557,C,E,117.4985360018244,28.024203398838164,-74.67851792742505,1
Non-binary,Married,None,A,64.07462415127594,-10.849134906430697,A,3.7727570009583746,93.86215103309331,-11.35549855037709,E,64.6846352109423,E,33.88571830195494,-8.55400666764236,C,D,100.53321825034797,-220.02547040233728,102.8731937281524,1
Non-binary,Widowed,Christian,A,38.696869016981566,65.14987062852212,D,-122.25653102155579,104.70078233287812,-43.69474161273062,A,-21.01051018088112,B,-198.31814055162914,26.012064883030583,C,E,-90.23793923352834,7.857031497499076,128.63665096842058,0
Male,Married,Hindu,A,-21.990241458704567,129.501947188389,D,81.50672661642402,86.59693644040676,-155.16636361947548,A,58.381887562841094,C,-36.67249120915671,45.769177799126275,E,D,-72.98140571930143,-65.21931941993773,59.384134104899324,0
Non-binary,Divorced,Christian,A,25.50014757804005,-40.491801409018315,B,-140.2807838332635,-110.5723335756743,-112.00411857757413,A,62.4291821081013,D,-110.41382602913343,111.94183388645243,E,B,67.71982235279835,27.481129076140633,187.59078355411202,1
Other,Single,Jewish,D,187.09197158739988,-9.233687053253002,B,155.48647890654357,-3.3755084799444224,-62.046098420078245,D,-18.78891622058151,A,-77.65170347663609,18.853348973758948,E,A,68.56546968414206,-33.74543210109696,149.82531900347064,0
Other,Divorced,Jewish,C,23.207464947460927,-65.20271131905567,D,-167.7162350338827,117.52214513532115,-61.489617760981275,B,42.68888176030657,C,46.15329130823871,50.77840941180508,E,B,-209.89300556419343,-117.77572716708356,36.74026939036863,0
Other,Married,Muslim,C,17.838846700529125,-128.45301624239178,C,-203.5174575615473,19.996471816935944,2.927418985073759,D,-132.71314147657307,D,-123.40704242718736,236.31049967490915,D,E,-139.3394180886551,-1.6537044243730998,-4.299438410654434,0
Female,Single,Jewish,E,18.082043178768075,-83.58607505671011,D,-50.07122348633589,-96.19507386782553,192.41284840155072,D,44.25822724532033,E,-156.42836172160065,-55.18760956507912,C,B,33.66257985868305,-26.268053744563808,-63.64406724370949,1
M,Divorced,Hindu,A,27.869836883361387,-60.81976097267619,D,-46.827029392760814,-68.81753064926879,-110.28637478852097,B,-73.84758763452535,A,-124.55867413058269,-156.56626234514218,E,B,110.47622581179574,102.41974807111438,98.71592751303953,0
Other,Widowed,Other,D,-35.00664893676865,97.50830494079298,D,-27.803643984020752,42.54003109331504,91.92342769614517,A,17.927914972178005,E,-111.51037734342522,41.70576576451342,B,D,-53.00240206573683,-42.83938063720531,35.164215171491236,1
Male,Divorced,Hindu,D,199.19214990111763,-131.09221538677173,C,-7.698802687998252,-27.2725788032292,45.1252219327988,E,-144.05438328935236,A,45.10656597637802,-231.620116970461,C,D,63.74718023729119,-19.330654589595014,-59.4643351565777,0
Female,Married,Hindu,C,97.90646340396027,-164.6423443667619,D,-152.7906129503689,112.3703143277758,-76.84953399646184,B,-80.89060677627266,D,-46.011323781017836,-84.2321606955226,B,B,35.74990689887933,-23.29230282529128,51.91275025701003,0
F,Widowed,Buddhist,B,100.72724408241531,-30.222989813852326,A,72.27877769159605,-123.42395786867183,-42.203106575667896,B,54.555325337302904,C,37.41413930585946,118.7052003202569,B,E,-15.077441112571405,32.82116586935772,30.62415163875421,1
F,Single,Muslim,E,-102.3739954674048,57.13636365774749,E,-59.449478528179554,-149.9420076637428,37.6825068023802,B,42.27753922807956,A,-124.4613997715238,-125.47899133303841,C,E,4.323317936993186,67.91402052529402,-31.983031419056456,1
Female,Married,Buddhist,A,-75.01512204891645,-45.29143406062971,D,-106.17861013057772,-123.03421145958717,100.72190422734202,D,-95.79542526947327,D,-124.90489891346152,-148.73794027770805,A,C,72.77267890675749,-44.55490489631264,-124.44789076436969,0
F,Married,Hindu,B,-14.091957232515437,145.7666158596541,D,-37.04468833909574,92.73871478187277,-47.297258914924406,C,-36.17746463410153,E,73.38606731263333,61.9429024001505,A,E,-33.95169944423373,-102.88694853754126,8.154707444700634,1
Male,Divorced,None,E,-107.56821558676282,111.4343783272706,E,43.03501051626441,-30.215095663452455,83.43564137813503,E,13.830006831333556,C,-6.228625380299299,-133.485103624747,E,C,-87.91819269385672,26.50470893002962,-158.67988940691495,0
Non-binary,Married,Jewish,B,-104.38337660984887,-97.96719034346036,B,33.89415249620853,128.24616893667425,-81.65231862171755,D,-18.44261966593776,E,156.19013498039024,112.58509917547259,E,A,204.59431877724694,-34.52751219490636,-1.1030951789926593,0
Other,Married,Hindu,A,34.29913664954935,144.3786117638282,E,133.4792785587968,-97.78579833547471,-68.9784169725065,E,145.2147428349984,A,225.47109844836513,61.660186650804114,A,B,-28.937411053782686,-60.378000392719265,-37.91629319409217,0
Other,Divorced,Other,A,123.79564318414513,180.28502510540955,B,72.30955864699686,-20.534143613265794,-88.21467159720265,A,55.30638107118827,B,-110.23466198261961,8.03515569082014,A,D,16.581447429637276,-97.70658598019398,-22.520456047075605,1
Female,Single,Christian,A,-79.98255514301204,-117.4070410356521,A,197.47641703906731,83.84786028333124,49.473430834288365,A,-80.84979867776212,C,-32.23139087872424,-235.79400994032116,B,A,-49.78890506566011,140.47138649145657,-137.29236507413194,1
Other,Divorced,Other,E,1.7809175401588118,37.86521977833836,C,81.55879117593116,-13.791019528650583,29.45253683752923,E,-132.57268303981627,E,-35.605632580506416,-23.337754575409623,D,D,-21.836105237755582,-166.62744059606678,118.1638926100186,0
M,Widowed,Muslim,C,97.08895989891387,-56.122434583380674,D,-66.92331430824999,124.88527063676969,-11.627438256311356,B,-32.03656139371977,C,-3.7470796968533815,-58.87579754308804,A,E,-79.55556343664571,-54.02161995746636,87.69510019247187,1
Male,Divorced,Hindu,C,73.55800193383273,123.8435185558795,E,33.32667397398188,164.22436222552642,96.76637707953265,E,27.24727813678433,A,54.12783967576963,114.0305122938087,C,C,37.22616749427018,-22.643103919957355,-244.40330540791808,0
M,Divorced,Other,A,98.32568852605615,102.571598267467,D,-75.74048755725707,311.872253892677,380.641040825727,E,65.79861442021915,D,-96.02045939265032,-10.050300705243007,B,D,315.51118386004975,-104.59717832523441,142.38101152406796,1
Non-binary,Married,Buddhist,E,132.8724551414077,-160.11459453270115,D,48.69561952013295,183.6445423128457,24.92518861041681,B,6.932965241415266,E,43.918402209866656,-114.19053500746269,C,E,179.44348694631273,19.57147933062663,16.74094746391493,0
