marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Widowed,49.41522878542166,38.73966115218981,A,-20.373179466912138,E,87.54793338681763,E,-41.6887674764178,101.35437750588036,164.65236920411033,-101.56218014167693,-15.253788623497726,B,C,B,D,C,61.76989688538272,-11.173626289696763,0
Widowed,-90.65413800661986,-32.4608941097388,D,10.98816919702689,C,13.404408903920972,D,138.59095287301594,-44.35625355025491,60.49353010401446,-113.47296600825408,-103.04558921111908,D,A,B,D,C,-17.306170010556418,145.76349508612418,0
Divorced,45.26059630803268,-5.345891155233389,C,-27.571228835624296,B,-39.72007717840254,B,0.20807710867664456,-64.52501309759577,-4.428983061795621,-43.270159726606586,-7.042009495292251,A,E,A,A,E,-30.329912288903753,145.1894674882783,1
Married,0.16944491334370093,-160.47300477207025,A,-21.54268477726482,D,-66.94099891666242,D,6.9178506844319125,116.82878976774629,-38.42381241257414,-45.853740315271935,4.162805593334988,B,B,A,E,C,78.69327270337041,-132.18503635880973,1
Married,-252.3402691874459,246.34795943638483,A,-65.08042525101494,B,-233.12078729533474,E,-14.27949134697224,23.20756202924773,-159.83569471346152,-134.75842097375215,-20.04025247601132,C,D,B,C,C,-62.64808204931062,86.3504189785207,0
Divorced,-126.68049144416302,-21.08747660624751,B,-170.6798555843405,E,99.12263924215135,A,-11.346769537483716,-211.7890037039296,-112.37391275838691,125.07218364715311,-110.6729881247771,D,D,D,A,B,59.99754111195077,65.04510350140362,1
Single,68.8388026411123,124.15276078269,E,44.96514431120494,B,-37.896036121617186,C,-38.07465934556403,31.622495135592555,-8.546099451514277,-97.27509274364438,3.798860791818016,B,D,D,D,A,-59.35337542107311,-37.948852508582064,1
Divorced,-38.95302238533245,78.4208404519391,E,36.83211300595911,C,-24.796972077675004,D,23.114007828095787,-82.95299222367568,7.794175022697298,-6.249613134817058,-89.71196794723178,C,D,B,D,C,-92.72235671713258,48.36733934002865,0
Widowed,-108.17599663901912,-88.30462831197266,B,-27.843459407522598,C,39.5273490207197,D,6.491817716769832,53.70935883764548,-42.90807864929565,-47.20062282649106,59.76588973013529,D,C,E,C,D,86.31205711487526,-45.62724648463018,1
Widowed,-54.92207042471248,-45.52486759360444,A,-16.186593778102136,D,-23.853383634890125,B,71.79408757310277,-58.05260452085971,-15.63575198777038,20.2224233410167,-150.93064191119737,C,D,B,B,B,-46.04073941921443,-69.75977474972461,1
Married,-27.27814783056933,-75.05372093917612,A,12.090581704230994,E,126.67112383422692,C,-53.47869736311336,-92.70836792457456,-84.98435617265243,-122.14285768126368,-233.09219463952638,D,B,C,D,D,62.92784664363707,-7.670973236024372,1
Married,-14.37783475330218,29.93522547843275,D,-206.2016593797819,E,44.66597287558612,D,-99.46339195323837,-9.735373462600556,-134.15540183455107,1.140986850193174,37.69723599034446,A,D,B,C,B,73.19093960138376,142.47700467354204,0
Married,59.28158090587999,0.7198009850528615,A,116.3534665766375,C,-144.47436286074873,E,65.4010402983093,-20.843720469755585,-34.44983621440242,-176.24613847241542,113.94892877718455,E,B,B,E,A,-49.04057002845959,126.62108151831876,1
Married,188.10286943081087,-55.76533328835723,B,81.36296619278328,D,137.29031571338209,E,24.54481603173801,151.79750532592766,-32.863123432318716,3.1381965589267216,-66.62206227508513,D,D,D,C,E,-33.30189459099785,60.871852219480836,0
Married,4.959737882719431,-21.72882798505677,C,11.013647052577094,D,-25.112309859426762,C,209.7494432735433,-66.49743795718463,-86.25823258747324,-179.7433436590087,60.69250291693679,E,A,E,D,C,41.81187698713526,87.35187956097371,0
Married,97.06769014965897,-52.265548696995815,A,6.8586110763311865,B,2.372955851982218,A,121.22930510339962,-210.54436790636183,48.993815207235514,15.498792329161128,84.75315107109702,C,B,D,C,D,29.10280059689987,-91.2074449470703,1
Married,22.414430420944623,1.1166630875477455,D,-91.01723980394887,C,93.4777332277736,A,141.2091934884115,5.0646032986926635,-105.46429870415545,61.24780108682092,9.880241246613666,C,A,A,C,B,-111.24239691491657,-68.83520667859166,1
Married,65.73392262195647,-76.23565948807237,D,-105.87092343953385,D,12.021537961608928,C,54.952003321018395,107.04434934865598,50.300293488747336,-225.47110972351336,-11.976932701445373,B,B,D,B,E,-80.38185027701549,-149.46136692721004,1
Widowed,37.640189864604416,11.197795082082944,C,43.302592656070985,A,-37.78868929429638,B,-15.586638956818419,54.108013792736806,96.07710515299802,5.137351104814257,39.010442067099355,A,D,B,A,B,55.0301883106176,-3.8486725664008388,1
Single,23.859215212207385,-10.582356190760251,E,-147.6890672136441,A,104.11952229883508,C,-75.02894056893429,142.716842672552,-44.516409135965496,-51.22934915191439,168.81466826220793,C,C,E,C,E,-85.8475150607169,145.39725146347283,0
Divorced,43.402626808854244,-7.140890682203757,D,-14.695702835483647,B,-179.87452207194366,B,-32.96434239584796,-25.079800020466013,-13.22658520387607,97.48075406116324,-132.77909113921302,A,A,B,C,E,144.6950844946288,-57.546351921296704,1
Married,30.030923861920144,94.85297612717002,C,82.86253072154088,E,143.44291241442454,A,-81.98184018850483,-165.06969381361617,77.53193685831587,-111.30873403278237,42.865056259203385,D,A,C,B,D,33.695446729678395,95.9737021522277,0
Married,50.560120072684754,70.68616909625163,E,-97.79742451960617,B,143.21039508386934,B,-67.2262718372728,14.811261428824206,15.716310420810636,-117.78060391477558,6.5627968115740645,D,A,E,D,B,-108.34016122481916,-198.14372841334566,1
Widowed,19.370123963589744,-57.40714079562819,D,68.31467596218079,B,59.06874790288176,D,57.55542945256074,-187.13903670396013,31.646964701726127,-35.42474354124892,-99.66621894497432,A,C,E,C,C,-189.5334655115304,-41.88156223882003,1
Married,-54.96907032521252,146.94664501070122,D,-81.12372101497476,D,34.97105975398798,B,-108.85520469363021,144.98169769527922,175.9291369481397,128.9467135912892,-28.08157610041461,B,D,C,D,D,-60.16370093923062,-27.02724426683412,1
Single,65.17128217793638,132.52382636152672,B,24.80179451126369,D,-2.221206749841773,A,148.26945886055663,99.16234503793164,-85.34093803715159,176.8121667338489,77.66113764636479,A,E,B,D,E,92.93408866121658,-24.30020411917902,0
Divorced,80.45312657048319,21.26342452703318,D,-99.08649332266248,A,-63.923960973633484,A,81.96456517918817,-81.59187656804221,-53.725405855135044,125.22682512134374,137.28986155996242,E,C,E,C,D,120.42959264967021,-83.35915744128397,0
Divorced,-115.52860180617284,158.4988896527406,C,-87.05633015579859,C,211.95994244071392,A,68.57715608154427,-65.95095888652115,101.77905879434827,-57.04978581638972,-23.38847542279929,E,D,B,E,C,-14.25274409441065,0.14068333931034943,1
Married,44.82156302722257,24.437274341135787,A,-2.751106672881668,A,-236.691901194177,D,35.77835217947114,90.40860279059008,-7.23395903742613,49.715851383526726,75.91988793260388,A,E,E,E,A,-34.93836981939255,181.4238924325832,1
Married,106.7256234865255,37.51070066657755,D,-65.27051396237614,A,50.361402532618385,A,-93.8254574830123,-6.752646331036375,119.17029118945284,104.27735564575767,-199.12073980909216,D,D,B,E,C,53.34852381885511,-154.54380209169696,0
Divorced,-13.117007920250925,-39.079522538808995,C,-124.23420666017077,E,-45.70339454572462,D,-0.3016650899031664,-187.3140065961014,5.971463264350402,-88.69627837162619,23.735047144823167,D,C,C,B,B,-19.213738893507692,74.06172723967346,1
Married,83.00738116064758,-58.97089784501017,B,26.852108936661423,B,-39.83164468940962,E,71.46826585785156,120.9934533785893,-7.397229990198396,-102.9290570841732,140.39868163443586,B,B,E,B,D,-165.61184044655423,9.117988966386475,1
Married,-171.88205126039963,54.86771574498424,D,-42.61726699579051,B,46.091993298418245,E,-114.51631210078696,-40.33432428371958,92.28067137290637,38.64886995735501,-31.984779335191245,A,B,D,C,D,-158.65340579911302,131.0276733426726,0
Single,5.014980246154855,21.722512585846758,D,55.211365054508185,E,-54.74890940992854,E,-167.16789073750277,-111.53228038912562,30.36570662514741,140.17312511802461,-72.84086639943118,D,B,A,D,E,-17.948397133730893,-14.063063300617088,0
Married,-72.77899336300638,11.814202451854062,B,-13.914879271091701,E,77.49576230496781,A,76.8486557486075,-137.87328298026245,-99.51375107216643,6.0711901203859595,-60.84918987883429,C,B,A,A,E,-71.25502017800275,-118.945229802727,1
Married,42.42636315944069,-84.45398935488294,E,-18.743883229925338,B,69.26673632299082,E,-133.62346382894478,-169.81184520336953,-17.49441356515274,-172.65392909959226,160.04497029810287,D,D,E,B,E,-21.953364204598042,116.32797682618545,1
Married,-74.84739927387518,-51.62680259950952,D,-120.93162661095822,B,-82.52200585060731,D,-72.73393760801102,40.56599519543725,82.24281408363557,-92.62025868709875,23.522826472355167,B,E,D,A,A,-53.955686569331895,57.02363047560169,1
Widowed,73.50164529181484,25.408899746503383,D,-77.37481848964053,E,166.93172215704894,E,-13.981167207274952,4.71435286936999,103.40786919479683,-100.50675911422198,26.995088192269538,D,D,E,D,E,-39.772051911798265,-113.63293612038706,1
Married,-36.95895037644417,-60.28200787582101,A,73.69354386880242,C,18.031044226699386,C,43.60555794930066,24.280611631667284,-54.38612883873066,-47.047264630414524,-65.3865828027033,D,B,B,E,C,0.03939452506265054,30.326702608061062,0
Divorced,-212.39582258726028,-138.47407745389984,E,-185.1661904153901,B,128.0840664169118,A,88.41503591906148,-193.82645419838252,93.91923743798392,-65.33774501237447,-139.8306729986946,E,B,B,C,B,-185.6895411043816,-41.888694582489876,0
Divorced,22.89592970867549,-50.10667167092598,A,-186.18526771836153,B,145.70307207653065,E,-38.43427617711207,-14.499927272921322,87.81187982350528,-69.5613936387811,1.1416667676095864,C,D,A,C,C,-59.14839157409924,-185.43993307265617,1
Single,-24.113183632727367,57.2104841035613,D,21.841627369769295,A,135.74712248047283,D,17.756441316669154,65.59636960737444,-37.706649242005405,-93.10924787704819,21.438285218872018,D,D,C,E,E,113.26347009719416,-47.815105242283096,0
Divorced,-198.05723625638436,60.96192064993915,B,219.80927684538548,A,-62.24821229721721,D,62.81145130018756,38.34055775217915,55.86582293767547,-2.145455860588965,28.64151075458294,B,D,C,A,B,20.194592479966104,-231.15960933259382,0
Divorced,43.19587683285512,-157.1354456597616,A,8.380625772518647,E,-126.18610765951802,A,34.105980898228616,73.9409506535293,53.85937999273847,11.143139014069515,93.27196659073834,B,B,B,C,B,33.610260468599776,32.411894199332174,0
Married,86.61315984960754,65.46661748571022,A,77.14295754180614,B,-23.432302214094452,C,67.22915078496372,88.92783114236332,-89.20070972918343,-13.375279396221156,-103.68982758313467,E,E,B,C,B,-81.34230053368249,72.64127097118873,0
Divorced,59.13300017394958,-130.67747306129436,A,12.201827247065847,B,-52.504177662400096,C,122.23062017327555,-65.63146980949759,109.79157964982622,71.76911515804906,-104.97542470038216,A,E,A,B,E,153.4710885279534,94.54431468212776,0
Married,-94.86041682175812,45.752654218644786,C,110.81858457877074,A,-168.1962730901819,A,-240.85947533927182,-82.99827630180494,124.28598262788944,96.72437339681868,-28.821434560403414,C,D,E,A,D,-161.9926702080994,1.6495400340790254,0
Single,184.0689720870373,-82.33951830303165,C,-315.90103688411557,D,134.43762283068776,A,20.202942562504138,-136.1751582618291,-150.9954907232287,106.36470889367669,-219.36251784369585,C,B,E,D,B,-53.6430971260321,-35.00758977309389,0
Divorced,9.736356082954089,-71.25337185468153,A,4.840440564477869,E,-33.84661255369778,D,76.67844222794827,-16.05205494497846,-154.9544272502334,-170.3199459543754,14.305770191239958,A,C,A,E,B,-132.14898012027396,30.027950366749895,0
Divorced,-85.08818042700139,92.347297531931,C,38.24963129490827,E,-70.19557950210327,D,-4.406121023258989,-66.48466769235665,-124.41932220020459,60.88680250894778,160.6187765667534,C,E,D,C,C,65.78873528053556,93.47099804265996,1
Widowed,12.160104507375918,41.2037566716724,E,-37.00649128143868,B,-9.461786293484217,E,7.424308175841037,44.93802563468671,-113.15570065751541,-118.72612128125452,-109.84204953137944,E,E,B,E,C,102.27058123507788,78.38777672948021,1
Married,-49.727433539664936,75.8916689196759,A,-170.40895626991934,D,17.206014661750018,B,-87.53166014973768,180.74706690957805,-34.49194433536656,-24.331928053155654,-92.79376467623779,E,E,A,C,C,83.96032391755918,103.74844203305022,0
Married,-15.76009651267234,97.75963898331489,E,-26.23710709458812,D,-260.26980609775876,B,-165.18727018069512,48.86111348606709,46.839227872148655,-125.87075492714128,-222.57935463749115,D,B,C,C,E,51.73166701119789,-106.93713147646568,0
Married,54.34269019499087,85.4673531294705,C,-60.258080296787774,E,34.91678397619474,E,74.11197525597507,-101.2627743438756,-21.605772654556844,47.990209852686085,-32.90038787881558,B,B,A,A,B,-94.48946580945822,63.84942181432319,0
Widowed,19.33256009464698,-38.78924090263898,E,6.6071954759269245,E,39.155028319415386,B,9.603874668664506,-242.66369200387845,46.5422317777828,-69.2835545434244,-14.769175298281725,E,A,A,C,D,-138.7931673985213,-63.70414605043414,1
Single,-116.5888541111957,65.91154042082167,A,97.3980816774571,B,38.28133283651101,E,-26.868793701552168,-154.1037396012056,-21.00472727506973,16.63736746812271,72.73281400505553,C,E,A,C,C,126.20559995549971,-54.79194300758908,0
Widowed,-82.56504286970193,-171.8517205031313,D,4.626873820205903,D,-18.861551146191886,D,62.092181337415454,-44.12539417230743,-65.14708678787571,-69.97179498829442,-155.84374470431507,D,A,A,D,E,43.86044973920481,-27.068099061188715,1
Married,0.7092391813238897,-27.6574124344812,B,41.66706977012653,D,-67.20389731464485,A,-22.84337793463979,-1.2883679399728274,-80.48962804088586,-93.520262898561,53.66771877859308,B,C,E,B,D,-97.50176797736286,50.20543305175986,0
Divorced,-174.5744259520733,-185.39689240618253,D,12.61975953927089,B,-199.93764850122994,A,-136.57441576462145,-83.38068549318787,-77.88945074383393,-66.6553741335718,118.44296220122976,E,E,C,E,D,-109.44491988092528,-327.5648682077786,1
Widowed,-103.63055439869846,103.51324689825626,D,-31.913505098838453,D,118.77548557770726,D,-124.27403482953665,-95.78442443558892,-269.9639539408912,-43.44247402447811,25.621161829424754,E,E,E,E,D,54.06109349850771,38.46822023697984,1
Widowed,-58.27208977998325,-77.47075617608643,C,-2.934283696040218,C,61.398794702301586,B,201.6029421895973,-81.0575139449203,42.91048346976645,87.33699948623645,-10.600783722591398,B,C,B,D,B,50.77211165244766,-19.261479572254856,1
Divorced,21.9295795000984,-178.97344489909807,A,-22.76898231031,E,68.80306088988367,A,157.89086001426637,166.9835224767057,13.654065950481762,-65.88899991238522,9.62546908053521,E,B,B,D,B,35.66112421377242,1.5665606329264965,0
Widowed,-20.54613870843539,204.94354159407405,C,7.968755509762181,D,1.9293253904801553,A,-8.029004645146507,-97.00458715446197,123.31380970641197,-136.69739294346698,44.783252751890096,A,B,E,E,D,37.09340913510955,75.69692973961587,1
Single,-34.93042540011808,72.91634821112086,E,127.5747498409299,D,-90.92959724857432,A,4.009722897111958,144.2536191217614,280.7927828495171,-38.30555982842546,-118.35013449086713,E,E,C,C,C,-81.11354894913482,-80.36711041677866,1
Widowed,129.06069514788712,-5.79622831071725,C,47.35998500480096,A,81.92550595266673,E,29.824631989000434,-197.5719413945731,-42.89760536110664,-54.16690057665786,25.605741457880676,D,D,C,D,E,41.940748242434516,-186.32453098262678,1
Widowed,130.76855810506808,-5.6601511736160806,B,74.20411860690886,C,38.45257466917968,A,16.327526055620176,-8.605382673938026,-87.51242718071384,-8.201134762019922,-70.42801301039557,E,C,A,C,C,110.87227551432655,-179.64494066253826,1
Single,80.60330572139588,34.61445584968226,A,-46.825324888889966,A,62.07350338095312,B,-69.31009966450125,-59.20162020161468,305.3301019778453,67.29340097428695,-29.08182511717017,C,B,B,B,B,11.063393304134395,24.442051289542405,1
Married,163.07417277131398,-46.10467088809769,B,-131.8181604347061,C,11.112928486571409,A,-117.71914573288196,-10.08531224950093,-139.35801939108464,-128.5258580887795,-13.198779302389779,D,C,A,E,A,-109.110281317891,42.02259030014856,0
Married,-51.38195294775547,-122.3193994810301,A,23.02600215701995,A,-69.15564000588905,A,57.95691678642573,-113.09670889475738,-41.595528242124715,64.96715351962197,-39.7979089101357,E,E,C,D,A,-80.39644602563138,-99.9108601446567,1
Divorced,-30.99683368994095,219.76285187338854,C,59.88393994700818,B,130.94912598044544,B,-35.27997557942314,-1.1404968471664585,-107.8109160636998,11.476920069234554,88.5430042143092,E,B,C,A,D,23.826287075610377,150.2632761869901,0
Single,12.266459340115016,48.39793265773474,D,-3.7039278185379603,D,-86.88009712177809,E,-40.9262210039966,30.959173767863962,-148.8790948467101,62.90080119145346,27.594361262643414,D,C,E,D,C,13.949616284080438,-71.31213104116236,1
Divorced,-97.5174250476494,-100.07988903248759,D,-56.60567062762348,E,25.302671710162222,A,-66.53282449139728,15.100434087733596,-27.63190191798919,52.857544371616186,-30.678717788565358,E,B,C,C,A,-157.3864828551,-107.11756189456084,1
Widowed,20.97426143257706,122.11885641178361,E,187.16701711844593,E,176.71726244380866,C,-109.82399697980505,-52.934822567358765,135.58924164450622,89.35965548486749,76.36960150832343,B,A,B,C,B,-76.42812834162191,-52.85997418343512,1
