marital_status,genero,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,F,Hindu,D,D,A,E,B,5.406045575937073,D,207.94696052566698,B,D,161.24809509192625,C,-125.06265816098639,C,A,-40.17155604383481,0
Married,Female,Christian,A,D,B,E,B,117.73567117891814,E,-54.58039806573579,E,E,-26.23116905820381,A,-8.164926418784306,D,E,55.763419930611434,0
Widowed,Non-binary,None,E,A,C,B,A,135.77461752395868,D,117.5817583498979,C,C,91.28156328695081,A,-21.674703738395554,E,B,-98.59747499008755,1
Single,M,Muslim,C,B,A,A,B,-16.772134863913568,B,83.77569982204692,D,E,145.50683931140313,D,-120.29218813042893,A,E,85.82457241326205,0
Divorced,Other,Other,E,A,C,A,B,38.74281615488647,C,-57.03954777094856,A,A,2.9227168444158926,B,106.08957950021669,A,A,-108.3171216763219,0
Widowed,Male,Muslim,E,D,C,B,A,-132.23658494919675,C,-204.89500130004618,E,B,-5.639294516460146,E,-9.192290244663443,C,C,62.112726624667644,0
Married,M,Other,A,B,C,B,B,-12.713245483238655,C,-93.97074466085336,D,E,-56.82672790853799,D,-147.94278901590422,C,B,72.76110954063326,0
Married,Non-binary,Muslim,B,A,E,D,E,3.134697171092609,A,-103.16554809103032,C,A,-99.72619832930437,E,-13.488946476592353,B,C,100.91452611556566,1
Single,F,Jewish,C,C,A,C,C,-69.07574165979199,E,-138.35739856020626,C,A,65.98999684837543,B,59.1327196335966,C,C,65.17223591428566,1
Divorced,Male,Other,E,B,D,A,E,-43.13242752647772,C,152.3461770034521,B,D,-135.261921037697,E,60.130270133828155,B,C,93.40053410362759,1
Single,Male,None,B,D,D,D,C,-173.8525595779559,D,20.92394926186636,D,D,102.8793924671584,A,2.6753906830126093,E,A,37.34186795859109,0
Divorced,M,Muslim,A,B,E,C,C,7.649195213921868,E,161.15783183836976,E,E,-57.8332752102079,A,-27.37453917961634,E,A,3.533940179359955,1
Single,F,Christian,A,D,D,E,E,129.48734170714118,A,76.72017490380938,D,A,-149.07459921449552,B,-12.949539027871898,D,D,-199.4061716921756,0
Widowed,Female,Muslim,E,E,C,A,A,33.340388951532404,D,-30.49562647842735,A,D,44.63143085153894,C,-131.7967623499649,C,A,-241.21877810862432,0
Married,Other,Muslim,E,A,B,B,B,-64.33098522492799,D,-42.24167290680055,B,A,-13.931064890675907,D,34.696256052586804,A,D,41.35545761566347,0
Single,Female,Hindu,C,C,D,D,C,24.858977079929918,D,131.73613112141723,B,A,-19.057444686956423,E,3.4022800972799714,A,A,-52.314203095812914,1
Widowed,Non-binary,Jewish,D,A,A,A,B,-17.4377511855538,C,-17.94201406710737,E,D,-92.72994303956393,A,-187.88488133930878,B,E,152.78830324800876,0
Married,Female,Hindu,B,B,C,E,C,0.044834078809741974,A,-17.9326268477059,A,B,-81.77783559428495,E,-74.82361435779883,D,D,-13.613926352415087,1
Divorced,Female,Muslim,E,E,D,D,D,-21.271307508830386,C,59.3938694657014,E,B,-56.44908269936477,B,-118.40141812409541,E,E,178.18306793584415,0
Widowed,Non-binary,Christian,D,C,D,C,C,-76.16455438641738,D,-98.46516026594533,C,B,-93.69335525709,D,111.27498454733113,B,E,3.446356053507791,1
Single,Non-binary,Christian,B,C,B,E,C,-75.98660415366913,C,-60.83071251401344,D,D,-31.047423247216898,D,-41.970968631295605,D,A,94.59484953644399,1
Married,Non-binary,Other,D,E,C,C,D,6.5860970773797405,C,199.28285980009733,C,C,-1.471080219914399,B,193.5988688544569,A,D,21.461859671428503,0
Divorced,Non-binary,Christian,E,C,E,A,D,-25.135645803393402,E,74.75902026247785,B,A,-61.81049552039071,D,-129.10201365937357,B,E,177.81058868641077,1
Married,Other,Hindu,B,C,C,D,E,-138.8528983092919,B,-154.92950908035024,D,A,131.28094723109672,A,-79.75279613354974,D,B,69.33613969474325,1
Single,Other,Buddhist,C,C,B,B,C,99.52013533973286,A,-51.96742685753796,C,E,151.30548850984087,D,46.89572578449788,B,D,61.04135282372836,1
Single,Non-binary,Muslim,B,C,D,A,A,-7.320009151950714,C,-42.581279278724736,D,E,108.84424721148935,C,28.55107913483516,B,C,-92.28478122914628,0
Married,Female,Buddhist,E,C,C,A,C,-147.4502123565662,B,-36.95431114542364,B,C,-87.50688287953162,A,93.51239848810398,B,A,111.80876152579246,0
Widowed,Other,Buddhist,C,B,B,A,A,157.53256947805227,A,-56.7484832071456,A,B,29.00344765726819,E,165.21068325916613,A,D,165.1598711484529,1
Married,M,Muslim,A,A,A,E,E,16.30976757797164,E,-23.241336279172565,B,C,-96.51939288215426,E,-63.38613897069454,C,D,12.531744210847304,1
Widowed,M,Buddhist,E,D,E,C,E,-22.875481929464193,A,-152.55448354270536,B,B,128.11025595726932,D,57.13689400143195,B,D,131.68115956911524,0
Married,Other,Hindu,D,D,C,A,D,-9.693092694148241,E,-61.578220877634635,C,E,-95.43215295156796,A,36.96543300270039,D,A,37.67350889070013,0
Widowed,Male,Other,D,A,C,D,B,-80.51819283594564,B,-158.021113987647,B,B,94.9422238306342,A,40.38252703166904,E,E,-83.09622362290236,1
Single,Female,Jewish,B,A,C,B,D,-227.87825888498153,E,77.60305606322014,C,D,94.0313079278448,D,-161.2342501224016,B,E,45.011872852847176,0
Married,Female,Buddhist,A,E,D,B,E,74.56955969785055,E,-134.0197958431226,E,D,11.918381130902697,B,109.78468541376725,E,A,-72.87234473420637,0
Married,Non-binary,Christian,D,E,C,B,B,6.32471694820001,A,-194.5943542766812,A,E,6.928095914722059,A,172.2342051906092,E,D,147.08073505175327,1
Single,M,Buddhist,E,B,D,A,E,94.19005685468753,B,36.31068583482368,B,A,-52.806052630410186,B,-10.805993017715956,A,B,-202.86428375484826,1
Single,M,Christian,C,B,E,E,D,-76.53947578243005,C,14.398995017260457,D,B,-94.95953883020387,A,-42.317417640188815,E,B,104.62818537036725,0
Married,M,Muslim,A,A,C,D,D,186.35392987691085,A,-64.12568122978088,C,C,-84.824221745232,E,200.53210405685059,E,E,-258.7244931368599,0
Married,F,Jewish,B,A,B,D,C,70.4377690166323,C,60.5088636465803,D,C,9.931041383052612,E,-100.94995693933603,A,E,-67.5352909461846,0
Widowed,F,None,D,D,D,A,D,16.051773591255607,B,-85.39544034001761,A,D,-9.975548070008239,E,34.1005749285101,B,E,63.41090043744933,1
Widowed,F,Hindu,D,B,C,B,C,15.215863000993748,B,-123.06293039005989,E,E,83.34361243821549,C,-34.09374326837917,E,C,74.37041693884197,1
Married,Other,Other,D,D,C,A,A,-85.65452962870688,E,-60.932531804199506,C,A,-62.930409244045926,A,-30.14758519577497,C,D,-189.1700462613092,0
Divorced,M,Other,E,C,A,B,E,259.61325803564824,A,99.00269534267552,B,B,6.790809116002418,A,-111.41402188447896,A,A,0.6442360719530342,0
Widowed,F,Other,C,A,B,D,B,-130.89923141713265,C,140.66820620966965,C,D,-74.35567861312663,D,98.00893625398348,E,E,16.670930049936388,0
Married,Other,Other,E,C,B,C,E,47.846552446509946,B,23.553585975666564,E,B,-233.18582127230215,D,59.96850324609427,E,D,-101.01829271544975,1
Divorced,Male,Buddhist,B,A,B,A,B,21.54365574626961,C,35.672437703831896,E,A,87.15544224428388,C,-35.125028303564434,B,B,-33.43362193459777,1
Widowed,Non-binary,Buddhist,E,C,E,B,C,82.3857196245049,C,-5.56907129003438,D,E,149.53481197098037,C,-56.86719196674213,B,A,111.40324872780731,1
Widowed,Female,None,A,A,A,D,B,96.12637600708493,A,-154.64705163163296,D,D,86.48216843695063,D,-44.25697313413322,C,D,107.41853431816473,1
Divorced,Male,Jewish,C,E,E,A,C,109.26138735022073,D,148.59192172533838,E,C,47.08739224326456,D,20.256989560336898,A,A,94.50625543469387,0
Married,Non-binary,Other,E,E,C,A,D,-137.55263229835757,B,43.03910622426418,C,A,28.59920254130416,A,9.458139247853413,A,E,-164.91548767919616,1
Divorced,M,None,B,A,E,E,E,97.75822507365612,C,-106.4943026523816,C,E,23.562341737775707,C,-13.09246215096378,E,A,-108.08135037676139,1
Married,F,Buddhist,A,B,D,D,B,0.69997032982827,E,29.817784273019242,E,C,-94.30978205501846,A,205.28813393872062,E,D,-54.123820763820106,0
Single,Male,Christian,B,B,B,E,E,-25.624272931883652,B,-123.14334075820561,A,E,0.7265800747566775,B,81.46571535285126,B,D,3.665068914852872,1
Single,Female,None,D,D,B,B,C,-83.14964787076866,D,-106.95017945815361,E,E,84.45663141662155,B,188.586147480349,C,C,-67.89553387417659,0
Widowed,Non-binary,Muslim,C,A,D,A,D,-50.80468009315054,B,-102.75138407753197,C,D,-69.45467251006552,A,20.560336421623813,B,E,-65.34927346840597,1
Married,F,Muslim,A,A,B,C,B,-39.89176591053286,B,56.11728250739622,A,D,-24.347202047431622,D,8.369668604716663,B,A,-259.4475475269439,0
Married,Male,Hindu,E,B,D,A,B,229.54841263176286,C,37.08997258477499,A,D,98.2996710978726,B,62.29894078785668,C,D,107.79101801557348,1
Married,M,Jewish,E,B,E,B,D,-3.7216769937211707,B,-95.27557672830184,D,E,-83.74334483609968,A,-8.08120041826841,E,E,18.32766732603334,0
Widowed,Non-binary,Buddhist,E,E,A,E,D,43.82827019966338,D,-28.27232102598413,C,B,281.8567005338059,B,-69.6026694344208,C,B,94.99854299549999,0
Divorced,Male,None,D,D,E,D,B,-108.51290246903427,A,51.48226774510223,C,E,137.65055074529675,A,10.688972974952888,E,D,85.69131788848642,0
Single,Male,Buddhist,E,E,B,A,A,36.09230556867832,D,56.26007008751191,E,D,209.86758150988751,E,71.35576828219037,B,B,-73.96829054563666,0
Married,F,Buddhist,A,D,E,B,D,91.59504653381643,C,-101.74984169709771,D,D,25.71429972487607,E,-14.444299299317576,D,A,45.29353780131182,0
Single,M,Christian,C,E,A,E,C,60.87501976502826,A,64.70492110203409,E,A,-94.17586510765366,D,-131.5990762246276,E,C,7.556587506686731,1
Married,Other,Hindu,C,C,C,B,D,-60.65059536813466,B,-153.14576251530855,A,A,123.75557566188635,A,-37.24509188467606,C,D,16.54824664477694,1
Married,Non-binary,Christian,C,D,D,A,B,43.986442962796836,E,-82.99401229860035,A,B,-3.411280780946492,A,130.00909296769453,D,E,141.39399762514915,0
Single,Other,Christian,B,D,B,D,E,-64.34783083875574,C,57.6802111494805,D,C,1.050421448987042,D,-24.209805497026874,E,C,-112.62308527826539,0
Widowed,M,Christian,C,D,B,C,B,155.12309904841217,B,170.92880337157092,C,E,56.810252946716844,A,-64.9312617770147,A,D,-40.33204060417347,1
Divorced,Male,Other,A,D,C,D,A,-67.52925182310237,A,173.56310784243746,B,D,-19.92038991873927,B,38.11850025355801,B,C,-31.831145446688392,0
Single,Male,Jewish,A,B,B,B,E,-43.294497529565405,C,115.29074695829334,B,A,-48.58361235131346,A,148.59861443411808,A,E,97.91783985257415,0
Married,Other,Other,B,A,C,A,D,-77.80779805500867,D,-1.8546985529986153,D,C,-84.3126243882091,C,-101.29666833561677,C,E,27.369301490878122,1
Divorced,Other,Muslim,B,D,D,E,E,109.61188580136671,D,13.416657651386668,E,D,-89.95148012149178,B,48.56465036695117,C,B,63.04154986116974,0
Widowed,Female,Other,C,C,C,B,A,107.17016706539326,C,-1.890681046165447,B,E,-91.48475272121182,E,-147.04875608287554,B,B,100.72939785610811,0
Divorced,M,Jewish,A,B,D,C,C,214.21992717985106,C,-3.0087276209286378,E,A,166.56100506332302,A,-144.15970118260628,D,A,150.98857523621425,1
Widowed,Male,Hindu,D,E,B,E,A,22.898448612290263,E,87.03299744223094,B,A,-127.57334133135112,A,14.463808418044863,A,B,-78.86842431358717,0
Married,F,Christian,C,C,A,B,A,56.2399935112446,E,-170.86301824851859,B,E,135.2706050083329,D,-87.6580552776592,B,E,-55.90631811570959,0
Single,F,Other,C,E,C,C,E,30.626992823097567,D,-70.99031752760291,B,B,-77.59516055279424,E,84.0572136460667,B,C,55.131414764459464,1
Single,Non-binary,None,B,B,D,D,A,-25.223594016855085,D,-5.928138368860141,C,E,160.39150969088462,C,-11.457131344580693,A,E,-174.89672321955848,0
Married,Female,Muslim,C,E,C,E,C,-150.76553687496548,D,-151.54032594035428,B,B,92.73087475276884,C,30.137240352693812,E,A,6.389591168271605,0
Single,M,Jewish,C,D,A,E,C,76.5929502450609,B,-191.57425903447773,C,D,-8.578189591458052,A,42.593862498992955,C,E,100.34731660853657,0
Single,Other,Jewish,C,E,E,B,C,23.870771014911423,C,-123.37950368051057,B,C,-105.7557023642576,B,-185.78814592893224,A,E,-62.715514095731805,0
Divorced,Non-binary,Buddhist,C,D,A,C,B,70.1289677259934,A,147.81018566785025,A,C,228.02953669428825,D,-10.750471864392882,E,C,-5.059119029046695,0
Single,Male,Other,C,B,B,D,D,-114.49977125817571,A,-84.02950537623937,A,B,-19.882591997291073,C,81.17318622492928,E,A,-100.81578052207689,1
Single,Female,Jewish,B,C,A,C,B,18.61634508289333,D,187.18024176389468,E,C,3.762653288410647,B,-82.76108005070823,E,A,-31.45517951649937,0
Married,Female,None,D,C,D,E,D,46.423858440018996,B,228.88130693542652,A,E,-102.1412049325859,C,18.898974179515744,B,A,2.3257754031043194,1
Divorced,Male,Hindu,E,C,B,D,B,-3.0471419973444456,C,-56.38826368435588,B,C,207.9319173702512,C,65.9030688672351,D,A,-101.71141975848698,1
Single,Male,Christian,A,E,A,A,C,196.11159375965198,C,17.151650927696814,E,E,4.0797194980391565,D,-104.7319327788642,E,B,25.51651716802832,0
Divorced,F,Buddhist,C,D,D,D,A,-51.746606911657445,C,-95.88366521997109,E,A,85.46370835150832,C,87.84270551297769,D,D,-214.79140114227658,1
Widowed,Non-binary,None,D,B,C,C,C,-14.640286563930282,C,-215.07551192344155,B,C,-105.92161925217233,A,-39.881286521350056,E,C,270.29809134083746,1
Single,F,Other,A,B,B,D,D,84.79916860991129,B,-19.149677885650323,A,E,27.76835628149732,A,27.060773611864438,E,C,138.2221289053241,1
Widowed,Male,None,E,A,A,C,B,-168.82439820758987,D,91.59719597207867,D,B,345.28143695244097,D,-58.73072113436068,D,A,-33.170410043693195,0
Widowed,Female,Hindu,A,D,A,B,A,108.35545780169346,C,-70.0902959352324,E,C,123.398820492216,E,112.9183475570694,C,C,48.553203979117434,1
Divorced,Male,Christian,C,B,A,B,C,-173.55288488947986,C,17.94201145833723,C,B,72.62710204681345,A,7.02353848772305,B,D,34.19548542297782,0
Single,M,Hindu,D,D,E,B,B,251.84195820642955,B,-12.910975651131748,B,A,200.43588514708372,B,115.80688328956946,B,A,209.97365476526983,0
Single,Non-binary,Buddhist,B,D,B,A,A,-52.09395519135429,C,33.37275360555401,B,C,33.43701190453379,A,-38.66209818254106,E,E,127.8647722838405,0
Divorced,Male,Buddhist,C,B,C,E,C,-221.00352785117997,C,-19.537828934049855,B,A,-12.038026226129283,E,-20.923516195384554,C,E,-7.387933095535814,0
Widowed,F,Christian,C,E,C,E,C,32.74000521788388,E,105.67290777193155,E,A,-101.37834108391776,C,86.63217785645534,D,D,87.97280889881108,1
Single,Non-binary,Muslim,C,C,A,A,A,-125.87535974131595,C,244.48661369563715,C,E,77.34937788728989,A,70.66452585714626,D,A,-62.807539920561915,0
Divorced,M,Christian,E,A,D,C,A,-114.09465472283512,E,77.20337364735941,B,A,231.8119816611763,A,91.92229727627425,B,A,-78.77409727804276,0
Divorced,Male,Other,B,E,A,B,D,120.46527721031973,B,142.4963282187104,E,B,-95.43972067658099,E,110.03407051347438,B,B,135.00888358844375,1
Single,Non-binary,Muslim,D,D,A,A,D,-14.90966835102872,C,-29.336199676133035,B,B,99.96969194443379,A,57.04145719858163,B,C,-228.2081471288393,0
Married,M,Buddhist,A,A,E,D,A,-93.42163178670063,D,-204.2093513024513,C,C,-81.37857813179917,E,-93.14333236626955,C,E,-32.17945030474554,1
Divorced,F,Other,C,B,A,B,C,3.540396393149866,C,-47.47790087521823,D,E,88.15971926094369,C,39.2829877106397,E,B,217.64518725968017,1
Widowed,F,Buddhist,A,B,A,B,D,-60.90422258121625,A,-90.54506465791725,C,D,-48.06718342291377,D,82.85729837885485,B,A,20.64701671146635,1
Married,Male,Hindu,E,B,D,B,E,-35.30202608892103,E,-74.4136246714368,E,D,-179.78307614401947,B,109.10618264959795,C,D,-27.24934797281444,0
Widowed,Other,Other,E,B,B,E,A,-37.33902015055337,C,-140.22586566803474,C,B,-32.1070029968615,C,-10.55589125838428,D,D,-10.296991877679416,1
Single,F,Christian,B,B,E,A,B,15.482309617319881,A,76.78261847205033,B,A,-30.68920318756937,D,-18.400551979156024,B,A,-26.046275229751114,1
Married,M,Muslim,B,C,E,B,E,70.92588633296862,A,-162.97834132936478,E,C,-43.81989695806378,D,-18.608448375614646,A,D,148.96203899021347,1
Single,F,Muslim,C,E,C,E,B,9.358756873092819,E,-67.09904471610842,D,C,108.12602006621765,C,-133.6288820468089,A,B,-3.4009374054463137,0
Divorced,M,Buddhist,D,C,B,A,A,80.07900320233541,B,-117.33375277053355,A,E,40.106764353147135,B,-1.443569371186873,E,A,134.7593469847255,1
Widowed,Other,Hindu,A,C,A,A,B,24.352554549276174,C,-2.095983105903666,B,E,-65.31931177478839,E,-50.54113816355205,D,A,26.016713705461104,0
Widowed,M,Jewish,D,B,A,E,D,-65.1870055103294,D,24.005244636833257,D,C,-20.48026525773906,D,-121.03331345851205,D,C,159.87899289763814,1
Widowed,F,Muslim,A,D,A,E,D,-97.07860027145972,A,91.82399773639493,D,D,-9.389547207325526,C,78.30771081276757,A,C,116.7747913598458,0
Single,Male,Buddhist,B,A,C,A,D,-63.000160795215265,D,-101.12474863701955,E,E,134.97287613397663,E,30.331417847643188,E,A,-25.10635535151283,1
Widowed,Female,Muslim,E,C,E,D,A,23.70544955940772,D,70.01413993658167,E,B,-81.762493516692,C,296.98839543746055,B,C,62.398908117677784,0
Single,Other,Hindu,A,B,E,B,B,60.26928317951573,A,-1.0351894167339284,A,A,-129.966203193725,B,-71.19492987401529,D,E,71.21705642598273,0
Divorced,Other,Hindu,E,B,D,A,C,15.986576995363244,C,13.180240762216227,D,A,-127.46199304875725,B,-65.5937365375735,C,B,-14.462871223044868,0
Divorced,Female,Other,A,E,B,D,E,-7.948054952713081,D,-81.18252443194791,D,E,-120.24155364961587,D,321.5767626138253,B,A,168.65006930233187,0
Divorced,F,Other,B,B,B,C,A,-122.77929869105347,D,43.139348615375816,B,E,-173.55984090864493,B,36.162549240597045,B,B,23.89392276489235,1
Married,F,Jewish,E,A,E,B,E,-62.79396106716556,E,-164.01589477752276,B,A,-95.520535497525,A,51.729633888484535,A,D,-93.87407216186114,0
Single,F,Buddhist,D,D,D,E,E,90.49501552491557,A,24.834895213824176,D,B,37.07432747028483,C,-27.366171429150366,B,B,-56.865715509828796,1
Widowed,F,Christian,E,A,D,C,D,-26.0685520481373,B,121.24585625710857,C,C,-2.3699226837897243,B,-109.92851549886299,B,A,-4.753042543544622,1
Single,Non-binary,Other,D,B,B,D,A,44.50250393765812,B,-282.3837630776835,B,D,-187.79039109277167,A,-233.77783493129297,A,C,96.33776925915957,1
Married,M,Christian,E,A,B,E,C,74.77476732465499,D,-41.55001114512514,A,A,-65.26636273309802,D,-193.76661385320165,C,A,-37.46913114633601,0
Widowed,Other,Christian,C,C,D,C,E,-21.447955634061202,B,-107.83839172385905,E,A,-12.635891220234038,E,-3.463414009286729,C,D,-216.34878756301595,0
Divorced,Other,Christian,E,E,C,C,A,-148.83885430133702,C,-69.24508150000214,C,B,7.831138726475145,A,20.27376599823342,A,E,212.57728336865767,1
Single,F,Hindu,C,D,D,D,A,125.73101169543826,A,9.28008538378758,C,C,103.43086424441846,B,13.602353626183557,A,A,-60.447807316848866,0
Divorced,Male,None,E,D,D,A,D,-88.08858852380335,A,112.1342567676694,C,D,-105.179159359592,E,126.11651859911348,A,D,-11.11426021133046,1
Single,M,Christian,E,D,D,C,C,-141.5922567497013,B,-26.985243293136442,D,A,51.22299697463873,C,-24.951292214726127,C,E,-91.21482789483922,1
Single,Male,Jewish,E,A,E,A,B,-59.30647489245337,D,63.0992580758157,C,E,19.158098041809108,A,184.45584262884182,A,C,-82.80655270766411,0
Married,Female,Muslim,A,B,E,B,C,2.1147816173472793,B,-243.14115063827484,B,B,42.37960425385408,D,117.26988928252473,D,C,42.8923962035254,0
Divorced,Male,Christian,E,A,A,D,C,-19.133314820234073,B,-90.69429496651134,C,D,-0.6001742308379054,A,99.48103522228548,A,B,43.016226875570695,0
Single,M,Buddhist,B,E,D,A,D,-14.77932685119793,A,-70.52948297337946,A,C,19.8570539162556,B,67.88918426481804,A,D,81.46422867840649,1
Single,F,Jewish,A,B,A,E,C,-24.738728139164575,B,-13.614529946403064,C,E,58.24817785942899,B,-2.72562853889346,E,D,-115.73224386059226,1
Divorced,M,Other,A,D,E,E,D,-119.18433393336556,A,-182.4343827972087,E,C,-243.4355624705824,A,116.88387132418652,B,B,154.0057185253752,1
Single,M,Buddhist,B,C,D,B,A,4.092260360312316,B,-278.0303875828432,E,D,78.65605165152576,C,201.96861944596546,A,E,141.43885868117835,1
Divorced,F,Jewish,B,B,A,B,C,33.485955100375065,D,-58.88387252528593,B,C,-62.94012143532923,E,-94.40234722701854,D,E,41.06261545688966,1
Married,M,Hindu,C,C,A,D,D,23.827513654164736,D,42.143571646780245,B,B,108.9810922982464,B,-21.9313517811857,D,B,-91.25463496200761,0
Single,F,Hindu,D,E,E,A,E,90.88255789962,B,-210.8058218155755,E,E,46.49671606972504,E,-61.701308523299566,A,E,40.501170319103444,1
Divorced,M,Jewish,C,D,C,A,E,-62.1637291795423,C,-94.70720342977411,D,A,161.91099359750365,E,16.91344310292043,B,E,176.02324560987742,1
Single,Female,Hindu,B,B,A,C,A,-141.35890546449832,E,161.29179056052035,D,C,15.119615691783284,C,11.778822646952017,B,C,-63.249085833134714,1
Widowed,F,None,B,B,C,E,A,223.1276144603577,D,-81.61316303424535,C,A,-104.84989503440754,C,241.59597910775275,C,B,-68.1632037006746,0
Single,Other,Muslim,D,B,C,B,A,-42.411773352714896,E,27.09747663175167,D,C,167.25416005710707,A,-168.49284570560047,A,A,-115.40455646638728,0
Single,Female,Christian,D,E,E,A,A,-39.29990061745482,A,29.357082949394687,C,A,53.495774821900696,C,61.93180971662835,C,A,17.454249201539362,0
Married,M,Muslim,D,C,A,A,D,61.45560804161542,C,-143.35400612817443,B,E,51.06651498686233,D,-195.8632330545497,C,A,-21.813456219301152,0
Divorced,Other,None,A,B,A,D,C,20.120915303429427,A,-49.27325418091364,C,C,150.83282338713207,E,82.77543069615733,B,A,-114.78933656760842,0
Married,F,Hindu,C,E,A,C,D,155.7297489388049,E,-24.969425896696894,D,C,-29.490373629910387,A,199.8703808558492,C,A,-9.656061459707773,1
