military,religion,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Non-Veteran,None,65+,E,165.26467566991474,-93.19925771898724,213.35948475926148,B,E,B,8.187188544828635,C,E,C,10.138332705266281,98.10179181927934,-39.23810446627603,0
No,Hindu,51-65,C,141.82740670582757,12.247976564406633,36.19701182389397,E,B,C,172.30304116412617,E,C,D,33.9504455422515,13.19855007273501,27.016562202252324,0
Yes,Buddhist,18-25,C,191.6061412115492,110.79649783679784,145.4447263071053,C,E,B,77.80645640902287,D,D,B,-53.93102918657425,113.02261314647222,-95.1904847329749,1
Yes,Hindu,26-35,B,-99.35741619166828,157.08866366554872,-174.53002093431985,E,A,C,-89.24592320323967,B,A,B,-120.18966408633318,9.944960386012298,-80.10357060718178,0
Non-Veteran,Buddhist,65+,D,-26.575508513171027,-76.51487385621638,10.275873019643816,D,B,B,16.209909066986857,E,E,D,-69.40131127337762,61.20812071656665,-28.429109066893528,1
Yes,Christian,18-25,C,1.7868154904789644,-5.810375992994981,-5.388351481615715,D,C,E,-73.870268483232,A,C,A,-111.47307800937219,6.114616328152086,208.4922605903494,0
Veteran,Jewish,36-50,E,-147.08027649970128,-22.99777606067323,63.1001794071128,D,B,B,-165.00436103769133,D,B,B,58.769767718229716,-37.3921221533717,8.838250981597056,1
No,None,18-25,C,43.05121377246636,50.91960120102637,-8.802476948380043,E,E,E,72.92370513276093,E,E,C,-129.58504309686373,-17.89690019785428,-42.95398713113285,1
Yes,Christian,26-35,E,142.96915243760856,0.2860540592875857,-42.08312453034125,A,B,A,12.824791740643512,C,D,D,81.5344614222705,-11.164896976955603,104.25458539653589,1
No,Other,18-25,D,140.9216078406221,89.2315602315223,-58.27153729381703,D,C,C,193.39933014819457,C,C,E,211.59537142502836,63.15223250136758,118.04368239122223,1
Non-Veteran,Other,51-65,C,221.95120316612918,24.335167432754012,-25.25291052710395,D,B,D,17.144492780483578,C,A,A,53.48351513788736,66.01626825496432,77.90649714050389,1
Non-Veteran,None,36-50,C,67.29956096399403,-215.16677271641495,138.7080230445045,B,C,C,130.5170029411194,D,C,D,-133.70887638477868,32.98556292631964,-55.35464309912814,1
Veteran,Muslim,51-65,B,273.2022507235165,-134.4235909058613,-96.8411512346653,B,C,E,-175.71660136401366,E,D,C,159.02892428788127,120.30516391040918,17.907194457736757,1
Non-Veteran,Muslim,26-35,A,-85.57603317094834,131.2797358032882,41.64713649496788,B,A,C,51.397977472822454,C,A,D,53.69509199328695,-132.92847195902235,150.67193787823854,0
No,None,36-50,B,78.00568635291228,-8.83644225193313,-162.67634973565106,B,C,E,-40.78191298069139,C,A,E,-85.088316370456,11.716379344118332,-157.4815007347793,0
Non-Veteran,Muslim,18-25,E,109.89163537084015,65.230444990912,68.14561570490262,B,E,E,121.39882721754236,D,C,D,62.78408097250073,-9.401031318163687,8.52285410099845,1
Yes,Jewish,36-50,C,-138.7103020172165,117.35884253731506,-122.1156436786901,B,C,C,-108.96477051791291,C,C,D,-180.6387592422861,-125.38818419546709,95.81078299291062,0
Non-Veteran,Other,65+,E,-52.076068175497525,20.610096411182667,-22.631265543613644,C,B,E,57.72323434750534,E,E,C,-181.23986118646434,61.581975201459805,33.0522185619763,1
No,Muslim,36-50,D,52.97825031408745,161.56625333550807,150.65402189650686,B,A,A,-69.18336648729205,A,A,B,306.026251514443,-12.942841796394916,-61.67165495374453,1
Yes,Jewish,51-65,C,-233.9779895321894,41.12837865546997,-11.60941565651389,C,B,B,14.062178929095866,B,B,C,66.57486960922739,7.800856300433337,43.64803353444251,0
Veteran,Christian,26-35,C,-66.41004834399602,-160.54977489027326,11.71268963366385,D,B,D,149.07870376763051,A,E,B,-56.830234334293316,141.43399824188415,104.63750895152263,0
Veteran,None,65+,A,71.31906409518206,-27.871023009703315,-27.398584505111167,C,B,A,151.71863138030884,C,D,B,-26.225829719050566,-3.5160904303278078,-88.40743675083732,1
Veteran,None,26-35,B,-97.06155170813126,-101.12938690522107,32.8165799024476,C,C,C,-13.985769820093436,E,B,D,-99.48485304421641,97.67740367769537,94.81604723428839,1
No,Muslim,26-35,D,0.5582436219977275,-61.17811263918506,143.73872667818398,A,B,C,20.880083625294766,B,A,B,90.87598129267775,124.52269349145656,-68.49386390488273,1
Non-Veteran,None,51-65,B,2.2787412926601416,73.99705394480266,-3.406745882367486,D,D,E,-253.36329752049497,C,D,A,-88.76820913968983,-174.05191407202437,-43.30710552890341,1
Non-Veteran,None,36-50,E,-114.65433874337599,-62.394401307327094,54.357200748858695,D,B,D,113.81987964064581,A,D,D,95.21723595990626,32.67804319698382,40.21607236340168,1
Yes,Buddhist,36-50,C,-66.69081201450545,60.36564756031431,30.08880456436736,C,C,D,43.11866463902283,E,D,A,281.41205555210263,-292.6818403672039,14.989727834006958,0
Non-Veteran,Other,65+,A,136.71803064118498,-44.949640793052815,-59.54370390026017,A,C,B,-73.85564571476839,B,B,D,23.366993079526264,74.74702621756745,-69.37903328755571,1
Yes,Buddhist,65+,A,-54.2205853612178,21.771721412723764,152.27536731571305,E,C,B,-6.433076419176268,A,E,D,17.91877938377231,-104.52183824700671,108.86641352288243,0
Veteran,Christian,36-50,D,174.59045542371675,42.122361446338225,101.23359163159628,D,C,C,-230.24858898345468,D,B,D,-35.747442632383496,-13.227607889612253,34.03335276279369,0
Non-Veteran,Other,65+,D,-43.14668369422288,-58.2872801823342,-13.131386072353306,E,A,A,-17.100178247945642,B,A,C,96.39775374547038,57.59616511875652,-56.058757309956185,0
Yes,Muslim,36-50,E,-40.83194909802483,16.138255950394676,84.62955750411919,A,B,C,-60.441590997468474,E,A,E,-169.37350153316427,-27.718062595992528,51.25107583862922,1
Veteran,None,18-25,E,138.46529605030202,117.75327118791996,-11.156780538270567,D,E,E,-57.04927403279989,C,C,E,-11.408867626109101,133.34319539600415,-187.15828570148528,1
Veteran,Christian,36-50,D,31.549726035265873,160.93528066565318,80.45007661154027,C,D,C,40.009105210460795,C,D,B,-45.56290066290044,-190.98773374149562,52.23170132457855,1
Non-Veteran,Buddhist,65+,A,-89.47000810858256,-41.28243520162337,-3.707246477285637,B,C,A,86.8609184719998,B,C,A,-83.67867481341484,-129.0984191490162,-225.18793791531948,0
Yes,None,26-35,C,-64.92771416709095,-80.68428824852998,83.4160041353816,A,C,C,-6.810941235171862,D,C,A,-26.016026439134098,-114.81052454319314,98.3982557546682,0
No,Christian,51-65,E,-65.47832584517036,77.8465388616273,82.39004663625707,A,C,A,54.79454681297169,D,D,B,-153.00299294421237,-159.5532960031375,-55.41135453749284,0
Yes,None,18-25,E,-43.58782750977735,3.6357285853933425,186.69234018838955,A,D,A,154.2553826599967,D,D,C,65.00929237407793,-123.52536764206883,64.13279279502008,0
No,None,51-65,B,140.67396309545111,-25.190346811378493,-299.2444051077651,A,D,E,-84.30731909031368,B,A,D,-98.7422241449979,74.11490789313534,128.85263111347248,0
Non-Veteran,Jewish,65+,B,-112.60965315271328,-38.191090183371806,34.55518297733053,D,E,D,-54.06090912239503,E,B,C,38.24971488855644,-80.41496218592647,-107.20824944860163,0
Veteran,Other,51-65,E,-145.50979679798598,152.38043857879455,61.17997725039598,A,B,E,215.77195425188208,C,E,D,-57.39938716116223,29.56350489036652,-103.30175942763589,1
No,Jewish,26-35,B,76.05841961132747,-73.96375266240845,-141.0686706123301,A,D,A,64.41222745299339,E,D,C,-59.07363736367392,78.03337379803091,85.71173054319564,1
Non-Veteran,Muslim,51-65,E,-77.56705278471617,208.683067338161,-100.27035722693599,A,D,B,58.66470961622963,D,E,E,84.46811776054454,31.531504288599066,42.29825686058149,0
Non-Veteran,None,26-35,A,149.75913255061798,-72.42472601221041,-41.90801439420363,B,A,E,-93.23971160046155,B,B,C,-9.875631775296036,-90.25675671523227,66.14162693519899,0
Non-Veteran,Other,51-65,E,-59.57887146325195,-14.177266359620244,47.971075722003995,E,B,E,114.3153963377378,C,A,A,-13.96027203879856,25.800521432739114,-119.35638218110567,0
No,Christian,36-50,B,-0.11689392695066912,38.01273713445359,-2.0173332779226376,A,C,E,74.87757191979068,D,A,D,-78.6157493813555,136.57485868898354,31.92625889596421,1
No,Buddhist,36-50,C,-44.31273907936686,97.63167672235889,-138.36484644212393,E,C,D,130.5535854545755,C,E,E,64.54570295835826,-200.48389472242846,2.2579150161828743,1
Veteran,Buddhist,65+,E,14.15850162403413,251.3722985893446,-105.97104303221832,C,B,A,55.72624881449377,C,C,A,-43.54955240501151,-68.89499178706355,113.68578866200345,1
Yes,Hindu,36-50,A,-18.71648451734004,164.8418075556515,-29.057895429524855,A,D,B,205.8314315598852,E,B,C,-37.107153282645214,201.95606441101512,-18.798670296064397,1
Non-Veteran,Muslim,26-35,A,37.134078564373205,51.82199183971164,-93.98844451535491,C,D,B,-19.5676327581225,B,C,D,20.35813129230751,-19.958916185092672,-166.22047549300976,0
No,Buddhist,51-65,A,-51.09644396782988,-65.90896015348623,-181.3382921123711,E,E,D,163.93762566234403,E,A,A,0.05338491640263757,33.0534957801427,4.520631586368074,1
No,Jewish,65+,E,84.15352620810489,87.26034151497657,29.156106729884684,C,D,A,16.80839047492653,A,A,E,46.54696734782339,6.113140175712503,-122.3365783057138,0
Yes,Other,51-65,B,-36.597657469563245,-34.54288082473703,48.35087717186856,C,E,E,81.60084299102847,A,B,B,-96.7186836206601,56.819365075003184,-108.04312187322039,0
Non-Veteran,Hindu,36-50,E,52.32676607381256,-129.63291509966268,-98.89774203287989,A,D,B,-61.06095071044879,E,B,A,-66.33540858509703,-83.33857171830503,-204.7413349517615,1
No,Muslim,18-25,C,-86.74652863076557,76.13277726885077,-1.9627603152074933,D,D,D,22.358757438124137,B,D,A,67.45039517757311,54.466537870412445,124.69615062615577,0
Veteran,None,51-65,E,-13.051713095349687,140.24376765654847,-110.69597298974598,A,A,D,-61.36619656466815,D,E,D,-104.73789953960038,34.73763644665471,-128.39049023513888,1
Veteran,Muslim,65+,B,21.477701601682224,177.6021158705357,10.865129112703285,B,B,A,-168.71299930695403,E,B,A,92.63865614354735,-19.885803148714327,49.68021683423158,0
Yes,None,65+,E,145.81517551430338,49.55294664653147,-82.33561158776887,A,E,B,28.880955023343507,D,A,E,61.16424279050373,10.919167741885362,-25.02982334924046,1
Veteran,Jewish,36-50,D,-76.40556736808476,109.29406824746283,-157.5307842511108,A,E,A,113.52215742882777,E,A,B,240.58828247815137,-171.65725887900223,-12.861030099818235,0
Veteran,Hindu,36-50,D,-160.63781638538083,-44.044502622048995,35.55758915139478,A,B,D,25.737621485209043,C,A,E,-92.1847843519096,105.57450261292347,-214.45127712698942,1
Non-Veteran,None,26-35,C,-192.1655661903501,-61.833800987726576,-52.448246869695204,E,D,D,43.1994700697281,C,A,C,-60.77282054058494,-9.208691186400793,-101.90154100533688,1
Veteran,Other,65+,B,-14.149064533261612,5.355271679449383,207.0482853370132,A,D,A,-9.136197823657987,C,B,A,109.21471509611538,24.086794053406184,-139.8129549858698,0
Yes,Muslim,26-35,D,-109.41300986027235,186.28755136551067,38.884900016412736,C,B,D,-71.37541276783192,D,E,B,62.16956713250521,65.71016167771752,98.96972542440989,1
Yes,Hindu,65+,E,64.46970235085902,216.58045163403435,-72.00183520100238,E,A,A,-35.937297461114085,B,C,B,-60.521824403421675,-34.857353092927006,-95.32675337094905,1
Non-Veteran,Buddhist,18-25,D,-100.26501872827673,-17.689526947017047,22.234559656580398,A,E,D,-84.07541539200068,B,B,C,-30.75351140625926,101.98470193955357,-121.78987533059633,0
Yes,Buddhist,18-25,C,-35.29522323537238,101.27878578915642,-81.49625828542602,D,C,A,-203.34803507748464,C,E,C,38.57016093714781,-127.9226301124124,-121.02316127134287,0
No,Christian,65+,B,255.22647631487354,63.06551305471899,111.48223107991812,E,D,E,-58.993809935189645,D,B,D,-100.8587151716886,-36.23968645418905,-51.82392673336395,0
No,Jewish,36-50,E,-76.57093219477369,-26.310342762443952,56.40226589614582,E,E,A,6.324660219239349,E,D,C,51.99939763811587,77.82725183628504,-81.78308030783406,1
No,Other,51-65,D,-141.11547164128058,-175.8961082390809,-121.27348493943609,C,C,B,-96.47318778554876,B,E,E,-30.289917799757145,71.13000984044258,98.93186497626768,1
Veteran,Christian,18-25,A,114.38575882795021,-43.72766144245598,-96.50100768292513,D,A,D,9.226375020172108,D,C,C,63.996461163694185,220.68253738418858,124.25905657215948,0
No,None,26-35,C,44.553541278765636,143.8586054997994,-168.2246632669311,E,A,A,27.41586391011537,C,D,B,15.302965559116435,-47.53574853455524,59.22838109609505,0
No,Other,18-25,C,51.87619443437846,76.79039837502656,6.12759366665452,B,E,C,-46.951909129475894,C,A,D,1.1426607771260997,103.00837141470333,-29.568845707289405,1
Veteran,Muslim,51-65,B,65.80508904096084,149.2275954769497,39.916601270887114,E,C,D,92.14681420670334,E,B,A,27.891777477355028,-48.66769390338622,5.938640921163968,1
Yes,Christian,51-65,A,-26.42876793090497,-65.40500198775308,-227.19467208050972,B,A,C,34.872599998247914,B,E,A,-143.01659459828554,-215.64334494195657,-187.8878592114397,0
Non-Veteran,Buddhist,65+,A,-61.472809560886255,-50.24935135677365,-26.798977853201166,B,E,C,-47.04668665298732,E,E,B,-27.408888146137578,-98.46139830582827,155.38728908151393,0
Non-Veteran,Muslim,36-50,B,80.07253540638688,-60.380957550052614,21.67547008154124,D,B,A,46.01511636837223,A,A,C,12.978717909241785,-109.81869681383824,51.37388225589139,1
Non-Veteran,Hindu,26-35,D,-94.63085790095676,-74.97032723202443,-42.45372471480745,C,B,B,-4.973831021235895,A,C,E,32.10145674280604,141.60384873143852,-25.103819800540805,1
Yes,Hindu,65+,A,34.33523372632549,181.94093794803143,202.21463564448104,A,A,E,162.90723528435382,C,A,C,-136.77954815414165,-121.73704378188623,129.9985546551504,1
No,Other,65+,A,-3.9680951280965058,-14.176985213282423,-43.239909020760145,C,D,C,-44.72119000224716,B,D,A,9.201565764309077,-45.939661905370556,48.837163222675166,0
Veteran,Christian,26-35,E,-61.47339615127972,-87.86700658104388,82.56170944515098,D,C,D,24.679621163497558,A,D,B,-198.94235612958838,120.0372389953361,12.942937386111227,1
Non-Veteran,Jewish,18-25,B,189.9166449894469,-76.17891267145347,-211.5492384216622,B,C,A,-186.553378983085,C,E,D,58.925022802441,64.36032382324719,14.306351855216745,1
Veteran,Jewish,65+,D,-78.37481256418715,-16.055075288540596,55.3536256688565,E,E,A,-67.3444943333563,B,D,D,62.33280073426971,-14.089852753233126,183.8491635300669,0
Yes,Muslim,51-65,A,92.25440319222824,43.50573468434822,-58.68436199493085,C,B,B,-78.04617163929908,A,C,A,-78.58824445056524,55.935653306534725,-55.32381284178165,1
Veteran,Christian,26-35,D,99.73134114631742,53.362127352003775,188.10653125884212,D,B,A,33.060700647884914,B,A,D,-77.09672183560201,7.384802917049746,-42.6059004815821,1
Yes,Muslim,18-25,E,-35.892911109855675,104.3988850689485,153.74945062607762,D,B,E,19.204626832194602,B,C,B,-9.526784883509565,99.25856220479065,24.767928934071257,0
Non-Veteran,Buddhist,18-25,D,71.2617527316134,-57.912369256949894,29.917670352661613,B,E,E,25.98695472106402,A,E,D,-51.171039231207175,25.09065491178624,89.68971354452341,0
No,Other,65+,B,-5.653879887725237,148.36374643155503,-209.98053483757525,D,E,E,75.38893090390458,B,B,B,-24.65542219591525,-30.494815501024412,-106.150707316699,1
Yes,Other,18-25,E,-59.359350288378224,70.81572403469242,-101.41327951963983,A,B,D,136.13329710279532,E,C,A,50.736791905979196,72.22251254767419,-24.18101230029541,1
Yes,None,65+,A,-217.16918141567186,-39.167228012599175,-76.40205796235863,B,E,E,99.1819509611106,B,C,A,-115.4703794243618,-4.438846757779892,62.88266814193221,1
Veteran,None,51-65,A,-35.76722007095982,60.9498562657575,-39.991026500888175,E,C,B,109.4979320893994,C,D,B,110.32275890584513,78.42344913356271,-112.89519089623519,0
Yes,Christian,65+,A,114.545369823153,169.29229415081636,-72.40777992860352,D,B,D,0.3952913788893075,A,E,B,-39.60399327755363,-22.277233405182347,196.468592878901,0
Non-Veteran,None,65+,D,92.12790339354675,-66.50232635409724,-119.14705580158133,A,E,A,-57.573881973625284,C,B,C,-28.7881039840425,89.67056206174068,-206.6444738042145,1
No,None,36-50,C,-65.80731331781698,74.74763724003233,110.06877527942713,D,B,E,-127.95965046647436,A,C,E,-116.1858067288055,14.199041470668883,-2.6046159404709317,0
No,Muslim,36-50,D,84.95514874942639,13.04545158922318,77.72987223645232,B,C,E,247.11542317160507,C,A,E,-87.25759528041948,-111.43355784919919,-94.16461595596785,0
Non-Veteran,Muslim,36-50,E,70.93136032257331,46.006179781461434,39.88302355638068,D,A,A,-98.30685973466473,D,C,A,48.045308106298265,123.41723954301239,-79.92480623222137,1
Veteran,Hindu,51-65,B,18.256227716457047,-4.215919274315478,-20.16403786138884,E,C,A,50.74099290525764,D,B,A,7.202834199266264,51.33305289021516,-169.22559320064076,1
No,None,51-65,B,77.95937120421155,-83.09718323899008,8.330439394268353,B,E,B,105.01089347139532,A,C,B,-141.9305672661547,76.66715403487657,55.36058820330874,0
Non-Veteran,None,65+,B,151.19494415825721,95.75533938845108,10.100515596431888,C,D,A,-49.39114267609982,C,B,A,77.51489811119666,101.57315914422223,-123.86859706797688,0
Non-Veteran,Christian,51-65,A,42.531241393211026,44.85389661772762,-37.70198965188188,C,A,E,8.397797432147572,D,C,A,-148.98602103286493,-65.85200130922536,-180.10466524849264,1
Non-Veteran,Jewish,36-50,B,4.087549361851302,-29.768943888214178,-37.13115622159659,D,B,A,-226.3931464019711,A,A,C,152.9718583116701,47.30576717803351,-62.311375801994764,0
No,Other,26-35,C,4.554987317488922,-18.519483028868123,146.4886340034485,B,A,D,-122.80067382351231,E,C,C,-18.85823938812509,-4.390158524195582,6.9762343310230746,0
Yes,Hindu,65+,D,51.05284820331748,-98.46701031470042,14.24195256455526,D,A,A,82.09645943424057,A,A,D,96.16751618723094,-127.20524310176677,191.33396089796798,0
Veteran,Other,65+,A,113.0389971137409,6.14034325342783,22.500192057442845,B,C,A,156.55312269100833,D,A,A,-47.199934624791496,6.346939655930223,136.8200376210828,0
Yes,Jewish,26-35,A,138.00059087371304,40.98535153662213,148.06269309318841,C,C,B,-109.4710295407604,C,C,E,15.048051894105383,204.34008439753995,84.66369912057554,0
Non-Veteran,Jewish,18-25,C,-60.13079525323041,-58.4930833445507,0.8635821083750472,E,C,B,46.07187232566334,B,B,C,-204.98716528407988,-91.65458104362979,126.13197863613028,1
Non-Veteran,Jewish,18-25,C,-7.603890402176313,-42.55283977245896,-54.29001714362243,A,E,C,196.9192773337474,B,B,B,33.56396492349976,-53.28651074177867,30.437946203389576,1
No,Hindu,65+,C,-4.342245870492679,183.82456313308865,97.09127706530096,C,B,E,16.906904739625066,C,B,D,-148.5655301499495,10.91495454951039,-55.4287977423946,1
Yes,Jewish,36-50,C,122.85505597433337,-84.11211698601491,-66.67430993972518,B,A,A,-12.709548190104622,D,D,C,-127.0888522201258,-269.84323508445055,-3.590576782759635,1
Yes,Hindu,36-50,B,218.8846500825196,2.288858118598442,-189.95082509892325,B,A,E,-94.67851956071455,A,E,C,85.74701687370383,-114.3654088462529,-74.01909087572155,1
Veteran,Hindu,51-65,B,-214.4987792991608,66.26735536994369,-81.86618767170741,B,D,A,-119.20829091152105,E,A,B,30.567059008598243,170.60183819401843,92.44008407749718,0
No,Christian,18-25,A,21.394919518199345,-37.0847375176326,-121.3643433928494,D,D,E,-49.648503760035716,A,B,C,-77.9696992860262,-7.732269113730267,6.306961048776678,1
Veteran,Hindu,26-35,D,-50.16754040539318,-171.56355178183614,43.55634183039545,A,E,E,-126.93992541363308,D,D,C,-76.71636310655781,-23.75689346185767,41.551027862731175,0
