Veteran,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-Veteran,None,Single,-226.62954237942432,115.22816098725738,D,C,37.53027930297164,-29.925602235271043,-100.53068240132039,73.31031334837854,A,B,-171.56900870838268,E,11.034195147545006,135.55831847644166,A,-98.33911951744012,1
No,Both,Widowed,-52.3216738630369,50.69133472994307,D,A,1.3129250660153013,-47.48670375632382,-41.92280811285021,-88.99382137084811,E,B,-1.8033633745993083,D,33.38195860023768,21.779636948048214,D,-17.129348545739422,1
Non-Veteran,Physical,Married,99.53995094800041,-65.56969143032588,E,C,108.42862678011664,64.3823734531779,-56.47900073383417,46.059505860890035,A,A,40.95395446423129,D,-67.08944227194907,-19.49833949898623,D,-91.43461912959417,1
No,Yes,Divorced,-65.62577239344274,-143.91858256644528,C,E,88.984011273073,-69.72494173300002,5.572288870489669,145.37223216137312,A,A,315.4478160643391,C,91.89750147961281,-145.09880544132696,D,-1.714994687900211,1
Yes,Physical,Married,208.16898256056749,61.236334615624685,C,B,11.799022026596154,51.5828929638694,31.390252130967376,1.6952087056310925,A,A,-60.720859439863986,E,-78.2489046989264,53.3142082770737,D,-57.84834409034588,0
No,No,Widowed,95.9966563437783,169.11255975465411,E,A,-86.81376705400058,0.10070755223834887,-84.0199424570767,171.65111028634928,A,B,8.04498096817537,D,-99.2153051786885,39.47513761497567,E,142.8094912348372,1
No,Both,Divorced,-35.29665401811056,-100.0792623211253,D,B,-110.15420739597974,-6.015192610019531,-94.64981320044569,118.36921878868078,C,A,69.90735645061027,D,10.166335917531914,-40.55538238665699,C,-260.7409894313855,0
Veteran,Yes,Single,115.30363724459359,22.562828005982137,A,C,13.421267382383139,150.9290156767704,-1.469732247754535,59.526445614395506,C,B,-4.553411859039418,B,-110.12817340543847,76.48864450180146,A,36.95454188154535,1
Veteran,No,Divorced,105.55326419350382,-98.6631887206512,A,C,174.3790370273314,116.05483220824252,105.03257821150349,-36.46649969649586,A,A,-104.8775675913937,A,78.35825713299594,-36.374300638655946,C,-51.990287269063906,0
Veteran,Physical,Single,-26.388216226764904,124.71565856310163,A,A,20.657185859744516,-54.45192979994865,-59.99265116169844,8.765346577120924,C,C,-231.56689001234832,B,83.17881662720423,-1.4064330449203242,E,-18.932638773888133,0
No,Physical,Married,-37.35236624990547,169.04807110143284,C,A,-85.20498575730232,97.40974186590248,34.901692861394416,-73.17308394940527,D,D,118.0373200050044,D,-75.19994994201778,-36.34583841461451,C,41.008004706455466,1
Non-Veteran,Mental,Single,-91.10838102426125,-181.5839377996797,B,D,-2.944963435692004,-46.0368277573082,-14.94087573926973,33.78814459275311,E,D,23.812724020452297,D,44.060844789839244,23.797985566968823,D,158.11731765876323,0
Veteran,None,Married,-111.75245533980878,33.246153124020424,A,C,-13.88727366781801,126.11135227510304,80.11567746177248,86.40656105856357,D,C,100.56334690936193,B,-123.40433719204805,-133.7337528967005,B,127.16127142689746,0
Veteran,Mental,Widowed,78.45842947909121,35.62703153185762,E,A,-65.85668091108124,202.55052250885242,-44.989880742881255,-90.468989044061,B,A,78.98841630738514,E,-98.11666813952903,164.51782249096175,A,78.66440572688632,1
No,Both,Single,111.4290271123082,72.42702792747107,C,A,-64.53149639533693,-52.443949643262414,-46.521667477659975,55.96139065229855,E,C,-0.5268751562007509,E,-157.16558994475017,87.35149454472037,A,-28.389739675544444,0
No,Yes,Divorced,-41.78724117945317,-3.8929193832486,A,B,-0.33630130336581626,147.66347001791834,95.09015556268345,98.42813557531937,E,D,37.30084563337047,C,-11.445583385575045,165.87012953227034,E,100.7129828020258,1
Yes,No,Married,6.558681961320774,-11.174189359781437,A,D,-158.48834847172466,82.13272645512914,89.27275365955524,-70.06632911457984,A,C,44.386133697578586,A,-52.78172881945162,36.685134692631806,C,-18.334066431331586,1
Non-Veteran,Yes,Divorced,-91.14707779965971,51.829707931098966,E,E,-134.60195051079293,-69.46307025048876,-134.25013121042218,124.75029754223519,C,A,11.825456434738092,D,8.988133445745651,60.82182168582225,D,237.30387678984292,0
Yes,None,Widowed,-142.92979138243348,-73.254122506697,C,A,102.5688960725351,22.768120423302474,121.24566352068267,-72.5858519274044,E,A,78.73822939727788,B,-76.82672516457512,-157.25047141459487,B,-17.873117445676066,1
Yes,None,Divorced,-172.23677965489892,-52.87548918123065,A,A,25.144173980710725,-102.33073517615917,44.496142097444505,-51.123745267445855,A,A,41.92406745547689,A,-104.01879301037911,-64.12294606907238,E,-13.117382246627137,0
No,None,Widowed,5.878911124150094,-6.170949022707606,B,B,119.7080275001914,44.58009710970005,-83.39482123119579,68.2692459073486,D,D,-78.416029257111,C,-166.49294838966583,58.902212674967316,B,121.84569671983097,0
Yes,No,Divorced,99.21792065142864,-47.06374964763474,B,B,91.02225768137599,-52.97984960605373,101.08645165729175,-148.9370279167663,B,B,173.9535573910237,A,89.2347530172006,43.68225223680933,C,158.65139550816352,0
Non-Veteran,No,Divorced,-128.69098384747224,33.63430426209872,A,E,-99.18542530949235,-46.94931561999478,-72.09689485695203,47.43630254460339,B,A,-203.90807355685442,B,-24.27643529352724,12.612917548538372,E,-38.01596673090896,1
Non-Veteran,Yes,Divorced,-18.913500264050658,-44.63746485552738,B,B,-77.14871635074881,-45.801695032346004,59.27761795291914,170.43040982521433,C,A,60.135160742054225,A,41.344374809984494,95.78821096926804,A,-42.247689511065836,0
No,Mental,Single,128.00391904968825,-55.380723905157524,B,D,102.95554897539836,-50.510046464158386,11.06636664702282,-11.91318563957654,D,D,86.61004099632493,A,34.32967639684589,112.6201024558655,C,-59.28810574189705,1
Yes,Mental,Divorced,25.536924553432744,-152.14275299533668,A,A,56.98873341917151,-36.57240834907494,105.00942653913611,-91.86666291942038,E,D,29.0923497624426,E,-24.474075881451117,124.64585413925231,D,-67.81205273937135,0
Veteran,Both,Married,63.161162078633424,102.35029629835886,D,A,37.56538836374312,-2.0568954935145833,97.3241816220858,-69.3526348904411,C,E,-175.08832545575916,B,45.416908392279325,88.4854149638991,A,-155.193177124621,1
Non-Veteran,Yes,Married,-42.57018848058008,-6.672673774779329,A,E,-114.3551424388457,-177.67661280990916,65.68933994040214,-90.69925576636764,C,B,27.36747445951831,B,10.975014126859033,57.2127855291369,E,53.24549425033859,0
No,Both,Married,60.980038134559976,-45.786562126070116,D,E,25.853012064954566,208.09637340562065,1.7862658926278216,-90.33936581147557,A,E,53.05587452693441,C,7.636900836751943,25.34958428430243,C,94.75835881400518,0
Non-Veteran,No,Widowed,93.15165381026294,104.16445225525443,A,D,-168.630713189071,-5.50997329550181,91.34343039095546,181.4785314503983,D,B,68.70005126719201,B,161.42690450281128,45.92566003587603,C,-29.974175052749093,1
Non-Veteran,Mental,Widowed,97.25460145462885,32.494130169499314,E,B,-156.35507512415919,32.63595666486023,-138.47501091541187,-21.605415999750665,E,E,75.82851788284177,A,87.98957649383792,-66.08021209184946,A,168.55273195461936,0
Veteran,None,Married,-25.4132400977001,-112.30112521190505,A,A,-93.07723898975118,163.3652810634088,-146.7007586052395,-128.9446184936179,C,E,-153.35465253171,B,41.76559872539596,-2.129923262174639,C,-92.33403103815634,1
Veteran,Yes,Divorced,-27.76391707093776,39.394566996928155,D,E,76.13642085045032,-32.94241240336397,21.05035953822297,-23.651913764999414,A,A,-114.03627685446969,C,-6.839131715073113,-27.320470446483764,A,-222.32895081070762,0
Yes,No,Divorced,67.87788302326967,-79.70017080738708,C,B,144.70480862733325,-44.28856868868413,-79.31349283099178,155.60757665994035,A,A,-133.47705910622784,E,-24.753119982208645,-28.05554112280177,B,43.711673432440804,0
Non-Veteran,No,Single,-36.132459990399546,-105.23429848780941,C,A,69.87119445130855,-130.89448273159724,-48.50754019330677,-259.7425810994561,E,E,-46.96627792569966,A,-20.178072779449888,-114.43876121668998,E,55.88327310573787,0
Veteran,Both,Married,109.88696367492724,103.57403596074764,B,E,25.130970619259212,140.60875552728155,-18.52635160044414,47.88054689586737,C,C,31.264388136668497,C,74.2115161981321,198.76661869538103,B,-45.79481836001006,0
Yes,Physical,Divorced,115.58586133751491,-98.30506564537164,E,A,87.93265885959782,48.978241584776534,105.3821448469655,-99.8756425596332,E,E,-212.85698615958904,E,61.806278854675924,-14.843754379642684,C,-96.76870527304202,0
Yes,Yes,Married,-54.20295258796541,-94.1905880922534,B,C,1.9635822737892192,-162.80460989330598,69.82629890124967,43.797779398923836,B,A,71.49548674058565,C,132.89048841340372,17.493868428438084,B,87.18643879896796,0
Non-Veteran,No,Married,-67.32747311692206,-60.92449952780152,A,D,-9.106827696095834,-101.03034996090396,-151.84950582802804,154.01676952972937,C,E,-26.872166616819616,C,-2.4324621019711783,30.374104264385505,B,-51.458105627592246,0
No,Physical,Widowed,33.38660205101218,-55.19353324723638,C,A,22.14121115552955,-58.977659128178296,-12.861676202454944,-111.10482845191407,A,E,-156.53608698403397,A,123.42731711949017,22.68404911661533,B,60.83024844895475,1
Veteran,None,Divorced,32.29197537546556,-96.25077590852261,A,E,-28.92206719419598,-56.47234261556006,-59.31780255222422,52.34030862987458,C,B,-36.23352490997671,B,106.90080441467316,-13.137095765482346,C,-41.14692516822819,0
No,None,Divorced,29.173868570665064,-7.276207465527949,B,B,84.22628110974719,-118.62909796158236,-245.59841508293786,91.76841662414242,B,D,-159.35367638144803,C,-4.5072548107689565,-54.85943248192399,E,-100.62579444561179,1
Yes,Both,Divorced,93.0703315144696,-0.31707646933180045,B,A,37.390876327271585,186.64118831752768,37.0821120067808,-186.95027628781838,A,A,-6.7758423662230225,E,91.932647380064,-46.51414662098979,B,50.34338208925092,1
Veteran,Yes,Married,5.560819948059824,-131.82800142205727,B,E,-43.395311125134356,81.87053060306255,74.58842937718595,-6.4215164139575025,C,A,12.891641300192413,D,27.14526848832327,-166.654947280949,B,6.633409264615185,1
Veteran,Yes,Single,-58.694466120903556,-77.48409563092295,B,A,-57.90317901764537,79.44514168147096,65.2717167586596,49.82198587289649,D,A,-21.501654213429187,C,162.21010227470504,43.760420357628874,B,-129.22562363110143,0
Non-Veteran,No,Single,34.78833435560592,35.0257946027519,B,D,-55.558380779218766,84.97341917365321,188.1674933697164,3.5929047639298926,E,C,120.60533604499786,E,-88.0438741468357,-40.13319268199213,E,-104.59826162019385,1
Yes,Physical,Married,224.25703510375806,-63.723996154767946,C,A,-0.6482249939665613,-53.298091839302295,-71.43368744541192,-148.50402377882992,E,C,4.613725547663838,B,36.67696358324645,50.89142582287263,C,-7.237685575538719,0
No,Both,Divorced,-28.049985068497406,-4.494626679451177,B,B,-15.958545290477364,-166.8207996414322,-107.10285179302947,-71.7519635693869,B,D,98.23171401174106,E,41.75734111350181,27.690431163568952,D,133.08739318500645,0
Yes,None,Married,-10.163561680638805,-31.467415972595436,A,D,29.2024245281367,57.829098293657566,75.15149070144221,203.9661247844768,B,E,-13.519291727194188,C,123.71778693313121,-203.15150713973753,C,11.51926849582142,0
No,No,Divorced,18.593287814828805,-86.35591402587761,A,A,-15.881529375317191,-81.19071063604459,-124.68220573469195,-9.162711960223756,C,B,-267.446725873638,B,-37.46034245559587,-98.87918157170748,C,-21.072114342503152,0
Non-Veteran,Both,Married,-47.61044512475296,-238.25489818655882,B,B,210.83159884806392,-117.69476990206327,-213.45294303958778,227.76112618909602,A,A,26.147912678621616,D,110.45021622618556,11.510046351722064,E,71.38776714823042,0
Non-Veteran,Both,Single,-86.2891621149177,-22.3809185978065,A,E,-60.39002508377374,-33.042979550020426,-1.179554676427187,6.220423592862322,A,C,-82.07863150561592,D,-57.473798805154296,-23.242913505353986,C,-48.91236280428403,1
No,Both,Married,88.88367086502743,-155.61368051433197,C,B,45.697217778796016,-47.15703238202127,138.35172512362797,-18.256714984902576,D,A,-147.24082021936437,B,-103.78516919907509,30.955212451933008,B,-30.126864838696655,0
No,None,Married,-65.54879807870256,-19.03327698322343,B,A,-37.268668162608165,-193.7968568054127,102.9698865027023,-190.09421882411527,A,B,-0.7684726848765289,A,-56.766453259294245,81.71245729689922,D,36.69587943526047,0
No,Mental,Married,-33.079765966431864,81.09546683229982,A,B,-8.932402012561242,68.37776287748846,-44.16468333344356,28.086664831361198,C,D,-11.558863738432288,C,-28.254538070296782,129.13895563936768,A,79.82166712083398,0
Non-Veteran,No,Divorced,31.061038060508917,-77.38867237049533,B,C,132.50139595416547,157.7421997440701,-145.76721397152303,93.69184104301111,B,D,-165.36387989792723,C,-101.76354340792344,63.659740318740376,E,20.816651595577063,1
Veteran,Yes,Married,46.56056779992277,-51.76733290811741,E,A,50.97703216678542,-52.07232981730587,-59.71074075584979,-24.187077166410138,D,E,-75.36384872798487,E,-8.608065080408034,-175.44698138684697,E,-4.344915502193413,1
Yes,Mental,Married,-50.45161800633101,-1.9257563590960078,B,A,60.13213089878915,-40.536739825833564,-141.07764625047665,-28.432992683173598,E,E,-16.916892390774805,C,23.695004118637943,-8.211024492260142,E,200.51304560564742,0
Veteran,Physical,Married,27.16528809776022,-137.38067098951984,C,D,-171.30568706720408,45.649713671384745,-41.54614125095032,32.87683636680568,B,C,305.31315607637157,A,10.359346375819701,50.19161345842185,A,147.77001864985132,0
Veteran,Both,Widowed,127.63816454744659,92.14210630731601,B,A,-151.1284439277877,146.52236724483117,64.2022684196084,56.26684764316659,A,B,-95.75595107662673,A,-23.184037793608713,-16.31884561126909,C,38.497326457882636,1
Non-Veteran,Physical,Single,97.76363000146236,-26.381554020676013,B,D,-77.17487956189251,-120.964447952892,-15.341728742929392,96.47762759703876,C,C,3.4310289768000213,D,-24.781964724272466,57.18219753487199,A,-27.18054024573215,1
Yes,Yes,Widowed,3.135892959740505,-98.27892670021804,D,E,167.29652935281322,-61.377224055723104,2.9335465365907236,87.37585362838104,A,B,-60.642728953970845,D,-98.68954544079399,-17.525600670593164,D,46.95793208340086,1
No,Yes,Divorced,40.93549057061892,-164.9951060261045,B,B,-19.436562274239204,-98.2773474738297,-180.5161478500544,52.127358509488744,C,D,-83.2286286837984,C,69.79913139301878,-2.329908998088038,D,85.04316024157374,0
Veteran,No,Widowed,86.4378392680656,-36.32270244788566,E,B,-95.02157553404295,5.646059879745553,15.264875185301904,-158.58677267174818,C,D,94.44760581972128,E,76.25153529472887,-15.956909147114096,B,-93.82697117018705,1
Yes,Physical,Married,115.18705964213116,-83.33250542868318,A,C,157.2205358222724,50.344903251058824,40.22899645213052,39.0734070741734,B,B,72.01543297247458,E,17.86877862064325,129.99849748227115,C,28.92722832636106,1
Veteran,Yes,Single,-123.63810418623757,-4.215627215410915,C,B,94.09876330169023,26.099232358004322,-99.10999228332417,108.81869008738123,C,D,135.69042746311212,B,-38.75262966396274,82.65556820861303,B,-26.751941882437325,1
No,No,Single,141.4508652475851,-128.8086091694316,C,A,-138.0116682057892,81.60490787081092,152.95060037009668,-87.45724509057136,D,D,-147.87041674951038,A,-10.360025972948732,-94.78341742369764,B,17.530960553122274,0
Non-Veteran,Both,Married,-50.1978977458608,52.85308162818545,A,B,-17.25451216451702,-71.74134039354708,91.45462164709248,-98.24109061861891,C,D,-146.34040448936565,B,68.61423738692966,-136.52080532945388,A,-115.43338855526164,0
Non-Veteran,None,Widowed,-8.12368746532391,113.05657087734701,C,B,178.56944165298916,18.023769604579897,32.84619899487731,-132.72805097374834,C,E,153.2070137610071,B,24.049248905317377,-208.91717008490457,D,-68.06838174055603,0
Yes,Both,Divorced,-10.397827217698254,48.742292704753304,E,E,35.95499528053289,90.40557412622928,18.033625615070033,-65.02803520566975,A,A,-18.32564403198002,C,-2.91916840221105,86.63053676917795,E,-43.752288749738064,0
No,Mental,Married,-11.860792285175673,-56.40993114073296,B,E,-0.22387570336429635,8.862773048429665,206.24636598268916,17.592719179501213,D,C,121.81207637484648,A,60.27668338765098,-50.3933687711017,E,71.41111514583628,0
No,None,Widowed,119.77044210005974,4.777008875252711,D,E,89.35768572542118,-53.349774104720204,-0.8045006735576778,-115.17276670740384,C,D,95.65868134235352,B,18.209029257353098,-23.518796657824865,D,-77.75381789951913,0
Yes,Yes,Married,55.27331943387386,167.49342054861972,E,B,87.35476029157833,191.9841754911969,37.70740946886667,-32.46812090342899,B,A,-65.17758164684807,D,-175.87046638018208,-95.35472290361605,A,-26.05814247173551,1
Non-Veteran,Both,Single,61.649619052404326,-147.07435568094724,C,A,101.70527812043053,140.13870845517437,-98.31408073329219,159.18948749343937,E,A,-173.0038528455142,A,127.02238934172053,-107.71297290828939,B,61.20395476596303,0
Non-Veteran,Mental,Married,-33.35600237038747,-11.852769929312377,B,C,60.072412253148556,-141.16287692331142,34.497296102101856,145.60437189289976,E,C,70.22860295390674,A,57.70463399143797,31.75153590498151,B,-90.57803634774145,1
Non-Veteran,No,Single,31.72982035470565,-71.92102681105582,B,B,-35.15050671118564,2.2110154333209793,202.3854123933497,34.796711872703604,D,E,75.0574782277667,D,-2.5450458767340667,4.432583512481888,E,216.00291612511265,1
Non-Veteran,Physical,Widowed,21.564666009318895,-86.88040920123676,E,E,-32.89551155290377,-108.97219837986138,-41.11827158750828,-64.10968660010808,C,B,-79.4601571328477,B,64.21994696692602,-37.32284755313785,B,109.67316276356452,0
Non-Veteran,Physical,Divorced,-145.64567370371228,23.339399848224737,B,A,8.54996158202176,-43.7861411884282,52.462220412177906,150.54285048551571,A,A,-51.73748869813083,E,29.861067892321802,131.98237899287838,B,-106.035493709959,1
