nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
US,D,108.1524592181157,E,-113.8116623676947,C,B,9.404256875250432,A,0
India,C,-120.89924346409084,C,108.91294282103483,B,C,78.72126980158394,C,1
Other,B,67.69260561985979,B,-98.58253322156273,A,E,-37.80027974539391,D,0
China,B,29.02324672332503,C,52.96182925865966,A,E,35.16414653505292,A,0
US,D,185.36789721650283,D,130.28970654605692,D,C,-79.10656127227382,D,0
Germany,D,-135.9337426523471,E,29.404996535630396,E,E,-8.820364848905623,D,1
China,A,-145.32058228093135,A,0.4833522242706511,C,C,-75.53301649702507,C,1
UK,C,114.46778335716441,C,-93.13419697388717,D,A,12.401702254461497,A,0
UK,B,-14.743805773109667,A,-18.923885215279928,B,B,-35.88699745005268,D,0
UK,D,-74.15151237056446,A,-101.43413783838857,C,C,97.65392013398792,C,0
Mexico,C,-56.42029931240711,B,-36.29255305143579,B,C,-22.36854986809852,C,0
Brazil,A,154.84049794041113,E,149.31918892087174,A,E,-157.40107441887818,D,1
Brazil,A,-66.79998338058385,B,-228.72073398188152,C,B,-51.99836257633458,B,1
UK,B,26.69226256922599,A,-66.81022796014769,A,C,-80.40762550796195,B,1
UK,C,87.52807964760528,D,-69.31103565222936,A,D,-165.93642731762625,B,0
Brazil,A,-6.987480007345975,D,41.9000917381018,E,E,25.633837081450082,B,0
Other,A,11.766279218077901,E,-37.366087569030334,D,C,5.775405992984408,D,1
Mexico,B,-4.651691210970253,C,-93.59054258395875,C,E,68.97432496922264,B,1
Brazil,E,41.34534539719187,A,-109.99288228970141,B,E,20.775564531323866,D,1
Germany,A,-70.85511876749304,C,-30.932746184610565,E,E,-73.95966271543526,E,0
Brazil,A,-124.9113418742466,C,-80.51675922705974,D,E,109.29328905738171,B,1
India,E,17.319804576152904,C,-14.311651376354625,E,B,-8.94430202350547,C,0
UK,E,57.044729961301144,B,28.431951378269343,A,A,3.5708316424168087,D,0
China,B,-91.68823480290706,E,-39.96457043655132,D,B,121.10975732651181,B,1
China,E,-3.261082312174225,B,-74.5004161448224,E,D,12.070586794610506,E,1
India,E,93.96267226774204,A,-3.435939080635162,C,A,-13.046692390739953,A,1
China,D,-39.281110218782906,C,10.144280143180548,C,B,90.1651377309405,C,1
Brazil,D,-61.24373505202365,E,-66.63507650433336,E,D,-31.608596826422254,E,0
Brazil,E,-22.336612566177294,D,22.275577445906688,C,C,-129.45318896363278,B,1
UK,B,-37.14069363913389,B,-54.18108123916432,D,B,250.13729074633423,D,1
India,D,-131.70555051143916,C,-80.84761181783188,D,D,26.810936674688087,A,1
China,B,-98.99499396324275,E,-31.195500644187934,D,E,54.37054416078454,C,1
US,C,83.29540623845769,E,-34.95474480398401,D,D,-130.46751368426408,A,1
Mexico,A,-212.80223811886873,E,70.39747992639377,E,B,149.51611822593054,E,1
China,E,15.618994136562122,B,9.721910488295975,D,E,-33.66202101030945,E,1
Brazil,E,119.00193334275293,B,36.04635075162918,C,E,-13.34046932571643,E,0
US,E,-112.98705954710817,E,-92.27988386500716,D,C,24.06549519848618,A,0
India,D,-73.45485035303783,E,-38.051560361079524,C,A,14.062568986199611,B,0
Mexico,A,-87.37629238264978,A,-51.847286209537415,A,E,29.855986757467846,C,0
Germany,B,-74.06992925964676,C,41.29683808250175,C,E,51.54567155947037,A,1
Brazil,E,189.37337249100116,C,36.44783894770637,B,A,-166.56061943995672,B,1
Germany,E,60.824626081478925,A,-87.18786328190909,A,E,-171.65782565198967,A,1
Germany,C,-108.71235890110486,E,-5.901410740920402,D,B,6.343347381371821,C,0
US,A,55.754309124265156,C,92.52048978878365,A,D,-20.69958558587657,B,1
Germany,C,69.85487008656467,C,-146.94734405120258,E,D,-71.8576891914855,D,0
US,C,-51.61486675435689,E,47.17999708131045,D,A,85.38210464416099,A,1
UK,B,-19.528152094641456,B,-30.569668719023834,C,A,21.288836073862928,D,1
India,E,38.46826840405791,E,-29.12254832403339,C,A,33.83647908937654,C,0
UK,D,64.26985556519855,E,-13.385522587293488,D,C,-130.985129622447,C,0
Other,A,-2.00670342129148,C,12.859937331781973,E,D,0.6504061124369445,D,0
Other,D,-0.2430356810798174,A,72.03658132927039,D,E,25.94957041584007,D,0
Mexico,A,54.85483771737108,A,-106.44903855041565,A,A,-66.77370816081203,E,1
India,D,-7.419836185988419,A,-31.259410615778105,A,B,-100.12577347011893,A,0
Other,E,126.28628928658678,D,25.696005739288314,D,D,-14.31093620507983,D,1
Germany,C,-74.74507365142279,D,-40.59268997329642,C,A,167.59112411354693,E,1
China,B,-27.444082302659385,B,31.835960219055853,B,E,-63.60630846404713,C,1
China,D,-111.65300576563632,A,57.01095678697777,A,E,-52.56728756479683,D,1
Mexico,A,-50.70368997077743,C,117.13897349877223,C,B,62.738398405504924,E,0
Brazil,E,-52.61545306600506,C,114.20021688353246,E,D,-199.82325105778563,B,1
Germany,B,36.38218170420368,A,-10.553692274770095,B,E,76.88842292617777,E,1
Germany,C,50.17927230288587,E,11.822856620988313,A,E,82.92381164955412,C,0
UK,C,191.23055822811318,D,120.74558426826516,B,B,-174.66372985401205,A,1
Mexico,E,-107.95069344136523,A,87.3079126844432,D,C,-121.93149683923734,C,0
UK,D,-13.884621791712732,D,19.096417281511517,A,D,-46.20000460259392,E,0
Other,A,-36.57618088206424,C,169.2252512582411,C,B,-123.64609308695842,D,0
Brazil,C,19.980947993823865,E,-82.76105756681214,B,B,-108.8484985378312,C,0
Other,A,-14.711662345177592,A,63.44533988942441,C,C,-116.5316776044363,E,1
US,E,-13.429223787503943,B,11.61430729135952,C,C,58.73228250980741,E,1
Brazil,C,-52.6471482317274,C,52.55157334424282,C,E,-111.27763369044416,D,0
US,A,-181.21744390699362,D,-28.080196720658464,A,D,112.06090442157162,D,0
Mexico,B,-31.86456681148683,B,36.748389300183035,E,D,343.0118391598916,E,0
US,E,-81.97465704415356,D,-23.724519046012798,D,D,18.871594089095723,E,0
Other,E,-99.65842233828606,C,33.76230465569863,D,B,-4.939775096351128,D,1
Brazil,C,17.083338611552303,B,2.9663798750246793,A,C,60.71622363204512,B,1
Germany,E,-97.74615477945416,A,-17.18929322625879,C,B,-35.18526154128788,E,1
India,A,154.26356432664898,A,61.20694396974936,B,B,50.112953446476105,D,0
Germany,A,71.23602442568045,D,-61.07777274692927,C,A,-148.68090639240913,A,0
Mexico,A,-79.28265353602455,B,-9.782380042119941,D,A,49.34131161597802,E,1
Germany,C,81.27691222264849,B,216.3975846363729,B,A,-81.10259819512915,C,0
US,D,181.49983015827314,D,52.599311803723616,D,B,102.52180463378282,D,1
Germany,D,-79.86174222664053,E,8.375576704560888,C,C,124.58747188612898,E,0
China,C,20.33718510216133,D,134.38016988026783,C,A,-84.21118515426336,B,1
Other,D,50.12369716862345,B,87.26855421057078,E,A,-274.5133066847477,C,0
Brazil,A,103.81571291497036,A,-21.08981435835804,E,A,-253.46692931550768,D,0
US,D,14.370685641087483,E,34.622064787534434,B,E,52.211949438954555,C,1
India,A,-141.34536256803727,E,-43.11396864526389,C,D,39.81011687616482,C,0
UK,E,-62.03416880129249,A,167.44079985647068,A,A,116.17849527876693,A,1
Brazil,A,-48.29467515410904,C,-57.277649429453156,B,E,23.03731070569164,D,0
Mexico,D,-151.96971556909006,D,63.16957886026081,D,B,60.4721874962317,E,0
Mexico,A,33.65739467822927,A,61.96114957252957,E,D,30.763354384709945,B,1
Mexico,B,-160.22250769766987,A,-75.93853535384359,A,E,-57.98503457471787,A,0
Brazil,B,251.103837026564,C,97.95725274250604,C,C,101.26297092862899,E,1
Other,A,34.176803103591894,A,39.50904285225634,E,B,-80.49663339399613,D,1
Other,C,-21.74025710934506,C,-107.04586509965901,B,B,-67.86881375252139,A,1
India,D,3.647048965506771,C,102.37899872338308,B,B,-79.24352088369908,C,1
US,D,24.17635342342849,B,-39.41496030685714,B,C,41.640489215125186,E,1
Germany,D,-41.7659413570895,B,-63.611529490420736,B,B,-11.543612841680853,A,1
UK,A,-44.85312804089174,E,27.99162678675132,B,D,-144.79702328260043,A,0
Brazil,E,-172.55939044793027,E,12.302296464968084,E,E,100.22618942027097,C,1
Other,C,78.54932434643158,C,223.4977613841202,A,A,89.76550607959128,D,0
India,A,23.18186170213565,C,7.93021182589873,A,D,-29.122641747220833,D,1
China,B,4.913664081864949,D,-48.49104498140668,E,E,110.01306173844421,D,0
China,C,-13.988749287898955,A,-23.098830827985832,A,B,-16.54552866272879,D,0
UK,C,77.24647715425287,C,-104.47516124980658,B,E,160.01869648977163,E,0
Brazil,E,92.88160079985937,C,49.08600605358957,C,C,-81.25782989972907,E,1
UK,B,14.435901399003113,A,44.33717434808901,B,A,-6.7753522035408436,E,0
Germany,A,97.21250028398039,B,244.9848641868942,D,E,41.10025443533709,B,0
Other,C,-58.54738246770654,E,-24.022862693605934,A,D,66.21877646249213,D,0
Mexico,C,17.141587569747696,C,-38.983976895584966,D,D,-30.852555282536482,A,1
Brazil,A,-40.347504211871076,E,27.60573574262746,A,A,-36.43411632785524,A,0
Brazil,A,63.44390855815144,B,22.363791589022807,D,C,-19.596493767665127,B,1
India,A,-46.24336426675624,B,-50.03626962553215,E,C,87.99894011884135,D,1
US,E,96.05200009873074,D,26.798957129332074,B,D,82.41744050340412,E,0
Other,A,82.81293287182957,D,29.150807453053247,A,C,-89.30505796102267,B,1
Mexico,B,1.8183196263920738,B,181.44223931669129,C,B,-88.79799066631587,B,0
Germany,B,82.09482062279307,D,-85.78828978240328,D,B,-37.96563363470821,A,1
UK,D,90.23894412885328,E,-164.82448666567677,D,D,240.74277922976995,D,0
India,A,-90.3097523954735,C,51.95261967532595,E,B,-19.11442875022219,A,0
Brazil,B,-55.89456355488851,E,-61.80919894262444,D,C,139.34923282699404,E,0
India,E,10.645904593197,A,-68.11357593177009,B,E,-102.08994020141564,B,1
Mexico,C,-56.52189924217198,E,14.061837885216805,A,E,4.283961742290171,C,1
US,C,50.423627915120264,D,26.54744677034745,E,B,9.165409373216892,E,0
Germany,C,88.48779482018467,E,-27.573424410913855,A,E,-26.77393630955872,D,1
US,D,106.78263534872781,B,43.988756155935775,A,C,14.659154082364612,D,1
Other,E,-19.96058260972679,D,-121.51345638221322,A,E,47.72358908621637,B,1
US,B,-46.53187032462112,A,79.72417966020909,A,D,-146.19864175727204,D,1
China,B,37.53348566818101,C,-140.88137676156185,E,D,-42.24460140668912,A,1
Other,E,-132.52445614986556,B,35.8815553743728,E,A,77.82306739951834,C,1
UK,E,-35.917143522713836,D,-9.06913117706385,A,A,-191.66030059629952,A,0
US,A,-247.08763226096542,D,20.778712770740448,E,A,59.58503239729956,C,0
Brazil,C,7.223603689180044,C,-15.396483167268277,E,B,-124.7052258758034,D,1
Germany,C,121.65136731547605,B,-87.32388592260753,A,E,29.79960700912526,C,1
Mexico,B,286.1970579197287,E,-5.056265836860639,A,A,-45.17923121822696,A,0
Mexico,C,-92.83212346379993,D,26.421849288253014,E,A,22.000693454639496,A,0
Other,B,190.0958277863266,B,-43.58678559455109,C,A,77.97699212819727,E,0
UK,C,53.997034772247986,A,-42.19521897848228,B,E,-227.7099083258631,E,0
Other,E,109.10721229359672,B,124.25784041302312,C,E,-116.36835705032387,E,0
UK,B,21.50972923616453,D,-154.834626718907,E,A,170.445864933186,A,0
China,A,20.706279708937007,A,-87.8252825793578,B,D,287.8277627243773,A,0
Brazil,E,-106.08649146980189,C,33.55565546257739,E,A,121.9180841379142,A,1
Brazil,D,-2.9195523309466704,C,9.199660672486349,E,C,-3.298910175405901,D,1
India,A,3.5583410849762984,B,88.03678905088853,D,A,107.61179600561792,E,1
China,E,-0.4850064029445689,C,31.373368920396544,C,E,117.8545730013915,B,1
China,A,-39.25469163792748,E,-236.0604289982036,D,E,-40.72497485303093,A,0
Germany,E,62.83971023918613,B,5.198428671918824,D,D,234.21959651411314,C,1
Brazil,A,77.37578187754136,A,-21.332901187274427,D,C,-86.0263580062347,D,0
Mexico,C,93.66955984348651,A,-177.8460280168663,C,D,137.96426138136223,E,0
Germany,E,-53.082396965730084,A,64.0502095154882,A,D,-49.23953589383696,A,0
Other,B,26.950076706004054,B,13.267056900695243,A,E,-27.67875976838346,C,1
US,A,-155.98755269029724,D,1.3618259350620783,C,B,20.217140534353007,D,1
Other,D,263.35471920530915,C,15.386815110154137,C,C,6.83801231837956,B,1
Mexico,B,-116.24627089878456,B,36.66522405370115,B,C,-164.16213200071547,A,1
UK,E,131.8661318530741,A,123.16949756287931,C,E,-129.33532486953328,C,0
US,B,-105.29148625678847,A,-12.989940780713976,C,A,-100.7700025374309,C,1
Other,D,43.03065240392222,D,-129.5482303659982,A,A,11.050801654374165,C,1
India,D,-63.85792103878287,C,-46.411153551964624,D,D,-35.80171993539174,E,0
China,C,66.61142301758272,C,58.18757784110592,B,C,5.760099802077054,A,1
US,D,-16.56176043929382,E,-105.2687115765409,A,E,140.82850300779245,A,1
India,E,20.84549830292558,C,256.2118016315417,B,E,-119.15508922364396,A,0
Other,B,3.533302495561863,B,-0.510065605107967,A,A,92.23935272054736,A,0
Brazil,B,123.87739596158937,E,161.070940562993,A,C,-194.01922460792983,A,1
India,D,108.24280881330918,D,-148.34520478924784,D,C,-79.09935494062186,A,1
China,C,61.313683801007876,D,124.96381467404147,D,C,-175.6166926201572,C,1
UK,A,-75.80605518161572,B,109.55659947081173,C,D,83.71653948370083,D,0
US,D,11.69527209773566,C,-28.90319221835543,D,B,-176.45726330955625,A,1
Brazil,B,-2.312651700464286,A,59.68238107254894,D,E,-47.044000049415466,D,1
Brazil,D,30.978135401557612,C,-39.432056317029264,E,C,18.231891344093793,E,1
UK,A,37.814333569530206,A,127.20411142035066,E,B,21.024589331839866,E,0
US,A,13.812882389670458,D,48.80834125268812,A,E,-94.96234363874727,C,1
Brazil,C,-47.95925314876466,A,17.741994956539102,C,D,0.667698795527253,D,0
Brazil,D,-107.28856321847718,C,37.06700480652522,A,C,-64.28809599525367,E,1
UK,E,-202.93781543231333,E,-35.857394062685785,C,C,90.63778209364435,D,1
UK,D,66.3457534541307,A,68.51014899004534,E,D,-72.51631627374799,B,1
UK,C,33.903010379452326,A,-128.31769910753633,E,B,68.35606913082997,E,1
Brazil,B,-9.866697486703467,C,-215.34825213015955,E,E,-109.19557100695825,A,0
Germany,D,-108.48852484427039,B,25.120357705142084,E,D,225.25781721614487,E,1
UK,B,-98.84406791945445,E,140.10853731160128,D,B,-53.59845070018445,E,0
US,A,-60.86406418685799,A,63.63759032965605,C,B,22.757995671635637,B,0
Germany,B,173.08550761686604,B,-5.211698643570071,C,D,263.4602999884183,C,1
Germany,B,70.37323733167567,B,-149.071819418088,A,D,-101.48465988500637,A,1
Mexico,B,14.00077472167593,B,-115.62827957997763,D,C,137.02681925927928,B,1
Brazil,A,-106.27587227056026,E,-13.525069797195775,D,C,-306.5298773552389,D,1
Mexico,B,-221.48806097689362,C,-89.97577862957296,C,C,171.06342252652144,C,0
India,D,-48.11671248511196,B,-28.969754884981157,D,A,264.33872600472154,B,0
Mexico,D,74.20519148918908,A,-15.639566590486428,C,D,194.97813154608068,C,0
India,C,-157.676565450094,C,95.250570742648,D,B,20.635690325298597,A,0
US,D,62.8172907103898,B,47.89789192177559,B,C,165.102248040026,D,0
China,C,-99.3983056094478,C,-75.05160446535388,B,A,-21.71819108682272,B,0
Brazil,C,117.19892967861607,B,-91.87291824206851,C,A,-41.81079627383023,B,0
India,A,64.6717404882745,C,15.468882240571208,E,A,64.99134402602425,D,1
Germany,C,-120.0482327156201,A,-2.3250166473791403,C,D,-109.5469395051467,B,0
Other,A,29.4404628238855,D,35.39684823537381,B,B,29.46234331172739,D,0
Other,D,48.878044489307904,E,123.03001756320644,C,C,-53.507287732727804,D,0
Germany,B,64.62530423469502,C,-194.7241820381562,D,A,109.26103741177107,B,0
US,A,-152.26541876747098,D,134.210232843079,C,C,146.1159553852118,E,0
China,B,164.40001231479107,A,81.54687656502654,C,A,81.88879708859479,B,0
Germany,B,-128.10163220523478,D,76.42842615620461,E,C,198.9238730555539,D,0
China,D,28.282191344227193,B,-143.48128476048186,B,A,35.67421885715221,C,0
Germany,C,187.2805527588195,A,-54.10126471398501,D,E,-14.251806573219088,B,1
India,B,-14.165637759041564,D,14.52614543106553,B,D,127.7372440004072,C,0
India,C,-28.990874557523565,D,217.6331014032729,C,C,261.1456290268275,A,1
India,A,96.42997705432663,B,-5.6464272743451325,E,E,-2.3026240891215397,B,1
India,A,-183.84642283976197,E,177.5907034795961,C,A,220.88651063762222,D,0
US,E,172.50672519509257,D,-8.672867235283846,E,C,-56.26034220708055,D,0
India,D,108.86059528624743,D,-51.23906598983886,E,D,-49.92302977656608,C,1
Other,E,57.00798008854685,B,-15.982972545497248,C,E,73.83978123757355,A,1
China,D,-91.11344674569906,D,-73.64419136172047,B,A,49.29516620948661,E,0
China,D,8.45118658795854,D,19.760568192505843,C,C,-90.30765109262234,E,1
India,A,-51.7055926403996,D,74.7586899848123,A,D,-29.68789864675985,E,0
China,C,-133.42030723952755,A,65.05608177743623,B,D,-216.12654117268622,D,1
Other,D,23.261547275643142,A,-99.62049702587015,C,C,41.27307972668445,B,1
China,A,70.06012717561127,C,41.788850950792465,B,B,168.28888922198587,C,1
China,C,102.07491868644458,B,-192.46333379288245,E,C,301.91242099997294,D,1
US,B,161.84493276283496,E,166.176224417535,C,C,42.46217646581173,E,0
UK,C,11.130770153644752,E,38.98188457394915,E,A,25.681098521602635,D,1
Germany,A,-92.24706764803126,C,83.19154793434767,D,A,-127.27824469890689,C,1
Mexico,E,-122.44837323295965,B,-95.44491410544266,A,E,-46.41108692790481,E,1
India,A,61.547574557862674,E,46.06252315857184,B,E,-89.16934277523838,A,1
India,A,91.34859411317584,C,-143.51590193830393,C,A,-91.01356173576136,E,0
US,D,-66.42041349045174,A,-53.18224946073925,B,E,-37.03521149619568,D,0
Mexico,D,54.987129975667855,D,24.80060831185413,E,C,-53.37164780446938,C,1
India,E,-22.69473842860462,A,-84.46166464996008,E,D,-223.33135112037098,C,1
Brazil,D,-79.5116207169079,E,190.71852994436384,E,C,98.79375819454643,A,1
Brazil,E,66.40554301746059,B,-66.25052909789657,A,E,-63.21026872604973,C,1
Brazil,A,19.83538907704445,D,31.203043643126904,C,D,-97.01656382922951,E,0
India,E,32.55595236275579,C,18.17404351751583,C,C,-94.23090214616424,E,0
UK,D,-166.82071688011507,D,12.521268163059121,C,C,45.62061246568899,A,0
UK,A,-65.13347364240943,A,81.18738012313631,A,C,-264.39118706358033,D,0
India,E,55.77586148514524,D,-86.97456477551606,E,D,-147.46748363760452,E,0
UK,B,-77.19703591925114,C,-68.72427631282795,A,A,-35.504245195411585,D,0
US,E,170.9477618479883,A,-47.68405177471916,C,E,-84.99904870122099,E,0
Brazil,C,13.323200897192761,C,19.346072394008587,A,C,34.38214203164616,D,1
UK,E,-160.2493051337087,A,74.31847476895575,C,D,24.83794749873676,E,0
Other,C,-63.51565087687363,B,149.53730261606276,A,A,-71.75181355786408,A,1
Brazil,A,-13.470508392123664,C,254.51225174984344,C,A,232.9624298314583,A,1
Germany,D,-37.091789125892454,B,33.884281228429124,E,E,44.65642191098587,A,1
Other,C,133.3880184978638,A,-29.4597418891387,D,A,-2.0342174350967586,D,1
China,C,-9.510075825734617,A,-216.97841066396379,A,C,-137.37708348195775,E,1
US,E,-95.69541128602972,D,16.97079414013207,A,E,-98.61743519921204,B,0
Other,A,-2.7695836180467315,A,223.91847530050367,D,E,-144.1052955152859,D,0
China,B,-99.53049587120194,B,95.18455111312811,B,A,96.21807650378744,D,1
Germany,A,232.06970828647204,C,-129.59375535546076,E,D,-49.126888922263525,D,1
Mexico,B,-39.04751925594907,E,-25.684823465237404,C,B,86.2379156890474,C,0
UK,E,-136.2723523711789,C,-160.6015005873035,C,B,-55.736004319878475,A,1
Other,B,-138.48731742858487,E,-16.160362188122193,D,B,103.61697599205995,D,0
Mexico,E,123.9442915682666,E,-42.58164715347313,C,B,-76.43630532390536,E,0
India,D,103.68614507575846,E,-13.168185473580998,E,E,-13.737961562582068,D,1
UK,C,-141.26920190763187,B,-60.63950372018632,A,C,16.36500532157951,B,0
UK,A,74.87600555351486,D,-10.461894009903084,B,A,-40.660834720680576,A,1
US,A,91.23881490510874,E,145.27492644480705,A,A,-10.817188574440095,B,1
UK,E,-183.6598371501085,B,0.14162969081589935,A,C,-156.86159031829015,E,0
Brazil,B,132.8961173122483,D,-66.21180815291916,B,E,-68.73630055221332,D,0
US,E,-7.513644113126057,E,-56.986112839737245,B,A,94.02133907955059,D,0
UK,E,107.69680996085708,E,54.179411559742455,D,D,144.15134517160482,C,1
Other,C,-76.62531819246668,A,-44.271414401894546,B,A,62.64534309736804,A,1
US,B,81.70634641798978,D,69.59190632535066,E,E,-76.12535937135915,A,0
India,D,-130.72948299906358,D,51.63251898904559,C,A,124.01881943435265,C,1
India,B,-19.494844602363447,C,165.43402437304798,D,E,30.25032330740626,A,0
UK,A,-164.64427049106965,D,-70.8668089049526,B,D,-115.87501940753452,E,1
US,C,160.03287899076633,A,4.78334170546659,A,D,105.50006944811874,A,1
Mexico,C,62.548483892205994,E,28.22717978522328,A,A,99.87324007345406,E,0
US,C,54.55446794538924,E,48.89058747333125,E,E,2.08855671726627,E,1
Brazil,C,-49.47581844237223,B,-0.3250970788481529,C,C,79.7544726424666,B,0
Brazil,A,-117.53127171259766,E,-57.71987534161925,D,A,145.11583391292712,B,1
