race,birth_year,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Other,63,Male,57.53156799799749,21.636397489050616,125.88650380001118,B,225.33467678988268,D,103.29015088900803,35.96808163260534,B,B,105.49975734803554,37.688751428779646,14.414270375111165,1.6032192412636843,D,35.754129980187486,1
African American,69,F,-66.84139356382033,37.75277465173537,37.036808201324725,E,-39.20894338622023,A,3.2627032073740465,-80.18982755060888,B,A,158.68793118684226,-11.834036968008563,147.06942158894395,50.520345056687376,E,-96.44863529018927,0
African American,49,M,64.74739139940453,67.33037611841166,-111.2204681129239,D,-19.32500071335318,D,-94.79218571965022,94.8561229135142,B,D,-103.8094052148312,46.1043428773241,61.811128469863604,-67.52781936375428,E,-44.84125522901953,1
African American,56,Non-binary,-76.71017319930063,135.3408928309987,7.764826301422656,D,-115.90782110338434,C,96.04351567603867,-2.404759467370101,B,B,-160.5045668068293,26.127057394045245,52.703875857153946,83.22093697530516,C,-182.50389271941611,1
Hispanic,90,Other,83.58244626039354,-74.00757982585118,-17.953681451592963,A,-33.17253852096186,E,-39.56087275139994,96.63438115351217,A,C,-357.74745129433353,14.519207414931284,-104.87092877077745,142.9612718639755,D,47.58489788804795,0
Asian,21,Non-binary,82.91461343694819,-159.31794746764035,-134.9132343971692,D,108.0685663728533,B,-63.94736375283965,4.796586267512425,C,D,49.47271331686203,-174.9485776798465,-39.92270538743658,-148.1050413439168,B,51.93992910249523,0
Asian,84,M,-108.8683625588443,46.45387322748587,58.5247870898872,B,108.97768589540684,A,107.32251434155616,-167.2770570570936,C,D,-57.407508220422265,-94.80118593078072,120.5338971269607,-186.59284557827988,B,142.23419992968633,1
Other,72,F,99.70046326370634,37.031820844475995,-164.95705137476023,A,116.54766105918533,C,-116.34832158373216,35.12999438331535,E,E,50.74685515352181,129.22845488164083,188.5842560436842,-4.77535639124152,C,257.7564441885488,0
White,68,Other,83.11736871382716,-41.13362984646699,171.82031617319043,E,104.33656785708368,C,142.2939937479548,-51.21918654620741,D,D,-72.09425359799437,37.86102030200059,54.71504291586904,108.27209319830027,A,-21.400401264793466,0
White,25,Male,-330.81787553244277,-38.45384386458715,-27.369622629666857,A,-174.9304234345562,E,-16.257561694190574,-103.71927193063814,E,C,30.196527779836096,36.56728242777331,56.82337181479116,164.3799336726966,B,61.66733343735786,1
Other,73,Male,29.147390356644514,-14.714253230723878,41.69640864556298,E,-14.476558245952209,D,53.01419229203624,-56.88864237018618,C,C,-12.318470083225106,-18.820075788118412,115.19822612062467,171.59745725769363,C,-26.26166598923849,1
African American,83,Non-binary,-180.48410570841523,113.02497735761072,-57.73467416463023,E,179.48323930036528,D,-87.10084684117221,30.89753810405452,C,E,153.98313389816184,-193.31099342087012,75.63745852083919,41.172658354697525,B,-69.26260187238402,0
Hispanic,85,Male,135.55129688882712,39.25255625272787,-61.773369309519076,B,-16.874591005818125,B,-133.96582710601447,-68.06811120467985,B,A,-18.9861765013164,26.769438649947908,-31.797501011900188,2.728034080623919,D,35.19518972718834,0
Other,97,Non-binary,-109.70112755525847,-215.63448823839514,16.848317443652416,B,65.09222973860348,B,-65.30693065803602,-40.82001671148415,D,E,-46.19272371254787,-51.45637387741233,-59.45495417267648,157.62128333578445,D,-9.878634718665037,0
Hispanic,97,Non-binary,-11.43812561885678,-43.835852157101776,4.152388610141063,D,101.80415256544109,A,37.71093938551392,-104.7075002885617,C,D,118.86717835653752,-189.22513328134133,-57.03365150723905,236.78986738658514,C,-188.36059995006033,0
Black,97,Female,-182.01639881232188,-152.3508377743497,-14.173702199241015,E,109.9692014991567,C,34.10478176628223,48.05106143712452,B,A,124.2095747385618,-11.156680034278578,8.387389229758933,101.39204269666544,D,106.55825691882895,0
Black,57,Male,-134.25933080840576,102.73873647670393,9.806246709147135,D,15.334904402684465,B,-97.39048015884721,44.878124491859104,A,D,41.151241443311,11.081862980887657,94.43125244085113,225.86991939676108,C,-65.19768340047966,0
Hispanic,25,Female,-27.61430251495253,81.59093271746494,-40.297071120239366,E,59.68309550794697,E,-122.00899545969158,137.31302682495829,A,D,-117.2794471066265,165.85202502679027,18.71032554230161,72.01095257819907,B,-124.26334369534648,1
Black,39,Female,-76.05238961807021,3.3192177725992997,-101.09211208330646,B,127.86715846488208,E,-27.982328110813416,-203.23993014339473,D,D,-129.6385266165635,130.22464256343503,-19.253108160859483,27.278514841990887,A,-56.14253051487324,1
White,43,Male,44.97658433048527,-72.11637839155172,-27.38389899111026,C,-35.88958246714281,E,-143.30673409570335,-65.69534869826974,D,A,-105.65664786822491,-0.6161555378392202,42.4386709631498,-54.25527122374124,C,-60.33991517816594,0
White,47,Non-binary,44.25068558288191,0.8925321269777007,34.282886169518285,D,94.57710281158477,D,-16.371888855660877,23.306602970309946,B,A,61.464235802002044,47.38636665555831,-2.9255901236115562,18.381680869052673,E,-244.648045044568,1
Asian,72,Non-binary,-143.83250597578333,36.04091987854161,-112.04408090544959,C,63.375065148572006,E,-95.35920003274614,-50.66048332345288,B,D,-219.51011197928491,-65.48202580933166,42.93157712690248,40.504796814066154,B,-70.5764059538789,1
African American,93,M,-79.70168904528701,47.012231690836856,-54.15231285800408,E,-134.54459652742466,E,-57.72664096254132,150.64657160232065,A,E,82.76564130567877,-79.82829035351261,-86.17491645140501,-166.27309024296449,B,17.152131603600637,0
African American,77,Male,32.79858238479397,112.3306247192616,-48.96953731580813,E,92.79483950298024,B,83.88013684640725,55.282486308796976,D,C,-55.71935908428303,81.56551906719449,-167.1763181390032,-47.70845095345507,B,237.24941549491353,1
African American,55,Non-binary,-83.76176051967694,32.240272728238914,130.007135875254,E,40.784754166048245,D,-117.89056686253554,166.96426588773812,A,D,24.71993644654056,-88.13815773695134,145.6333250496179,16.05071603135451,B,-48.94707380646864,0
African American,88,Non-binary,106.6907276259934,125.10860476536098,40.84059822437992,A,-180.36939361621543,C,-218.51664491390767,-41.095372863495236,E,C,121.14441378413518,142.5521256483857,15.743148300101357,88.25910933779213,C,64.84631087927548,0
Hispanic,18,Male,118.44732656261243,122.8339575077086,-67.67680208996788,C,178.05903986645734,C,137.69730928273412,-71.27800935761577,C,E,52.465958296890726,-115.74931204240666,37.88348810683126,-17.804596085820005,A,-100.55260453775598,0
White,60,Female,-162.6781981278087,82.61609215619538,54.17963410910866,E,-79.95440765856316,A,-60.73945872696934,-28.376304756941572,A,B,-9.070036678312668,-9.999943233697373,-48.56930334864796,73.03562241276329,E,8.683590261044829,0
White,52,M,-59.04909400196755,108.22664858303732,84.84032769446252,B,134.6617971431375,C,-12.920231579655695,-85.80036196891469,C,B,-21.510350283756942,-29.489871026491937,11.90495807045333,21.160828327061402,B,-42.138393638949644,1
Black,18,M,-70.66718172903916,66.72061822496727,-146.63788804069213,B,119.69228513869996,C,-10.758099565666683,-61.9041599931732,D,A,31.17739699106115,-107.51290674415837,104.19659723448649,-39.66227174750186,D,54.88338485986184,0
Asian,99,F,11.746410002036312,24.747148940716613,8.033149174968834,B,271.627483713858,B,41.643327246434076,5.43114001074881,B,A,-87.81951939202513,111.09257048521053,4.172358937475491,-161.10530778100943,A,62.862231243191225,0
White,64,Non-binary,-30.417963542545195,237.54776421407144,62.00990189799064,B,94.56517219759172,A,-104.13797075941291,-228.57049445759765,A,D,-91.64658598627616,-98.84315281785938,-4.137286754418269,-89.8166965831682,D,-10.15405296407949,0
White,48,Female,-63.1699224033493,-0.09072978643759551,63.940478929991684,A,63.57685311198673,C,-11.63147387687231,89.1130230775542,B,D,83.57319084360105,150.44874137080723,-41.682445424156555,3.37198435167355,B,-10.992449317569625,1
Black,90,Non-binary,-146.10193479464925,-9.849589827124161,3.9233272307726192,D,-40.26799425878055,E,172.60840937132787,49.61162982844311,D,B,-29.488596341185524,-84.19878386431114,-47.09184361086799,70.07302981409033,D,-146.62822757447563,1
White,97,F,49.36840960998218,-94.72476838880675,49.06722729853339,B,-44.422694027424804,C,81.25578450198326,-66.55623163507148,E,D,-255.65717973513068,131.00921692910845,-22.035136803342315,-94.89411114205059,E,34.874760994152474,1
Other,57,Female,-68.77145777244627,-95.57779446084587,62.45476961672283,B,108.51334222825042,E,-335.12086099542233,79.7367245742133,B,E,61.365924015223364,35.96122582489675,76.85454122665433,-43.353728104791344,D,-157.1705174035565,1
White,25,Other,-97.0888735184754,94.75543180088374,109.9494312688364,E,57.77307735003656,A,97.44300567650721,212.08436205693047,A,C,97.80315330811221,198.5978443326546,-104.61016619899598,-110.20804984124936,B,-80.56827597455045,1
Other,82,Male,-33.65789133529869,29.948302685285107,-216.15621843795995,C,-80.9918395267282,C,10.450250968398485,11.079215095481871,E,B,-163.4870995228032,196.29159466479427,-48.96433807801505,-17.498807225624056,A,-36.48639645704597,0
Hispanic,84,Male,4.2222771545032245,121.03254675801516,33.67755621317478,E,56.02423549083079,D,-20.91207694916193,40.227637636502216,C,C,-159.9183694317315,5.049468212846878,-121.23002449697759,-127.35455336416348,C,-53.35561961534639,0
Hispanic,58,F,65.03299478194405,-129.22663581673362,52.67053189519498,A,132.02206384092716,B,70.35982045341834,40.09057790922655,A,B,17.286754996756994,84.90953173602148,-4.231090960366809,-61.20873946197468,A,8.538804480477026,1
White,35,Female,86.53832331958048,50.72709065942378,-258.4119324493877,A,115.68513935289204,C,108.99175895198631,103.12745414839475,E,B,105.52922295432555,-9.525260442886095,62.13157316133409,61.321580825955415,C,74.92134797142168,0
African American,56,Male,-19.3871750626587,-119.54641780933544,83.04489262427926,E,-251.6610943171231,A,-54.51838479215911,-126.10430646601327,C,C,-35.49559618898664,62.62662522823956,-284.1021141107372,-113.91303159507294,C,105.7853501539388,0
Other,81,M,-175.656272021711,17.350821058715653,80.76064207728201,E,94.9478753191348,A,15.14452493463961,-31.68441775323761,A,B,-14.77926522393845,172.56545975217148,121.86708714354582,41.508745273621244,C,110.71743606283869,0
White,37,M,-1.3996598914894491,-29.997673904350613,197.65818805884632,C,60.88489309991346,E,79.8250433333596,90.82631763998972,D,B,8.259425550270121,54.934065747881746,120.30740759482856,-20.238984514866893,B,64.72997947922858,1
Black,56,M,-7.151288369991421,33.50854341185293,117.00532089612791,A,42.87603968383656,D,-213.99472906180813,13.332878787105319,A,B,-48.5076362847217,-119.89794666675004,66.2128711826829,-59.603326058355385,E,-83.41565428737375,1
Black,48,Female,-161.91250247210934,-59.40326806157547,-168.68947934282338,A,-115.15896834375712,A,88.22232404758093,-83.05193514708529,D,E,156.51892375001125,-23.19933113192433,8.982113299538454,-172.70086920922432,A,-205.192536838058,0
African American,63,Other,-74.21192809540138,-46.58559274170135,-40.98634356076871,E,152.25595172813493,E,30.156268776398964,-2.122105335439215,A,A,31.963481792662545,68.07254554728057,72.27759480064836,-14.223562407961833,A,-69.34183662686819,1
Hispanic,45,Male,-55.7022955700352,-16.43959706670642,-61.33547248966209,B,-113.84329923262833,E,-51.79731064344111,115.01409903671525,A,A,-103.44609253643561,-28.44922281729935,-8.565956744550622,21.81356412654101,A,-89.080309525976,1
Black,23,Female,-43.35384776198144,-160.91880510257553,-60.22741296098222,C,-2.93641755494741,A,80.29786630452644,44.99632565723022,B,A,-49.387031260297604,140.4833314466136,13.93036246020351,35.619473505940576,E,-59.618312228258795,1
Other,41,Female,-156.57295845212755,-83.39298614037503,-107.04945192222527,B,-45.67507219952539,E,10.263139788226407,25.408139078911972,E,A,-74.55303189736075,-73.06630258565644,-50.91164860898234,11.298415631903046,B,62.25630941961104,0
Hispanic,77,Male,-133.87975578322616,92.98512148432542,175.83101585868414,E,26.377127769347187,C,-9.611190446119265,-157.71751528429084,C,C,-151.15428759047404,-89.15348346113805,-140.78260086260528,101.66017714889679,B,13.353942550752782,1
Asian,85,M,-112.61729075922291,-50.997953925231556,54.85255239946053,D,-81.26856002791611,C,-57.39406434553255,-43.447112139774084,B,B,23.03895024861449,-25.634209505945684,-75.95142907204097,-11.208555725189884,E,-13.962742981059579,0
Other,40,Other,-82.11272354140827,-84.61006350588785,9.815348616228528,A,29.50063211579956,E,10.691719822729155,-35.19403025290374,D,C,-55.028806991198586,-140.50491952934058,-73.7390586906043,16.238799914360147,A,-32.4719238206309,0
African American,93,Female,-213.25710869073538,-35.312816453591445,-64.55551156497319,A,-35.23661039431695,B,44.80289048517708,42.89557731155653,C,C,-16.63471512482264,38.52246123941174,-150.4734078889075,-32.630869073243254,E,43.163730314136714,0
White,39,Non-binary,-21.690090263062512,156.61833379786952,263.38697169496663,C,-67.5309737576679,E,79.44118219028937,12.520488930153098,E,D,82.03296906073078,70.40766360750884,-2.4569961681132715,38.40069803035158,E,54.5262428877066,0
Asian,36,Male,-101.80063418186778,-17.309231484651644,44.934024748315224,A,84.93273696802828,B,-139.42392521347003,30.792021808508363,E,B,85.56700400894493,-15.096570999217276,72.20992844772634,89.80811048872773,C,-8.07283682594266,0
White,97,Female,-16.71289217209609,72.68713470365414,39.260437988213745,C,-46.3443592956166,E,-1.1433887447195659,-35.764237879029146,A,C,92.95571378754927,121.39742987233835,-77.86683758571908,-95.3723222548413,E,78.47178728103688,0
Hispanic,70,Other,-3.927243951295154,95.31101795095006,31.662149787889916,A,-25.860588990305917,C,-63.56728185538183,-9.231603454521293,B,E,-62.00169050978776,17.30179850924435,-228.06298789759714,-101.86261706441859,A,80.60141187699249,0
Asian,39,Male,-12.748634232719771,-35.64909696946532,-74.20105676314105,E,-86.26516473966066,A,143.32865688849955,-45.929960935750955,C,A,12.706301280085416,-151.64899102601856,187.76079023027629,53.610989589424065,E,-130.60520417037856,0
African American,62,M,60.1450994617824,57.29393224383807,106.65653878862533,B,-38.65784375404906,B,28.8916188244158,63.75080467265166,E,B,-7.45856950630093,-30.614353542085105,32.12137063049303,-18.34423248812301,E,141.49432524645283,0
African American,77,Non-binary,120.07346890535419,73.84743502809091,-59.56752940114819,B,-77.82883796983558,B,10.802284152164933,-18.542543430353412,A,E,6.690510155288498,93.40165048893381,-9.966629862887673,100.69464287962906,B,-42.12349697936883,1
White,46,Male,-152.00731099878863,22.580869765336978,260.7404998678713,D,19.104757332657087,D,-76.44022000391509,-6.642420620545779,E,B,-150.18402464447442,-19.158772364819967,42.655725191479135,108.106720102838,C,101.20686674857622,1
Hispanic,59,Other,-155.49295446403667,70.93740358873026,0.9089751334687814,A,222.63504736624037,B,-87.62742751276373,-34.75486649325071,B,D,-98.50837883405768,60.20249528654736,137.1633769799229,-58.10179318254406,C,85.75971922478348,0
Asian,82,Other,-76.07784856514206,-75.74231211112253,48.163127499513834,B,26.59321801897806,B,-134.23269953704127,-37.10010959016542,D,E,-52.985208500999356,28.081673014377145,28.910676194721162,47.38757678087757,E,90.39315779422104,1
African American,40,Female,-155.4568498607556,-88.63831869506322,-100.64009688712406,B,20.04516699922809,E,-81.0337005878398,-33.81821953247251,B,C,-25.832066389866593,31.491021069175734,51.94604260037875,-0.2728436525628603,C,6.591055567946801,1
African American,48,F,38.78579827842884,123.52886386095774,57.549623129470795,B,-128.14699719282225,B,-17.97217769234771,146.46600587764794,A,B,13.121398647163385,31.80821849209084,127.95285528034435,-191.20616762661498,D,-138.46961705811813,1
Asian,32,M,-11.163256738806812,-133.01448509325655,149.67253084615683,D,-104.03425117434388,D,150.02121097923828,-78.75043420567876,D,A,-101.01020314370106,51.510175446570486,-76.28851933573175,-3.905165279198054,D,-73.69630035702565,1
White,61,F,6.726870155759862,-34.424365485317225,14.502711007261649,D,177.0775397528282,C,6.810820897832342,78.84995017212185,D,B,-40.251886853848674,94.7509704230372,167.53960810726358,186.64570211369679,C,-54.59186236583539,1
Hispanic,38,Male,-15.08018513070812,38.85356397707332,154.18109855966875,A,36.97063661379703,D,28.86895310712918,31.923370873172956,E,D,244.68635684517187,-218.29789842927153,132.8804409006827,64.83723621202775,B,-17.185873034385033,1
