race,Veteran,nation,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,Non-Veteran,US,79,B,-100.50349036109638,69.72939836669504,46.77993403237588,D,1
White,Yes,US,64,B,-33.31088391412422,152.67459962444912,-54.81451449838373,D,1
Asian,Veteran,China,64,E,58.361327225684754,-24.622507281622067,-120.05665335779258,B,0
African American,Yes,US,26,B,186.52386631951603,74.06635730985347,10.36041929804805,A,0
Black,Veteran,India,66,B,-20.19216000675121,54.69010725204003,-147.85546285251505,A,0
African American,Yes,UK,34,E,112.64134189462862,10.835449504399357,-79.16473772754527,E,1
African American,Non-Veteran,China,49,C,144.09963071188815,-106.45128630243555,-37.41737253163452,C,0
White,Yes,India,44,A,159.92182343193173,79.09470594060932,-5.877280100172186,E,1
Hispanic,Yes,Brazil,38,C,111.43539811265492,275.4866928381226,-187.14927591289904,D,1
Hispanic,Non-Veteran,US,44,C,44.59312669468919,83.66380465065009,42.31797663045243,E,1
Hispanic,No,Brazil,39,D,157.10991159725654,64.7092172054397,-11.982549185870521,A,0
Other,Yes,Brazil,59,D,-46.69137117013341,87.5872805301112,-38.23692362792496,D,1
African American,Non-Veteran,India,73,B,82.26825608915688,-221.46623138623247,-120.91772442341411,B,0
Hispanic,Yes,Brazil,71,C,35.87145204617131,139.2445536273185,-38.034445549182024,D,0
Hispanic,Yes,US,61,A,7.848819786572242,181.67871968734812,-196.89651183078703,C,1
White,Yes,Mexico,26,E,-61.18311948496373,37.227794055740574,-66.6337580079785,D,0
Asian,Veteran,Germany,65,A,305.085082498113,57.56328273399743,-43.343369589782085,C,0
Hispanic,No,Mexico,23,A,-57.82874920868956,176.17666603672996,105.81490902573898,B,1
Black,Veteran,India,46,C,-90.22036213752187,5.392919556502702,-32.440751709407365,E,0
White,Non-Veteran,Mexico,62,D,-73.97890093866322,19.139174748635572,-58.71596167110884,C,0
Black,Veteran,Brazil,48,E,54.24508336095833,9.647775528426672,80.20273363321448,C,1
White,Veteran,US,69,A,-209.35257747045378,60.616764861704844,8.883297344016007,C,1
Black,Veteran,Other,28,B,88.21672051758348,-3.2379729830778503,14.231949669571605,C,1
Asian,Yes,Mexico,36,C,-32.64340060891397,-28.186592867541393,-246.59632936356934,C,1
African American,Veteran,Mexico,22,E,114.88386737051148,-8.412592607309993,120.77824212167793,D,0
Black,Veteran,Brazil,25,D,68.22259426998953,19.07951014796466,4.059676495691391,E,0
White,Veteran,Mexico,57,B,8.99348289018268,7.8616366310911925,-16.896844921465878,B,0
Other,Non-Veteran,China,53,E,-23.49296204060533,-59.17919051137515,-116.21631094673899,D,1
African American,Non-Veteran,UK,28,C,-30.610196541656382,-24.29984800271855,119.49569753635123,B,1
Asian,No,Other,26,C,102.08636700229916,170.4720149079402,31.32270010496215,E,1
Black,Yes,Brazil,60,E,164.332801410249,-102.33093066547741,-37.17213515177425,A,0
Black,Yes,China,51,E,-240.08267562600264,50.01575026843034,-208.05994895470968,B,0
African American,Veteran,China,39,D,110.42925357973013,51.23147688692683,-17.952745869440196,C,1
Black,Non-Veteran,China,59,C,-6.029220775747305,-148.8584560755258,-108.93501651381747,D,0
White,Non-Veteran,Other,25,D,-46.67367952380683,-52.775131714921095,28.944057042430465,C,1
Other,Veteran,Mexico,64,E,-73.86380842943966,106.53826156384932,-6.852479142270951,A,0
Asian,Veteran,Germany,44,A,96.10779628433502,-29.327445340909197,118.20698810037935,D,0
African American,Non-Veteran,Other,43,E,-0.06992919054478196,16.780431601628855,35.52738143578107,B,0
Hispanic,Yes,Germany,55,D,63.95517087135665,123.40130278609716,-67.84447035768103,D,0
Other,No,Germany,66,D,85.92057261422971,27.08145810613896,-49.96509477130967,A,1
African American,No,China,30,C,-84.83842109322323,-62.30427025643801,-60.98788883576468,A,1
African American,Non-Veteran,Brazil,67,B,61.683944976230975,-201.05552333404998,117.942407272623,B,1
Other,Yes,Other,43,E,18.257041756355864,93.75111447222919,-87.59608153129594,C,0
Hispanic,Non-Veteran,UK,43,B,-146.5521631754225,8.355366357919397,-139.40752294341675,B,0
Other,Veteran,Brazil,52,C,31.597317763928395,1.8336951654365896,72.79932365648244,A,0
African American,Yes,US,34,B,-13.491971372208662,29.598116440076478,32.366192391281494,C,1
Other,Non-Veteran,India,21,C,41.81622567684578,82.95814993561022,-77.19698871353401,E,1
Hispanic,No,Brazil,34,C,29.96667361807319,16.084183767129332,-130.81220405182285,C,0
Hispanic,Non-Veteran,UK,74,D,103.74964198471723,51.926467314591065,58.16473602939934,D,1
White,No,China,64,E,-17.507707312526183,175.4699571337292,-99.02636622357501,B,1
Hispanic,No,China,50,B,-59.765055997278296,87.77160002080342,8.430265288492741,A,0
Black,Yes,India,45,E,146.77057258421132,-68.4323573913896,12.720496532723674,D,0
White,Yes,Brazil,39,C,176.3185218510114,57.06448678271455,42.53894681715814,C,1
White,Veteran,Germany,66,B,71.25918289907875,-252.13827423276248,180.48990762441377,E,1
White,Yes,US,73,D,-15.612367605438363,63.15535200137282,-116.93598878555436,B,0
Asian,Yes,Other,47,B,88.6714785723247,-71.88124546725548,-38.41750149048278,E,1
African American,Non-Veteran,Germany,22,C,33.286140163192385,-13.969088473544966,83.45116898159475,D,0
Hispanic,Non-Veteran,Brazil,45,B,-78.07422325440977,44.95097357684561,158.30209427864796,B,0
Black,No,Other,56,A,35.43335851764144,25.32484692831781,95.74599269917745,E,0
Other,Veteran,India,66,B,37.29650241995132,-62.00147639774842,89.44903949678378,D,1
Other,Veteran,China,68,B,16.1424548242368,221.77885728551433,123.51974915138186,C,0
Other,No,India,18,A,-56.829381283443595,-80.14268434012422,-16.886581293108343,C,0
Other,No,India,44,B,143.83577126099314,83.39554159968505,-120.93587052778598,C,1
Hispanic,No,Brazil,36,C,-54.96410357690622,-21.038677748282524,-145.07764562317672,E,0
Hispanic,No,India,78,D,-15.098800145985692,-71.3805109907281,-54.03658360787232,C,1
Hispanic,Non-Veteran,Other,71,D,-25.080750786704716,-200.36141711230138,-4.8411343900597394,C,1
White,Yes,Germany,41,C,-58.49998065467764,18.05047740271299,-44.244778984106084,D,1
Other,Non-Veteran,China,65,E,108.94618678610657,-83.20845402778724,67.02947377311986,B,1
Asian,Non-Veteran,Mexico,62,B,72.82951564617125,135.50281512256223,-92.03321146310506,A,0
African American,No,India,47,E,43.685546972949965,-145.402793815955,-240.71292488715997,A,0
Asian,Non-Veteran,US,53,E,-185.4002818970319,-18.60804479462146,56.7072380782332,C,1
Hispanic,No,Other,64,A,-55.285664505204664,120.34944340645744,105.8681805884035,A,0
White,Non-Veteran,Other,57,D,-39.077535052337055,159.86562870423836,-127.09843659017285,E,1
Hispanic,No,Other,56,B,26.742369333929826,-18.48461597325766,174.87171631301257,D,0
Black,Veteran,US,29,A,-133.00605325710336,-84.97498661431511,162.81569930561918,A,0
Black,Veteran,Germany,60,D,-66.08802534257512,257.9676126354232,232.09915547169055,A,0
Other,Yes,China,74,A,-132.70402459558827,-10.669960776428763,-107.21736941693626,C,1
White,Non-Veteran,India,47,E,39.75635522875864,300.4236461042169,58.02130841252868,E,0
Other,No,Brazil,61,C,-113.57166888166574,-229.39729600608882,-131.83667124509643,D,0
African American,Non-Veteran,India,55,A,-127.75226336789538,-24.339622436941376,-27.894846773589897,C,0
African American,Veteran,US,51,C,-33.82061120126129,50.864075192403625,50.119266732408555,A,0
Asian,No,Mexico,70,D,-66.78069632927917,9.374088119207734,-56.74808487770995,A,1
Black,No,Brazil,73,C,-64.92044322051453,-87.86004008540336,34.11600880737218,B,0
Black,Veteran,Brazil,40,C,50.82128523217845,-32.762798788536514,130.3578206565452,E,1
Other,Non-Veteran,UK,30,A,105.7563388559666,3.9252835661400707,64.72558146557868,B,1
Other,Veteran,Germany,19,E,-82.9657823600643,-45.52251183139738,35.405827122780764,D,1
Other,Non-Veteran,India,72,E,-44.77651592573782,209.36027931918494,69.44280115844379,E,0
Hispanic,Non-Veteran,Other,69,B,-110.93709888713492,-5.977645514913844,59.90710648726617,A,0
African American,Veteran,Brazil,49,E,77.21222187607792,-115.94497161572568,-81.43682906017146,B,0
White,Veteran,Germany,33,D,116.47512373479935,67.07310377222322,82.49052093440777,C,0
Asian,Veteran,Other,71,C,37.331396148576296,-5.488213428464787,-113.39868485754722,E,0
White,Yes,Other,33,A,-105.22921229431168,-64.49180842587884,-79.88561780711424,A,0
White,Non-Veteran,UK,38,B,45.61644055143527,214.9820054433283,3.0423196866808775,D,1
Other,Yes,Other,51,C,55.89689768423269,-103.23584894934288,216.0663080819116,E,1
Black,Yes,China,74,D,18.00075067278139,-51.35385719105196,3.3523378771963195,A,1
Asian,Non-Veteran,Germany,77,D,11.895415260076064,-295.6610927997944,-30.562211161184482,E,1
Hispanic,Non-Veteran,Other,75,D,26.701511936244675,3.946101051452127,21.878749805317813,E,0
Asian,Veteran,US,32,D,-73.18609407133096,-32.489373556416396,-142.94562129281317,D,0
African American,Non-Veteran,UK,68,A,-62.72087556688189,-94.33963680096336,-160.14829707128985,C,0
Hispanic,Veteran,Germany,63,A,62.9976276487907,98.24421447545912,-82.65030961401895,C,0
African American,Veteran,Germany,24,B,-32.39809267031422,114.41118494131663,-47.5268953646951,C,0
Hispanic,Non-Veteran,India,32,C,13.613388028744378,52.69423472985141,15.734337121110192,D,0
White,Non-Veteran,China,53,D,-131.32626157250107,-36.60703637099723,-143.06625965893812,B,0
Asian,Yes,UK,39,E,106.81033297664588,-92.41360269217942,11.778246852168525,E,0
Asian,Non-Veteran,Germany,36,E,53.610339725473075,-27.951000008488585,-155.47154264972156,C,0
Black,Veteran,US,25,E,163.2812912042109,-14.152002374556677,214.88581470616222,C,1
African American,Veteran,Brazil,76,E,-2.3078341383710526,-152.2306986610822,-172.39092418631245,E,1
Asian,No,Mexico,48,A,91.49700209797666,-210.21021681827085,-30.148214814142737,B,1
Hispanic,Veteran,Germany,72,D,-86.62390712980704,-24.737336539537335,62.466285521240906,E,1
African American,Non-Veteran,Brazil,75,C,-54.077918676127155,-41.77546633404192,-147.3821673312279,D,1
Other,Non-Veteran,Other,20,D,-83.8796772286416,53.397623566497046,-146.22449224750656,E,1
Other,Yes,Mexico,25,D,281.2375415638131,12.533467674113407,178.9489673246345,C,1
Asian,Non-Veteran,Mexico,32,D,-53.28134658443958,-63.31945920220855,100.58983394867266,E,0
Asian,Non-Veteran,US,29,D,-115.73435911308519,56.90038019691984,-33.64308218380631,E,1
African American,Yes,Mexico,24,B,207.42090592805965,-134.45570130336753,28.577301293083256,D,1
Black,Yes,US,78,D,91.1584094821835,-47.49267514745913,137.05693850514663,E,0
White,No,Mexico,38,B,-19.06147232311481,-22.930857465805033,-40.50856940255745,A,1
Other,Non-Veteran,Brazil,65,C,164.29599601675108,57.838294863816884,-5.153805386414788,B,1
White,Veteran,Mexico,41,D,11.864083825130392,105.06831119838311,-40.463726362315356,D,0
Hispanic,No,US,20,A,-149.60195386585738,-62.48364819471038,-125.27626233868372,A,0
White,Veteran,Germany,73,E,-42.51856079453146,22.604317408088797,10.564260479551328,C,1
Black,Yes,US,65,D,-328.5396541426289,139.03239272612936,134.90180556235495,B,1
Black,No,India,24,B,-146.92138538867775,131.35284397456937,-13.164554775438825,E,0
Black,Veteran,UK,34,A,57.21916023975585,-80.7582436268886,195.40329261054455,D,1
Other,No,India,30,A,-3.886336782420362,-73.81129361586537,40.84456489260791,B,1
Hispanic,No,China,65,B,-210.88308780424265,-174.67739067725122,-6.167815549672868,A,0
White,Veteran,India,73,D,-38.55111248800465,63.92135496121794,-19.362336484824226,D,0
Other,Yes,India,23,E,188.20266768335202,-33.35409426619656,29.07346990198489,A,1
Asian,Yes,UK,25,C,79.50637493127817,-53.84034899479468,148.1359217390811,B,1
Black,Yes,Germany,45,E,31.7294562059928,32.09184497680635,-0.20427864295097992,C,0
Asian,Non-Veteran,Mexico,66,E,109.61775668048868,-45.215556737748116,-74.66709516991307,D,0
Hispanic,Non-Veteran,US,58,C,-59.98520728562485,-160.39323864645846,25.93948806509922,D,0
Black,Veteran,Germany,44,E,19.191263227581786,109.5479684567263,-53.63963027332769,E,1
African American,Yes,China,54,D,-192.81396358275992,-7.09903840259852,-84.94505009545446,E,1
Hispanic,No,Mexico,49,B,58.218796916355586,41.30781659579988,61.9948155800349,C,1
Black,Veteran,Brazil,24,B,-106.38195946567535,-28.67709297597306,-114.95365094190961,D,1
Black,No,Other,53,A,1.4483730096811014,40.8197679879811,-93.30551301260111,B,1
Asian,Veteran,Other,47,C,8.250918119181677,88.95909136744736,75.48328748542676,B,0
Black,Veteran,Mexico,42,B,18.445703709960075,30.276608614102035,6.207751357084984,A,1
Other,Veteran,Other,22,A,-210.49825531336458,150.09023528078288,288.2746020853379,D,0
White,Veteran,UK,26,A,66.29497425619324,-155.4930541435753,5.544144112811382,C,0
Other,No,Other,33,E,38.047092022608936,-76.13855260856738,67.09121259583853,E,1
White,Veteran,US,27,D,86.5097581771817,-167.68090231602605,-17.30773982378989,E,1
Hispanic,Veteran,China,38,D,-181.97507332027246,-1.062598601857182,48.40135669898007,A,0
Other,No,Other,42,B,19.4779431134178,-89.52293837584608,-2.455213837891063,C,1
African American,Non-Veteran,Germany,47,A,37.7819333013942,-37.43195239016543,59.05543960036671,C,0
Hispanic,No,China,22,E,71.1477879323106,-30.07800015638198,-183.06050173706586,D,1
African American,Yes,UK,40,D,36.66756872961832,-59.764403732084304,50.76855735000474,E,1
African American,Veteran,UK,39,A,-23.868970856796892,-53.55022326469767,175.81335066321907,C,0
Other,No,China,50,A,0.5771946821890233,-67.30980932813814,-0.3490826726153041,D,0
Asian,Yes,US,30,B,29.77210628355693,-143.53846016409983,-102.7344287383477,C,0
Hispanic,No,UK,26,D,-115.40653338025761,61.19208754130929,12.175841590917178,C,0
Black,Non-Veteran,US,48,A,168.4844406036568,-67.85601581366728,1.721620815400258,B,1
Asian,Veteran,Other,66,C,13.001909552243884,1.3867826845418139,-69.15884658709216,E,1
Other,No,Other,73,D,-32.011174512818116,-153.0622354044265,-82.68570029602591,A,1
White,Non-Veteran,India,37,E,-87.7620065434436,51.400483991174525,149.63382311444752,A,1
Asian,Non-Veteran,Germany,33,D,113.69290699018708,-154.14554038106044,-3.4246466054381997,D,0
Asian,Veteran,China,41,D,-95.45637043734358,-38.341377196069836,139.01379343677888,D,0
Other,Veteran,US,27,D,-52.044449231996204,20.475012171179532,-108.22049085806884,C,0
Other,Veteran,US,58,E,-35.854664610132644,-36.05998859616639,-29.41359376923513,A,1
Hispanic,Yes,US,64,D,20.819878386981237,-76.73297243704673,-286.2559715104784,E,1
Hispanic,Yes,Brazil,53,E,31.381007990531096,-0.9142493928185648,140.23350066355565,A,1
Other,Veteran,Other,35,A,93.13731478927374,-156.19179554391064,154.9071978147075,C,1
Hispanic,Non-Veteran,US,45,A,26.639701055667736,-75.38509694527349,-20.16115343983229,B,1
African American,Non-Veteran,China,72,B,-12.958314792812734,-126.85811605369632,80.67756072731544,E,0
Asian,Non-Veteran,Germany,32,B,14.674217242565232,275.85785271088025,52.0218051310805,C,1
Other,Veteran,China,22,B,72.8151349795335,7.455161987434583,-51.85118168207799,D,1
Other,Non-Veteran,Mexico,18,E,-81.16824039620364,-33.99171625414234,-85.4243042594219,E,0
Black,Non-Veteran,Brazil,45,E,-120.61215857019323,149.46936889866302,-54.67371185909408,C,0
Other,Yes,China,57,D,42.15232412639651,35.846608799644194,-190.3710098852001,B,1
Asian,Non-Veteran,Other,63,A,-92.11167868859324,-20.541692280962494,-77.71354027711868,A,0
Black,Veteran,India,58,A,62.30344833423316,12.361250612899925,-160.08988192427023,A,1
African American,Veteran,Mexico,65,B,52.71705697513909,158.739987391411,-11.140340466841964,E,0
African American,Non-Veteran,US,19,C,135.80947315685106,101.44541337299256,-57.49837072680195,E,1
Other,No,Brazil,74,A,144.8080142189881,14.375585775475184,-140.24888283715686,A,0
African American,Veteran,Mexico,57,B,-229.38014365855227,-246.99363899602199,-11.200034181448077,D,1
Black,Yes,Mexico,22,B,-82.28002275762215,-223.19564139153906,115.76287002912358,C,1
Other,Veteran,Germany,44,B,-92.86305372303036,83.79677251046044,69.17165593659634,D,0
Other,Non-Veteran,Germany,66,D,-122.3699835456137,-143.21612959412963,13.109382631284806,B,0
African American,Veteran,US,65,C,-82.17098824165537,98.84195457864872,94.87496902341962,A,0
African American,Yes,Other,42,C,-66.04259878661416,53.18392985721575,-132.4164414584511,C,0
Hispanic,No,Brazil,56,D,-101.40104734086968,-117.55047058204914,-78.92059916879978,C,0
Hispanic,No,UK,22,B,66.88669159494236,-248.24055145619886,-30.79905608795831,A,0
Hispanic,Non-Veteran,UK,54,C,61.855228069023326,129.676156207519,-169.79103326111345,E,0
Other,Non-Veteran,China,78,E,91.21290870348469,92.14541884593528,-25.370417494448294,E,0
White,Veteran,Germany,30,C,-6.965749241725093,44.046377902864435,-90.81607693334564,D,1
African American,Veteran,China,53,E,35.345367349045645,-169.80163921654193,140.02204364427263,C,1
African American,Veteran,US,71,B,74.4484538953855,-99.49119188170097,115.03520793454653,C,1
Black,Non-Veteran,Mexico,44,E,-27.407539208391825,102.63761381277835,95.96219607077491,A,0
Other,Veteran,China,79,B,-81.28625851341323,129.65812451283202,-42.41817362702028,D,0
Hispanic,Veteran,China,54,D,-75.26800657179137,72.91131668687872,83.06737089906473,B,0
Black,Veteran,India,42,E,-69.27833141127033,-52.946687579397754,152.0444823076832,E,0
White,Yes,China,75,A,12.236182926061295,-7.870234181652869,-39.68541642142262,E,1
White,Non-Veteran,US,62,C,100.88864857265011,-44.23275363778016,163.39468876739005,D,0
Hispanic,Non-Veteran,Germany,44,D,120.32272042875401,-181.52500799763394,114.380705387971,D,0
Asian,Yes,Brazil,28,B,-27.05981919929713,-84.52088396472224,-114.15617677972784,E,0
Hispanic,Non-Veteran,UK,42,D,123.19069299279101,130.37412447218853,3.3037815605653242,C,0
Hispanic,Veteran,Mexico,19,E,-20.13350991938678,253.2890808635552,-74.97505337701915,A,1
White,Yes,UK,41,D,-22.45580374793486,10.889565204441533,-103.36410600598857,E,0
White,No,Brazil,68,C,167.96265541637885,-56.22553831558312,-43.11850308047588,C,1
Black,No,UK,56,D,-40.684313372957554,115.93503399902376,-31.199824219947804,D,1
African American,No,China,41,D,-113.27080973228713,-99.00281241130581,152.97293716607655,D,1
Hispanic,Non-Veteran,UK,70,C,218.4327344331189,46.95306207184925,52.54900030565466,B,0
Asian,Yes,Brazil,67,A,-38.954078227527994,104.35751745443393,-65.71918886562236,B,1
African American,No,China,20,C,-81.5200387372471,-156.02409306696146,-29.3943573861156,E,0
White,Yes,Brazil,78,A,120.32292370912383,0.5693561458544446,-139.47800172146393,E,0
Hispanic,Veteran,US,32,A,-65.01372634737547,-19.997642692133045,36.80367320645908,B,1
Other,Non-Veteran,UK,36,E,-54.627253362687746,-29.89026504225703,32.289529623321386,E,0
Asian,No,Other,64,E,-90.4838197630713,-158.26988512933517,148.81504862772354,D,1
