disabled,orientation,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Homosexual,65+,C,62.88847516109109,B,A,C,C,A,E,17.780356400929648,-70.16631914761486,0
None,Homosexual,26-35,D,-116.49587353509054,B,A,D,E,B,E,-9.629943297845571,169.60935781480438,0
No,Bisexual,51-65,E,181.6226792819246,B,A,B,C,E,E,-51.84914057646915,30.2715773271087,0
Both,Bisexual,26-35,B,-62.12558474329418,D,B,C,A,B,C,127.60425500375428,124.92670862073278,1
Yes,Other,26-35,E,26.10683590522067,A,B,E,E,D,D,26.949705973297704,101.23115499029238,0
Both,Homosexual,26-35,B,-93.06597880686401,E,C,B,C,D,D,43.274425693757394,24.190016309214172,1
Yes,Homosexual,65+,D,73.59871816163832,E,D,E,A,B,E,-88.20615462895402,-105.06588302037434,0
None,Heterosexual,18-25,A,-53.265448478784606,A,C,C,B,E,C,-71.41885744587964,54.85513745152324,1
None,Bisexual,26-35,B,-50.768094855427435,C,A,B,C,C,E,-160.6925031021985,155.45562025295712,0
Mental,Other,18-25,E,-99.77748281141501,D,A,E,E,A,D,18.709788025590157,-123.28621810033775,0
Both,Heterosexual,26-35,E,-141.14359251155096,D,D,A,D,A,A,-5.162251933002136,134.31544057506983,0
Both,Bisexual,51-65,E,-51.161033155701816,A,A,C,E,E,D,61.58234226292235,164.13685128985435,0
Both,Other,51-65,C,-65.53185700607244,E,E,B,B,C,A,-220.72425417915343,3.7601644016778764,0
Physical,Bisexual,26-35,A,127.723519756655,A,C,E,E,C,E,-116.0063958342803,-45.54533036824789,0
Physical,Bisexual,18-25,C,9.961021812736455,D,A,B,E,B,A,-18.248642426046242,164.43914702198092,1
Yes,Other,18-25,C,-20.637720047778416,C,D,E,C,D,A,-57.346761238936885,-57.48258242450754,1
No,Other,65+,C,28.223735626065483,C,A,A,C,C,C,118.3973254761157,48.07329252146331,0
Mental,Bisexual,26-35,A,98.95302604228505,B,C,C,C,E,C,-127.4771906377509,75.89817292151761,1
Both,Bisexual,26-35,C,17.618804445714574,B,B,D,E,A,B,-260.77626377534693,-71.31266550311956,1
Yes,Heterosexual,36-50,B,-27.846955851317677,C,C,A,A,B,B,21.364749213218694,-125.06237642171816,0
Mental,Other,36-50,C,212.06213965810988,A,A,B,E,C,D,-85.81963164749672,191.86313208675742,0
Physical,Bisexual,18-25,A,-207.58038589024332,C,D,B,A,B,C,-58.31514505796083,-121.61924309795353,1
Both,Heterosexual,36-50,C,-42.681513460335985,E,C,A,D,A,E,-127.15547297697675,138.67631862506613,1
Yes,Bisexual,65+,B,-64.20014449044179,A,B,E,B,C,B,219.04048816703173,65.94174722390741,1
Both,Bisexual,26-35,E,58.18907260944246,A,A,C,D,B,A,81.9918559668094,-77.07293624660852,1
Both,Homosexual,51-65,B,22.15606666465971,B,B,D,D,C,D,207.29116251455065,10.874119416790943,0
Physical,Other,51-65,A,-126.3866836008884,A,E,C,D,B,E,186.33205594574372,-82.26308688149868,0
Physical,Other,36-50,E,4.56063368440602,B,A,E,D,D,B,-15.36330392190925,-6.624831356669963,0
Physical,Other,65+,C,-12.04072368239526,A,B,A,A,B,D,53.91625139091359,-139.3283554394908,0
Yes,Other,65+,B,14.420583818510691,E,B,C,A,E,B,-126.14651609572502,103.52777089287584,1
Yes,Other,36-50,C,-104.47384267786694,C,E,C,C,C,E,-1.416825808041496,-141.05920794965013,1
Physical,Other,65+,D,37.636488982414676,A,C,E,B,B,B,-12.928541468081567,54.56356255980962,0
No,Homosexual,18-25,E,142.14841854464376,C,E,A,E,D,C,109.40879141685389,-262.19264850502253,0
None,Bisexual,26-35,E,51.13713736901849,E,B,C,E,B,A,-2.008725853524882,10.645456182129251,0
Mental,Other,65+,C,161.80067613465994,B,B,C,B,D,D,-157.3366463100366,245.40600404681507,1
Yes,Heterosexual,36-50,A,-115.69883423001073,C,C,C,A,D,B,196.69720654359645,133.17895447400082,0
Both,Bisexual,36-50,E,-231.10721497872922,D,D,D,A,D,C,-5.320314111819002,-85.1540060882915,1
Yes,Homosexual,36-50,D,5.308971544259602,D,B,E,A,D,A,-94.85853878402081,118.60596957162504,0
Yes,Bisexual,18-25,A,-25.034913613774474,A,A,A,D,B,A,71.89845770920469,123.06424291169414,0
None,Other,36-50,A,-93.76112072652091,E,C,E,D,B,C,-114.84299878409622,-37.5692447533738,1
Both,Bisexual,65+,E,-2.6722259219955613,A,A,D,B,B,C,94.63392996278154,84.64891099333187,0
Both,Other,18-25,A,35.49478429080783,C,B,E,E,D,B,-82.5508233785721,-25.32398183536351,1
None,Other,65+,D,18.587084682045337,A,D,E,E,D,E,41.7453359401764,3.1463040714659316,0
Both,Heterosexual,18-25,B,-10.402433448945292,D,C,C,E,A,B,24.256691727943075,-140.64395784792404,0
None,Other,51-65,A,114.00104403621594,B,A,D,E,B,B,-251.03734690188807,-175.5185889943708,0
No,Other,51-65,B,139.92146111358434,E,E,C,C,A,D,-115.02415471549395,119.05184357608518,1
Mental,Homosexual,26-35,E,-130.6331278438718,B,E,D,C,E,A,44.246584759094986,25.42214753107507,0
Both,Homosexual,51-65,C,-126.28557312633045,B,A,A,E,E,A,2.898197753751323,36.27530438327031,0
Mental,Homosexual,26-35,B,-133.9493969486045,E,D,B,E,C,A,93.15342492307667,-97.36698091656348,1
No,Bisexual,18-25,B,-90.08081331733113,C,C,D,B,A,B,33.7555420821639,-109.05787253857153,0
None,Other,65+,B,27.42687269864572,D,B,A,D,B,C,131.22316374277528,-123.98916837718288,0
Yes,Other,18-25,B,-4.508538168165253,B,C,A,E,B,E,37.00333737149298,21.835867375165783,1
Mental,Heterosexual,26-35,B,-123.8404724880641,A,C,A,D,B,A,258.6014380050753,92.6323535917865,0
Physical,Homosexual,65+,A,-68.58635253630077,B,C,E,A,C,B,69.04342326117877,22.35714244836928,1
Mental,Homosexual,51-65,B,-81.28273522042598,B,E,B,D,B,A,-22.88163207904837,-20.150319586103542,1
No,Heterosexual,51-65,B,105.42554428839237,A,A,D,E,B,D,159.87595462442127,-74.18651634991149,0
Yes,Other,26-35,A,70.16837113035236,E,E,E,D,B,C,32.253457921278425,-7.864607277369984,1
Mental,Other,51-65,B,209.08906389033115,D,A,E,B,D,C,62.54657178310797,-16.906423946421516,1
Physical,Homosexual,51-65,E,101.20112253163707,B,A,B,C,A,A,32.909692914435965,-18.44796783940497,1
Yes,Bisexual,65+,D,-32.37929414105704,D,A,B,B,D,A,-103.05763391059043,180.24811332843635,0
Physical,Other,51-65,D,-144.01432158558748,A,A,A,B,B,C,-133.5768645686636,-35.265703936877145,1
No,Other,65+,D,-125.9817499782728,E,C,A,B,D,A,-79.42130878553442,-34.07226804354207,1
No,Bisexual,36-50,B,64.17206313248593,B,A,D,C,A,E,85.64552703914332,12.779034263210598,0
No,Other,26-35,E,181.69517279337256,B,A,D,E,A,E,-222.96842341545005,218.25538337647248,1
Mental,Other,26-35,D,-201.29776502068583,A,D,C,C,B,B,252.58647483932154,65.44608789965517,1
Yes,Bisexual,26-35,A,-33.00799860186079,A,B,B,B,D,E,148.07149344960035,115.37006309354061,1
Mental,Bisexual,18-25,A,-39.164673974228684,D,C,C,A,A,E,11.90643651121827,-5.146185579440889,0
None,Heterosexual,65+,B,-97.96412827146249,D,A,E,C,A,D,-148.1428906541893,-25.74342205773671,1
None,Heterosexual,51-65,C,-192.76844846598505,D,E,B,C,C,D,58.49813971334059,124.43558314560154,0
Both,Bisexual,36-50,A,229.5931218413822,C,A,C,D,A,D,92.51396595679692,-147.01304851185995,0
Both,Heterosexual,65+,C,134.8634342879893,D,B,B,E,E,B,-28.519240529132784,91.57212197789882,0
Mental,Heterosexual,65+,E,102.73259739630596,A,D,A,D,A,E,86.85416790367124,142.54633974894568,0
Both,Bisexual,65+,C,124.90474051144082,A,C,B,C,A,E,-96.12120531586203,-82.4887298319527,1
Physical,Heterosexual,51-65,B,-107.0268439448108,A,C,D,E,B,B,154.38227000323354,-187.3771547293193,1
No,Homosexual,51-65,E,-182.22274445886043,A,E,D,D,A,B,61.613364646927934,98.90731993483743,0
Yes,Homosexual,51-65,A,-79.2001945053992,D,A,D,E,A,D,-158.61709788214782,-124.09228379851946,1
No,Heterosexual,36-50,D,4.6336769269077145,D,B,B,D,A,C,-101.36248250368831,19.931793168066964,0
Both,Homosexual,26-35,E,19.015199700185825,D,A,B,E,C,D,38.93417566864466,-49.387406954781795,0
No,Bisexual,26-35,E,68.73288256823311,B,C,E,C,A,A,40.18127041152286,-19.365965395288395,1
None,Homosexual,51-65,C,-13.285724830118825,E,B,C,A,E,D,37.32338390408728,-104.38720783289534,1
No,Homosexual,18-25,C,-110.67458370123215,C,E,C,A,A,E,-101.59993191205024,-104.2700243904331,1
Mental,Homosexual,18-25,D,69.38719850087509,C,A,B,A,A,B,-56.657505650163685,36.6814598655611,0
None,Other,26-35,D,-149.99038711958718,A,B,A,D,E,B,19.90285765770049,89.13163864279558,0
Yes,Homosexual,51-65,A,-61.98625555007138,E,C,A,E,A,D,-261.1352121827726,40.74551731009303,1
Mental,Homosexual,36-50,E,93.67597640331087,D,C,B,A,B,A,-123.5579283209224,69.10516810170321,1
Both,Other,51-65,C,112.4226173740089,B,A,A,E,E,D,58.195869324103555,184.31074056264595,1
Yes,Bisexual,18-25,B,174.42637581202942,C,A,B,C,C,A,-140.46264397992755,116.2487028770302,0
None,Heterosexual,65+,C,6.483017390010824,D,E,D,B,B,A,-1.5010746300195155,263.87271678146334,0
No,Heterosexual,18-25,A,-31.65094661174692,A,A,C,C,D,B,114.42717458854045,-154.7734972760288,1
None,Bisexual,36-50,C,-211.10662527399694,D,B,A,B,C,D,-38.17447801731454,17.811884209918016,1
Mental,Homosexual,51-65,C,153.9177947862906,C,B,B,B,E,A,74.00382424222893,164.5648720150962,1
No,Heterosexual,51-65,C,-48.76214088031999,A,B,B,B,C,A,-46.61250508074666,-103.74971938996447,1
Physical,Bisexual,51-65,C,95.32212080175962,C,C,A,A,D,E,-0.40771936469670345,131.21306012595883,1
No,Homosexual,65+,E,78.33266682024112,B,B,B,E,C,C,-34.86270332610882,37.499379154572026,1
No,Heterosexual,51-65,D,-88.94466213738981,E,C,B,D,B,A,-53.033039083620245,-12.648807217962025,0
Mental,Heterosexual,65+,A,-63.187755902257,B,C,B,E,B,A,-43.690255243939646,-19.163057894998115,1
Both,Bisexual,18-25,C,5.519308996090556,E,A,A,D,C,D,75.24019939326271,71.42096151904987,0
Yes,Heterosexual,26-35,D,-26.967287727706506,D,A,B,A,C,B,78.77571015860873,-14.833575206563099,0
Physical,Other,18-25,A,-86.58788832939364,D,C,C,B,D,E,76.18259297341216,-160.4592776648114,1
Both,Bisexual,36-50,D,99.69660300251036,B,D,A,C,E,D,-87.86747239535435,-81.27600528843465,0
None,Other,18-25,A,-116.62797684032758,B,B,C,D,B,E,35.79908366813176,94.60805330636364,0
Both,Bisexual,36-50,B,71.63599169777089,A,C,C,B,E,A,-128.14898058173645,92.39019616701268,0
Physical,Heterosexual,26-35,C,-32.51921404245934,B,D,A,E,C,B,42.850015981866704,5.512754259942964,0
None,Homosexual,65+,C,-49.54908211869892,C,D,C,E,C,B,56.7815635674938,27.61885532915131,0
Physical,Homosexual,18-25,D,-122.79123325867702,A,C,D,A,A,E,46.76718145013351,-20.10462139299179,1
None,Bisexual,18-25,B,129.5788458572036,E,A,D,C,A,E,159.8921136810676,-111.45966929987188,1
Both,Other,18-25,B,-70.58206420896322,E,E,E,E,D,B,-78.99363518377041,123.97269012616138,0
No,Homosexual,36-50,C,45.710501025835555,C,D,D,D,C,D,124.58462818000078,-52.85414683284881,1
Both,Heterosexual,65+,B,-68.06800147339716,C,B,C,E,A,D,138.88825088955397,-0.15067507183023943,0
Mental,Bisexual,18-25,B,-76.20171966277132,A,B,D,E,A,B,-45.53763174993979,43.81241747215899,0
None,Homosexual,36-50,B,-41.00736817003999,C,E,D,D,B,E,199.70185727965907,-103.76172240282406,0
None,Other,36-50,C,106.53481675274716,E,B,A,B,C,A,39.54813392957944,34.69615185213756,0
None,Bisexual,18-25,D,34.8497479028729,B,E,C,B,B,B,-67.8399676636505,-50.87386813056133,0
None,Other,36-50,C,-137.66688900079203,A,B,E,B,D,A,137.28753266481908,-102.66878820137279,0
None,Homosexual,65+,C,109.75477411647215,E,D,A,D,A,A,-97.78407699849915,93.2617770721289,1
Both,Bisexual,18-25,E,-149.90638850697934,E,B,E,D,A,A,-82.491197664593,252.60796897909827,0
Physical,Homosexual,18-25,B,-116.96274484840039,A,D,D,E,B,E,-83.15438877512494,-20.07542799771789,0
Mental,Other,26-35,E,-48.500056625129574,C,B,D,A,E,E,-25.709739214903955,-119.13282017005737,1
Mental,Heterosexual,18-25,D,84.41888690801063,B,C,B,E,C,B,16.21903072964212,58.116523366065984,1
Yes,Bisexual,26-35,D,-72.93278554055081,C,E,B,E,C,C,101.81239303509987,-15.55212438246904,1
None,Homosexual,65+,D,40.25603506082308,D,A,E,B,B,A,-77.90210742907949,-72.30477085763295,1
Yes,Other,51-65,E,11.208009163976683,D,C,B,A,B,B,-11.33452589710712,119.61998968704796,0
Physical,Heterosexual,18-25,A,-133.12105041297252,A,E,A,C,D,C,-6.04586451770383,43.18532102667904,0
No,Other,51-65,C,-73.98425079738846,C,B,A,E,A,A,-124.88864225117868,155.65977640112266,1
No,Heterosexual,51-65,A,122.61992564115107,B,D,C,B,E,C,-99.75870797090585,-117.549835019787,1
No,Heterosexual,51-65,C,-63.26815944539681,A,C,E,E,D,D,-70.52177910387158,37.6257945834766,1
Yes,Bisexual,36-50,E,-230.26446279653183,B,E,B,D,B,B,-13.931933548176437,-22.004394452548684,0
No,Homosexual,36-50,D,226.65847183906402,C,B,A,C,D,C,-7.550081500438447,-19.624548461525563,1
Physical,Heterosexual,18-25,B,-27.25867550563702,C,E,C,A,B,A,-36.125194996182856,122.49830381013909,0
None,Heterosexual,26-35,A,168.1209973725543,C,D,E,B,D,E,102.10340150206159,-13.12955053593869,0
Physical,Bisexual,65+,B,-45.71332319344754,B,C,E,B,E,E,-149.40716928859663,-1.9917927473629409,1
Mental,Homosexual,26-35,D,12.62749698235251,C,E,A,D,A,E,29.88143116673286,-111.86025520350631,0
Both,Bisexual,51-65,E,-69.19164012451486,C,C,A,A,D,D,43.9372503161634,2.396917586890231,1
Mental,Bisexual,65+,E,-36.311788689484054,E,A,A,D,B,E,-111.5340381314442,-52.52474267810376,0
None,Bisexual,18-25,E,11.882871542442079,D,A,C,D,E,B,-51.42562291349151,1.0769566573787532,1
Both,Other,18-25,B,29.042459105380697,D,C,A,B,D,E,-130.6899736611997,46.429606679242625,1
Both,Homosexual,26-35,C,-95.23188701292719,A,D,D,A,C,B,-13.477614964153908,10.404388001984758,0
None,Heterosexual,18-25,D,35.86396503832942,B,D,D,A,A,D,62.99124900168831,116.86962219836398,0
Yes,Homosexual,18-25,C,75.83663333049242,C,E,A,D,E,E,-86.91168617056803,139.1894304856084,1
Mental,Other,18-25,C,86.52467885559074,E,A,B,D,C,D,-124.06427995761055,32.75746091078681,1
No,Other,65+,C,-137.7307595971422,E,E,E,A,C,D,-66.84522375196512,-145.58562566352583,0
No,Homosexual,65+,C,43.54317336356273,D,D,C,D,E,C,41.874597376823864,59.076365743446225,1
None,Other,65+,C,127.23809749304431,A,D,A,D,A,B,2.012067339464987,-30.414791612385017,0
Yes,Homosexual,65+,C,-82.3753711680723,A,B,A,C,B,C,45.8079879197977,-62.15681039673861,1
Yes,Heterosexual,65+,B,201.8486455309731,B,B,E,D,E,D,107.78552986160963,37.384950041180424,0
Mental,Bisexual,36-50,D,-7.583880129899981,A,D,A,B,E,B,-97.05254502983315,-8.958305361374878,0
Physical,Heterosexual,18-25,D,64.45604825311172,B,A,B,D,B,E,26.096664398218923,-22.489160869301582,0
No,Heterosexual,51-65,A,-92.56541881537382,D,C,B,D,E,D,-19.120373380251827,-47.85082674634636,0
None,Homosexual,51-65,E,41.8586987280419,A,E,D,D,B,C,177.6427961780533,-24.89103593014368,0
Mental,Bisexual,36-50,D,-112.64275768202702,A,B,B,C,E,B,-186.59459121888227,-141.24445692543225,1
None,Heterosexual,51-65,B,-37.59767868784053,D,C,A,B,C,D,-91.52567628169056,64.45222884908274,1
Mental,Homosexual,65+,D,18.089644830540866,D,A,C,E,D,B,2.9812290428206234,-41.73883804361173,0
None,Heterosexual,26-35,C,-53.235181359999594,E,E,D,A,B,C,-36.141493476999074,1.0281017803206967,0
Yes,Other,51-65,B,-87.23493560411818,A,A,A,A,D,B,10.754312647173215,26.3533980989869,1
Both,Other,65+,E,-24.603418023755648,E,B,C,C,E,A,-2.6232428116186135,-141.6938192930529,0
Both,Bisexual,26-35,E,-110.76454149625468,C,D,D,D,A,D,54.98489052633614,101.18914600239776,1
Yes,Other,26-35,A,67.76400358684322,D,A,B,E,C,E,42.39025626019804,-9.900065106329702,1
None,Homosexual,36-50,B,131.86721031598165,A,A,A,B,E,B,37.236922355003,59.484030258567614,1
No,Bisexual,65+,A,27.782526149940264,A,C,C,C,C,E,-54.65768973273698,99.02865145909504,0
Both,Other,36-50,B,30.835183951762836,E,C,B,A,A,C,51.058147675115364,50.028440732755705,1
Physical,Other,65+,A,-16.66294401065584,C,D,A,C,D,A,-108.07735748719946,79.92751582038892,0
Mental,Heterosexual,26-35,D,247.47319373674347,C,E,B,C,E,C,99.44165668274123,99.24726558613777,0
Mental,Bisexual,65+,A,42.81985010458473,A,B,D,A,B,D,214.60430701048247,118.8617172863768,1
None,Other,36-50,A,53.33090253802661,A,E,A,E,B,A,-100.74387045530182,105.04088153365618,1
Mental,Bisexual,51-65,E,-167.37457009023194,B,B,A,C,D,D,36.75214638363099,73.5388956966054,1
None,Bisexual,18-25,D,-204.0082726249849,B,E,E,B,D,B,-100.7537076831558,-110.02947430445442,0
Mental,Heterosexual,65+,B,-44.22246529773903,A,B,E,A,D,A,106.58796228552548,51.644226574484875,1
Physical,Homosexual,51-65,D,-132.16292323780388,C,A,B,E,A,C,137.51726957560365,5.139909115190397,1
No,Homosexual,65+,C,69.73425438941948,C,D,E,E,E,E,99.76136203964921,21.26376560870637,0
None,Other,26-35,B,-48.14741962567429,E,E,D,A,D,A,-137.30012684135,-59.12850251715251,0
None,Other,65+,B,20.469914562256587,B,A,C,D,A,E,46.62877342161764,44.65899794188722,0
Physical,Other,36-50,C,-56.62157884113553,E,A,D,C,E,C,84.50455786030018,46.37956803636777,1
Yes,Bisexual,26-35,E,-25.75875660756824,B,A,A,D,E,D,-66.57725670007427,53.02297622751154,1
None,Homosexual,65+,C,104.61398005894678,A,C,D,C,D,D,72.89879010241624,-137.19124078024984,0
No,Heterosexual,18-25,B,97.91077743471133,C,E,D,A,C,E,-101.92304016455091,113.11593092395962,0
Both,Bisexual,36-50,C,163.90914143678557,B,B,A,C,D,A,-44.01398979062787,-46.42352565182592,1
No,Other,36-50,B,0.07369242214987586,B,C,B,C,A,E,76.33844030367972,20.832284986033432,0
Yes,Homosexual,18-25,B,-43.085477293967564,A,C,E,D,D,D,12.29801607021908,9.874699779323826,0
Yes,Other,36-50,D,-16.77663710461193,C,A,B,E,A,C,-27.65887483003381,-74.92290438317697,0
Both,Bisexual,65+,E,-219.22802516100165,E,C,C,A,E,D,-143.69837356301502,-2.7495036795421264,1
No,Heterosexual,51-65,B,-111.10683728986976,E,E,B,D,D,A,68.56210599348732,-64.86816926393186,0
None,Other,51-65,E,47.392204503906484,E,C,C,A,E,B,42.668917270883824,53.61821613641678,0
Both,Bisexual,18-25,E,-125.62723291273943,D,C,C,A,C,A,34.32125295203494,49.99155109513773,1
None,Other,51-65,C,-92.51652615169677,E,A,B,D,A,B,-73.36299596720752,164.8303525315438,0
Both,Other,18-25,C,0.14318810698074913,E,E,C,C,C,D,-51.376760761802544,70.77675797682835,1
Physical,Other,36-50,D,-189.2405439667218,A,C,A,E,B,A,52.413574938565475,167.63368501527617,1
Physical,Homosexual,36-50,D,195.56941505680325,B,A,A,C,E,A,6.87200533560378,52.847034845271246,1
No,Other,18-25,A,97.13628927644913,E,B,E,C,B,A,64.5625578794038,15.59948840473523,1
No,Bisexual,51-65,B,70.57839101163043,D,C,E,C,A,B,-66.8391036140697,-122.85999967307255,0
Mental,Homosexual,36-50,B,-31.759798716316674,E,D,A,E,B,A,120.46871209849554,47.14656768636718,0
Yes,Heterosexual,26-35,D,-40.621760904543926,A,C,B,D,A,E,67.99962743378165,-135.5460197973986,0
Yes,Bisexual,26-35,D,-54.20393431718749,E,C,B,D,A,D,2.6099443030728096,-141.48728616646378,1
Mental,Homosexual,26-35,C,-48.54253781814386,C,D,A,C,A,E,3.18382769606794,20.84506424582693,0
No,Other,36-50,D,-77.1170560252057,A,A,E,C,E,B,73.41478699710555,73.43434146915119,0
None,Bisexual,36-50,C,86.04100179673068,D,B,D,C,E,E,-112.79033153655394,104.00425715809946,1
Mental,Heterosexual,26-35,A,128.914720712241,D,C,D,D,C,D,14.268797611202766,-105.50634953606914,1
Both,Other,18-25,E,59.70136604756502,D,C,E,D,E,E,41.406799063850826,43.602713223360915,1
Physical,Heterosexual,65+,E,59.79812853191378,E,B,E,D,A,C,72.95280566200144,-178.42332610330186,1
Physical,Bisexual,65+,E,22.49235022211738,B,D,D,C,C,D,-139.1915666740038,-57.82495938820801,1
None,Heterosexual,26-35,B,91.10047099267736,B,E,E,C,C,C,-104.57587278497451,69.08146717782115,0
Yes,Bisexual,36-50,B,-47.79735920238621,C,D,D,C,E,A,90.76715934691988,-174.1438149736174,1
Physical,Bisexual,51-65,B,140.85067637596163,D,D,E,C,A,A,-83.74490510402588,46.3687654159149,0
Mental,Homosexual,26-35,B,-133.052261398104,B,B,B,B,B,B,31.9401513176488,91.71052398778778,1
Both,Homosexual,65+,E,-61.761427014030666,D,C,E,B,D,C,-133.6835420585295,72.43059366566918,0
Both,Bisexual,51-65,C,51.95810060590639,D,A,D,B,D,C,213.74319645190468,0.24297856163885082,0
Yes,Other,26-35,D,47.29569051395524,A,E,D,A,A,A,208.46636948082832,-147.38362011752207,0
Mental,Other,65+,E,-81.03062781102666,C,A,D,A,A,D,19.128230250422472,59.70289492657352,1
Yes,Other,18-25,D,-54.17510970482498,C,D,B,B,D,A,114.54269766859349,72.95323279402317,1
None,Homosexual,18-25,D,-38.943092138236715,C,A,E,B,B,E,67.42418078400203,-61.74930313466801,0
Mental,Other,51-65,B,56.64319200966458,B,B,B,D,D,D,-81.76303088731419,-133.2231819129558,0
Mental,Other,36-50,A,-12.930448316233676,C,B,A,C,A,D,154.84408837023804,73.32438204252327,1
Both,Other,18-25,B,146.5550550108459,C,E,D,A,A,D,227.89167120928462,35.25330079613571,0
Yes,Other,36-50,D,23.101386723750945,E,B,B,D,A,D,108.43111063774495,-79.70475530615892,1
No,Heterosexual,26-35,A,7.654655202470474,D,B,D,E,E,A,-111.8126759803616,48.008712483287965,0
None,Heterosexual,18-25,A,-167.31874073054206,B,D,C,A,D,B,-129.06908068439233,58.35892229897104,0
None,Homosexual,65+,D,-340.7174800768301,C,D,A,B,D,D,130.9001853800814,122.44414529240323,0
None,Heterosexual,26-35,E,-86.70532480594918,D,C,B,A,B,E,43.2037626118546,-137.61121685116132,1
Mental,Other,26-35,C,90.56497331237591,B,A,A,B,B,A,89.8745414686641,-77.05845630125098,0
None,Other,36-50,A,-24.027418028419966,A,E,B,C,C,E,-72.49666460989167,189.22768869351745,0
Both,Bisexual,18-25,A,63.358509421530286,A,E,B,A,C,B,-204.3983666232707,-3.8084844338074664,1
No,Other,26-35,A,-9.137746947198982,E,C,B,B,B,D,123.54294584347605,-84.2558009729942,0
None,Heterosexual,26-35,D,-35.80065090575879,B,D,C,E,C,B,-37.41406649672723,-82.75900653598376,0
Physical,Heterosexual,51-65,C,56.136882221471666,B,D,C,B,B,D,-59.140277745176284,-154.97564198885792,1
Yes,Bisexual,18-25,E,49.97606709560225,E,E,B,B,D,A,102.71201029219989,-73.50446651807835,0
None,Bisexual,51-65,D,184.6567111669045,D,A,B,D,A,B,-88.07331355543796,-25.650063459305073,0
