Nationality,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,18-25,A,130.28996783377875,A,180.4417630645917,6.685322950733736,D,A,E,A,E,0
Other,26-35,D,-143.1846137264037,D,-42.998306231663385,-52.28669477786506,B,E,C,E,E,1
US,18-25,B,72.32969046791065,B,-51.24018464131915,77.9066657001347,D,D,E,A,E,0
Other,36-50,B,98.02508251810814,C,-39.30418541663693,98.41722801146089,A,C,E,E,C,1
China,65+,B,-38.94633658706792,B,4.7852702392436175,-172.444987877588,D,D,D,D,C,1
India,65+,A,-37.69419563855244,C,-3.0190296319536625,177.24976640930652,C,D,D,E,A,1
Germany,65+,A,112.69388104559607,C,-23.51698213030723,-139.600764612917,E,A,A,E,C,0
India,65+,A,-124.15224977369022,C,-39.95255712490249,45.50151195813846,B,B,A,C,A,1
US,65+,B,5.049272592682616,A,-64.10669394380928,134.5946813923959,D,A,E,E,C,0
UK,51-65,E,65.33370281738833,D,-96.23928614037548,-57.81363759801565,E,B,A,B,A,0
India,26-35,C,134.9032852830135,C,-10.200079377001284,44.39393372814202,D,E,D,E,E,0
US,51-65,A,-55.52676154487565,D,-110.36829007584493,-89.60009702858397,A,E,A,C,B,0
Other,65+,D,-103.05297205527017,D,-33.88812793428197,61.922004913777464,B,A,A,A,A,1
UK,26-35,E,48.8384960856857,C,-155.45740117934005,11.153407470592697,D,B,C,D,C,0
Brazil,51-65,D,76.75673621583962,C,32.02045542950621,-7.098944576819329,E,E,B,C,B,0
UK,18-25,E,-135.5688723784456,A,55.58338318103032,33.42124776090177,D,A,D,D,D,1
Germany,51-65,D,29.462667347740414,A,262.72369192561086,59.71454032121343,D,C,D,D,D,0
US,51-65,A,127.32873962300721,B,-247.83321537992884,15.982865144296197,E,B,E,B,D,1
Mexico,51-65,E,12.963527132220017,E,-79.81221323026682,-40.71550982569765,A,A,D,A,E,1
Brazil,51-65,B,-115.11343241574303,E,-97.33443452382528,64.17721842325898,E,A,B,D,C,1
Germany,51-65,B,-58.807703654121546,D,128.67796183564354,87.85684899696481,A,C,B,D,B,0
Other,26-35,A,144.88058750398338,D,-58.14823092276076,86.44861322124609,C,C,A,E,D,0
India,51-65,B,-24.22557992054547,E,-214.36684545451632,78.95817137069633,A,E,E,E,D,1
Brazil,51-65,D,-22.335985393685345,E,-80.22559267712222,171.80675978995654,D,A,C,E,E,0
Brazil,51-65,B,-131.1633187786446,A,-80.68982099327694,37.49515247888521,E,A,C,B,B,0
China,26-35,E,-120.25935791289493,B,-122.58995299391076,45.114857359620906,B,B,E,C,C,0
India,36-50,E,-89.01608631721021,C,30.27508517195836,218.2530210745571,E,E,D,C,C,1
Brazil,36-50,C,79.86258340178992,C,196.8181735777824,19.992929759148744,B,E,A,E,E,1
Brazil,36-50,E,105.3923533331683,E,-12.621790544461728,75.45843301252944,B,D,D,D,D,1
US,26-35,A,30.996752148248913,C,84.35467595364847,-104.02532925248047,C,C,A,C,B,0
UK,18-25,D,73.61198834404964,A,-54.82571606472697,-33.06670899472725,D,A,C,C,C,1
Other,65+,D,-101.13296032828345,C,-142.33616275524582,-33.8517560956933,D,B,B,A,E,1
Brazil,51-65,A,44.26886276919733,A,-12.737204512355015,0.3989943016855454,D,C,A,C,A,0
UK,65+,D,82.7920260057441,D,-5.698972383013427,94.00795692384352,B,E,C,A,C,1
Other,51-65,A,-90.21978741072223,C,-32.206118734786706,127.58785047500297,C,E,A,B,E,1
Mexico,65+,D,80.61703707699638,C,87.0952968991127,-7.931908566316631,A,A,C,C,A,1
Mexico,18-25,C,-23.391623889501652,A,36.02050796423358,-37.2624267833182,E,E,E,C,E,1
India,26-35,E,14.397413082388349,E,148.66375803538693,82.53737705062896,C,A,A,B,E,1
China,65+,C,-78.46687580502932,B,-34.9484489432848,-24.247549089318117,C,A,A,A,A,1
Germany,65+,E,-14.029219954802496,E,48.18156929755326,-187.69939579120134,E,C,B,D,C,0
Germany,26-35,C,-76.37879005300388,E,-197.08214799509943,32.954094873618736,D,E,C,B,B,0
UK,18-25,C,-73.39017928899916,C,-90.49433330651064,-120.93964658308613,C,C,B,B,B,0
India,36-50,A,29.942072228172243,D,-40.509207070275586,41.52313430319649,E,E,C,E,C,0
Germany,26-35,A,4.632004215195145,D,-185.2748862504154,5.014653658307506,A,D,E,D,E,0
US,65+,A,38.30397921113058,B,-40.35228953178658,-110.18198212985233,C,B,E,C,D,1
India,51-65,A,-51.516500346632554,A,45.990877178244105,-162.99557728591307,A,D,C,E,E,1
Brazil,18-25,E,-78.31211316577166,D,-5.080968519422964,-0.20008273575937244,A,B,A,C,C,0
UK,18-25,B,18.806264797344554,D,102.16259543357383,42.83164383365571,A,B,D,D,B,1
Mexico,51-65,D,275.7411281350755,B,-6.215509980526307,224.0048691263802,D,B,C,E,D,0
India,18-25,E,-107.23027496887711,A,-48.46708319993537,25.794340285535807,A,B,E,C,A,1
Germany,18-25,D,-121.95495441452628,A,-22.739692959892725,49.40372786007636,A,C,A,B,D,1
UK,26-35,B,0.5860283637907138,D,1.5018900445122356,-64.25140679347211,D,E,E,D,C,0
US,51-65,C,-115.06079315701805,E,-42.14045194727917,119.09467654713804,D,B,C,B,D,1
Germany,26-35,B,108.9433227602383,E,-18.147148425664607,92.29964424272136,E,D,A,E,D,0
UK,36-50,A,15.25204941772621,E,78.77111216013348,210.8517546525655,D,A,D,E,E,1
UK,51-65,C,110.63310399216665,D,117.59054280616816,60.70485313206409,D,D,A,C,A,1
Other,65+,D,-31.72538629664656,E,13.90359470322902,43.87317515954094,D,D,B,D,D,1
China,36-50,A,-11.71539841862029,A,-87.79614538634087,105.52132239760503,A,B,D,A,A,0
Other,51-65,C,13.116172250702649,B,-39.09825405624158,4.008685442027054,E,B,D,D,B,0
Germany,65+,A,125.41094715906824,D,76.95994493479567,175.45231328838935,A,C,B,B,A,1
Other,26-35,A,4.605091765007524,C,-133.44278845177644,-34.322661160997484,D,E,D,C,D,0
US,18-25,C,4.239515070479812,A,115.66489483178555,81.26906572335906,A,B,B,E,C,0
Brazil,51-65,C,73.42275065578346,E,-187.92484161624895,-98.2917705358867,A,C,D,B,E,0
Mexico,18-25,B,112.90993087054268,D,-51.488641981851025,61.645594020633034,C,A,C,C,D,1
US,36-50,D,5.820056894258704,A,61.9668690313142,89.70044119967791,B,E,C,B,B,1
US,65+,D,-39.04712449045714,B,119.89459644753317,-109.33360541602086,C,D,B,E,A,0
Other,18-25,C,12.150344081719597,B,22.906283155391368,-51.43655202440864,B,D,D,A,A,0
Germany,65+,D,191.9286606007211,D,-138.94788824498656,-82.31081632590796,D,A,D,C,A,1
Mexico,26-35,E,44.12148066593878,A,58.3549345868809,-220.94507048324803,E,C,D,C,B,0
US,26-35,E,-5.058050998347599,B,-11.777394510147184,7.418786584172284,A,D,E,D,B,1
India,36-50,E,84.69933683730045,E,-59.03482720882589,11.918358143068849,D,D,C,B,A,1
Other,18-25,E,80.37731726778752,C,-170.09076315893486,80.77507820888758,B,B,A,A,C,0
Other,26-35,C,77.2034104885386,D,-112.44205919908975,154.4887840688378,E,A,C,B,A,0
UK,18-25,D,-84.16922659803393,D,-99.32626405466777,52.13057105340074,A,B,D,C,B,1
US,36-50,D,-66.75962861335894,C,13.037179259630893,-41.79591671273496,E,C,C,D,B,1
US,36-50,E,159.22253315956812,D,-36.75785357384975,-66.75515434724183,E,D,B,D,D,0
UK,36-50,C,113.32442035227508,B,0.262373463902734,81.20820801566803,B,E,B,B,B,0
Other,36-50,D,38.90642850349014,E,-93.90273949538988,90.76270290775446,A,D,E,D,D,1
Other,26-35,C,115.56505560920355,E,-8.205271123488115,50.1765890855852,A,A,C,B,D,1
India,26-35,D,79.56792752540821,C,10.895292073888792,43.94781603289608,E,D,D,E,C,0
China,18-25,C,-64.13203967482504,B,-86.73508537955831,28.716091389610305,B,A,A,A,E,1
UK,18-25,B,77.46176433892758,D,-65.38485214089026,14.60610436371505,A,D,C,C,E,0
Brazil,18-25,E,46.67543440572018,B,42.46858432839409,103.33250824725515,E,A,D,B,B,0
Brazil,18-25,E,-9.92564038945299,D,-11.783844628167431,-14.706314566573688,B,A,A,C,B,0
Germany,36-50,D,46.51941086269018,B,-11.783637159184991,-82.0753776124586,B,D,D,E,D,0
Germany,18-25,D,45.69672203344065,E,58.922680589831344,37.50485978056787,A,A,E,D,C,1
US,51-65,B,-1.2202160368823098,E,178.0920510565085,-85.50722247920993,D,C,B,C,E,1
Brazil,51-65,B,121.18481609307743,C,136.0068247309516,-136.46991451077278,C,E,B,D,B,1
Other,36-50,A,-28.65420187061934,B,-195.58980581626483,113.19295897710981,D,B,A,D,B,0
India,65+,D,30.619260624454288,E,-8.216681444850742,94.8822436245732,C,E,A,B,E,0
UK,51-65,C,-92.78516169692402,D,-15.158814721770932,63.01445604254504,E,E,E,E,D,1
Other,65+,A,-11.589715716598539,B,-49.39862582932399,-202.84095088947552,E,D,C,B,A,0
UK,18-25,A,-104.96695533033356,D,-69.77826282615894,40.56968615338644,A,A,C,A,D,0
Brazil,36-50,A,56.03960601259965,D,41.78818480000493,16.078109449594958,D,D,B,E,B,0
US,36-50,D,27.76957391443361,B,-120.86250926525712,16.03471707543459,B,A,E,E,A,1
US,65+,A,74.43943295507607,D,-27.628505721633566,58.08801179652685,C,B,D,E,D,1
China,26-35,B,-173.68204884633022,A,-10.901942208069384,351.05436601066697,B,D,A,D,D,1
Germany,18-25,C,52.179953017448696,B,79.56721281170225,7.8856313222689725,B,A,A,D,C,0
Germany,26-35,A,69.16339042623886,A,-67.85771321744801,64.8483424954664,A,A,E,E,A,0
Germany,18-25,A,-52.732938368625035,A,58.84737062405616,47.69941219691353,C,B,A,E,D,1
Mexico,18-25,A,34.637008397598876,C,-9.24612694991901,-127.49614682963495,A,E,D,D,D,0
China,26-35,B,22.585568654685535,E,173.52473659637363,-158.5897293390671,B,A,C,B,D,1
Other,65+,D,-224.3075732696914,D,38.67622683866674,28.826035368477115,C,A,B,A,E,1
India,36-50,E,123.02936292295361,A,-27.252827136772055,-21.88596342479403,D,C,B,A,E,0
Brazil,65+,A,-43.49825817018341,A,62.841545181992444,-41.7236290828359,D,B,D,A,B,1
India,18-25,C,25.816030250953006,E,24.537860962409606,-21.22630683694524,E,C,C,D,C,1
Brazil,18-25,C,-100.23403182824615,B,130.65544722385755,189.14939000741293,D,E,A,C,C,1
Brazil,26-35,B,61.923169602751116,B,106.46945068602656,84.63177860021443,B,A,D,C,C,1
Germany,65+,E,93.68165321642977,B,11.989508211103015,-110.4456872585222,A,D,D,C,D,0
China,18-25,C,16.442165379561466,E,-154.0769568572585,-48.85913731392168,C,E,E,E,D,1
Other,18-25,B,35.7027916510622,E,51.907618556869714,-12.204287092132601,E,B,D,D,D,0
Mexico,51-65,A,50.36141274632846,C,77.55990218415101,-51.69185937519703,C,E,E,B,A,1
UK,18-25,B,-21.37573543052404,C,-27.719024873783205,58.28908431813705,C,A,A,E,B,1
Brazil,36-50,B,-59.7019073094801,E,79.55325254463594,-76.03894987437207,C,C,A,B,B,0
Mexico,18-25,E,127.47629041186666,B,71.64753823516654,103.9534402157823,C,C,D,B,C,0
Germany,26-35,A,-56.27658247693711,D,135.44060306782882,-10.091634807928255,C,D,D,D,B,1
UK,18-25,B,-122.19341459644288,B,144.41991619055617,77.52354457367203,B,A,C,E,E,0
China,65+,C,163.6201533868427,E,0.05508364624388966,59.36353609294991,E,A,B,A,B,1
US,26-35,A,-64.7743007394431,D,-60.246604482970426,-96.33007005219999,E,A,E,E,E,0
Other,18-25,C,52.60929877262519,E,-149.56863111236663,43.03542996529243,B,C,B,E,C,0
Other,51-65,E,-34.491302164740354,B,25.96382310894978,135.3816159095322,D,E,E,A,C,1
UK,18-25,A,18.6027197652268,D,49.67893353724082,35.168346687652836,D,E,C,A,B,0
UK,26-35,E,79.83837504289824,D,-96.48917131270898,20.59393800323415,A,A,B,D,E,1
US,18-25,A,108.82450000655098,D,79.5209003862335,-154.7412312586973,D,C,E,A,B,0
Germany,18-25,D,138.20130415854192,E,-131.08510675095596,-9.999916267488024,B,D,C,C,A,0
Other,36-50,A,-189.67113836986465,B,107.50341293085994,3.247173266911591,E,C,A,B,A,1
Mexico,36-50,E,37.915501139656314,B,-14.681711755176458,74.8980651407152,A,B,D,E,E,1
Mexico,26-35,B,-50.49978437719358,C,31.647682587672836,72.21219048786995,D,C,C,D,B,1
Brazil,26-35,C,-80.81310496671111,B,-179.63466320826785,34.72926346602026,D,D,C,D,C,1
China,26-35,C,-86.77276697447171,B,-250.64112079791263,-172.04358346078484,E,E,E,D,E,0
Mexico,26-35,B,-22.802063166327144,C,367.65044203768934,2.5760766199182843,A,B,A,B,C,1
China,65+,D,-32.51620948160794,C,-150.92118352342868,-45.35986994951601,A,C,D,D,A,0
US,51-65,E,44.74220661900988,C,91.05890554291729,-62.506110913080995,B,D,E,C,C,0
Other,26-35,E,-60.58786679334385,D,105.55852551693322,40.47155274948624,B,A,A,B,E,1
Germany,51-65,A,-109.54865902152424,B,57.66357017396043,-14.110130272285796,D,D,E,D,C,1
Other,51-65,B,34.994339469065174,B,-30.234121939373992,2.2198921344392653,C,B,E,B,D,0
China,26-35,A,164.50633704324764,D,-121.0487098574835,-101.6098362222376,E,A,B,B,A,1
Mexico,51-65,E,-161.68209211082416,E,10.683524609241635,22.48323770412146,E,A,A,C,A,1
China,36-50,D,-126.40004278541883,E,15.481193470642845,-36.254769754189816,A,E,B,D,D,1
UK,51-65,C,-94.91941750784899,E,-29.108593627082275,-39.91549494409126,B,B,E,C,A,0
Germany,18-25,A,41.30503173522423,A,-111.6354540955564,84.05428804703125,D,B,B,B,D,0
India,36-50,E,-16.527186011010023,A,102.73408579128633,-32.02077195402417,A,C,A,A,B,1
India,18-25,E,-39.03307884690192,A,-38.952987929642056,32.287931908058496,B,E,D,E,A,0
India,51-65,D,-31.89526698473732,E,50.04660668325121,-106.73177217971524,A,A,D,D,A,0
Other,65+,C,-87.62893199955177,B,-5.225682048573876,118.86408122102632,E,A,D,E,E,1
US,51-65,B,25.690749376550983,A,-5.704183367107343,-169.91865864089237,E,C,E,E,C,0
India,65+,A,149.0873408137942,B,-124.26048988311003,148.9154732781915,A,D,C,A,E,0
Germany,26-35,B,26.948719068633665,E,-72.37891134657647,74.59057123104354,B,A,A,B,A,1
China,36-50,A,-71.43198210458141,E,43.92219301866464,-57.69246624724546,A,C,D,B,D,1
UK,18-25,E,7.247529384563296,B,-4.983884396195899,-100.52035188877353,C,E,B,D,E,1
Other,18-25,D,-114.35589668310433,D,128.26126482570783,-40.11082161122967,A,C,D,A,E,1
Brazil,36-50,D,36.714896823644686,A,47.586793983478174,-114.438983868354,C,E,D,C,E,0
China,18-25,B,-90.12046883322637,E,49.530812261226856,320.5601856357942,B,B,B,B,A,1
Brazil,51-65,B,-85.64801020278419,B,233.77250967398547,-114.01996718696516,E,A,D,C,B,0
US,18-25,D,126.68745464070564,A,77.25365964196827,-73.58720683163664,D,B,A,E,C,0
India,65+,D,-71.4134874535502,A,-92.53499857701017,115.40124436915085,B,E,E,D,D,0
Other,36-50,C,-52.5581901546219,A,-112.33499318226706,82.65510219986275,E,E,C,C,D,0
Brazil,65+,D,125.04236196428464,A,-219.0906346589441,-56.20912424488584,C,B,A,C,B,0
US,65+,B,-232.54888054380203,E,19.585317671387266,-8.099712684451681,B,E,A,C,C,0
US,65+,C,0.8534412735404291,A,64.68517113140322,27.628432333250746,C,C,B,C,B,1
India,18-25,C,99.50401924338261,E,18.09192308093131,-99.1617947559665,E,A,C,B,A,1
UK,18-25,B,-102.17089210542613,B,242.74498594474596,61.066567057617846,D,A,C,A,A,1
Mexico,51-65,E,84.85695616028596,E,53.89670903595365,-31.589453480369894,C,A,B,D,E,1
UK,18-25,B,-52.46099086834006,D,-37.7503748073088,87.29291537674827,B,C,E,E,C,0
UK,36-50,D,-182.86459832193148,B,52.190032952551036,-22.775496975941522,A,A,C,E,D,1
Germany,18-25,A,87.51897143612706,C,48.277575073656216,-71.83037082929744,A,C,C,C,D,1
China,65+,A,-174.6308381014986,E,-162.41916098771554,157.31458563407037,D,B,A,C,D,1
China,51-65,D,30.11890825600212,E,50.234735014234246,12.085406849034525,E,E,B,D,E,1
Mexico,51-65,C,6.5606973144523115,D,136.8086083156504,49.8252728011278,D,A,E,A,A,0
Other,26-35,E,-181.20327411214166,A,-59.63733283342193,-137.47988543059734,C,D,C,C,C,1
Brazil,65+,D,4.894748250348948,D,-71.36646403432194,-9.67737619670321,C,C,E,B,C,0
Brazil,26-35,E,93.12406682299124,C,99.25581744228029,-69.52870397381882,B,C,E,E,A,0
Other,65+,C,201.2027324105631,E,-86.1044455719419,-23.696748098152447,D,B,E,B,E,1
India,36-50,A,-41.502308249620995,D,-3.571953735141193,107.60177409973303,E,A,D,D,B,1
US,51-65,A,-7.923738644422053,C,50.97277012768509,-63.468650087734304,E,D,D,C,C,0
Other,65+,C,85.07962275035965,D,-97.91643491951871,5.512982529476575,D,E,A,C,D,0
Brazil,18-25,B,148.20897671697105,C,-84.73946144127741,123.34491151847146,E,B,E,A,B,0
Other,36-50,D,35.59953546020359,C,-8.583630143729417,191.5371977584767,C,B,D,B,B,1
UK,65+,D,-46.013606364214866,E,98.13751372576061,-4.547274690552131,E,C,E,C,C,1
Germany,65+,C,65.08812773914055,D,-95.71262764884493,231.83162774523177,B,C,E,C,B,1
US,18-25,C,60.93943594407894,E,-192.3705262523923,90.0986757366223,D,A,B,E,A,1
Brazil,51-65,D,25.02719618862026,D,-143.50792169039858,112.63790225335065,E,B,A,D,B,1
Other,36-50,C,96.8390901410147,E,54.654388794375954,60.74905789411515,E,A,B,D,B,0
Mexico,26-35,E,96.04262342892139,A,26.17571186042736,-65.22510335519314,A,A,B,C,C,1
China,51-65,A,60.24229730498292,E,-54.20393574157517,170.97581704312626,B,B,A,B,B,1
India,26-35,C,8.179845537435193,D,-90.7022180145432,38.51004877430825,D,E,C,C,C,0
Germany,26-35,D,18.5330444285842,E,46.60535108736532,-61.47683167430148,E,D,C,A,E,1
Germany,18-25,C,109.01441169964005,B,-225.39799310951798,81.95868931694609,E,A,E,C,C,0
Other,18-25,E,-82.39973279405588,C,-88.98087122560187,12.44794645419414,D,E,E,B,E,1
UK,36-50,D,4.489490099093907,D,19.904750662597777,57.746080130008906,A,C,E,A,D,1
Other,65+,E,150.53298475180668,C,-3.32515940970457,-18.489075505938178,E,A,D,D,C,1
Brazil,51-65,B,-68.485786343935,E,-33.09245256088668,106.68532623170013,A,B,C,C,B,0
US,65+,B,9.695617362266825,E,-185.9743145070476,-64.98447654230024,D,E,C,C,E,0
China,26-35,C,11.601616561424512,B,82.97297957732097,-48.509802965954236,A,B,D,C,E,1
India,18-25,B,29.584159756335264,A,-61.08111563836031,37.09219519216887,C,E,D,E,B,0
US,65+,A,69.1057023620577,A,8.15275509895645,-15.555680455532425,A,C,E,C,A,1
Other,36-50,B,64.08856107082754,B,-20.2373088984673,46.7529539224262,C,B,E,E,A,1
Other,65+,C,-64.7240958899296,E,95.40195282432651,-8.403576552309167,C,E,D,D,E,0
Germany,65+,C,273.3529841279907,A,111.09333980800464,66.04112565061378,D,D,E,B,A,0
Mexico,51-65,E,-45.00025371177044,E,-3.847602339031421,29.668846669121347,A,A,C,B,E,1
China,65+,C,-14.561264872952881,A,-56.98017871140737,-50.97009269461738,B,D,B,D,C,1
China,18-25,B,-45.83937617593528,D,29.728892850744437,94.41413905559168,A,A,C,D,D,0
Mexico,36-50,E,33.982217293445984,A,2.684484505876098,96.17992016514292,A,E,B,E,D,1
Other,65+,E,-18.15015187050415,B,-0.20936160461155384,-112.55633565432446,E,C,E,C,D,0
Germany,18-25,E,-48.882579247236464,E,191.0832055863428,63.58521436365948,C,B,C,B,E,0
Brazil,18-25,A,-81.07070822042697,D,52.2541338352363,-42.99956748407286,D,C,B,D,B,1
UK,65+,D,8.147202006246117,B,138.64712050385629,145.08579607913293,D,A,D,C,D,0
Germany,36-50,C,49.198187889623476,D,146.7972433618607,178.74657442593272,C,E,E,C,E,0
India,26-35,A,35.18420530679738,B,118.37462142128858,-119.8744541018725,E,B,A,B,D,0
Brazil,36-50,D,50.557114848721895,C,177.89653569758798,134.77253237677397,E,D,E,D,A,0
UK,65+,A,-124.4874670949172,B,140.0638316069023,-64.60173993183452,D,D,D,A,A,0
Brazil,26-35,A,-99.05604732905978,E,20.95589609982076,38.25075115797937,B,A,E,B,B,0
Brazil,36-50,B,15.63066157001741,A,82.49695347678988,-63.74332683569934,A,E,C,B,C,0
India,65+,D,30.885708085310316,A,122.73069290991666,-38.67385464425725,E,D,C,E,A,1
Brazil,36-50,B,-84.6996540485679,C,-78.22651589267139,28.727362549407147,B,E,A,B,D,0
Other,51-65,D,175.43704222371102,C,-144.2895567722289,159.64706419734347,B,B,E,C,C,1
Brazil,36-50,D,-138.0929980795712,E,-35.43117318761867,135.38385557930263,D,D,B,B,E,0
UK,51-65,A,104.50120019303233,C,-68.88313336783237,-23.856039338647285,B,D,C,E,A,1
US,18-25,C,-135.95817112979503,C,49.1451011164346,-82.29597114045168,C,D,E,D,D,1
Brazil,36-50,E,-4.688724712717881,B,55.47481564775308,112.45095261066692,E,B,C,C,E,1
UK,65+,A,113.31142540597902,B,73.63181314442642,-54.24111500347926,E,A,E,E,E,1
Brazil,65+,D,-4.672883001912814,A,-33.06740265948713,-12.103839961282931,E,A,E,C,D,0
India,36-50,C,238.81547563388034,D,0.15166084066585758,-93.99296519676969,D,B,C,A,B,1
UK,36-50,E,134.8606051092147,B,-174.9859832147876,0.9400659556425064,A,D,C,A,A,0
UK,26-35,E,-104.54460458423137,C,-45.49701946522797,23.570188283469847,A,A,C,B,E,0
UK,26-35,A,-75.28218693643939,C,57.21962679864555,-40.59357496880189,B,B,C,C,A,1
UK,26-35,E,32.76176858927887,B,-185.74253405364593,-70.21035830722816,D,C,A,A,A,1
India,18-25,D,-31.76369852342849,C,-47.34386755322519,-67.31247067858457,B,B,E,D,B,0
US,36-50,C,100.47010885986782,C,-161.6066072829598,4.879448980408681,C,E,B,B,E,1
UK,26-35,C,79.49396434559594,C,-79.26553094281446,-108.4134066731663,A,D,D,C,A,0
Mexico,36-50,D,-84.26432499649678,B,-112.58224884895212,52.08561912878905,C,D,C,D,D,0
Mexico,65+,D,213.72996053124075,A,82.86797333901855,-141.16329642192815,B,C,D,D,A,1
Brazil,18-25,A,-11.226641236781116,C,-219.768515537845,73.67308359220672,D,E,D,C,D,0
India,26-35,E,-32.276470964704295,E,77.24410092970648,-3.3397558951928397,D,B,C,A,A,0
Other,51-65,C,-35.810278885380406,E,-61.42460064489499,2.1620397501278563,E,C,C,B,D,1
Brazil,26-35,D,-198.18835738513206,C,290.285991652595,34.6006590649458,C,B,C,E,A,0
Other,18-25,A,-11.340899417174247,A,-169.50212393488812,17.119702989351858,B,B,E,C,E,1
US,18-25,C,199.96169432074458,D,-7.560084358641025,-49.52394675916484,B,A,D,B,E,1
US,18-25,E,71.87549429595508,E,-11.503533752366597,77.85290899064736,B,B,C,A,B,1
India,26-35,D,-291.4504547446229,B,36.62086708812177,11.775399950896134,D,A,B,B,D,1
Germany,65+,D,-70.90089834456141,C,107.95156128402958,100.40666089653065,D,C,D,D,B,0
India,51-65,C,-75.1064080554767,D,-4.746178696436016,29.90318225900469,C,D,B,B,A,1
China,26-35,C,63.12534731366423,C,111.47790464220297,140.38728523596623,B,E,D,D,C,0
Mexico,65+,B,198.6574401931696,A,89.45869290252996,208.50230435337315,D,C,D,E,E,1
Germany,36-50,B,13.342400648668868,B,93.27006979481597,-75.6804417602311,E,E,D,D,D,1
Other,26-35,E,-56.74967573237273,E,-4.965274386821269,17.472087958661938,B,A,D,D,B,1
US,51-65,A,68.87548128338646,A,28.376461412850684,89.06110930553048,A,D,A,D,A,1
Mexico,18-25,A,110.27971133420988,B,48.34733480317917,32.05573315327614,A,C,C,D,C,0
Mexico,36-50,D,25.997131252961932,D,2.6782564159071756,-240.1919301186214,C,D,D,D,C,1
Mexico,26-35,E,27.361061619562914,A,-133.63593815959462,-42.875413545817196,D,E,A,D,A,1
