age,disability,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
72,None,F,A,105.76795495127409,A,D,A,1
58,None,M,B,47.34549702448435,A,E,A,0
66,Mental,Non-binary,D,27.000100830926193,E,A,C,0
79,Mental,Other,E,-34.453246967820974,C,E,E,1
51,Both,Female,B,38.014286386324144,B,B,D,0
57,Mental,Female,B,69.80322253162787,D,D,A,1
23,Physical,Female,D,-54.74240801706651,E,B,A,1
73,None,Non-binary,B,40.069790766918565,A,E,D,1
47,Yes,Other,B,148.4240980786903,A,E,D,1
41,Mental,M,A,65.17712721917135,D,C,C,0
57,Yes,F,B,78.5126132494479,B,B,A,1
23,Both,Male,C,35.94126040729102,B,D,E,1
34,Both,Female,B,-138.09234404468938,C,C,A,1
66,Both,F,C,-35.25354167942247,D,A,A,0
60,None,F,D,58.71605900503917,A,C,A,1
57,Yes,Female,D,-89.84534442294935,B,A,A,1
60,Mental,Male,A,14.585681370577902,C,C,E,0
25,Yes,Other,A,-3.021557227788986,C,C,C,0
35,None,F,B,-43.03534638760229,A,D,E,1
62,Mental,Non-binary,A,-84.36456260386576,D,A,C,1
74,None,Male,B,-3.7195085877103,C,E,E,1
64,No,Female,E,150.3879554756971,C,D,D,0
19,Physical,Other,B,132.68260707120098,D,A,D,1
59,No,M,E,7.830973795465895,A,E,A,1
50,Physical,Non-binary,A,70.84431717329564,E,C,C,0
26,None,Male,D,55.72318501927048,C,B,E,0
54,Both,F,C,86.42121851657724,E,B,E,1
20,No,Male,C,39.42288598189145,A,D,D,1
44,Mental,Female,B,-160.49343623112102,E,C,D,1
61,No,Female,A,-110.90966447763309,A,E,E,1
32,Mental,Other,A,47.82884377165425,A,D,C,1
79,No,Female,A,-147.79086821067364,E,B,D,0
40,None,F,D,6.4478574314826815,C,B,C,0
71,Yes,Male,A,-197.25549025144193,B,C,A,1
37,Both,F,B,44.9257611570343,E,E,E,0
18,Yes,Non-binary,C,-116.0790988103338,B,A,E,1
54,Both,Non-binary,D,134.677679227702,D,C,A,1
59,Both,Other,C,-0.32574912239914866,E,C,C,0
27,Physical,Female,B,87.70539657507709,A,D,A,1
61,No,Female,A,-23.233842786462837,A,C,B,0
64,Physical,Non-binary,B,44.92561079198355,C,B,B,1
47,None,Non-binary,E,-164.66447493249387,C,A,A,0
73,Both,Other,E,133.7868989225238,C,D,D,1
77,Mental,M,D,69.9025846995198,A,C,D,1
29,None,Other,E,-108.70312574316046,D,C,B,1
57,Both,Non-binary,A,-88.02528908010278,B,C,B,1
50,Physical,Other,D,106.29865334994778,E,E,C,1
60,No,F,A,98.67020545249025,B,D,D,1
25,Both,Non-binary,B,-48.20786254223086,A,E,E,1
62,No,F,B,-18.282181844528715,A,B,E,0
39,Physical,Non-binary,A,58.387884150987446,D,E,B,0
34,Physical,Female,C,-78.3560555756874,E,B,E,1
20,Physical,F,B,-155.4122570372285,B,D,B,0
71,Physical,F,E,-95.66618073937747,D,B,A,0
51,Mental,Non-binary,E,126.36840386279862,A,E,D,1
70,Both,Non-binary,D,158.2714424636504,E,A,D,1
28,None,Female,E,206.44384883851944,A,B,A,0
76,Yes,Male,D,3.48252146123934,D,C,D,1
78,Yes,M,E,30.86495281826339,B,C,B,0
43,None,Non-binary,A,9.558742195851119,D,B,C,0
46,Physical,Non-binary,B,14.44470759910571,B,E,C,1
27,Yes,Non-binary,C,1.6050202859855625,D,B,E,0
45,None,Female,B,180.75972945680613,D,B,B,1
79,Mental,Other,E,62.36017082812114,C,B,A,1
29,None,Other,C,-5.537003275432193,A,A,E,0
20,Both,Other,A,-53.59643641798198,D,E,A,1
38,Mental,F,D,-69.72603035279825,A,E,D,0
29,Mental,F,B,-174.67227596792284,B,B,B,1
56,Yes,F,C,166.2344196060534,B,A,B,1
31,No,M,A,136.7497747273477,C,D,A,1
75,Yes,Male,C,122.91685269141446,D,B,C,0
53,None,Other,A,-3.6999993669280284,B,C,E,1
77,None,M,E,-94.4628473160046,D,E,C,0
66,No,Female,E,-55.75477140132528,B,D,A,0
60,Mental,Other,A,-110.33065768202815,E,D,E,1
72,Mental,Male,E,-42.380839952346534,C,B,A,1
59,Mental,Other,A,-77.10275484622521,A,B,B,0
41,None,Male,C,-60.957887502665606,B,E,B,1
74,Yes,Other,D,60.99736246838437,B,E,A,1
47,Yes,Other,C,50.62478897603043,B,A,E,0
43,No,Non-binary,A,5.773482369354941,A,C,A,0
39,No,Male,B,73.41997354582081,D,A,B,0
68,None,F,E,159.01494071827415,A,C,B,1
19,Physical,M,E,94.69688372224148,E,D,D,1
43,Yes,Male,E,171.16295242628402,A,C,A,0
26,Physical,Female,D,-59.95332251500979,E,A,E,1
32,No,Male,A,198.88267041369386,E,D,D,0
49,Physical,Male,C,-83.01773881184668,B,E,A,1
43,Physical,Non-binary,B,-186.93735734657045,B,C,C,1
19,None,F,E,-16.830637510281328,D,A,E,0
78,Both,Other,C,-63.229955509920345,D,B,C,0
47,Yes,Non-binary,E,20.838782969906152,E,C,C,1
79,None,Female,E,-34.96429872257514,E,D,E,0
44,No,M,E,126.42112545691471,D,C,A,0
74,None,Female,D,80.75538268529094,C,B,E,1
74,Physical,Male,A,33.79619663459288,B,A,B,1
61,Mental,Non-binary,C,-10.469800254183658,C,E,B,0
25,Yes,Female,C,-21.091286274852017,B,D,C,1
49,No,Male,E,102.12459829786611,A,C,B,1
37,Physical,Female,E,-9.225252554060681,C,D,C,0
19,Both,Female,E,-35.77427299663689,A,B,C,0
32,No,F,B,-78.91529330471731,A,D,C,0
46,None,F,E,71.70803675153014,D,E,C,1
45,Both,Non-binary,C,91.78896980872227,E,C,B,0
41,Yes,Other,D,-254.19406334269428,B,A,B,0
27,No,Female,B,-94.20530549935852,D,B,C,1
37,No,F,C,73.572428459299,C,C,E,0
54,Mental,F,A,-237.41127404577645,D,D,B,1
77,No,Female,B,28.213165789912708,C,A,E,1
25,Both,M,C,-7.960243869371259,E,B,D,0
57,Yes,Male,B,-85.8467842432235,E,D,B,0
63,None,F,E,-96.85246873954348,B,D,D,1
41,Physical,Other,A,-63.32574257232124,B,B,D,1
32,None,Other,A,-120.89057770946572,D,D,D,0
48,Both,F,D,3.17375092245915,B,D,D,0
74,No,Non-binary,E,8.901034247443429,B,C,D,1
62,Yes,Non-binary,E,-113.90978885241248,B,D,B,1
66,Yes,Non-binary,B,-181.75128253556755,D,C,D,1
53,Mental,Female,A,229.68167339848452,C,D,E,1
70,None,F,C,-4.666358308898281,E,D,A,1
45,Mental,Non-binary,A,106.26328523531345,B,A,C,0
45,No,Other,C,-177.60741687942593,D,A,D,0
36,No,Male,E,68.2884147049122,A,C,A,0
48,Both,F,C,-85.67897930103935,E,A,C,1
69,None,Non-binary,A,-97.27615895957123,B,D,C,1
72,No,Other,B,56.41222104435564,E,A,C,0
61,None,Non-binary,B,33.574612244064554,C,C,A,1
28,Yes,Non-binary,D,213.46413359351607,B,A,C,1
51,Yes,F,C,-160.48203491996702,D,D,D,0
69,Physical,F,B,110.38970764670275,C,B,C,1
48,Yes,M,D,-172.1644671725909,B,C,A,1
26,Physical,Other,C,-233.24217500795675,C,C,E,0
79,Physical,Male,B,44.35753331970715,E,B,D,0
79,None,M,A,-159.52518052287124,A,D,D,0
28,Both,Female,C,96.74454341222723,D,C,C,1
41,No,Non-binary,E,122.46167234601506,D,B,D,1
78,No,M,D,-2.0015908804960514,B,C,A,0
62,No,Male,B,87.59626281692104,B,A,D,1
50,None,F,E,67.52814547728188,D,B,D,1
45,None,Non-binary,D,-75.80771534784482,A,B,A,0
53,None,Non-binary,C,8.20965469006551,C,C,C,1
72,Mental,Non-binary,E,122.5134868119691,A,D,E,1
19,Yes,Female,B,117.30383492391702,D,B,E,0
53,Physical,M,E,-63.9081410362213,D,E,A,1
62,Physical,Other,A,115.66437901161706,C,C,C,1
43,No,Male,B,-43.659238982969775,B,D,D,1
21,Mental,F,E,31.723444879495176,B,A,E,0
44,Yes,Other,C,-46.88621815814088,C,C,C,0
72,None,Other,E,29.384000793167125,C,B,C,0
22,Physical,F,D,72.38405356827818,E,E,D,1
64,No,Other,A,-75.20489496862989,B,C,A,1
66,Both,Male,A,-137.6491552594201,A,C,C,0
36,Mental,Other,C,-123.04677257062961,D,E,A,1
75,Mental,Other,B,202.17300846776146,B,C,C,1
64,Both,Other,D,50.562000794315544,E,B,C,0
43,Yes,Female,C,-65.35116239176132,C,E,D,1
24,None,Male,B,26.182827292510424,E,D,D,1
73,Mental,F,D,94.24790143896152,E,D,B,1
59,Yes,M,C,-135.25233146319684,A,E,A,1
71,None,F,B,67.73417099988448,C,E,B,0
64,Physical,M,A,71.08187949285785,A,A,A,1
40,Both,Male,C,-86.37450113019895,D,E,B,0
44,Yes,F,C,-211.99186321369555,A,C,A,1
58,Both,Non-binary,D,123.16969772985446,C,C,B,0
35,Both,Male,E,98.34391333832224,A,D,D,1
23,None,Other,E,-150.10244713578663,B,E,E,0
18,Mental,Male,B,-122.21561709665028,E,D,C,1
50,No,Female,A,125.97369896573367,C,B,B,0
68,None,F,E,-49.12489295369534,A,C,B,1
33,Both,Female,E,-121.29839921775525,A,B,D,1
44,No,Male,C,85.10319242249848,E,E,A,0
56,Mental,M,A,86.54415855088476,A,D,D,0
47,No,M,A,-109.79010146278372,C,A,B,1
20,Yes,Other,A,30.692564910025048,B,A,E,1
43,Physical,M,D,-78.28227197105282,C,B,C,0
62,No,M,A,-68.87316899224724,D,B,C,1
34,Mental,Non-binary,C,133.25084334456085,E,D,A,0
47,Mental,Non-binary,C,-181.77179170144703,E,B,C,1
75,Yes,Other,D,18.59085857920422,A,C,B,0
75,Yes,Female,D,-40.109716125900746,A,B,C,1
47,None,Other,B,51.72321836791848,E,D,B,0
45,Both,Male,E,2.5154957972395073,C,D,C,1
74,Physical,Male,C,33.92715211798483,D,C,E,1
46,Physical,Male,D,15.950716301564183,E,B,E,1
61,No,Male,C,129.00735486567288,D,E,D,1
63,Physical,Other,E,117.09660560603223,A,B,C,0
66,Both,Male,C,64.1498000441048,A,E,A,0
68,Both,Male,C,45.163877371908335,E,C,B,1
19,No,F,D,-118.06589478840421,C,E,B,0
73,Physical,Female,B,-34.058976903362286,E,A,A,0
68,Physical,Non-binary,E,18.859090330877038,B,B,E,1
42,No,M,D,-20.265582209951567,A,D,A,0
74,Mental,F,E,23.299330308252273,E,A,C,0
42,No,Non-binary,E,-91.67399384200498,E,C,B,0
75,No,Male,A,-67.38800914126988,D,D,B,1
26,No,F,A,-77.99331166618134,A,C,B,1
52,None,Female,A,113.06529381849711,A,B,B,0
56,Both,Female,C,-48.85619394141378,A,A,B,1
71,No,Non-binary,D,-29.66783377719394,B,D,C,0
64,None,M,C,68.19800958549497,D,B,C,1
62,Yes,Non-binary,D,-137.30109854042286,E,C,D,1
75,No,Female,C,30.48317538784483,A,A,A,0
53,Physical,Female,B,-7.99224428538316,A,D,D,1
53,Both,Other,D,-160.76110082896074,A,B,E,0
74,Physical,F,E,1.3020356403510167,C,D,A,1
47,Mental,Other,A,-37.67435816583151,D,C,A,0
76,Both,Female,A,-119.70993542704214,C,A,D,1
32,None,Male,E,141.58520613032627,A,A,A,1
69,Yes,Female,B,-24.06675411245859,E,B,D,0
28,Mental,Non-binary,C,-29.284007422003356,C,C,A,1
73,Mental,Other,D,-95.06855136159878,D,E,B,1
39,Both,Male,E,141.11954280659077,A,A,B,0
21,None,Male,D,-17.522266734983884,A,A,E,0
37,Both,Other,A,20.055341696779003,D,B,E,1
29,None,Female,C,-116.3631254790799,D,C,E,1
66,Mental,F,B,-139.6415553268163,A,E,E,1
60,Yes,Non-binary,A,-75.56347664059011,E,E,B,0
40,Mental,M,A,-51.43890908458917,A,D,B,0
39,Mental,Male,D,54.35998854050508,C,C,C,0
37,Yes,Male,E,168.63394103233088,B,C,B,1
66,Mental,Other,B,87.55071351022698,D,B,C,0
60,None,Non-binary,B,-5.586755120338507,C,A,B,1
40,Mental,Non-binary,E,-121.5146062468897,E,C,E,0
18,Mental,Female,A,-97.2902641103002,E,E,D,1
72,Both,M,B,-91.2511326280778,A,B,B,0
55,No,M,B,48.417586112928014,E,E,E,1
64,Mental,Female,A,-48.23405146570969,E,B,A,0
53,Mental,Male,D,-109.83695729761271,C,D,B,0
49,Yes,Non-binary,E,15.718531213234705,E,C,D,1
67,None,M,E,193.67297699098705,E,C,C,1
19,No,F,E,213.80583173380424,E,D,C,1
20,No,Female,D,-82.39981626207906,B,A,D,1
66,Physical,M,A,-92.03565196364933,B,A,D,1
78,Both,Female,B,57.8667529362251,A,E,C,1
72,Physical,Male,D,70.51173633597962,E,A,A,1
78,Physical,Female,E,-180.70082948811327,E,D,D,0
55,Physical,Other,A,263.8683784114695,C,D,E,0
29,Mental,M,B,-50.99167045774621,D,D,E,0
73,Yes,Non-binary,E,-72.14277103878655,C,A,C,0
58,Yes,Male,B,65.78915031377157,C,A,A,1
56,Mental,M,B,-250.15620745842023,A,B,E,0
41,None,Female,D,-92.44518762131058,B,E,E,0
60,Physical,Female,E,76.4409430364869,A,E,B,0
36,Mental,Male,C,-122.54598899187539,D,D,A,1
61,None,F,E,24.178930581551977,A,D,E,0
33,Physical,M,B,-22.468945852649455,D,C,A,0
77,Both,Non-binary,D,-61.33078099565408,C,C,B,1
62,Both,F,D,59.34288031186983,A,B,D,0
56,None,F,C,-55.69415311952295,C,B,B,0
61,None,M,D,-90.66846320826312,A,D,A,1
64,Yes,F,B,-30.487404067617764,E,D,E,0
59,No,M,E,-49.02189406430409,A,E,E,0
78,Both,Non-binary,D,-185.40611217239345,D,E,E,1
35,Yes,Female,E,57.626728031108534,A,B,B,0
73,None,M,E,-50.84089713976931,E,B,B,1
65,No,Female,B,21.902719914964063,D,C,E,1
37,Yes,Male,B,-79.2755233943895,E,B,C,0
23,Mental,M,C,-224.0464410032526,A,B,E,0
57,None,Female,A,42.903850363603944,A,B,B,1
32,Physical,Male,D,-24.805952979526122,E,B,D,1
37,None,Other,D,110.65021563858448,A,D,C,0
64,None,Other,A,3.1495465836831245,C,D,D,0
44,Physical,Other,E,31.240800864767326,A,A,C,1
60,Both,Other,C,-240.8378862481643,D,E,E,1
73,Both,Non-binary,E,-150.66328959162348,B,A,C,1
50,None,M,E,-35.45405874533022,D,C,C,1
40,Physical,Non-binary,B,53.64666176360166,D,D,E,0
61,Yes,M,A,82.86320791569405,A,E,D,1
28,Both,F,D,-155.9101570628378,D,C,A,0
77,Mental,F,D,-103.41387716571468,B,C,B,0
18,Physical,F,C,-4.401486185640488,B,D,A,1
30,Physical,Non-binary,C,-27.071682116761618,D,E,A,1
47,Yes,M,E,236.4881259430456,E,E,D,1
46,Yes,M,A,3.5156089702675595,D,B,B,0
66,No,M,B,15.281793209767564,D,B,C,1
55,Mental,Male,E,32.1086735745564,B,E,B,0
77,Yes,F,D,-56.68003927840333,D,D,A,0
68,Both,F,A,2.377798298445264,B,B,A,0
27,No,Other,D,-128.21891767722045,E,B,B,1
34,No,Other,B,73.0762970771641,D,C,B,1
42,Both,Male,E,127.14146016761951,B,C,C,0
62,Mental,M,E,36.749069603356055,A,B,E,1
79,No,Female,E,107.58490119349598,A,A,C,1
54,No,Female,B,-19.101673725503467,C,A,E,0
42,None,Other,D,15.998029065385271,B,A,C,0
31,None,Non-binary,E,-152.6841977160587,C,E,D,0
29,No,Other,E,-162.5535159461257,C,A,B,1
26,Yes,Male,A,-44.67027468389204,E,B,C,1
30,No,M,C,83.30170913225021,D,B,E,0
30,Yes,Other,C,-30.86817185378295,A,C,D,0
46,Mental,F,B,61.067838506294756,E,A,B,0
53,No,M,B,207.87763990967636,C,D,D,0
31,No,Male,D,-58.533170210019705,D,C,D,1
71,Physical,F,B,-204.78518849272388,E,E,B,1
48,Physical,Other,C,159.13063354571085,A,E,E,1
36,Both,M,D,18.93604793326194,E,E,C,0
71,Both,Female,E,24.86820775921465,A,A,A,1
47,No,Male,C,-78.93344073021062,C,E,C,1
32,No,Other,E,-124.37020146139379,B,C,E,0
61,Physical,Female,D,-143.24378819851285,E,D,E,0
55,Physical,Female,A,32.16019033604817,C,E,B,0
18,Both,M,E,73.13237709959206,A,A,B,0
65,Both,Other,C,-3.3813785056389842,D,A,C,0
56,None,F,B,52.65271518031655,C,C,D,1
79,Yes,F,B,141.6718764782464,D,C,D,0
31,No,M,E,-18.913259038235044,D,B,B,0
66,No,Other,A,-16.46796847155701,C,E,B,1
53,None,Male,D,133.09040362094476,B,E,B,1
53,No,Female,C,214.31444011395274,D,E,B,1
22,Mental,Male,B,-20.92933818897212,C,D,E,0
29,No,F,D,145.24467610808242,C,D,E,1
30,Both,Non-binary,D,40.390158324231216,D,B,C,1
60,Physical,Non-binary,E,47.288706792916045,E,A,E,0
49,Yes,M,A,-136.3442557367477,E,A,D,0
58,None,Other,D,84.39763417601633,D,C,B,0
69,Both,F,E,-78.51189477724773,C,B,D,1
78,Mental,M,E,-79.73602632981925,B,D,C,1
61,Both,Female,A,-217.91016829854044,C,D,C,1
69,Mental,Female,D,142.80718200515733,D,E,C,0
21,Mental,Non-binary,E,143.4817005506504,B,A,C,0
26,Both,Other,E,-101.84481698865903,B,A,E,1
58,Both,Non-binary,E,54.260341326192474,E,A,A,1
79,No,Female,B,150.23066322558762,A,C,D,0
79,Yes,Non-binary,E,-58.53419614056076,D,B,C,0
59,Mental,Male,B,44.38871429647986,E,A,E,1
57,Yes,F,A,-28.188593226481018,E,C,C,0
40,Mental,Non-binary,D,168.2318696485551,A,C,A,0
27,Both,Female,B,-41.204315454584815,C,E,B,1
68,Physical,Other,E,83.63426313585435,A,B,B,1
68,None,Male,D,-33.474371356540786,B,C,E,1
62,Mental,M,B,64.7806542459699,D,C,E,1
23,Both,Female,D,-12.278082335313787,E,C,A,1
37,Yes,Female,E,-143.6718515008828,E,B,B,0
59,Yes,Other,C,42.878707005901795,D,C,B,0
39,No,Non-binary,E,128.08419499589152,B,E,A,0
75,No,Non-binary,A,21.656731186969385,D,D,C,0
46,Yes,M,B,7.448324604377545,B,B,A,1
65,No,Non-binary,C,98.25854837489173,C,D,D,0
32,Yes,Female,D,-70.43639169237981,B,D,C,1
43,None,Non-binary,D,12.452072450317257,B,B,D,1
27,Yes,Other,D,-23.078152761544178,D,D,E,1
79,No,M,B,59.01548334331802,E,E,A,1
45,Physical,Male,D,37.49561092405296,E,D,B,1
29,Yes,F,C,57.94597978355277,E,B,A,0
72,No,F,C,-78.57297812440602,A,B,A,1
60,Both,M,B,29.049181360111128,C,B,E,0
27,Both,Non-binary,A,-68.84584252883405,E,B,E,1
40,Both,F,A,-0.35089731020837794,E,C,C,0
56,None,Other,E,-69.52583297573422,D,A,D,0
37,Both,Other,B,39.32568749549518,E,D,E,1
42,None,Male,A,132.76762555230076,E,D,E,0
47,No,Male,C,374.4782123386488,B,D,D,1
23,Yes,Male,D,60.63621079692641,C,D,B,0
77,None,Non-binary,A,29.102326172021815,D,D,A,0
69,Physical,Other,B,-109.14554291260839,E,D,A,1
69,None,Non-binary,B,70.35217998354354,B,D,C,1
40,Yes,Non-binary,A,-44.970410634664844,B,D,C,0
23,No,F,C,-312.93427525709575,B,D,B,0
55,None,M,D,159.79310942405186,B,D,E,0
37,Both,Female,B,-141.11417378221154,E,A,E,0
55,None,Male,C,139.9531561021416,A,C,B,0
71,Physical,Male,A,-31.97622977217298,B,E,B,1
32,Both,Other,A,-5.759662362029068,B,E,E,0
55,Both,Non-binary,B,39.508111834664255,D,C,C,1
37,Both,M,A,-203.0911577216466,E,C,A,1
75,None,M,E,56.80271082371805,C,C,C,0
18,Mental,Male,A,-107.79035996095814,C,C,A,0
40,Yes,Other,C,149.1865194864586,C,C,C,0
53,Both,Female,D,-126.58498959935875,A,A,E,0
62,No,Male,C,-126.40693549164344,C,D,B,1
25,None,F,C,72.5224078644397,D,C,A,1
47,Physical,Female,C,87.65519817052582,C,A,D,1
27,Physical,F,E,133.07264075212936,A,E,C,0
53,Both,Female,C,-248.68901883993564,E,E,D,0
66,Yes,Other,C,-49.368691897527775,E,A,C,1
76,No,F,A,94.94454468435092,D,D,B,0
35,Both,Female,A,108.91632574937198,A,D,D,0
61,None,Female,E,11.469817302157681,A,C,B,1
44,No,Non-binary,C,-99.84561248551344,A,B,C,0
46,Physical,M,A,-11.040580314952981,C,E,D,0
75,Mental,M,D,-33.70005613673745,A,C,C,0
52,Mental,Other,D,2.157154564298203,A,B,D,0
32,None,F,A,-52.38712682489391,B,C,A,0
58,Both,Non-binary,A,103.99062424769274,B,B,C,1
37,Physical,Other,D,119.41253320940275,A,B,A,1
50,Yes,Female,C,20.558793457131934,C,B,A,1
49,Physical,Female,C,101.6039306695365,D,D,D,0
41,Physical,F,E,46.10309360037441,B,B,A,0
51,Physical,Other,B,-8.815387346254948,E,B,A,1
30,None,Female,C,-94.79896741117203,B,D,D,0
32,Both,Male,B,-173.8984682575886,D,A,D,1
44,None,F,D,-55.409071244042075,E,D,A,1
34,Mental,Female,E,58.60530372829369,E,E,E,0
70,Mental,Female,B,24.34002591544266,B,D,E,0
64,Physical,Non-binary,B,-31.611468829623128,C,B,C,0
55,No,Other,D,-86.11106647922458,D,B,A,0
57,Both,F,D,62.88776396043102,E,A,C,1
67,Physical,M,A,41.65912280126259,C,A,A,0
46,Physical,Female,A,25.125652378206905,E,A,E,1
25,Both,Non-binary,A,46.88549209612828,C,B,D,0
76,Yes,F,B,12.981675673690022,A,A,C,0
34,Mental,F,E,-148.37496142889742,A,C,B,1
68,None,M,B,11.293564389429111,B,D,E,0
59,Yes,M,A,-225.56311624321538,E,C,C,1
76,Yes,Female,D,-71.67022301107193,D,E,A,1
67,Mental,Other,D,-100.72782692040126,D,C,B,0
77,Physical,Non-binary,C,-126.81242269377135,E,E,D,0
72,Yes,F,A,-51.12506819660811,D,B,D,1
60,Physical,Male,A,20.132837365579686,A,E,E,1
62,No,Non-binary,C,64.237325415837,B,A,C,0
62,Yes,Other,E,-25.11177964945654,B,E,B,1
49,Mental,F,B,-203.99501835548057,D,B,A,1
33,None,Other,A,-122.56242397254735,B,A,B,0
77,No,M,C,-17.075749172651996,D,D,A,0
57,Both,Non-binary,E,6.563832083741629,E,D,D,1
33,Yes,Male,E,37.921954234829016,C,A,B,0
31,Yes,Non-binary,C,1.6037103184519963,C,D,A,0
55,No,Other,E,-9.234116228499671,D,A,A,0
55,Yes,F,A,-155.2758416972551,D,B,E,0
53,Both,Other,E,-249.29512176902006,A,E,A,1
18,No,M,D,-26.917539894545712,A,C,C,0
46,Physical,M,E,77.98739467121035,A,A,D,1
40,Yes,Other,A,8.646374451676605,C,A,C,0
19,No,Other,D,-92.55960285283238,E,E,C,0
68,Mental,M,A,-0.6967859601200663,A,E,E,1
18,Yes,M,D,20.454770540384903,B,B,A,0
63,Yes,Other,C,97.03971863809488,D,A,E,0
64,None,Female,E,177.960370779805,C,A,C,0
27,Both,Non-binary,B,-199.62030481636376,E,C,E,1
28,No,Male,A,-174.29724125918307,B,E,C,0
43,Mental,F,B,50.743797199949014,E,C,E,0
33,None,Female,E,-31.745783199471422,D,D,D,1
27,Mental,Non-binary,D,8.930729718701047,E,E,E,0
25,Mental,Other,B,-92.70779699131899,B,C,B,0
40,Mental,Male,A,-103.89588504779374,E,C,E,0
24,Mental,Non-binary,D,198.1429152831854,B,E,D,0
22,Physical,Other,C,-55.020168820023905,A,B,B,0
26,None,F,E,151.27519636819815,C,D,D,0
75,Both,Other,E,-78.15497950036226,B,A,B,1
78,No,Other,E,29.48585721297296,D,A,C,0
33,Both,M,D,-81.17599725643672,A,E,E,0
29,None,Male,C,-141.99443506020418,D,D,D,1
68,No,Male,A,169.80601715789794,A,C,A,1
41,None,M,C,-70.23802103944298,E,B,E,1
67,Mental,Male,E,-115.6589078504978,E,B,C,0
38,Mental,M,C,299.3925946181255,C,B,D,1
64,Mental,F,B,149.00647076142712,D,E,D,1
38,No,Female,C,37.31361619618146,E,A,C,1
54,No,F,A,-73.2025242560436,C,D,B,0
32,Physical,Male,E,149.88248776860792,A,B,A,0
65,Yes,M,A,-54.20043753130152,B,E,A,0
24,Yes,F,A,172.55757217380585,C,A,A,0
78,Mental,M,D,109.12175351306841,D,D,E,0
56,None,Non-binary,E,287.52395988045436,D,D,A,1
21,Mental,M,D,211.70710293466462,A,A,A,1
77,Both,Male,D,33.98808424177774,D,C,B,0
30,Mental,Female,C,103.97188377252226,B,A,A,0
20,No,Other,A,120.25258546370507,B,A,D,0
48,No,F,C,15.120554935758685,C,B,B,0
45,Mental,Male,E,154.3366524689047,D,A,C,1
37,Physical,Other,C,-69.31805383611437,E,B,B,0
55,Both,Other,A,69.89562309566026,D,D,C,0
35,Both,F,E,-25.834726356530535,D,E,D,1
35,Both,Female,D,-43.538903849655945,D,A,B,0
69,None,Other,D,15.30062286948529,C,B,E,1
71,No,F,D,-22.907839349556752,C,E,E,1
73,None,Other,D,0.7181071877513621,A,E,B,1
79,None,M,D,-24.773817192213972,A,C,B,0
32,None,F,C,-7.532130499791043,A,C,A,0
38,Physical,M,C,-17.35903460470223,B,E,C,1
25,Mental,M,D,79.80994276715481,E,A,A,0
49,No,Non-binary,E,-218.1376674404838,C,E,D,1
20,Both,Male,A,-22.44077671219532,D,C,A,0
29,Mental,F,B,-25.85204719634498,E,D,E,0
27,Both,M,C,46.10672386209223,B,B,E,1
48,Both,F,E,49.3446356736271,E,D,D,1
22,Mental,F,D,-19.081682271212134,B,A,A,1
49,Mental,Other,C,-37.23528778395666,E,A,A,1
52,Yes,Female,A,139.76285377297972,E,B,C,0
75,None,M,D,-55.580977626662076,B,E,B,1
30,Yes,F,B,138.95051437527067,B,B,D,0
41,Mental,M,A,7.926161726846445,E,A,B,1
74,Both,Male,B,212.83422356090261,A,A,B,1
75,Mental,Other,A,-176.46664762855744,B,A,E,1
69,Yes,Non-binary,C,1.5234697984517553,C,E,D,1
76,Physical,Female,B,244.9716520229778,D,D,B,1
72,Mental,F,E,115.22274985954444,E,C,A,1
36,Mental,Other,E,106.24698780466252,E,A,E,1
48,Yes,Other,B,-20.555591364817943,E,A,D,1
62,None,Male,A,-20.366317029706998,D,C,A,0
44,No,Male,A,-149.06686415151924,A,B,B,1
32,No,Non-binary,E,65.68758814152424,B,A,E,1
23,Both,M,D,8.83221029183992,C,B,B,1
46,Both,Male,C,130.02736705667806,E,B,D,0
21,Physical,Male,A,-17.536677244654772,B,C,A,0
54,Physical,M,A,110.56673474643904,C,A,D,0
56,Mental,F,C,62.15730579987786,E,D,C,1
37,None,F,E,53.82515621049039,A,D,C,0
49,None,M,C,152.6959666893677,E,A,D,0
34,Both,Female,B,27.861855454528012,C,C,C,0
29,None,Male,C,-25.23852918880226,D,B,B,1
45,Yes,M,E,138.30699481271597,D,B,C,0
35,None,F,B,-49.94430361792433,E,A,B,0
62,Physical,Female,C,-40.67364985833711,A,A,D,1
39,Yes,F,B,-90.0254912257153,E,B,E,1
58,None,Male,C,53.56853105499025,C,E,D,1
75,Physical,F,E,37.67766523499979,A,D,B,0
26,Yes,F,A,-250.16708408189166,B,E,C,1
27,No,Female,A,160.37756008905694,D,C,D,0
65,Physical,Non-binary,E,-34.80601179862995,E,C,B,1
22,No,F,C,-10.54117348196948,C,A,D,0
55,Yes,Female,D,-13.14595609793743,B,B,C,0
20,None,M,A,253.04924550740046,A,A,A,0
31,None,Other,A,115.33653028614445,E,C,C,0
52,No,F,E,-29.21569191482905,B,B,E,1
69,Yes,M,E,159.38707368903638,D,C,B,1
30,Physical,F,D,-81.1706691229203,A,E,B,1
24,None,F,C,-89.34180036150659,D,C,A,0
79,Both,Male,D,-50.75411646156051,B,D,C,1
42,Both,Other,C,112.08686695413435,A,C,C,1
24,No,Non-binary,D,-205.51041591107318,C,B,E,1
