nation,ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Mexico,White,65+,E,-63.76888151393199,-45.96378026350189,94.21154669647818,B,A,A,B,B,42.45585981048884,1
India,African American,26-35,E,-167.590868655068,3.1153244086557494,111.14137382469949,A,A,D,E,A,-113.0981760952334,0
US,African American,18-25,E,170.70393837798727,-1.6884592566211423,28.691707351753365,E,B,A,B,B,29.85707137262385,0
China,White,36-50,E,-34.270146267776504,15.423705173874566,90.22294095381177,B,D,B,E,E,-58.53794314246507,1
India,Other,65+,E,-56.47447831383327,95.92806214903572,135.4551740011048,A,A,B,C,E,-14.19594404772193,1
Other,White,18-25,D,187.5535305246634,16.651519699752807,-113.11607582796029,E,B,D,E,B,-7.625636364262191,1
US,Black,18-25,E,14.24097050040313,-269.95523563425365,-34.582139216336884,B,E,E,E,C,24.14271013558185,0
Brazil,Other,26-35,D,-160.8439642904832,-113.69035908282497,61.38644356762656,C,B,E,D,D,-101.14350318818441,1
UK,African American,36-50,A,-28.733895498504296,-20.29173505283558,23.76091684513334,D,A,C,B,D,-163.03883836041922,1
UK,African American,18-25,D,-128.0623267058562,-27.448569333624118,-146.61212255342102,C,D,D,B,B,-37.837821555477504,1
US,Black,18-25,E,66.34372841892103,-49.138180015030734,20.34733468672634,D,E,B,C,B,-90.12043929526767,1
Brazil,Other,18-25,B,-32.61552339080944,-126.68566919306284,-32.72052450884144,C,D,C,B,C,15.123494743562397,1
China,African American,51-65,A,-183.74074847799508,87.87013930169365,66.12226920649437,E,A,A,C,B,13.347796634615811,1
Other,Black,65+,D,65.6635629286298,-4.718109448879959,27.65096625551977,E,C,D,A,A,-149.23578692100466,1
China,Hispanic,65+,B,123.27995564881917,13.62681447491825,-66.93584208475907,D,A,C,B,C,30.136276517210913,1
US,Other,51-65,D,87.03075357591887,132.0109504684399,-109.51752650494197,C,D,C,B,B,186.5093326899876,0
Germany,African American,26-35,B,125.347094582771,-157.72762984853307,-11.055784206020355,D,D,D,B,B,-253.70093990951804,1
UK,Black,36-50,E,61.15236281862242,35.11534507984619,-74.60460741014892,E,B,E,A,A,18.354259799750007,1
India,Black,26-35,B,149.78470263164493,-197.0452039859892,-11.706444882095168,D,A,D,A,C,-181.89459060791322,1
US,Asian,26-35,A,3.1301381525394523,23.546265330610947,97.25009418352231,B,B,E,D,C,-30.97813569295132,1
Mexico,Other,36-50,E,-186.1509668337828,-34.926424533740125,88.85642734535905,E,D,C,C,A,60.77782022107237,0
Brazil,Other,18-25,C,-11.035814772884478,-33.10780789442338,25.767447019665678,B,E,E,B,C,34.29120652268466,1
Germany,Asian,65+,E,6.305533225775645,73.24991185898662,125.04887671408311,C,C,D,D,C,46.705137458035665,1
Other,Black,18-25,B,91.33691045075973,184.96902567625241,-64.57288241679949,C,C,E,C,B,55.26829859140482,0
Other,Other,18-25,C,-89.1466548153335,-154.5723960867974,-0.8561678437393198,C,D,E,C,B,122.35206275675033,1
Germany,African American,51-65,C,151.78447296562916,-101.19005811079404,-50.38141590072698,E,B,A,C,E,-164.29125255845307,0
Germany,Asian,18-25,C,55.80313825305133,78.18031905624066,160.93852778475835,A,A,C,B,D,117.90008965541121,0
China,Black,18-25,B,-37.80715964713372,64.63935429845102,59.08758182051166,D,A,E,B,A,7.870995442044762,0
Mexico,African American,26-35,B,-125.82783399712025,135.08545148523504,32.08368965075574,A,B,B,C,B,35.207796451000306,1
Germany,Hispanic,51-65,B,20.07308590021108,15.654188368500451,88.23703332292175,C,D,A,A,A,46.76653313970576,1
Germany,Black,18-25,D,-147.55564473867943,-325.52648130520896,-55.48159298787548,E,E,C,D,B,-33.95678379402681,0
Brazil,White,26-35,B,42.50384509356724,21.801904347163077,-146.28899458426878,B,C,D,C,C,114.06901531872937,0
Germany,Other,36-50,C,139.70494000659096,188.1908850010323,-60.68761401908721,E,D,E,C,C,55.22902043295645,1
Germany,White,36-50,D,-62.89437576689395,62.832902543161836,-146.67423602834666,C,C,E,A,C,-9.739588912098547,0
Germany,Asian,26-35,B,62.40021881281095,169.46361040169378,5.726097207122768,B,C,C,D,A,274.1273958059524,0
UK,Asian,18-25,E,-96.01707592384014,-206.26973525215652,43.00880518397802,E,E,E,C,D,-55.075404742307875,1
Mexico,African American,18-25,A,-4.182290331088958,-80.01586382363432,-67.93623206930431,A,E,E,B,D,32.31640522415296,0
China,Other,18-25,D,70.18507563659927,107.68185801490573,-99.68929962273089,B,B,A,A,D,-21.811207281310764,0
Mexico,Other,36-50,D,-88.73499623584041,103.26104153935518,-71.50924693722558,A,A,D,E,E,69.293079353448,0
Brazil,African American,51-65,D,-44.127280402564544,16.06243079101914,-95.43579151953814,A,E,E,B,D,31.137448676903645,0
UK,Hispanic,65+,D,56.07688360415075,98.7438926004915,93.43159513799385,E,D,A,D,E,-132.92974256787238,1
India,Hispanic,36-50,D,27.03295164351307,46.77450176446343,-69.49497876481766,B,A,D,C,B,109.34272556590525,0
Germany,Hispanic,51-65,C,-92.92736974820153,14.917097543585617,28.05776237507432,D,E,B,D,D,39.81062448774649,0
Mexico,White,51-65,C,40.541996942783975,-158.20850646789364,219.0383627278193,A,E,D,A,D,210.53974163358924,0
US,White,65+,C,-32.443773895558934,-45.677671823609536,-189.50110369850566,B,A,E,E,A,-149.1536528782247,0
Other,White,26-35,B,-47.11906582502394,-13.574498853059543,-87.31457525125471,D,A,D,A,B,196.78599273669687,0
US,Hispanic,36-50,E,-5.393651704704082,-11.7164770706264,-25.37418975085869,D,E,A,B,C,-13.486252332767016,1
India,White,18-25,D,88.65885396035017,40.95985275012097,129.07134917187543,A,C,E,B,C,104.88665581257717,0
Mexico,Black,26-35,D,193.71202667576958,-211.5726477444543,3.8191429417195257,A,C,B,B,A,75.21008653386176,1
China,African American,65+,E,94.63018209988438,-194.84347142904807,-44.79502408581196,A,B,D,E,B,12.439401023967655,0
US,Other,18-25,D,219.03971211855156,58.596015422507975,40.47939821635214,B,B,B,D,D,16.521061150302188,0
Mexico,Asian,26-35,D,12.970098428701583,-70.62139392939142,13.080196272043407,E,A,E,D,B,-124.5358817644501,0
Other,Other,51-65,C,11.748515244371625,-23.887652562378594,-145.33107464192537,E,A,C,B,C,-9.50750958924811,0
US,Other,26-35,C,-49.832758347140526,229.07892361770865,160.98659432112578,B,E,A,B,A,204.8068660784583,0
India,Asian,18-25,D,-11.52358131277541,-143.2830934867459,211.42963662840444,E,A,A,A,C,-57.17422943984576,0
China,White,36-50,D,6.559933583289188,61.065952171333805,-168.1108973321806,C,E,A,A,D,6.987193405576743,1
Other,Hispanic,65+,C,-77.90244698734674,-64.82603515485178,58.77348044358888,C,B,D,A,B,-163.0279056292938,0
Brazil,Other,36-50,D,12.365948484968595,-137.14799946763452,2.39843470239514,A,E,E,C,B,-81.84937846458091,0
Brazil,African American,51-65,B,6.021691323338759,9.060230624959011,11.559152713414433,D,A,E,C,A,-24.405962042545266,1
Mexico,White,26-35,A,227.78269296425916,184.1751655969004,169.96211962868972,C,B,A,D,D,28.09243592479985,1
China,African American,65+,D,152.33431626134194,-20.87224147629962,-90.26517210026523,D,B,E,C,E,-11.010528644179487,1
India,White,36-50,C,56.662762205776886,127.1934307006502,29.781417770321518,C,D,E,B,B,-50.91667525732865,1
UK,Asian,18-25,B,22.443727090179014,-99.9607945206177,-132.87641520226558,C,E,C,E,A,-315.1481277897822,1
Other,Hispanic,26-35,B,-70.8817748773781,-224.05994056875622,-100.13929139218436,C,A,C,A,B,134.896292503354,1
US,Hispanic,51-65,A,-149.05004014598632,-75.91187956935532,-83.32233821810243,D,A,A,D,A,-102.04441033600304,0
Other,Asian,65+,B,136.89097157093022,-27.62125636613862,-54.05625596498197,A,A,C,D,D,48.78619152224123,0
Mexico,White,51-65,D,55.28161057337287,-20.192318177209636,56.98974822788283,E,E,C,D,D,46.87991921907322,0
Other,Other,36-50,D,66.5952350954663,-49.853397957448195,166.37050904230932,A,B,C,B,B,-92.1875288543119,1
Other,Other,51-65,B,107.38051684290161,168.01125909885218,-69.94196053863668,E,D,A,A,D,-101.9395701979767,0
UK,Asian,36-50,A,49.41713401782633,25.90414782921271,344.88144131575103,A,D,D,A,E,218.16722778339215,1
India,White,51-65,D,-124.08242851147413,-62.24393138533806,-30.26683650257177,B,D,B,D,D,75.73876486277933,0
Other,Asian,51-65,E,51.523077670282035,105.06770063023123,-32.18329852804479,C,E,B,E,E,158.7470647163205,0
Other,White,18-25,D,-48.24302185100578,-48.86382648385884,-33.823004700794236,D,B,E,E,A,-13.92820286364523,1
UK,Hispanic,51-65,D,13.192807759637981,73.16638096160423,-235.1806152296408,D,E,D,E,A,56.85659554392497,1
India,Hispanic,26-35,C,-34.632203036826766,47.86624708229368,-172.14396856909903,E,E,A,B,D,-44.72228911130454,1
UK,Black,65+,A,24.40323661371573,139.42829126919275,-39.07523772774786,A,C,B,D,A,3.3517140253613436,0
China,Other,65+,A,-48.52504256307672,-23.843728141219334,-2.5456768598545403,D,D,A,A,C,-96.69654046240628,1
Brazil,Hispanic,26-35,E,112.62937194918598,87.14016182481677,-64.4857066812623,A,E,B,C,C,-51.65603933707015,1
India,Other,36-50,B,-12.657102246053464,100.18718193080419,-21.647002677339593,A,E,A,A,D,-10.440100981682397,1
Germany,Asian,36-50,A,68.83155632948484,106.3926361462111,-40.08839961597013,D,B,D,E,D,-45.37268390843455,1
India,Asian,51-65,C,176.47643801783775,-38.80077131241265,-143.57156027489248,B,C,A,A,B,37.81369310735813,1
India,Other,18-25,C,138.011569203432,-211.7230889738298,168.990437756373,B,A,A,E,C,85.06366374430971,0
Other,Black,18-25,D,51.86398934962367,70.05800425240604,-60.69173627676206,C,B,D,E,D,-124.96453616636198,1
Other,Other,36-50,A,-77.89209769879729,-39.75881646801098,116.06475522366854,B,B,A,B,C,99.27808166753417,1
China,Asian,51-65,E,-138.35612038940658,-67.18245119355632,49.97496307987664,E,C,B,C,D,61.31026877324798,0
China,Hispanic,51-65,B,80.14475721445655,-24.36833658550585,-42.051047767017494,A,C,B,B,C,-107.17077988291517,1
Mexico,Hispanic,26-35,C,92.56009179424304,74.49196788669876,-148.2710830793769,D,A,D,C,E,-80.26258346972152,1
Mexico,Hispanic,65+,B,98.42147166160682,-153.78038250537531,-20.968643890967726,B,C,A,B,A,10.884359645375422,1
US,White,18-25,C,27.145395934380467,3.549302310793874,-38.34585119553993,E,B,D,A,A,89.91006010818232,1
China,White,36-50,D,-139.91717110245605,232.48481214435972,-16.91211502194433,C,B,D,D,B,-39.10019384757826,0
UK,Black,65+,D,19.39398282126582,18.117978409285236,-47.8735167536754,E,B,E,D,B,-257.51009688587203,1
China,Hispanic,26-35,D,1.2647320920785539,109.06130490409383,71.78250755023096,A,B,A,D,A,-139.08332094842189,1
UK,Black,65+,A,117.05501465845182,-126.2822066518176,41.5498094559111,C,E,C,A,A,123.05652728590613,1
Germany,African American,51-65,D,-119.35519549520723,56.54245073387345,6.414190238995143,B,E,B,B,E,-60.39933868769724,1
Brazil,Black,51-65,C,-1.296958563145891,1.6286359463690436,-66.16231920509341,C,C,C,B,D,-58.371989597030904,1
China,African American,18-25,C,216.144692287667,95.23061601109828,-11.352507736089025,E,A,D,C,C,-221.89468171819593,1
China,Hispanic,51-65,E,111.14447109126154,33.92892926910144,67.70853472867809,B,B,E,E,D,-9.669061589136014,0
India,Black,26-35,C,146.7824898386528,262.9106978044789,95.58702396184276,E,B,A,D,C,-2.978745313277887,0
US,Black,51-65,C,161.8610284078439,137.57919041529024,-27.576559975778032,C,A,C,A,A,-119.67726002655861,0
Germany,White,26-35,A,-46.859062499856755,130.84362881051766,-58.665905628011515,B,D,A,D,B,-165.09669927869524,1
UK,White,36-50,A,100.71593402742185,5.391364734949956,-53.53948122985075,A,A,A,A,B,-14.038238976420278,1
India,White,36-50,E,8.415773360506664,35.075792155808,53.82696501825135,B,E,A,B,A,-65.98716687760978,1
Mexico,Hispanic,51-65,B,-81.47499518175437,-5.228158943412571,-12.182627773044809,E,B,E,A,B,-160.84338846836508,1
India,Hispanic,18-25,A,126.27236023408082,81.89643851640494,7.376221672117097,E,C,C,A,B,74.53366036255224,1
UK,Hispanic,36-50,A,42.218949570417884,33.85021582081617,-109.60750725120275,A,D,C,A,B,-92.25617949150228,1
Mexico,Other,18-25,A,-19.0892622444017,-12.108276724961959,-83.00316761920764,A,E,D,E,D,-11.730545293111431,1
Mexico,Other,36-50,B,24.950586931746038,215.3955321773276,29.12039285657211,E,E,A,E,B,-95.30218290186978,1
India,Asian,51-65,A,-30.390063079329355,-56.72736017332183,151.07698964402266,B,E,C,B,C,-33.73080865389957,0
Other,African American,51-65,A,-58.64719505681134,-11.377911531070033,7.728090375125935,D,C,E,E,E,-52.430347186891005,1
US,Hispanic,18-25,B,-0.4674703835615702,-265.9422102682787,-51.29244951739349,B,E,C,D,E,-232.96814039628134,1
India,Hispanic,18-25,C,-67.47828720683518,84.86022380938557,69.70567354040512,C,E,B,A,D,170.31146271825648,0
Brazil,African American,36-50,B,-53.513659326567605,-60.862587145679804,-103.81210046979807,A,C,E,E,D,-138.0930299213805,0
Germany,Hispanic,51-65,A,50.82182313605228,-0.5978389961875645,-93.49961188441229,C,B,B,C,C,176.48483651235546,0
UK,Asian,65+,D,89.6993201575459,59.05438201942602,144.66367902009293,D,B,C,B,B,50.607342389571464,1
Brazil,African American,51-65,D,76.77895344213132,86.36264510477385,13.29020440873497,A,E,A,A,A,52.08919310672996,0
UK,Black,18-25,A,59.53559881274473,-53.63035331420487,-51.18062668298652,A,D,B,D,D,-7.749699902892562,1
India,Asian,18-25,A,-49.90119024363116,75.66631613647256,3.516937207690068,E,B,D,A,C,1.0430793387842363,1
Mexico,Asian,51-65,D,-5.239407679345571,-91.88408452172345,13.150471127869388,B,E,C,B,B,-152.657074044705,0
US,Asian,18-25,A,-9.685348197962778,-3.0354900037764545,123.86800489060279,C,E,C,B,C,187.3079523042707,1
UK,Hispanic,65+,B,24.046177266118626,9.58781358109913,-46.35975852673091,C,A,E,A,D,-112.15594486402335,1
Mexico,Black,51-65,C,7.751396633258424,1.5314429851225544,144.84334158008855,C,B,B,B,C,-28.18413588984504,1
China,White,26-35,A,-73.42007495536664,127.78206143775226,-126.53212870465696,E,A,C,E,D,77.58712438363153,0
US,White,26-35,B,-149.69809959681012,88.69996008911907,-103.76886870977874,C,B,D,C,A,-225.29485131037697,1
US,Black,65+,B,65.5440017207182,92.7454344790249,-64.91866319473961,E,E,D,A,E,-7.88820475573752,1
Mexico,African American,51-65,E,-0.9699462943283136,-57.410383887321196,22.492602778897748,A,B,E,C,A,111.70671452452332,0
China,Black,26-35,E,-177.84709910876475,-121.69521514250519,-56.40391048561915,B,B,A,A,C,166.44061102263873,0
Brazil,Hispanic,36-50,D,113.84063669197155,60.574220803892466,-7.401117522094563,C,A,B,B,B,193.3263025923015,1
China,Black,51-65,E,-172.51213581724264,10.960401846498055,6.704509385343195,C,B,C,B,E,-58.91507613863164,1
Germany,Asian,65+,D,-17.84518148083546,40.64650791021702,-133.39878302825528,C,B,E,C,E,79.62341132303006,0
US,African American,51-65,A,55.40955112969321,-52.36162002320705,17.761955310210325,D,C,E,B,D,-76.54156344299903,0
Brazil,Black,65+,D,-87.42525312557667,-38.77195089507777,100.028196053755,D,A,E,A,A,135.1887887895637,0
Germany,Black,51-65,B,39.780192060798434,-188.52342667600178,-92.1076640536094,B,A,A,A,C,-16.163103214034756,0
UK,Hispanic,51-65,C,-0.6384816762543049,-169.92939587240016,-68.59531157620198,C,B,E,A,C,-55.47442186281224,0
Brazil,Other,36-50,A,-113.85636040087913,-87.86071399224474,58.05046292588747,E,E,D,C,E,55.940790883564574,0
India,Other,18-25,B,-31.24197871110842,-52.561252909199006,-31.579001143433317,A,D,C,C,A,-35.055622116690444,1
China,Asian,65+,E,50.82365281209482,346.1656246938661,59.60032614584719,A,B,E,A,B,80.62355396297009,0
UK,Hispanic,18-25,A,33.35859750819575,38.494415794175794,-2.673688644650892,D,C,C,C,B,133.25635116891362,0
Mexico,Black,26-35,E,23.626377803905285,84.43071292559092,-60.86644828621264,D,A,A,A,D,-68.36712011979382,1
Germany,Asian,65+,A,-22.10127557185227,88.92751037919344,96.52829890677387,B,E,C,C,D,67.11933932592126,0
Other,Other,26-35,C,108.38236909023966,181.90583133339226,55.71865694755827,A,A,B,D,E,-120.65082699444358,1
India,African American,36-50,A,-7.190849543211382,5.2075332079013785,-72.2309717423558,A,B,A,C,A,73.15223820863112,0
Brazil,Asian,36-50,E,-29.557819358826226,15.035860938639601,-26.28531185747382,A,B,A,A,C,99.56101731320798,1
Brazil,African American,36-50,E,93.06548866728708,3.3410439232779954,101.51356623262093,A,E,B,A,E,26.66564511620156,0
UK,Black,18-25,B,90.39556649072547,96.65624831252175,122.18047657245357,B,D,E,B,E,33.26738917686964,1
Germany,African American,51-65,E,-41.19326369985789,10.193770787336588,39.36872010514209,B,D,A,B,C,154.88610416619952,0
US,African American,51-65,D,-36.240575415093275,-34.431399075868455,4.434264880354494,D,C,C,B,B,4.408600160602765,1
UK,Other,51-65,E,73.20577238762174,-79.26052180059854,157.93157134058697,D,D,D,A,A,59.47223952812215,0
Other,Asian,65+,B,76.31231067386476,-150.8450911859659,-107.45202967946064,A,E,D,A,C,49.36302621814388,0
US,Black,36-50,A,135.52606907211614,-22.378335550457802,36.71692535811094,D,E,B,A,B,179.88406923729784,0
India,Other,18-25,A,181.50902157820522,-124.65340729253069,188.09893133645707,B,A,A,B,A,-81.00993567024119,1
Brazil,Other,26-35,C,42.098048023054645,-78.41081656039162,-43.39721230605861,B,E,D,A,D,-14.233445420946586,1
Mexico,African American,26-35,E,-71.08633403729355,74.65965861473258,-100.24164541168277,B,C,C,E,A,-28.004956890775894,1
China,Hispanic,18-25,A,127.01751223882871,-20.14982445753781,147.77987894423052,B,A,C,E,C,-7.824875745128877,0
UK,White,26-35,E,198.2749094725697,15.499716226776808,-28.21173691768794,C,B,A,D,D,68.66962128452194,1
Germany,Black,18-25,C,103.82800639206495,81.66218000027506,-41.71860054662423,E,D,B,E,D,-6.062394794487204,0
India,African American,65+,C,15.063640598876644,-45.19919579694227,256.7525493952666,C,E,E,D,E,90.96768748981575,0
US,Hispanic,65+,D,227.74902068465343,1.5000989299665861,-4.5824968632735175,A,A,E,C,C,131.29887672631378,0
Other,White,18-25,A,188.6096131668339,-50.98321518022993,-27.777191896467613,E,B,C,E,B,27.14358493680697,0
Brazil,African American,36-50,C,114.28379932634473,-235.81643757508655,-7.911964203020476,D,A,A,B,C,-114.49278816467303,1
China,Hispanic,36-50,C,-142.1706490502175,70.07069802276983,47.56940377314597,A,A,E,C,D,-24.172233814384644,1
China,Hispanic,51-65,C,-21.713848906475196,-90.78936130561651,-15.343139380462684,D,E,C,C,E,12.68700456480429,1
China,Other,26-35,D,-54.43933779323462,38.624858109887654,-74.34908797956716,D,A,E,E,D,-54.89554870713103,0
India,Hispanic,51-65,D,-63.6801092680282,126.37190735425628,-90.41205528513986,B,A,C,E,D,-43.74291370958343,0
India,Other,36-50,A,33.96239658095723,139.65236262302454,-89.21133363927785,E,A,B,B,A,-84.69357919782323,0
Germany,Other,18-25,E,92.84207093716329,-114.90594141656578,-59.0360807366782,E,B,B,E,C,164.73093521435675,1
US,Asian,51-65,D,-15.491715983414995,-61.45291292853313,-103.41671680561791,D,C,E,A,C,-123.53027042345583,0
UK,Hispanic,65+,D,-148.8587706276556,71.06214311825406,-98.64528004758274,B,E,D,A,A,-49.62399774649118,1
Brazil,Other,26-35,C,111.21676437044685,44.15863314730794,-109.13789991905034,C,B,B,C,E,189.82184311800708,0
Brazil,White,18-25,D,-85.28092741246756,-59.28303958992072,49.26538101022306,C,C,C,C,C,-97.64348646165811,0
Mexico,White,18-25,C,72.19168812488668,-164.25522328414098,80.10396936875784,E,E,D,B,D,-35.70381311306347,0
Mexico,White,26-35,C,-53.334700174127825,187.86029177436805,129.007068685481,B,D,D,A,B,-135.50715321102865,0
US,African American,65+,B,-17.544602686868153,32.10979041748111,77.48966523373461,B,B,A,D,B,81.04242926787062,1
India,Hispanic,36-50,A,9.670980333765456,-79.27424758620948,16.28945439594606,C,D,D,C,E,152.41173477325728,0
Germany,White,65+,E,-34.89090704178972,-30.25396419891176,-111.73137466378869,C,E,E,B,C,-75.32628158266647,1
Germany,Black,65+,B,147.7532424439269,78.50922497287209,60.54660572284555,A,E,E,C,A,-1.557151645864456,0
Germany,Black,36-50,E,0.13533940210410006,-14.421021464999068,-26.57756192815301,A,B,B,C,E,-36.74335722049229,1
