birth_year,civil_status,sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
51,Widowed,Heterosexual,Other,D,-20.233108200098318,130.07815112238075,A,C,E,E,169.66672361188898,-47.81924331388106,36.71299880430449,D,1
22,Widowed,Other,F,A,-230.00501988162668,-18.587790892604954,D,B,A,C,-92.99133124878084,21.24809830892325,-141.84742729018674,D,1
50,Married,Heterosexual,Other,D,-140.71518262913366,-26.126159912533918,E,D,C,B,-97.60216726355992,14.525238694912385,35.22110973810185,E,0
26,Widowed,Homosexual,F,D,-43.633816033622495,-10.248522316377843,B,C,E,A,106.19433921555768,69.71050568967263,-93.08900881802981,D,0
43,Divorced,Other,F,D,224.0074294751509,4.4355567066536095,D,D,A,D,91.47317571687967,-13.727136255494877,-106.39078479053381,B,0
95,Married,Homosexual,F,E,105.87495551415785,-84.22833036459045,E,A,E,D,-16.769490483273128,-211.83266826395473,48.909185776124296,E,0
92,Widowed,Other,Other,E,-173.2146769174579,11.631797350451347,C,E,B,D,-24.781272378622475,-96.36583758512461,-64.20388842092885,D,0
26,Widowed,Bisexual,Other,A,29.21651576727352,-18.035132541352564,D,B,D,D,51.676930459377054,0.7487126735152472,-97.83072610467941,B,0
72,Married,Bisexual,Female,C,-38.21440645273634,224.91029700645356,A,B,B,B,62.792439870024474,-66.76594727863578,-24.28623783056701,A,1
70,Single,Other,Non-binary,D,66.55726763348181,55.118420208620186,A,C,A,A,-72.46754643252216,9.55953585489748,-188.9555675728992,B,1
50,Widowed,Heterosexual,Other,E,-41.902201707177696,31.358087250249884,B,E,A,B,22.606970953555766,92.08828774972382,-48.58476562850902,E,1
25,Single,Homosexual,Non-binary,A,-154.72488243744036,-81.52216587843787,D,B,A,B,43.924151392498004,61.54820437485681,-100.24878399782635,E,0
30,Married,Other,F,D,121.00353750947926,-35.913276481815636,E,C,B,C,43.170243260807055,42.03119317967212,55.93364591107217,B,1
98,Divorced,Bisexual,M,B,48.115197823901156,9.449768658197858,D,E,A,B,-56.53611228064739,144.43323345916366,-90.64871392766652,C,1
55,Widowed,Heterosexual,Male,E,-84.62173973260663,93.7837659924935,D,B,C,C,49.65437747149339,155.0832732211124,23.820636239637444,C,1
53,Divorced,Bisexual,Non-binary,E,-157.86227507675676,-95.76537654511998,D,C,A,B,-85.89517477360239,-61.10749141227198,219.57801098696703,C,0
21,Married,Heterosexual,Other,D,-57.467479222623965,133.93509527268336,D,D,A,C,-31.126000552044946,-69.4410814057899,18.401106115809245,B,0
29,Widowed,Bisexual,Female,A,10.372857191752916,-10.885906431685356,B,D,E,B,-54.016162155878554,-138.84168248343974,-68.3430864221602,B,0
85,Single,Heterosexual,Female,D,33.063038892347045,57.08633032107757,E,B,A,D,184.30816584738366,-137.42443629292725,23.431581317281537,B,0
63,Widowed,Bisexual,Other,B,3.5558669215720333,-85.06196945570218,B,B,B,B,-149.48043106413053,83.0476206396168,29.453357337870965,E,1
63,Divorced,Heterosexual,Non-binary,E,211.7746389410521,-56.96452986768228,D,B,D,A,-48.21994430001359,173.93823613845214,-55.6942919345899,E,1
20,Single,Homosexual,M,A,223.6485808437302,-8.652460639239683,A,D,B,A,225.32940964972582,-110.33004569275707,-253.84094058296643,C,1
65,Widowed,Bisexual,Non-binary,E,273.5095788486566,-168.24200606478013,D,B,D,C,118.54497669961717,16.038210569729287,-147.7749116192496,A,1
33,Single,Heterosexual,M,A,-73.33089262132029,51.350075024553774,E,B,A,C,-24.436095035240772,-7.030340693269855,-7.891554807093219,D,1
41,Divorced,Heterosexual,Male,D,128.53689121853967,73.6682836836314,C,C,D,C,210.8789416823416,-87.3937773726408,83.80804634755548,C,0
18,Married,Bisexual,Non-binary,C,-80.39461382884521,-97.44004047760943,A,A,B,A,32.45572779770928,-103.50511356197059,103.03489599484077,B,1
69,Married,Other,Male,E,127.34073305207608,85.05465818646913,D,D,D,D,123.32074985009005,-40.888841740962775,-161.97595726823374,B,0
65,Single,Homosexual,Male,C,78.44135022019056,91.35554406265642,A,C,D,C,149.48289686809196,-14.35250309809498,-13.897564729881177,D,1
45,Divorced,Bisexual,Other,D,-27.21670782725153,-16.800794895603197,E,C,B,C,60.60384736079678,214.9663789736644,-71.11242970261158,E,1
59,Divorced,Heterosexual,Other,D,-9.583028934348373,-113.37216324556259,C,E,D,B,124.99289999262686,-63.095235123006866,-12.75196877082632,C,0
27,Divorced,Heterosexual,Male,A,83.10014085411098,-39.333141961061315,E,C,A,E,-27.963863963804435,-173.84205927369408,-81.32703164865347,C,0
43,Divorced,Homosexual,Other,A,47.5176404672662,43.55621214578957,A,A,E,E,197.17576529496114,19.355235337327485,-26.615589984667004,E,0
50,Divorced,Homosexual,F,D,-91.94652601669151,3.365994145049777,B,E,C,D,-130.8792332919736,67.41590970874513,175.7962776384291,B,1
32,Divorced,Heterosexual,Female,C,55.92235441616013,212.14562911085997,A,B,B,B,-73.8138134552304,60.23988694676519,24.021796389043686,A,1
31,Divorced,Bisexual,Other,E,-43.04459869269976,85.90384587214926,A,C,D,E,-22.541643802042696,-4.937236098183603,26.132894852575006,C,0
54,Widowed,Other,Male,E,229.53484466490508,-164.54489530763738,B,E,A,D,177.20328392643682,2.2153628656161386,67.41717070128983,C,1
92,Single,Homosexual,F,B,148.75999561437945,-139.99087991843,C,B,C,B,31.198192233824727,1.4550490990439315,-75.56987013237693,D,0
74,Divorced,Homosexual,F,B,64.41369093421305,14.421603590754412,A,A,B,D,-24.982502797464477,-56.35699590888661,-47.04573995869583,E,1
57,Single,Bisexual,Female,E,88.58757648526027,81.03067385637317,C,D,E,B,21.75803199045838,133.2475271688515,58.17002353460089,B,0
46,Divorced,Homosexual,Non-binary,A,19.557277064385755,87.04674102770474,D,B,C,B,-72.08723075640306,-198.23714548277266,9.566021522580877,D,0
50,Divorced,Other,Female,A,-128.33255787810592,13.960234319908164,C,B,E,D,22.667633879180556,0.7522334404710208,172.92969814615645,D,1
35,Divorced,Bisexual,F,D,-25.523321539609196,215.38139664889826,A,C,B,C,-48.676603741971455,-229.3734787551798,-12.017247189708394,C,1
26,Divorced,Heterosexual,F,C,-0.6511696766250673,188.8290039692478,C,C,E,B,78.39596917210265,-33.672375456090094,-11.018380603270334,A,0
46,Divorced,Other,Male,D,-87.16574881946684,-18.77753516547781,C,B,C,B,-12.590271659988803,116.14615701499349,-41.156580047477334,E,1
20,Divorced,Homosexual,M,B,73.77298061603125,57.4545660126725,B,E,A,B,5.593271612803765,-8.352724926239437,72.3569016610576,A,1
32,Widowed,Other,Other,D,-26.400065628248587,126.70532740968636,A,E,B,A,-251.20621214347244,170.59783584548907,-72.48745251399359,B,1
75,Widowed,Heterosexual,Non-binary,B,-163.84097118097324,6.456438986063688,B,A,D,C,7.499255352953934,10.654273961753747,-136.85665625914777,C,1
78,Married,Heterosexual,M,B,31.44773913187914,89.13307294686015,E,B,B,E,15.288223773920311,-145.72250157960784,-38.28603242331286,C,0
36,Married,Bisexual,F,B,-201.21328845562917,5.277060462440197,B,A,A,B,148.90868431668738,-43.317413355866236,70.40365945448004,B,0
49,Widowed,Other,Other,A,24.037064064972828,166.73136512585324,D,A,E,E,-45.85320286638439,32.67754255774462,63.95430831786041,A,0
88,Married,Heterosexual,Non-binary,E,6.550824636952774,-89.67617548912862,D,C,A,E,-54.52902901063098,-50.40435286964481,28.82420024132063,D,1
44,Divorced,Homosexual,Non-binary,A,106.2405952748042,53.93664890094738,E,C,E,D,37.03559885678105,30.777782700971223,-27.98816237895212,B,1
72,Divorced,Bisexual,Female,C,197.39826168519033,109.56318215861755,C,C,A,D,-19.41862004983388,81.96797913301795,29.93972721210025,D,0
84,Divorced,Homosexual,Other,C,-16.09211828348449,-7.123584411963976,E,E,A,E,10.848159519231192,90.40925833816891,83.29584675531942,B,0
28,Widowed,Heterosexual,Female,B,-37.32867315399069,19.164369124139778,B,D,C,C,-47.02517673415556,-164.57192102742158,82.10237634778132,D,0
95,Single,Homosexual,F,E,-57.10345689985199,-247.00929022553214,D,D,A,B,12.836592374563393,-92.22602770434227,135.35164838450723,E,0
19,Divorced,Bisexual,M,D,-52.831948190062995,36.38069720681088,A,D,D,C,109.58959718531571,-33.92549518836217,-42.931826104729296,C,0
81,Married,Homosexual,Female,E,14.446272543955976,-66.29483061459175,D,E,E,D,-47.099977021290876,31.424968382835544,-22.78780063565871,D,0
95,Married,Homosexual,F,B,-156.78271365104536,36.066420752276585,B,E,A,E,194.1797624376424,-23.181843628355892,-83.99203145856255,B,0
18,Divorced,Heterosexual,M,B,-52.06180843151335,-25.374168042394217,B,A,B,E,-159.76159431769887,-78.41036460923205,-7.743289825203685,E,1
22,Divorced,Bisexual,Male,E,-73.60326295209929,-54.26037626779403,B,D,C,D,-47.005070804624445,48.41866545291117,-45.9477511263349,B,0
90,Single,Homosexual,F,A,75.04250837687827,132.55065248354484,C,C,C,A,44.799109357878955,-25.415161799528164,-3.060117151468259,A,0
45,Single,Homosexual,M,B,-117.98061465852847,-122.59973032988736,E,C,C,C,-122.91620456855341,39.117764701568404,-47.07479715389056,A,1
22,Married,Heterosexual,F,A,201.06215664463178,9.174665398819913,E,C,B,B,33.66323158393706,26.50182302288918,78.3923049030481,C,0
99,Divorced,Other,Female,D,-146.94066894814966,-38.13745298075318,A,B,E,B,46.415139004938005,-168.29029019199993,23.861767814534453,A,0
45,Married,Heterosexual,Non-binary,D,-53.02517412185094,-67.97850584417738,B,A,A,B,87.75626831740719,-167.83815120094116,22.2707486516218,D,1
63,Widowed,Heterosexual,Other,C,180.35814498588377,-88.64972879175485,B,C,A,E,34.50793177158717,-53.392916833904195,19.27632361664535,E,1
67,Widowed,Bisexual,Non-binary,D,-47.508190360292666,-31.94761941120849,D,D,E,A,-71.65562403307574,-29.055333626760522,80.01984430519573,D,0
28,Single,Bisexual,Male,D,-89.48438267920386,19.849388435241746,C,E,A,D,42.5483498814384,-12.356689485376018,-134.83958924394065,E,0
58,Widowed,Other,Male,C,-15.262379899761896,59.84374019168675,B,D,B,D,16.658288847712534,-183.66632825260947,16.407072033362155,C,1
95,Widowed,Homosexual,Other,B,31.498324111925424,-21.382908488249353,E,C,C,B,68.2538730994993,38.43105487504527,-54.91172955949155,D,0
45,Married,Other,Non-binary,E,-70.94988356600794,-96.97759106003141,D,D,D,A,-163.05540715358393,-195.10547511081268,-70.77656110236975,D,0
42,Single,Heterosexual,Female,D,125.96762937723184,74.40101968704985,D,A,B,D,-9.501194214177199,-100.37728068023142,-85.54628787312978,D,0
29,Married,Bisexual,F,C,14.339357535435267,23.979506494252085,B,C,E,A,-25.98781674072452,110.06968953856482,89.67343539577563,C,1
64,Divorced,Other,Male,B,8.969587863573787,48.778461333149224,D,A,C,A,-73.61775542890197,-39.49887556369524,-12.958395357719823,E,0
33,Widowed,Bisexual,Female,E,7.323776412488146,-50.717156039473046,E,A,C,A,85.20925798614216,114.38112431428557,-247.11775702363514,A,1
57,Single,Homosexual,Female,E,-85.73260887136018,-8.400964018852001,C,E,E,E,105.8752676373324,-120.79064255359373,-123.25671504456925,C,0
19,Married,Other,Male,D,110.49538684068992,87.92177899009594,E,B,B,E,137.00287572171243,64.73797066303652,-48.61354591909349,A,1
38,Widowed,Heterosexual,Female,D,90.84840482260888,-170.96372702874706,C,D,A,C,-90.30750392015582,5.1108872273290125,36.04627054362012,C,0
74,Widowed,Bisexual,Other,B,27.322030409040998,69.84841431174279,A,C,A,C,-66.04502732626909,-100.77636605945628,-97.19103178736377,E,1
44,Divorced,Bisexual,Male,A,-210.42374855745396,10.485234847526552,C,A,D,C,55.85719006423736,-69.59422754806623,75.32564058759264,B,1
30,Divorced,Other,Other,D,59.50852475545747,-50.55637611508992,B,C,B,A,152.72220437859778,66.43876059532815,-19.96545593686887,B,0
50,Divorced,Heterosexual,F,E,2.7911036170084795,-146.9996211984051,A,C,C,B,-36.034010695254224,-88.21458093403506,-42.31296905885694,A,0
56,Single,Heterosexual,M,E,-103.4785673804277,75.0285664352915,A,B,D,A,106.93160718730343,-169.44558284487843,-111.39934626395383,C,1
41,Married,Homosexual,Non-binary,E,-19.58172358904185,136.10253462367305,C,C,E,A,-25.022596706565732,40.868252368280466,137.37160306438193,D,0
59,Single,Other,Other,B,-0.5169105947142493,16.943529833047894,E,D,C,C,119.05645977342458,48.9885423219184,65.10320487456349,D,0
71,Married,Bisexual,M,C,-223.7754284677604,-73.90347199086183,B,B,C,B,-87.2621872727563,53.95744601828297,-71.13390875750923,B,1
21,Divorced,Homosexual,Non-binary,E,-77.06968092876359,-123.70091342492708,D,D,E,A,-93.68913081314213,2.1514927871632152,168.64432317634004,D,0
34,Divorced,Other,F,B,18.206677647596734,-148.026783093512,C,E,A,E,204.8025692871341,6.047342598493462,-127.79704982380605,C,0
55,Married,Bisexual,Female,D,28.452692178152734,-152.79629545606977,B,E,D,C,-10.915753819857803,112.23967188424169,202.78726547445694,A,0
22,Married,Homosexual,Non-binary,B,-162.0274526199451,22.37144069708109,E,A,D,B,23.951928632463616,3.107545606781204,-104.996961635697,B,1
65,Divorced,Other,Male,E,-51.743318131782345,188.985433726977,B,A,C,E,141.4820104643922,42.637115239849,100.05199116492072,E,1
68,Divorced,Homosexual,F,B,-156.12699161603547,13.711755298432534,C,A,A,E,-114.08986243900053,-149.21475824087935,144.67570096331875,E,1
64,Divorced,Other,F,E,21.22620615651464,-0.9541333987465692,E,D,C,D,-175.06175800975453,36.098359801189886,17.332382775406842,C,1
94,Married,Heterosexual,M,E,6.440645759794821,118.1689388160873,D,A,E,E,-67.33687333197071,9.351997522050807,86.34933705159385,B,1
18,Widowed,Bisexual,Male,E,72.6311738367598,125.69626158664622,E,C,C,B,-7.24983125625027,67.3864268345459,75.99040598608411,A,1
95,Divorced,Heterosexual,F,C,74.2363368176432,30.413793284390017,C,E,D,B,114.64703755886336,51.35258110887359,72.22297914750435,C,1
24,Single,Homosexual,Other,D,-101.85635239132678,-19.527193726166658,A,D,B,D,13.247558735203368,-39.47091147479718,-103.58264145989604,A,0
46,Widowed,Heterosexual,F,E,-288.9265492768627,-50.91424735132512,E,B,B,E,109.19924607723466,-5.350753582139476,10.730823551295183,A,1
55,Divorced,Other,M,C,-137.67177312218283,-49.67900241523758,B,E,E,D,-85.21857311980816,49.10344431061605,90.90290315869781,C,0
80,Widowed,Heterosexual,F,B,-67.87718161763252,-56.57771016323932,D,A,A,B,-99.52485728960043,-34.251018418522314,-108.90831556110953,D,1
21,Divorced,Heterosexual,Other,D,-111.73335829793535,-187.91706939041106,C,A,B,C,-40.04475361763197,40.64000803819949,11.349765511591933,B,1
74,Married,Bisexual,F,A,-85.09214149620327,-123.96120269815137,A,B,C,C,10.307499245540894,-80.7341278272561,-84.37465175849795,D,0
62,Single,Homosexual,Female,E,-115.51512485168334,-33.66411320655215,D,B,E,B,72.55248151540346,-79.97741054554704,-149.33283215427124,C,1
68,Divorced,Heterosexual,Female,E,120.35171225475625,-25.674037541958505,E,D,B,E,-42.3677398712983,-97.42511871688623,137.19038982599878,A,0
57,Divorced,Other,Female,E,83.15530330047629,-2.874504475374333,A,E,A,A,96.40794088602573,50.63471942716099,-12.983616824172115,E,0
78,Single,Heterosexual,Other,E,-15.722408729735854,28.46177128632822,D,E,E,E,-228.37404938815064,-57.34951634475664,23.78334778102509,D,0
91,Married,Heterosexual,F,C,62.08032562844207,79.84372879155089,B,C,A,C,72.3866892559127,-160.67171307502318,-11.82727659877987,E,1
65,Widowed,Homosexual,F,D,-46.1809700684104,-33.71097902574071,E,C,E,E,-39.96564238361138,121.7774237444662,33.92784908666428,C,1
67,Married,Other,M,A,79.9036319017147,191.147554372085,C,D,D,E,-131.34810446239524,75.87609774559874,19.99216492415553,D,1
88,Married,Heterosexual,M,E,-127.82430811355914,34.7817100311728,D,A,B,A,108.14537530288621,-26.78725853445083,-26.197879617885146,E,0
28,Widowed,Heterosexual,Non-binary,C,22.059320778323148,116.18553145775013,B,E,E,C,-157.2423423169273,-41.81898694446278,-23.279697864093745,B,0
37,Widowed,Other,Male,C,66.31767609148118,65.47356678394921,D,E,A,C,-111.47612922280452,47.53809467588804,-91.42833138874063,A,1
73,Married,Heterosexual,Other,E,92.8746133606479,-38.74447918128815,E,A,C,E,19.24543022082381,1.7241527493802242,-124.74938020295549,A,0
77,Married,Other,Other,D,169.33880674065097,-7.5062484845446225,A,A,A,C,-31.577282513378307,-124.64707355453054,-96.63681022948977,C,0
79,Single,Homosexual,Female,E,-87.20623888825544,-135.3755650888948,C,D,C,B,143.39173482734654,38.87808176950311,60.575035595780605,B,1
65,Divorced,Homosexual,F,C,-63.59605503094532,-115.57480062955041,E,C,E,E,35.54350559792215,-149.3703657570094,-17.74415073973312,B,0
47,Married,Homosexual,Other,D,-6.130349931757204,-11.238860816853567,B,C,D,A,43.118303086893484,13.220634849531173,-15.459889703188953,C,0
25,Married,Homosexual,Female,B,-40.15692739373285,119.6290019853157,A,A,B,E,68.00204754927226,-81.51573588312895,132.16098052472657,A,0
85,Widowed,Other,Other,C,-202.57612587982234,-92.75379773329105,A,A,A,D,35.36379175603335,-132.20832223088271,1.8801293978481866,C,0
58,Divorced,Other,Non-binary,C,42.357796686868646,53.688847052658,A,C,A,A,122.74352530214112,-16.769976293759168,161.48951821287295,E,0
69,Married,Bisexual,Other,B,-169.1448904695912,46.142777070278925,B,A,C,B,166.08299351041734,-51.5117968024594,155.7879835246591,B,0
55,Divorced,Heterosexual,M,C,0.55247673633746,25.09015195802182,C,B,B,A,-65.60693502412012,219.83179450361746,-105.09333435528315,C,1
81,Divorced,Bisexual,M,E,-23.826763540775406,156.56420024380057,E,B,A,A,-18.32991200008128,21.96207271977004,78.9882603203396,B,1
48,Divorced,Heterosexual,Male,D,43.40084134892474,147.1798032453844,A,E,D,C,-58.03998804455397,95.25573792091643,169.13289069758935,A,0
35,Married,Heterosexual,Non-binary,C,34.87722759280051,80.68924465498336,E,C,D,C,-2.68323150308999,125.57071495723777,-60.13496409273312,C,1
95,Married,Heterosexual,F,E,-70.96001403606414,-113.8320448946665,C,A,D,A,-28.860383244813487,-36.86004396665014,-82.77102469536585,A,0
25,Divorced,Other,F,D,-30.537265866562507,35.29238565003917,D,D,A,E,-14.206337208469233,37.91954909945708,-142.1547444928171,A,0
89,Widowed,Homosexual,Other,B,52.87218117867346,-156.77408378655207,B,E,D,A,-37.55799233873557,-68.58284962115204,24.748657158453216,B,1
40,Widowed,Bisexual,Female,C,-74.28054771946728,-53.83546918546966,A,B,E,E,-44.527035555496525,64.07012237849,-66.81860105511657,B,1
54,Divorced,Heterosexual,F,B,7.912622739014898,139.6960783970325,B,B,B,E,-36.86945474094836,-38.18579081449454,-155.06975017715504,C,1
95,Single,Bisexual,Other,B,56.05043042221022,-51.17334212052749,D,A,D,B,26.380022967833273,119.01185612351904,245.37797332877142,D,1
72,Single,Heterosexual,F,D,128.18433752495147,-33.7219679183628,B,B,B,D,105.85198548496619,-36.55412608359248,343.40530244998143,A,1
80,Single,Homosexual,Male,B,21.066507801950408,128.86753548713563,B,E,E,E,254.62746574285836,-151.53941409712465,-14.259160501819206,A,1
54,Widowed,Other,Other,E,91.2098569471206,-29.736520892922325,E,A,A,A,54.63504701833203,197.86545261489405,-140.72916996889842,E,0
83,Widowed,Homosexual,Female,A,120.91938995820526,58.6473680273273,C,E,E,B,-59.13567467667017,-1.1365299651197152,-25.3754951302131,E,1
39,Married,Other,Other,D,137.18353604164528,-99.83927512645214,E,E,D,D,-26.719746737484023,192.14758257983542,-0.3721454786678541,E,1
18,Widowed,Other,Non-binary,A,108.11831813091175,28.190888855884456,C,A,C,D,131.05901676221666,3.320525732304786,131.30117987716957,E,0
20,Divorced,Bisexual,Male,B,28.59180981399082,104.8985137125801,A,D,D,E,1.2937291015474415,11.683953233828133,-0.4002413201645035,E,1
