religion,gender,Veteran,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Jewish,M,Non-Veteran,Hispanic,-61.817773629182014,-9.663368109194348,73.64623854934767,D,-11.004631274245892,A,E,-144.4129997021946,116.87744792567017,1
Christian,Other,Veteran,Black,5.286755057271673,0.5245326625108667,-12.128551148375324,D,-8.610366428440628,A,B,-168.81647595313603,132.54380788816255,0
Buddhist,M,Non-Veteran,Black,70.73656607426096,35.46420321883512,-115.2000544456454,B,3.102864679454475,D,E,-34.92204124884516,-148.57728994110153,0
Other,Female,Yes,Black,-52.0202944511577,144.33146740371822,120.53704890690706,E,-26.701912320899,C,A,47.07579572943335,24.450971255736977,1
Christian,M,Yes,Other,59.098193459160285,218.24560741302227,-29.892667164985966,B,-165.6569308215066,B,C,62.14212625321749,14.505089258635644,0
Muslim,Other,Non-Veteran,Other,161.6588724391715,-178.42002379875174,-7.525422257839616,C,-90.10410909703343,A,D,-43.73820093668098,-81.66796563056025,0
Buddhist,Male,Yes,Asian,2.6589643168183623,85.64932109630621,10.158945117176213,B,30.389818043262608,D,B,-94.92868139740473,-154.69428768455987,1
Christian,Male,No,Asian,-301.23043411696557,73.09251707397124,102.2923523142019,D,85.63729059381465,E,C,-128.85852877416156,-39.6990647516647,0
Muslim,Female,No,Asian,107.12616153087077,194.77068284424723,-133.59188454533393,A,-173.29883735183813,C,A,-34.79875870437602,-85.45422816872419,0
Christian,M,Veteran,African American,24.003206936787635,49.435532281984976,70.74129139588958,E,174.07810083480683,A,C,-52.51295870235661,95.74725883827482,0
Christian,Female,Veteran,African American,-52.68991483298875,52.71668819135746,134.75849014068277,D,-92.83050068601884,A,A,172.22137182641683,-51.137489414423754,0
Hindu,M,Veteran,White,-109.90470520117634,46.038050718888314,-5.721025405003199,E,9.473499713747856,A,D,-114.40126143594134,18.161227347346887,0
Other,Female,Veteran,African American,67.50761425820852,-56.43114470333056,-11.718045092958267,B,-150.76856410487542,C,D,-68.56728932114345,-128.20046544741555,1
Hindu,M,Yes,Other,112.64941644342315,149.95191460748677,48.07788910216424,B,-125.86666404047462,B,A,30.999373203530016,128.17254067076937,1
Other,F,Veteran,Hispanic,123.42372358585327,297.593636973794,-33.943759173508084,D,89.8162440989425,C,B,17.81738261988553,76.71458336288853,1
Christian,Other,Non-Veteran,Black,63.37858959466273,58.02027790123249,-191.33080913571408,E,-129.99807695067526,E,D,-10.933347023432455,83.39310988174216,1
None,F,Yes,Other,41.12041758035863,-76.16758621710468,-190.74662844718034,C,-146.6338327935103,B,B,-52.21479192140459,-63.309511299511925,0
Hindu,Other,No,Black,17.763949991869666,14.94926678600145,-4.799277661770092,D,3.2944368034147056,B,D,149.97113378068155,116.85410306190407,1
Other,Female,Veteran,White,-94.81689047078814,62.59980277546903,-79.4839566955565,B,-71.19989686486923,D,C,-34.91069527154993,-38.5937223391197,0
Christian,Other,Non-Veteran,Black,136.53749897760804,-154.30616137187542,19.579569944195246,C,94.13895822101821,C,D,73.15326423486451,-49.28511581863291,0
Muslim,Female,No,Black,65.2628446366257,8.75847065122403,62.91980210976392,B,60.36448763615794,B,E,81.08922031098241,-7.786427916234259,1
Jewish,M,Yes,African American,21.178843645710902,-73.52614888438255,128.78515670674673,D,47.74424361466995,D,C,-135.7911226610246,141.42014924619656,0
Hindu,Male,Yes,African American,69.0574793328494,75.5307270613534,-129.45268131257873,D,78.54510551085284,B,E,160.7018128534174,-26.947886524626142,0
None,Male,Yes,Other,-125.60547257035557,63.166915852587344,70.52816096604579,D,-108.28877268545149,B,C,276.0791216242322,-30.78831396611309,0
Christian,Non-binary,Non-Veteran,White,-152.49453021991272,181.26518499473022,63.70396689360982,E,-54.17288322689087,E,A,-112.84369733105018,31.446922470482125,0
Jewish,Female,Non-Veteran,Black,-23.179776808231484,70.12117706301231,-302.33883343594067,D,164.24040449240997,D,A,11.582251273810277,-72.93111557845118,0
Christian,Male,Yes,Hispanic,-11.557850629050073,338.4559519785744,110.45342452617295,A,129.48267949109638,B,D,-21.979127415465655,94.73683773752818,1
Muslim,Male,Yes,Asian,-18.599069458550616,-71.37777083095814,-61.55669314884723,C,12.829728217647073,D,A,75.51497794449378,-76.15575033051134,0
Christian,Other,No,Hispanic,30.815544955944357,-145.83808896400782,-252.69113073932692,C,54.429812045861894,C,A,22.642686409058243,-12.336719973211963,1
Hindu,Male,Non-Veteran,Hispanic,-125.96586278086079,-40.61308866915697,-6.225290175175704,E,90.26614821723393,A,D,-98.75728791147596,77.20674903472961,0
Hindu,Non-binary,Yes,Black,-254.36917169407477,153.7327324547303,-87.375957092741,A,-51.84810808322345,A,C,80.50993312211577,-79.18928683697946,0
Christian,Other,No,African American,84.79699511955403,-1.8480348930599637,43.55690827266387,A,-184.16523927138496,B,A,48.90675598257081,73.42056329168393,1
Jewish,M,Veteran,Hispanic,-148.06937356165395,-65.60624991103025,220.362508132063,B,15.152785666161789,C,A,-125.82688698499642,11.61833843231962,1
Christian,Other,Yes,Other,-114.74255273048277,5.778979080931721,-148.14188750558958,E,11.324417736705893,D,B,-20.766671372097264,-227.44042649918214,1
Christian,Non-binary,Yes,Asian,95.21788958019631,-55.48311750955752,-7.6029125331706675,A,3.7264454756375187,E,B,-230.33145392139488,31.25634507047873,1
Hindu,F,No,Black,-11.201359412544555,-113.58988379170228,187.70108730687534,E,-176.5435761227223,D,E,-12.984198207995862,70.27807696216549,0
Other,Male,No,Hispanic,148.54768239009488,-130.69026150947423,-7.794042700063013,D,16.247539807927954,C,A,-112.82426279480609,-180.4321294852528,1
Buddhist,Female,Yes,African American,-48.13088457004324,72.70913334351033,27.37769089428696,B,55.53376593406709,E,A,-90.20048632794455,-185.60719054794995,0
None,Female,Non-Veteran,Hispanic,-111.08799419534327,57.710075708996825,45.64273618093022,D,-42.94519859271486,E,A,-39.95771611950172,43.160237771694035,1
Hindu,Female,Veteran,Other,-13.54733094387201,11.464437042778044,-125.10352150509519,D,-64.36431594698284,C,B,32.028576207163844,121.57781736115612,1
Muslim,F,Veteran,Hispanic,174.7949989400619,69.16726072358112,0.49073634987514536,D,-19.82806970265089,D,E,306.19875768056744,51.46492239433055,1
None,Male,Veteran,Asian,27.96983430210316,99.13887735880937,-15.554605828652967,E,79.50389219892966,E,B,-171.76897190165602,-23.373589643812075,0
None,Male,Non-Veteran,Black,-168.6504568736489,31.27990791599244,-60.915413492807616,A,-161.1685390369385,A,C,-80.36412868170277,-7.8715968338783355,0
Christian,Other,Yes,African American,-50.569717840424936,-12.697263047576374,51.18763697430093,D,34.226882785771764,A,D,-128.42319396784805,-122.46214901569108,0
Christian,Female,Non-Veteran,Asian,-157.18541471284342,-127.78771987416992,-113.93975368179639,B,36.26518955135251,A,B,199.36057152991572,-7.434664369460715,1
Other,F,Non-Veteran,Black,-13.493969419605595,34.76495682141565,-29.585557185136746,D,-70.96074651857768,D,D,-107.61275240013333,45.60874390027958,1
None,Other,Yes,Black,-60.60725307911679,-105.61292164461362,138.9337859562718,B,-38.327117970882725,A,D,29.469184346547795,134.08637661607742,0
Christian,M,Veteran,African American,-43.03978044267029,52.63033481256738,-170.18326822907963,B,16.265187127146337,D,C,35.56667919609646,126.4305945462947,1
Hindu,Non-binary,Non-Veteran,Black,26.258725058678266,281.36987284624007,62.18197457116739,C,-102.59451357733538,D,D,-62.41974573927811,-114.30605363164415,1
Other,F,Veteran,African American,83.36248722883691,152.9220588150852,-80.98507005450557,A,-38.0048511727941,E,A,18.117795469023992,-7.19529921414966,1
Other,Other,Veteran,Asian,13.036395904894466,16.150449882388315,68.55365239088862,D,62.572953039758374,D,E,-7.877913548592455,-98.33625957734044,0
Hindu,Other,Non-Veteran,African American,-67.2706062649942,9.156667109369558,66.85538125197344,E,-69.9828924010076,D,C,70.34512058124177,204.86246591939232,1
Muslim,Non-binary,Veteran,African American,16.829000723729283,166.49295636481435,72.5383033118368,D,3.253548683103687,C,D,138.60587596781863,-76.5042926128545,0
None,Male,Veteran,Asian,-16.552181115313886,-36.76032137503201,-132.3293964388714,C,152.01245062877504,A,A,178.49478179482213,166.6841738195612,1
Other,Female,Non-Veteran,African American,-21.32802201092346,-31.471635134296832,-119.63718889500193,A,119.16039389312768,B,C,-74.93551367788015,-60.886928126260855,1
None,Other,Veteran,Hispanic,-62.88859249056398,25.26361016249878,280.1546913825859,D,27.866774141047614,B,A,-84.04385292505718,11.697124590913628,1
Christian,Female,Yes,African American,-46.9469764774573,88.84793523932242,49.80667410631116,B,15.307937033700753,A,A,50.053353858747286,-93.25570468403157,1
Hindu,Female,Veteran,Hispanic,94.35605438748924,-43.34706645511935,-108.53095431149646,D,117.30573135141826,B,B,-31.847540435566646,-68.09690776408824,1
Hindu,F,No,Asian,-182.18036021885985,-44.56356881847634,-102.46877744517803,D,-22.248288405466123,B,A,20.311173957403465,-85.53053841378097,0
Muslim,F,Non-Veteran,White,68.2659414567924,-67.52096493500599,-28.707459110339066,C,-148.8377901459653,C,D,149.6461873453113,196.43805047960313,0
Hindu,Male,Yes,White,-16.702051233413577,-150.8380795653154,61.23221064022128,D,5.530346369497241,B,E,24.765507335339507,34.720169460611864,0
None,F,Non-Veteran,Black,107.55983521155883,-24.51637550186703,160.63325221570005,A,58.64473560994723,D,C,9.41529360018603,-97.86315299124345,1
Hindu,M,Non-Veteran,Hispanic,121.08987518913081,-121.66135274428159,-54.40471664663149,D,-5.814149521308268,D,C,166.22122088924712,-72.78797929419312,1
Other,Female,Non-Veteran,Hispanic,135.46659484855812,-212.80118614428812,-79.6881018842839,C,87.10294272531043,E,A,-23.74494751593872,12.099295156804118,0
Buddhist,Female,Yes,Black,115.68936763434236,-62.00211971047904,-112.72190661639824,E,-27.13122409341712,D,D,109.1423238316173,119.90023143249657,1
None,Male,Yes,Asian,-123.98949989744035,96.57027717013048,26.66705260786251,E,66.22911084053797,E,E,35.709105134054774,166.4112531167124,1
Buddhist,Non-binary,Non-Veteran,African American,-92.25882080435282,-113.87497468353438,-3.005676882398773,B,-197.69954561051995,A,B,-55.89101367963127,-113.12616788030022,0
Muslim,Male,No,African American,81.0377361233707,-49.550974116715715,110.46646558486802,A,-152.17237774095395,D,A,3.9383164801161574,80.2065794974792,1
None,F,Veteran,African American,-81.98365995154201,-74.03806078473198,-7.94989728050038,A,143.50871608773227,A,D,-188.39893648677892,-99.42805122088905,0
None,Non-binary,Non-Veteran,Black,20.596732533270202,149.66406346830559,-116.82116025485638,A,-64.0245726894187,D,B,-93.3733400813019,-9.1197590014549,1
Other,Non-binary,Yes,White,216.09894896071347,-17.098681005592486,22.88355349567841,D,114.89307327418953,C,C,110.00604282051636,85.99223131572784,1
Buddhist,Other,Veteran,Other,-74.85702432431032,19.414509703109037,59.393961056392286,C,-135.65372542253996,D,E,-135.47506807060628,300.22245420783423,1
None,Female,Veteran,Other,51.1186799332198,207.83055132452003,-136.19245107884677,C,22.606392084752695,B,C,-189.6531234642559,-132.3315343485962,0
Christian,F,Non-Veteran,Hispanic,-49.467843753924996,27.055776924791008,145.39356183293236,B,46.543691589446446,E,C,-113.4993883996237,77.50578794553098,1
None,F,Yes,Other,-198.06090030928783,-107.12962521218294,173.94953467093055,B,-7.560215559133621,B,B,121.6361631704269,-38.194496533391344,0
Buddhist,Other,Veteran,Hispanic,-83.39311063062752,79.09509148979483,27.901914181405772,A,15.419561744328615,A,C,75.89711366344817,121.55593746633588,0
Muslim,M,No,African American,150.48933560900147,105.31805249691348,82.08717565196817,B,-38.406899831963884,D,C,-20.286596676309856,-13.22633852236333,0
None,Male,Non-Veteran,Black,-30.411845352388045,-21.537700691245902,-78.22385064182372,E,-81.51361591965714,A,B,-118.4058114382184,-44.75387700386394,1
None,Female,Veteran,Black,48.78225424518581,79.13310297937338,52.84654360195845,A,63.34930545601528,A,E,-21.82052316364099,251.64058553555662,1
Buddhist,Male,Non-Veteran,Asian,-282.6475684064648,105.79932717053208,65.93839968574213,D,-54.20223919886509,E,D,7.047376458719805,-97.75533992911892,0
Buddhist,Female,Yes,Hispanic,66.11598636262305,224.93402055198217,-77.46120523580221,B,-166.63251894023853,A,C,-57.78290850404297,89.08318862988575,1
Muslim,F,Veteran,Hispanic,-56.712330314949135,-54.057848421729204,45.116089479115665,A,-72.30400542546238,D,B,17.877717020649786,-48.3430570488572,0
Other,Other,No,African American,114.15663100788012,-170.70659677584004,56.744510784926696,D,-8.275554735908381,E,A,185.39912684772602,194.61071907182878,0
Christian,M,No,African American,-131.81598017686397,51.839211378378,9.902300036711466,C,50.62713359307389,C,A,91.79869613004102,-37.954822482665755,1
Christian,Male,No,Other,41.822938829921064,46.116220684494564,79.53846628049772,D,-76.58221689300223,B,D,21.379262708868076,-44.41211053506448,1
Muslim,M,Veteran,African American,29.96329212019918,-97.08224427770875,-124.49126518808909,D,-178.17442474491727,D,D,92.07626188174275,-11.399642490806723,1
Other,Female,Non-Veteran,Asian,45.95528386471677,-86.64625502830617,-12.456028834140202,E,199.7124462960422,A,B,48.444082968712685,-107.38802420116937,1
None,Non-binary,No,Black,-34.46958739206317,-50.936229751304815,-10.553173342634343,C,-84.36127127441397,A,C,-81.1428749922555,-158.67067495189724,1
None,Male,Veteran,Other,-51.825149181241024,-84.29130437136632,-138.54527131188038,D,127.25891935525664,A,D,175.99721628175968,193.83556926606047,0
None,Other,No,Other,-23.524707021548956,69.78265867508368,60.99315762920714,E,162.29916810994112,D,C,122.93049816813718,-55.73794697648579,1
None,Female,No,White,96.03972386961968,19.234244733184095,-40.7680225421557,B,193.44090902585617,E,B,161.3413547064205,-99.25435220759883,1
Other,Non-binary,Veteran,Hispanic,89.21184576697034,228.24369494111897,25.129218517848393,A,85.03498071773187,A,D,-54.90552155421929,-37.8570161172541,1
Jewish,Non-binary,Veteran,Other,35.76553004961905,32.54680139139561,7.346111128918899,D,202.4928762036184,B,C,-89.19036441403173,8.807862485244371,1
Other,Non-binary,No,African American,75.15515179321469,-75.51051663728099,40.886185043607085,E,158.71063080847009,E,D,110.28586066919483,207.68684117821624,0
Jewish,Other,Veteran,African American,36.77146890521079,84.77969541973923,-27.711838146160318,C,31.569859584262616,E,D,-88.71983310237584,109.45559442798857,1
Jewish,Male,Non-Veteran,Asian,96.74197610753032,-114.2657621472135,29.780885445877193,B,70.35317388914365,C,C,11.344065779902603,-101.3081184413079,0
Christian,Non-binary,Veteran,White,171.65985490711572,161.19891116661464,-178.1168317639518,C,-52.11495017989311,D,C,27.520778693836107,64.10004044910467,0
Other,F,No,Asian,-186.64281736985265,17.35334662655418,-14.004755255519107,E,-70.4459360195072,A,B,-151.43802714936268,-22.529375753619465,0
Hindu,M,Yes,African American,-89.4542407575878,-12.356416929504734,-6.355935875991091,D,150.14443576905438,C,C,178.36895463567902,66.55591928422689,1
Buddhist,Other,No,Other,-47.726310917917345,-85.39468795241366,55.31179035207781,A,152.01550529558136,E,D,-66.06963701839715,-28.59239909295013,1
None,F,No,Asian,40.68377605701976,-76.48354613398263,-23.884305122967593,E,-83.33088383386267,B,D,-57.20816290766946,102.9678456850059,0
Christian,Other,Veteran,Hispanic,-12.249148851473604,-14.90179415578462,119.40347108064672,E,-169.62944802898855,B,C,34.28808950655619,106.18923930962796,1
None,Male,Non-Veteran,African American,-80.158393068406,146.8377148536124,-28.395940907318217,C,-63.354933517952006,C,B,123.1466807807445,65.3682112321853,0
Jewish,Other,Non-Veteran,Hispanic,21.7880809460411,2.762809246114275,69.47304566575055,D,-87.69496426205973,A,E,76.58125271094434,50.001085437593616,1
Buddhist,Male,Veteran,Black,10.808543059532685,64.4157549462888,-31.00889625543019,B,-52.584365603301585,E,B,-107.6048428900013,61.15072057560498,0
Hindu,Non-binary,No,Asian,-130.2629057178061,167.2019407143201,-52.26656307471057,A,186.60936169755072,E,D,-93.83437142329863,157.52721261754192,1
Other,Male,Veteran,White,64.66182089124607,-20.19197840620008,96.15567027563881,D,33.48326508705458,B,D,-45.870912734556114,66.94935133896168,1
Muslim,Other,No,Hispanic,-39.288044407418745,105.12117668574714,166.79643287697147,E,-31.727877591041707,B,C,-72.16748775420699,-41.519229300901806,1
None,M,No,Black,135.2036028069366,-58.40644636863237,-17.404703755676646,E,-216.8974878257497,D,D,-132.66850998105016,-15.396362687975993,1
None,Female,Non-Veteran,Hispanic,25.65080155644498,-52.865623605812495,186.08255836702213,A,1.5193736778238836,A,D,52.24447716768486,-70.50783580424701,1
Muslim,Male,Non-Veteran,Hispanic,-119.44765005171136,-131.96520053953958,94.65698516002288,D,-6.682226889547178,B,A,139.09587082984194,91.98277614215976,0
Other,Other,Non-Veteran,Asian,-215.89727691815557,-202.67927323913693,-63.20552831948344,B,-26.977387820259004,C,B,29.92449499632081,4.824974969568718,1
Muslim,Male,Veteran,Black,100.87997487796167,-6.213375597814031,-107.9926499361299,E,-107.04220323993991,C,A,106.65511307566852,86.42557387436223,0
Jewish,Other,Yes,Asian,-108.84705313223748,-230.7142446892018,65.5778070187582,B,40.09994685366536,C,A,77.97620368722804,-68.51396579057439,0
Christian,M,No,Hispanic,86.74664931568863,-9.77335929600381,137.1231904003237,A,14.657020444111938,A,E,108.86315687362762,53.500244993925364,0
Buddhist,Other,No,Hispanic,-5.261895667106571,62.95562819215683,-19.97160316695099,E,-139.31121542448005,E,A,-15.988516394768816,160.2901112672505,0
