age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
36-50,None,B,E,E,E,22.94905844577796,C,-30.28519054582922,E,E,C,D,90.24343435683376,0
65+,Jewish,B,B,A,D,79.26656817858468,C,107.75796927484514,A,A,B,E,-5.6969828586523334,1
65+,Muslim,A,D,B,C,41.941308854799516,A,60.94893035003018,D,A,B,C,93.85422129619204,0
51-65,Buddhist,E,B,A,E,4.684857887458158,E,49.53126275375961,E,A,D,D,18.62741090984998,1
18-25,Christian,B,E,B,C,-199.25964174836525,B,169.97635825068184,C,D,E,A,-46.147392167281524,0
26-35,Christian,D,B,D,A,-210.543064806008,A,-59.66507716673468,D,B,E,A,83.14770550797266,1
26-35,Buddhist,E,A,B,B,-214.12382578634848,E,-116.93818200617059,D,A,D,C,-111.78448302594992,0
65+,Buddhist,D,B,A,C,-108.50371920290715,A,-272.14407680152226,A,B,A,E,60.096895575776074,1
26-35,None,B,D,D,A,-146.60524429978486,D,-110.85516762192931,D,B,B,B,126.60847146034297,1
36-50,Other,A,D,B,D,106.08808653240172,B,-9.222170848190075,A,B,D,C,151.01705479536156,0
65+,Other,E,C,B,C,68.33757619731468,E,-261.11795968005833,D,B,A,B,24.894417643568527,0
36-50,Muslim,B,E,A,D,70.84145811354949,D,14.413388410230521,D,D,E,B,99.7064743531334,1
51-65,Muslim,B,A,C,A,52.54484028065033,C,62.90342944611631,C,B,C,A,-87.12653972295612,1
36-50,Jewish,E,C,B,A,11.105059126831762,C,-103.7848937995852,B,C,D,D,11.297804077627145,1
65+,None,D,E,E,B,46.8901935449524,A,105.47204774855395,E,E,A,A,-82.34107709235965,0
51-65,Muslim,E,B,B,A,98.85140638798885,B,-181.78075511828462,A,A,B,E,-128.11742291268575,1
65+,Christian,E,A,E,E,102.36819898069601,E,-83.99143299544698,D,B,E,E,-141.60639055196387,0
26-35,Jewish,A,D,D,C,-22.84474907795958,A,-12.889198161996207,B,B,D,C,41.360611196154515,0
18-25,None,A,D,C,A,-151.7058446694228,E,-87.59181011561502,B,C,A,B,-13.12302822174079,1
36-50,Muslim,E,C,D,D,-151.02387208767317,A,-99.0045581464653,D,C,E,A,-260.58503635663266,0
36-50,None,B,A,D,A,-10.08868104727068,B,87.95006721374422,D,A,B,C,-35.72916184682638,1
65+,Muslim,D,E,E,D,-93.92131572063187,C,102.56821470097195,A,B,B,B,44.151006397348795,0
51-65,Jewish,C,E,B,A,116.74928553426467,B,-46.31537875251389,D,E,E,B,8.481092551550898,0
36-50,Buddhist,A,E,C,B,-81.29038380780231,D,13.83816220176316,E,C,A,A,-143.7565678212809,1
36-50,None,A,B,B,B,-80.05836293128561,C,-27.281569600143868,A,E,A,B,174.6371099124229,1
51-65,None,D,C,C,A,-95.68977124362877,A,-11.393350623763467,A,D,A,D,-56.84069073399313,0
36-50,Hindu,A,E,D,E,175.4921109509619,D,113.56303197903574,D,D,E,A,-163.0362963116138,0
36-50,Christian,C,C,B,A,-22.24599194878247,A,155.45430097332886,E,B,B,E,36.229167620027944,0
65+,Muslim,B,B,B,C,-117.453734241344,C,-15.270805961511922,A,D,B,E,64.40171463327408,1
18-25,Buddhist,B,D,C,B,20.24981662282632,E,135.59606100924321,E,E,B,C,116.1217155779358,1
26-35,None,B,B,A,A,-64.74181165830956,D,-83.28885704080534,B,E,A,D,137.43101459979434,1
26-35,Muslim,C,B,A,B,-115.6092426153708,E,-103.88530853463418,D,A,B,B,-102.96216670207752,1
18-25,Buddhist,A,C,D,A,20.332938909740967,C,14.014512811581506,A,B,E,D,-4.532936673317161,1
51-65,Other,A,D,C,C,-0.050569746311285364,C,-100.71359096849714,C,D,A,D,18.28836619066136,1
36-50,None,B,B,C,A,17.18601335214769,B,-115.1359594285956,D,A,D,B,107.8612935102349,1
65+,Jewish,A,B,E,A,-53.816160918873024,A,-152.3952166267915,B,B,E,A,-70.91202564792164,1
26-35,None,E,C,B,C,75.91499771937016,E,126.69561535491202,D,A,C,A,36.960832115829554,1
36-50,Muslim,C,A,E,B,-13.384429127448508,D,-2.7666726065221745,E,B,A,E,102.14926239444743,0
65+,None,B,B,C,D,-5.622097126443756,A,31.138057012271364,C,A,A,D,13.486864625244818,1
65+,Hindu,E,C,C,A,106.46888683947628,D,98.37817284196913,D,C,C,B,-171.98485319181984,1
26-35,Muslim,C,D,A,C,89.78115820036942,D,-68.49339559909325,B,E,C,A,59.9571831571363,1
65+,Buddhist,C,B,B,E,140.78444546643613,C,-104.7572924482743,B,E,D,B,-48.26983079381459,1
51-65,Muslim,E,D,A,D,-7.878499634395736,B,-19.220522325053604,C,D,A,A,-146.4618371820286,0
36-50,Muslim,D,A,D,C,-87.42590692414531,A,110.03899352017098,E,B,E,A,267.7380289205151,0
36-50,Buddhist,B,D,D,C,-32.903419786816556,C,32.92298797125175,B,A,B,D,114.03474159305694,1
36-50,Other,B,A,D,E,-24.145682068051272,D,-135.62123133585462,A,E,C,B,-114.30077917847503,0
65+,Jewish,D,B,E,E,-77.23567487558218,A,103.46946723310214,D,A,E,B,67.59835527624134,1
18-25,Buddhist,A,E,A,D,111.92679256497217,E,8.444115694902164,C,B,E,B,-18.23191229829794,1
51-65,Jewish,C,E,D,A,49.57866963559835,C,31.22600533710738,A,E,A,B,-12.54575652510996,1
36-50,Christian,C,B,C,E,-195.53732771073717,D,19.890814905420086,E,A,A,E,56.746802093322614,1
26-35,Other,B,E,B,A,25.28461887119508,D,81.56917250972184,D,B,D,D,-61.780234402768464,0
36-50,Hindu,C,C,E,E,37.82132965385171,C,157.69298134771373,A,B,C,A,5.5882990110347155,0
18-25,Christian,A,D,D,C,-27.748873382589025,E,4.6767468780164645,A,C,E,A,-136.79942433121343,1
65+,Jewish,E,D,C,A,-39.65074784382778,E,77.06042932972744,E,C,B,E,30.93343349354356,0
36-50,Christian,A,B,E,B,-281.40310987268725,C,130.1697849089754,B,C,E,C,109.14629451120423,0
51-65,Muslim,A,B,A,D,-115.34495315298298,D,139.3955742665655,E,E,C,D,99.20001951875943,0
18-25,Muslim,B,C,C,C,-52.28898981764152,A,-63.057683151001086,C,D,A,C,-48.92483407797856,1
51-65,Hindu,C,E,A,B,-111.19925423515078,E,-68.14311893538829,C,C,C,D,-129.40557228917277,1
65+,None,B,D,E,C,14.96124311740677,E,8.2847049838723,D,A,C,A,94.42942030060858,0
26-35,None,A,E,E,D,57.035977704076956,E,24.613334686044862,E,C,D,E,70.57400770966746,0
51-65,Muslim,E,D,A,D,-156.3371643997254,C,-35.76718203117024,A,B,B,E,-118.9808206325825,0
18-25,Christian,D,D,C,A,-50.39527626364323,D,62.96088111562911,D,C,A,B,12.47860415935625,1
26-35,Jewish,B,C,B,D,-217.1275177856729,C,-53.835675155210424,A,B,E,B,-131.02038810053418,0
65+,Buddhist,E,A,C,E,-43.36217329577207,E,219.02678219810903,D,A,E,D,-22.13392763550807,1
36-50,Muslim,A,A,D,C,153.2950132947222,B,-63.291328418987405,B,D,A,A,-25.75037723840309,0
26-35,Hindu,E,E,C,B,-119.50533858505264,D,-197.21907687358836,E,C,E,D,-117.76764987723858,1
36-50,Buddhist,A,C,E,A,-14.345565714980088,E,-0.5338900342628299,A,B,A,E,10.445630217148379,0
65+,Hindu,D,D,B,E,77.92946373767002,A,100.91874545705473,E,B,B,C,76.81852558066376,0
65+,None,A,C,E,E,11.00026054042394,B,106.4205353376567,B,A,C,C,-144.57762618052806,1
65+,Muslim,C,B,E,D,-133.27309508918233,E,99.1316961525986,E,C,A,B,90.84512268277604,0
18-25,Buddhist,C,D,B,C,-108.08046212845748,A,-30.496219719533123,E,C,C,B,138.8682974212188,0
26-35,None,A,A,A,B,-31.587591956542386,C,59.3157914999074,B,A,A,A,-71.91489057874384,1
51-65,Other,B,B,C,B,91.96063134138355,E,-2.2977163342856004,B,B,E,A,27.28155677672841,0
36-50,Buddhist,C,A,C,A,-148.50692322906366,A,-82.18564354224122,E,A,D,D,17.2809529304249,0
18-25,Other,C,E,C,E,-259.0152952337585,A,16.61724390587939,E,D,A,E,-13.659351784637344,0
65+,Muslim,A,C,E,D,-16.997267824770905,D,-189.581714387966,A,A,A,E,7.206288554282754,1
36-50,Hindu,D,A,A,A,-67.76223803886172,C,17.371309514347917,B,A,B,C,-141.83139438469786,1
51-65,Buddhist,E,A,D,C,46.46871658078698,A,-113.74247098071729,B,A,E,A,55.36754756651212,1
26-35,Hindu,C,C,D,B,-76.98308265767008,A,-125.83974151261741,C,A,E,E,-176.36748260986727,1
65+,Muslim,B,A,D,E,17.600498369695572,E,-23.48591262400043,A,B,B,E,28.21332337911852,1
36-50,Christian,A,C,B,D,159.70517038239066,D,-31.985223112039087,C,E,E,E,54.465446379259994,1
51-65,Other,D,E,D,C,-116.07191794040604,A,-161.83782256227246,D,D,D,A,-111.99222888468006,0
51-65,Christian,C,A,B,C,-54.69465606866809,B,-132.68702608852652,B,E,C,A,319.6601818796356,0
26-35,Hindu,C,E,B,D,57.071243325088815,C,-111.64675957869639,D,D,C,A,51.7088988899977,1
65+,Muslim,A,D,A,D,41.9070235545986,D,-104.12046594153917,E,E,C,D,122.26439488614275,0
65+,Buddhist,A,E,A,E,-107.28007245370704,C,-39.71373622586836,C,D,B,C,-70.14651364520103,1
26-35,None,C,D,C,D,-200.59989960383496,C,-10.460745472673763,A,E,B,E,43.027394963902346,1
26-35,Muslim,E,C,E,D,-85.79162666724542,E,-145.53968897651853,A,A,B,B,186.25860261727914,0
26-35,Muslim,E,D,D,B,-59.5404893239055,E,110.7266870576347,A,E,E,A,98.59075871996589,0
18-25,Muslim,B,E,D,C,-4.928515912263363,D,2.6799975596888648,C,B,B,A,-119.33530359469289,1
65+,Buddhist,B,C,E,E,65.52234509246634,A,106.16826214212973,E,C,A,A,-41.49839310868472,0
65+,Jewish,A,C,A,E,129.05970841455434,C,62.08176622193421,C,C,D,D,-83.55092560182264,0
65+,None,D,B,A,D,38.322193672013185,B,-121.5380266494428,E,D,E,E,80.36937260998153,0
18-25,None,D,C,A,C,-27.184977397989314,A,77.222207562285,A,E,B,B,175.75432258702264,1
18-25,Hindu,A,C,B,D,-40.26064823659922,D,41.31012477364371,A,D,B,B,-52.7139068912462,1
18-25,Other,E,E,C,D,234.0461199799202,D,-55.17864748040674,C,E,B,B,-74.09986188417186,0
36-50,Jewish,B,A,B,D,15.973102259662886,D,-77.51104919720373,C,D,B,B,17.550625724250406,1
26-35,Other,B,C,C,C,-91.93103060585386,C,34.168829630552416,E,D,D,C,-24.74826089965282,0
26-35,Hindu,B,A,E,A,-3.3585758830366768,C,118.39946868846442,E,E,E,E,6.071312931951429,1
18-25,Jewish,E,C,C,B,-47.44108368054445,C,68.22781712023937,D,E,D,E,-57.85869940246647,1
26-35,Hindu,D,A,B,A,63.749921414888966,B,-52.7406002867706,E,D,A,A,-91.63381923581665,0
51-65,Buddhist,B,B,D,B,153.2845959836993,D,-97.52696197156308,A,A,C,B,103.14566430890422,0
51-65,Christian,E,D,E,C,-81.69106905298875,E,-40.835925597267156,C,D,D,A,-79.28609633009515,0
65+,Hindu,A,C,A,C,6.07281276817755,B,8.079156113739815,B,B,B,E,279.7216645616021,1
18-25,Muslim,C,A,A,C,-82.91322748127914,E,131.0113995991435,D,E,A,D,-29.10011305105556,0
36-50,None,C,C,E,E,39.483961818966726,B,-137.91372278413803,A,E,B,D,-118.30950819263781,1
36-50,Other,B,E,A,E,-41.608906891281464,C,-87.05375169703895,B,C,D,D,18.158231102066225,1
36-50,Buddhist,E,E,E,D,-115.69038135283485,A,-31.218678319847935,E,D,E,E,-148.75694193479112,0
51-65,None,E,C,D,B,-97.05070328885932,A,-87.99957027037401,D,C,D,A,-146.79713980914224,0
36-50,Jewish,B,D,E,A,234.31459334949363,C,-227.94772253135213,A,E,E,E,-198.464833088086,1
18-25,Muslim,B,C,B,A,84.74428084959126,E,73.94646052520456,D,A,E,E,-145.0045514557976,1
26-35,Christian,A,D,C,E,-73.34133517573956,D,-32.578964562014015,C,E,A,E,91.68659434497172,1
51-65,Jewish,C,D,E,E,-152.66469585369552,C,-52.49625598499962,A,C,B,B,260.133624628716,0
26-35,Muslim,C,B,D,C,-24.15889479530005,C,155.7219808201282,E,D,B,C,-8.3464821488684,0
65+,Hindu,D,E,C,D,5.289317331716139,A,131.0971462357153,B,D,D,C,129.992238911336,1
36-50,Buddhist,E,B,C,B,-136.668828551003,A,6.101063501588748,E,B,A,A,-43.24151805957829,1
26-35,None,B,B,B,D,-86.81029592071907,C,260.1036117900978,E,B,A,C,53.18478200954488,1
18-25,Muslim,C,E,D,A,-129.01820342294081,A,-1.7322731164348775,A,D,B,C,120.0372255545097,1
51-65,Buddhist,B,A,D,C,33.6229825227084,C,-146.37788669092026,D,C,C,B,-78.84571116589936,0
26-35,Buddhist,A,D,B,A,75.47822541940337,D,-201.89798810749005,C,C,D,D,52.44982646522883,0
36-50,Christian,C,C,E,B,113.86227602753993,C,5.078346163647288,D,D,B,D,3.1762101802517595,0
26-35,Muslim,B,E,E,E,-20.20374112825879,C,15.88712987736621,B,D,C,A,-22.097422301425134,1
36-50,Christian,E,B,E,C,83.79068634511405,A,-31.22135696364457,C,C,C,D,110.67683780216765,0
51-65,Other,B,A,A,C,-22.277932153252454,D,-19.34560990620339,C,C,A,E,189.17854525012086,1
36-50,Muslim,A,B,E,A,-25.54968713747236,B,61.65834809898586,D,B,B,E,-71.45586860373966,1
36-50,Muslim,C,A,D,A,-47.63157676836523,B,-38.380984496068265,A,D,A,D,-115.20203199014654,1
65+,Other,C,B,C,B,-76.81778687218241,D,-31.80304527033075,A,B,A,B,37.474823461328945,0
26-35,Muslim,A,A,E,A,-95.42789867486323,B,145.9445531141091,D,B,B,E,-30.21933057831607,1
65+,Christian,C,D,A,C,70.25560093811247,E,53.54205641411075,B,E,B,C,171.46145145140764,1
65+,Jewish,A,D,A,C,31.895654186982647,A,-36.317704908418484,D,A,C,A,98.83021023294415,0
51-65,Christian,E,B,B,A,-113.43364644636746,C,79.70559341310096,C,C,E,A,33.346678236408486,1
65+,Hindu,B,C,A,B,24.67388062472057,D,168.5581315393786,A,C,A,D,-70.44134041439499,1
18-25,Hindu,E,B,E,E,86.20557721565748,D,-38.56935324109837,E,A,B,D,-112.39521562981034,1
65+,Muslim,D,B,A,A,-137.22495182835243,B,-39.35254246276935,D,B,B,D,-83.74681731121255,0
36-50,Other,D,E,A,C,-45.45511895819899,C,-51.685609359292414,B,D,A,D,-132.99521981099664,0
36-50,Hindu,C,D,D,D,-76.03203192991366,C,16.988839342910296,C,B,D,C,-146.53986030229257,0
18-25,Muslim,A,A,C,A,-155.43032315945607,D,-43.57451004327184,D,D,D,C,65.24958807529741,1
51-65,None,B,D,D,B,-36.54353909959174,B,-0.34937537438899385,A,C,C,B,-77.6793339199967,1
51-65,Other,B,C,D,C,-24.209321067419587,B,25.511390699055863,D,C,D,B,-21.532014646157652,1
26-35,None,A,D,A,C,76.87777126291,B,-70.03510888351276,E,E,B,B,203.45403366492656,0
65+,Jewish,D,D,D,C,13.937569340357058,A,-114.37418017746236,D,B,B,A,-13.353248052229189,0
26-35,Buddhist,E,D,B,C,-49.524034865577136,A,86.40888442571216,E,B,A,D,113.9564840439498,1
36-50,None,E,D,C,E,53.86944146692064,A,-14.02610556980175,D,A,A,A,239.83198039954257,0
18-25,Muslim,E,B,E,A,-10.344623806549276,A,20.99384555656095,D,A,A,E,-152.1989822067124,1
36-50,Hindu,E,D,E,C,16.640752670673532,D,-11.189214773763855,B,D,A,B,159.95931892276022,1
36-50,Christian,E,B,C,D,-26.1029036774804,C,-63.623158642035925,A,C,C,E,90.99964334393655,1
36-50,None,C,A,E,C,78.40229310960989,E,129.06048340480098,A,D,B,C,-17.837066624073636,0
65+,Muslim,B,C,C,B,54.728803574486484,D,-37.30528951269629,A,D,E,B,-59.75350777319248,1
51-65,Muslim,E,B,C,E,5.887385711526682,C,139.9514376768215,C,A,D,C,126.6720050872475,1
51-65,Hindu,D,B,D,B,-11.56075260909979,C,86.73825910210182,D,B,C,B,102.91195084345111,0
36-50,Muslim,D,A,D,D,32.08524694323817,B,-198.66548532041733,B,B,B,C,-144.15629140782102,1
18-25,Other,E,A,C,B,-88.4165121209933,C,-103.01848924905977,C,C,E,C,49.29291212855452,0
51-65,Buddhist,C,B,B,B,49.1858950336301,A,190.4140379653433,C,C,A,C,157.06461281223883,0
36-50,Buddhist,A,A,A,C,-50.35728580434571,A,-79.68131263917569,C,A,E,B,-155.769738941114,0
51-65,None,A,D,E,E,95.40194933779163,D,-15.267259744545235,A,C,B,D,-210.29759175127208,1
51-65,Hindu,D,C,C,D,-84.34035597442944,A,80.32032978551958,B,C,D,B,-6.218693802663111,1
51-65,Buddhist,A,C,D,B,-19.27221256181349,D,117.72281294742616,A,B,D,B,-191.55730829568148,1
65+,Christian,D,A,E,D,110.58717395242634,A,53.24907309841096,D,D,A,C,-48.2710874842709,1
26-35,None,A,A,B,A,88.16149428880809,E,137.43265713860964,C,C,A,E,54.4695910303992,0
65+,Muslim,C,E,D,A,-43.5510338644938,B,65.43965158314593,A,E,B,D,-224.24426176783078,0
36-50,Buddhist,C,B,B,A,193.59069174770002,C,-30.704957961491253,C,D,D,A,54.81168204527651,1
18-25,Hindu,A,B,A,C,-78.68394828330052,E,-4.923739492228023,E,C,D,D,26.478568325823076,0
18-25,Christian,B,B,D,B,31.080877822670473,A,78.61625389911039,D,D,A,C,-13.427554444282663,1
26-35,Jewish,B,C,D,B,130.2479574115746,C,83.89523576210519,C,E,C,B,-173.21179231328318,0
51-65,Hindu,D,D,E,D,-23.602540837940854,D,68.6600804012142,D,D,D,C,39.090452253290465,0
65+,Hindu,E,E,A,B,165.40614180532668,E,126.65072580942748,C,E,D,C,-35.83230225268516,1
18-25,Christian,E,B,C,E,63.38446417119998,E,-36.527770942211546,C,B,B,D,-112.91159215254677,0
65+,Muslim,A,B,E,E,-182.76793662922236,E,55.50031926853518,B,B,E,D,54.13693838012744,0
18-25,Hindu,E,D,C,B,-15.268563727976977,D,-29.108021873724148,E,D,B,B,-38.07702330812539,1
36-50,Christian,D,D,A,D,-194.3802087982321,D,-63.855003429502474,A,B,A,B,-9.462774047035419,0
18-25,Buddhist,A,D,D,B,-37.52961352231273,B,-118.16468388101873,E,E,C,C,147.61073808723484,1
18-25,Christian,D,B,D,B,-13.889121847369001,E,32.426414438631575,E,E,C,A,16.407007124828056,1
36-50,Jewish,D,D,B,C,93.17907351984721,D,68.61144099039443,B,D,E,A,167.32612235350408,0
51-65,Buddhist,C,D,D,C,40.023802453125,B,-30.957730333859185,D,A,E,C,-71.2710469504511,1
36-50,Buddhist,C,B,B,B,11.322772798271245,C,-62.951837302267954,E,D,D,C,5.620440218466053,0
26-35,Muslim,D,E,A,B,-58.64735086842666,C,-97.3979286066212,E,A,B,B,142.25372520093288,0
18-25,None,B,D,D,D,7.9901302702618775,A,-110.3553623978457,A,C,C,A,-215.60785437820252,0
26-35,Jewish,B,D,B,B,-42.88020980958483,C,4.979991141478019,D,C,B,B,-159.8924270205949,1
36-50,Christian,D,C,D,A,-208.1455852322012,C,186.18589002944623,C,E,A,A,-180.32668849043662,1
51-65,Buddhist,B,E,A,D,-82.16142902161485,A,40.439039325108375,D,A,E,E,38.22839157131989,0
18-25,Hindu,A,A,E,B,-50.86599145972457,B,75.25499710412385,E,E,A,C,-163.91308904023623,1
26-35,None,D,C,E,A,-169.6905164020679,E,-29.75265987299756,A,E,C,B,83.39360087387425,0
18-25,Buddhist,C,B,C,D,34.28743089150903,C,9.575677120271848,C,D,E,D,-91.60533467368563,1
65+,None,E,A,C,B,-22.278234766235936,B,-12.138592690859555,B,B,E,D,-115.98951233155795,0
65+,None,C,B,C,A,-31.737210227300082,C,13.247858532896151,D,B,B,C,-59.88518009663263,0
36-50,Muslim,B,E,D,C,14.275513436218153,E,69.54382125956437,D,A,E,C,-17.5883392567488,1
65+,Buddhist,D,C,E,B,-134.6347113815147,C,59.91311228714512,E,A,A,C,151.8836953798196,0
18-25,Buddhist,B,E,C,D,-5.990023523066228,A,-102.5864340414232,A,A,D,D,20.759383926436552,1
26-35,Muslim,D,D,D,D,56.060871167917256,A,273.146127761618,A,D,B,B,-13.820789667565982,0
18-25,Jewish,A,D,B,A,-189.1556011863653,D,25.949606963666465,C,B,D,B,-126.23135120030231,0
26-35,Christian,A,A,E,C,-69.59844515045614,A,-169.2880246120051,D,D,D,B,84.32082563457415,0
36-50,Christian,D,A,C,E,98.05098360260035,E,84.06443768083956,D,A,B,A,40.37951180514657,0
51-65,Other,A,C,A,B,31.966677763243467,E,162.00047435203564,A,A,B,C,71.46027620843633,1
36-50,Jewish,A,B,B,C,38.67000491204992,E,135.8386782119564,B,E,D,A,-122.27153948791445,0
26-35,Jewish,D,A,D,E,32.14367471434666,C,68.77109326916381,A,D,D,B,-14.82135743577467,0
51-65,Buddhist,A,A,C,D,-46.900414920362486,B,-137.79503838464163,A,C,D,E,18.310709078222,0
51-65,Muslim,B,D,A,D,-37.105939470014604,D,-84.7214966426685,D,A,B,B,-120.98284870105755,0
18-25,Other,C,E,D,B,145.9863940458457,E,-35.89590917270428,A,A,C,B,-126.4447587859934,1
36-50,Other,B,C,B,A,-154.09859512329248,E,-26.000562939580803,C,C,D,D,19.249429946661394,0
18-25,Muslim,D,C,B,C,85.18998258319237,D,-27.086067179337103,C,B,E,D,-16.63650682953814,1
51-65,Muslim,E,A,B,B,-112.41920825854052,B,100.33268460842591,C,B,A,A,28.036826180027223,1
18-25,Christian,C,D,A,B,-70.08842646030443,A,115.49213451897798,E,B,C,D,41.279137492936975,1
26-35,Buddhist,E,E,A,B,6.715017657985712,E,-78.2234201851708,A,E,E,C,-145.72121049925678,0
65+,None,E,E,E,E,-47.61195741866676,B,-75.63998315545099,B,E,E,E,84.25639673108897,0
18-25,Other,B,C,E,A,51.03161273785556,B,-54.893877560713776,B,A,E,D,144.68434726625398,1
51-65,Other,E,B,B,A,-47.87244047466044,A,-25.34044997227749,B,C,B,D,128.00881982172214,0
51-65,Muslim,E,A,D,A,-24.52765625083102,A,83.0414149382523,D,C,C,D,28.787412916004882,0
51-65,Hindu,B,A,B,C,108.53456211021617,A,-69.03278506027294,B,E,D,A,-74.61858717332916,0
51-65,Jewish,A,D,A,E,-41.98592610362595,A,-170.63911989334375,B,C,A,D,-53.27512237249729,1
26-35,Muslim,E,D,C,A,6.193107521853996,D,92.38200273854218,C,D,D,E,-88.72298394115961,1
51-65,Other,A,E,B,E,148.77487559012465,C,-111.77906368556707,B,D,D,D,97.72598132152424,0
36-50,None,C,E,A,E,-79.29983790261339,C,-64.93312386451323,B,B,D,C,158.22790265436657,0
65+,Hindu,B,E,C,A,193.54879851856717,B,66.83090076617593,D,D,D,D,-25.064833971403882,0
18-25,Jewish,D,E,B,C,-89.97079330896428,B,78.97379159268453,B,B,D,C,-100.25163984016596,0
26-35,Other,E,D,C,A,-38.65102697249094,A,29.459305653260266,D,E,B,C,-27.198665939455868,0
18-25,None,B,C,A,A,-110.51802911716817,A,19.22439797486075,B,A,E,D,7.9653682603082006,1
65+,Hindu,B,A,E,C,37.2842390286396,A,-163.2888797711902,A,D,D,D,76.42313130579755,0
36-50,Buddhist,B,D,D,A,-29.639256803373605,E,227.1038364704341,A,A,A,B,-80.26927817700684,0
26-35,Christian,B,C,D,B,10.521501495106826,A,86.96680256850534,D,E,B,B,8.427674020746775,0
51-65,Muslim,B,D,E,E,-28.931585004734146,D,-49.767135240362734,E,E,C,D,122.95140430553178,0
51-65,None,E,C,E,D,-168.59504557783188,B,-105.5019624432433,C,E,C,A,-47.38845527552996,1
26-35,Muslim,B,A,B,A,-53.332557071560295,B,24.725099991201482,D,D,A,D,121.61770978630486,1
65+,None,E,A,E,B,-83.14748418480038,B,87.63071233054298,E,C,C,A,72.59532005104123,1
36-50,Christian,C,D,C,A,67.44497057334848,B,81.56745730076476,A,A,C,C,-113.06286876312339,1
65+,Christian,D,E,C,E,59.38910430029253,E,-10.26211614281974,C,E,C,A,-115.82059284737014,0
65+,None,E,A,A,A,99.96494422934217,E,-1.7558551562889042,E,B,E,C,24.77141338862493,0
51-65,Muslim,E,A,C,E,-37.039513988156585,D,-85.36790719480103,D,B,B,C,67.68667283732853,0
65+,Jewish,A,D,E,D,74.05556753399097,C,114.16239016355247,D,C,B,E,-207.99210863059213,1
36-50,Other,B,B,C,D,-13.984889510604868,C,-133.65230367570854,A,C,E,A,195.65543158264958,0
51-65,None,A,E,D,C,70.27725930600678,E,96.27828711017003,C,A,A,E,41.46931243010243,1
65+,Other,B,A,D,B,-89.5198106764244,A,-49.722391508177886,A,E,C,D,57.26182844671259,1
36-50,Hindu,D,C,A,C,-13.331315408124567,D,-151.35645586120685,E,D,E,B,46.81648996786035,0
51-65,Other,E,E,E,C,-99.31529160012109,D,21.40139387446281,A,D,A,E,-11.428218714613571,1
18-25,Other,C,A,C,E,-97.71568336558664,E,6.904300593701655,D,C,D,C,-46.83890933308712,0
18-25,Christian,A,B,B,A,113.71682456201428,D,80.10410269268156,B,D,E,D,45.13303231826115,1
18-25,Other,C,E,C,E,-40.59611776799058,A,-42.41000531561039,C,A,D,C,39.206861628825436,1
65+,None,E,C,C,D,-160.0143335266634,B,3.635095092622762,A,E,E,A,-2.7267990300728187,0
51-65,Other,D,D,D,E,15.520947555960932,A,-142.21233619095298,E,A,E,C,-46.28351511992131,0
26-35,Muslim,A,C,C,D,-77.47011174968056,E,3.105765051389884,D,C,A,E,36.31772408931685,1
51-65,Muslim,E,A,B,D,-106.47587593347968,B,-34.47132791732678,A,E,C,C,26.410982402293996,0
36-50,Other,A,B,B,C,183.17585108396827,A,-244.8461305420791,C,D,E,E,-43.51555553099162,1
51-65,Hindu,A,A,C,D,120.31849813314554,A,31.922289709221353,D,C,E,D,31.881421281912036,1
65+,Christian,E,A,E,A,-64.26562608040413,B,24.04583289391956,B,B,D,B,68.9814461291778,1
65+,None,C,E,B,E,176.247761146122,B,2.737778235026865,B,C,C,B,25.91770821328423,0
