disability,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,65+,-68.02027911252495,68.88157127413088,37.46689260765862,B,96.92272845362969,A,A,D,C,B,25.34636493534134,D,0
Yes,36-50,-2.509363136072961,64.00414991206176,-18.48629805858711,B,23.900791607043722,E,D,A,B,E,77.62977016018061,D,1
Physical,65+,-191.14604989785283,-53.03424194563151,78.94253949648163,D,167.73227013887333,D,C,B,B,E,97.92265836021308,A,0
Mental,18-25,-120.44182446947038,-22.122019174156506,119.91723642324476,E,64.411989906474,B,C,B,C,B,-24.132940629162576,B,1
Both,36-50,38.88430694906599,66.53484473134537,10.931394543578936,B,181.01477875888156,B,E,A,B,C,-6.133830007577661,C,0
No,51-65,-204.85068207916072,-100.62742811042303,1.1761226437667578,B,43.71309300572397,A,B,C,B,E,-162.55410225904475,D,1
None,36-50,-140.4239783857018,-215.68139786197037,194.49600592115615,A,29.518843876715355,C,D,D,B,A,96.77513867985073,D,1
Mental,65+,54.98918768176545,226.19907895032992,13.274926681556348,C,-41.56794564376467,D,D,E,D,D,-10.09589179137546,A,1
No,26-35,227.36229519514453,-32.702092258521766,-153.7128582864723,E,-9.980478080797523,C,D,E,C,D,157.0533485089069,B,0
Both,65+,48.552598317941495,-38.77182305236438,-52.5554326182046,C,-3.664067848789845,D,A,D,B,E,109.5249736001159,D,1
No,26-35,102.4508799725196,-2.911804651962241,13.853776654751027,E,7.952330694896344,A,C,E,B,D,99.84698436805894,C,1
Both,26-35,18.61602774870726,-62.465343835883715,190.98989644831107,A,-141.43268814518092,E,E,A,D,A,-39.59755375167962,E,0
None,18-25,7.542816776218235,-94.71356861320447,-22.51109805948464,B,39.66625125918673,D,D,C,D,D,14.52130065191897,E,0
Both,18-25,11.771253225002031,171.0918103510461,175.06952290439642,D,49.73997531541233,E,B,A,E,C,28.349495739628534,C,1
Yes,36-50,-24.308336622164504,-11.928390552437657,-113.375583746591,D,-46.76887602381849,D,C,C,B,B,-125.95991112613076,E,0
Physical,51-65,-27.240462967229174,-157.8348422103627,5.59399841238058,D,-45.40208834982076,B,B,B,D,E,-32.837780303990925,C,1
Physical,65+,-7.287359150256184,-54.47380906351492,7.334541162836,A,-49.786640389142484,E,E,A,E,A,-88.56598481765947,D,1
None,51-65,20.940900552008372,-121.56622890415447,-168.98060474874586,D,-195.11395403401949,A,E,B,A,C,-68.26280788274997,D,1
Physical,26-35,-44.403765546637096,-32.22481795177696,-2.363737965945769,B,252.54717248051585,B,A,E,B,A,123.17742681720819,B,0
Physical,51-65,51.02474912455626,12.936916807737164,70.72081215230257,C,5.1188139547929135,C,E,B,D,C,66.66546091072433,C,0
Mental,36-50,278.8237221244118,118.47027191150588,134.25526827853423,D,-140.06052646451758,B,A,A,C,B,-10.277172738961568,C,0
Physical,26-35,130.02469494096042,38.266556321762515,180.67698595089163,E,165.4349735128553,C,C,E,C,E,-6.547187209958534,D,1
Mental,26-35,89.18859384893429,35.90637855079274,-56.575443103374866,E,3.2661884286834626,C,E,B,C,E,-60.461116520151684,C,0
Both,18-25,80.5298561801574,4.175955325689264,-63.41443863391319,D,41.59963398104314,D,B,A,E,D,-103.98266292836436,C,0
Both,36-50,-139.70578543639945,84.36980786353236,-42.881247077017065,A,18.842012433429485,E,C,B,B,C,-133.71396879453962,E,0
Mental,65+,48.79062591747949,61.4981862828019,1.8173726066917986,C,27.635738316178237,B,D,B,A,C,4.3551642211769055,E,1
Both,18-25,85.6617232085066,-94.59173029147534,1.1941703834693995,E,-21.051104449217146,C,B,D,D,C,-5.8993668943808375,A,0
No,26-35,-16.610130544227545,19.45832071799666,147.90094973554142,D,-132.57852931994944,E,E,B,D,C,-15.827086206922406,B,1
Physical,26-35,74.24163947710394,-0.19366474524609403,-6.447125660037786,C,-24.347520659763745,A,B,E,A,E,-26.96742379940441,D,1
No,65+,-130.73357733850324,242.14621804342772,-93.3924776457498,B,-11.342006175459908,B,B,E,C,B,58.376250015805475,A,0
None,65+,62.05389483879785,1.7581005283878273,68.13557515054876,B,-27.978854478420796,D,D,D,B,C,4.229643603798718,C,0
Yes,51-65,-62.74713021182181,17.268602175019844,-21.715645329304824,E,-51.91640560483979,B,C,E,E,C,-98.20947083704796,D,1
Both,18-25,-10.539810515847403,61.88140513960841,5.396976923974236,C,84.36597780306363,E,E,E,D,E,-80.25655767660382,D,0
No,65+,-79.30159735857346,-64.35502080894771,40.45236991986448,D,76.88133164422543,C,B,A,B,D,-100.43648059959538,C,0
Both,51-65,113.4236798165387,39.94942016948884,-90.01275299429831,A,-41.76891012287386,B,B,D,C,D,138.35739368237927,C,0
Physical,36-50,72.34844317071392,65.80174262053721,-3.3743136078005844,E,95.78277650196377,A,B,B,A,E,-1.9172550655667864,A,0
None,65+,-67.80555165801616,99.95514083935669,14.511178345030887,D,-21.004564525304296,E,E,D,C,A,7.452060110289898,D,0
No,65+,26.443858155445128,166.17098343929763,-119.41146716954351,B,-111.7554327322499,A,E,B,B,E,-32.278291984311764,A,1
Yes,36-50,-206.64647776838393,-92.46666310355249,55.926068383756956,A,-18.9556254773962,C,D,B,D,C,-118.88276778932945,A,0
No,26-35,-144.23162104174042,42.87530159010814,-67.4574454792597,B,-40.09811490882679,B,D,C,C,C,-29.076236861672548,B,1
Physical,18-25,-58.50860778973714,-114.91547670549305,-6.011906602199388,D,-88.79114519435366,E,E,D,E,B,-203.20829421973818,A,1
No,36-50,28.51690237892926,50.45299195413716,146.44414986694852,C,162.8082392653014,C,D,E,B,C,-67.75705978958754,C,0
Mental,65+,-122.11063307446987,-157.8465144768468,113.17734939547273,E,52.653812560611726,B,B,C,A,D,221.09757638887095,B,0
Both,36-50,-195.19574055104897,-68.96899366098316,-34.70012020738526,B,28.466522772304526,A,E,C,C,B,-154.65646004455365,A,0
Mental,26-35,-23.25156583725573,94.17046687503742,-78.75159954300972,C,-150.93568041771846,E,C,A,D,C,-87.7625446451929,C,1
Yes,26-35,-59.573401331775635,-66.3405903165677,46.39295993669609,D,-0.7712309750390197,A,B,B,A,A,-6.70165393848113,D,0
Mental,65+,-131.0338692617976,23.91954790786672,118.62722539922996,D,79.0032750607375,A,B,E,A,C,-83.29421118277254,D,1
Both,51-65,47.28802250228446,131.4526768069338,-58.052599615878144,E,38.90334800711617,C,B,A,D,C,101.7571419269198,D,1
None,65+,25.96819743001794,-54.276092124508565,-75.00895627003219,B,111.43875386712942,B,D,E,C,E,91.37244310767994,D,1
No,65+,187.9197369793052,52.0671456042044,-125.9261575979054,E,-136.7566729932295,B,A,A,E,E,6.888263417182527,B,0
Physical,26-35,-115.60005331311818,-139.82783039986052,-245.472309518614,B,106.0220077308436,C,E,D,E,A,151.2578289086465,C,1
None,26-35,66.7633146421522,-6.2124870628021505,-35.72084254272932,E,154.56290487641863,C,C,A,C,E,-214.32195518721775,E,0
Yes,51-65,94.35143427360259,45.95018709604626,-133.01391246967492,E,33.37038539708052,A,B,D,D,D,-42.984561943006454,C,1
None,26-35,0.6628811028529622,-32.357355016698186,72.82892865285203,A,-8.351448840349063,B,A,D,D,D,-185.37795886099235,A,1
None,51-65,36.82936608946278,188.84507011305996,-16.33310246200009,D,-40.06300794216583,B,A,A,B,C,-46.02513279883962,C,0
Physical,51-65,75.76743112298232,17.01031838651008,97.00704165254457,B,128.87529471554205,D,D,D,B,C,18.1480117757958,A,0
Mental,51-65,-52.96350718696111,38.49854746753553,100.71308199864686,C,-25.39001119870089,E,B,D,B,A,76.08614945929442,C,1
Mental,36-50,4.607025982318153,236.8155140249438,-61.66269665173756,D,115.1642226005362,D,D,E,E,D,91.66333372708924,A,0
No,26-35,177.91353605296317,-32.33191834311147,-46.40751286656125,E,-46.417797623634954,A,A,C,B,E,34.260406243105905,D,0
None,51-65,-107.75820700560088,44.961046536012496,38.01482651431814,C,-126.99739648555641,A,E,D,A,D,17.608709013007438,A,0
None,18-25,102.49560288622158,-17.11076047542647,53.81599448733435,B,-85.43234105896656,B,B,E,D,E,19.83826459675338,C,1
No,36-50,85.46996025500441,40.29580942098016,102.02455281600773,A,90.04454068617946,D,E,D,D,D,-140.25446199677052,D,1
Physical,26-35,-116.17336629743227,-132.2014629161472,-12.337334248336976,E,-53.13365007746073,E,A,B,C,B,-86.44583555251512,B,0
Both,51-65,90.38570437734884,6.393094672060425,63.91495264157739,D,129.6654182490387,A,B,C,D,A,-78.49229719577932,E,0
Yes,36-50,-73.0116498470107,-69.25379643978,229.81322061690918,B,-43.78722597021765,A,E,C,D,B,65.30862118581834,E,1
None,65+,-59.35933268002272,20.263730569500613,-196.3154038437499,C,-85.01616228975307,B,E,D,E,D,13.119465322446707,C,1
Mental,36-50,-8.130468995139806,-29.014613643229158,16.014098544252377,C,116.41720714450472,D,B,B,C,C,10.611153753726803,C,0
Both,65+,228.17969037114162,80.74641662015864,107.20669639260056,D,-6.890210395099591,A,C,E,B,B,110.99577554554789,B,1
Mental,36-50,-18.094013801383362,214.55813717165054,10.7670449290084,A,-46.241871599959495,C,A,E,A,E,-72.8398456890602,E,1
None,51-65,-118.18535516526445,58.61610387763056,-201.44666217128332,B,125.00146731254893,D,C,D,D,C,-106.20524756044996,A,0
Yes,26-35,13.585367456670847,11.309897685273421,27.169662519327847,D,99.42982003248629,D,E,B,E,A,-105.21397542875542,B,0
No,51-65,-265.6070175472961,-40.113234080841195,-137.17704616161862,A,30.2666359214656,A,C,A,A,E,-7.723947319250154,C,1
Yes,51-65,76.58700197033676,182.02898696383176,128.5945928777665,A,-53.70397780955398,A,C,D,C,E,-126.09101442903004,D,1
Physical,51-65,-71.88595642355105,-58.44661462115415,32.99504175234731,A,-6.137611176329715,A,E,E,D,A,-184.26326834940693,E,1
Physical,65+,44.79854559394472,-29.80225156390805,10.405400733921653,C,-48.36809195904051,D,B,E,D,C,242.69727766941838,B,0
Yes,18-25,53.71483876318287,25.899566606919635,-7.098619458319759,D,135.42108295093703,E,D,D,C,C,66.14537286345859,C,1
Both,36-50,-41.113464994664945,-74.40450633017835,-44.29480423687413,A,-47.593113120767306,B,B,E,B,D,-138.4189701035563,B,0
No,26-35,43.25185542760535,79.63739566656731,123.14956030377817,E,87.52517968059654,C,A,C,D,A,-59.840775959007345,D,0
None,65+,26.073142833208294,86.0676283336017,-67.01326745428558,C,17.38733865002703,D,B,D,B,B,-14.735777983425741,C,0
None,51-65,-99.4896488143861,-88.20839911312831,-214.9322981112437,D,-44.01049275518898,B,C,A,E,C,74.63072889401289,A,1
No,51-65,-156.71334975826514,-62.322052889182366,-166.87877717235003,D,-33.15777473396702,E,C,A,B,A,158.2482247094889,E,1
Yes,65+,51.86540421877955,-50.126741017552014,-4.540385353854122,A,18.472913278300034,D,E,D,E,C,-36.10376108542058,B,0
Physical,26-35,-36.508397869033494,23.568977626402503,-9.712451023975937,B,142.34500946987347,D,A,C,C,E,-78.7794781726694,A,1
No,51-65,37.777960132227015,-63.72272051359261,53.88758704454475,C,64.68063054313299,B,D,A,A,A,-67.33803522336561,A,0
No,26-35,-149.74707944232193,157.27345930427225,-12.025095458415652,E,-99.63313821489511,D,C,B,D,E,-48.03819560051919,D,0
Mental,51-65,-27.50178276103481,-34.34421845505744,-45.589254629017745,E,-0.5920151385326404,A,C,E,A,E,-92.65008593411793,A,1
Yes,51-65,217.68880895125565,-39.89503176217764,88.85567925111204,E,91.26319594526761,E,B,B,A,D,-149.20337058881884,C,0
Mental,65+,-50.6546203881013,13.434708401917494,-8.976463428355155,C,163.4982462807451,E,A,D,A,D,114.8893609332577,E,0
Yes,18-25,-67.9537142526823,74.5978352070902,-107.72876464443645,A,110.074012720735,A,D,E,D,D,30.75350024041691,D,1
No,18-25,-91.05597433116831,-59.927059355756676,-124.88550573152706,A,13.543748558778981,D,B,C,B,C,-104.4848423277216,A,0
Both,65+,157.28550251109604,58.57038254190847,44.795262888956096,D,76.6775881363422,D,A,C,D,A,92.5843549688771,D,1
None,51-65,-22.482256766658086,99.84968173636712,-118.55929913909029,E,56.248730881304155,A,C,B,B,E,-39.11070535333236,C,1
Yes,65+,-51.84503120398829,3.1156080092983562,-167.9142846954784,A,-22.80542913769504,E,A,D,D,B,77.76534091845926,C,1
Mental,18-25,171.85133019067075,27.969546842114635,-269.61240557608903,B,-4.819288132586285,B,E,E,D,A,83.53478145519169,B,0
None,51-65,66.03602537795555,-58.80142422299518,213.96486667989043,A,-25.866254546195087,B,D,A,A,B,-4.3277801308094155,E,0
No,65+,77.199765943687,159.89500778554765,-11.876484816510416,B,-23.149890808735524,B,D,B,D,D,-47.24928230941152,A,1
None,65+,-102.32029265374267,-176.0151777155294,52.74852104002079,E,-130.74386455863112,A,B,A,B,C,11.156249449878628,D,0
Physical,65+,-28.48576532169164,143.99690853427896,-201.21803028859077,C,-10.672269379404995,D,E,D,A,E,5.582185729728882,D,1
Mental,51-65,30.799182281285525,-148.62319511008343,-72.86693486928826,D,-36.33081698437717,E,E,B,D,E,-190.64160761441406,D,1
Mental,36-50,-208.8674555030061,-16.944945474469684,15.10219790745726,B,16.94533923781815,A,B,D,D,E,133.53668766807255,A,1
Yes,51-65,-66.53948639097473,198.26588318997094,-5.555265972427237,E,24.149212813569896,E,D,C,C,B,-36.02471905345208,A,0
Physical,26-35,2.6111215989738477,47.7912110113043,76.67277513631088,D,6.07393109810883,E,E,A,C,E,3.312120072252184,D,0
Yes,18-25,39.33442459821131,-14.226666190336784,1.3326492896397462,A,121.60928657699192,B,B,B,E,D,62.7533819241785,B,0
None,26-35,-50.18484485625455,12.827242060971066,-23.36908780536111,E,-16.61205870677927,A,C,C,A,D,135.7308903597679,B,1
Both,26-35,-72.27086685413802,-192.99312513913412,-2.089500834930998,E,180.33647034535477,A,E,C,A,A,28.653389722117744,A,0
No,18-25,43.22026586991846,83.46979436298585,-36.635405388137336,E,7.228438453489602,E,C,A,D,E,-43.88209097997652,C,0
Yes,18-25,-86.47976555711885,-36.31562847327556,-103.56840056309713,D,-22.6602173054938,A,E,D,B,B,-73.1079236249016,A,1
Both,65+,-268.97807922659246,-59.74448746862645,84.01131918766089,A,-26.212045480828568,E,D,E,D,C,-46.17110262286472,E,1
Physical,36-50,-61.78819040941511,201.9716032905757,-39.755984726430604,E,-112.21707296986804,C,C,D,D,A,148.4536472319452,B,1
None,51-65,157.9459997448983,54.09851042180042,13.73856704773869,A,3.1601776062203895,C,D,D,A,B,161.55201746575446,B,0
Yes,18-25,78.34498593972515,95.43715015674636,-154.6786719483759,C,-40.21113386296129,D,A,A,D,C,25.628254000791234,D,0
Physical,51-65,42.99094681843981,-69.58497631179871,109.62399376275287,A,-56.63126047894157,B,B,A,E,D,-105.71225400521789,C,0
Both,51-65,37.628622978979834,-156.7595393572796,-68.92102385775586,D,-139.90287234579034,C,D,E,E,B,-53.20841329438274,A,0
Yes,36-50,43.76145448113233,75.19236729397616,-117.51688771415871,E,109.67956965660879,B,C,B,D,D,-34.60144702448455,C,1
Yes,65+,-54.46077341757197,114.6924597020399,7.473640820172142,B,-98.64812890629757,D,C,B,D,E,-112.36936521358317,B,1
Yes,36-50,70.79100416728188,120.10690611947513,-18.993294138684714,C,-32.2880778114599,E,A,E,E,E,-10.128326439613998,B,0
Mental,36-50,-9.756336460485338,-47.054725192628446,-72.00594005072799,A,-48.858777760132334,B,D,B,E,E,76.26505237756703,C,0
Both,65+,-128.6879643545409,-97.73712471837645,38.627904597303065,D,133.81021952168686,D,A,B,B,D,55.08129503915301,E,1
None,36-50,24.898027316304756,77.39406004193276,-29.42073813932829,C,78.57660710175367,A,B,A,C,A,-120.39074669924375,B,1
Both,51-65,-20.98647205309416,-82.36825121052559,-99.90785025660774,B,-133.58830442467433,E,A,C,C,A,145.40503383445648,D,1
Yes,26-35,118.0771796524354,-85.1577905275247,24.356002974308275,D,-30.048009819313393,E,D,A,C,A,24.198441077441224,E,1
Yes,26-35,141.4883307372342,-138.8669658323473,11.501443910655054,E,2.363243140297576,A,E,D,B,A,42.418708659234674,E,1
Both,18-25,76.28454187743992,105.23574434732991,13.963588102319221,A,48.03840787396159,A,A,E,B,B,31.907571833668214,D,0
Mental,18-25,-53.39946784066101,82.54400853049378,-88.39014311980962,A,-7.051609853890456,C,E,D,D,A,-4.735138368830956,E,0
Physical,18-25,-14.269020244419686,190.5816214817063,47.2092615698768,D,-40.92734279971671,D,D,A,B,A,51.39348224756365,A,0
None,18-25,-56.09840585337004,22.523060785849015,45.4624821465028,A,27.440522455127862,D,D,B,A,D,-5.788413496993257,C,1
Physical,36-50,121.91685477001958,24.234597053629575,-40.06973197525921,B,73.45535080014955,A,B,C,B,D,55.62615335115635,D,1
None,51-65,4.998797294579267,76.78594962014536,-26.19234912511203,D,28.955010481523807,D,D,B,C,E,15.830059076639923,B,1
Mental,18-25,-83.46008544335967,-156.31335475602995,58.96529192861971,A,18.083805229169403,A,E,D,B,C,39.997055740466536,E,1
Yes,65+,69.2998340614098,136.82005804853026,-146.5547043653175,E,-62.994849050866286,C,E,D,C,C,139.72411286307968,A,1
No,65+,-176.14202445869813,132.85705609790327,-140.05377720044584,B,-218.52968141319965,D,C,B,E,C,100.42871666283682,E,1
None,65+,-103.04041170029035,185.2764557544566,-68.46108836711063,D,-16.494009415698365,C,E,D,B,E,67.66225707680908,E,0
No,51-65,38.09166195794813,71.08435798913227,-135.2482613163827,A,23.267093177331617,B,A,C,C,B,201.4560628964838,C,0
Mental,18-25,84.62373129938435,-85.92140780923214,-11.487838197925921,D,207.6799499571841,A,D,D,D,E,162.39403794233186,B,1
Yes,18-25,26.870557635319877,110.39117648212937,32.84870936016123,C,12.826991081509984,D,D,B,A,C,44.53778101888607,A,0
Physical,36-50,34.61047469379958,66.72506221140576,50.52910858669828,B,12.486740928098774,E,E,D,A,E,108.34670712586313,D,1
None,65+,78.90009517913988,-8.008704092088138,88.9914714751424,A,1.299698037666444,B,E,E,A,C,52.560214459646026,C,0
Mental,36-50,26.00849735495047,33.6155100566172,-195.8056665768357,C,-311.715686670051,C,B,E,E,D,244.75631673371092,C,1
No,51-65,-48.948086731138496,64.88054575967138,-72.94539951879878,C,-219.31391201224787,A,D,B,A,C,125.40524512684546,C,0
None,36-50,47.28317056350985,-155.12440579837423,-19.17429248381559,D,83.62447869305429,A,E,E,C,B,-104.66612312938719,D,1
None,65+,0.8195048024078182,-15.539039591385084,63.86337296675634,D,31.884670588477015,B,C,C,E,A,-92.86022889609966,C,1
Yes,36-50,-99.38987205171614,-16.00445232493825,-17.283761194855042,C,-31.12363318771919,D,E,D,A,B,172.59507804644466,C,1
Physical,18-25,160.04301143973868,-132.26700078824683,-73.64007867888644,D,-52.48965238002238,D,B,E,C,B,14.825892723836406,E,1
Mental,26-35,104.2995690022626,-0.7606253557262231,30.928949431126167,D,-15.166534212001803,A,D,D,C,E,-33.23895361906906,E,0
None,26-35,204.12673589106163,-86.05547203523291,-13.808748843628873,E,-56.002516628312414,B,B,D,A,C,-34.86056547784266,B,1
Yes,26-35,-65.49446291498636,101.52691539350087,-139.95370300298237,D,97.71807016291693,D,C,D,E,B,-59.03582742221889,C,1
Yes,18-25,-135.2285361517119,26.765843810164274,-193.20689085552226,A,-35.2673059686302,E,A,B,B,B,119.24923450167466,C,0
Both,65+,-85.51231314725824,85.949756003502,38.330548803843655,E,59.300822569161326,E,C,C,A,B,-67.52063217183192,E,0
No,65+,139.152012601887,-80.3942070996402,-32.56101656994381,B,-127.23154434502099,D,C,A,B,D,47.57751891620586,A,0
Mental,51-65,99.58341072454444,-201.64565442888423,-1.3773325198274473,D,-92.54436686751085,D,C,A,D,C,21.249675258360863,C,0
None,26-35,-199.0821872548857,186.79152905528682,39.64887098117927,A,17.18192453025167,E,E,C,B,D,19.035676129359167,C,0
None,51-65,-181.30651813830497,66.00823243645053,-137.50725082104017,A,71.17282551052104,A,B,A,D,C,-122.01553260493456,E,1
No,36-50,95.74862206773477,132.5648097400358,40.28393545037247,C,-94.2579253174778,B,B,E,D,D,-107.75544109243538,C,1
Both,26-35,-66.04586146751173,-152.5302858133443,104.93045248624824,B,30.380724623400525,A,B,B,A,E,34.30109281501373,A,0
Yes,26-35,7.027646097795419,116.21498973502717,50.10926085323298,D,-68.75678853243205,E,B,D,C,A,96.17380831662939,E,1
None,26-35,-43.20530096183982,-192.08841141483865,-144.92339040890198,A,11.323637274280646,B,D,D,C,C,147.33761072648971,A,1
No,51-65,40.343547526827514,-205.9946082892174,-180.29356353058392,B,71.87097477894228,E,A,D,C,C,-17.208667114804435,A,0
None,26-35,-12.31734458987807,-62.153005866747776,-55.56808110891189,D,35.88740917178297,C,D,B,D,D,14.69412015743598,C,0
Mental,65+,70.64654937267659,14.50568827002536,54.93037345036247,B,124.62598041742051,E,E,A,B,D,-23.346293468416025,E,1
