Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Non-Veteran,82.63829406628692,C,61.08467763438493,83.04838073436666,42.39799452332095,C,137.38406344914623,101.6329425318017,-19.812751511395778,A,E,E,E,E,1
Non-Veteran,-42.175058134047916,A,26.668409118046814,-195.38990306977823,-25.27644117127596,D,-16.724733641716018,30.983027151538,-225.00590487003973,A,B,E,E,B,1
Yes,104.79654186081564,E,-103.99879273577277,-77.64188707427387,34.174024565032106,A,162.17014904681866,-26.864845030094482,122.08125779841437,A,A,E,C,C,0
No,-58.52131187991232,D,-78.87120906753997,-82.05232743878742,209.3669860042722,C,-64.43012306023354,87.13376521326587,88.27614680370284,B,E,B,D,B,0
Non-Veteran,129.84200833301412,A,-21.6394180560267,4.711030532413074,88.79529090823408,D,-218.74431777207016,-123.20138809664599,-118.73125560037931,D,B,B,B,B,1
Non-Veteran,194.69416382383352,B,-32.02051691520835,-25.43068491351905,-87.71701287212403,E,81.9745640570926,112.51141547760413,46.290461907483014,B,C,D,E,C,1
Veteran,-64.03188029870631,A,-80.86034512524228,-50.54964852280194,-2.5102719958325115,C,-67.65933845438668,-62.53377557307665,-102.37114912204343,C,E,C,E,A,1
Veteran,-67.59440306030925,E,13.143004722670732,-23.706758548554014,1.0043123650896384,B,13.672941959298262,-32.26724721813469,149.1931840313594,B,C,D,D,A,0
Veteran,141.22752870188972,D,-171.76412362508702,-162.34348941934516,104.97590430890887,D,-115.7332219967399,-88.33963463725466,53.84359760322002,B,D,C,A,D,0
Veteran,77.97510781054343,E,-103.44552933737614,-181.35215849647537,64.79761868245909,C,-44.658040434094275,43.40350546837365,65.36819541004488,E,B,B,B,D,1
Veteran,-109.76064230295319,B,49.941045627292155,-132.562136557804,3.7025856595941256,B,-21.500217399101494,144.1275570990126,-161.34222445918476,E,A,B,E,A,1
No,127.23089615311225,A,6.699435474530794,-47.64749639159464,5.558630180565594,E,89.53115464667675,-1.6841904179878096,40.95263304960268,C,E,C,E,A,0
Veteran,113.20507442256893,D,114.92112426433556,-227.22887325930574,-27.84705006410901,D,-28.405374210332656,81.2033769406898,68.25707940453952,E,C,A,A,B,1
No,-171.5056185774102,C,136.09840125884418,175.32943022239098,-89.9090228472287,B,-75.60839593174347,133.78415376148533,51.16160557764066,E,D,D,C,B,1
Non-Veteran,-29.37507038816687,C,-139.2094796447158,21.794633985360022,47.60698735476843,A,-40.47437050239831,102.85111267705133,-30.127717159548357,D,E,B,E,D,0
Veteran,-8.084115460784954,A,-92.8638233570614,-11.127255911044298,-90.05612694428424,B,-90.55585086029966,28.666463862223658,-80.61793125843828,D,C,D,B,E,1
Veteran,151.72853901726177,D,102.50623079747237,-22.156593926074404,98.37316186188933,A,100.61280241489598,3.8906679315790442,-123.65924369646117,A,A,A,A,E,0
No,92.47573964984784,B,-40.57968757175351,-25.064181882783004,-244.3524545347593,D,90.73676600786995,-46.18631795991238,-20.94916715388545,E,C,C,C,A,0
Veteran,-22.5843474927089,E,69.21141132052533,66.05804875309484,124.48736471411743,A,115.1515713396124,-54.0571432721579,-127.92968142282344,E,D,D,E,A,1
No,-38.10977214396236,A,-48.87758793382282,-71.26845410574066,-27.9403257628812,E,-111.74439650975125,10.785242841672876,-102.80332062193781,C,C,C,E,A,0
Veteran,-114.17589229158291,A,-36.90756128080947,-233.39616391434288,31.88281697161855,D,59.08367370753024,-3.880477911534666,-104.37446005206927,A,E,A,B,E,1
No,-54.555971281076474,D,4.566386500670881,-42.16501455360464,-32.988020084257016,D,126.2563478913151,-49.20238920608371,101.09429464801903,C,B,E,E,A,1
No,-72.901158540706,B,194.47253284803938,-22.051144901441617,-77.46228014775605,A,9.641471362269005,116.44390965305651,-168.72739793216195,A,D,E,E,C,0
Yes,-57.5876496321076,B,-93.54842362094416,48.854675017165995,17.505616151293708,A,-151.09916332599568,-121.21358282264487,-80.248615983447,A,E,D,A,D,0
Yes,172.583282979079,C,-7.822014278702039,-2.8014892847132167,182.17079288720953,A,-40.11309787315285,12.705870120571,114.85636043827753,B,E,D,C,A,1
Veteran,113.12667854311687,E,-68.54073530105013,69.97639075744047,59.98335957041979,C,-111.66814175493414,81.39046892020663,-148.91037803795084,C,E,E,E,C,1
Yes,-221.98150625235263,B,-36.58834902880483,-170.49710541429494,-8.688492869446296,D,13.418484896535313,148.38763267749127,66.1267102596742,E,C,B,A,D,0
Non-Veteran,-31.449335312111295,C,-123.63515591729295,63.0931693715323,69.78847769166538,E,70.40940038455058,-209.81223688604084,-174.173582260014,A,E,E,E,B,0
No,101.61514778396959,C,-105.23299036157492,184.93234182512043,-80.81955059266048,D,89.91743037362369,59.65904473038209,-42.69797578075179,D,E,C,B,E,0
Non-Veteran,47.30894502674084,E,-70.16048343191325,10.390934814137205,-109.31943302381433,D,51.636408102361685,69.9896548670582,7.6957286782393215,B,C,D,B,A,1
No,-150.9309168400962,B,326.79227813198537,88.76806865051702,116.45639928335783,C,-16.411663668937976,50.76222149561935,-215.01806158329666,B,E,C,D,B,1
Non-Veteran,-59.79676016895723,D,-99.10354858082269,-64.27783673282129,120.41817253381761,C,-96.67116654719608,-31.54368704520501,97.00442047714837,A,B,B,A,C,0
No,138.28148883472093,A,-126.5263880153468,-114.0318486328586,105.3546178576847,C,-42.71146708908008,115.3519183861362,13.452835165252205,A,A,A,E,A,1
Veteran,41.50214806698873,A,107.15117930060948,-11.639571717543898,98.62372229692492,B,-124.50222786121455,58.52599801469015,154.66804712381398,B,B,A,B,A,1
No,200.22926927830284,C,-97.85568939632972,89.49823466716822,-28.10486020575617,C,29.90029662363094,-88.21342423493238,-43.18757382685681,B,C,C,D,A,0
Yes,-82.62049269624313,B,70.18482976348723,81.582603383964,-58.05908341712433,A,33.60104084471369,50.71530088584459,-159.2400889160006,D,A,D,A,B,1
Veteran,-143.69481269216962,A,-7.695431229852735,162.64973292588266,72.79910372888749,B,179.4691810927803,145.93526854445972,-65.25513793838546,B,E,C,B,D,0
Non-Veteran,-123.64661904562038,E,-8.84556050506557,-196.6637587346633,102.50613874671348,D,-124.6492010208391,-41.22396218517172,-22.585494542719136,C,D,B,C,B,1
Non-Veteran,-138.2562152936837,C,-64.7824602900043,167.0641501727309,-78.17445410415826,B,39.62797330378704,141.90923378803498,-75.8958558477145,E,A,B,D,A,0
Non-Veteran,-8.866374305287257,C,12.508048825696802,93.22476502191405,-64.62037867010658,A,-21.377819658281055,65.69449186356749,135.41538189830706,C,E,D,E,E,1
Yes,94.26415819681641,B,-34.33210543735685,94.30676896370798,-147.70087461765098,D,40.83164937580903,71.8930788019264,-54.470848229377786,B,D,A,A,E,1
Yes,103.18450365341916,C,-42.24813227925301,133.90927136068527,-43.47222959239605,D,-139.0806477491697,-32.85571363055842,29.019913986198116,B,C,D,A,A,1
No,-186.12046606130065,C,5.609931934359078,13.458949977069013,-0.7094875925985226,B,172.64180864796967,20.99986469235573,-72.23963109615786,A,C,D,B,C,0
Veteran,-13.750511873078356,B,72.9838342801816,-66.47177155666911,-43.32975109665762,D,26.969394790194073,109.39046471552336,141.08353699841186,E,D,A,D,C,0
Veteran,-54.45383430456062,E,-77.70628376930479,76.69081047675775,-126.48309145858983,A,-108.1879787154856,99.14819008667033,-99.55145130777984,D,C,D,A,A,0
Non-Veteran,57.34509578377383,E,95.25026480499712,-52.10224039053255,-6.128379162812167,E,9.867708901066297,-25.521198501057114,74.99826041760261,B,A,D,E,A,0
Veteran,23.044081584949062,B,-19.150863067881055,-125.27530601315722,78.76385465420567,D,-98.49635232656856,81.16647085700946,-9.708814454027129,C,D,E,C,C,1
No,-101.18827787834093,C,-169.22222963898594,183.78084987050784,173.9727880968179,E,-31.665973802540016,-72.36106585293327,4.826418503223909,A,E,D,C,E,1
Veteran,-33.285832553432584,A,69.83610322285715,-71.90346537243843,43.907391617559746,D,-125.01247199448994,46.42853640903425,-14.050146862005573,B,C,B,B,D,1
Yes,-8.29804172397612,C,-77.24560350106906,25.103251471026063,98.44610517740132,C,-29.700252670599696,54.877817518583115,-18.115683185782256,E,C,D,A,A,0
Non-Veteran,-115.27878097436282,A,-153.07988816135776,19.927382461268355,41.84743216225069,D,7.097097015660081,10.7093559643164,-18.709100847868157,B,E,A,B,A,1
Non-Veteran,22.645335393062226,E,117.27496777326508,-50.73235277218997,-80.57341921124298,D,-136.24992685921734,-13.704693537918422,-33.88496877825658,A,A,C,C,C,0
Veteran,-8.339117759421958,C,31.540805512916858,87.23984681194355,-0.07187493764417863,C,24.648687805419193,6.751974686282557,-42.19792075164811,E,B,D,E,C,0
Yes,-1.9357070141513004,B,52.96470495568043,7.067307967149987,56.33225811553755,C,64.02057779728818,-125.94538559122721,-171.40529932087634,E,A,A,E,B,1
Veteran,-30.864975822955508,D,-60.360781551143816,-22.944551083904262,-151.65799469693982,C,6.001935803730064,19.19975420609182,-2.0353301322397774,B,C,D,C,C,1
Yes,76.0569841416958,A,-213.68370005166094,-73.60922515230712,-5.319707605770499,C,-96.41060849407448,203.65460108689254,10.155398187737111,A,A,C,A,A,0
Non-Veteran,89.33474686207217,E,-104.80872085726641,23.5367581709822,-119.31725798999405,D,23.253123317205926,117.33944933267067,136.8232175131831,B,A,D,B,D,0
Non-Veteran,45.091267303869984,A,-19.50959297235878,107.49769619588707,-94.98642027937346,A,-101.91684786199727,11.547505662946557,-142.06694054035486,A,D,B,C,C,1
Non-Veteran,12.681718731529179,E,-29.991814474398215,-3.1291992611099406,131.80594378373442,B,63.36209218482245,-218.7905904120238,-111.7868190131633,A,B,B,B,D,1
No,-48.86023315695735,B,-3.468979526932249,74.933622995807,141.22839595080654,C,-189.53015634562797,-50.8304944757616,-34.94134202884409,C,E,A,A,B,1
Veteran,3.7332066493097837,D,-42.387840943796604,40.19654086284658,91.49414097386621,D,59.66468859659992,-142.44046528202978,-53.230994112446176,D,C,B,D,A,0
Non-Veteran,-87.99737977097558,C,-10.09992448423851,-115.50717215919046,-2.563023066071856,E,59.907657616141464,-7.990310282358261,-35.30447809138278,D,C,A,C,A,0
Veteran,-64.84945431217405,A,13.190321438848706,-14.622332577100158,52.9964634134411,C,-44.379849655702635,54.79990471344935,33.85088581031563,A,C,B,D,C,1
Veteran,-187.42622927942193,D,57.826945365337615,82.4036124570069,-189.5686068186634,A,51.01082266441613,153.16027398140605,159.46558899414146,A,B,E,A,D,0
Yes,-28.14042031800182,A,-19.56028539661817,-14.360959464623543,61.224242796287484,A,174.08263896005877,-86.85925505434803,-146.44720615145067,B,C,D,E,B,1
No,51.863059932771804,E,-41.43749957735253,73.84724903741349,-25.77462614384933,C,57.46068888172589,-62.266617222674014,-67.07270857567218,E,C,A,C,C,0
Veteran,40.827883849607296,E,-51.41752858545215,7.026665689153187,77.2986290129766,E,119.11786310009478,-224.8111361529316,-25.95233176014899,C,D,E,C,A,0
Non-Veteran,70.6732718471415,E,67.64787059239119,-5.059472737334525,37.2712551866989,D,101.96634226830254,-24.483739341416445,140.17977465784,A,D,B,B,A,1
No,12.607753780402275,D,116.94685661144119,-170.09467456111557,11.64500682456302,D,26.8294234699128,165.5297519109822,186.92257930738415,E,E,B,E,A,0
Yes,-131.6286874371694,A,-25.160224356773327,69.95747814838131,102.77438295734413,E,100.99835932986502,32.9348060165913,-26.139611450689813,E,E,B,B,A,0
Yes,61.61399235361918,E,83.74355295924295,-2.144964961922694,42.79529528278038,D,-7.827718488402471,70.31647956161498,-106.09614831552081,C,E,D,B,E,0
Yes,-129.1234361969621,D,129.261743624207,-83.4972394161551,95.78710086137478,B,123.94367115088758,31.245730592620024,73.40799347423076,D,B,C,D,E,0
Non-Veteran,-228.81138929552333,C,-30.50329587326186,55.89443859155134,67.10446914585326,B,246.5768328849591,-156.737227033851,-40.85025928398209,B,A,E,D,B,0
No,122.85098696475491,A,-194.57028347856215,-50.50857109368339,115.30832966282824,E,-33.246287614845926,-63.937473745612806,-98.75729252518265,A,A,E,D,D,0
Veteran,63.90240165861846,C,-109.51891818426122,-114.13268963968406,-63.11333028649134,D,30.85763732108953,-72.45801418358684,-130.2205015131523,E,D,A,C,A,0
Yes,21.85971578563794,E,-65.48113640401378,-29.24481467621923,-68.9706098413603,C,-36.347899229573905,-0.5104983098895466,127.58344675910898,E,C,C,A,B,0
Yes,-147.03102448343972,E,-137.67474206588105,-11.238945331531555,14.446730831860025,D,-41.126375142223786,3.11289783663178,-33.88921283056407,D,E,D,E,C,1
Non-Veteran,-113.84885490490784,D,-90.87283410318598,122.27621890456497,-55.20363380937474,A,124.29112617686806,79.4426365541772,-9.28350131980437,C,C,A,C,D,1
Veteran,50.139918946104856,E,-124.05553494304849,93.66627930661795,38.19023567551927,D,102.36155999764678,77.8492457657317,60.4256749440772,D,B,B,E,D,1
Veteran,-110.88191977658725,C,-94.05761923137742,-134.81589459166665,29.878330086279025,B,-87.13214641609251,162.21494117667444,-10.411837355986394,E,E,C,C,B,1
Yes,42.72421646501087,C,-36.03514464843551,-62.350987904520906,78.65071506614927,C,214.47880230954323,195.451239070541,-42.08029887197065,D,B,A,B,C,0
Veteran,20.459909237784043,E,-90.93002112866179,66.41818884249011,73.72999943039494,B,126.73329710339549,109.68284868730987,5.958244572726432,D,C,D,C,B,1
Yes,-136.65950361138337,D,89.1050463334924,-0.759932042812395,18.31039723797906,A,3.2047743986026376,99.49996685519984,133.39604785001103,C,B,C,C,A,1
Veteran,-96.67243717696321,D,48.310451404713824,40.17167451511728,-61.02598351386435,B,-89.10168549603948,43.51974201945077,-110.49349544671423,A,A,D,B,B,1
Veteran,-125.54110346400331,E,-191.48613759408204,-109.61457295651466,-50.34940637673684,B,62.94148349744669,38.35166934125287,48.0702862431942,E,C,E,A,E,0
Yes,52.47686159305706,D,92.52367279907544,-45.298710694014154,95.58050634273467,D,-117.02553688399644,109.03741216218681,130.76286911870258,A,C,D,C,C,0
Yes,-92.41682456806014,D,88.87042306803285,-157.2818026323283,82.6598165638874,B,-31.959731042610727,-115.08646860087744,29.47272674704288,B,B,B,E,D,0
No,161.6681365015666,B,-77.07223981731218,63.12926231385474,-122.79190365622345,A,-0.9713077829843481,22.543571645121887,-49.75648283822039,B,D,E,E,B,1
Non-Veteran,110.37949240544987,B,-84.42471750533895,-37.163269525239926,-64.03341548412918,E,-107.23392890562924,44.748450851431514,-6.105396658980071,A,A,E,A,A,1
Yes,161.25488113068457,B,-190.7626524591528,70.25563026736592,97.69108223722156,E,-129.95882481360422,28.56067439643251,137.1158183108384,C,D,E,A,C,1
Yes,-31.982799057985467,C,24.683901716549904,103.09452688447102,-112.36422934392729,C,68.93044566754699,20.0493605639556,-87.78083436711294,C,C,A,B,D,0
Yes,18.71386898294291,C,93.8228743799614,-58.616382322060346,-177.23983544428745,B,142.32388107209763,-78.94663751143732,157.83506094068733,E,D,A,D,B,0
Yes,-170.4904210562868,C,-16.043389041533345,149.17415733782698,-56.135460282125536,A,-79.73153554190995,13.776555435376093,91.78217499181604,B,B,D,B,A,0
No,-3.06006375503864,D,13.146033018161528,-38.9175811574863,40.16841771033146,D,186.26420055752234,74.69700546844511,81.78110234915171,E,C,A,A,D,0
No,30.49065827044532,A,-88.13375059878773,105.86888664800705,10.611607428055041,D,206.27719581483652,143.52804848922423,100.66916471343421,A,D,B,C,D,1
Yes,167.56521887096366,E,-11.27428235438483,112.29736335329903,-82.21366801703253,D,60.29992475982691,-97.60272105457236,-21.87473563498497,C,D,B,C,A,1
No,7.480507795841768,D,-91.01614398102168,88.9354217923514,-39.31277504246286,E,95.94404708738219,-3.9229276529742436,-20.453492382654098,E,C,E,E,C,1
Veteran,156.52447207863926,C,-108.8616687192699,-173.92025206385213,165.43092440257692,D,46.53248756418484,5.6214256160567135,26.301127315563754,B,A,A,A,E,1
Yes,-45.15087397795774,D,129.96423446731586,25.70169947059448,18.99916812385862,E,85.88487334574876,-166.1766389637477,-134.57970823866347,D,A,E,C,B,1
No,11.37760378109658,E,136.83917756720095,112.40713628812648,-23.109460495333188,E,-27.887783851270292,72.54019490641261,75.64462101657546,C,C,E,A,A,1
Yes,-33.06407791643769,E,-22.207183978639012,-31.909419005022365,38.847218638575455,E,-56.97081772904742,-42.99600524040552,-90.37511426138653,A,E,B,A,E,1
Veteran,37.82980519185695,A,-37.71545966979551,-23.826049392457836,47.092594475889946,A,-78.62466967429336,2.2615831003719493,-67.93116737022167,C,E,B,B,E,1
Veteran,33.23588697902288,A,119.6293890531132,96.53503750170765,15.925088319910216,E,-114.85146902525504,-245.83583917613686,21.098136532960883,B,B,E,E,C,1
Veteran,-65.688053359979,C,-0.1492393860137785,247.0477032426112,-169.3925959602707,C,-42.425533196448505,-24.038243292866447,195.11694830393554,E,E,E,C,C,1
No,-57.54634765209232,E,-40.76802162624521,-16.50094227523702,-14.335495849267431,A,1.1121566901748299,76.64442765871696,-115.34221148856669,B,E,C,E,C,0
Yes,68.0414916784301,B,31.585169461413653,-167.90026987853642,-44.39902365733641,A,73.14259054440406,-32.88812234606004,96.22987470712906,D,C,E,A,C,1
Yes,-11.901366882093196,A,-124.30553153263216,57.46593122992165,92.343882644602,D,199.98231066036914,58.08659066593182,68.81059095208839,C,A,B,B,A,0
No,31.76082497900535,A,80.48890762303213,-18.480192592977392,115.36987969152908,C,93.49063706937338,25.80119727000249,-110.32664092273887,D,A,C,D,E,0
Yes,141.1177223532881,B,50.8519131019327,37.11965285099454,-245.64916189675742,E,-159.48100348342368,-172.1302180487171,-5.482546395395453,C,A,D,E,D,0
Yes,93.96466133461338,B,82.17777223934384,104.66755049833047,-66.07730061539715,A,-151.55525514615266,25.738926055742834,31.834386112631996,D,A,B,A,E,1
No,6.997416249441302,D,218.08060946704592,82.92045030563135,-3.2392422277173103,E,33.243919820420395,136.30895392626837,-80.01164024764437,A,A,E,E,C,1
Veteran,79.6994782485128,A,-45.23074272996167,68.2007306220996,-30.42324092470586,B,182.17271257126927,-101.89679501956613,44.51699900694702,C,D,E,C,E,0
No,133.9662340114726,C,102.85981263248144,-178.74003897835803,213.97490766243288,E,181.1615964038396,-66.71597058887684,35.83805565942502,A,A,D,C,A,0
Non-Veteran,-137.57011766784143,D,-172.4873211342715,-45.73208914473875,-46.390880470938555,A,-24.281978922600384,10.7009134823797,-31.417587518736696,E,D,C,B,E,1
No,-59.253358272698534,A,-34.13662104365342,-195.51381452768942,-175.41857932472118,C,-126.75422165817969,-179.2995289070096,195.5487782234204,B,A,C,C,D,0
Non-Veteran,41.21504103098106,E,153.5819931229789,147.96451070160404,-82.71272069917902,C,-71.01717321445989,113.19882968085373,56.65753281889659,C,B,C,D,D,0
No,78.28960135871023,E,-40.57331416290283,56.2933191416508,123.89856754796189,C,29.58235750797522,148.79946728342938,-25.86241122875063,B,A,B,D,A,1
Yes,-98.60457238609942,D,-82.84692411470111,-5.271788656269019,16.43957287646961,D,-1.792489967647696,127.81944830715739,187.93897065767163,B,A,D,C,C,1
Yes,-14.008153068754433,E,-4.891067687577867,-8.517938110630073,13.844629139574646,D,-27.32152458721498,-76.14941019556919,44.25153154068038,B,B,E,D,B,0
