Gender,country,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-binary,Mexico,23,143.1080697238094,C,D,D,B,1
Male,UK,50,-107.06128367338226,C,D,E,C,1
Other,China,93,170.34483754954212,E,A,D,B,1
Female,Mexico,46,118.46233484107232,E,B,C,D,1
M,US,65,-57.06967126159772,D,C,D,A,1
Non-binary,US,74,-16.640329817122232,A,B,E,B,1
M,India,74,-23.633850889725505,E,D,B,B,1
F,Other,90,-93.23038640498098,C,E,D,B,0
Other,Brazil,90,-93.93144566045693,B,D,B,A,1
Non-binary,Mexico,58,-3.4966198015074195,B,E,A,B,0
Non-binary,China,26,101.74859435436761,A,B,E,B,1
Female,US,26,-159.70229135240263,A,E,B,B,1
Non-binary,Other,97,-22.35512502230062,D,B,C,A,0
M,Brazil,76,18.361163418563788,D,B,B,D,0
F,US,74,70.15095994244255,A,D,E,D,1
Female,Germany,68,-59.788183158866836,E,A,E,E,0
F,India,26,-81.46946997255931,A,D,D,E,1
M,China,84,245.52977689370198,D,D,A,D,1
Male,Other,89,-136.79617937353737,C,D,D,B,1
Other,Mexico,46,-146.6572996897531,D,A,A,E,1
Non-binary,China,42,-19.503467106480368,A,C,B,B,1
Non-binary,UK,47,23.798787783830804,D,C,B,D,0
Other,US,75,9.635669805761204,A,B,D,B,1
M,UK,99,7.972197017279971,D,C,B,B,1
F,US,51,194.65888014559675,C,A,A,E,1
M,Other,59,12.768680894749721,B,E,B,C,0
Other,US,26,-2.1919185206726395,A,C,C,B,1
Non-binary,China,42,9.980276965406935,C,E,A,C,0
M,Mexico,96,-67.08775996586735,C,E,D,B,1
M,India,29,-65.6067917022823,E,D,A,B,1
Male,Brazil,51,-24.895905285613757,D,B,A,B,1
F,China,32,-70.65118898501547,D,D,B,B,0
M,UK,36,-61.407794283161856,C,C,A,E,0
Male,Other,69,169.6954815555679,E,A,C,D,0
F,Germany,78,-60.9506905566322,E,C,C,E,1
M,Other,69,-49.64293849399877,D,B,A,C,0
Other,Other,72,225.7795127799617,E,A,B,B,0
Non-binary,UK,53,51.27967759139801,E,A,A,A,0
Male,Brazil,52,-35.58885494735368,A,B,A,E,0
Female,Other,29,5.748797431490578,B,E,D,E,0
Other,UK,85,-77.8722923461018,C,B,D,B,1
Other,UK,55,-83.00751225877309,B,C,E,C,1
Other,UK,77,23.26052495313248,D,B,C,D,1
Female,UK,29,-101.61046766468638,A,E,C,D,0
Female,UK,31,-29.130525217318215,D,A,E,D,1
F,UK,79,-87.09088724339632,B,C,B,A,0
Female,Mexico,71,-23.53125296792965,C,A,D,E,0
Other,Mexico,31,175.1095216088454,D,E,A,C,1
Non-binary,India,67,-48.410379589955845,D,E,E,C,1
Male,US,22,106.66430355419342,E,A,D,A,1
F,Brazil,43,-61.7187652166366,D,C,A,A,0
F,UK,92,-25.027057357908948,A,C,A,E,0
Female,Mexico,76,-88.31724133338231,C,D,A,A,0
Female,UK,44,-92.06535117797388,C,C,B,A,0
Female,Mexico,60,-18.35998838044841,E,E,C,A,1
F,Brazil,73,-111.61483846185209,B,A,E,B,0
F,Brazil,35,50.65916898008241,B,A,E,B,0
Other,Brazil,62,-182.53680784504124,A,D,B,B,1
Other,Germany,69,-108.30473896324698,C,B,E,A,0
Female,China,98,-57.594892908712104,C,C,B,E,0
Female,Germany,94,-17.63458718848569,C,B,A,B,0
Other,UK,26,30.533974699129836,A,D,B,D,0
Non-binary,US,31,140.2318982426341,B,C,E,E,0
Female,Brazil,84,7.324703265638788,A,A,A,A,1
Non-binary,Brazil,97,7.974424871551925,E,D,A,C,1
F,UK,85,89.38714675718794,A,B,A,D,1
Non-binary,US,25,-29.727473348169493,E,E,D,C,1
Female,Brazil,24,218.9788028461082,B,B,D,D,1
Non-binary,US,78,207.1357740111956,B,E,A,C,0
Other,Mexico,31,123.91369709707942,B,C,D,A,1
Female,Brazil,82,-140.94786051898095,E,B,C,D,0
Female,Brazil,74,-3.8500610749413813,A,B,B,C,0
Female,Germany,64,113.9219844810602,B,E,C,C,0
Non-binary,US,66,-13.677764681263568,C,C,C,B,1
F,China,85,-157.02877378320807,D,C,D,C,0
Other,UK,96,-107.0165683185669,E,A,E,D,1
Male,Other,41,0.3485892452429745,B,A,B,B,1
F,China,90,-114.29372593975786,E,D,B,E,1
Female,China,98,-146.24715429181748,A,C,D,E,1
M,US,67,127.86617489393346,B,E,B,E,0
F,China,47,115.5767030611206,A,B,B,D,0
Other,China,97,-77.30785613995577,E,B,B,C,0
Non-binary,Germany,59,76.63002196476357,D,E,B,A,1
F,India,85,123.17975979052129,E,D,C,B,1
Female,US,92,45.901989354267776,B,D,B,E,0
M,Brazil,71,107.2723251024939,A,E,B,E,0
M,Mexico,45,-27.3085174394781,E,E,B,D,0
M,Other,87,-28.177243089168986,E,D,E,B,1
Female,India,94,162.88112004346354,D,E,E,A,1
Other,UK,29,-95.82124002081211,D,D,C,C,1
Male,Germany,50,-59.98059332956264,A,C,A,D,0
Female,Germany,62,-106.7742117117508,C,C,B,E,1
M,UK,22,-31.33032098316323,D,C,D,C,0
Non-binary,Germany,52,-17.45295844695184,B,B,D,B,0
M,Other,49,-81.87245105451223,E,D,B,E,1
Male,India,51,84.95327705538774,A,D,E,E,0
Other,China,38,-186.01471909199736,A,E,D,B,0
M,Other,18,119.87055494909178,C,B,B,A,1
Other,China,71,49.10746801373297,B,D,A,A,1
Female,Brazil,20,-4.171543067733717,D,A,B,B,1
Female,Brazil,50,-82.71801832862792,B,A,B,B,0
Non-binary,UK,63,-62.2944573059345,D,E,E,D,1
M,Germany,27,-77.0273369287631,D,A,B,E,1
Male,Brazil,80,-175.49890096928772,C,A,C,E,1
Other,US,32,88.16638608460559,E,C,C,B,1
Female,Mexico,57,1.0129162429688583,C,A,D,A,1
F,Mexico,28,122.7045412935104,B,D,C,D,1
F,India,29,-18.080321870060985,B,A,D,A,1
Non-binary,Mexico,50,-13.383103532259769,E,A,B,B,1
Non-binary,Other,28,-90.61265740570185,D,B,E,B,1
Non-binary,Brazil,22,-166.31910958947182,C,A,C,D,0
F,US,76,228.96027125763175,A,A,D,A,0
F,Mexico,51,1.5854577836815695,B,A,E,A,1
Other,India,22,134.64120289408027,A,A,B,B,1
F,Other,68,-112.00036779973732,A,D,B,D,1
Other,US,86,79.05109933402142,E,E,E,A,0
Male,Mexico,41,-196.25046559231214,E,A,A,C,1
M,Mexico,52,-1.218348936678725,A,A,D,E,1
Female,India,77,-118.60962571295195,C,D,A,A,0
Male,Mexico,99,-66.29873867516913,A,E,B,A,1
Other,Other,84,-177.30745819200607,A,B,B,E,1
M,Brazil,46,93.986893105838,D,A,B,C,0
M,US,62,-42.74695538690905,D,B,D,B,1
F,Other,41,-8.23736623856901,E,D,B,B,1
M,Brazil,72,-125.97221414347142,A,E,C,A,1
Male,UK,51,-33.514243708433014,E,E,D,D,0
M,Brazil,64,-172.10396591949205,E,E,E,A,1
Non-binary,Germany,91,69.97799642739483,B,C,C,D,1
F,Germany,31,75.13940684461177,E,A,D,A,0
Female,Germany,34,-92.28823327986925,D,A,A,B,1
Male,Germany,62,127.209873257323,E,B,C,E,1
M,Germany,71,-97.27871325585244,B,B,B,A,0
M,Brazil,27,-156.30235641790762,D,C,D,A,1
Female,Other,58,44.01310115297073,C,C,A,D,1
Non-binary,China,20,-156.36122093791397,B,A,A,E,0
Female,China,60,29.407365444548606,B,C,B,C,0
F,Other,35,105.22831782388069,A,D,C,B,0
Other,US,49,-4.933038803834122,C,E,E,A,1
Male,China,32,244.07689778767025,A,E,B,C,1
F,India,40,104.20843173048222,E,E,A,B,0
Male,India,34,94.26353265577904,B,E,A,E,1
Other,Mexico,70,35.587571117885034,A,A,C,A,0
Other,Brazil,90,2.905946431171453,E,A,E,B,1
F,Brazil,26,73.80034814448129,D,A,C,A,1
M,UK,38,13.613822908201698,B,A,C,E,1
Other,US,31,-199.91040250220493,C,D,B,E,0
Non-binary,Germany,90,102.78808503774862,C,D,C,D,0
Other,Mexico,73,-68.56727334620639,D,B,A,A,1
F,Germany,74,-120.46073313823953,D,A,E,E,1
Female,UK,41,-148.06640608896458,A,B,E,A,0
Female,Brazil,21,22.200918798207194,E,B,E,D,0
Other,Brazil,51,-28.58329522535107,A,A,A,A,0
Non-binary,India,22,125.80259757534682,A,B,D,A,1
Male,Brazil,24,-26.46753653875582,B,B,D,A,1
Male,Other,82,122.70671631475238,E,C,B,C,1
Other,Other,66,-16.217409404758325,A,E,E,C,1
Female,Mexico,70,-134.6349643166345,D,A,B,B,1
F,UK,22,-60.959845007630165,A,D,B,C,0
Female,China,80,33.67645677846043,E,E,B,D,1
M,Brazil,82,38.774917724264974,E,D,A,D,0
Female,Mexico,22,54.83518837622552,B,D,E,E,0
Female,US,22,159.69821657543184,D,A,D,A,1
Female,China,77,-160.89609328853967,E,A,E,B,1
M,India,48,-48.31803765427779,E,B,E,A,1
M,China,70,-19.917904690318466,D,C,B,A,0
Non-binary,UK,62,92.91950375206083,A,D,A,B,0
Female,Mexico,84,132.45652493644576,E,A,E,E,1
F,Mexico,33,-14.02810552410512,C,E,C,A,0
Non-binary,US,71,-137.66938761211853,A,E,C,D,1
Non-binary,Other,31,-20.671353715626033,A,C,B,C,0
F,Mexico,75,-41.04919444584571,A,E,B,A,0
Female,US,28,-94.49755326954664,B,C,B,D,1
F,China,75,-90.96222840053956,A,B,D,E,1
F,Other,43,165.85652665194945,D,D,C,C,0
Non-binary,Mexico,23,77.73012105023103,B,C,B,A,0
Female,Mexico,86,26.337204117643704,A,A,C,A,1
Other,China,88,-66.83060807511019,B,D,E,B,0
F,Other,43,169.30282571725363,C,A,C,C,0
Other,Brazil,71,-119.5494511733294,C,D,B,C,0
Male,India,95,78.76508885480656,C,C,D,E,1
M,China,74,15.753885192121855,D,E,E,C,0
Female,Germany,35,17.641582049247397,A,E,B,D,1
F,India,95,-130.63586819720604,A,B,C,D,0
Female,India,23,143.69444327919197,E,C,A,B,1
Other,US,72,-57.38826703003169,E,B,A,A,0
Male,Brazil,35,215.08375548523335,A,E,B,D,0
Female,Brazil,43,57.187194191862666,E,C,A,C,1
F,Other,42,50.914127454734995,C,B,A,B,1
F,Brazil,21,11.35376647584572,C,C,E,D,0
Other,Mexico,98,-143.30463938205475,E,B,C,D,1
Female,UK,76,115.84359391905214,B,E,C,B,0
Other,UK,25,8.775696897256978,A,B,D,D,0
Male,US,25,-33.54340302098661,B,B,A,C,1
Male,China,87,-109.14787932674392,E,B,E,A,1
Non-binary,Germany,38,-59.26545853166778,D,A,E,A,0
M,Germany,18,105.19278494942512,C,B,A,E,1
Male,China,30,-262.46655127724546,E,B,C,C,0
Non-binary,UK,76,92.40039648025179,D,A,D,E,1
Non-binary,Mexico,70,-7.568774090057127,C,E,B,E,0
Non-binary,India,70,-1.2397686207422784,A,B,C,B,1
Male,Mexico,29,107.90525260744433,C,A,A,B,0
Non-binary,US,19,-103.90532895650865,C,C,C,B,1
M,US,70,-78.90152463052183,A,A,C,C,1
Other,Brazil,58,97.10186038591134,B,B,E,A,1
Other,Mexico,91,-82.14371111957784,D,C,C,C,0
Other,US,53,-79.04155249088456,C,E,A,C,1
Non-binary,China,18,-132.9562546752652,C,E,B,A,1
Male,India,91,-32.31584846788985,D,D,E,C,1
Male,US,92,208.12270396701723,C,C,A,E,1
Other,US,49,-82.83543782882936,D,A,B,A,1
Other,India,48,240.59033215257858,B,A,C,A,0
M,China,41,24.492181522479996,D,C,D,C,0
Non-binary,Germany,23,135.03125257300616,E,C,D,C,1
Other,Other,97,-58.85339221910871,C,E,E,A,0
Male,UK,28,41.01159787134999,C,E,A,D,1
Non-binary,UK,85,17.360063379704183,B,B,C,E,0
Female,Other,73,-102.51075155320488,B,C,A,A,0
F,US,68,-39.93293956188541,C,E,D,D,1
Female,Germany,23,81.30867662523342,B,C,B,B,1
Other,India,78,166.83674485390898,E,E,D,A,1
M,Mexico,24,11.997060519607297,C,E,B,E,1
Other,Other,18,79.11519792483939,C,B,D,E,0
Male,Germany,20,-132.29033418988968,B,E,B,A,1
Other,Brazil,31,-128.7840177203519,E,A,D,E,0
Other,Other,84,-107.2776524344444,D,E,D,E,0
Female,US,20,18.907600682331626,C,C,D,E,0
Female,China,31,13.783791664977535,B,C,E,A,1
Non-binary,Germany,91,120.144871240518,D,C,A,C,0
Female,Other,19,88.30248894572705,A,D,C,B,0
Non-binary,UK,97,-96.77192917124134,D,A,B,A,1
Male,India,58,73.7795991900168,B,E,B,B,0
M,Germany,28,38.57079851676329,A,B,A,A,0
Other,Mexico,18,211.64638479611656,C,D,C,D,1
M,Germany,90,-133.75805784865264,C,D,D,C,0
F,China,91,-26.666394448644333,E,C,D,E,1
F,Other,18,61.36613853560667,B,B,D,D,1
Other,US,19,-124.33335323142363,A,E,C,C,1
Other,UK,31,-12.876284697731371,C,C,D,E,1
Other,UK,83,136.77099242931402,A,E,E,E,1
Female,Germany,76,-118.07882653891441,C,C,C,B,0
Non-binary,India,59,77.30939409086889,A,D,A,B,0
M,US,66,-71.71226265816159,A,D,E,E,1
M,Brazil,34,-113.6711564772864,D,A,B,D,1
Female,US,54,10.093196257300946,B,C,D,C,0
Other,India,55,32.59536696486671,B,C,D,E,1
M,Mexico,42,38.126201410940745,B,C,D,B,0
F,Germany,98,53.71893260366522,A,A,B,C,0
M,China,44,75.3462312947585,B,C,D,B,0
Non-binary,Mexico,71,237.3485105691652,B,E,D,C,1
Male,Other,23,15.41953708617012,C,B,B,E,0
M,US,99,8.919199801289825,C,E,C,D,1
Male,Mexico,34,-46.057353218154304,D,B,A,B,0
Female,US,62,91.30314292616247,E,B,A,D,0
Other,Other,78,-22.084620269904114,C,C,A,B,0
Other,US,96,-39.734021286470025,C,B,C,B,1
Male,Other,73,202.71462184623994,E,B,D,E,1
F,Mexico,35,89.99041033690202,E,B,C,C,0
F,Germany,69,-126.23462190758438,B,C,E,E,1
F,US,80,-23.65061122486967,B,C,C,B,1
Other,India,58,-87.1532507025164,C,C,E,B,1
Non-binary,Brazil,42,13.289592759527455,C,C,D,C,0
F,US,18,67.61787121434992,C,D,B,E,1
F,Mexico,35,187.2969438095474,E,B,A,B,1
Other,Mexico,95,207.50358306391027,B,D,C,D,0
Non-binary,India,82,139.9101875297243,D,C,C,B,0
Non-binary,Mexico,84,-82.02766448555133,A,D,D,A,1
Female,India,83,63.38558645813796,A,E,D,B,0
Female,China,86,-85.58982852004672,E,C,E,D,0
Male,China,41,-2.082825254654987,A,B,C,E,0
M,India,59,-35.803982568444944,D,C,C,C,1
M,India,25,123.10676495795327,D,D,C,D,1
Female,India,51,-160.406033165974,E,E,E,B,0
Other,Brazil,85,-42.77028778906406,A,D,B,B,1
Other,Germany,53,115.42063240745613,B,A,B,C,0
F,Other,81,-236.17084217904073,D,B,C,A,0
Male,Mexico,29,54.143787414978185,B,B,B,C,1
F,India,44,-11.611702236045836,A,A,B,C,1
F,Mexico,43,-133.46820740077106,C,A,C,A,0
Male,China,62,8.032367288099252,B,C,A,B,1
Male,US,31,134.0742434430242,A,C,A,D,1
Other,India,99,-111.0032532913688,C,C,D,D,0
Other,Brazil,86,-46.93219620842674,C,B,A,A,1
Male,Mexico,70,-22.158284113164814,D,E,D,C,1
Female,Brazil,85,-116.08982795069791,C,C,D,E,1
Male,India,58,22.57912739837788,E,C,A,A,0
Male,China,53,-118.20300682434333,E,E,B,C,0
Female,Brazil,51,189.70305038061483,B,D,A,C,1
Male,Mexico,38,-86.6648250443215,D,A,D,A,0
Non-binary,US,51,3.718375855640469,A,C,D,D,0
Non-binary,US,77,159.89062737159847,A,A,A,D,0
F,US,27,106.52467279067301,E,B,E,D,0
Female,UK,32,11.27874726011624,B,B,C,D,0
Female,Mexico,35,153.3401453728931,E,B,B,D,0
Female,India,21,83.45386633482221,A,E,B,D,1
Non-binary,India,65,-118.90564133752535,E,C,E,E,1
Male,US,87,-50.25780323524411,B,C,E,E,0
Male,Other,37,-63.73890352491445,B,E,C,A,0
Male,Brazil,26,38.49311933393462,A,E,B,A,0
Other,Mexico,25,56.52916397647345,B,D,E,D,0
F,US,89,-33.93465141838062,A,A,C,A,1
M,India,38,-64.2825070877516,B,A,C,D,1
Female,Brazil,66,258.0476688520124,E,A,D,E,1
M,India,40,-59.653453136105426,D,C,B,D,1
Male,Mexico,87,-103.99135820634169,D,C,B,B,0
Male,India,31,-176.02666824827628,D,A,B,E,1
M,UK,92,-43.0724893971076,E,A,A,C,0
Male,US,51,-159.67657829298605,C,C,C,E,1
F,UK,31,-117.80539039673003,B,A,D,B,0
F,Germany,46,-154.00758076315367,B,A,C,A,1
M,China,31,3.9325142350318427,A,E,B,B,1
Female,China,31,-22.80160053455446,E,A,A,A,1
Other,US,42,-237.45101805532934,B,E,C,A,1
Non-binary,India,85,-62.46722493884903,D,E,D,C,0
Non-binary,China,72,-97.53844495832628,B,D,B,E,0
Female,Other,75,-102.29979593495733,C,A,B,D,1
Non-binary,India,95,6.9461046710134315,B,A,E,E,1
M,Germany,78,7.724331846958632,A,C,B,A,0
Other,UK,63,-72.09752699239648,B,D,C,B,0
Other,Germany,95,-34.18729525613733,C,A,E,C,1
Female,India,40,88.48377334668709,A,D,B,A,1
F,China,58,127.05002314670332,B,B,B,B,0
Male,UK,65,67.02529476833348,C,E,C,D,1
Male,Brazil,67,-51.70658331160231,B,C,D,D,0
Other,China,66,172.96516253289235,C,A,D,D,1
Female,UK,57,-25.652372162243804,C,D,A,E,1
Other,Brazil,33,-175.71484179678924,E,B,A,A,0
Male,Germany,28,99.58981795361039,A,D,D,B,0
Male,US,34,22.134098523714968,A,B,B,C,0
Non-binary,UK,22,-166.26994684183637,A,C,D,B,1
Non-binary,UK,90,128.0233416838874,D,A,D,E,0
M,Mexico,30,102.21916051688378,C,B,A,C,0
Female,Mexico,52,85.35416861674057,E,E,C,E,1
Non-binary,India,83,1.4921350855800077,D,D,C,B,0
Female,Germany,92,78.18837804307982,B,E,D,B,1
Non-binary,India,40,175.70739060786448,B,C,E,C,1
F,Brazil,47,4.7190276333187775,D,E,B,C,0
Male,Mexico,23,47.67707947523688,C,A,C,B,0
Non-binary,Other,79,19.942613790677132,C,C,B,E,0
Other,Brazil,66,89.80660161890239,B,C,A,A,0
M,UK,62,-51.81390057712718,E,E,A,D,0
Female,UK,47,-21.14654849890214,A,C,C,A,0
Male,US,45,-41.59099574182022,E,B,A,C,0
Non-binary,Mexico,27,-76.63066241381551,C,D,C,D,0
Female,Brazil,29,-99.55408356512524,D,C,D,A,0
F,Brazil,37,-97.10676764290537,C,A,C,E,0
Non-binary,China,50,15.543733755996215,B,D,D,C,0
Non-binary,Mexico,66,97.29509495009687,E,A,C,D,0
M,Other,62,107.29674164157497,C,A,A,B,1
Female,Mexico,34,47.0870385393366,E,E,B,E,0
Male,India,40,-14.367288823434235,D,B,D,C,1
M,Brazil,54,2.898014476716857,A,A,D,E,1
F,Mexico,80,62.084783841455845,A,E,A,D,1
Female,India,60,-4.314493795658573,E,B,D,D,1
F,Germany,84,147.31447346457335,B,D,A,D,1
Non-binary,China,70,72.27687632221651,B,A,C,E,1
Other,Other,52,141.54412962722176,C,B,B,B,0
Male,Other,61,-95.81817132042667,C,A,E,B,1
F,US,95,33.60871211704028,A,B,D,B,1
F,Other,83,-36.61162645010124,E,D,A,D,1
Female,Other,20,84.92538686088406,C,A,E,E,0
M,China,94,8.050530091884253,D,A,E,B,0
Male,Germany,73,-39.57248137005253,D,C,E,A,1
Male,Brazil,43,-95.41555113950643,E,C,B,D,0
Female,UK,92,-31.384713547985925,C,B,C,B,1
F,Other,50,-138.57252972799964,A,B,E,C,0
Male,Mexico,49,51.374533423598876,E,C,B,C,1
Male,India,92,-141.00712290579534,E,E,B,E,1
Male,India,19,71.26823926343744,E,A,C,E,0
Female,Brazil,51,-130.88827124004968,D,A,D,C,1
Female,UK,89,-27.7422962016041,E,E,B,E,0
M,UK,79,89.25052837928645,D,D,A,B,1
M,Other,52,-31.530627179698207,C,D,E,C,1
F,UK,27,108.91016518197047,A,B,D,B,0
Other,India,80,26.355227790906838,E,B,D,E,1
Non-binary,Other,51,108.7360908082794,A,B,C,D,1
Other,Germany,40,-102.92894163117599,C,C,A,C,0
Male,US,92,-109.23878002972029,B,C,D,D,0
M,India,48,-126.90985664655044,B,C,B,C,0
Male,China,96,-110.88923554473824,A,A,D,C,1
M,China,89,74.6217408049487,A,A,C,B,0
Other,UK,21,-85.14560681241382,C,A,A,C,0
Non-binary,Brazil,57,-143.0684759871624,E,A,D,B,1
Non-binary,UK,48,10.86972928420113,E,D,B,A,1
Other,Germany,41,47.09476326253871,D,B,E,C,0
Male,Brazil,55,109.81075209170412,C,C,A,B,1
F,Other,30,-23.251441399091206,A,C,D,B,0
F,Brazil,27,87.54386509730087,E,D,E,D,1
Female,Other,56,-58.827125731105355,E,E,E,C,0
M,UK,99,1.4505745309282876,A,D,C,B,1
Non-binary,Mexico,34,-100.932921967696,D,C,E,B,0
Non-binary,China,25,41.81053294671857,C,E,D,C,0
Non-binary,China,79,-65.47591446085465,E,C,B,E,0
Non-binary,Germany,50,109.53867927830944,E,B,A,B,0
Female,India,75,-180.92517648515005,A,C,E,D,1
Female,Mexico,66,-163.13889003404807,E,E,B,E,0
Other,Brazil,82,-74.28759094141827,C,B,B,B,0
M,Mexico,70,-24.61410468428889,E,B,E,A,1
Other,Brazil,58,-6.32729181272763,B,D,D,B,0
Non-binary,US,21,115.52261729937716,C,E,D,E,0
Other,Brazil,56,-110.77824803870828,D,C,B,B,0
M,India,59,-51.920571142607926,C,A,E,E,1
Male,Germany,32,-40.43645584195691,E,E,A,A,0
F,Mexico,69,-19.588134458476027,A,A,E,C,0
Non-binary,Brazil,74,127.05151599825591,E,D,D,A,0
Female,Brazil,89,3.034898760228255,E,D,B,D,1
M,Mexico,33,-12.03425529101164,D,C,E,A,0
Other,Other,57,-47.97715281849953,C,B,E,B,0
M,Brazil,42,148.63384318960925,E,D,B,B,1
Male,Other,61,-60.30404679997843,A,B,C,E,0
Other,Germany,89,-8.495831126525974,B,C,E,A,0
M,Mexico,61,55.40246720399743,D,A,C,C,1
M,China,51,-34.41555891006402,B,E,C,C,0
Male,UK,39,7.034469459052696,B,D,B,D,1
Male,Mexico,78,-59.581914714065576,B,D,E,B,1
Non-binary,Brazil,48,-37.88447647250441,C,B,E,C,0
Female,Germany,84,-214.4857347476501,E,E,E,C,0
Male,Brazil,20,-25.059952046168103,D,E,A,C,0
F,China,74,-24.190121018279218,A,B,B,D,0
F,Brazil,44,-1.751125886326265,E,B,B,A,1
Non-binary,US,87,-4.482680356686642,C,E,E,A,1
Female,Brazil,91,-37.78303853980924,C,C,C,E,0
Non-binary,US,76,-41.12438704651279,D,D,B,B,1
Female,China,38,-46.72987436089815,A,B,A,B,0
Other,India,24,-10.40378618083263,B,E,E,C,0
Other,Brazil,75,95.72857372758517,B,A,A,E,0
F,UK,68,74.05988672185137,E,B,C,C,1
F,China,62,187.80468222696805,E,A,C,D,1
F,China,38,-35.02427348097719,E,C,A,D,1
Other,India,57,-45.1286736028686,C,E,E,B,1
F,Mexico,44,24.093313735691574,A,D,D,E,1
F,US,60,45.64301751009687,B,C,A,C,1
M,China,63,102.3934309991306,E,D,D,C,0
Other,Brazil,28,96.25739839895516,D,D,E,E,1
F,US,61,-19.930682272094554,A,C,A,A,1
Male,Brazil,21,18.39861191041024,D,B,A,D,0
Female,Germany,47,29.58587244883918,E,B,C,B,0
F,Other,32,14.494220091598184,B,D,A,D,0
Non-binary,Mexico,43,-68.22477207893256,E,B,A,E,1
Non-binary,US,71,117.28365358164088,D,A,C,A,1
Male,Mexico,87,-64.04099955904887,B,D,E,A,1
Non-binary,Mexico,23,-81.72834012884302,E,A,D,D,1
Other,UK,23,39.54979806114805,A,D,C,C,1
Non-binary,China,87,-119.11686343455321,E,A,C,D,1
F,UK,88,107.11131653757127,E,E,B,D,0
M,US,20,-148.48264311456208,B,A,E,A,0
Non-binary,Other,65,-120.08740946302471,C,A,D,D,1
Other,Brazil,98,67.79347335857936,B,E,B,C,1
Non-binary,US,21,29.143372577875038,A,C,E,C,1
Male,Other,63,8.047838073502286,B,A,E,D,1
F,Brazil,97,163.18413683811892,E,C,B,C,1
Female,Other,76,116.01634523775728,E,B,A,B,0
Male,Mexico,97,130.5046604367016,B,D,E,E,1
Non-binary,US,64,-30.292639382011604,B,D,D,E,1
M,China,85,-2.889847745759748,A,B,A,C,1
Male,Other,51,67.7436738203446,B,B,A,B,0
Female,US,36,-178.2948560046912,C,A,C,C,1
Female,Brazil,32,-23.40984227328789,C,E,A,D,1
Female,China,48,93.3029529467167,D,D,E,B,0
Female,UK,38,-71.79446649996237,D,E,B,D,1
Female,Germany,56,45.5841471262877,B,E,D,C,0
Male,UK,80,25.675912611851125,C,A,B,C,0
Non-binary,UK,35,113.2872484017895,B,E,C,B,0
Female,US,62,113.35718439671776,C,A,A,C,0
F,India,26,-18.498038879161356,D,E,E,A,1
Other,Mexico,48,-48.582292570557236,D,C,A,E,1
Other,India,57,48.62930671541777,A,E,B,C,1
Female,Other,66,61.649784070183564,D,D,A,E,1
M,Brazil,95,-206.74079957865516,D,C,D,E,1
Non-binary,UK,82,-23.89201258066406,D,C,A,E,0
Female,US,66,89.49078290818761,A,A,B,C,1
Female,Germany,47,-127.24121740515986,A,A,B,E,0
M,UK,88,-20.148994452640057,E,E,A,D,0
Male,China,52,-57.69462122740584,A,B,E,C,0
Non-binary,US,88,-88.81314397832595,C,C,A,E,1
Other,India,79,30.4136040238278,E,D,B,D,0
F,China,66,114.62213822031113,C,C,E,B,0
Non-binary,India,26,56.36836387237668,A,D,D,B,1
M,India,18,1.0188401329609467,C,E,A,B,0
Female,China,98,-81.82838838438478,D,A,B,E,1
Female,Other,25,-149.8720540842355,A,C,C,E,1
Female,Germany,48,-61.49683485634285,D,A,D,E,0
Other,China,37,44.0246576859538,E,B,D,D,0
Female,Mexico,47,90.73570641043116,D,E,C,D,0
F,Brazil,74,116.51932391922415,D,A,E,E,0
Female,Brazil,74,129.57150558089862,C,C,E,D,1
Female,UK,47,-101.59605106990695,A,D,E,B,1
Female,US,36,-206.39179551939665,D,A,C,C,1
Other,UK,87,-4.50977183271875,E,D,B,A,0
M,US,57,38.358846447129835,A,A,B,D,1
F,US,70,-81.95238782815115,A,D,C,E,0
M,India,22,-153.18483461288088,A,A,D,A,1
Male,US,95,48.25862667006046,B,E,E,C,1
M,India,95,-141.78743066783014,E,B,A,A,1
Non-binary,Other,59,46.4096535304852,D,E,B,A,0
Female,US,64,-219.63605881480706,A,E,D,D,0
Other,US,66,8.344998584491247,E,A,E,A,1
Female,Other,37,56.7149094143059,E,C,A,A,1
Female,US,41,46.902900802229894,D,C,D,C,0
Non-binary,Other,32,0.29497398971033234,A,C,B,E,0
Other,US,30,38.871662585193725,C,B,A,C,1
F,Germany,30,-157.43128273019428,A,B,C,E,1
M,Brazil,81,16.615336569187814,B,B,D,D,1
Female,Brazil,59,-3.6355983649566084,D,A,A,B,1
Male,Mexico,24,-51.11491489641604,E,E,A,E,0
Other,China,45,-25.873840002192555,C,D,A,D,1
Female,Germany,95,-7.145606408394229,D,D,B,C,1
Male,UK,43,-285.0497697461121,E,C,C,E,0
Non-binary,Other,71,-127.17932521143558,C,D,C,D,1
Other,Mexico,49,-149.677862258963,E,E,A,E,0
Other,Brazil,24,10.264350010324323,A,B,D,A,1
Male,Mexico,96,12.90688741106176,C,A,C,C,1
Female,Other,19,-81.02106757090385,B,B,D,D,1
Other,India,71,48.12977776673841,C,B,B,A,1
M,Brazil,56,2.189540633801782,D,B,D,D,1
Female,Brazil,82,-65.05968140296787,A,E,C,A,1
Other,Mexico,65,11.850687867206418,B,E,A,C,1
