age_range,disabled,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
36-50,None,Other,A,B,A,193.9660566780015,D,B,-185.44774306096787,-130.99875075224455,-48.95119164859335,E,1
26-35,Yes,Other,E,E,D,68.85794793390674,B,C,-7.053271839742174,25.00795988330716,96.6247340561299,A,0
51-65,Physical,Mexico,D,C,A,117.02675725324274,C,A,42.559971903709894,-32.7458108127001,-168.16292913656224,B,1
26-35,Yes,China,C,B,A,6.549263687597914,A,C,-36.19403051420786,77.89719623256403,45.75035940837452,C,1
26-35,Physical,China,D,B,C,-158.59698106973738,C,A,-124.46595423572151,-112.03483216440438,-127.82745708373228,C,0
18-25,Yes,China,D,A,E,-68.99266774831337,A,C,108.26923100335341,-213.40039814254732,-147.02704613358122,A,1
36-50,Yes,UK,B,A,B,-208.37304118003556,A,A,169.5800538858845,-169.18694291703244,213.80608406220207,A,0
26-35,None,Germany,B,A,D,108.79595622468673,B,B,53.66769935348057,111.87883431066015,-2.053477621640776,B,1
18-25,Mental,China,C,E,B,49.556952110558264,D,D,15.55330054312993,-195.80116041744697,-146.34892669421401,A,1
26-35,Mental,US,A,A,A,-67.06519853867863,A,E,151.46570229430773,-98.38568145353194,-54.473275711689084,C,0
65+,Yes,Other,C,E,A,-121.32267097699632,C,C,-46.23043706246659,-1.5374161231586692,-196.0603231771366,C,1
65+,No,US,E,C,A,118.64197798674596,C,C,-78.57236810815881,-49.81037556771136,88.9805031506187,B,1
65+,Physical,Mexico,D,D,A,205.72020096413047,D,B,195.4247574303511,-90.6455461325272,34.32769306241537,A,0
18-25,Yes,UK,D,D,A,49.22893458749222,D,C,-100.95211553055576,118.3804907037489,-185.29438681144623,E,1
51-65,Both,Mexico,E,B,B,56.243623354759386,A,B,-59.85870530401476,-138.0769867932519,-17.92301242012388,E,1
36-50,Mental,Other,C,B,A,-133.3559422339875,D,B,-22.512943769991146,-47.789608619010615,35.39246009128863,D,0
26-35,Both,US,D,E,E,86.18739345535487,D,B,-46.47719264658994,19.071899553957948,-103.13389524994146,A,0
51-65,Mental,Germany,E,D,B,-61.33070704298106,E,A,169.58236186633303,40.513163540591464,43.67684585939947,E,0
18-25,Yes,Mexico,B,C,E,2.9825485363455897,D,D,35.97524331569974,84.32714960111281,-52.4055876484292,B,0
51-65,Yes,US,C,C,C,-249.90786156440805,D,D,52.50111663254422,-46.154433474755116,81.5447129156931,E,0
36-50,No,China,A,A,B,-5.797377122946883,D,D,-59.41935219595085,67.23365144343802,-16.612058979498634,C,1
18-25,Both,Other,B,A,A,8.892057937073714,C,D,49.674210390854654,-106.85202177182904,103.47224429219293,A,0
65+,Mental,Other,E,A,E,104.23375841312135,D,C,-95.46360599419083,225.01429723451238,38.36425570515219,A,1
51-65,None,Germany,D,E,D,-147.82861263215398,C,A,-225.39335997293585,-49.582905348301345,-59.36376361469509,B,0
18-25,None,China,C,E,E,138.1912778881761,D,A,-62.78170058696033,-39.975616254591294,-162.94945489040535,D,1
36-50,None,China,D,A,D,53.76121614305781,D,B,72.3365638203299,-136.0977533391172,118.9366746847124,E,1
65+,Mental,China,D,A,E,-144.3644736221,A,A,-41.966652259898055,2.0759601429323458,7.098563754876606,E,1
65+,Both,Germany,B,E,B,112.83420775759872,B,D,-15.03801363499413,15.293334421805351,108.55918005640123,C,0
18-25,Mental,Mexico,E,E,A,-169.12177182934906,B,B,41.24093081683745,23.55768175191161,-110.55991934862132,E,0
26-35,Both,UK,A,D,E,48.826181556611715,C,D,4.1231399960811554,174.59586061369828,59.93780674117648,E,0
36-50,No,Mexico,B,A,A,113.646452084604,B,C,-156.5667037627953,-180.8905948939056,-57.27674740531911,D,0
36-50,No,Other,D,E,E,21.50406205162676,A,D,3.4914399500973095,-1.5891610278859813,124.25247608543668,E,1
65+,Both,UK,E,B,D,-84.76979715539187,C,C,-0.5142517669396776,-72.65371198240153,-71.75928987010845,E,0
36-50,No,Germany,E,B,E,128.31234913045876,B,A,-189.06256014011066,-81.57565290228712,68.48183230027786,C,0
51-65,None,US,E,A,C,150.18188699522386,D,D,184.3109408236291,15.25465525355669,-49.01979810582823,E,1
65+,Both,Germany,B,E,E,198.25996003570208,A,D,-38.903752507063444,113.18360983029348,83.80969615267226,B,0
26-35,Mental,Other,A,E,D,-189.34846826584194,A,C,-20.37301197068971,-77.81237631783068,42.86152232164079,B,0
18-25,Mental,US,A,D,A,73.09320521381954,B,C,62.78593114245311,5.255581796614176,32.66259334487962,A,1
36-50,Mental,India,E,E,A,129.89187639639752,B,A,69.0361126540836,8.802910496813768,39.59998968959463,E,0
26-35,None,Germany,E,A,B,14.979900269028898,A,D,-30.222510536467173,39.185396465716714,110.25525848068409,D,1
36-50,Yes,Germany,D,C,A,-93.29463020378441,A,D,43.92968912283257,-67.32170572319993,86.57792679708317,D,0
65+,Yes,US,D,E,C,24.029441352900367,E,D,-96.40984978353852,-54.81492431890229,151.6519041129102,E,1
36-50,No,China,A,C,E,33.600031799034525,D,A,-187.92664279354815,-48.86808778914688,-48.10514075198195,B,0
36-50,Mental,Germany,D,C,D,-51.61238490017324,D,E,124.28102824300053,12.011754572762502,-107.3999889123989,B,1
65+,None,Mexico,D,B,B,-101.9174373076343,A,A,-255.208888106486,17.728385725962656,-67.72530047191833,E,0
36-50,None,Brazil,D,A,C,-34.5860952255236,D,B,-136.49344872203108,-64.15976890994648,149.89041188421717,C,0
51-65,Physical,UK,A,A,C,-27.53235167268688,B,B,238.47857453932528,-157.06151650887082,-42.887549697103545,D,0
36-50,Physical,Brazil,A,A,B,119.87164304098957,A,A,-33.65818255985449,-162.8816787347191,149.63799285662807,E,1
65+,Mental,China,D,D,C,67.68890043165302,E,E,-15.609122765274991,123.18999860799948,87.13305171656307,C,1
36-50,Both,Germany,C,A,C,126.82553328602818,B,E,-54.336005266705044,-162.20577133784252,-22.935237602171068,C,1
36-50,Mental,China,B,E,C,127.74700607342997,D,B,-129.72406549667537,57.071996796393066,23.491727992314758,C,1
18-25,No,US,D,C,D,102.93253494104839,B,D,-103.76740869785664,-66.91470077205544,-26.25109129651705,D,1
26-35,Physical,UK,C,A,C,-66.03430581353228,B,A,-54.14099788180495,-78.69092919670888,146.85318229668215,A,0
65+,None,UK,B,C,B,-11.439085231929885,D,D,-92.12945542612235,-147.32620682494638,181.35347724570977,B,1
18-25,Yes,Brazil,D,A,D,16.70780237830974,B,A,45.428205984275785,-20.946750865486564,9.624355852819546,C,1
26-35,Both,US,D,D,B,64.48339884095007,D,B,-2.5043300801227883,194.89683117929977,147.88922900095355,B,1
18-25,Yes,Germany,C,C,E,-180.6676538114204,D,A,121.4889751108993,47.31024331890508,31.735454179185556,A,1
65+,Yes,UK,A,A,D,22.24126322672965,D,A,208.57805433835802,-287.5731637521949,-191.45968627617847,B,1
18-25,No,Brazil,A,A,A,96.11353969584316,A,B,124.55383041750969,-48.540235499238264,-170.9248606105189,C,1
51-65,Physical,Germany,C,E,C,-4.8931577501780446,B,A,38.46209077303706,38.375830254989864,-59.2635128834711,C,0
36-50,Physical,Mexico,C,A,A,-31.4021155523298,E,D,-242.62964124698726,-5.053201450468752,3.052234556887773,D,1
26-35,Physical,India,B,E,B,-54.932121191070294,A,D,-104.55011796669278,116.10928844552934,148.92084256909857,C,1
65+,No,Mexico,E,E,C,-6.1430100947329995,C,E,-99.10243916944378,-211.0955094093314,-77.89108866634159,E,0
18-25,No,Mexico,D,A,A,59.06653994230729,C,B,211.86106862312886,-92.13497637186126,-40.113981696138815,E,1
51-65,Yes,US,D,C,C,-40.543628517615666,E,A,-217.7854814237442,-96.00652165575113,-95.35892476364747,E,1
18-25,None,Other,B,C,C,54.27040687649908,C,B,65.21077495868096,-80.44661841382494,15.5983821089899,C,1
36-50,Mental,Mexico,B,D,C,-100.93263643325656,B,B,-112.40112007046159,-137.54415549585124,-151.25966174264153,C,0
26-35,Both,US,B,B,A,-33.272968656588496,A,A,-73.19487890778409,-15.063678686520404,-139.83044388229823,B,0
26-35,Yes,UK,B,A,B,-119.89782980413806,B,A,24.24894424889672,-213.10297344619755,90.99149214278577,C,1
26-35,Both,Germany,D,D,B,17.219595847370584,D,A,-120.99251587697097,88.47013362406699,154.8089341665843,B,1
36-50,Mental,Germany,E,A,B,-54.733399996401864,B,B,-44.61336365033477,4.968017962415784,50.61236996874927,A,1
65+,None,India,D,D,C,156.59693082690367,E,E,-35.1627399772339,68.77641970442743,-96.46339792358889,C,1
51-65,No,US,C,A,D,-104.33272176931416,B,B,10.030230961238965,128.406623139112,77.85381552047373,A,1
65+,None,Germany,B,C,B,74.05379602077977,B,D,-69.07931590246602,-226.52353173191653,1.8679731140081475,D,0
51-65,None,China,A,E,A,-30.39601352523323,D,C,-12.289911763328423,146.95224875528737,80.25187833608504,C,1
51-65,Both,Brazil,E,E,E,-84.89981189474133,C,B,20.976537481899243,-36.99080719946893,132.61519385625544,B,1
65+,Both,Brazil,C,E,B,-20.241312679271754,B,A,-88.86577329035863,-20.517140893506582,-142.60876833878626,B,1
26-35,None,Other,C,D,C,-208.15483549782087,E,C,12.614284042970612,2.035570323382994,-127.95338586893952,C,1
36-50,None,India,E,B,C,71.64438746877778,E,A,194.49391583541927,-38.800359248689745,225.27827644235057,B,0
18-25,Both,US,A,D,B,138.24960426012643,B,A,-12.609886702478224,-131.2496337154378,123.9926446521084,B,0
18-25,Mental,Mexico,E,E,E,-32.72256484033297,A,A,-44.280881653040474,-106.55830457155781,14.12428318878938,C,1
65+,No,India,B,B,E,116.7836288791668,E,A,-77.80777584729152,-14.715747887645636,24.172356110770078,D,1
65+,Physical,Brazil,E,E,B,11.706786148444746,E,D,-122.50997626589783,142.58684363252624,-10.597777979330225,E,0
36-50,Yes,US,E,D,C,-40.02977790434565,E,B,-144.03650220963073,82.19591725327277,-76.6145221738914,D,1
51-65,Yes,Brazil,A,A,C,-147.90134287162013,A,D,-106.85120333374533,-131.4409069445189,-76.72467493515566,E,0
36-50,No,India,C,A,C,-20.493185243092086,C,B,-64.89419051972813,67.02100053029956,100.14268249513081,D,1
51-65,Both,Other,A,D,C,107.20081255539907,C,E,-36.30651695368741,-146.13857481213333,113.20535541434107,D,1
65+,No,China,E,D,A,-41.643018709207844,D,C,-101.03236835193914,80.09205585338593,-23.21820338945317,A,1
26-35,Both,Brazil,A,A,C,31.488069543188768,B,D,110.6854434638594,-92.84849444361892,-23.64837887302033,C,1
36-50,No,India,E,C,C,-90.93926501363933,B,D,-2.3278950517137464,-57.627014817587416,-102.44086939807356,A,0
65+,None,India,D,E,C,-66.37507840027844,E,A,84.28382728728491,-150.1533395766544,-89.8952530137739,D,1
65+,Yes,Other,A,B,C,175.0289456220219,E,B,15.26732413152428,-12.883699042676596,114.66967223921196,D,0
18-25,Both,Germany,A,E,B,-141.23880414384826,D,D,-54.68190191724813,53.86049437931998,132.68774766689938,D,0
18-25,Both,India,A,E,B,-67.30586568792103,B,E,-111.51546999259325,-115.92952997074872,92.92054031355961,A,1
26-35,No,Germany,B,A,B,0.6102201456470354,C,B,20.078350386254353,97.12725909815725,4.966828623605334,B,1
36-50,No,India,C,C,B,36.09881063543808,A,A,61.0080135107415,-7.40665480952912,274.89355753663614,C,1
26-35,Yes,China,A,C,A,58.34994019723793,B,B,-166.85359671866706,-19.465646536599397,-4.863147357881418,C,1
26-35,Both,China,E,D,D,6.44080594460074,A,E,-87.84954222704154,76.71086970534527,-243.79176066381763,A,0
51-65,Both,Mexico,E,A,E,-4.070656665915245,B,D,68.33064414096584,157.13155668098523,-80.60752915310442,D,1
36-50,None,UK,D,C,D,-105.85432972497762,B,B,157.6427924148134,-131.24218323444725,77.06137261243043,D,1
36-50,Mental,Mexico,A,E,A,28.136130301896856,B,D,-144.03062957693325,57.30331111502943,21.34232786918578,B,0
26-35,Mental,Germany,D,B,D,67.44163673741264,D,A,-191.46764852893526,-106.92478220649984,44.55905241977896,D,0
26-35,None,Brazil,D,E,B,128.2584165112806,B,A,83.63508210897893,32.59613969213724,58.95471922651293,C,0
18-25,No,China,C,E,A,-161.53237273151268,A,E,-176.46723084677777,-125.55359185405001,-81.16960057130733,B,0
18-25,Both,Mexico,C,D,E,-5.348400467888093,B,D,235.01843661089276,35.78583488243273,8.77967533418645,E,1
36-50,None,UK,B,E,B,-20.578435527616996,B,C,-33.8510291854859,89.06981850603518,119.87242714064162,E,0
36-50,Mental,India,B,B,E,-35.88164714561904,A,A,215.85904582261662,157.36989671420096,-32.327705488705675,E,0
51-65,None,US,C,D,D,64.19571828599635,A,A,193.70462785027556,23.647727015511606,25.028074505328608,E,1
51-65,No,China,E,C,E,5.896715785558445,A,E,4.684279247672241,-104.44788668669307,59.631310022518136,D,0
18-25,Physical,India,B,A,D,172.7557223334789,B,B,-150.34327221037702,-95.47553083163774,100.77686579012044,C,1
51-65,Physical,Germany,E,D,C,85.3723548519867,E,B,155.96895324132257,-57.80854958909287,-98.35929908486499,C,0
65+,Yes,UK,E,B,E,94.86156244804866,E,B,-34.69352595634192,-52.62872304412286,-82.22946203421738,A,0
18-25,None,Other,B,D,E,-123.17555048618394,D,B,-226.93745699140396,-50.756112020508546,-94.96130550739137,A,0
51-65,Yes,Mexico,B,A,B,-102.80447872568965,D,C,-148.60665286950703,-79.22137240458117,170.18655364180142,D,1
65+,Physical,India,B,A,A,23.357097127852715,A,D,45.98681709283953,135.14996058946343,-91.75683579607743,B,1
18-25,Yes,US,C,B,C,53.35282791807225,E,E,-89.76731484888805,-16.37453603796083,-73.96747715246512,C,0
26-35,Mental,China,D,C,C,-41.0474697558438,D,A,-12.06980209773873,24.682127690565054,39.364062278845445,D,0
18-25,None,Mexico,E,D,D,55.134847104965715,C,C,84.86570054021479,13.938999466991614,-95.20643381510158,E,1
18-25,Yes,Other,A,E,D,-28.973429792829954,D,D,-174.90109805611368,-117.14964748464298,-97.16497828924012,D,1
36-50,Both,Germany,D,D,E,-160.35929739559657,A,B,-60.3260189381639,128.30882301421028,204.20288669953513,E,0
26-35,None,India,B,E,D,33.72594343006737,E,C,-59.301393804406686,140.54327486983883,-43.3035732743653,A,0
65+,Yes,India,D,E,C,101.01354907446316,B,E,106.92101990889495,42.69032962367381,4.22067061574565,C,0
65+,None,India,C,B,C,39.32547256343788,E,B,52.95523742202962,-29.899881251652243,24.494010772089336,E,0
51-65,Mental,US,D,E,D,-29.04330501405922,C,A,193.3990092470258,25.981669348486626,1.0239416365154874,C,0
65+,Both,US,A,B,A,-88.37715311765272,B,B,-13.075024451978381,16.41082209378621,-112.22284578039903,D,0
26-35,Both,China,B,E,C,-61.28336089392664,A,B,60.89782128141663,-40.4964801084437,-23.179521609689747,A,0
36-50,Mental,China,D,E,B,-44.32014331635527,E,C,-39.71997168237257,-59.06586761400261,-81.25467401348467,B,1
51-65,Mental,Brazil,B,D,E,28.216757705776942,B,C,-2.430143828073584,93.94413063293318,42.47962461594488,B,1
51-65,Yes,Germany,B,D,D,32.32121987348349,B,B,-80.89885595966496,100.01364782137338,-27.91614672862579,D,1
65+,Both,Germany,E,D,E,-25.289255062459898,A,C,131.43361173997343,245.04161850846526,152.73905795173675,C,0
65+,None,India,D,A,B,46.31555446932138,D,C,-25.817722301552216,-24.946290101140406,-14.486669812608296,B,1
36-50,Both,China,D,D,A,-44.76776760810495,B,A,5.754504154007719,-52.890083730370776,-48.65339838769598,E,0
51-65,No,Other,E,A,B,96.30295589318871,A,A,-79.54272147672066,4.5116765397206295,-69.74052574398611,D,0
18-25,Physical,UK,C,D,A,26.884111063042315,E,E,34.54068909379394,123.3967183421426,56.45236137633989,B,1
51-65,Mental,India,C,E,C,-26.113551447518358,D,C,-19.797117491180874,-38.47511817372161,-52.101095321366145,A,1
26-35,None,Brazil,C,E,D,-45.87644077176387,B,B,163.96723154266982,-3.7818592875242243,183.74814603867299,B,1
51-65,Both,Brazil,C,D,D,13.47763622795784,D,C,-60.025112433236025,5.752921594309187,112.14155027569197,B,0
36-50,Mental,Germany,C,C,C,-170.74755062571606,C,D,-40.146880702215455,56.490885557619045,22.39261842257676,B,0
51-65,No,UK,D,B,D,11.44583686697588,E,B,-113.30377769527547,204.49836359059992,-102.11810352322807,E,0
18-25,None,US,C,D,E,-57.62433676460458,E,D,24.694703026384364,-29.577783734783253,-112.70557034046446,B,1
51-65,None,Mexico,D,C,D,94.55831016915441,B,D,-34.636483622745075,-61.082037563853845,69.65137912110367,E,0
51-65,Physical,Germany,A,E,C,-74.1814119157567,B,E,51.48661778495723,-190.1210280244522,143.8913026621705,E,1
18-25,No,Other,E,A,B,16.495678201719997,D,E,89.83431655198427,-21.23217674784918,-92.58238057413342,B,1
18-25,Physical,Brazil,A,A,B,48.48138445695864,E,E,-16.98409770030105,-108.85935345235167,91.69824165513961,E,1
51-65,No,Mexico,B,B,B,-59.70557953309955,D,C,-14.058789378413758,-21.780148574296884,-90.33911831444556,D,0
18-25,Both,US,D,D,C,-53.23597030193747,A,C,130.39531367262626,-99.74207954749032,-0.5797270726731706,B,1
65+,Yes,India,B,A,B,56.7294428586157,C,E,97.20775551654808,125.28444763111983,-87.75034020729923,A,0
36-50,No,US,D,E,A,-188.78031386037003,D,A,10.902594763973013,2.782971534650523,84.38310129951297,E,1
36-50,Both,Brazil,A,B,E,8.926531798412164,C,D,-58.34658392513668,-76.68221123071008,-258.46554358891945,B,1
18-25,Yes,US,E,B,A,10.307863457490198,C,D,-38.97941521370789,-13.27380767560333,-205.25266030792665,A,0
36-50,None,Mexico,C,E,E,-146.17706287951194,E,B,107.400927508391,-70.22676866121304,25.79996160566379,C,0
26-35,Mental,Mexico,C,E,A,-124.08503848462958,A,A,38.51414669362357,-78.56734028948831,-74.16827979448077,E,0
65+,None,Mexico,E,A,B,23.66911742579469,A,A,-31.222241883460143,38.167677469407515,-183.649587998371,B,1
18-25,Both,India,B,D,D,77.87428483729639,A,C,82.77511541774946,50.09750390761861,163.4706722139099,E,1
36-50,Physical,Other,E,A,B,80.29869944838167,D,B,-91.1743484395926,125.28112182148394,99.25471364519576,B,1
36-50,Yes,Other,E,E,E,-139.67492495079188,D,A,-80.93392037846988,8.539296211461284,-16.850790560180048,B,0
65+,No,UK,E,A,C,-151.59367652057017,B,C,158.9038189751919,-59.12267761003277,311.37034615141016,D,1
18-25,None,Mexico,E,A,D,-107.90367619811798,B,B,65.60461104031403,-37.240325284262724,-15.892797552684854,D,0
36-50,Mental,Brazil,D,E,B,194.26393901705873,B,E,59.88123082509957,30.869670792141445,201.84630474713168,E,0
36-50,Yes,Other,C,E,A,51.31885369053031,A,B,214.64041221350456,77.73825290788288,-134.99436431004102,C,0
65+,Physical,UK,C,D,E,-11.459442215256143,B,E,9.875002100260964,70.06594080164645,-144.9623982406938,A,1
65+,None,Germany,D,D,A,106.6336884085122,B,B,108.9296616048304,155.3445364830355,7.828887287873412,B,1
36-50,Yes,Other,A,C,A,-107.13973375713644,D,E,-176.01530364315394,72.39566709601426,-10.859260208851907,C,0
18-25,Physical,Mexico,E,B,A,-150.3466861962892,C,B,-8.61696247054259,15.519300950117177,-3.157508137268663,B,1
18-25,Mental,India,A,A,B,40.5099815124063,C,D,-0.835976295183993,75.39345496743233,4.51257991752846,A,1
36-50,Both,UK,C,C,E,-141.37764139162186,B,C,85.78730858914686,-84.794577929223,-32.7799182341155,D,0
18-25,None,Mexico,E,E,D,-133.77044093099678,C,D,34.31942399465022,87.89782570166956,-7.9309221272074435,A,1
51-65,Physical,Mexico,A,A,A,-127.50057882764219,E,B,-152.86135251441493,-71.1995645001532,-26.283022798213096,A,1
51-65,Mental,Mexico,A,A,C,-5.732808207754234,B,D,44.15894661117764,-47.181845324645614,147.13634214070456,D,1
65+,Yes,Brazil,E,D,D,8.786339968188614,C,E,21.13420008961146,-160.83153505231988,68.28503350611554,C,1
18-25,Both,UK,E,A,B,-76.47241841898474,D,A,14.192438324677168,76.57602293986074,-26.91877068958684,A,1
18-25,Both,India,A,C,E,-139.42997933495917,A,E,-2.2762353566821782,117.63793221808909,-95.39859459695911,A,0
18-25,Physical,US,B,D,C,-7.068061324134792,C,A,-86.12985614666337,4.04326313576531,-116.5628681405551,E,1
65+,Mental,Brazil,E,E,B,203.1175629584034,C,B,-84.44693630992259,-111.50765530696117,276.94529142620416,A,0
18-25,Yes,UK,A,C,B,8.718955061546842,E,C,96.65792642338053,-17.58428844650252,69.29592030111095,D,1
65+,No,UK,C,A,D,-153.54790190468802,C,C,-52.3615142449287,71.72399123692153,-46.973601404155886,C,1
36-50,Mental,China,D,B,B,-7.296276307981891,B,B,109.93471273613622,-12.156362155682853,-96.85069206522422,E,1
26-35,None,Germany,A,C,C,-71.57629234508265,E,C,-22.347599474562724,-102.8315700176075,77.26745705004615,C,1
51-65,Physical,Germany,D,C,E,-27.89133109234514,D,C,7.260830908433355,45.33481874088794,46.93547514650707,D,0
36-50,Both,China,B,C,E,-117.33248709647172,A,E,52.283375398463875,-147.69459774792634,99.29252763343919,E,0
26-35,Both,Other,A,A,C,3.8039328943617146,A,B,196.71069012277306,-26.154015180689466,-49.68728500638615,A,1
36-50,No,Other,B,A,E,10.006055556624975,A,E,-38.064366034993,320.6223913744325,-35.190704035241716,A,1
51-65,Both,UK,C,A,C,-19.208555922821457,B,B,113.55186902093659,165.0084811853848,130.80685520481336,D,0
26-35,Both,Mexico,C,E,B,-227.5895522125207,A,C,338.66575607153607,-232.7353718999087,63.79286772281554,A,1
18-25,Both,UK,B,C,A,205.33893912305348,B,E,-137.12317920098135,-94.84157952819186,-100.90660767829662,D,1
