Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Mental,5.173026601952606,B,A,D,E,-150.05269315172575,23.191488550928828,D,105.01925564168424,A,-46.858132950013,A,A,B,95.15575801293204,93.05413820693575,1
Yes,-74.35409900166849,B,B,C,B,-169.270767526509,117.21076589326375,C,-111.61263077071798,B,256.91387829357546,D,D,B,-49.7893857056571,-79.73377022889444,0
Mental,-184.30286829576204,C,B,B,E,76.70826718577898,98.4735729500825,B,-223.53997797220973,D,72.98375037455183,D,A,B,-104.21819724132703,-17.652354314049926,1
Physical,109.39986886186102,A,E,A,D,-172.2026598709681,-5.243456131541243,B,127.79795036545232,C,71.20687327327985,A,B,B,11.43245421571965,-29.259962744300346,0
Physical,72.70526927302396,A,C,C,E,-174.79352938624564,48.16206466499341,A,0.2064497891754767,D,52.59554154293349,D,A,A,67.82355570076143,101.97116756614561,0
None,30.490503998124076,B,C,C,B,-111.00664914494611,-29.435616457499385,C,142.53546847655664,B,48.618490512399745,B,E,A,-7.689522538385611,-78.39789695043629,1
Physical,-28.522695845020962,D,B,A,A,-146.66150170020975,-31.661673273682506,A,-182.42383592096678,C,-96.41269990642236,B,C,A,1.4506706086886691,-70.57194985392508,0
Both,-37.69802481230039,B,A,B,A,64.28307861998782,-92.8281779103765,E,-8.695690651324826,C,-128.8360450800323,A,D,A,-21.507483869589265,-79.01832763391575,0
Physical,95.56623872617807,C,B,B,C,125.27751749084966,-96.21446228103915,E,160.99455206366397,D,146.17755642892965,B,E,E,-8.064449168213349,-114.61792022100016,1
Physical,25.878848326180005,B,A,B,B,186.5701106704631,-77.37508857791998,B,60.90308217664212,E,-148.30401366150235,E,D,B,-9.679390241466912,-88.14717482789138,1
Yes,50.09402317660171,C,B,A,A,-38.8091270103061,296.46505684710513,D,91.26912865379497,B,-9.668024402866275,D,E,A,-94.4252470479029,-22.317918496609764,1
Physical,17.76842723519528,C,A,B,D,-0.5680120626343883,-82.19593279196849,A,-69.64423257493297,D,-2.0364090595472617,A,A,C,-38.92351094460379,-38.297057337001156,1
Physical,-106.50597861244304,E,A,B,C,190.31712318416078,51.71829860144208,B,183.80103365503092,A,15.537381765272459,C,B,C,4.913497741366926,15.971040106178366,1
No,119.58650027145114,C,A,A,A,94.02476411252344,30.397058207255785,C,-131.4615172942762,D,9.320602608793685,C,A,A,-8.327432904398501,51.58442325105684,0
None,52.60210263280087,E,D,A,D,-37.27916555140979,-55.77332352970846,B,-137.4561112259545,E,-0.9837281343229433,B,C,B,-43.03611489410192,-166.94023471930055,1
Yes,103.56160557165555,C,D,A,C,-141.7634660097096,59.093126436200215,C,-53.9070797614843,A,-54.0684273465407,D,C,B,-102.01420208657464,116.69137305928943,0
Both,-14.532735563947455,E,D,D,A,-114.07336521553701,129.04957589615393,D,-387.200939727856,E,33.70846670806103,E,C,E,-70.80295603657181,-111.7829702422687,0
Yes,-87.85804727773726,B,D,E,B,177.31777878942006,-116.95137937475693,B,-7.9499329672331625,B,94.71951769529863,E,E,D,85.05798572996727,-0.41587605791870996,0
Yes,-41.79007116700936,D,C,D,A,-158.6319292722014,-66.26246172620294,A,-73.51065828095939,E,-104.33533929515963,B,C,C,87.23394680924606,60.936823129300286,0
Yes,10.51870494890824,B,E,D,C,-62.26082435706526,21.723947565007066,B,14.625911302214956,E,99.03068596162154,C,E,E,36.715539293839335,34.19374302046123,0
None,-21.872468282216094,E,C,B,A,184.58222250670667,-105.18878193364583,C,67.11051992032637,D,87.82536707987299,E,A,A,102.61022936974067,-30.152759568110675,1
Both,33.01811311744775,A,A,E,D,36.26928062869633,282.30009859842664,B,-121.26805712739788,D,51.19932419142299,D,D,E,21.45260292060694,70.46680952939616,1
Yes,-154.74278338507247,C,B,D,A,173.7262494480262,-38.267887056795566,E,1.518562806478725,A,50.4116918018598,C,D,B,53.967100080670164,-19.522712967052723,1
Physical,56.32228297225738,D,D,D,E,-246.3000529507157,37.03529697069089,A,7.669349586443802,D,-4.936214149398366,D,E,D,-19.121421128225226,62.34777092279824,0
Yes,-121.37721583037677,B,B,A,A,82.12142321142821,-140.30605354320898,D,-4.469284162323726,E,-118.98461543079135,D,A,C,-131.69460065435197,-244.72285235469516,1
Yes,98.58715399454454,A,A,C,E,-143.09556499506488,-4.427450265218065,B,-19.15107371329747,B,-18.497056209731472,E,A,D,1.8577052391884348,-93.91276368295034,0
None,-18.009676065334638,D,E,D,E,22.943352112305355,-115.00159977120255,B,-17.246618705008512,C,89.47609774296666,C,B,D,-54.335183007441124,-243.94099370472455,1
Both,-99.89084280332017,A,E,D,E,-37.363977035106,-84.60126871286474,D,-11.973637311843149,C,-139.39911346666943,A,A,A,-69.9610201187131,-44.134828011633395,0
Mental,-170.67320316656247,A,D,E,C,95.32751601899834,81.02826414914249,D,-119.65966704842342,C,-21.679841890995682,E,B,A,96.34342540347413,-83.57875993248555,0
Yes,58.30277044938021,E,C,A,B,140.47305042077298,162.56941247355724,E,-20.61842090806659,B,-116.35875472323029,D,D,E,116.98917959889702,130.37998535139403,0
No,-4.274020068435841,C,A,B,E,-68.26528410729465,48.54376516256364,B,12.802043110025723,E,-115.54571953350101,B,A,D,76.32211210074175,-130.71175373677832,0
Mental,98.89859683068526,A,D,C,B,107.50368198949698,-61.93695327440671,B,119.67986765855896,D,303.89589462206186,C,B,E,-53.29594068558738,-131.40816119627024,1
None,146.72171317570908,E,D,B,C,-11.273539178717215,-82.66661416029912,B,-207.76842865158218,B,32.62158434547792,B,D,A,-5.999140089918503,-116.3931458832215,0
Mental,187.75499986161174,A,A,A,D,131.2197389188384,57.07031841475674,A,39.526480202491044,A,-50.95359821868634,B,E,B,20.24237666267593,72.97740414390833,1
Yes,123.61412069537847,C,B,C,C,78.13558669969206,69.05495866850465,B,188.27103898712733,A,223.9774281532968,A,B,A,-37.92742367591212,-18.406754742799272,1
Yes,-155.68720224849443,B,E,A,D,69.78432074766845,-151.67810039140764,E,10.38862167434802,A,69.76738288389899,C,E,B,39.69341584885225,218.67856898396374,1
None,4.618708186928534,B,C,B,A,34.69008702760996,0.9740221784577983,B,-149.9417604842746,B,192.40815130859883,C,E,D,-78.39947414675919,4.052011137646713,0
Both,78.18275166304733,D,E,E,A,13.539510205292443,-108.60732844478107,A,60.42072128066369,B,-151.17135556424032,C,A,A,11.072467091336918,5.444885059743687,1
Mental,-108.47319100525095,B,C,A,A,-18.265522266002463,12.135638961467563,A,42.466324722491954,C,-8.469499481814756,B,E,B,73.75931646793249,79.7536083725626,0
Both,68.15944216776636,D,D,C,A,-95.69624338636702,89.79859565533145,A,-225.39842185251268,B,-58.90411153312203,C,B,D,123.80565012856215,151.4051624237281,0
Physical,39.94368758957973,C,A,A,E,136.50461935144372,-30.03853156821824,A,79.54325607612918,E,-379.72143248486924,D,C,D,-48.31568236157258,-95.33238714616206,1
No,99.09087812776988,A,A,D,B,-34.00749392467271,-82.49670614048374,D,-22.690482980914766,A,105.64578996331446,B,C,A,-129.4913238517015,130.19571561978373,1
Mental,28.879121253452876,E,D,D,A,137.99580925079772,-73.09036491537007,B,-78.62309701898383,A,9.345973791324727,B,E,A,152.15923042404128,66.02210014319809,1
Physical,-134.76036618690682,B,C,D,A,173.50643337863133,-11.463052373801982,A,-140.99520147796105,C,-90.36966218497139,B,C,A,-172.03464988021045,-23.193060830939867,1
Physical,-269.1072434303117,C,E,A,B,-40.30016388696276,191.38238539186517,E,21.18831444420903,E,-39.82164846233876,D,E,A,49.951797674635706,-1.1300373528549241,1
None,-113.87507952393064,D,A,D,D,-45.69511643537065,63.913719724137884,B,-148.816773332425,C,220.0329141362382,E,C,D,-7.8080126782643156,-164.07488177703925,1
Physical,128.3147730956048,E,D,A,A,63.33502911577655,-0.9987574965147403,B,-38.65352914057458,C,-112.08071962881834,B,B,C,62.494346143153,-2.9356900936920898,1
None,148.80578885755364,C,D,A,C,-40.537447373913125,47.353333868978346,B,65.50255925360112,B,192.5679948010617,A,E,D,89.96017849220523,-80.02697568149921,1
Mental,-14.433650604634462,B,A,B,D,-13.968394682739444,43.55066231470222,A,-114.0360293584622,C,-25.98497172837651,A,C,A,20.00211867984219,-57.12272275197476,0
None,76.80868324786988,C,E,B,D,13.1125860140879,-14.586472489215824,D,111.20620684269093,A,1.0214013713240444,A,B,D,-57.20282978675028,-35.481681641385414,0
None,-52.5457913913149,E,E,D,A,65.50646335059264,-13.171139565328371,A,23.25095609258871,A,85.76863425042605,D,D,D,-60.68684689553646,15.119614195001182,0
Both,63.626097313084465,D,C,A,A,-134.36404584572676,70.09031297158171,D,-82.50645354354302,B,13.662086065431708,C,C,E,84.6087218238348,-121.20839760759846,1
None,-11.463678944497993,D,D,A,E,171.91167777385795,-21.777122513560304,C,221.08972830356333,C,-2.8537227517872754,C,E,B,6.493956347854575,-7.934779259153871,1
Yes,87.77486826869357,E,C,D,C,-138.02436301698677,-112.85972854129741,A,68.73282927012788,E,-29.3978136576111,A,A,C,83.13463821396859,-142.57861958899485,0
No,-81.8401889987184,D,A,C,A,-30.065407828326162,150.0422501803095,E,-62.89873218674953,C,50.739169553105704,B,B,D,15.219681722945285,2.6370080718300706,1
Mental,89.78617047852136,D,A,D,B,-181.91524133012803,-12.877461479741893,A,35.34589299754031,C,-36.21669184796728,C,E,A,-67.45059702746849,124.86011859529142,0
Yes,83.43452796053109,E,A,E,D,-33.67968921193406,-28.95312165628604,E,136.75046779585443,A,13.455933281654959,C,C,A,-54.729672265909976,127.92294790570844,0
No,-55.730767031832464,B,D,C,B,7.196060212621963,-17.91249024165311,A,103.59695163056028,D,182.35240214295092,A,D,B,-66.8282443783027,-20.33393345029291,1
Physical,-43.646639229390686,B,E,C,E,89.77143916091867,-221.55996631715084,E,57.03773492454134,B,-29.78037126564393,E,C,D,189.07275948520075,-20.878222425835876,1
Both,75.91849239176327,C,D,D,E,-42.897235027985765,-49.38568731258279,C,105.87873787693994,D,-3.3026023497731294,D,C,A,90.01477202204097,231.26624498914362,1
Physical,-81.6582094481803,C,B,A,B,56.061534670950266,-90.59317149349737,A,28.794552549083935,C,-85.63508528932468,A,D,A,-13.10441534631271,-112.88284824760693,1
Mental,89.63058754338145,A,C,D,C,-185.10410646267923,-117.72114611742485,C,25.8626227809733,C,58.4847777193516,C,A,D,46.70933001415564,-113.45911582260904,0
Physical,-26.928451814864047,A,B,A,C,-27.78110869697458,-208.7404224621824,C,45.579174003397256,E,-43.04919366432374,B,E,C,-121.16792594629973,49.734922756031814,0
Mental,-110.4394510416309,A,A,B,B,100.72242602010881,111.56469095255575,B,-48.876304435569985,A,-99.4914308722508,B,A,B,12.76697917747188,-25.254287284039272,0
Yes,-79.03720608484531,E,A,C,A,225.93567086308886,61.632005378208156,D,57.13636936387574,D,-169.862461758016,D,B,B,95.98959843294146,-125.40573882192567,1
Yes,-22.750485075416822,E,D,D,A,118.04359944558401,-189.28120718398873,A,28.306507992115392,C,49.47926184353808,A,A,A,133.0777783621301,70.59998570677521,1
Yes,-81.68925124602025,B,A,C,D,-85.0049491446795,83.1707902468485,E,-35.910397000031665,C,-65.777877994405,C,A,D,-23.814373899577085,81.71187259148842,0
Yes,-64.27054159230242,B,C,A,E,-126.1723592773288,200.02076813504686,D,120.15303533295673,A,-10.51755440733024,E,D,D,18.518946952209287,34.42735013768984,1
Both,-30.128017894058466,D,A,E,D,119.2539753690445,-54.76115650303917,A,-31.64506450755172,E,-74.79168627588463,A,E,B,10.328175786871158,73.76320796826799,0
None,83.64027203107652,C,E,B,D,-19.81306504251512,29.827201488000348,D,-45.50585264200119,C,17.248539830488493,D,C,B,-194.42382105940877,24.65105236185563,1
Both,-25.728791291602494,E,E,B,D,27.883942026944,-88.55251974576822,E,67.49644238039089,B,92.98526113954766,A,C,B,66.53544228241688,42.554579841629895,1
Both,-104.97419150754858,A,A,A,B,-213.72757112550875,-147.31201591852383,A,126.73310833152911,E,114.17358986116773,D,D,A,81.1866292595644,107.77055112328749,1
Yes,49.603526589871656,D,C,D,C,55.43217944071378,91.32275525944364,A,-144.56186656382485,C,126.84083210967812,C,B,C,-133.94947313514908,-41.162573648144296,1
Physical,-194.5309809564331,D,E,A,E,-153.32535581899157,-16.694364907892876,C,-27.745964899486967,E,13.334435993974491,B,D,E,104.00985629534027,95.32064637472995,1
Physical,-224.73079079112387,E,C,D,E,-36.5666802096708,-49.894700160614505,A,193.86975803821903,D,107.30004339756655,B,D,B,-40.14770862390839,-15.238808624716274,1
Physical,127.67013050102989,A,C,E,B,-17.91918204402183,-147.23470464546935,E,104.11611616509539,C,139.67205271328461,C,B,D,-274.0158140498114,102.21068686611594,0
Both,-205.5004327689562,C,D,D,D,41.24661687001456,21.720318528889937,E,146.25023275518757,D,-328.0704460272582,C,D,B,2.8713773945731087,56.772929288827335,0
None,-21.65815876302925,C,E,E,B,-104.70184370697903,-39.24379713368544,D,-62.20806145767547,D,9.236804906385451,B,A,B,-88.13197126638666,-33.20460145000781,0
Mental,-75.4397723776384,A,C,E,C,-23.89546652646585,16.642429687662517,E,-150.1799811656665,C,192.46832422761187,C,C,E,94.47640356924228,173.48035354299978,1
Both,151.065370867694,E,D,D,B,16.984505513814526,40.73116052913915,D,-43.10706001239758,B,-105.58787956006528,E,A,E,211.10995311430196,189.43887354224606,0
Mental,46.30497907616731,E,E,B,D,-59.68531313818679,14.582573923734005,D,-7.572517338106258,B,-90.32210338419682,E,D,D,39.161498342208446,-10.694034554247192,0
None,-197.0514749477403,D,A,C,A,65.14616159992534,-58.49944820790831,C,104.53547863692505,D,-133.35227412695144,E,B,A,-61.31590570102896,93.16900696992178,0
Mental,123.61473792762668,A,D,A,C,-6.231631011727084,-81.42933556775243,E,49.99150597795346,A,165.70718719151824,A,D,E,-32.12685284834748,-45.310268057165985,1
Mental,-17.669826580809303,D,B,D,B,2.4653719680216417,-141.14449235516764,B,-50.42866013278792,A,-101.40168909360399,E,B,E,5.05419497526398,129.52920591176928,1
Yes,-47.511977918717605,A,D,B,B,-79.57343585279078,-100.23209735595691,D,206.49545103283836,E,-174.00209694155618,C,B,B,58.312510071542036,-33.12703660797753,1
Both,-20.53798466668436,B,E,B,B,-74.35822020676797,-180.69549904972752,B,9.500508008916828,D,-43.66964953036543,D,B,D,-168.21726624101296,34.34501802316519,1
Mental,-126.52623791626654,D,E,D,B,27.544859470720322,27.763896350633637,C,65.63088179520105,A,64.65734019611308,D,A,A,27.691466406324484,43.6881819006094,0
No,50.302745401604895,B,C,E,A,69.18488651050545,-127.53501046801554,C,51.62445233905402,E,170.92012748134394,C,C,E,125.625583527189,57.81127918904209,0
Yes,-56.543997038005436,C,A,C,B,84.88455479788416,204.18530741814277,D,184.77728373551818,D,255.038947174964,A,D,A,213.84902524290203,82.38664786208841,1
Both,59.30099059753795,E,E,D,B,-64.96085400055068,63.201907838896034,B,174.42934721621245,E,-49.231171884833905,A,A,A,33.582459830073276,-107.23874139063628,0
Physical,-125.73010266819287,C,D,A,D,20.06562147693474,203.49728814018664,D,-168.2270055438882,A,-103.81199838095417,B,D,B,44.21226663875248,-23.600045658820637,0
Both,-37.207336645561675,B,A,E,E,51.96739471739581,25.026153761477193,E,-53.524972233904364,A,-14.565175037902506,C,E,D,-52.84884521297879,173.05340143491895,1
Both,46.22019406453523,B,A,E,D,-65.6629544315697,-50.44921675795359,C,106.60635953294388,D,10.45468216338001,D,B,C,41.93854708233684,-61.38526117680787,0
Yes,155.8850095949928,C,C,D,A,-9.16142275184068,-90.24874229589322,C,-131.82642941285343,B,101.29187390729643,E,A,E,66.94222274794842,93.14405191406242,1
No,-18.534662188006912,A,E,E,A,-31.349838513108015,77.31356750091467,E,3.1173149241790914,C,40.14818589466493,D,B,E,-183.47234770702053,67.01207884924035,1
None,-43.14200252313044,E,D,A,B,106.5378238634049,-11.523264100866697,B,-108.81168764031375,D,-254.56516504326711,C,E,E,-37.792405560315714,-123.18781561436265,0
No,63.8958079112427,E,D,A,D,-69.43439614375804,130.20194916979187,B,-14.713028899904824,B,162.064628565817,A,C,C,-139.30673295850673,-2.7282588702524717,1
Mental,51.65017101633859,A,B,C,E,143.08630989625112,-10.36384731874794,D,-79.25979886974028,C,72.71893377056735,E,B,E,-100.91483993241238,-112.85981887799004,1
None,51.002242433241264,B,C,D,C,-79.80347712750357,87.59854563786664,E,-59.24800956582016,D,93.07020210576106,D,D,A,7.8518521540093476,-35.404643097963074,1
Physical,-47.867689745086736,E,D,A,E,126.3671707656858,-92.2899774566958,C,30.979193034555358,C,105.75972391123302,D,E,B,4.756972842409927,93.0170225682768,1
Yes,-5.667356945392087,B,C,E,E,-124.47969333890916,112.10395975280053,E,45.59799627645975,D,-79.01739027467308,E,A,D,107.30960986155891,-29.849630759170488,1
None,80.47788167527958,A,A,C,A,38.47053315611159,-40.67094750843342,A,-46.528570899682705,A,39.715342018539594,A,C,B,72.13543788997137,25.208394251691224,1
No,-17.969803768331648,B,E,B,D,-118.499024634546,81.82851879405695,A,18.21389105705018,B,107.26804408632535,B,B,B,147.81658550995692,-139.06682140051896,1
No,-93.24879157629812,C,E,D,B,178.07906634003098,144.0720694787982,A,-2.0810176565109115,E,-16.76554043338966,B,B,A,106.43335539728717,29.567548071606957,1
Physical,-51.365136636540974,A,A,B,C,-90.72242856248067,-218.70731320336856,E,-70.19391456881777,E,31.92298523217922,A,B,B,104.83425870008122,-105.93370648437015,1
None,28.21540405325551,E,B,E,B,-82.82448884021166,-76.83455895399528,D,31.464774155623022,C,34.085651273928896,E,B,B,-33.95935072881198,111.84559011685154,0
Mental,13.411561477776221,D,C,C,A,11.975794601983626,52.59951137627545,A,-9.651254004548921,E,-89.99924348918363,E,D,D,-46.84826792455339,-133.76410644873985,1
No,-154.76379379916196,B,B,D,E,118.29702890674598,130.5141972531329,D,-73.77407790883547,D,-59.03160465497326,B,C,E,34.454370550406395,41.448894964302454,1
No,94.6203703717621,A,D,A,A,-129.70272337023962,36.42341826171392,E,-40.3632895516684,A,-163.23239758573735,B,C,B,-93.42392549227026,141.55917492345452,1
Yes,-267.4218623762658,A,C,D,E,101.43839760567872,-38.46188114701945,B,-1.7027129447273093,C,-26.531939310614078,D,A,A,-117.20393391820187,76.34741692733219,1
Physical,18.72265570438687,D,E,A,C,10.455401228376042,71.7030293566168,B,35.54931082125818,A,-162.49100302355174,C,A,B,-190.1151575131324,-39.62225987952424,1
Mental,118.21550059382928,B,D,D,E,175.54310469403336,-49.06941582985848,C,-40.70276424878846,A,41.30645114416878,A,A,C,-1.6751437355189696,62.12354416509965,1
Mental,-42.08701510176711,C,E,E,E,16.87509323631383,-54.87459097340659,B,31.213645471470702,A,112.20730373581176,B,A,D,-10.486005006842792,-13.612837182788292,1
None,-44.920546752564185,B,D,B,C,195.87929386503802,23.968099191863708,D,4.118627197190432,D,-73.45254336706617,B,E,B,-67.95056380854687,-123.44181336068986,1
Both,30.761861051914387,D,E,B,B,-58.847114729433514,-161.39703849238202,B,-52.315564140665096,E,-10.71446419847167,C,D,D,-79.9019829019116,-8.722863473290975,1
Yes,148.78148937622788,B,B,A,B,159.08299124569686,-50.50444422579285,B,-186.4967644872381,B,-32.65831531839603,E,D,A,29.220729738036244,-71.94667466076731,1
Physical,84.45732948817914,D,D,A,D,88.30519537703596,206.63474783082282,A,-169.72950304111427,A,21.346095539075264,B,A,D,-149.60441441266926,44.86917868998275,0
Yes,39.090940244866445,C,A,B,A,-48.257582678949056,-53.553238577983656,A,104.80810027870481,E,-102.05599061215165,C,D,B,72.32182305220748,93.42293212010233,1
