anos,age_range,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
41,36-50,No,C,E,E,49.22760670065382,-56.2118764255464,B,1
90,26-35,Physical,D,E,C,-93.26839391905743,-27.674862381502397,E,0
26,51-65,None,D,C,C,7.038381114167749,-121.99098795639485,A,0
54,18-25,Both,D,A,C,106.74745207519211,-86.85979444078083,A,0
44,18-25,Yes,C,D,A,8.967135292469845,-84.57761237698477,D,1
80,51-65,Physical,E,A,A,-112.92835254654653,-3.960820246734112,B,1
86,26-35,None,A,C,A,48.55861135192666,48.350003422173955,A,1
31,65+,Yes,E,C,A,140.9663131484975,2.15546038973604,E,1
48,65+,Mental,C,B,B,-35.77550909656097,5.246203700980503,B,0
39,18-25,No,C,C,D,-148.4684247908292,49.4499360320246,E,0
29,26-35,None,B,A,B,-0.3579515384020381,-85.16630412839234,A,0
79,51-65,None,B,D,E,-104.19353441256706,250.24961866192155,C,1
29,36-50,None,B,B,C,-22.881551612220143,-28.764925817709646,C,0
63,51-65,Physical,A,B,E,-55.15930622604925,-143.45193561123753,C,1
46,26-35,Physical,A,B,D,61.56660875939084,54.6846199502678,A,1
31,51-65,Both,A,C,A,-134.60291784114938,-5.65013520403167,A,1
27,51-65,No,A,A,B,9.564371504124235,47.111867800177606,E,1
20,51-65,None,C,E,E,8.301976696115226,114.16112136996685,E,0
24,18-25,Mental,D,D,A,-115.99325873573589,-10.063379232976388,D,1
80,51-65,Yes,B,C,E,75.58627376938443,-110.4446780073791,C,0
75,65+,Both,E,D,C,-45.2067305369547,28.618596530761774,C,1
41,18-25,No,C,C,C,167.27053425674222,181.77377987121338,E,0
81,26-35,Physical,D,E,E,17.176529227116085,40.80271034461464,A,1
26,51-65,Physical,E,B,D,-9.851189656326998,-141.80141968597434,D,0
55,51-65,No,D,D,A,-52.67520883476824,-43.866206827699585,D,1
44,36-50,Both,B,B,C,14.265821416805915,75.0492339852177,C,1
56,36-50,No,B,D,D,122.06101043108436,-103.67158724854384,A,0
99,65+,No,B,C,C,-118.62317600893337,66.73649358821447,E,0
82,51-65,Mental,E,E,E,0.7846388018724125,16.581351761090414,D,0
92,65+,None,E,D,D,-88.94835592181296,-198.9967952584795,A,1
42,18-25,No,C,A,A,-0.3000276481291414,135.66132044561286,C,0
87,51-65,None,E,A,E,145.63306072972725,-28.70807601674606,A,1
20,51-65,Mental,A,D,D,-80.29641779072895,-126.84704976113126,A,0
47,65+,No,B,B,E,-90.8181708636289,78.16621449616873,D,0
29,26-35,None,D,D,D,43.36922485850917,-45.972071426419106,C,0
54,65+,Mental,C,C,A,-103.72069132248592,22.642294555222396,B,1
93,26-35,Mental,B,C,A,82.02665555324795,34.33944374802157,B,1
81,36-50,No,D,C,E,94.18216173153915,140.50449286516894,C,0
25,18-25,None,B,C,D,-0.3594251457178432,-131.76420828359528,A,0
43,36-50,Physical,A,E,A,-26.419540455015404,-60.02388089084643,E,0
97,65+,None,D,D,E,-77.31255735710269,-54.813535926308475,E,0
50,65+,None,D,B,B,17.305419618352573,76.26014790587851,A,0
47,26-35,Yes,E,C,E,-55.17056887350484,181.90685921178746,E,1
68,18-25,None,D,B,B,49.80929859246626,-0.41502331066043874,C,0
76,26-35,No,B,C,D,-190.57632773487552,-126.4437439045103,B,1
93,18-25,None,C,C,E,-77.35725712356195,59.2144922748629,C,1
26,36-50,No,E,A,A,65.39369889219206,-173.97100177383436,B,1
77,36-50,Yes,D,B,B,-42.13597973739927,7.18754435098706,C,0
75,36-50,None,B,A,C,-72.64318089273252,25.11363164100055,B,1
73,65+,None,B,B,D,6.685364500104887,-114.22951505954148,E,0
36,18-25,Yes,B,C,B,-48.13022827411408,62.94675128782653,D,1
61,26-35,Both,C,C,D,-110.63796725442276,-37.49396014605043,B,1
72,26-35,Both,A,A,D,-26.46654189247572,-13.889053697280204,B,1
80,18-25,Both,A,A,B,6.2080778476327065,-6.362689098320792,D,0
95,26-35,Physical,C,C,D,-44.307013862913145,38.94982523951364,A,1
73,51-65,Physical,A,C,D,11.234556334001391,180.99482556885042,E,1
34,26-35,Physical,D,C,A,-66.31667879691386,-79.50761657029466,C,0
66,51-65,Physical,D,E,E,12.19740804934512,-86.69592244553067,A,0
86,51-65,No,A,C,C,6.570147171733955,150.61942279689725,D,1
57,26-35,Physical,C,D,D,-182.0096542370176,61.998666781573476,E,1
55,65+,Physical,A,D,C,-68.69659151626325,256.23074719701407,E,0
79,51-65,None,C,E,B,54.97382205526067,-229.67001915191537,E,0
27,26-35,None,D,E,C,-100.56985156339053,-52.18535175394886,C,0
82,18-25,No,A,D,A,-292.2819207482571,34.81136585680032,C,1
50,36-50,No,C,D,C,4.093422563536299,-100.27207700808827,A,0
79,51-65,Physical,B,C,C,-12.827194712017146,-166.72309289918857,E,1
49,36-50,Both,D,B,C,66.2398508078053,121.8204672137438,A,1
56,51-65,Physical,D,E,C,-121.09451299761969,26.392209352299425,A,0
59,51-65,Both,C,E,A,55.25755401105774,97.6733310716165,E,1
68,18-25,Mental,D,D,D,150.18109991323226,-32.24634618901228,D,1
51,36-50,Both,E,A,E,-36.33999481973605,-140.5468981118275,B,0
87,65+,Both,D,D,B,-10.966349722957002,7.141194713422115,D,0
70,36-50,None,D,A,B,35.59164436465147,117.91549672548436,C,0
93,65+,Yes,D,E,B,-100.59034872542651,269.98291806268077,D,0
80,18-25,No,B,D,E,81.67373487892242,4.740823720604636,E,1
64,18-25,Both,D,A,D,158.47344596823626,0.4041516761990143,D,1
76,51-65,None,C,E,E,-53.65927112819941,57.36070587733747,E,0
51,65+,No,D,A,E,118.2763343527678,65.45461935209008,A,0
39,36-50,Yes,A,D,E,114.13639489634868,-108.81906640385237,E,0
82,65+,Yes,B,E,E,95.57825046092493,-0.5446130599242579,D,0
77,51-65,Physical,C,E,C,80.81600265957334,24.69224990605911,B,1
67,26-35,Both,E,D,D,-31.386644052227435,8.265162734244537,B,0
98,51-65,No,A,E,B,19.404251317590752,-82.6207659651786,D,1
59,51-65,None,D,D,C,-109.76635132451358,79.22110340117011,E,1
70,18-25,Mental,B,E,D,64.11117991391602,75.38328819890539,D,1
93,18-25,Both,C,E,B,-5.994081179452034,6.379362087744342,A,1
28,36-50,No,C,A,A,134.09444973498415,-36.009585706104076,E,0
24,18-25,No,B,A,E,116.01336658630585,-62.79992580481265,A,0
38,65+,Physical,B,E,C,51.83871148516415,61.77478742181823,E,0
88,65+,Mental,D,A,A,7.36464409998407,99.1576219765733,E,1
30,18-25,Yes,E,C,D,-37.12272688390542,-168.32105931604494,B,0
75,36-50,Physical,E,B,B,-31.05150764608991,41.56438186032902,E,1
75,51-65,Yes,D,C,C,-44.493900798534305,-132.37257631647375,A,1
73,18-25,Physical,E,D,C,25.73574229127733,-5.000187646552303,C,0
34,51-65,Yes,B,D,A,76.18806669379168,73.42996820573543,B,0
74,18-25,Yes,A,D,A,-4.789874116090799,111.82191861144292,C,1
85,18-25,Both,C,C,C,0.8311296533909669,2.909207674102875,C,1
86,26-35,Yes,B,C,A,-4.179471245239729,7.175367293097995,C,0
45,26-35,Yes,A,A,A,-86.25177435782565,71.90655608650717,D,0
97,51-65,Physical,D,A,C,-28.840250929709914,133.39524880487176,E,1
31,65+,Yes,D,E,A,-29.24214509021228,-99.76734303333039,E,0
37,36-50,None,D,A,E,-108.12963588426186,-90.71886201916354,C,1
29,36-50,Mental,C,D,E,-10.225308376731048,-85.1103701489567,C,1
61,51-65,Yes,B,A,A,28.902303002633335,91.26385249004987,B,1
43,26-35,None,A,D,C,134.36232960560994,87.39996733691468,E,1
38,65+,Physical,B,C,B,-43.75633444373398,-186.44625598337865,C,1
85,36-50,None,B,E,D,-54.35876807073083,-47.99343438530258,D,0
91,51-65,Mental,A,A,B,-58.63832351847488,-54.36397955277852,D,0
68,18-25,No,B,A,E,-101.2924660556475,-5.970250000286594,B,0
21,18-25,Yes,E,E,A,-68.63527902585766,129.29708221031154,D,0
52,18-25,None,A,D,D,28.243882976175684,-33.727807289158754,C,0
67,51-65,Yes,B,D,A,28.38264670171072,318.73698894272803,C,0
94,51-65,Both,B,D,A,13.076127836705043,-84.62944341926108,B,1
91,65+,Physical,E,B,E,-132.820565891152,-111.83874960230908,D,0
76,51-65,Mental,A,C,E,-82.10561659018855,-53.83691911410612,B,0
76,65+,Both,C,B,A,-5.4024154157962485,-56.4122589840084,B,1
27,36-50,Physical,C,A,A,24.609567717634924,-89.71471597575076,A,0
18,26-35,None,A,E,D,87.82572053461986,9.930485021534643,D,1
65,18-25,No,D,A,A,234.27135394793893,76.01079430514122,C,1
57,65+,Yes,B,A,A,115.13272742060481,-71.02485937496161,B,0
23,26-35,Physical,C,B,D,-92.77541022722062,59.59052277221021,A,0
62,18-25,No,D,E,A,-168.7443053297242,18.76317856212328,C,0
99,36-50,Mental,E,A,E,-103.00810057093277,11.911940297885662,D,1
42,65+,No,B,B,A,-124.51046341254744,47.969841764656515,C,1
74,65+,Yes,E,A,B,48.52441430722339,32.08978359735166,D,0
19,18-25,Both,D,D,C,-95.8310749330294,-81.54877191045252,C,1
39,51-65,Yes,A,E,D,-154.4024089757677,-117.28466070543962,A,0
39,26-35,Both,B,E,E,-105.93040861821628,79.62561686287843,B,0
25,36-50,Both,C,E,D,89.29528545338219,24.399351255413343,A,0
79,36-50,Yes,C,A,C,98.98102705488252,70.11288151202703,D,1
97,51-65,Physical,A,E,B,-9.490907222609986,-10.647252277283666,D,1
41,18-25,Mental,E,D,C,87.15333044351371,-28.668832400640465,B,1
42,65+,Both,B,C,D,2.347584469423497,-87.70309149044888,C,0
50,51-65,Physical,A,A,A,107.72195018940427,-8.18846155741299,B,0
88,36-50,Mental,D,D,B,89.80546549550144,-46.03649822300287,E,0
80,18-25,None,C,C,E,76.07135885494927,-57.071085405868416,E,0
65,51-65,Yes,C,C,B,-114.16537511822571,-43.92976529921487,A,1
21,36-50,Mental,D,C,D,-87.20660470949949,-33.632471546313916,A,0
25,18-25,Yes,E,E,B,81.68725545211137,17.937345792355778,D,0
82,51-65,Both,D,A,E,56.677892287869035,-137.2628188293061,E,0
66,36-50,Both,D,D,C,69.55258435384404,98.4242747742382,E,1
72,26-35,Physical,A,D,B,-14.207570957089583,-211.39384736112711,E,1
80,36-50,None,E,D,C,13.664030686846978,58.996639582223324,B,1
61,51-65,Yes,A,A,C,193.92663824733953,129.40694153370583,B,1
97,65+,None,A,D,D,-31.166269383615607,-185.8383367831087,A,0
97,18-25,None,C,D,A,31.93591797770886,60.696369541035665,D,0
90,18-25,None,D,C,D,69.40401130906181,174.73799579877345,B,1
42,26-35,None,D,A,D,220.38751583962676,-280.792926567151,D,1
62,65+,No,B,C,E,2.3473121327291753,-18.29578850103155,A,1
31,51-65,Both,D,C,B,78.45655361842294,46.14129539288036,E,1
29,51-65,Mental,B,E,A,102.34677536302756,-122.58243637133621,B,0
94,36-50,Both,A,B,D,19.44910658831786,42.1451722663783,C,0
68,26-35,No,D,B,B,89.05470049209252,73.4640926026732,A,0
48,36-50,Mental,B,D,C,-88.06263986881952,-1.6843393931055228,D,1
32,36-50,Yes,D,C,C,-96.98034770394837,-19.109403864616183,D,1
72,36-50,Both,E,A,D,78.46049645595876,33.65315045047565,B,1
29,65+,None,A,B,B,146.86599903018066,42.65138590080071,B,0
74,36-50,Both,B,D,D,-60.548176203484196,108.98301263091116,E,1
90,51-65,Both,A,C,B,29.994018124675364,31.33189169799237,D,0
67,26-35,None,E,D,E,-57.0879468054659,180.90691450687592,C,0
82,51-65,None,E,E,B,-94.57669034566098,-60.217160043226,D,0
31,26-35,Physical,A,D,D,-23.900036405359458,34.98180062390483,B,1
36,36-50,No,C,C,E,46.3018067522049,-34.852182520336946,B,1
42,36-50,Yes,D,B,C,-13.769664425243763,1.3828470110348692,C,1
24,26-35,Both,D,B,C,73.29558587610835,-27.95779957820002,E,0
76,51-65,Mental,D,B,E,98.71672298055346,20.44445461992507,D,0
28,26-35,Both,B,A,A,21.218399749828155,-76.76848095383325,A,1
69,26-35,No,C,D,C,36.94848549691752,-101.07103919710258,D,1
93,36-50,Yes,B,E,B,-67.45923772677816,-95.79410595932522,E,0
87,18-25,No,C,C,D,132.1853555264581,-130.98677244507425,D,0
39,51-65,Yes,D,B,E,186.4803407796002,46.479848384056716,C,0
87,18-25,Yes,D,D,D,22.121562154163886,39.258903932476855,E,1
88,18-25,Yes,C,C,E,2.072346911608945,87.86232913373387,E,0
79,51-65,Mental,C,B,E,-220.84776319632465,4.090828843649344,B,1
86,36-50,None,C,B,C,165.44673506330946,33.68323688972439,D,0
25,65+,Yes,D,E,E,77.99686170596962,-89.9489456970253,A,1
39,36-50,No,D,D,A,-40.69647698352697,-85.82682094689561,D,0
56,51-65,Physical,A,E,E,49.32153764341633,-53.82626975941487,A,0
86,26-35,No,E,C,D,87.82475751842827,-37.95729270127367,A,1
24,26-35,Yes,E,B,C,-42.47917006440872,-4.681448432218497,D,0
54,51-65,No,C,B,B,-28.251030825619104,89.05018890024357,B,1
35,36-50,No,A,E,D,-5.061053937843934,56.53288646421126,E,1
18,18-25,Physical,B,C,C,45.91933315948617,-21.45992370989442,B,0
49,65+,Physical,B,A,D,-50.15134908543815,62.90932549911615,D,0
65,65+,Both,A,E,E,-62.21694252688316,-51.04768447813206,B,1
45,65+,Both,D,E,B,-92.46311738975945,205.65135365952924,D,1
55,18-25,Yes,B,E,E,15.580642517590038,117.76770961413396,B,0
69,65+,No,B,D,A,63.26654500148795,-42.38427779760232,B,0
38,65+,Both,A,A,D,81.75685034051808,-80.7490806377778,E,1
93,36-50,No,D,A,C,-103.69294541909086,17.716418227275184,B,0
30,18-25,No,C,B,D,39.955255411695866,61.691171107635036,C,1
77,65+,Physical,D,E,E,-156.94660550268787,153.34433267960725,A,0
84,18-25,None,B,E,B,29.94014430024236,103.9076480962456,B,1
78,51-65,Physical,C,A,C,-138.92365299313389,195.10740679809498,A,1
99,65+,Physical,A,C,E,47.18398502132387,84.33585798759717,E,1
91,26-35,Physical,C,C,A,87.89591921575163,-148.96274244357278,E,0
47,65+,Both,A,A,E,66.45856495703497,-86.13869727470373,D,1
72,51-65,No,D,A,E,89.51765479926999,111.60354494262172,A,0
42,36-50,No,B,D,E,-215.26389969873688,-3.056578524283992,B,0
94,26-35,None,A,A,D,93.62015917126391,69.43040717596286,D,1
18,51-65,Physical,C,B,E,-70.43640125843334,150.5332491948074,E,0
63,18-25,None,A,B,B,-91.3052848693963,-122.55213601211328,A,0
70,26-35,None,B,E,A,81.79361613198195,130.90800583552306,E,0
98,18-25,No,D,B,B,-158.5980960427954,53.550501179942565,B,1
33,18-25,Yes,C,C,A,-40.25418335722761,9.284371459345685,B,1
33,51-65,None,D,B,B,64.79274021291775,-12.68405567894554,D,1
73,65+,Mental,C,B,A,42.68386269414622,3.224714294261666,D,1
70,18-25,Yes,B,E,A,86.1925493890145,-146.71580117770614,C,1
72,65+,Physical,C,A,A,89.98367081707264,44.02540900334687,C,1
18,51-65,None,D,C,A,173.00921744156565,215.00080695583614,B,1
72,18-25,None,D,E,E,2.3095003434605523,-175.58478470931985,C,0
85,26-35,None,E,E,C,73.48652876220507,110.2260512636263,C,0
74,36-50,None,E,A,E,-37.60784820494174,-49.564182874953595,E,1
61,36-50,None,A,C,E,101.69583633857823,1.722562270863374,A,1
50,26-35,Physical,E,D,E,-78.6644182713202,-0.8736933251207643,D,0
68,36-50,Both,D,C,A,119.69298499220828,33.391186922890626,A,1
21,18-25,Both,A,C,D,6.079215978557322,55.13988872470673,D,1
81,65+,No,E,A,C,-77.66516957942254,24.81518834058019,D,1
62,26-35,None,C,A,E,-110.94237059165393,55.345922214352264,D,1
26,36-50,Mental,B,E,A,-167.9849894224935,-50.70411452043274,E,1
55,51-65,None,E,D,A,6.989821507495823,-102.56672545016197,D,0
80,26-35,None,E,E,A,-122.4688132416176,143.62435149754353,A,1
31,26-35,Both,A,E,B,-130.5701767968949,-50.80705224698203,A,1
46,36-50,Mental,A,B,B,-117.30226114938023,-150.89387777459422,C,0
90,18-25,Yes,B,A,C,210.10708921833802,-117.25427474224387,C,0
87,36-50,Physical,A,B,B,-5.578433921650384,-122.8877345903812,B,1
69,51-65,Both,D,B,A,-14.180202725331739,-253.2526814941405,A,1
41,36-50,None,E,D,B,63.783798774643195,8.208062629249685,D,0
89,36-50,Physical,B,C,D,-37.98050481657905,86.17154591238703,C,1
28,18-25,No,C,A,C,-267.00081916749656,-8.327529804395724,B,0
22,65+,Both,C,C,B,-14.030474024732587,31.63778967191507,D,0
98,18-25,Physical,E,E,B,-93.99993147254402,98.0997289813992,B,0
26,18-25,Mental,B,B,B,-157.48819211086723,-75.63186688440288,B,1
29,51-65,No,C,D,A,-57.108545029100476,-38.4894299614903,D,1
41,36-50,Yes,B,C,A,-99.79246174816788,-33.35825337033235,A,1
96,26-35,Both,E,B,E,-20.13612213024635,65.93234255143685,E,0
64,51-65,Mental,A,D,A,9.814254037483888,-1.8893455358871287,C,1
92,36-50,No,A,C,B,-45.52308488508036,39.80740180802131,D,0
36,36-50,Physical,C,E,C,1.7590912908507117,122.99994866443772,C,0
54,18-25,Yes,B,A,E,20.716233261282284,136.48380893206036,E,1
95,65+,No,B,C,B,6.0463148614102185,16.300837501321283,A,1
96,26-35,Yes,E,A,E,-40.555613872437554,-146.28558417467644,B,1
36,18-25,No,D,D,B,-35.34953140863729,-54.042797615154456,B,1
61,36-50,None,E,A,D,-71.82571180931244,174.7728428598177,B,1
47,26-35,Mental,C,D,A,58.07828195789915,124.83050161303821,C,0
35,51-65,Yes,C,C,B,-137.53628233843386,9.791691405057518,A,1
19,51-65,Mental,A,B,B,-81.77467497398472,107.04865774486787,A,1
83,18-25,Mental,B,B,A,55.946420409091736,-38.145605102889384,E,0
63,65+,Both,E,E,A,121.19501146407654,37.00367884404928,C,0
37,18-25,None,C,E,B,45.72476818163983,152.803883552239,E,0
24,36-50,Physical,D,B,A,59.269932763525304,18.228645821843635,A,0
58,65+,Both,E,E,B,70.97799605588389,114.84625999716653,A,0
97,26-35,No,C,C,C,-171.33427279270666,-136.15996114065803,D,0
55,18-25,Both,D,E,E,2.6457487032079765,45.87473926504878,A,0
34,36-50,Yes,B,A,B,64.75286511138437,75.80908380262566,B,1
62,36-50,None,B,C,D,105.52481265291591,39.8657654740746,E,0
66,26-35,Mental,C,D,C,-274.2347538561365,-21.952460851750743,C,0
40,36-50,None,E,A,A,-82.13056664829678,-101.80074924102212,D,1
74,51-65,Yes,A,A,C,-162.0459598187479,11.7241501937641,A,0
30,65+,Yes,E,D,B,137.94619453841554,53.90439362822384,D,1
62,26-35,Yes,B,B,B,161.91674508849488,88.96066085588303,B,0
56,65+,Yes,C,A,A,219.66881077963683,-2.6087326090833938,D,1
93,26-35,No,D,C,A,-111.80081132074515,80.36944088428594,C,0
34,26-35,Both,D,C,D,-47.88885627657146,-30.195168037738995,C,1
74,51-65,Physical,A,B,E,109.59950551587396,-85.23468551785473,A,1
73,18-25,Yes,B,B,B,153.3647447285351,114.31821306617502,A,0
73,65+,Mental,A,A,A,102.23051147540056,49.2556633832905,D,1
96,26-35,Physical,B,A,D,-86.67096102092496,-44.784029464722344,A,1
20,36-50,Yes,A,A,E,30.09476524829641,-152.62686542403944,B,1
37,26-35,No,B,E,A,167.01235991853483,77.2732266726813,A,0
58,26-35,Both,A,C,E,22.052286775761115,-74.74587572398568,C,1
81,51-65,Mental,A,B,D,-118.27922314400585,-171.24219822325261,E,0
71,36-50,No,D,B,B,-139.48838806615,-88.45890242845394,A,1
41,36-50,Both,C,D,C,-8.320120668851647,-216.78444061762616,D,0
80,65+,No,A,B,E,55.57287847472948,-22.521315397331957,A,0
42,26-35,Mental,A,C,D,-85.78254424507664,77.1830288189409,E,1
69,26-35,None,E,E,E,5.668299668452648,65.41264536026328,C,1
71,18-25,Mental,E,C,C,168.74474774549086,-37.2729504193129,B,0
77,51-65,No,C,B,C,26.778815989894667,-59.27234325748526,C,1
90,51-65,None,D,D,E,10.870951437590033,-13.110196530247745,C,0
73,65+,None,A,B,B,41.63142372765724,119.27728990933737,C,0
43,26-35,None,A,C,A,51.6114736555797,73.87660399749058,A,0
59,36-50,Mental,E,A,A,-119.54109339259516,95.4733028070579,B,0
24,18-25,Yes,B,B,E,1.2027682824846286,63.086113259162225,A,1
91,51-65,Yes,E,D,B,36.740999012353456,-131.64492245465988,B,0
86,36-50,Yes,A,D,A,-10.172092063256143,15.31671191548167,B,0
54,18-25,Yes,D,E,D,76.4995141057882,75.59334942529058,D,1
87,26-35,No,A,D,B,-8.374338183569945,-68.99230779746597,E,0
79,26-35,Mental,A,D,C,-26.203283029191393,-111.50327352308464,A,1
63,36-50,Both,B,D,B,61.53664602412149,28.099666873351737,D,1
68,18-25,Physical,E,A,B,-32.56663012697589,51.24101617665258,C,1
74,51-65,Both,E,E,D,68.85848908113421,28.448127260510642,B,1
93,36-50,Yes,A,A,C,-60.89004927277527,41.303050357938645,B,1
74,18-25,Physical,C,D,D,3.1253173940488397,156.4755506027256,B,0
56,36-50,Physical,B,E,E,-92.22173747628715,-138.81073553261106,B,0
51,26-35,None,D,B,A,36.18111431104819,59.819929685941574,E,0
65,36-50,Mental,D,B,A,99.22237876429783,180.36700336072943,A,0
59,26-35,No,B,E,A,-17.008245909418367,148.6709659215348,C,0
48,26-35,Both,A,E,C,-25.9384376325604,56.89319033825111,C,0
80,18-25,Yes,C,B,E,110.75485820751663,60.55293921753589,C,1
29,51-65,Physical,E,B,E,181.86223308819146,-196.59814214848294,C,0
91,36-50,No,C,B,C,-104.24559197619712,123.21514239746479,C,1
99,65+,Mental,B,C,A,78.92885324342829,29.425185669959923,B,1
34,36-50,Both,E,B,A,142.6550521381722,24.288020509674467,D,0
67,65+,Mental,A,B,E,152.3926548001269,108.38157886442691,E,0
32,65+,Both,E,B,B,129.0986917199332,-16.50024688557649,B,0
20,18-25,Yes,A,E,A,5.3320216137953835,-28.84381907878862,D,1
24,18-25,Mental,A,C,C,1.313877349784928,-64.33539157028144,B,1
87,26-35,Yes,B,B,D,88.99867704445833,-6.604096909315231,C,1
99,26-35,None,B,E,D,104.33309418108261,-107.95999443319546,A,0
28,26-35,None,A,E,A,161.44306641039893,112.55728242189278,D,1
70,36-50,Both,E,D,A,-85.01764810407133,32.81112730201839,C,1
78,36-50,Physical,C,B,E,6.082154843298473,16.605449970287438,B,0
56,26-35,None,A,E,E,-28.84483177482231,-37.91935690457793,C,0
94,65+,None,C,C,B,-37.75715091180915,-49.98234429287031,E,1
99,65+,No,E,D,A,-77.78906651517785,-38.56896441278441,E,0
53,36-50,Mental,D,D,B,-31.08742590649007,13.116525367275674,A,0
98,26-35,Physical,C,E,E,-85.49903963549224,-162.93513717586669,A,1
75,65+,None,B,D,A,-49.77654984143809,215.60445698647476,C,0
64,65+,None,D,C,D,5.884254390237962,-29.991868048856873,A,1
37,26-35,Mental,E,D,C,24.11225869731604,-122.89648853476731,A,1
81,51-65,None,D,B,B,-63.42214136865712,119.34287919066004,D,0
38,36-50,Both,A,D,D,-203.82320153595393,33.76424042975149,C,0
49,18-25,Yes,A,D,C,-9.059530765280405,38.99768653367507,B,0
31,18-25,None,A,E,D,-16.073119491374946,126.38897256721135,D,0
18,18-25,None,C,B,E,78.38429351050391,-44.662266660394614,E,0
38,65+,Both,E,B,D,57.50995700832573,-134.25373171249103,B,1
32,18-25,Mental,E,D,D,-197.21526911592386,-2.322981625359098,D,0
93,18-25,Mental,C,A,D,95.86229496877759,110.88879209992513,C,0
43,26-35,Mental,D,E,A,125.01329786213682,92.29376546678085,D,1
61,36-50,Both,E,E,A,78.56213661041144,63.19207431370043,A,1
41,36-50,No,D,B,E,-13.435631950959435,-100.69136103346301,E,0
56,18-25,Mental,C,D,A,-105.50633867018773,-109.78544532801173,E,0
28,26-35,No,C,C,A,-177.4798900168712,-30.225789608960618,A,1
68,18-25,Mental,B,D,D,1.0263643038476076,50.7373430639469,C,0
55,65+,Both,A,A,A,102.86738766857057,-40.400527255261245,D,0
92,65+,Mental,A,A,D,27.769888430109024,5.490830703022395,D,1
34,36-50,No,B,A,A,-114.28278311979984,-74.93130569664075,E,1
25,36-50,No,E,D,A,165.9309757272882,-118.55076604600387,C,1
27,51-65,Physical,B,D,C,-63.164086046794985,-42.20866576905414,B,1
82,65+,None,C,B,D,108.09858107953794,114.08711970272569,D,1
99,18-25,Physical,C,E,E,-116.86322505223457,29.71839113832921,E,1
