sexuality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,Other,D,D,-27.64943903857781,B,53.247616973071366,0
Other,Other,D,A,115.917833825287,E,-13.204202472495187,0
Heterosexual,F,E,E,-26.60632250555757,D,-34.16227667460158,1
Bisexual,Non-binary,E,A,-2.2260780533438553,A,6.92463424197857,1
Heterosexual,F,B,A,-102.89783494969325,B,-43.890049954777474,1
Homosexual,F,E,A,-23.138747412772055,C,44.71410248403179,0
Bisexual,Male,E,C,43.91851420775334,C,120.20164578828407,0
Bisexual,Other,E,B,64.56554808559444,E,10.591185284689955,1
Other,M,D,A,-75.22676573538766,A,51.395830003281716,0
Bisexual,Female,C,D,-32.89002379603998,D,19.96379308724868,0
Homosexual,M,B,B,-133.11177349954454,E,22.10850006496382,0
Homosexual,Male,D,A,13.724634714748237,B,-280.3791610842043,0
Heterosexual,Male,B,A,-132.95793270714086,C,-31.749562887688974,1
Homosexual,F,E,A,111.26790478566953,B,-68.53723116424071,0
Homosexual,Other,B,A,31.86453872399505,D,-94.49809638514523,1
Bisexual,F,B,A,231.30059379511607,E,43.610881345873565,0
Homosexual,Other,A,D,-243.5612291240825,D,-43.84795179985689,1
Other,Male,E,A,30.382429454737835,D,124.92357668437862,1
Heterosexual,Non-binary,A,C,-52.30630073820664,E,-18.29605863618774,0
Heterosexual,Non-binary,B,C,38.71678439379782,D,-171.7028376256063,0
Bisexual,F,B,A,124.80984477752195,C,16.18614523615665,1
Homosexual,M,A,B,150.7363045121644,C,-46.36201557593716,0
Homosexual,Female,B,D,-113.51252696526335,E,86.18295085736447,1
Heterosexual,Non-binary,C,E,-125.31798524327155,A,126.47679777284817,0
Bisexual,Female,B,E,-147.52169420700722,A,240.0859695543494,1
Heterosexual,Female,A,D,16.620614834493203,A,213.782834007454,0
Heterosexual,M,E,C,9.535560486119554,B,8.394578012597314,0
Homosexual,Male,E,C,-142.0614007828363,D,-67.05590784698268,0
Homosexual,Female,C,C,18.430747880635277,D,10.423943985779692,1
Bisexual,Non-binary,B,E,133.23658197188772,A,-102.5525500773379,1
Other,F,A,A,-172.74421016425,C,-22.782373412748157,1
Other,F,E,A,39.61750702606424,E,-25.538405370939106,0
Bisexual,M,D,E,-58.01458863687641,C,-6.6980335982055355,1
Other,Non-binary,A,A,85.19570424588485,D,-28.703496200040345,1
Heterosexual,M,A,B,-125.36920992976559,C,62.664380855050496,0
Heterosexual,Other,D,B,166.7345034303506,D,101.99842937174881,1
Other,Non-binary,B,D,-55.86986004567397,C,123.8867979173743,1
Other,Other,B,D,-26.82608183942103,C,-161.94103273044524,0
Homosexual,Male,C,D,-0.5882654271148775,B,69.16758995346882,0
Heterosexual,Male,B,B,-125.51027354091924,A,91.42935018709102,1
Other,F,D,A,70.36029162523252,A,-82.60872885616092,0
Homosexual,F,D,A,37.13028911830754,E,-24.02131110839473,0
Homosexual,Other,D,C,-47.184565324388466,B,-248.41105389129288,1
Bisexual,F,C,C,24.64875819202195,C,-82.10358675352238,0
Heterosexual,Other,B,A,0.09079042388985002,D,-20.106138038819353,1
Bisexual,Non-binary,D,E,137.55114499454692,E,-1.6864285018195906,1
Homosexual,Male,E,A,-135.7185580092959,D,-86.5295108164031,1
Other,Female,D,A,-19.725395170479803,B,-43.159953416235986,0
Heterosexual,F,A,B,-8.417546782877801,E,-4.546622910888145,0
Other,Other,E,E,61.54449504880105,B,144.97338138704086,0
Other,F,E,E,164.68136103996244,C,36.92569001614711,1
Heterosexual,M,B,D,22.52901155731763,B,-74.88498979204546,1
Homosexual,Non-binary,C,D,51.851861407266284,A,49.967925628348944,1
Bisexual,Non-binary,B,E,-7.09152593167609,C,164.47623705227815,0
Heterosexual,Female,B,B,34.641697018102825,A,-137.52291633284256,0
Heterosexual,Other,B,A,-42.19499692487172,D,115.67818066454068,0
Other,Male,C,B,6.006950428268099,A,31.54971800331828,1
Bisexual,Non-binary,D,C,57.91687330603712,D,-208.73519802108578,1
Homosexual,Male,A,C,69.96003653280543,D,-53.277221427387275,0
Other,F,A,C,207.09385369553002,A,-37.815597205481915,0
Heterosexual,Non-binary,A,A,22.003873115248226,E,-93.77193064627244,0
Heterosexual,Other,C,C,-32.44159022544188,C,-129.38463267677125,1
Heterosexual,M,A,C,16.935410414894275,A,-37.139031244751564,1
Heterosexual,M,E,A,-37.398289520636254,E,-70.98999665866246,1
Homosexual,Other,A,B,-28.424764096404598,A,-95.25132757845822,1
Bisexual,Non-binary,A,B,-269.8947667190259,B,-194.50631242719558,0
Other,F,D,D,-15.197458577162609,C,-85.19366449641038,1
Heterosexual,Other,A,B,-46.35053734242412,A,159.9745142951305,0
Other,M,A,C,-210.89323977454958,A,30.185581524838152,1
Heterosexual,Non-binary,D,C,-53.01432795590599,B,-82.27637520287982,1
Bisexual,F,E,A,-27.871922292577437,C,-22.17759442288018,0
Heterosexual,Non-binary,A,C,-8.33376115368936,E,16.763130179923973,0
Heterosexual,Male,E,B,3.0519943123859234,C,92.47919185771588,1
Bisexual,Female,A,E,-85.72071523406876,E,12.526420916099601,0
Other,Other,D,A,39.36838632485896,A,1.2440721958781358,0
Heterosexual,Other,B,E,31.941293863674257,B,15.08684635925831,1
Other,Other,B,D,-108.9817048844663,C,44.50483732789659,1
Heterosexual,Male,B,B,72.22890057786093,E,-92.1042237317405,0
Homosexual,F,C,D,68.01462126782918,A,-65.51993909985218,1
Bisexual,Female,E,A,-92.509234663866,A,-38.66690265442047,1
Homosexual,Female,D,B,20.594435626748,D,120.75924199968962,1
Other,M,B,C,54.76823923030349,D,36.850686266065544,0
Bisexual,Other,E,C,-61.211741248182626,A,82.05429218324073,1
Other,Female,E,C,-48.98085646412133,D,106.19155363889492,0
Heterosexual,F,C,A,-86.19844711562055,C,-88.48103122707155,1
Homosexual,Other,C,D,-145.00506038367823,C,-77.00825784920094,0
Bisexual,Non-binary,C,B,80.22786042829368,A,115.69303143927074,0
Homosexual,Non-binary,A,A,-35.958511600217875,D,45.60639223359608,1
Heterosexual,M,D,E,-2.45717727835725,A,8.370400011909512,1
Heterosexual,F,E,B,-17.289497733702063,E,-52.76323262182638,0
Other,M,D,E,24.99790967165454,E,-11.575896748052934,1
Homosexual,Non-binary,A,D,-107.34120739652317,D,28.63155327142706,1
Homosexual,M,D,A,-154.90234226472097,B,109.84298543892868,0
Heterosexual,Other,C,C,62.69144350791579,A,-14.936183052628877,1
Homosexual,Other,E,C,115.11898358138919,C,-13.652078851270556,1
Other,M,C,E,-33.628192518001946,B,69.86054993294783,1
Heterosexual,Female,B,A,-23.99330544901413,C,-163.71410845725612,1
Homosexual,M,A,E,-75.53191179126667,E,22.55797160525371,1
Bisexual,Male,C,B,-66.02908315296997,B,45.412840218329045,0
Heterosexual,Other,C,D,-36.37794036125917,B,-76.15725591612565,1
Other,Other,A,D,-89.40884786527299,E,-70.83744123437384,0
Other,Other,B,C,-97.64670613258167,D,-72.10356950311458,0
Homosexual,F,A,D,-70.47472802725255,B,20.731079376557833,0
Homosexual,Other,E,B,19.57807279058312,C,2.157914447691929,0
Other,Female,A,E,-12.683729968157722,B,6.549462050437526,0
Bisexual,Non-binary,E,B,-46.36697670358409,B,-40.9879822799435,0
Bisexual,M,B,D,-85.46841527966595,D,-244.11007368547882,1
Other,M,B,A,-30.95411435121299,E,-70.03880407005467,1
Heterosexual,Non-binary,D,C,-1.7875517000312584,E,89.92951157966255,1
Homosexual,Male,D,A,108.47759901789979,E,97.68128368866932,0
Heterosexual,Other,E,B,136.21951318688633,A,-123.08554592868444,1
Bisexual,Other,D,A,-88.85377975242068,A,-67.78642301506976,0
Other,Other,D,E,49.15311962368838,C,-128.77160714996384,1
Homosexual,Female,A,E,227.23912278165432,A,63.97586182681113,1
Bisexual,F,A,D,122.58958038632181,A,74.95498830314926,0
Homosexual,Other,A,A,-80.37160040859929,E,-2.2499924320882116,1
Heterosexual,Female,A,E,-153.7322139215937,B,-143.4157968284922,0
Other,Female,C,A,-246.1900894137736,A,-28.577927487486527,1
Other,Other,B,E,-199.77715428964422,E,165.22462139763593,0
Heterosexual,F,B,E,-178.32529437411452,B,94.30988342229884,0
Heterosexual,F,E,A,-81.0969764263278,C,156.3859174809118,1
Homosexual,Non-binary,B,E,17.19392421547933,D,105.252138476707,0
Bisexual,Male,A,C,25.392781721967573,E,-20.98130202712318,1
Heterosexual,Female,E,B,-14.877804498929722,C,0.8197319422843901,0
Heterosexual,Female,C,E,158.0616100721856,D,67.60738206304437,0
Other,F,D,D,90.35633500372424,D,40.552970325528555,0
Heterosexual,Non-binary,D,C,32.25442892685926,D,49.41669004143059,0
Homosexual,F,A,A,-91.99618954979954,C,44.2922972996956,0
Other,Non-binary,B,A,4.457560712067534,D,-119.06558696312297,1
Homosexual,Non-binary,E,C,65.16601625688432,C,5.741216869645858,1
Other,Male,D,D,-48.25611663696573,E,76.77787753187255,0
Heterosexual,F,E,D,-96.91513322440423,A,-82.26152037377233,1
Other,Female,E,E,-3.2536157325255486,D,-9.027419154520597,1
Other,F,E,B,0.638084177248432,E,-61.092364772745654,1
Homosexual,Male,A,B,38.428517688471004,C,78.75639050648135,0
Bisexual,Female,D,B,99.53456405434953,E,-104.93410441538278,1
Heterosexual,Male,C,C,37.6936993535279,D,78.84524890953487,0
Bisexual,Non-binary,A,E,-141.05472806104996,A,-91.76487822965399,1
Homosexual,M,E,A,-72.82579079883868,C,-59.87195862890742,1
Bisexual,F,A,D,31.72611565027977,D,-107.89423623726766,1
Homosexual,Other,C,B,48.17691787932142,C,-116.3051273461677,1
Heterosexual,Female,C,A,158.92466296998887,E,-145.97855982174363,1
Bisexual,Male,E,D,6.657208295919576,B,19.726446260783227,1
Homosexual,F,E,C,-7.239315234177103,E,50.5502877360412,1
Homosexual,Male,C,B,108.31894380494207,C,-9.735891943669431,1
Heterosexual,Non-binary,A,E,47.42926770958961,C,133.12102500458204,1
Homosexual,Male,C,E,222.44420885680975,D,49.51059101690566,1
Homosexual,Female,A,C,106.70836349129766,B,93.28878505021818,0
Bisexual,Male,C,E,-34.82948613212746,E,215.8398164868595,1
Bisexual,Other,E,E,-61.90578841692837,E,91.56964028440846,1
Heterosexual,Other,D,C,-121.17559485789384,E,-34.063263528423704,1
Bisexual,Male,C,C,41.51198416973854,E,-81.56946960278066,1
Bisexual,Male,B,E,-43.31263439668568,D,-159.63919859048477,1
Heterosexual,Male,C,B,60.65732072165959,A,-90.09199525116537,1
Bisexual,Other,B,C,9.526525986359694,A,-28.590179174098207,1
Heterosexual,M,C,B,-127.14841650742162,D,19.58184189787693,1
Bisexual,Male,E,B,39.401161456230305,A,12.781749746530307,0
Bisexual,Male,D,A,-62.490613831554185,A,28.223877888791275,1
Other,M,E,C,-184.6180772456192,C,-5.448646362747144,0
Other,Female,D,D,44.26237054514751,D,-12.324329311731208,0
Other,Other,E,C,25.879660134085082,B,1.4945837662920947,1
Other,M,C,D,-38.34738706909329,D,-291.70728915287793,0
Heterosexual,M,D,B,56.01309005687863,C,-20.993903798385926,0
Other,Other,E,C,110.31031059394951,B,193.40281108296705,1
Bisexual,Other,C,B,44.51286175191939,A,94.31958071736169,1
Homosexual,F,D,A,76.04909335253842,D,-23.34974308433248,1
Bisexual,Non-binary,E,D,95.64418361557455,B,-130.50663775709396,1
Bisexual,Male,E,A,-68.235320073276,A,-81.01572211253384,1
Other,Male,E,B,235.58227860585447,A,167.5305021074447,1
Bisexual,Female,A,E,109.90978562617491,B,12.657533271242919,0
Homosexual,F,D,D,-104.97235236258231,D,9.413062884753971,1
Other,Other,C,E,-151.39922239681164,B,-22.483309475900988,0
Heterosexual,F,A,D,-125.05760731495215,B,-162.04322041887912,1
Heterosexual,F,B,E,-58.93387916358468,D,86.06573107316603,0
Homosexual,Male,B,E,-101.93687516415699,E,37.23615055072572,0
Other,Non-binary,A,C,-48.968508046671765,E,45.400865330677995,1
Heterosexual,Male,D,C,-93.95691154723275,A,54.30825311120731,0
Other,M,B,E,-28.32431635619246,B,-102.94413339663964,0
Other,Male,A,E,127.41050972018976,B,-64.89336724020946,1
Heterosexual,Male,B,A,-35.81105681969981,D,-201.91843114743685,1
Heterosexual,Non-binary,C,A,196.9222930799765,C,44.41947002752886,1
Heterosexual,M,C,B,-200.403906041508,B,-9.713044609488552,1
Bisexual,Non-binary,E,C,99.83912828330476,A,-37.17935716862041,1
Other,Female,E,B,59.69675549278227,A,-28.09514138436216,0
Other,F,E,E,103.5794413898624,D,-67.09733815157402,1
Other,Female,A,B,185.24770039544174,D,-2.0166435363366184,0
Heterosexual,M,C,C,-74.64854492433449,A,62.35390191647643,1
Homosexual,Other,A,E,-81.10560562008939,C,-200.6617563937174,0
Bisexual,M,A,E,103.08742004665557,B,47.55711419300485,1
Other,Female,B,D,-105.76741315268552,B,142.4211441462685,0
Bisexual,F,C,B,115.06765924496254,E,22.616353031830595,1
Other,M,E,C,-97.84816526599397,D,18.80681117072608,1
Other,Non-binary,C,D,23.433967938364354,B,-152.02824490449743,0
Homosexual,Male,D,D,52.07518011534004,D,58.37931825760696,1
Other,M,C,E,-35.52189251879442,E,93.15882473968476,1
Bisexual,Female,E,C,-16.869730384396398,B,166.56640509356455,0
Other,Male,E,E,-56.24840459042018,E,-16.503473999657125,0
Homosexual,M,D,D,85.2705208361458,C,11.233017122923098,1
Bisexual,F,B,C,-147.20530020629218,A,-99.15089956545205,1
Bisexual,F,E,E,-63.71183117059955,E,-127.94949438984725,0
Other,F,A,A,-137.06096400287055,A,149.91344488506235,0
Heterosexual,Non-binary,A,C,-190.0347833305424,D,-65.49545347298945,0
Other,M,A,D,60.043225501392506,E,206.81455074299765,1
Heterosexual,F,A,D,-86.67835044145569,D,5.032377358106264,0
Bisexual,Non-binary,C,A,67.55591116383096,C,38.9990321287553,1
Bisexual,Male,D,B,-64.59535703265594,B,-27.695498026581973,0
Homosexual,M,D,A,-55.83477281125142,C,-32.82914362864774,0
Bisexual,F,D,B,-72.17267704419169,B,-258.051492228501,0
Other,M,B,D,-50.88519826170755,E,-70.82541850238128,0
Bisexual,Male,E,D,-152.9163818857076,D,145.79571155947684,0
Homosexual,Non-binary,D,E,146.56330700776329,E,-91.3695517626399,1
Other,F,D,D,62.2392066543338,D,112.93949664639081,1
Other,M,C,B,13.16083130840411,C,102.81097698956927,1
Heterosexual,Non-binary,A,E,28.567133039840297,C,-13.261775421318427,1
Bisexual,Male,C,B,116.73621346667007,A,39.08947919638287,1
Heterosexual,Female,E,B,-86.16980833935959,A,18.39178768735281,0
Heterosexual,Other,E,E,-15.20687688691227,C,131.42187775184658,0
Homosexual,Non-binary,C,C,54.19691948967803,D,38.37935049943489,0
Homosexual,F,D,D,-92.08583662100561,D,28.958574550076786,0
Homosexual,M,D,A,-239.71753523538456,B,-176.88317703584417,1
Other,F,C,D,-17.13907546986286,A,-95.05156464589575,0
Other,Other,B,D,19.48259246707218,A,41.53708586430269,1
Heterosexual,Male,C,C,192.16441097538353,D,69.6473541329581,0
Homosexual,M,E,A,18.183932013616865,A,-7.623123869081348,1
Heterosexual,Non-binary,A,D,-149.24999619689348,B,-49.77222662977764,0
Heterosexual,Male,A,B,-152.88113209209806,A,-41.31837922995984,0
Heterosexual,M,A,E,-47.8149020662218,A,52.46984125078772,1
Bisexual,Male,E,D,210.17823766473032,D,0.8808160137923775,1
Other,F,E,C,-2.3519428575213364,A,79.01715253479378,0
Homosexual,F,A,E,-83.47271257258228,B,67.80815767685982,0
Heterosexual,F,E,D,122.95986473883032,D,-127.54958012631295,1
Homosexual,Male,E,C,16.870508706449115,B,-26.65085228826907,0
Other,Female,E,D,-64.95260836513899,D,-3.049714745785593,1
Homosexual,Female,A,E,83.7512689703939,C,-50.66065928357028,0
Homosexual,Female,D,B,-52.18471034275115,D,-13.048784545644438,0
Heterosexual,Male,A,E,91.49443144971417,E,98.57603141403678,0
Other,Female,A,C,-97.59530261690867,C,-105.19009616321166,1
Homosexual,Female,A,C,165.7256665371563,D,-66.81032064872191,1
Heterosexual,F,A,C,126.48377291959447,B,97.66450050584677,1
Other,M,A,C,-5.314452979808301,E,-33.401284945568705,0
Other,Male,B,A,-80.50587965076589,D,-40.43342277531471,0
Homosexual,F,D,B,52.83584790994414,E,-60.226785929831905,0
Other,F,E,E,23.761853240802907,B,-43.71302509569917,0
Bisexual,Other,C,D,-245.3529782872987,E,-39.144492048216314,0
Heterosexual,Other,E,D,115.80981555831859,B,-18.77865184486322,0
Other,Male,D,D,115.36917485874672,D,15.311554222680268,1
Homosexual,Non-binary,A,A,214.38341594848592,A,-120.16951387709818,1
Heterosexual,F,D,D,1.3203182298522762,C,-41.24184881652316,1
Heterosexual,Female,A,E,50.29604052211448,E,69.10308647275929,0
Homosexual,Female,A,A,12.887023907390224,C,56.459239021777854,0
Homosexual,Non-binary,B,B,-72.78289042741778,E,23.238882740905307,0
Homosexual,Male,C,E,-273.72282163959045,A,-84.16026278748878,1
Homosexual,M,D,D,-66.2756972664694,B,-37.630363683530824,1
Other,Female,C,E,-183.6185429524559,A,268.3174073770526,0
Bisexual,Non-binary,C,B,168.12641711457383,C,76.6790238126909,0
Homosexual,Female,D,B,-220.25199571923432,A,133.08799272065696,0
Bisexual,Male,D,C,-71.12342757594277,A,12.5289753054221,0
Other,Other,B,E,137.37244140887532,B,56.569106983335885,0
Other,Female,D,E,-38.68098860929875,E,63.583177194887696,0
Bisexual,Other,A,A,-37.9908355710972,A,33.21512728692358,0
Homosexual,Other,C,D,-87.06087332365236,D,-215.44626740731533,0
Homosexual,Other,D,D,-113.14532737578516,B,20.33896539487007,0
Heterosexual,Female,A,C,-59.84774964240685,A,42.24538272720802,1
Heterosexual,Non-binary,B,D,175.5803557426571,C,-237.0718664979516,1
Homosexual,M,E,E,-70.36340716151639,E,67.69535367265225,1
Bisexual,M,C,C,140.47056461486727,A,-82.38443736031893,1
Other,F,B,B,73.86978684086259,E,-49.28428135459017,0
Other,Female,B,A,-4.83708342985954,B,36.4399815874141,0
Heterosexual,Male,D,A,-28.404256376455074,E,-138.78133539070097,1
Heterosexual,F,E,D,-65.23517887173391,B,112.86471369580539,1
Heterosexual,Female,E,E,139.2837271408069,B,28.546069166226594,0
Other,F,D,A,-109.73441353043489,A,-40.35813179313123,0
Heterosexual,F,C,D,-0.47511580210748866,A,188.2730749943639,1
Homosexual,Other,D,C,22.104817878226008,B,21.892663551093648,1
Other,Other,D,B,25.236116958657657,E,18.14971466025964,0
Heterosexual,Non-binary,B,B,43.48961887820649,E,-8.500239749243713,0
Bisexual,Male,A,E,-33.855457706480294,C,92.36504595474952,0
Homosexual,Female,D,C,37.309766632476205,B,-56.59856757007137,1
Heterosexual,Non-binary,E,E,-10.59343427515852,C,133.4849563739156,0
Homosexual,Other,C,D,28.2478895251918,E,271.20874900469323,1
Heterosexual,F,B,E,12.600145040299331,E,69.51721923200014,1
Other,Other,B,C,24.22776318602217,B,5.181439393048672,1
Other,F,C,A,-44.966949658890286,A,-143.2647721306799,1
Homosexual,M,B,B,187.98735803925743,B,-76.3881915610921,1
Homosexual,F,C,B,10.20539087717487,D,8.43483846282978,0
Other,Male,E,E,8.757024472177855,A,1.0274515882083322,1
Bisexual,Female,B,D,-30.067012579169656,C,-135.84641251414683,0
Homosexual,Non-binary,D,B,83.24159262328202,A,93.05319022626111,1
Other,F,D,E,-115.01525477876442,C,-185.81517835227984,0
Heterosexual,F,D,D,-28.04867408142791,B,-52.07900698769451,1
Heterosexual,M,A,D,137.94688811052515,E,-44.51548768338418,0
Homosexual,M,B,C,39.10944240672337,B,-19.73468208232909,1
Heterosexual,Other,B,B,73.16241246345764,E,7.182198163172117,0
Bisexual,Other,C,A,19.87774561867372,C,12.13604374514797,0
Other,F,D,C,10.540736792188728,A,15.547429142305665,1
Other,F,E,E,-60.97478306599133,E,-25.83405214214122,1
Heterosexual,Male,E,E,-204.5601797141819,B,93.53728175683483,0
Other,Female,E,C,-22.079083123991452,D,-130.73440848806612,1
Other,Female,C,E,-1.1674975400729881,D,-109.72048385340555,1
Bisexual,Male,E,B,49.91061082478562,C,-431.66766177959784,1
Bisexual,Female,C,B,25.143367454883613,B,190.9836217067867,1
Heterosexual,M,E,C,-46.217358228104125,D,-81.51138069074764,1
Other,Non-binary,B,B,-63.47872102207791,B,6.290376525033721,0
Homosexual,Female,C,E,-42.8539441389574,B,-51.620951778096504,0
Homosexual,Non-binary,B,A,95.03321162342331,E,-64.87735541546286,1
Homosexual,Non-binary,E,D,13.862164943160396,D,1.077003734385133,0
Other,F,B,A,10.260320540407077,B,-176.37668392728983,0
Bisexual,Male,A,C,-51.90738448380559,C,28.629822435255512,0
Bisexual,Non-binary,D,E,-162.28798395720915,B,43.113903656875976,0
Heterosexual,M,E,A,58.9655070303425,B,-109.01241520959218,0
Heterosexual,Other,D,D,-36.94448852485071,B,257.0681015318821,1
Homosexual,Non-binary,A,C,-10.946260176677162,A,31.769577374349247,1
Bisexual,Male,C,B,18.862584314024186,B,70.90195148650426,0
Homosexual,Non-binary,E,E,11.5350219389532,C,8.799445064107585,0
Heterosexual,Other,B,A,-141.34217361542846,E,-0.9854166884053279,1
Heterosexual,Male,A,C,-5.15347906296992,C,-69.71407902619727,1
Homosexual,M,E,A,18.68720820727941,A,-0.7697536548042168,0
Heterosexual,Female,A,B,-78.78905953594139,D,176.9083613226562,0
Homosexual,Female,B,C,-78.93648677449188,D,-5.2855768891402155,0
Bisexual,Other,A,D,118.18954646769242,D,87.64466399820763,0
Homosexual,F,A,A,-10.095477786075085,B,49.5943455173889,1
Other,Non-binary,E,B,-93.45332819234129,C,52.87572672508433,1
Heterosexual,M,D,C,-187.29007032839215,D,-2.394158763576383,1
Other,Non-binary,D,D,-78.03771218549332,C,-51.683058910520316,0
Other,Non-binary,D,C,-61.31978301892003,D,216.40914046587918,0
Homosexual,M,C,A,-17.272886636040415,D,-14.209664722162204,0
Bisexual,F,B,C,-139.5449227525889,A,83.89665747439602,1
Bisexual,F,C,E,201.6549965705548,A,122.41951780531994,1
Bisexual,Non-binary,C,E,23.012567279168053,A,20.448334055535845,1
Homosexual,F,C,E,-42.62593130109824,D,224.1860237099358,1
Bisexual,Male,C,A,-17.112134129790345,E,-132.1506333627961,0
Bisexual,M,D,D,111.42225480722333,E,-160.32655557365615,1
Bisexual,Male,B,B,-89.56914752413996,A,55.72962638276449,0
Homosexual,Male,C,B,-13.786621413895912,B,-19.091027112633967,1
Heterosexual,Female,E,D,32.85867161173502,C,7.702248349393627,0
Bisexual,Male,C,B,-112.98572830016538,C,78.03324903891522,0
Homosexual,Other,D,B,83.35315360973522,D,-122.87485672292762,1
Heterosexual,Male,D,C,182.36455859477653,D,-45.87039084100301,0
Heterosexual,M,C,E,115.52930053167742,E,-130.69752357036526,0
Homosexual,M,C,A,-73.48325226428256,D,160.98105466914313,1
Bisexual,Non-binary,E,D,-10.96497089673473,E,11.840031602646391,0
Heterosexual,Non-binary,C,A,-84.87592658835534,E,-167.40558431865128,1
Other,F,E,B,7.308986913386378,C,-39.972186341506074,0
Other,M,D,E,105.46719733227914,D,15.042224207356124,1
Bisexual,Female,E,E,-177.109811661377,C,-18.977071176016516,0
Bisexual,Female,C,A,12.09898037742816,E,-106.10619612920954,0
Heterosexual,F,D,B,50.61772789285928,E,55.48990665120848,0
Other,Female,E,C,171.92189386996506,D,-25.577732783581926,0
Other,Female,C,B,-20.177932708509815,D,-196.79797914742812,1
Bisexual,Male,C,C,-108.72957286442299,B,211.57557847324088,1
Heterosexual,M,E,B,105.49005615292661,E,-202.9923405505716,0
Other,F,E,E,148.40213637829683,A,34.53029722833571,0
Other,Non-binary,E,E,143.8632406186091,C,-106.27823570897368,1
Other,Other,A,D,39.49550930961538,D,176.84926613488136,1
Bisexual,Other,B,C,27.34437403111127,D,46.01176319727184,0
Heterosexual,M,B,C,70.9529703375383,D,161.54432207849888,0
Bisexual,Female,C,E,-11.523567070631264,E,81.57992320724952,1
Bisexual,Other,D,C,-38.98969193473235,C,-7.999837415094559,1
Bisexual,F,C,C,-29.231041315583,E,-20.94788209446909,0
Homosexual,Non-binary,A,D,-76.79991942044046,A,-6.5822738950562245,1
Homosexual,Other,C,D,-182.14372563260864,A,63.81313413085049,0
Other,Female,C,A,165.78717372781054,C,64.33457087512116,1
Heterosexual,F,E,A,134.31854634323713,D,46.08454025676082,0
Homosexual,F,B,E,-139.1606269023493,C,-107.8738109218239,1
Heterosexual,Female,D,B,-70.56359134175318,D,125.90894396337346,1
Heterosexual,Male,C,A,-118.34267805619076,D,123.9400502960897,0
Heterosexual,Non-binary,C,E,48.97268270448751,B,246.593045810199,0
Homosexual,Other,C,E,70.02946644849798,A,58.00167606193133,1
Bisexual,Non-binary,E,C,-131.11305772069556,E,39.41818994527419,1
Other,F,C,B,52.57505931603511,A,6.990258921889591,1
Bisexual,M,A,E,-63.7364579511373,D,-77.73611053776504,1
Bisexual,F,D,D,206.65570249427861,C,-183.3389663247837,1
Other,M,A,A,-92.96949463560611,A,68.87950765475327,0
Bisexual,Non-binary,C,D,20.481976303443012,B,-107.56543882944074,0
Heterosexual,F,E,B,158.78497712850032,C,-56.36679955704663,1
Homosexual,Non-binary,B,C,100.5171919724333,D,37.4913421439236,0
Heterosexual,F,B,A,-87.6514493121755,B,-49.89334537466052,1
Homosexual,F,C,D,-37.01906877508284,D,-11.866523084717894,0
Heterosexual,Non-binary,E,B,-66.67533830401216,A,171.65700351187968,0
Other,Male,E,D,146.83112638722514,C,59.26542047113051,1
Bisexual,F,E,E,66.75728983198451,A,-52.50666835204332,1
Heterosexual,Female,E,E,-58.398373571464354,E,40.97026179742201,1
Homosexual,Male,B,A,-55.5604229333243,A,184.34301692257904,0
Heterosexual,M,E,A,205.992614540149,E,-66.00228460250561,0
Heterosexual,M,E,A,43.25800795210708,C,-26.25146214875417,0
Homosexual,Male,A,A,-34.95677630486351,D,25.62887248831768,1
Other,Female,E,A,-42.42931951169306,C,-169.5457504828162,1
Heterosexual,Other,C,E,18.137581330677328,B,-47.77783793370693,0
Other,Non-binary,B,C,22.248067448005322,D,-115.97978982718216,1
Bisexual,Non-binary,E,D,30.843616872957156,B,23.098349904869906,0
Homosexual,M,E,C,96.7423028370682,A,151.66947204862055,0
Homosexual,Female,C,B,-190.85504966771006,B,44.98947467870036,1
Homosexual,F,E,B,134.88881732652453,A,15.194883843246073,0
Bisexual,Other,D,B,-103.96188808903754,E,-126.73184548044003,0
Other,M,B,B,-46.17053387428759,A,-144.24193569030857,1
Bisexual,M,A,A,7.35950457759999,C,17.865594108038245,0
Homosexual,Female,A,D,103.43327676876126,A,-16.616962374233793,0
Heterosexual,Non-binary,E,B,-28.313593098286404,E,-100.18585223746248,1
Other,Other,B,C,182.69997503798206,D,126.72598459143987,1
Other,M,C,D,-21.596955816319998,C,-2.2146112087373293,1
Other,M,B,D,56.60623943968408,E,-23.0718021485729,0
Homosexual,M,E,C,-175.06904631663426,D,122.63284029675884,0
Bisexual,Non-binary,C,C,-77.87590615045049,D,-34.36586217959352,1
Homosexual,Non-binary,E,A,37.03883764144727,D,-226.96819437079773,1
Heterosexual,Female,B,E,30.044113091876877,D,-54.12728495256982,0
Homosexual,Other,D,B,-102.89284692150697,D,-69.80647498001366,1
Heterosexual,M,D,D,-27.439616967211833,A,-111.6131944954129,0
Heterosexual,Female,B,C,-137.64656362823828,A,101.61832951118484,1
Homosexual,M,B,E,15.885147556497975,D,136.54678312019567,0
Bisexual,Non-binary,A,C,86.0956677585739,A,-99.99383831500718,1
Homosexual,Male,E,D,-82.76470631107166,D,25.22278297317722,0
Heterosexual,Non-binary,B,E,9.059476431251445,D,-34.74599298011661,1
Other,Other,E,B,31.76941707254402,D,42.03529732436289,0
Other,Male,A,A,124.14724094996072,B,-48.84379121885947,1
