nationality,civil_status,Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Brazil,Divorced,No,Heterosexual,-7.959851577205651,A,C,C,A,199.62289504649527,100.2162678084574,47.397114336580735,1
US,Married,Yes,Heterosexual,-132.8390638733868,C,A,A,C,-86.38590966184229,-41.850269664468954,60.553353462267935,1
India,Married,Yes,Other,64.93191478031625,C,A,A,C,-19.960623508210897,13.589246961343784,-178.23599321470687,0
China,Single,No,Other,-79.20710210974859,E,D,D,C,-164.48652384896369,26.341043590339602,-52.69007698714403,0
Brazil,Married,Non-Veteran,Heterosexual,73.45887088726857,A,C,C,E,0.7910452405795141,89.90246465811853,-141.56874467392416,1
Other,Married,Non-Veteran,Homosexual,-134.84944846287675,D,C,D,D,-142.6365720431005,167.15070280198836,39.917688096565854,1
US,Divorced,Non-Veteran,Heterosexual,44.03188457310437,E,A,C,C,194.4298039828137,-3.3980652484126495,-93.74302146229788,0
Germany,Single,No,Heterosexual,56.266729035621985,A,A,D,E,-70.67716294997018,-94.52561351647103,-22.833165836270098,0
China,Single,Non-Veteran,Heterosexual,-11.421705045593297,A,D,A,D,-105.36221402365582,-45.68955840933872,-11.986471506418951,0
Mexico,Widowed,No,Other,-129.74595246833104,E,C,C,B,17.556731775293404,10.350221338114293,-30.03004155177616,0
India,Divorced,No,Homosexual,-198.79043609874327,A,A,A,A,-1.2748060925199347,-75.0635134332115,-56.110604200889114,0
India,Divorced,Non-Veteran,Bisexual,-184.93386276480538,E,B,B,C,132.41063752310848,-92.7480466892632,-219.88901758429407,0
UK,Divorced,Non-Veteran,Heterosexual,-24.530014752992503,C,B,D,B,31.97378294494794,-7.494755689592994,-125.31349418474956,1
Germany,Widowed,Yes,Other,58.080882082310325,E,C,E,C,51.380152867784936,-43.08983078917088,-170.95416329453013,1
Germany,Single,No,Heterosexual,-41.01535658320187,E,E,D,E,-83.108147270316,18.55688262289716,55.079155914797454,0
China,Widowed,Yes,Heterosexual,-81.35649922016489,A,E,E,A,-77.53951456421072,111.81921126978374,8.329202698125398,1
China,Married,Non-Veteran,Other,9.252167944610129,A,C,B,D,-15.582426643246588,80.75169542810654,-11.762243554144959,1
China,Divorced,Yes,Homosexual,80.49695186220666,E,B,E,A,-89.01594407419209,63.95916462091361,135.78656064064225,1
UK,Divorced,Yes,Other,-4.556941063521817,C,E,D,B,7.872045653320971,94.23451581569384,-135.73830046381343,0
UK,Divorced,Yes,Heterosexual,-185.33238859955642,B,D,C,D,-168.85503638048377,9.463479318734658,-16.500156579433586,0
Other,Married,No,Bisexual,99.93881388030894,D,A,B,B,65.04061915253345,62.626878309922695,-214.1998342690803,0
Mexico,Divorced,Veteran,Heterosexual,182.13885138798796,A,B,A,C,-25.83056491645994,-34.67121765362955,-140.94860982937183,0
Mexico,Married,Veteran,Homosexual,-76.32257322601316,A,E,C,D,5.235535260063458,-38.59818099401055,98.55048726566503,1
Mexico,Divorced,No,Other,55.74668292488889,E,A,C,C,-63.04301879290774,175.0801984353442,82.83277234090171,0
Brazil,Divorced,Yes,Homosexual,48.70428539545203,D,B,C,B,54.83206613608602,19.337016413436046,-203.45114562561392,1
UK,Widowed,Non-Veteran,Homosexual,-206.6105135465358,B,A,E,D,-69.95625824939285,7.000701806858933,100.99342497703701,1
Mexico,Widowed,No,Homosexual,-57.33679054726406,D,B,B,D,76.74835087407945,8.411876420284505,-88.49772693045512,0
UK,Widowed,Yes,Other,135.95855549221844,D,D,D,B,-141.79696718281227,87.46880058780792,-101.6040145596399,1
India,Married,Non-Veteran,Bisexual,23.55450907557158,E,D,E,D,-60.458825186331985,119.33356833103818,113.7335843381039,0
UK,Widowed,Non-Veteran,Other,142.3865964906568,A,D,C,C,40.93267773950965,66.5798057937772,120.32993923364693,1
China,Widowed,Yes,Bisexual,32.25454708115671,C,B,D,B,60.78016392384185,40.052647861447454,55.30976590272255,1
Other,Divorced,Non-Veteran,Heterosexual,54.52373675202965,B,A,B,E,-68.64434628768183,-39.640557289516266,43.74611623931096,1
Germany,Widowed,Yes,Homosexual,-26.84967725202482,B,D,D,C,99.53683822093421,85.74691961436706,-71.51735022241995,1
US,Widowed,Yes,Homosexual,-39.000716385529536,A,E,D,E,193.40581329921147,-28.224540360904314,16.142757185903548,0
Brazil,Single,Veteran,Homosexual,45.60438345564764,D,B,B,D,-11.412351014368834,-22.197667141537263,-261.5392081332423,1
Other,Married,Yes,Heterosexual,148.108264452839,C,A,C,C,1.848238634408226,-95.28674715978144,-102.2385949038947,1
India,Married,Yes,Homosexual,-93.89132282834414,D,B,B,E,122.88233311920318,61.70238197193599,-71.92229234129908,0
US,Married,Non-Veteran,Heterosexual,-52.3172925458052,B,C,A,C,-113.78274368328955,-206.8410962314199,-12.132847773637335,0
Mexico,Single,Veteran,Homosexual,-229.97525645087617,D,A,B,D,34.57383668988855,-90.72163573854564,199.6669490222603,1
Other,Married,No,Bisexual,94.13291285485624,A,A,C,D,131.1075789356054,79.38796487994962,-107.08776382143729,0
Mexico,Widowed,Yes,Bisexual,-73.97581593684728,E,D,D,B,-288.52133295578534,114.8274259860781,-126.39952047078573,0
China,Married,Veteran,Other,44.92214437896749,D,D,D,E,198.15085957355402,-165.79103928978128,-28.31832841816162,0
China,Married,No,Heterosexual,-211.00997298390473,B,D,C,B,-102.42695126551634,156.208907586011,60.251189898189885,1
India,Single,Non-Veteran,Other,-172.89181326653357,C,D,A,D,40.5357306790146,-60.08531931513404,75.96539557608315,0
UK,Widowed,Non-Veteran,Heterosexual,25.314012991677455,E,E,A,A,-104.02027970785753,117.2491556972777,167.95173727461565,1
UK,Single,Veteran,Other,-224.48679590084382,C,D,C,C,-28.102901593581958,-33.4068373516094,54.693566484082126,0
Brazil,Single,Yes,Heterosexual,-73.63947632653812,D,E,C,B,72.73319878022912,125.64625765367954,-39.60867165812688,1
India,Married,Yes,Bisexual,-36.00546233505143,E,B,E,C,193.01891820411362,25.961481399162228,-10.131757559879997,0
India,Divorced,Non-Veteran,Heterosexual,-46.330525629805216,B,D,C,B,132.0889725433676,15.011650045478092,-179.85744985712034,1
US,Single,Non-Veteran,Bisexual,103.52981087983547,A,A,B,E,-65.23712249522782,-31.450459872970903,-190.68143070275968,0
Brazil,Divorced,Veteran,Homosexual,17.141069407471985,B,A,B,B,99.35371055533882,-3.125979741404377,-17.4863680801856,0
UK,Divorced,Veteran,Homosexual,-123.82422616500213,B,A,D,D,105.39833999798991,34.938892367493075,-9.76911971376125,1
Germany,Married,Non-Veteran,Heterosexual,105.43929217705382,E,A,C,A,156.35971515204324,-91.41963035421821,34.74812104105337,1
Brazil,Divorced,Non-Veteran,Heterosexual,-41.654135405448365,C,A,D,D,47.71233969035904,77.49429422329808,-30.758650175302748,0
UK,Widowed,No,Other,141.89893498163138,E,C,C,C,-11.735327908365024,69.87821545936434,121.71632846425761,1
US,Divorced,No,Heterosexual,49.613964817397225,C,A,D,B,-72.25016179120014,-8.924651892924388,38.806858758867016,1
Brazil,Widowed,No,Bisexual,-187.55802964870156,B,A,B,B,87.00520009042964,-54.59513701262749,-69.96010531265966,1
Mexico,Married,No,Bisexual,97.32118632695322,D,E,C,B,249.49429742786836,131.48079450577123,-35.94723303455491,1
UK,Married,Yes,Heterosexual,76.79750804886517,E,C,B,E,-90.92713577553528,40.64997408639034,-111.56706102864497,1
China,Widowed,Veteran,Homosexual,-118.58078109024865,D,C,B,A,-54.130888969776606,46.52577436514377,-229.09053134423834,0
China,Single,Non-Veteran,Heterosexual,116.5700123039791,C,B,B,D,-227.56077413950857,-95.07549787571809,95.03970558337035,1
India,Married,Non-Veteran,Heterosexual,-124.5234762259797,D,A,E,D,12.407825610108217,49.52494990842606,127.24750741235675,0
Germany,Widowed,Veteran,Heterosexual,-61.47725432938077,B,C,D,E,34.49759869886425,-81.72470184150274,-8.122750963703266,1
UK,Widowed,Yes,Other,59.826434268089756,A,E,A,E,170.10695358255643,-67.27196609658944,91.54881510362563,1
UK,Widowed,Yes,Bisexual,-53.77879958550894,B,D,E,A,-224.4135950798244,-121.21954353248603,168.39881410912065,1
US,Widowed,No,Homosexual,-94.92730551332855,D,B,A,D,-140.09881670965896,-29.548062809440573,-53.2562186384348,1
UK,Widowed,Yes,Bisexual,257.2453623733546,E,A,B,B,25.8318257155079,40.12115725598655,20.184827534429374,1
Other,Widowed,Non-Veteran,Bisexual,-62.51542203244529,C,A,A,D,84.42934561269726,16.45333925245064,2.262745680814754,1
Brazil,Single,Veteran,Heterosexual,-16.31853272520952,D,A,D,B,-42.38980126709661,188.90535372638743,-145.58002684765407,1
Mexico,Married,Yes,Other,50.00804567051274,A,B,B,C,159.58382928262796,51.2793490117639,192.89678676487696,1
Other,Widowed,Non-Veteran,Bisexual,-56.10825235903209,C,E,A,E,-98.2095950743047,184.6796162828396,148.09467900645197,1
Other,Single,No,Bisexual,-58.25527642481884,C,B,B,D,-74.29679336271097,23.66873989536968,-32.02350423941283,1
US,Married,Non-Veteran,Heterosexual,-237.03671407727293,B,A,B,D,213.37279249102176,-92.88921652005415,6.367405874151304,1
Mexico,Married,No,Bisexual,33.76893179585127,A,A,D,D,-35.30264529017613,101.09932589792021,-73.08613209438668,1
US,Single,Veteran,Homosexual,-111.23873979234105,A,E,B,A,-244.74598486217212,83.92102566891992,128.79984782890023,0
India,Divorced,Non-Veteran,Homosexual,-0.5116090752067826,B,D,E,B,-18.299675389552313,-97.58816579474991,-136.043445086301,1
UK,Single,Veteran,Bisexual,109.2337364606405,A,E,B,C,-56.34680922175592,-125.29728260073409,35.756395302841504,1
Other,Married,Veteran,Heterosexual,-43.894644779449806,A,A,C,D,-244.34348493045542,42.98178054642599,-82.41178449901611,1
UK,Single,No,Heterosexual,-142.39600291038636,C,A,A,A,-32.71250682633581,-111.56398522268853,-144.30973616277228,0
UK,Married,Non-Veteran,Heterosexual,-9.94282930112694,E,D,E,B,113.69759390684808,-1.7292503636067842,-7.706002982486285,0
Other,Divorced,Veteran,Heterosexual,157.46216337717848,D,C,A,D,-26.82108176829381,-38.88308088158843,-63.91818455865875,1
Brazil,Widowed,Non-Veteran,Bisexual,-5.953818493790063,E,A,E,D,-150.68458445894612,-45.694624257550196,-103.16065010763043,0
US,Single,Veteran,Heterosexual,-46.976841471219004,A,A,E,B,-101.36456261605191,-54.182866594580325,-26.59134744481787,0
India,Single,No,Bisexual,-159.46227270935552,A,A,B,E,43.72622787050251,-17.68909662832123,27.72068020023862,1
US,Married,Non-Veteran,Homosexual,-42.18945183426198,E,D,D,C,119.63800564937901,4.794698717165162,164.78062689078007,1
US,Married,Yes,Heterosexual,99.0448653654177,E,C,C,B,198.9928099773828,107.16812891512599,-163.9319528904425,1
US,Divorced,Non-Veteran,Homosexual,6.011932280527516,C,A,C,C,-54.611716295649785,74.41756873854284,-105.89647069668527,0
Germany,Married,No,Bisexual,83.18228119064138,E,E,B,A,-37.64301411135486,63.81488551656356,-5.463149734402246,0
Mexico,Widowed,Yes,Bisexual,164.52412149499915,B,A,C,D,116.51614888029631,134.69729474125256,173.60432844809577,0
China,Divorced,Veteran,Other,-176.42898041952648,E,A,E,D,71.36405800899117,373.54671708546044,121.80289074954769,0
China,Married,Veteran,Bisexual,5.682168990993922,D,A,C,B,-120.83068438429396,142.47634209630434,-167.18338508655393,1
US,Single,Non-Veteran,Other,-30.23734844604441,A,A,A,B,5.52702803125897,-71.62575107602188,-148.42777242610873,0
Brazil,Divorced,Non-Veteran,Other,-42.07906864579269,B,E,C,D,-104.18211505880815,0.6061232741716567,-58.89749018303767,0
Germany,Widowed,Yes,Homosexual,148.8434285798766,C,A,A,A,-56.01853661739621,-1.4233967932483484,94.77154101124852,0
Other,Widowed,Veteran,Bisexual,-139.61817712929056,A,C,D,C,17.45570273009411,-185.34420579079122,-6.251975580089801,0
US,Single,Veteran,Other,106.68371391985958,B,D,A,C,-20.100656046845295,114.89662418090853,-104.89782947257318,1
Germany,Married,Yes,Homosexual,-28.502757297340526,C,A,D,D,-55.798060494121174,81.48565925861453,25.998508716169,0
Other,Single,Non-Veteran,Other,31.440864856170258,B,A,A,E,31.180122186599522,109.18945892889664,13.01557042537826,0
Other,Married,Non-Veteran,Homosexual,-94.9477769906836,D,A,B,A,-13.842303888476659,188.77725717926066,-68.13921158680827,1
US,Widowed,No,Heterosexual,-60.249870716719855,A,C,B,C,3.4047014204837343,55.225234194767644,-64.49229189308576,0
Germany,Widowed,Non-Veteran,Other,22.02311547877694,A,E,E,D,-78.96531775998102,49.087888259941046,37.537314952963094,0
US,Married,Non-Veteran,Heterosexual,-207.71255193420743,D,B,E,C,-36.209829736133095,-36.515110481586525,-63.99107270696835,1
US,Single,Veteran,Heterosexual,92.94486978858116,D,B,A,B,-65.78430379887989,-16.68017957412897,-29.25466476887209,0
Brazil,Single,Veteran,Bisexual,-200.0616025156424,E,C,D,A,61.701861886181476,16.311853797888702,-73.84293655816255,1
US,Divorced,Yes,Bisexual,102.57600495572194,A,C,D,D,-71.39253714660018,178.58760647203374,-48.63767813898694,1
UK,Married,Veteran,Homosexual,72.22780976467263,E,E,E,C,-90.59161278987753,-70.4464023125946,-331.8913701908054,0
US,Married,Non-Veteran,Homosexual,87.15637577631199,A,D,A,C,-80.9665493188783,99.12201076309644,75.26911176907346,1
Brazil,Married,No,Homosexual,-124.39716556627572,A,D,C,B,-93.99804430019614,68.17659209754453,56.355024137116516,1
Mexico,Divorced,Yes,Homosexual,-125.32907202094113,E,B,C,D,-10.66972958597156,61.04241932054848,58.43591095857232,1
China,Divorced,Yes,Heterosexual,96.66989020062073,B,D,D,D,-110.42317792518676,-94.51732343937998,162.59975911927293,0
China,Widowed,Non-Veteran,Other,302.9787515460414,B,B,A,D,8.678766010299944,84.6392007221523,49.49435734265957,0
UK,Divorced,Yes,Bisexual,-14.035907558253694,A,A,A,B,143.35442915145543,-219.92082904736088,43.317523560130375,1
Brazil,Divorced,Non-Veteran,Bisexual,69.50036501666277,E,C,A,D,1.791401778177425,17.454644444441143,-94.06113187325789,1
Other,Widowed,Non-Veteran,Heterosexual,-183.93626803357296,D,D,A,E,-14.546038658056966,-103.35892664677664,-3.4234509557022,0
India,Married,Non-Veteran,Homosexual,-80.18049761945194,E,B,D,B,97.40852411758303,-110.89715872118371,-2.915565388364209,1
India,Married,No,Heterosexual,118.2450367521142,D,D,E,B,-15.35878743693511,-76.34101672364972,82.30504328334814,0
Other,Married,Non-Veteran,Other,139.21685981572395,E,D,A,E,-23.013934381010092,130.8235164978474,182.1112008507014,0
India,Married,Veteran,Homosexual,10.166993405597124,A,E,D,D,63.6489436833767,155.9832098997983,-74.15836844407066,1
India,Single,No,Other,229.29712066042262,D,B,B,B,116.38394183182774,11.602856989551249,-145.9586090853642,1
UK,Married,Yes,Homosexual,94.25682720444628,A,D,D,E,61.610824729837255,-251.18609226279295,-128.25537458023754,0
Germany,Divorced,Non-Veteran,Bisexual,-20.694682415319136,D,B,E,D,-82.48870620102642,-76.50276933323542,-59.09308750003842,1
US,Married,No,Bisexual,104.35169333707223,C,B,A,B,-66.4972295551939,-48.19921457459589,161.55202341998134,0
US,Widowed,Veteran,Homosexual,-39.955642541884984,C,E,A,C,54.16133327403857,-39.36415558215455,-130.7183846626305,0
UK,Widowed,Non-Veteran,Other,16.434076143823447,B,B,B,B,75.48909560375566,32.27744804823585,-77.55327128881498,1
US,Single,Yes,Heterosexual,-8.914918559130498,A,B,C,A,122.13242058400024,-180.96969910904937,26.559424133822173,0
India,Single,No,Homosexual,-32.76358315363865,E,A,A,B,-39.32677773704774,149.30275311333162,-10.669660315267704,1
China,Married,Non-Veteran,Bisexual,23.046239853561744,E,A,C,C,90.16347016682415,124.97859793861402,2.817413326125737,0
US,Divorced,Yes,Heterosexual,71.88565961494375,A,E,A,D,-66.0292048548708,54.2723125414397,29.434549433360747,0
China,Single,No,Other,-121.75494758366663,E,B,D,A,-134.19423738363966,-142.37923077231446,183.71568502560442,0
India,Widowed,No,Other,-27.91534937689155,A,A,B,C,-107.43667800755179,33.321073810466224,256.25923718645754,1
Germany,Widowed,Non-Veteran,Other,-43.070249780183474,B,A,E,D,105.16449121426454,-19.156983083218996,4.567177299123944,0
UK,Single,Non-Veteran,Bisexual,-148.77703130279187,A,D,A,B,-75.49595669966862,39.845933222035626,150.91081910217474,0
Other,Divorced,Veteran,Bisexual,63.358769142688054,C,B,A,B,116.19112361699939,129.05268886941636,53.023323936610744,0
Other,Married,Veteran,Heterosexual,-217.8511033810185,B,C,B,C,99.51921070595003,59.738702279152314,27.4589702438327,0
India,Divorced,No,Homosexual,95.39156737592515,D,B,C,B,-94.79882454618965,15.311187603510398,51.722684764469605,1
US,Married,Veteran,Other,89.82131511135862,C,E,E,B,-182.72006109015896,-65.9740328886405,191.32273679483075,0
India,Single,Non-Veteran,Heterosexual,116.50979793506346,D,D,A,C,192.61423713652104,-103.2695459529909,-76.16565707115103,1
Mexico,Widowed,No,Other,-181.77245112657573,D,C,C,E,-14.144079850314503,211.75995385977444,-234.92465192985256,0
US,Single,Veteran,Homosexual,-33.52668619592158,B,A,C,B,93.35080983949065,54.77409443815381,187.8882377668297,1
US,Divorced,Non-Veteran,Heterosexual,-110.07527912298009,B,C,E,C,-98.14244693369557,0.5577872172498808,-267.55442494697445,1
Other,Single,Veteran,Bisexual,-11.90360844616703,A,C,D,C,54.93121444951037,44.80684775082588,206.70018267892036,1
US,Single,Non-Veteran,Heterosexual,-135.55995138304908,B,E,C,C,123.83455962901515,2.9487750173035083,-85.64900064823534,1
US,Single,Yes,Other,94.26999154517488,C,E,E,C,107.23734845983569,38.921722152956285,80.7272767516759,1
Brazil,Married,Veteran,Bisexual,-25.382605063552116,E,A,E,A,-82.91520042157543,31.467760485189807,99.35041523082363,0
US,Single,Non-Veteran,Bisexual,16.644801704631178,C,D,D,E,-119.0361726153875,-57.67410743250739,-9.686910197116918,1
Other,Divorced,Veteran,Other,-43.093002532146734,B,C,A,C,150.36456530895842,46.09511187880461,-11.331053061186287,1
Mexico,Married,Yes,Other,-220.22204558414327,C,E,C,B,-35.13939061063162,-19.052491189312292,-44.23926837402769,1
India,Married,Yes,Other,-177.17089022307212,C,E,C,C,99.12858897197177,40.53859959000437,-73.12102644830868,1
Mexico,Single,No,Heterosexual,154.2682315973414,A,A,D,B,41.30735665714812,-24.567855556734358,-82.45995685920053,0
US,Widowed,Yes,Other,-34.476950210276016,A,A,E,D,-148.0973375779221,-81.139535691353,-45.43275389875823,1
US,Divorced,No,Bisexual,41.80299294676849,A,A,C,A,-97.95893227354097,141.82364115405804,-94.43536395394659,0
Mexico,Widowed,Veteran,Heterosexual,93.08691784167225,B,C,B,B,-136.7481974648205,-51.27536228905644,110.82384863510555,1
Brazil,Married,Yes,Heterosexual,2.870504387143874,B,B,E,B,75.68418624897662,-223.55403066162376,-194.08162232860974,0
India,Single,Veteran,Homosexual,107.46644575130426,D,E,C,B,-11.84655518368988,-10.074951005143697,-40.67194427184313,0
UK,Single,Non-Veteran,Bisexual,100.55533087485684,E,D,C,C,-29.76992818616548,-127.40423469792736,-36.805924354330514,1
Mexico,Widowed,Yes,Homosexual,-50.6939424843346,E,C,E,A,-25.263903216682078,82.97161835717927,-200.209359143921,0
China,Widowed,Veteran,Heterosexual,6.6170512096910885,C,B,B,D,-66.68033475178035,117.35825530368274,39.45020526629606,1
UK,Widowed,No,Bisexual,113.95130662341816,C,E,B,B,9.588169004005287,64.14612619377618,116.11800733390929,1
US,Married,Yes,Other,187.6772997443616,D,D,A,E,-182.38260513272945,36.35219086091004,205.72468508834243,0
Germany,Married,No,Other,-267.1104240486276,E,B,B,B,15.60659453392832,80.58839016735132,91.55983689872816,1
Other,Divorced,Yes,Homosexual,-115.49009472343646,C,A,D,B,7.538295193565945,-84.5879942487408,-8.917148386977619,1
Other,Married,Veteran,Heterosexual,52.71276779014528,C,C,C,D,41.711347525032075,49.33081422662599,-95.49979207573352,0
UK,Single,Veteran,Other,55.49737482585173,D,B,A,E,34.68126123251502,22.442132436456212,-30.833596215547608,1
