Gender,AGE,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Male,62,65+,90.31015985584146,-110.79759860727772,B,-30.233070268671682,57.59740689232977,36.336291588333815,C,-23.257298876488782,A,D,83.47249072514722,C,0
Male,23,51-65,-26.746091419089275,-79.58759971573227,D,30.853342657302356,-29.650868426590186,129.05345707369327,C,37.81549619007507,E,D,18.206546633606067,D,1
Other,78,36-50,24.67210340105601,-251.38967167741453,D,92.52870002681803,84.10885361244816,151.36598265013203,E,-99.68501754277408,B,A,21.353288958143466,C,0
M,65,26-35,148.99761089457212,51.191159070350736,C,-201.1624546303305,5.61431566460193,14.782995196552609,A,-104.40773627252071,A,E,198.80015629610753,E,1
Non-binary,66,36-50,-174.15645807616312,-78.01188236384368,D,-199.2399647618492,-48.29094111482453,196.78535854023195,D,-2.158395650662805,D,D,-87.93311465138133,A,0
F,18,36-50,-100.62822731735687,-43.245432552868344,B,45.73433123780307,12.474894921044033,125.07403401363864,A,-45.69269807965769,C,A,-91.72209621541842,C,1
M,25,18-25,-49.26311154518894,-11.523917831816378,D,55.99651669434138,-68.74133939048531,-50.433661291293916,A,-16.243768338727158,B,E,48.05066395019673,A,0
Male,77,26-35,23.621210227088962,18.08442708626744,C,99.80909722257427,56.422503940859855,32.57861554491559,A,139.64077813761162,B,A,48.11675973018736,A,0
F,23,26-35,76.3963093803879,-14.845142027177848,D,-140.5549268644309,-231.24994187880108,75.10439140057798,E,-53.797772368807564,C,B,-160.02246720860936,B,0
Male,54,18-25,-167.278862916689,14.132240351123917,E,11.122540808671488,-175.75722782259024,-238.32868048680825,E,-189.58292435277352,C,A,27.614189264376922,E,0
Other,58,36-50,167.3005845077271,54.46243575150172,B,184.1012425270872,74.55479340494364,63.12127376557821,E,168.50887385327147,A,C,-3.4524068488557815,B,1
Male,64,51-65,34.804014011645066,-47.53400468435958,A,-11.205799582769329,-112.27973248589713,13.314088111651095,B,76.88736783578734,A,D,23.452670357374043,E,1
M,51,65+,11.122582551783937,-82.10115112221281,A,-63.90735624685734,27.428525253545093,-131.55666814679924,C,-28.39161668518355,B,D,-105.56557976578196,C,0
Male,54,26-35,56.807524705750126,-28.610712789507474,A,-88.62901446149782,261.0296775041304,-12.78526278463435,E,142.7461560893953,C,C,-96.52392547619999,E,1
Male,29,51-65,198.9210706810776,-73.36155227179846,E,-60.94556459731891,79.2216240579807,28.81586828193453,D,179.79365716113213,A,A,-123.9929326462725,B,1
Male,36,26-35,-73.88437754572512,105.46009109152847,D,43.54046718778907,-66.51677495892535,-30.968824390843796,A,16.864506129833824,E,B,90.63709012004084,A,0
F,60,51-65,-4.976288555583095,-34.77570710786241,D,90.65257676044223,-86.03659064923842,-109.69832162290554,C,99.41319772561387,D,D,126.20560512569278,E,0
Other,34,51-65,-43.77102363227887,44.06298788720493,D,117.5709794644774,74.6614801460519,89.604031973023,A,94.45138841028448,C,A,125.51864364541426,D,1
F,45,18-25,-103.09828856973589,26.045130372792215,A,53.68821238126114,-8.851137334740827,141.98633838552536,B,25.814570031099443,D,B,-183.1442830279385,E,0
Other,63,26-35,-70.33861742445163,190.4246532620611,E,-58.78809243872413,-121.78618984864009,-17.296171601630274,D,-101.88147909665157,D,A,-48.204441839946725,C,0
Other,24,36-50,16.000559415569196,-257.85777694521016,C,2.178726219330686,-57.78502106682506,-20.226948444325902,D,65.0284773901399,E,A,55.76791916794569,D,1
Female,73,36-50,-102.03623918041451,-195.6663813842807,A,-7.0674224832828605,99.67181332759651,-44.52676819154347,B,-51.20995733674183,B,C,83.94072936749043,B,1
Female,26,36-50,57.850423027853914,-261.0110823065671,E,-119.6389742145328,-23.218759230991765,-200.31477906429157,A,-38.764212242511874,B,E,52.94185590043045,D,0
M,65,65+,-65.18270041488866,-99.79900806094099,B,3.725681506989773,-22.614313396837453,28.082827725846894,C,1.5511906318275355,C,B,-14.680341233900249,A,1
Female,61,51-65,-22.507246341405036,43.880351055782356,A,-64.93407565393439,123.36842067024602,14.092756319506586,C,112.1930371357137,A,A,-6.511745823220141,A,0
Non-binary,38,36-50,130.337401267863,-121.257097415158,B,144.35157832546463,-54.6004755995141,-150.8671287340275,B,-90.8558800143539,A,C,105.71258692258236,A,0
F,52,18-25,-67.83127736107059,41.141758713679906,D,-253.89106345021966,82.03120285760791,49.45089810149951,B,76.43779588560197,B,C,108.97577851038602,A,0
Non-binary,69,36-50,89.83865726654538,-54.236870321390704,C,-30.63621512166999,-42.89308087385358,-148.02006809088465,D,-16.467799149498653,C,D,121.94186493148594,D,0
Non-binary,59,26-35,124.89408272658555,111.91910823097997,C,-170.94684676506716,-106.88271745884663,89.44699723675717,E,139.9827855599966,B,D,164.07478225162927,A,1
M,37,51-65,40.065888049549336,-86.91081854739959,D,-104.38639813184045,-16.810457546687612,-91.394826111176,C,5.76253317531298,B,A,88.8328417898401,A,1
F,70,51-65,-84.03691802876224,-53.43299207848939,C,93.51701243922969,-57.20242083323509,84.98969275564396,A,98.76408903182414,E,A,-7.831186552120778,D,0
F,26,26-35,59.44264068367767,-99.56228429276679,A,75.09209671284827,51.29373144748527,22.732960153692964,E,118.61797341371658,C,A,86.68057076497637,D,1
Female,46,26-35,4.702252076193614,-30.60897269115173,A,-48.18977268837534,7.125727029460963,-89.68003222313108,D,78.5020303454509,B,E,25.062602522941972,C,0
Non-binary,27,65+,-106.86855564742316,97.26046147684517,A,125.29386250557539,-10.215256745054939,47.61340796853032,C,-26.91197371483994,D,B,-18.47570667054119,C,0
Other,54,65+,157.4806743668569,140.097397064764,C,175.0656864126623,-76.42753802907175,-64.83750194962215,C,-39.18203205085473,A,B,-49.18444102043304,A,1
Male,63,36-50,38.04174334267747,64.24669301843346,E,57.96834690749918,-83.54717236291481,84.21996838235108,D,82.55161924285692,C,B,35.190948873957076,D,1
M,37,18-25,61.73349927628762,-7.874165842062903,C,-8.80080837039533,-110.45626769179331,97.82032130377965,C,-238.3342977263681,C,E,-125.52680953652633,C,0
F,62,26-35,17.794009610757087,129.42598438763244,A,12.48748562212513,-96.41710547931137,4.909090857455188,C,-52.237592671116694,C,C,-44.25381256052663,E,1
Male,31,65+,-50.81330108876075,-26.153451105899606,B,-0.2286157790395537,62.115859580553845,189.28133665502395,D,193.16672711585267,B,E,-15.42734352513465,C,0
Female,30,26-35,-42.6606436124832,-26.4967122074276,C,31.793282473764016,-23.395905680996226,-61.84901597089664,D,135.70669069482847,C,A,-140.55589088790447,E,1
F,52,36-50,19.328707376509776,-23.09345727465625,A,-230.48053905180396,98.8433842795908,-95.41835265069645,E,80.57000293404782,C,C,-62.46291735122595,A,1
M,20,26-35,150.1516015216873,124.47784657708392,D,-57.90217904144984,-125.47934600949533,-109.71809591224924,C,-9.862438473744387,C,D,-122.37008669130338,D,1
Male,27,18-25,71.81772684138252,10.036468540100783,C,-50.086327175647604,33.062251936719754,-98.41954018858313,B,-47.46969968174591,C,E,73.72883314010454,B,1
Non-binary,69,18-25,122.36383396110338,-78.36816762726292,C,75.31810327168903,116.57254525022982,29.502037571899724,D,-51.44314898892534,A,C,21.156890017287008,A,1
Non-binary,76,36-50,-50.28572789639296,-126.42379753194015,A,184.68629652768388,29.8472755376004,26.07968564997421,C,44.15974531843443,C,A,63.61018893398685,B,0
M,25,36-50,-3.810225171332097,22.26744755522815,A,-214.3615701495572,61.046129885996415,-54.54234638607587,A,126.61090466534624,D,B,172.5458834038708,D,0
M,34,18-25,0.6138316236648321,-114.2281338007143,C,169.0667097485618,68.44692601719717,-47.75893195566921,C,83.04607787830098,C,D,-33.00657536260399,E,0
Male,33,65+,-7.068358402186122,59.33161916157809,C,95.73612007308051,57.07594229706777,18.984600708802287,A,-63.371642231550474,D,E,257.8637725135784,B,1
Female,65,51-65,41.35076987034126,44.24942454801798,A,204.57129001620768,-145.39177646712852,10.159176661270067,B,30.49296439802457,A,E,-24.62564297817717,A,0
M,53,18-25,53.56602973790482,77.24253192394535,C,84.10485052033188,-12.240462128279376,-112.69687167607398,D,-165.52495518188252,A,A,-70.5920190431682,E,1
Male,47,65+,48.431273546465405,166.5907408017534,E,-58.41087879133803,163.3079141015271,-146.15189107697512,A,-59.46032419313113,C,C,105.50976945621488,D,1
M,25,18-25,76.68279794171721,167.85621691711927,D,12.079893107086125,44.971316779122645,39.320616963319104,E,152.09747308418133,D,C,53.22824879970637,A,0
Male,41,26-35,70.8976418364662,-46.952274952710084,E,-122.12775606635368,-32.1603579550871,-106.55071607082871,E,-18.032396335486137,B,B,-27.378404284881924,D,0
F,36,18-25,-88.92786924186927,18.509505313433483,D,-55.32363652921662,-20.188212899689592,-1.9961479499851675,B,133.8203881833057,E,C,-101.26476355647263,B,0
M,21,36-50,123.01847562285946,-16.236927572455155,E,51.89965525193686,60.024882896922726,68.93857732082995,B,72.7117512869681,B,B,-81.5314864952381,A,1
Male,65,65+,85.53337943647858,72.49897168261516,B,-69.21261036308462,119.60056767005231,13.182033865168972,B,-103.1889670375979,D,B,-6.120821284748338,D,0
M,48,18-25,-6.054984493161849,125.69105063319017,B,163.75690319730842,-205.0510821170037,103.77367692438173,D,108.94587771978163,E,A,96.44414144783904,D,0
Male,41,51-65,92.31541855433456,113.71953253757994,A,65.11911700227083,-151.66388049987637,-62.286995649847334,D,2.075930443233303,E,C,-74.01275688261168,E,0
Male,23,51-65,14.029889968780832,-160.19207337814927,A,-243.53057645218206,39.83618888155643,-157.17238250665343,A,3.7002934767040774,D,C,75.77234652921501,E,1
M,28,51-65,82.73572315914744,68.42754857532208,B,-145.07124881643497,-154.95475324314825,-9.680807649303455,D,90.96905249670215,A,D,70.1195574155156,C,1
Non-binary,68,65+,-128.56065739865326,-128.8615114981628,C,19.727536784565586,37.216427494356125,4.63762197869663,A,-192.80018143291443,D,E,2.140615636022146,B,0
Non-binary,51,26-35,-49.86135518961879,38.07590643053994,C,-131.5414305067397,43.17475734867583,-6.813854822061124,D,48.68928214004208,E,E,-57.960077582535085,C,1
M,32,36-50,183.00628595744698,-79.5157212900542,D,8.827901538946369,-25.05346536677558,71.77033147003203,B,50.05757635375837,E,D,83.37718058671535,D,1
F,34,26-35,-151.37115180849193,-48.49069670988371,E,-91.00299338085624,44.904877413827926,-79.03980703424277,D,8.363475194967611,C,A,-178.37582537463067,D,0
Non-binary,72,18-25,111.87895411005803,-75.0381225189125,D,16.021407748746142,-58.76479941531832,-21.131424976265404,B,-16.29801144233588,A,E,71.97830170884741,B,0
M,74,26-35,-48.09485881815287,-7.39841927188381,A,-167.458021841058,65.37496699424106,130.27936217473203,A,71.53174100692759,A,B,-85.20353204639238,E,1
M,65,65+,-224.7558912535616,-95.12579954637465,C,69.05398917119919,39.6718947188465,-67.97139847883493,B,-73.94089725705896,E,D,132.59604501996526,C,1
Male,52,18-25,52.71316919548062,-46.0528003962913,D,174.70627865113633,-103.30983864103808,-14.646355947227082,A,50.517483462268565,A,A,-32.7179406437823,A,1
Female,32,18-25,-29.55456349167575,68.87412418659859,C,-71.796243198208,168.20421916518296,-10.406603593613765,E,4.058151339206037,A,E,68.93547894500404,C,0
Female,34,36-50,-167.18849422297555,-132.72684000889922,E,86.00667280055892,46.58666012138069,-162.89613529914402,D,-66.92619073991011,A,E,-55.720571935027984,C,0
Other,54,36-50,40.66581462897542,-19.25148622436581,C,4.364193003098555,-122.84692611999492,-125.77663520470948,E,-110.10902863440222,D,C,86.7089794826347,D,1
M,69,51-65,9.252067830576205,-172.39178109542686,A,-41.27171356047887,90.0873853345119,11.725142117254592,B,28.649627661900656,B,B,100.45316563057744,D,0
F,65,51-65,-31.527197221212187,19.376935090694403,B,74.99184459596331,14.687306418522617,202.40826920425644,E,88.0941914645956,C,D,4.889151200104864,B,1
F,62,18-25,182.2839199134421,152.58253162114195,B,74.40581629269035,-69.51351310485276,163.05174842340944,C,-86.9639202271443,A,C,13.04152251306867,C,1
Other,22,26-35,-9.188353435523156,10.213877346215677,C,-39.004513164485466,-85.42338979239895,-28.60482513742206,B,-92.41028977455524,E,A,68.08235181245804,E,0
Female,24,36-50,99.77938431713633,-9.878367226521297,E,87.48450577473568,-21.2866259456498,-28.50063630684157,E,9.754791235487724,A,D,-75.12293083173702,D,0
Female,51,36-50,-24.76335053171304,-63.562218851059015,C,-124.62428087796165,-46.532304066765384,-95.20274594579936,C,113.37724350123499,E,E,-10.93750913919161,A,0
F,45,26-35,-99.03373440050086,267.490300800295,E,-114.23335159337262,-79.32526681918458,-152.42791195597994,D,55.24988519317674,A,A,-90.98415376850187,E,0
Other,42,51-65,-96.18013719718284,63.251385948548965,D,-79.12394138988233,5.732811394249716,-115.42298782430468,E,146.68164092032038,A,A,-239.57446811546652,E,1
Other,27,65+,-147.20179070381818,102.1256286798847,B,101.8424738117363,-75.09897281567395,21.332144353628625,A,4.71322755497681,D,A,-72.79629482490553,D,0
Non-binary,24,18-25,9.893034802538049,-41.12259131844182,A,-8.812321203317731,-125.01080200388665,-41.35369657151395,D,16.100320752886628,D,C,61.881684857892616,A,1
Non-binary,51,18-25,57.47005571763244,43.886389680713144,E,-83.27915328177379,18.097751498768396,-16.813189159809326,B,-96.23203110896725,B,C,49.84980431240845,D,1
Other,61,51-65,29.82927075655832,-27.304461742138784,A,-60.32796298232409,155.55574542707606,-37.4693504153824,C,167.96274884189836,C,D,10.139121817763243,E,0
Other,56,18-25,139.32696735601291,-40.333062908570525,E,-84.75232757806367,-68.50841783297774,-24.492260034065502,E,-173.61452128520403,A,A,-95.69522763346583,D,1
Non-binary,69,26-35,45.36390189094732,-26.84662120350071,E,-22.747135815176602,-76.28764990921977,-43.85954695004076,E,21.297328855704848,D,B,-37.3730541368338,A,1
Non-binary,63,65+,75.238742461656,-20.805491267854954,E,46.26071225135317,78.27497230178493,-105.18120051702515,C,162.01060695511075,B,B,125.58210600572941,B,0
Male,72,18-25,2.409255724015069,97.87608596781928,A,-98.6253921140988,-99.80825665709921,123.47102829904024,E,-147.88744151369454,D,B,-174.45518871736454,A,1
Female,36,51-65,78.75456154128979,-40.33341032618362,D,59.51826644562133,-61.02233324820398,81.65809967667472,B,-161.7831227121307,E,E,-63.138154688594696,A,1
Other,20,26-35,-65.12329374577352,55.93541149342093,E,-61.86272857902077,-125.03570364207806,-80.7175193917809,D,70.62632757673003,D,D,-139.98836824963027,E,1
Male,61,18-25,-16.041519699757558,-66.4844325070568,D,-40.393909266997404,-15.517728696569618,3.46945911079466,A,-96.2002525283146,D,D,6.5307387827110945,E,1
Non-binary,28,51-65,22.271275163307028,114.92115413168717,D,-37.81719781944321,-239.27963008781342,100.94671476931254,D,75.66181406161591,A,E,-115.83669368618158,A,1
Non-binary,59,36-50,185.80036213303927,-112.15149549049504,A,58.3966759797134,-64.71998848445517,186.93874479017083,B,-84.14701182447007,D,C,201.85185510755943,A,1
Female,50,18-25,-18.590757135720946,-0.3482863393856358,C,39.91615243547828,7.603425935802364,55.49480255620855,D,-17.64419030714266,E,E,41.18054346237648,D,1
Other,37,65+,-74.43199089121615,57.488458949294575,B,277.4842824483333,-84.13799120108831,-97.74935026534403,D,-43.24272054169212,C,B,-20.380735484697293,A,1
Female,18,51-65,-39.67609811541779,83.3841095874627,B,3.298988482581754,46.82565131421848,0.8984109874597712,E,-22.96358313612993,A,E,90.94825067725003,C,0
Female,21,65+,-19.409811829010522,14.850803909097237,B,-17.650506518813238,-26.730016768210774,-7.168988548548086,D,-64.86261629074232,A,D,-72.23172890797555,A,0
Female,37,36-50,-77.28945226434034,120.67503705275007,A,124.3004660859084,12.722942034660095,-89.49769609395145,A,-39.94301591355508,D,C,-26.717245704184784,C,1
M,56,36-50,43.29070535338234,-42.14777786349648,C,-85.55861362737993,-134.58517454536727,-53.62563983698529,D,-86.61346655267657,A,E,27.821186650058845,C,0
Other,71,26-35,0.26178694649572865,-53.97132164335788,D,-30.10491235363087,97.48900645006604,52.75870921955782,B,-161.46473270083695,E,C,-25.50593992211978,C,0
Female,45,51-65,9.48193318594556,45.32720972267211,C,182.10564442934017,135.91608515439688,-65.47719017213093,B,-108.89739348590078,C,D,-96.53216115533161,B,0
Non-binary,33,18-25,104.62591541407211,4.424040853456453,A,14.789040809219504,10.96118219668638,-2.8617070117423022,D,61.70883138462953,E,B,19.428640405793868,D,0
Non-binary,68,65+,-86.7533514982486,30.73990918546925,B,163.53316091131893,48.95654108230012,-71.83419385954686,B,37.250725326023925,A,B,-148.33393113184903,A,1
Female,46,65+,-100.74829163510277,218.70142866124723,E,-13.67564519932313,-80.35684338204922,-130.52112599418123,C,20.571743125916335,B,A,239.1434408952217,C,0
Female,37,65+,55.92221028617714,95.01315403727155,B,-76.70337406623618,0.2995774743872857,-38.88126908230775,A,-5.600062966526189,D,A,-44.30743975554215,E,1
Other,75,26-35,17.594632367792432,-13.66156601501627,C,-75.31184008871875,-47.93924922122558,-9.131561546133375,D,45.21720400315852,C,B,-313.72315615437543,E,0
Other,63,36-50,-179.00521242289983,3.484646198185147,B,14.698146230381196,75.03197386894381,-119.85879966116973,D,17.996592393819107,B,D,-42.26212554683777,D,1
Female,76,36-50,-95.96972535151343,354.03379786482355,B,38.62265587129624,-76.2968554316435,-109.15960502979864,B,-47.00267716434098,D,D,137.40389267946708,B,0
M,32,26-35,-128.72457117857584,155.49646444290696,D,7.273548196028506,-80.83946441336232,-71.14243646618611,C,-64.99695125036185,B,A,34.45346366513729,E,1
Male,45,51-65,-103.33535482571732,-200.51373315754398,B,41.826585541897046,-96.81992911043125,21.286652479626447,E,-103.00113877748242,A,C,-78.51943015188233,D,0
M,21,51-65,4.401529762753646,1.1843025734165091,E,-31.20780862080493,3.5000617250546164,-139.87340681793805,B,205.99921369886002,E,B,-56.65268664043137,A,0
Other,76,26-35,-217.23246660468712,20.373047683057433,D,-162.63556479223033,71.41386106049877,111.91443692202525,B,55.68261593306813,C,A,-40.3882543405772,B,0
Other,28,51-65,-27.722620026593027,-151.3894146117458,E,87.96370098523718,-50.96428918759278,21.618616808941685,C,38.48733014531403,C,D,-11.883697548192874,E,1
