SEX,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Non-binary,65+,E,B,189.29388053481367,C,C,34.79692705136849,41.09190645385091,20.641780568631958,C,-4.987571896994311,-9.886309575677808,B,-9.138303412191885,C,46.754874412990134,C,0
Female,26-35,C,B,136.65339889500018,D,C,-55.468658599280104,23.225754580922786,135.54360723223087,D,48.55489961094776,49.43180326687553,B,-24.76891114596517,B,-193.18503385399998,E,0
Male,26-35,E,B,102.6293798201009,C,C,44.381353093759685,-87.02278455553724,32.68097383702688,D,18.875450056030907,43.61191320148225,E,9.236981371862939,B,62.1492715851089,C,1
Other,51-65,A,B,81.67790072450536,C,C,95.31233490015217,16.590986470424323,48.56688701767265,E,28.55340336941466,-80.89281730075074,E,260.7752115100562,C,129.04898442797247,D,0
F,36-50,D,A,50.52942930016076,E,E,79.11285445524061,-193.9744614986674,7.410901020527786,E,175.946424770378,84.88696718068194,E,84.72924429023853,D,32.799696805980794,B,1
Female,18-25,D,B,123.11763055627756,E,C,-43.090976755464204,-222.87519654542683,249.05493628235155,D,-90.12177323984054,-76.55170014501226,A,-26.54781945692569,A,52.72264970439995,A,0
Male,65+,E,B,163.88949904150576,B,E,121.9787605976585,-62.77221115876621,-34.99777236740393,A,23.477148423976114,127.73813270507742,E,53.69559628779938,A,-95.82115924384034,B,1
Male,51-65,E,B,9.067183506177765,B,A,114.2823506447343,132.0525661101348,102.68754667558841,C,-70.66965302115123,58.81369474005867,C,162.195714862382,C,-4.074945429259056,B,1
Female,18-25,B,B,-81.81092822698768,C,C,65.41907335989538,53.71422055836066,138.49600013263782,A,-113.5846462889845,-24.611522046865936,A,-100.54478391085095,E,139.45917640035051,C,0
Male,18-25,C,B,-70.6125493883254,C,C,36.53432431441838,5.023850121918668,-14.992381534393653,E,-96.31742974406149,34.77122356711443,B,148.54377142137665,C,18.37357258706021,D,1
Male,51-65,A,E,-34.089552340144294,B,A,-6.162963320876257,68.4606612205455,-43.05011150186896,B,124.66000045602419,-184.5424294850658,A,19.112848176008548,C,90.60766657566103,A,1
Male,18-25,B,E,63.92756083150357,D,C,-80.62661429763187,-8.16293579309665,-23.664944869861003,C,35.81279532964409,93.0106546598897,E,22.348723554308506,C,-72.20668737669116,A,0
Non-binary,18-25,B,E,-118.19227404977124,B,A,89.67917832312907,2.118666685912033,-49.7878849962042,C,119.58797400711647,150.21265325146317,B,-208.7366534672661,E,17.371627444575598,E,0
Other,65+,A,B,-61.63408089421334,C,E,-23.56170504510642,-40.592470964510284,-48.6805974627201,C,-36.16437724328972,17.30521924014077,C,84.44075640739577,A,-172.5927591564451,B,0
Male,36-50,D,D,-57.641519628149105,C,B,-194.47357421598844,119.05539804393737,-55.11648439043648,B,43.0932410321383,-60.121663431143546,E,131.41268758845425,C,-72.81831130220043,D,1
M,65+,A,B,50.30391920186529,E,E,-28.198751937031048,-32.16222609225637,-107.9354460412271,E,82.0344171060861,-26.074636908633984,B,28.719920044543485,C,149.43595157883325,C,0
F,18-25,E,E,13.39366702443897,D,D,21.263755264543867,41.81707608329294,-2.7151082486747113,D,61.472699801964794,219.28640277917526,B,56.80982544367418,E,120.19140479873542,C,0
M,36-50,E,D,4.4433559179231334,C,B,-27.660731872266513,53.3294058978098,-19.85898648551041,B,45.93755346610417,-119.77595321129377,E,175.0012662667882,A,115.06721865947334,C,1
Male,18-25,D,A,-209.80748751877988,C,B,64.8958439276194,-86.23460296867033,30.706531217596694,A,30.75014723494719,106.28173514061785,E,64.89380202906922,B,-25.693177030647625,A,0
Male,36-50,B,D,115.16735856357847,C,B,34.0160131054827,192.11691509670862,-39.571493117889474,C,42.07975186651377,65.50072277951821,B,39.22786063905491,B,-66.16164324666495,E,1
F,18-25,C,A,10.238341613532894,C,C,-123.94368362926404,-80.74265122642957,-68.9245548875634,C,131.20447368561165,122.07302685350336,A,-176.37163929343097,D,-69.50955269806629,A,1
Non-binary,18-25,C,C,36.162312142694816,C,B,-29.21877977323285,-204.9487399661645,-101.71082552825395,B,55.22702098375446,138.72398114532024,C,58.92638231572971,D,-182.60512872616192,D,1
M,18-25,A,C,-33.542043392580226,C,D,160.9218505209504,41.51918936692066,24.292085820959336,C,96.76309233195506,-118.34495452218255,D,-91.33405302912337,A,-10.908938983393563,A,1
Female,26-35,C,E,-122.03558312769864,B,C,1.9878362956624862,122.678839894517,89.35871546533394,A,151.48311264757473,142.45241911495697,C,-92.02981780203551,C,36.52670821765748,B,0
Female,36-50,C,D,127.67931697324464,B,B,-95.99867161401228,-55.62380121327274,235.6928728591578,A,132.19576213334008,59.446475532608375,D,-104.87591386453497,E,-59.655281913221344,C,0
M,26-35,B,C,-49.883725919651326,C,C,-84.3344625012301,105.01802942108117,66.04014125508473,C,-49.56924655591528,192.3404181310433,B,84.02546191227854,C,15.300951951812038,A,0
Other,51-65,B,A,-51.669410939577155,E,C,-63.42984737074846,5.726316526118932,67.2005398034697,B,-23.311208251664315,-162.95660987501745,C,-107.93488558763133,A,58.93526270970069,D,0
Male,65+,A,C,3.0023222608626083,D,D,37.64359700794884,49.204401299248886,-65.06010111106569,D,-179.52757958295948,7.307697077082004,C,-28.721312698253655,B,5.315954970983529,E,1
Female,18-25,E,B,-130.76568505219507,E,B,0.3240012371393971,40.583540287843825,-62.71140778949989,B,-10.2169579595165,-81.01313776100005,E,32.657596868428115,C,116.37494839780584,B,0
Female,26-35,B,C,-117.09089626777633,E,C,-55.048626711105,34.35409208528873,-166.86026234453917,E,208.16434179754353,-69.71221798466483,B,-43.741820939500904,A,-20.316319056026916,A,0
Female,18-25,E,B,17.940065458163772,B,E,-253.54484694623585,78.09788355736282,124.32284299032396,B,-5.765947461218572,-122.97768369146405,E,45.808807832785966,D,-111.47068626575047,B,0
F,65+,B,D,79.70123103818477,E,B,126.78629578551491,-150.2505726110206,-55.52121166729352,A,155.79619806937964,-131.9974694498075,A,77.97671350753384,E,143.57389112023233,C,0
Male,51-65,E,D,44.601962720849755,E,A,-71.02579028745663,134.37966375796407,-3.343956878606954,E,136.19159031480672,93.70913312517705,C,92.14646879296183,A,-52.581122864052965,A,0
M,26-35,A,C,105.51708053556794,C,A,37.07071530111287,0.2181578124105416,-147.90133019640007,B,-130.85355667468983,58.41336258693951,D,-13.833067056142134,D,-145.07906761532996,C,1
M,51-65,E,D,32.60650587089468,C,B,173.6807178362205,125.95432253835716,-3.6268186621928455,B,-126.1522114392758,-99.7507063432326,A,-237.28540278946585,A,105.23116884281869,C,0
F,65+,C,E,-64.12816854134847,A,C,18.40633977136999,58.527564859168024,12.262144939990003,C,-20.779427044230633,-129.14191967237974,B,33.281062577824066,E,13.074154999032464,B,1
Male,65+,A,D,86.22430975809799,E,D,-60.77873708333021,-8.706827884136324,18.88379918679926,D,198.44660823333078,67.70814829302057,B,65.05671051109451,B,-255.263140557413,C,0
F,26-35,A,A,-5.785554872019086,E,A,-0.2903205706056439,14.529675449950272,-142.3022825917528,C,-30.465001075722466,51.68398554135034,A,-119.04288476388554,D,-147.6501204801669,D,0
Male,26-35,B,E,-32.51085581633614,D,E,-166.3231161741674,159.40554599826234,-221.592790027336,A,7.150566626133116,-127.67726112764608,D,109.09445411531864,C,-143.54125197491652,B,0
Male,18-25,A,D,96.6696733910737,E,A,-15.225718933621287,3.675414632685356,109.87168127997016,A,22.042747223989775,-26.13471567938544,C,116.44952217352575,C,34.11310193876017,D,0
Female,36-50,C,B,-122.27924891253194,C,D,97.07721058680522,-18.338873621533335,79.22073739059495,C,115.66758695067332,22.084331604715846,C,1.0472919520842308,C,24.330320800390066,D,1
Female,36-50,A,A,8.64367296770606,D,C,104.40354520068382,150.45718566300573,35.96598834342819,C,251.00190895841644,-35.162489094865926,C,80.051369512651,E,-57.8771965069063,A,0
Male,51-65,A,A,-71.25513160292648,C,D,171.59271343681556,161.8521745700071,-90.01559019429622,D,-33.45185457832483,-16.80056876850233,A,79.91631896228785,A,-97.56493645694114,C,0
M,26-35,D,D,-40.14003807854903,A,B,84.79758118849604,9.04676367400789,172.50847486221446,C,-284.7758390234196,-27.506443354394843,C,-135.47640046824415,B,28.2062752030229,B,1
F,65+,A,D,147.62063292788469,D,E,181.66352669523638,30.666177052279757,22.600306564497416,D,-205.386946637854,149.22894251650587,A,-77.98152353831756,B,100.16566879876132,B,1
Other,26-35,A,A,-73.24022200964914,E,B,3.800469271287129,67.22921060201797,151.7764768326491,B,24.36111505801794,19.377058770278992,B,-10.326023071631603,B,-40.22950965760631,E,1
Other,51-65,E,E,116.26831247883717,C,A,-147.01934633487775,-61.51479077393025,57.97900484363697,B,177.81399323256872,-94.51560200621921,A,65.47182903878688,D,-72.61437860236965,D,1
Male,18-25,E,C,54.443705388851605,D,B,-29.980464650258654,-11.136089216239029,-30.180629380368213,A,51.88550711565486,-35.47613819224292,C,-12.752230429108916,D,-105.61885670288476,B,0
F,18-25,D,B,75.93871335980187,E,A,9.729036594459044,32.0879192718175,-60.12811342503627,A,43.43295221648164,48.5336180805926,C,-158.37607048916445,C,159.29589501859311,D,1
Other,18-25,C,B,59.82911561217471,A,B,46.32373177169063,49.896620714022966,-62.26214889592639,D,142.50642022878804,36.03005560462795,E,28.81834464673505,B,81.32681268732712,E,0
Non-binary,51-65,B,E,133.28730740235343,A,C,-4.11627162312477,20.524096978178346,17.305102518729772,C,131.4887802697198,47.600383393795056,B,35.70166516272303,C,109.90366759946826,A,1
Other,26-35,A,B,-118.7531000622931,C,C,-68.45923337890596,27.66910434861624,69.67983967328915,B,-10.500521087080012,-109.45191344079733,E,56.10366879825147,E,132.63746896777997,C,0
Male,26-35,E,B,120.07627185788698,A,B,0.6827046381501732,-52.734856658392324,-126.18524711139145,C,6.594652005515313,34.87971358797537,C,146.80296179026377,C,-5.840530363909862,A,0
F,18-25,E,E,53.364077680303446,B,C,-66.76864970688202,192.0591887557551,112.67556145355644,C,-102.59200422928434,-88.16127414086837,E,-88.03219476300683,B,107.76784234336468,D,1
Male,26-35,E,C,-220.19618835042277,E,E,94.7895633188782,-50.42981609749319,74.68198380211989,D,-27.398022294546276,20.46001673076779,B,-182.9041631912657,E,218.99731565249448,E,0
M,36-50,C,A,-152.04380301124525,B,D,-38.378778535874595,74.24290484458618,4.752134966164925,E,-19.05155919095803,25.299986214395005,B,-123.06335398757895,D,-147.41833437827776,D,0
Non-binary,36-50,B,C,156.30336150586814,E,E,-97.97730926086204,106.964510443826,99.175542408027,B,118.05841327899591,102.07179880914042,D,121.80975884500995,D,21.241276062175125,A,1
F,26-35,B,D,-32.89709655175522,A,C,19.084361614271184,72.18724507865544,-71.07516326638041,E,38.20543643909981,-224.70820779755414,D,-111.13275748027249,D,89.47928595100902,A,0
F,36-50,A,E,-28.990639023173003,E,B,38.93879938761567,56.52779508280241,-164.35785055062325,B,-128.71197812030505,52.99733441553257,B,-73.88279595761038,C,-100.11632852509406,E,0
Male,51-65,D,B,99.66136331917654,A,D,39.48498964180202,62.552497347951686,-20.934398417239912,C,-19.160641428750253,205.57796219217462,B,-72.04971758649228,E,104.31264338966626,E,0
Other,26-35,E,D,10.568302577416672,A,D,-230.9077547902763,0.5243854966133832,-95.05370599264417,A,-49.14613789914185,-12.379967112704453,A,-72.58171897120307,E,140.8512529457524,A,1
Other,26-35,A,C,-87.97028196289874,B,A,-161.85472166675922,144.74711412606348,-157.55685713209814,C,50.83177725442815,-144.9825742366954,C,3.0300015422896895,B,1.8209840492680196,C,0
Non-binary,65+,B,C,9.940596418274676,E,C,-170.98886691171754,37.76467400176177,149.10573261390977,C,-124.49053310021046,117.11899096769787,C,125.1695087815576,C,-65.8302200473088,A,0
F,26-35,D,B,-34.36146694091354,B,D,-160.24597670267,-4.538852451037077,71.65313337086344,A,-120.4662838112428,29.139748939859555,E,-181.18530033411665,C,118.44915107115153,E,1
Non-binary,36-50,B,B,-11.160999006990187,B,E,-45.06029521014449,-31.448289869490647,-37.41956333099069,D,101.79581426136058,35.70103338107023,B,-60.02873306154805,B,131.62471777280845,B,0
Other,36-50,C,E,82.83117241390465,D,A,32.70363732803429,-88.30549868100769,33.91451295721705,D,29.313573422416866,135.0133667990591,B,-17.620650354522564,B,-47.768088669213014,E,1
Other,18-25,A,B,134.39236030280577,E,C,-26.124327904878058,11.706259749304508,94.52006619061021,A,-12.085198223387488,37.850772563706236,D,-164.90848570943177,D,43.38334715817107,C,1
F,51-65,C,C,71.3836838551392,C,D,30.338920365837946,84.89564035707559,-7.911706000710083,E,-102.75212835605146,145.69436840744925,D,52.11196848069751,E,9.947163615182735,B,0
Non-binary,51-65,C,C,32.068682819830705,B,B,20.906595548738448,-98.94889103506995,3.6449127168622577,C,-100.2135939085768,155.67793176448427,C,17.71577292244099,E,5.6261413382929275,A,0
Female,18-25,D,B,61.23724965002189,D,C,72.74347111583256,-96.73342617587491,-51.13131422255856,A,-152.07389732354727,-53.232849480008134,D,73.74311137288639,E,-54.25200524150945,C,0
Non-binary,65+,C,D,48.29011354401305,D,E,28.272274066739307,104.03735652805392,-15.213454845002444,B,-130.30711956784268,37.54224317747301,E,-54.51970419238765,D,111.58324379858358,B,1
Other,51-65,A,C,75.23351081204396,E,C,76.37306831906804,90.08120035112884,-74.94752595448591,D,-74.01320016345687,81.79347434873746,A,148.30301535881833,E,5.454483678748391,C,1
Other,26-35,E,C,56.12818854097069,B,E,41.204343083315095,-140.29995562099302,-4.058981870149986,A,75.30002465197758,104.01016955527429,D,35.85163543231189,C,84.80096976019803,D,0
Female,36-50,E,B,-33.325306239351946,C,D,165.27452207641713,95.2235406448491,67.30057905951897,E,56.51791070039722,90.80132587160014,B,-59.03615524779489,D,-6.162968387393058,A,0
Female,26-35,B,A,235.1650106678838,A,A,27.47220559220387,-178.96239431884845,-157.49576339822667,A,-67.74700445976335,67.36091553705594,E,18.814495353172315,A,52.94119668006773,C,1
Female,36-50,E,A,47.16413864545048,E,B,-213.183802015448,85.92252742143549,-10.603833113679404,C,55.26135658178964,112.22275187088488,B,30.352341315196735,B,73.48712581123429,C,1
Male,18-25,C,A,-63.982561133260454,D,E,-243.67688460534086,7.507327204854608,79.80418806419674,A,-15.62892232177322,-53.45450509398185,A,-126.91118166074973,B,-72.48740430044862,C,0
M,51-65,B,B,138.5086691372671,B,B,-170.44473568452446,56.07577625950494,161.8271721946659,C,78.67002290731607,59.18718219615712,B,-31.742031376394475,A,-73.59193062307746,A,0
M,18-25,B,C,-70.7493945748894,A,C,110.62741026450328,4.454328694191952,-140.8289073434137,E,69.90722687812465,1.0837099704472934,A,-74.49939807224597,C,-7.668297010736919,E,1
Other,51-65,D,D,185.04179463466647,E,E,203.87395392494062,-13.402547347205179,-17.571780247406565,B,-40.46517526872761,-77.98046490407305,E,-45.134302440004184,A,146.38057741469876,D,1
Male,36-50,C,B,1.0549016107506373,C,B,8.922543388722989,-187.77938915719702,83.12477873044594,A,-122.86187579729227,-7.850269209963738,E,-147.9174543493849,C,-176.2643951661626,C,1
M,26-35,C,C,15.861389601085,C,B,-189.48676933566554,80.77345553116886,-147.60364405211448,C,-32.1638980462413,-76.9621328137582,C,45.27510089147604,D,154.47916133080565,E,1
Male,18-25,A,D,-82.668674652292,C,E,12.802720401613591,-162.947869092027,142.607873242037,C,-156.10619061298974,23.019549816814358,B,-11.342653396102877,D,-5.939606961008978,A,1
Male,18-25,A,D,55.13985288753652,C,B,-122.16320398063026,-1.7495414426676796,159.9598016803531,C,2.8573432657556066,-109.1241492494657,C,-75.78973737332957,E,-38.548525699299134,C,1
Other,51-65,C,C,-100.41815143346405,E,B,-41.45439652563792,-127.34358262584915,98.90956113914223,A,129.525196535019,-87.54465418071638,C,-139.47811362406534,A,157.79473460354384,A,1
Male,65+,B,D,-8.492058602829013,C,E,-14.855217571172478,-54.03166360596464,30.3831754661613,C,-29.832895765931955,-52.357200566598095,B,62.70285704534261,C,193.1705871012457,D,0
Female,51-65,D,C,7.962702476989363,A,D,30.204850642198718,-101.80799285159108,-85.33249684761826,B,-47.286735283590204,-64.97425243739752,E,-151.35137769798655,B,65.73378300734296,B,0
Male,51-65,C,D,21.739871018930188,B,E,18.573318531175826,-7.079100361125082,-136.46161432489737,D,-69.18185705959601,68.94970301993833,C,67.04535386750482,E,-25.711953267291833,A,1
Male,36-50,E,B,-61.030650326645066,A,B,-90.36597024479923,-108.27359773676044,85.73572580578931,A,-20.74249044887241,-19.040234518620572,E,18.838316966192927,A,-5.210105298898003,B,0
Female,65+,D,D,-12.143139888158752,B,D,75.56419337471064,-4.751429442087999,55.30358057350932,D,130.78394636496782,-69.62438980751554,D,77.05603294255361,C,-43.44686963435912,B,1
Male,51-65,C,E,-110.64977520742754,E,B,-5.051937978687997,93.57756947690874,-147.31027596019294,C,-32.707671429950345,-82.19062363659518,B,-28.28350784962112,D,103.08601791762275,C,0
M,65+,D,D,-219.8827154561295,C,A,151.05876000972708,-32.19704477374658,148.79331397829407,E,-216.00099263848227,-77.29520857248865,E,-89.86798146235671,D,25.459908318448477,C,1
Non-binary,65+,C,A,-123.29053616514985,E,D,22.907915902252636,-110.09300548728811,172.0837444843502,D,-120.08688520347894,144.85134224286548,A,32.529838728538984,A,131.17067054107287,B,0
F,51-65,C,A,83.21309072531561,D,C,44.19556101895869,-58.139592173616236,-69.08060948742067,D,-30.52598733169275,71.52273641987577,C,-284.4171306336496,B,-147.93507423830337,D,0
Female,51-65,A,E,-43.2664089106827,C,E,-59.607188447978785,118.94996030110305,18.673366766517162,A,-93.70569620639229,60.70062714712673,A,-21.56559250811152,A,-156.04990076443033,B,1
Female,26-35,C,C,58.91273670635688,B,C,-229.3828611496361,24.892275033453647,-67.13256299578151,E,54.978247886448685,19.07595919115326,D,-136.53685414007003,D,-30.675351299217034,B,1
M,65+,C,D,107.74559822636027,E,B,-2.266275674890104,140.0852214537938,67.33335208494144,C,-94.81091524091715,-31.904657713341205,C,47.703222131858375,D,159.41976650125682,D,0
M,65+,C,C,-38.17479854836509,B,D,46.633432458527786,76.36962710569932,54.874594188119666,E,111.59837271541473,82.26223407962712,C,-34.668864961318256,E,-67.53374067553911,C,0
Male,51-65,D,E,196.8408131224767,C,A,32.660913559711,-2.2068977742618348,52.48028754970616,A,74.68617729348577,144.51176518870062,B,-120.63937733563814,A,40.199849502571894,D,0
M,26-35,D,D,-208.27272415529302,A,B,14.12577514315045,-74.86668259159534,-109.70929161494021,B,-6.920015771707225,27.957461306848998,D,-45.87171960433575,A,-77.87576333687396,A,0
F,51-65,D,E,-1.1029815625457815,C,C,-173.89230109155008,202.03615941141666,42.856219704859164,A,25.53100595006137,31.419579955442146,E,-64.65009970626421,E,32.9160333767972,E,0
