sex,faith,military,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
M,Muslim,No,95,E,D,85.32272011353473,B,C,A,D,B,B,-187.41853323150778,125.92550454301042,A,A,D,C,A,0
Other,Other,Veteran,32,E,E,10.257418578897402,D,D,D,D,A,D,-143.86706625814855,177.85070466664334,A,C,B,E,E,1
Male,Christian,Veteran,66,B,D,165.1567691771991,A,A,A,A,E,E,-140.59316099202957,-61.79554219313659,D,B,E,C,E,0
Non-binary,Muslim,No,66,B,B,35.506796348074545,A,D,D,E,E,A,-125.75837013484667,-164.55951027905837,D,D,C,C,A,0
F,Buddhist,Non-Veteran,52,C,B,51.90886590969463,D,D,C,C,D,C,115.14263739602018,46.43113954029204,B,C,B,E,D,0
M,None,Non-Veteran,38,D,D,77.4286170474748,E,E,A,A,B,A,-17.233982568341315,-54.441908005181205,C,E,E,E,E,0
Male,Muslim,Veteran,35,B,C,-73.91244172207224,D,C,A,B,C,E,-47.27122663684838,-64.18891178490485,C,A,E,B,A,1
Female,Buddhist,Veteran,28,C,C,-27.904488849101305,D,A,A,D,B,A,93.5531183502395,-117.96892884096243,B,B,B,A,A,1
Other,Hindu,Yes,78,B,B,-122.1522259000803,A,A,E,C,D,C,-45.33098170956638,-16.962930914140504,B,C,C,D,B,1
M,None,Yes,80,C,C,-28.641191738233125,E,C,E,D,C,C,73.31647178486057,-92.22705217786442,C,A,D,C,D,1
Non-binary,Other,No,69,B,C,61.33945322532729,B,B,C,C,E,D,-74.6263124946469,254.4180942605971,C,D,E,E,E,1
Other,Other,Yes,30,A,D,39.142151942753614,B,E,E,B,E,E,18.60050901672402,100.17044478147268,A,E,A,D,D,1
F,Christian,Non-Veteran,29,C,B,-40.98211752045374,B,B,B,D,E,A,-50.91214644630016,69.73175752069164,A,D,D,A,C,1
M,Jewish,Non-Veteran,38,B,B,42.869758492303816,D,B,D,A,A,D,-67.68183115844441,-228.93418432515008,E,C,B,D,B,0
F,Buddhist,Non-Veteran,19,A,B,180.57835344963308,C,A,C,A,A,B,35.27477810975678,-214.21123385709043,D,B,D,A,E,1
Non-binary,None,Yes,23,A,C,-166.05039090970448,A,A,B,E,D,D,-19.160501954989833,137.42592868493696,E,C,D,C,C,1
F,Hindu,No,92,C,D,75.93676060224035,E,E,D,A,C,B,110.3855283679916,-158.972650400198,C,E,B,E,B,1
Male,Other,Non-Veteran,64,E,E,-186.10935814868532,E,B,C,E,A,A,29.167170863944847,-144.5531715668664,A,C,D,C,C,1
F,Other,No,83,E,A,32.081620394434005,D,D,A,C,A,E,-203.96264062169607,51.44046497050253,D,C,E,B,B,1
Male,Muslim,Non-Veteran,78,A,E,248.18762480137391,C,D,C,E,D,C,-39.60727960824086,137.76594685270302,B,B,E,C,A,0
Female,Muslim,Non-Veteran,63,A,D,180.9394127230288,C,C,C,D,C,E,99.57290351757463,116.00734181296227,D,A,B,C,A,0
Female,Jewish,Non-Veteran,87,A,C,-39.54759746614751,A,C,C,B,B,A,96.01497573533273,134.40508907031898,D,E,B,C,B,1
Female,Jewish,Non-Veteran,82,B,A,48.16703939162643,A,C,D,E,B,E,8.968170604246435,-45.380950094194276,E,A,C,D,C,1
M,None,Yes,36,C,A,57.16442832166424,B,C,D,E,E,A,3.138131424967785,-174.93036326330298,A,C,C,D,C,1
Other,Jewish,Non-Veteran,75,D,E,-83.96929082431703,E,B,B,D,B,E,19.389040883746663,-58.963109283351386,B,C,C,E,A,1
Non-binary,Muslim,Non-Veteran,98,D,E,41.08052099148388,B,E,A,E,B,C,-16.212018215104823,64.67644853529451,B,A,C,D,B,1
Female,Hindu,Veteran,27,D,B,192.26668185782003,E,D,A,B,E,E,-108.22143061701846,-124.68864472013144,D,E,B,E,E,1
F,Jewish,Non-Veteran,60,E,C,-92.79898929808633,A,A,D,D,D,E,-4.586467251027303,18.080263489492474,A,D,B,D,C,1
M,Other,Yes,50,A,E,192.41951601352997,C,C,D,E,A,A,-112.09256316520874,-4.528247189571267,C,C,D,D,B,1
F,Muslim,No,34,D,E,-74.48933698073363,A,E,E,C,C,A,1.8105973093572376,-75.90927601104654,A,A,E,B,B,0
M,None,Veteran,80,E,C,-112.51174765895142,A,B,A,B,C,B,27.14420804273208,76.87674445698255,B,D,A,E,C,1
Male,Muslim,Non-Veteran,40,B,B,-45.993501189498154,B,D,B,C,C,E,53.688852106170785,43.745753131180095,C,C,A,B,A,0
M,Christian,Yes,91,C,B,-38.60890790161342,E,A,D,E,B,E,121.47637023359268,-30.320404498573,A,B,B,E,E,1
Female,Other,No,39,D,B,125.95415575511886,D,D,C,B,B,D,-75.81251638668036,105.11963439557945,C,C,C,D,C,0
M,Jewish,No,77,A,C,-5.1691163220276675,C,D,B,C,B,E,131.2044452083613,14.40279670302358,A,A,C,B,A,0
Other,None,No,67,B,A,-91.85429045190277,E,B,A,A,C,D,91.45266996386115,-210.6612164027243,C,A,C,E,B,1
Female,Buddhist,Non-Veteran,67,C,D,-9.077062320776088,E,E,B,A,B,B,-111.75868582658737,56.709184392076025,A,B,A,B,B,0
F,Hindu,Yes,57,D,C,-54.592752440802606,E,E,B,D,D,B,-130.11020919004858,-86.68693235592352,E,A,C,E,E,0
Non-binary,Muslim,Veteran,51,A,D,-12.8381007607563,C,D,D,E,B,D,-86.41143592699567,79.69438053401167,A,D,A,E,B,1
M,Jewish,Non-Veteran,79,C,D,-26.490959893496992,A,B,A,C,E,E,131.04743570860185,-111.2933023027483,D,E,E,C,C,0
F,Christian,Non-Veteran,22,D,E,-8.496927588010536,C,E,A,E,D,D,-54.23059391916636,40.046606725437364,A,C,E,B,E,1
F,None,Veteran,97,C,C,-142.8573198353026,D,A,E,D,E,B,-87.71592612374717,69.06555808129056,C,D,C,E,C,0
F,Hindu,Veteran,89,A,B,122.07978889146625,E,B,E,E,E,C,98.78354915738977,10.2421712741676,D,C,D,D,B,1
Other,Hindu,Non-Veteran,68,E,A,-98.7242663318776,A,B,C,B,C,A,119.27912464422246,-67.01957940668443,A,B,B,D,E,1
F,None,No,97,E,B,-104.64553420961174,D,B,A,B,C,E,32.665084774935046,-176.74622755515324,A,A,D,C,A,0
Non-binary,Christian,Veteran,96,B,E,-85.53689787306006,B,C,B,E,A,E,142.35773893975005,-100.83256305208042,D,B,C,D,A,0
Other,Jewish,Yes,27,C,B,85.29941275364439,A,D,B,D,B,E,-71.00744048810405,8.838908764452889,B,C,D,B,A,0
F,Hindu,Yes,28,B,B,-85.49449247506938,A,C,D,C,A,D,-45.362239692588005,80.08644661492609,D,C,D,B,C,0
Female,Buddhist,Non-Veteran,63,E,E,-104.24259887295915,B,A,C,C,C,D,-80.39366441340718,74.04438601222448,C,A,D,D,C,0
Other,Jewish,Veteran,47,C,A,-115.09538191544111,B,E,D,B,A,D,4.228003731350847,-193.62200509103295,A,E,D,D,A,0
M,Hindu,Veteran,80,A,C,94.95965425428444,E,B,A,E,A,B,176.7001570890014,20.167019840731193,D,C,D,B,E,0
Female,Jewish,Veteran,32,B,B,90.43382407814832,C,C,B,B,B,A,-36.34092389035939,-56.35999377467565,B,C,A,B,E,0
Non-binary,Muslim,Veteran,19,E,D,-23.135213606324044,B,D,A,E,E,E,-20.147970711121413,30.30137656197888,A,C,C,D,C,0
Other,Muslim,Veteran,46,D,D,-4.5366217531235,D,D,E,A,D,A,81.99917335439936,-4.697636248094973,C,D,A,E,D,1
F,Jewish,Yes,40,A,A,-51.05837410699316,E,E,A,C,A,B,72.27691170858186,-97.87126046125762,D,B,D,A,B,0
Non-binary,Jewish,Veteran,35,B,B,66.58963913119187,E,C,C,A,A,D,19.13985869056972,18.59130426608312,D,D,C,B,E,0
Non-binary,Christian,Non-Veteran,85,C,B,-52.36098435189883,A,D,D,C,B,E,-34.94794414513975,-189.14000081829187,E,A,B,B,C,1
Non-binary,Buddhist,No,47,D,D,50.10417414343523,B,A,C,B,C,C,-7.260496431782788,-33.124463426796936,D,E,B,A,B,0
Non-binary,None,Non-Veteran,31,C,B,-12.687997649660437,A,C,E,B,A,D,38.05691129432814,-242.24233153139969,D,C,E,B,E,1
Female,Hindu,Non-Veteran,73,A,E,-162.8247778949123,A,E,E,E,A,D,166.98431101670965,-125.0319229097272,C,B,A,E,A,0
F,Jewish,Non-Veteran,92,A,C,-81.77367421770838,C,E,C,A,B,A,11.36717839595896,99.99395161519062,B,E,B,E,C,0
Male,Jewish,Non-Veteran,99,B,D,60.834447166091465,D,E,A,B,A,E,-46.826518830505314,-32.166401913554395,A,D,E,C,B,1
F,Jewish,No,31,E,E,24.014465445853194,B,A,A,C,A,B,26.37135298530893,90.79594651069323,A,A,A,A,B,0
Other,Buddhist,No,46,A,C,1.055656097315682,D,C,D,E,A,E,-118.32181547348364,116.9840400618101,D,B,B,B,C,0
Female,Muslim,No,93,C,D,-96.03628370522806,D,D,B,E,C,D,-149.75750209611368,-144.2151663237613,E,B,B,E,A,1
M,Jewish,Yes,89,D,A,84.18706078450643,B,B,D,E,B,A,194.62496917233793,-56.3323442097243,B,D,B,C,D,1
Other,Jewish,No,42,E,A,39.07859736765552,C,A,D,B,B,D,-103.60653504782398,74.24957333978611,A,E,C,A,B,0
M,None,Veteran,88,E,D,132.03748058562508,C,B,E,A,D,D,-127.77553872713099,111.30528649082765,A,E,D,D,B,0
Male,Christian,Yes,89,E,D,-79.66244469113101,C,D,B,A,E,A,63.29050022551296,-83.78248288431675,C,D,C,B,A,0
Non-binary,None,No,49,A,B,73.40464944771333,A,E,E,A,E,A,202.48889597277818,-175.3543050896567,E,D,B,B,B,0
Other,Jewish,Veteran,90,C,C,-57.678382475778676,A,B,C,E,D,E,8.5137689858154,7.209117206072468,A,B,D,C,E,1
F,None,Non-Veteran,71,B,C,-12.423847750813199,B,C,E,D,A,D,-182.90936636028925,-58.19238548750628,B,D,E,A,E,0
Non-binary,Muslim,Veteran,70,C,C,-2.979140727293903,D,D,E,D,A,C,3.10817174400711,221.29033929250875,D,C,D,D,E,1
F,Other,No,94,B,E,23.447665943827054,A,D,B,D,C,B,90.7303745124517,125.87917461455041,E,E,A,C,B,0
M,None,Non-Veteran,35,D,D,-121.42699659808164,B,E,D,B,E,B,-71.6398389901191,170.68952913014516,D,A,C,A,D,0
M,Christian,Non-Veteran,72,D,B,-155.12230369761778,C,C,B,E,E,C,173.75637488157267,85.1830062876508,B,A,D,D,D,1
Male,Christian,Veteran,96,A,D,42.72080113155368,E,E,A,D,A,A,71.19631493313729,-210.95461792432832,C,C,C,A,B,1
Other,Jewish,No,49,C,D,-87.72705621787907,D,A,E,A,C,C,104.0517688265471,-39.9190853257305,A,B,A,B,B,1
F,Buddhist,Yes,19,C,B,-75.03135644756964,D,D,C,E,A,D,-72.5198200652462,-11.019096685688323,D,E,C,E,D,1
M,Muslim,Non-Veteran,91,E,C,-16.216286130934506,A,E,C,E,D,B,-21.031875206950172,-77.56982729016669,D,C,D,C,A,1
Other,Muslim,No,19,C,D,-77.79385823730871,E,B,E,A,A,E,-81.65756370549553,-16.148041890786253,E,E,B,C,D,0
M,Muslim,Yes,57,B,E,120.86315449174474,B,E,A,A,C,B,-39.68289577235147,-79.11974348970784,A,D,A,D,E,1
Other,Jewish,Veteran,50,D,C,182.08213789589206,D,D,D,D,A,A,-114.33421249876055,125.73685069123361,E,D,A,E,E,1
Female,Christian,No,42,A,D,141.67265715941048,B,D,C,B,A,D,157.25611130060705,-140.4008450542569,D,D,D,C,D,0
Other,Buddhist,Veteran,23,E,C,22.17300618647168,B,E,A,E,C,C,-51.18059364333949,73.40557506158153,E,C,A,D,B,0
M,Hindu,No,99,E,B,-76.11409338483945,D,A,C,C,C,A,-124.66240034047902,-42.43198716833243,C,C,C,A,A,0
Female,Hindu,Yes,23,A,A,-49.33286523094308,A,E,E,B,B,E,159.00027043642012,114.68440988150452,D,B,C,E,E,0
M,Jewish,Non-Veteran,46,E,A,-140.55858194193218,C,E,E,C,C,C,-95.2939756325041,7.644354752648777,A,D,C,A,E,1
Male,Muslim,Non-Veteran,56,A,E,202.77021063676918,B,D,E,A,E,B,156.7665766703931,153.28040853569078,E,E,A,D,D,1
Female,Hindu,Veteran,87,E,A,-246.31935485311334,A,E,C,C,D,C,31.74156922524856,-172.51634593115176,A,C,E,B,B,0
Non-binary,Jewish,Yes,49,D,C,-57.15084272997416,D,E,A,E,D,D,82.44792694433309,-35.773594327452216,A,C,E,B,D,0
Non-binary,Buddhist,Non-Veteran,66,B,E,19.06112902764069,A,B,C,E,A,A,72.30387048228395,311.1213615216806,A,A,A,C,A,1
Female,Other,Yes,62,E,D,102.80060464526264,B,C,E,E,B,C,-125.1884603412948,-41.37839805965409,D,E,B,A,D,0
Non-binary,Christian,Veteran,48,B,E,-91.86693639110145,B,D,B,E,B,A,141.60508726588301,-106.52312903591812,B,D,C,B,E,0
F,None,Yes,90,A,A,12.764507227798461,C,A,C,C,D,C,-41.68874931094056,-206.60470278410048,C,B,E,A,A,1
M,Christian,Yes,28,E,D,-80.7357491483941,A,A,E,D,E,D,90.4852697622756,144.16633157411752,C,B,C,C,D,1
Non-binary,Christian,Yes,69,A,B,-51.546210549874914,C,C,D,D,A,C,-81.68637320237092,-82.22520044252228,B,D,D,B,A,1
Other,Muslim,No,42,A,C,50.32734644198982,E,D,B,C,E,C,43.54726821273769,24.244372158975025,B,B,E,B,C,1
Non-binary,Hindu,Non-Veteran,60,D,C,10.709334667985951,E,C,D,E,A,D,167.8093106270516,-60.88714996716029,C,E,C,B,B,1
Other,None,Veteran,42,B,B,67.89450725354385,E,B,E,C,B,B,-74.03767293930336,26.029380275506135,C,E,A,D,D,1
Non-binary,None,Non-Veteran,96,E,B,-35.5841357466703,A,D,B,C,B,A,-42.14704037536362,83.75293281997412,D,A,E,B,E,0
Other,Buddhist,Yes,25,B,B,109.51175474581171,B,C,D,C,D,E,92.14461498335697,133.51034453677445,B,B,B,A,E,1
Other,Hindu,Non-Veteran,51,C,E,-75.58428037620503,E,B,D,D,E,D,-48.496152075071876,100.60176216669163,D,C,C,E,C,0
F,None,Non-Veteran,81,B,B,-56.03134385675161,E,B,D,D,D,A,104.29965954613276,-211.46215817966848,A,D,A,E,D,0
M,Jewish,Non-Veteran,63,B,D,7.864524044246046,A,C,C,D,A,E,74.62027088060125,-20.461492209889077,C,C,E,A,A,0
M,Buddhist,Veteran,59,D,B,137.7009290415595,D,A,E,C,C,A,-44.88254204572109,110.53065728591478,D,B,D,E,C,1
M,Jewish,No,92,C,B,46.052992463673334,B,D,C,C,E,B,143.63856410374441,38.389856161275674,C,A,B,E,C,0
Male,Jewish,No,53,D,C,101.99378442240621,D,D,B,B,A,D,54.223327371518494,5.97989434422614,E,B,B,C,D,0
Female,Muslim,Non-Veteran,49,A,C,26.318509680998936,A,E,A,C,B,E,278.94052761267454,-156.08244673708296,D,B,E,C,E,0
Other,None,Non-Veteran,58,D,B,9.715447825015453,D,A,B,E,C,D,82.90643977514958,-136.81347434426831,A,A,B,C,E,0
Male,Hindu,Non-Veteran,55,A,C,-13.06545053375621,D,B,C,A,D,B,21.88292607744537,12.24092799407855,D,A,E,E,C,0
F,Other,Veteran,65,E,A,9.126666759071961,E,B,B,B,D,D,32.95359045981978,116.37662840316156,D,B,E,A,C,1
Other,Hindu,Veteran,57,B,C,89.6268870974121,A,D,E,E,C,D,-102.2258404637054,-123.49161343088318,E,B,B,A,D,0
F,Christian,Non-Veteran,39,C,D,1.4982078402942092,B,A,D,D,D,C,-80.54792750582769,70.76407365765421,D,D,C,C,B,0
Non-binary,None,No,77,A,C,0.5663264839377502,A,B,B,C,B,A,49.53022690360684,-24.22403774280998,C,A,B,B,C,0
Female,Other,Non-Veteran,53,B,B,157.68370297438662,E,C,A,A,C,E,44.959733486594104,23.809463605177903,B,E,E,D,A,0
F,Jewish,Non-Veteran,41,C,D,94.78789814898406,B,D,D,D,E,C,-16.22655493807101,-20.117346949107404,C,E,A,D,E,1
Non-binary,Other,Veteran,93,C,E,-15.515165099696738,B,E,A,C,C,A,-20.189745296984878,9.052947581031397,A,A,C,D,A,1
Male,Christian,No,70,D,D,-72.25422246323124,B,B,B,D,A,C,139.8755419628494,5.95993076367923,E,A,C,E,A,1
Female,Muslim,No,60,B,B,-54.98930613069083,D,D,D,A,A,A,-22.45656096602751,-29.765673260454857,B,B,B,D,E,1
Female,Hindu,Veteran,19,E,B,108.8056293488667,E,D,E,B,A,D,104.29289968837962,-8.766868958835449,C,E,A,B,B,1
F,Other,No,26,A,C,112.15921439671028,B,B,D,D,D,D,16.50222932684867,-110.35556294278062,B,E,E,E,D,1
M,Christian,Veteran,38,E,A,19.368983508916546,E,E,D,D,A,D,15.428368280782106,-63.90559375282905,C,E,B,C,E,1
Other,Christian,Yes,43,D,C,-73.11089234061764,B,B,C,E,E,D,-54.199289338548084,282.07803252518227,E,E,E,B,D,1
M,Jewish,Non-Veteran,91,A,C,-15.192787600132945,D,E,A,B,E,C,42.81690310701279,-132.58326967015466,D,C,A,D,E,0
Non-binary,Buddhist,No,67,E,C,-52.2864441429294,E,A,C,B,A,D,-117.41184389939474,106.69500919412458,D,C,D,E,A,0
F,Other,Yes,31,E,B,138.28950461174125,E,D,B,D,B,A,76.09333464474426,-71.21726415468342,D,A,D,E,D,0
Female,None,Veteran,96,E,D,-35.35369835246339,B,C,A,A,A,D,-9.209623809255874,71.79273663218086,B,E,A,E,C,1
F,None,Veteran,70,A,A,14.113663378266022,E,B,B,B,E,D,-26.843611087227575,27.845939633689564,C,A,D,B,A,0
Non-binary,Hindu,Non-Veteran,97,C,D,-137.16303034151758,B,E,A,D,B,B,-187.00556050777345,-21.991626076296665,A,E,B,B,D,1
F,None,No,62,C,B,-149.04899368075107,B,B,C,C,A,A,22.70860612269912,43.74973157844076,C,C,D,D,A,1
M,Hindu,Yes,74,A,D,83.74142811589253,D,E,C,D,B,A,60.040663473325786,-125.57461818733435,E,B,B,B,D,0
Other,Other,Yes,96,C,E,-159.26413493198982,E,D,E,B,A,B,3.4598251816724988,-56.137843620014884,D,B,A,B,A,0
Male,Hindu,Non-Veteran,90,D,B,-353.0236553951541,C,A,D,E,C,E,-136.11231395859778,100.63888808134674,A,C,B,E,C,0
Female,None,No,83,A,B,-52.923370673931224,C,C,C,A,E,D,77.8790256793672,15.092608132979922,C,D,D,D,C,1
Female,Christian,Yes,47,E,C,-73.74051503862592,B,C,D,E,D,E,-52.65255047957736,-27.077895296706057,B,D,B,E,A,1
Non-binary,Muslim,Veteran,31,C,E,-42.053506411951,D,D,A,A,B,A,40.78621531197461,-15.669944408503293,E,C,B,A,E,1
Female,Jewish,Yes,51,E,A,-172.536740535617,A,C,E,E,E,C,179.520891725615,-35.86535386046832,B,D,B,C,E,1
Female,Muslim,Non-Veteran,68,D,A,114.76314342435295,B,C,D,D,E,D,-247.2608903988116,107.7281184946551,C,E,B,A,C,0
Non-binary,Buddhist,Veteran,42,D,B,-307.8339746380798,E,B,A,C,E,A,62.373263789936885,125.24236876409725,C,B,A,C,C,1
Female,Hindu,No,32,A,C,-3.674940345999203,C,B,C,D,E,A,-40.58481161717,-83.92069895718626,D,E,D,E,E,0
Other,None,Non-Veteran,78,C,A,177.85923461698079,E,D,C,D,C,B,-64.752466268897,126.69529938256194,D,B,E,D,E,0
F,Jewish,Veteran,42,D,B,32.76659888089192,E,A,D,E,D,A,-15.602230917889939,-112.85344978252945,A,D,D,E,D,0
F,Christian,Yes,32,C,A,-112.29913179343387,C,E,C,B,C,D,-157.17355222044864,164.3235333295328,E,E,C,D,B,1
Other,Hindu,Yes,49,C,B,0.7742597565288172,B,E,B,D,C,B,-0.838033833777285,-188.50560037985525,E,D,B,E,A,0
Other,Muslim,Veteran,43,B,C,128.09080240915247,D,C,A,E,A,E,-2.0760054427604726,57.83876183868557,C,A,C,E,C,1
Other,None,Non-Veteran,79,A,C,-87.52453747351731,E,E,D,D,A,A,99.85575088770224,-13.964750873592086,A,A,C,E,C,0
F,Muslim,Veteran,65,E,A,169.65553631429717,A,C,D,C,E,C,-160.3755541261874,5.248753298275881,A,E,D,C,D,1
Female,Jewish,Veteran,89,D,E,-39.93687130144141,B,D,B,D,B,D,-38.0298422644456,-0.11695961198161715,B,E,E,C,D,1
Male,Other,Veteran,31,A,A,-56.701538331986455,B,B,E,E,B,B,-67.36459356803316,-71.62777224725471,E,B,E,B,B,0
M,Hindu,Yes,98,B,C,-25.495875824187515,D,A,D,C,D,E,112.87175622035555,124.17572084235616,D,B,A,B,D,1
M,Hindu,No,50,D,E,-49.30659944124499,A,E,C,B,B,E,31.21093439974252,1.3350126433810352,E,C,A,B,C,1
Non-binary,Christian,Non-Veteran,23,A,A,84.91826675939994,A,A,A,E,C,B,-138.33892131293192,-85.88279334220094,A,C,D,A,E,1
Other,Buddhist,Veteran,52,B,A,-19.432460845876705,A,D,C,A,E,A,57.23005011031014,-17.920858072925267,B,D,A,C,C,1
F,Jewish,Non-Veteran,71,A,B,-100.8338319165579,C,C,D,C,D,E,-22.913708999590458,80.33207148983944,E,E,E,D,C,0
Male,Hindu,Veteran,29,A,D,76.2318736309267,E,D,B,A,E,B,34.5737138596364,-53.4397870654127,B,E,B,B,C,1
M,Buddhist,Yes,91,E,D,64.65942667281271,D,E,B,C,D,A,183.28959862306377,223.84500145430067,C,E,B,A,A,0
Other,Hindu,No,75,E,C,16.472799496117513,C,C,C,B,C,B,-22.12411747060685,-62.80334255018401,A,E,A,A,B,1
Non-binary,Muslim,No,57,C,D,-156.71386534520218,B,C,D,E,B,C,140.71640925042152,70.95931756846515,B,A,C,C,D,0
Other,Buddhist,No,69,B,B,14.958941385336576,A,C,C,D,D,B,-55.930635999650015,-35.08037008884832,B,C,C,C,E,0
M,Jewish,Veteran,72,B,B,-17.77051328067936,C,C,C,E,D,B,2.520684782170941,-195.4466160682636,B,B,C,E,E,1
Non-binary,Jewish,Yes,45,C,A,28.998905214239755,D,E,D,D,D,B,66.6519281363195,-1.9049306522426719,D,B,E,A,D,1
F,Hindu,Yes,31,B,B,-93.60214160995294,E,B,C,D,C,B,-74.02659168427141,127.62978230907929,B,A,C,D,E,0
F,Muslim,No,97,A,C,-23.600898233221898,E,E,C,B,E,B,-80.23338931994563,-76.11083442298437,A,D,C,E,E,1
Female,Other,Veteran,96,E,A,24.868728248350827,E,C,D,C,C,A,107.65397274088721,-29.8307125899924,B,D,E,B,A,0
Non-binary,Buddhist,Non-Veteran,54,E,A,-20.939036481948552,E,E,B,E,C,A,-130.59764119990763,44.29842157615892,E,E,A,B,B,0
Other,None,Yes,68,C,D,173.34981302373797,B,D,D,E,C,D,-27.566570481174185,-4.4309300933404305,D,E,A,A,E,1
Female,None,Non-Veteran,44,D,C,-85.74721310421221,B,B,A,D,A,B,59.59928109429051,19.402069098390278,B,E,A,D,D,1
Non-binary,None,Veteran,79,E,D,90.69063739106241,D,D,A,D,A,C,29.093940195016614,102.30825928519846,C,E,E,B,A,1
Female,Jewish,No,99,E,C,10.984029893293068,A,D,A,E,B,A,52.72387972246159,-91.15724472036165,D,B,E,B,C,1
M,None,Veteran,52,A,B,-20.019454563612406,C,B,E,B,E,A,46.35426586153658,206.9089370140846,B,E,D,B,B,1
F,Muslim,No,80,D,E,-47.925455276842435,A,C,A,B,E,D,45.94193375145096,-50.51264511647043,E,A,A,C,D,0
Male,None,Non-Veteran,29,E,C,94.90781558229403,B,C,A,D,B,A,28.242173425724232,153.2452561417924,E,B,A,D,D,1
M,Other,Yes,77,B,B,-64.15767028190723,A,E,A,B,D,D,-21.029364969571716,-9.054204463688768,A,C,E,D,A,0
F,Buddhist,No,82,B,C,-132.25880054463005,D,D,E,B,E,B,64.23586075099847,-28.15420241100071,D,A,C,D,D,1
F,Christian,No,81,C,E,11.688619207239917,E,B,B,E,A,C,-35.50248202206418,-154.72865464694937,B,C,D,C,C,0
Male,Muslim,Non-Veteran,43,E,D,-54.619842790724924,B,D,C,C,B,C,-17.227397880575307,43.20528065240922,E,A,A,E,D,0
M,None,Yes,23,E,D,252.77539389877992,B,E,E,A,C,E,18.408256589607504,-45.558299712304105,D,B,B,D,E,0
Non-binary,Muslim,Yes,34,D,B,3.795549064429826,A,B,E,C,B,A,-12.572898715289336,-50.54568616627244,C,A,D,C,D,0
F,Other,Veteran,33,E,B,156.73083692933497,E,D,C,C,D,C,44.328214019683756,-93.06700706902356,C,A,A,A,D,0
Male,None,Non-Veteran,83,D,A,67.05021332963061,B,D,B,A,A,C,-181.82522002417986,92.05635838480983,B,A,D,E,B,1
Male,Jewish,Yes,30,C,B,-80.58982757379883,B,D,D,C,D,B,29.093756989456754,-83.51345190614208,A,C,B,A,E,1
Other,None,No,36,A,D,-32.67957797975786,B,C,B,D,C,B,2.16013201922512,-12.877727296842433,C,A,B,A,D,0
F,Christian,Yes,94,B,E,-70.19249912710853,A,C,C,C,D,E,37.19472480667619,-84.01859220044574,C,A,E,B,A,0
Male,Other,Non-Veteran,26,D,D,-174.55882088311705,B,D,B,D,C,A,27.35734901540445,7.521049021542617,B,C,D,D,D,1
Other,Christian,No,42,E,B,171.54027936479525,B,D,C,B,B,E,64.23827009210561,95.38818901516866,D,A,E,B,C,1
Other,Buddhist,No,26,E,A,97.66064705430855,A,B,E,C,D,B,-155.43286481675872,49.592947876968466,E,A,E,C,C,0
Male,Other,Veteran,24,D,A,100.87397668107805,C,E,E,C,C,E,-6.648768967677824,-1.6023736505583686,C,C,B,C,D,1
Non-binary,Jewish,Non-Veteran,43,A,E,29.020942814993717,E,B,B,E,A,D,-92.44121863537804,-15.145698785561057,C,C,E,E,E,1
Female,Hindu,Veteran,69,D,C,176.85208232243642,B,B,B,C,A,E,-17.082358800125913,60.076369635440265,C,B,A,D,D,1
F,Other,Yes,88,B,D,-29.00254281514704,B,D,C,A,C,C,105.27258025110822,-71.12901554652939,C,A,C,D,A,1
F,Jewish,No,64,B,E,-16.230800161069194,D,B,A,B,C,C,76.32308041712118,21.572479937950696,E,D,B,A,E,0
Male,Buddhist,Veteran,64,B,B,-177.74917009983233,C,B,D,E,C,D,-70.19756926740418,-17.8594644409589,A,A,B,A,E,1
Female,Buddhist,Veteran,22,C,E,-9.610790469087858,D,B,C,B,C,B,-52.399702985265684,104.90057420307535,D,A,D,C,D,1
Non-binary,Jewish,No,77,B,D,45.56550464223872,B,C,E,C,A,D,-103.13107104946144,-17.247913106849094,C,D,D,D,D,1
Other,Hindu,Non-Veteran,55,E,C,-41.58457554307691,B,B,B,D,A,A,-32.65071528221482,-123.73173338777366,D,E,A,B,D,1
Non-binary,None,Veteran,84,A,E,65.72144414627752,A,D,E,C,C,A,-8.157025950164996,70.27227678179719,D,D,C,C,D,1
Other,Hindu,Non-Veteran,24,C,D,179.63080455161523,A,D,A,C,B,C,-125.99095817888366,33.45000031679836,D,D,E,E,E,0
Non-binary,Jewish,Non-Veteran,68,C,E,75.98969919629279,B,B,A,D,C,C,137.32239866975542,80.43746388900126,E,A,C,C,C,0
Other,Other,No,65,E,D,43.62209557628735,C,C,E,B,E,D,128.17910172549588,44.715898977101446,C,D,B,B,A,0
F,Hindu,Yes,48,D,C,-36.809940736294585,C,B,A,A,D,C,-118.72255208176033,86.54396325807056,D,D,D,C,B,1
Non-binary,Hindu,No,69,C,A,-115.11144127494643,D,E,D,E,B,D,107.98492528291446,-125.25130456025178,C,A,B,C,E,1
M,Hindu,No,35,C,B,101.04455373489465,E,C,D,A,A,B,-146.36429552495423,50.369049777247085,B,D,B,B,C,1
Other,Jewish,Veteran,27,A,D,-39.259618308656904,C,C,E,D,D,E,-57.90176044673644,55.67426666829696,C,A,E,D,A,1
