ethnic_group,Gender,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Asian,Other,45,Bisexual,125.0224848221477,223.10427679836476,-0.04965311458416064,-7.221921660707585,B,-7.429221282602741,0
Other,Female,60,Homosexual,-52.72167342162199,23.10368249460121,93.32021158484322,29.832017986161695,A,74.46414459045108,0
Hispanic,Male,75,Homosexual,-29.387759047066574,-13.032905385092091,-41.47135384543431,-47.3364195800248,A,-42.873404908755425,0
African American,M,79,Heterosexual,-111.80913172151317,-94.00921394236798,-109.09705226906581,19.930574574308867,D,-88.34890297100723,1
Asian,M,53,Heterosexual,41.53527036167337,1.9230835904461927,66.26660489659366,129.21366094124446,C,53.09151325340537,1
Asian,Female,72,Homosexual,-246.96581963785445,-31.60452337904296,76.95700777913397,98.0084959905419,B,172.9432887353421,1
Other,Non-binary,45,Homosexual,-36.7708215595183,-9.133651170928832,-150.581844296296,22.893234568882338,D,-156.15086053746208,0
Hispanic,Other,59,Other,-4.3637541167630225,124.41301323168281,-21.667786330453204,18.348328634219676,A,37.59036991175586,1
Other,Female,35,Heterosexual,-54.59304932722648,19.23237889990401,-88.47222758248944,46.22565800763085,A,92.20968667707288,0
White,F,60,Bisexual,-41.2130246637396,8.51452953801501,-119.30530478053976,52.313304130090145,D,-129.927659987596,0
Other,F,77,Bisexual,38.01073109180534,-26.28804966657054,27.729245557548047,3.380312984474059,A,-51.649423881296364,1
Other,Male,29,Other,16.90968998531441,102.85392244739444,-4.64811188309659,-32.983498276415006,E,13.501149109650735,1
African American,Female,61,Homosexual,-156.68982534010289,45.52558610176363,21.774701622286045,-23.345266784058715,B,94.87215554132162,1
African American,M,49,Bisexual,44.4406675638963,-74.25869606511776,56.38131394916201,99.62186679613576,E,-28.342259943232733,1
Asian,Other,73,Other,2.3066789204476557,61.1065495498176,99.40722354506126,-62.66714654282983,A,18.03608328067982,1
Other,M,63,Homosexual,-43.433449938479214,-191.20796338114695,-196.72902302656482,-10.743364077814459,B,-37.144710918508956,0
White,M,56,Other,-84.95468265286489,-102.1064471433619,-23.994692624042965,-84.75666804298177,D,-15.205368290741733,1
White,Non-binary,33,Bisexual,-222.29314383346318,10.589993681334226,72.58481090898427,110.44667959276381,A,-158.3501307784951,1
Hispanic,Other,70,Homosexual,-92.29837348528658,-7.312854639180831,105.03396702886887,-39.997364280810395,E,74.57648973531987,0
African American,Male,41,Heterosexual,-30.176174728111395,-148.72242009733128,115.82561612749112,145.19107744496745,B,94.80031139636938,0
African American,Non-binary,55,Bisexual,63.546802732361904,100.05353952261646,26.826868267176597,63.552190164753206,C,-41.544877402201244,0
Other,Non-binary,52,Other,-11.230048866359377,-47.144354920301865,91.31968036652285,41.84875763121002,C,90.33961814323902,1
Hispanic,M,20,Other,29.486791962868907,65.7718430899301,25.9226838609029,72.69625682717079,B,-14.778456880658819,1
African American,F,78,Other,-5.092459988997598,104.03150499311585,-196.92875783299195,-152.84593409408953,D,51.91010037243336,1
Other,Other,50,Heterosexual,69.35359323434747,184.82857098226864,-103.19061311566173,57.201728380378306,D,8.513405325678793,0
Hispanic,Other,55,Heterosexual,72.99330510404457,80.57621296982694,106.81021436884899,-60.10043286654218,A,-18.731935664409548,0
Black,Male,70,Bisexual,80.69373076180578,-129.2623448135672,36.82073248418703,136.70463783487116,B,53.230731022812094,1
Black,Female,61,Homosexual,26.531145565123232,147.7909797573844,-56.12841752717961,95.07972441804442,E,-18.191130869060085,0
Hispanic,F,18,Bisexual,-138.620714939815,97.51099289560105,-118.97543178220215,173.0164286832506,B,133.4950293431017,0
Hispanic,F,77,Heterosexual,55.634357983372595,21.114850181744437,-33.31225689129863,4.632462148794648,E,82.13324777308266,0
White,F,31,Homosexual,-80.49659627527478,21.10134753737235,136.2535608750577,57.71727348052649,C,-2.423392828378118,0
White,F,27,Bisexual,33.85928756966644,163.4957936138708,14.237273524738626,-266.0699862218622,D,-31.924430702945404,0
Other,Male,73,Other,89.52535929732083,68.98302431827574,145.6580741534259,0.13618885210464463,C,-4.726857883948446,0
White,F,76,Bisexual,-15.135861534145114,85.70815348984131,56.91681772768613,-105.49386217061043,D,10.916926450611774,1
African American,F,68,Bisexual,-38.6227729044197,-203.1016106228356,-101.61788402269514,190.90071887275678,A,17.068947211622874,1
African American,M,18,Other,11.3226269933979,12.65155819803479,227.26440544971038,83.22153034566361,D,49.13265007077504,0
Other,Male,35,Bisexual,63.16791794970873,111.08461412358943,-50.18335363034597,27.295504726771874,B,-90.9651991617919,0
Black,Male,33,Bisexual,-213.09599844220233,-84.89258784948976,-108.20711891960147,194.22199774240048,E,96.91313345973873,0
Black,M,33,Other,50.642400150398124,86.58226506740108,243.79999381412284,-121.01624227311412,B,-68.5769651118283,0
Asian,Other,48,Heterosexual,-45.55092149286532,-123.51328292683299,35.31989190127692,-165.4319123449503,E,106.75131446498875,0
Asian,Other,24,Other,-30.616732918593932,52.43204518549798,179.49066333307732,-80.55151794329728,B,-63.687720390295766,1
Asian,F,46,Heterosexual,-41.20861724135964,-49.21846941493983,139.24389810906064,61.69558424357871,A,-110.61944932907626,1
Asian,F,23,Homosexual,-67.11044090320524,66.73265174135233,-25.169699752960934,43.96558472111881,B,-107.45998483732933,0
African American,Other,41,Other,-20.359455020193646,-76.47799768933545,-143.89793924275526,71.85528309009538,E,10.284148859761538,1
Other,Other,54,Heterosexual,-69.1236017882937,-90.56420289935195,-26.953617021146435,-71.66225790380406,E,55.5725569196771,1
Other,F,67,Other,-21.497830576412614,-31.294981562245667,-132.14304344336443,273.5834406986422,D,-38.19508242309825,0
Asian,M,58,Homosexual,-181.9424965607857,25.018465594571353,-169.87583974750936,-167.58041992118856,A,-88.63035271219105,1
Black,F,67,Bisexual,-44.83928061302574,-160.8613035529664,-264.34955845891454,-60.621289723305026,B,45.4804357118617,1
Other,Male,75,Bisexual,104.83114037555062,-78.31538033327124,65.26958178953936,-29.418613658317565,E,-57.10677176780625,0
White,F,29,Bisexual,73.90629904982055,13.361116855337174,96.22272537837209,-80.56677523050571,A,97.69724790528164,0
Hispanic,F,33,Other,-34.18696858732196,77.20705708913711,179.2033941316568,20.878546474539984,D,-28.350203898259153,1
Hispanic,Other,24,Bisexual,-132.05967552366346,-18.91814799387572,-58.885339286290595,-32.912233526022455,B,-106.29434345687687,0
Black,M,53,Homosexual,60.11737065524494,-129.51774572048137,-85.98077741737485,-133.2507162479006,C,146.86416569783606,0
Hispanic,Other,32,Heterosexual,100.02387000043373,-23.53512722142828,90.9542749661052,-272.58374518623805,A,-23.97133136556117,0
Asian,Other,23,Bisexual,31.33046395171349,65.917813350039,-146.34437638026765,37.828917355108686,C,-120.91496425986917,1
Other,Non-binary,37,Other,32.50918689672951,-5.541995032316209,-13.73673770795415,92.4425032114623,B,3.784421415112227,1
Other,Other,35,Bisexual,5.241740895859112,38.84589441746924,-128.14025601909478,-10.99913826487113,D,-69.46363578715294,1
African American,Female,28,Homosexual,-79.32567373969752,47.82307028242008,33.24140200650541,-57.73386434535559,D,27.0303166154506,0
Other,Other,50,Bisexual,-45.460836385901146,-92.08844524880055,161.7151959252857,62.83355567778267,E,-105.36070379840592,1
African American,M,43,Bisexual,-24.688967663112248,23.721974588069642,132.7274561617746,-182.0650418848776,D,-79.57341749379648,1
Black,Non-binary,52,Bisexual,163.88685102042368,-138.32605169310958,28.525980516995592,-89.18534502376461,E,142.704125320244,1
White,Other,32,Homosexual,49.5195244454945,-19.93402462933864,-4.582450556682113,105.33886169984757,E,-108.4096210601097,1
Hispanic,Non-binary,32,Heterosexual,153.88951177775257,-168.52483732645385,-33.25817626046623,82.51374540920354,D,-24.063300359897696,0
African American,Female,31,Heterosexual,43.98168442850163,-2.322162990810091,-10.80876871728511,-31.81692605845151,B,-18.160662489315357,1
White,Male,23,Other,71.32933910228616,73.14142024133771,-55.60771240368702,104.70789268751372,D,-109.18405124584227,1
White,F,73,Homosexual,131.75984711892298,48.56862502781976,-42.46550508622894,137.51438721795822,A,45.454813334435215,0
Other,Male,28,Other,85.01160045411393,-26.267176011008335,146.10687397116513,19.907827230297475,B,45.035374359339144,0
Asian,M,69,Bisexual,68.09133325759457,21.81932899531518,142.18589492651583,172.97175318994366,C,-96.55431992785368,0
Hispanic,M,47,Homosexual,-33.21640480970597,109.40408217115076,31.879861343933648,59.616943978606784,D,-73.44170533502647,1
Asian,Other,73,Heterosexual,-182.05738313260227,19.736138701874953,-209.76839176983074,-51.65838703921478,B,78.17395626193351,1
Black,F,62,Heterosexual,35.874982315807024,26.806120587087207,179.95843245938744,94.48550725758267,C,258.0759366252716,1
Black,Female,42,Homosexual,53.239835886657026,26.83435283690294,77.62835774001243,50.95962892741432,D,21.868238560785514,1
White,F,25,Other,31.15561587726729,7.982895335096778,173.4632611933555,36.04919652674186,C,-0.3700551788746891,0
Hispanic,Female,57,Bisexual,29.828158654698594,119.82051742665911,-83.32844640912957,-59.55936130663939,B,166.9520099754523,0
Asian,F,56,Homosexual,-31.855630271662545,17.027074274140674,-50.96200236488701,147.46565680655993,D,-71.04474526353309,1
Asian,F,72,Other,51.02233634527723,-133.54982591166078,-70.92126853135929,-86.58292689875258,E,58.4927164028175,0
Asian,Female,77,Homosexual,36.73410329441913,-9.202769806931164,-213.02229549266252,130.54481852971585,E,-73.71545407849753,0
Other,Other,71,Heterosexual,45.78542762941098,-47.34884493351407,-34.26580720347362,-145.02455307642487,D,156.07927883031104,1
White,F,64,Heterosexual,-22.64971192784248,-163.7922225394117,152.019722230657,-79.65874752478916,D,21.66287254938181,0
Hispanic,Male,75,Homosexual,-68.95912842060386,55.332091584811174,45.209311981707614,101.21666430425229,A,-24.197891666792167,1
Black,Other,25,Heterosexual,90.30287822277727,110.70837807027205,-264.6074379548122,-85.44384291813513,C,13.62330853097532,1
White,Non-binary,62,Bisexual,51.76408048071362,71.30775845434293,-60.79370981023199,-39.787153568765305,D,5.631520778874366,0
African American,M,39,Heterosexual,52.07531863247428,-124.0515941020748,180.86247766904015,59.83811158599095,A,116.1198640897039,0
African American,M,27,Heterosexual,-130.27550312638806,-76.87299937004738,37.810211884547826,119.25472794225824,B,-162.13143913938052,1
Asian,Female,57,Heterosexual,-164.17988755817657,-173.1165517077872,-82.50126794892867,112.10699161339346,E,0.1473016420104625,0
Black,Female,44,Homosexual,-119.85888019727476,106.68493078189667,-17.71579920180299,-8.279202927375154,A,108.37226747897498,0
Asian,Male,21,Homosexual,-0.757269138962301,86.54097134316055,-25.133605886680588,122.62442489505216,C,127.41452842903121,0
White,Male,59,Other,-19.092577553591347,26.90967220577726,30.795706978972497,32.24059085664647,E,-31.96754208061026,1
White,Other,72,Homosexual,-204.60833128641065,-122.80878926714331,210.41572019353882,154.55257519024755,C,-56.856166768395475,0
African American,M,71,Heterosexual,-98.68522287790748,-4.837420283799062,-14.856530609373909,-231.23117064608797,C,-80.48948548817708,0
African American,F,49,Homosexual,-24.725998335777422,54.17771074690707,58.228387672581825,-102.43357572575984,A,66.14259050780203,1
Other,Male,46,Heterosexual,-14.650673406907103,-13.011224444445302,-22.340687961812858,-33.521346642528655,B,-32.77371580845392,0
Black,Other,52,Homosexual,-82.16499312489938,32.45806637552821,34.798121396480234,-19.76662261933365,E,44.80575311442089,0
Black,M,41,Homosexual,-165.42627287149736,-38.83926383623068,-1.1264217574478714,-57.62238697338384,D,126.94270154809098,1
African American,Male,50,Heterosexual,142.07908547636862,-105.19251853865268,55.25472566565308,-96.35853989482138,E,11.300415121380123,1
Black,Non-binary,70,Other,162.1439795936797,-8.875592642735514,-142.89959783969164,71.82419682425792,C,-64.13368225290317,0
Other,Female,27,Other,-92.2680793187086,131.78652356694278,109.15321868501908,-128.25462328704918,E,89.67670994110648,0
Hispanic,Non-binary,69,Heterosexual,-46.7779761106589,25.735135133779295,-8.36795925664124,120.23902398424546,D,88.8836782485029,0
White,Male,40,Homosexual,-82.70283429672325,-142.5083133149208,-62.27098655640354,-39.03839049863178,B,-193.40537769072287,0
Black,Non-binary,48,Other,-114.73734808954075,78.11074994630812,91.17983480795749,24.60324738726326,D,-43.052825955291546,0
Asian,Male,25,Homosexual,21.800405584451557,-136.82071421464767,57.64680410572948,41.68790762775613,A,-4.912479751934565,1
White,Male,62,Heterosexual,-42.779125517294084,188.35748149436284,-77.83254552359115,29.101965843654153,B,120.79778637044907,0
African American,Other,77,Heterosexual,83.47529315048395,194.7834645187746,0.43364485681171944,15.155633231131759,E,58.2533517509417,1
African American,Male,76,Homosexual,143.62004012937575,16.103346679923675,121.66030302253003,-42.140562894409506,E,-64.18395152775321,1
Other,F,76,Homosexual,4.17685049325502,86.45951015095429,-75.79732745136882,-87.00346711369237,D,5.188540503327936,1
Black,Other,63,Bisexual,-239.09164012157115,36.26521956542936,-55.39528855712628,15.447543133048287,C,-156.38932938380717,1
Asian,Non-binary,48,Other,101.95821207320743,-82.37579165565705,5.7851127255384345,-3.275639509761741,C,134.6773570357203,0
White,Male,63,Bisexual,95.60321603589831,82.41799612354338,-36.63361925216587,17.65704663538397,B,39.216004788299244,0
Black,Other,77,Homosexual,-48.57024835445628,-0.00462856233841951,178.66288698418904,-108.06375239188509,A,-110.72355370819453,1
African American,Non-binary,71,Homosexual,52.80148936783212,160.39841446023902,-156.98222947591626,-133.72770097575818,A,59.1120593469278,1
White,Male,55,Homosexual,73.16988904908234,-65.58093328716521,-160.55552285903664,-4.706877378625027,D,-28.486935559718173,1
Other,M,74,Homosexual,-78.7607499728061,13.117938428291422,132.19180477549776,223.60966622645196,A,-58.20902435585826,0
Hispanic,M,41,Heterosexual,-21.59093982639377,107.40989250782005,-33.47046430882242,6.163094399639381,E,124.97708305224408,0
Hispanic,Other,31,Bisexual,-3.5636685608479937,-44.34093716377959,-231.18870333136937,-28.876444882344977,E,-13.90803591248056,0
Other,Other,41,Heterosexual,-274.542662607509,-8.186564762973964,79.72500178726952,158.95042866772567,C,29.310886067996595,1
African American,Male,19,Bisexual,41.28493366742897,144.4244065106685,-74.65586147273761,-69.5649472047977,E,79.47057612516369,0
Black,M,29,Heterosexual,201.91437312350845,2.264564431454672,20.97866705278298,-128.42461708840182,D,-102.3386601480987,1
Black,Female,76,Other,43.42390583215252,-53.831055867567756,92.85226071332283,-136.16354240368983,D,64.15694010916198,0
White,Male,25,Homosexual,58.29136500921275,73.65719068676346,-12.724662344826148,-109.35852782832849,D,-23.287984003442723,0
Other,Female,48,Homosexual,189.8937927943747,104.99446029440121,-31.7861365742555,157.9465031092032,B,20.651122060455833,1
African American,Male,50,Bisexual,-200.01631317255155,-40.376897036675516,-38.3880313964705,14.767226974765665,E,-22.287844977296427,1
Hispanic,M,26,Bisexual,70.4815418281327,57.572998708148425,-46.156949256109556,-78.05401059811938,C,-69.10409858856305,1
Asian,Non-binary,42,Heterosexual,144.54594560145284,-82.52761894890023,-43.91286114108661,56.45779416795429,C,8.228989187634046,1
African American,M,78,Heterosexual,-57.7896328081293,53.55346592648627,15.691972991214554,17.036948564738925,D,-39.21222481237777,0
Hispanic,F,64,Other,-56.11626261302146,34.24266158635423,-115.22465598917722,-70.5250755766326,D,42.917546131342654,1
African American,M,27,Bisexual,-6.091807418605218,-41.808917177086265,-103.64523473667029,-36.58782291762268,E,-10.842059677935652,0
Other,M,48,Homosexual,0.021977867352001024,91.18945177279862,-17.97666340361793,-62.96535659920273,D,47.3880155227844,0
Black,Male,55,Homosexual,-69.92369772289652,267.5909299276041,181.05197258978382,-138.34843753524683,C,34.993626147012925,1
African American,Male,28,Heterosexual,75.35300521026332,-23.56431280749609,-3.9353153338536924,8.795061704012033,B,-19.255396035059317,0
Other,Non-binary,53,Heterosexual,-6.347447304187727,-61.11993404097365,145.49299913379824,-63.43550043243352,A,-15.429381059116407,0
Other,F,56,Heterosexual,316.81738225419844,130.6851335359688,-8.560840281285158,111.03708386210639,D,-19.7031550315708,1
Asian,Male,47,Bisexual,184.0415363577949,-128.72565770608793,-4.97145461725002,-100.91283507125502,D,232.68672009042456,0
