marital_status,age_group,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Married,26-35,Yes,D,E,E,89.39170242638771,E,89.38810831635392,136.8873004211411,C,C,E,-132.12043451293093,B,-92.81922369692388,19.811871553755452,-96.4759322163275,C,E,A,-15.57626143774648,1
Widowed,51-65,Non-Veteran,C,E,B,-5.686946957215184,D,153.8870789666859,-96.07008369697134,C,D,E,152.93934527534154,E,64.14464262259288,75.72891505677836,-121.49814933585435,B,A,B,87.85630455508489,0
Divorced,18-25,Non-Veteran,B,D,A,-16.007598371614705,A,-64.92917042582336,140.03449286270674,C,A,B,-15.71177324705451,D,164.40991403801357,13.438166122858625,37.074129185103835,D,B,C,117.51231118421599,1
Married,26-35,Veteran,E,E,A,-39.681495901441686,D,109.88239484264047,-217.86653699614124,B,B,C,-53.209890457028195,C,-214.88344959449583,8.704703188661037,-23.802068799885816,E,C,C,73.46156669540066,0
Widowed,18-25,Yes,B,C,A,-51.26487235174997,E,7.225320794180538,-14.31137575901261,D,E,A,92.71510669106833,C,130.07027937388997,242.12619448523557,86.54095195057239,D,C,C,66.84367378039288,1
Widowed,18-25,Non-Veteran,B,A,A,-145.27431793830857,C,26.88307961459956,-75.29682274491492,A,D,A,-6.4498677353452845,B,46.8462111845436,-112.28134435064179,-23.38439021150962,B,D,C,-89.0224192591483,0
Widowed,18-25,Non-Veteran,A,E,E,57.901241495871695,C,251.7717881416539,-37.079574728626724,B,A,B,85.28589658351366,C,-29.170831541759018,-3.890596778133641,81.42349217289149,A,D,C,-227.68992093757822,1
Widowed,26-35,No,B,A,C,-97.523652713824,D,10.841389522206551,-21.007517168299895,E,D,B,-20.04373072978347,E,-66.60701073400244,19.61704794081815,35.600820892154495,E,D,A,126.58919910618836,0
Married,26-35,Non-Veteran,B,A,E,-8.967958513130352,D,0.7699547644892617,57.99513720484677,C,E,C,-30.983771374057444,A,152.92599112095215,-67.2923029380845,-92.9619811895972,E,B,A,117.99332872996749,1
Married,51-65,Non-Veteran,B,D,D,67.53031428265417,B,24.620969548043835,50.15645489309761,E,E,C,-116.62863254096392,A,16.352804997351402,-21.14909432576005,-8.835993482543351,A,B,D,-117.68048018827564,1
Divorced,18-25,Yes,A,D,C,-90.81318297545032,A,13.001456914264661,-147.14677447524812,D,A,D,-22.254223447899232,C,-4.142068508152226,72.60494671767104,-70.19325118303603,A,B,D,68.55721780606154,0
Widowed,26-35,Yes,C,C,E,-28.17637992142447,D,33.44894450980216,-85.56073737682375,E,E,A,-197.83496628990395,B,-7.660306647155594,-15.294757637019632,149.2139731415044,A,B,E,87.78972449519358,0
Single,26-35,Non-Veteran,E,C,A,-36.106995852892,A,-156.74201428296598,57.330036548332245,E,A,C,-48.05247071539844,D,64.64816087625387,86.96237657403248,107.8236408471013,E,C,A,93.5862049890251,1
Single,26-35,Yes,C,A,D,134.24173931531166,C,-212.7925793008737,-17.96038626039879,E,C,B,-119.79918780057244,E,-78.54717757627247,8.559613512104715,-0.20718747488415673,B,E,A,-44.85757579180801,1
Widowed,18-25,No,D,E,D,-139.48143103758184,C,16.443826388373527,27.660389858980828,B,A,E,-137.61355562020043,E,-96.5910744760142,18.40191520037873,0.3526144462356781,C,C,A,-32.84273797656727,1
Widowed,36-50,No,E,A,A,22.25196583465554,A,-140.01313272496262,-141.185116698913,E,B,D,67.24784907590272,E,91.39168790411432,-187.78687477210195,33.101592380796674,E,B,E,-123.76896988667858,1
Divorced,36-50,Yes,C,C,B,-3.110441353557665,A,54.135181851433764,-24.773642004859827,C,E,B,-13.257880597280439,B,-66.49125065784926,-61.91977534693398,20.04415094980428,C,A,A,-41.68972623378584,0
Married,36-50,Veteran,D,D,E,113.94316979635086,B,91.43964742451617,126.87333753035928,B,D,A,21.82913869913895,D,-19.299633628721676,46.074435953732475,-45.919322413051134,B,E,C,-114.32999198534344,0
Divorced,18-25,Non-Veteran,E,C,B,83.67984082404412,D,128.05558553676624,18.96342824944593,C,B,A,27.896205017759932,B,144.46863985897434,19.852004326366448,167.68705468788806,E,B,C,41.921762230401164,1
Widowed,26-35,Yes,E,C,A,-48.47991608824847,A,-61.19416646245853,-138.19480928195375,B,B,A,-130.83651563859166,E,-69.87896776824344,209.44662927244462,-78.72642969924507,B,C,D,-69.93779418250939,1
Divorced,51-65,Non-Veteran,B,B,E,60.470108349390216,B,51.22995656148461,55.92678331334672,E,A,C,-17.2132784584309,B,-21.349451238483237,16.28088692496932,136.99258554225443,D,E,A,61.98311067032528,1
Widowed,26-35,No,C,C,A,110.3638370311522,A,16.179683775848346,-9.357441996999018,A,B,E,54.491375747794216,D,14.345327033053296,154.44908173907558,-78.45209881296554,A,D,E,-25.297768578476976,0
Married,36-50,Veteran,B,E,D,2.443610352148105,E,-113.79242627354182,62.26332004596614,D,E,A,54.03398250699918,C,-58.88031727412142,70.75273948735943,295.6101682264984,C,A,C,124.96239426645153,0
Married,51-65,Non-Veteran,E,D,A,-107.47791231419662,C,-40.13664908916982,-91.8638556428896,B,C,A,118.15366992904777,C,38.508099178000116,142.28370408761913,-233.91973855622058,B,C,B,13.434252825773118,0
Married,26-35,Yes,C,E,B,170.9029574682766,A,35.62506491574213,5.83685636278145,A,A,B,-127.05441101723875,B,-13.573520804268155,-125.77020598794444,77.53716016422932,E,B,C,142.30683056058933,1
Divorced,18-25,Non-Veteran,C,A,D,76.1389736572828,D,32.70398522078084,-56.810639031055985,B,A,C,-87.02676536997244,A,72.48261692050009,-159.31779097917,157.74790118952657,D,C,A,150.77054263020926,0
Married,18-25,Non-Veteran,C,B,B,-85.50583551075583,C,-148.64341833945446,88.75655643915101,C,B,C,64.82892465577888,E,-98.97194000916107,136.45397040743495,-33.77628870064914,A,E,A,177.81434870459577,1
Married,65+,Yes,C,D,D,26.19389924244829,C,16.562672883504316,37.51892088152901,D,C,C,-56.06663692935484,B,14.35555741789368,-22.693482333621855,63.87169162710374,B,E,E,123.8877343566021,0
Single,26-35,Veteran,B,C,D,-46.105579794613135,A,2.809614335909206,-66.17300388964873,C,B,E,-100.21523176565326,E,80.99550938023131,47.21009592345618,85.08095462801887,C,D,D,22.546480720829397,1
Divorced,36-50,No,A,A,E,-81.18097460535093,D,-81.27085160848549,70.41160943877355,C,A,E,-0.38474291455193155,B,81.60886236206818,-16.734051055542018,173.06392076493947,C,B,D,111.52796447351963,1
Married,36-50,Yes,C,E,C,192.79198257824123,B,4.315117316222743,73.29200764924576,B,C,B,-96.09133947399701,B,66.16345434708145,-119.77737837365707,-94.81133540605293,B,C,C,45.44520572194741,1
Divorced,65+,Non-Veteran,D,A,D,-9.787575638611472,C,-31.966637292295495,149.6943708898226,B,B,A,68.18587643327857,E,-33.70939158955706,-43.71056016656165,-64.22408969868043,A,E,C,28.56395817826622,1
Widowed,65+,Yes,A,A,D,-20.384400715023343,A,75.24162126518753,44.41134924369452,D,C,C,-173.38122614022487,B,-56.93840714567941,-173.96982604316798,10.712691032759658,E,B,A,56.22844387161564,0
Widowed,36-50,Non-Veteran,D,A,C,98.70749146538927,C,-86.07306333181816,-66.99175517503953,D,C,E,80.84923456238296,B,-39.87180235845117,-1.5838779948353392,83.23454488538775,A,E,A,66.0939175121024,0
Widowed,65+,Veteran,C,A,D,-155.0920891134396,C,36.35077217155338,-102.31897247664432,D,E,A,-14.81674772277976,C,-42.908475802851164,1.2196793121568215,-6.046259076288161,E,D,B,-28.956008523364744,1
Single,51-65,Non-Veteran,B,E,A,110.94671637780044,E,-50.204570669545646,102.51701715752566,A,B,A,62.82922064562486,E,305.0267530602375,-43.425874580295584,-127.04954451846098,B,B,E,110.08720889897694,1
Divorced,51-65,No,C,D,B,31.993860663825046,E,125.88004128534871,66.07205539723195,B,D,E,-74.6401074884222,C,59.29738525320411,-255.52461354820326,76.26066068771034,C,E,E,91.20363281540314,1
Married,18-25,No,B,D,E,34.033065914379776,D,268.92007132384185,63.444685458160386,A,D,B,107.45209948051016,E,-20.550407049042,111.21353415263955,95.63561544243156,C,C,B,-38.65358094472989,1
Single,18-25,Yes,D,D,C,-36.21608417206884,A,5.390662350429622,69.92066259379365,A,A,B,-207.99719894138912,C,8.690391447992827,135.6260165284159,-113.4522671942538,B,D,C,89.92555944993528,0
Married,65+,No,E,D,A,58.85601956166886,D,-17.96493852008391,0.5061686105107125,B,B,B,-69.98769936159208,D,-71.7170260811027,156.58428729493147,107.05610464847668,C,D,A,134.8324901028676,0
Divorced,26-35,Yes,B,A,C,141.81817091787897,C,78.22609062079295,45.29222303680732,E,E,D,-58.0136799968734,B,12.955491877014275,-24.046149279102384,-60.718577171380126,C,A,B,-55.6235650089353,0
Divorced,65+,Non-Veteran,E,D,C,-41.3832826562576,A,-59.93105039611129,9.402461808856634,E,B,E,23.820606963342243,E,-69.95182980045107,14.749904862017038,99.76539169339203,E,B,C,30.278171893772885,0
Single,65+,Non-Veteran,E,C,E,-55.94960862966626,C,-112.49479110732712,133.29025847735707,D,A,C,22.509795344788294,E,-34.2955085879326,3.458429775279818,-71.20222648535992,B,A,C,78.4763631473685,0
Married,51-65,Non-Veteran,A,B,A,-30.707717537861406,D,-9.081606036900586,-166.11431468500112,A,E,B,117.38429471537857,E,-69.69794833054215,-89.11950619052949,-108.72364204436347,A,B,C,-98.74813002569523,0
Divorced,51-65,Yes,D,D,E,-257.5048546408366,C,-155.1870606456553,-21.566398656674558,D,A,C,-72.07055948299202,B,-66.67582994497529,-29.077666257430334,125.86412927160684,D,A,E,164.58779618312192,1
Married,26-35,No,E,C,E,128.44233237372845,A,-187.3625688186051,-38.18359666021101,B,C,B,-186.51071046220326,C,100.57149814176695,79.00162500428061,191.04711768117778,A,A,E,56.44990414806526,1
Widowed,36-50,No,D,E,A,-115.76140907000372,C,125.036131020183,-17.48819283828858,B,C,C,236.69700904474084,C,-144.0793464178393,-174.60774261285079,65.87470584265166,E,A,A,35.99125620028104,1
Single,51-65,Non-Veteran,D,E,B,43.74217194944353,B,-200.8026133101538,47.26335296201684,D,D,D,143.3395705269128,A,74.26233041395652,-67.86858535567424,181.6788695231,C,D,B,-7.305870804050498,0
Married,26-35,Yes,D,B,E,16.13470756875512,A,3.447142415697155,-59.824433992067604,E,C,B,-37.33185409113622,E,-135.6369149051511,43.93956690941409,-37.471507316492456,C,C,D,40.93894234694635,1
Single,18-25,Non-Veteran,B,E,E,18.11699985623598,E,10.511697189903561,-67.17663114189094,B,A,B,-58.74156923974121,D,45.88379214313842,-24.49613029043361,-67.30353315828381,B,C,B,-158.45319118804326,0
Married,18-25,No,D,E,A,82.8317064516319,B,6.046252407961184,-91.86407184856847,A,E,A,92.6265852980776,B,-18.79140260319065,158.23745361549572,128.99579028667068,A,A,D,-55.4517186148792,1
Divorced,26-35,Non-Veteran,C,E,B,-146.91842894793712,B,17.037316242596713,94.3355853398572,B,A,A,-18.46785975465482,E,-48.91282435520207,210.4393140040023,73.05465072434366,B,C,A,35.03288959755883,0
Married,36-50,No,C,A,C,-156.98345379648634,D,182.00417104445768,132.5067970150643,D,B,C,-83.82624922198667,C,-94.8492222276706,-157.20317875798483,74.6031510263175,A,A,E,-49.113761706186715,0
Single,65+,Veteran,A,C,A,8.065106510584904,E,136.00769563521075,-127.07948136266938,A,B,A,88.92971969086827,D,-20.32083787613252,155.01610618526564,-163.58643987686622,D,E,D,87.54666970935537,0
Widowed,65+,Veteran,B,E,A,15.517778072059171,A,-28.36794972116788,67.35518345469312,C,C,C,-60.56543273456898,C,-154.1867743939355,131.45164703889802,177.0365272686477,D,A,D,-36.66693861027808,1
Widowed,51-65,Non-Veteran,C,E,D,1.45333136219383,B,83.3346215740223,37.02128877897456,C,B,A,-40.59373673734351,A,50.769075689387265,154.5920369562048,-150.66903106235299,E,C,D,54.547430993233625,1
Divorced,26-35,Non-Veteran,D,D,B,47.443842345645514,C,31.452115365994565,275.9484469387402,B,C,D,149.4888216390877,B,-58.692261678542366,-4.968194490093167,54.95449264321339,B,B,E,-69.5195563963324,0
Married,36-50,Veteran,C,C,A,-19.821714188267723,D,76.33683193312768,24.70731101490033,D,B,D,170.2239670363007,C,171.69349943382343,-12.247446348846802,-39.7985590327288,C,D,C,-77.72175532176745,1
Widowed,65+,Non-Veteran,D,E,A,-221.90822369871816,B,173.65863359181805,-62.15495719028853,B,B,E,110.6942117123441,C,23.92210466653756,15.385075824485316,-16.008272547874387,C,C,E,-170.29586120503092,0
Single,51-65,Yes,E,D,B,155.2446241421296,B,122.62944540175305,55.282388128363415,B,E,C,-220.66081994732906,E,21.388213713707703,-81.58114554055105,10.01455916017673,D,E,A,219.83702426699506,1
Divorced,18-25,Veteran,E,C,D,28.420623096341675,A,-12.697931480064852,-194.51883057025086,D,E,E,-166.65839625859923,B,214.1238680681278,135.61190742462745,41.5175588766367,D,C,D,94.02589816941934,1
Widowed,36-50,No,D,E,B,27.563135636603782,B,129.14193855611688,-66.22934709306978,C,A,E,80.11179325458771,C,-104.83574753746583,-53.81741703935361,5.830522073114299,A,A,B,-73.03417185537921,1
Widowed,18-25,Non-Veteran,D,E,C,-15.57465259999566,B,-44.285797456541566,116.8818711101041,D,B,B,4.375969694542025,C,37.86962985040378,0.8126101251125508,168.5918452801854,B,C,B,24.171987997422644,1
Widowed,26-35,Veteran,E,D,A,-88.06993353446899,D,60.48923130808043,35.56161559793123,D,D,B,153.21601872084207,C,201.67703808147084,-136.18104869624625,-100.24014986385504,B,E,C,116.48080544901411,1
Widowed,26-35,Non-Veteran,A,A,C,-57.44336148198117,D,-100.5011283377995,-113.5149115981122,D,E,C,39.300815715212664,C,-75.84523224652673,40.07069306671773,-80.73745812147064,B,B,D,-36.340180179218564,0
Single,26-35,Yes,C,D,E,-163.6862268177505,B,-12.680354977362718,8.793091714374977,B,C,B,69.20921090490937,A,-137.21578407628533,110.37557366315009,-21.953304682825454,E,B,A,7.250008532076086,0
Divorced,18-25,No,B,D,D,75.55102572880712,E,123.69426060488252,-18.32786650935281,B,E,C,83.81526419503689,D,-83.22681780681157,43.556301067887006,-1.189951805925685,C,E,A,189.91766325685117,1
Married,51-65,No,D,D,A,-53.30208262556333,B,-4.874955611335856,-63.429408520543376,A,D,A,-112.9894505383409,C,117.14793982933311,-8.259949908471,-84.45147303773383,A,E,D,-48.777638127881445,0
Married,36-50,No,D,D,C,-54.27113397205572,B,68.77556372178091,-46.285268973485515,B,D,C,117.07569975273458,C,-50.68752895732113,41.7929913018716,42.77554767932631,D,A,D,26.601738984102486,1
Single,18-25,Yes,D,B,A,51.44889280002734,D,10.761080404771722,101.57962780693413,C,E,E,47.53956446515603,E,-92.01085472545279,-30.801771300943287,204.20706879116102,D,C,E,-66.4272244653552,1
Widowed,51-65,No,D,E,B,-15.547591247197568,D,38.05884155478083,4.26104829842693,B,D,B,-22.594052271133254,B,-237.23493872868852,-10.803462476675172,-28.191231647409147,C,A,A,-25.394213736819292,0
Widowed,51-65,Non-Veteran,C,A,B,-64.71765942030495,C,64.26280408686912,175.36294994933246,E,A,D,-146.25764381313417,C,-58.026385072907026,-59.35620869627217,61.61343171072655,E,A,C,161.70392227933047,1
Widowed,65+,Non-Veteran,A,B,E,-52.75768355728088,B,-51.47697668502865,-34.787681327171335,B,E,D,-103.9987289266999,D,92.7712687807268,-130.303942144504,16.528998897768275,D,B,E,58.11224717140211,0
Widowed,51-65,No,B,C,D,-54.003540956995344,D,-54.715493608416644,-71.40729969581074,A,D,B,-36.464893142051146,A,16.29197866235693,71.0441962387028,-68.38145390623708,C,D,B,-32.508949096856036,0
Divorced,65+,Non-Veteran,B,C,C,-185.6544446717282,B,-51.15078840521359,31.629396989541007,C,A,A,-26.104127568991952,B,-104.56916671390357,-89.90737629547095,59.44032484059986,C,E,D,-54.88260966790376,1
Divorced,51-65,Yes,A,B,D,-124.1782269190433,D,-11.10003377179935,38.708331566084176,E,A,E,-14.761854752961682,B,-55.729024335291435,204.371234328401,-156.1846648705028,A,A,B,32.55225673586787,0
Married,36-50,Non-Veteran,D,D,C,107.16582117393952,E,-38.67059298740298,-79.58279789955384,B,D,C,11.945042625882504,B,-76.65354605880738,46.92109607261841,74.29449659360148,D,B,D,115.07068051654348,0
Widowed,51-65,Yes,A,D,B,78.76578804703806,E,-33.317470349961496,86.17983662457233,A,A,A,63.121658204371776,B,5.9522415323589115,-28.15079761858353,-177.32152740641558,E,E,D,32.15861119269023,1
Married,26-35,Veteran,A,A,D,281.7093581543653,C,-92.9448222080357,-89.74045236576336,D,D,E,33.511891138001225,C,-75.71765475596911,46.523001283022346,-108.39307591776274,C,A,A,5.433166822760361,1
Married,18-25,Yes,A,C,B,-54.933495575842116,E,-27.87532214334233,-131.72231752039855,C,C,C,11.044116381257584,D,-1.2426127454528055,-111.68228544968797,46.22918127027443,E,A,B,-92.47866957025546,0
Divorced,65+,Non-Veteran,D,A,A,16.386606582280745,E,-189.03175576318466,5.910372709764397,B,E,B,138.1429931868417,C,24.77061344476311,-45.92378866306517,-86.88238193605466,C,D,A,192.72258458736985,0
Single,51-65,Veteran,D,C,C,-104.86193051519174,A,17.41792178466739,-58.6038391673774,B,C,A,-4.984719534023325,A,-52.295305071693335,-77.17387245631396,-43.66359677541047,A,E,C,-52.01321158519965,0
Widowed,26-35,Yes,D,B,D,-147.07632619186322,A,-49.24556467495904,8.906412567193756,D,B,A,75.5596364828904,A,71.16472622313074,144.03056895856622,-30.33880535097951,C,C,B,-230.82910961287152,0
Married,65+,No,D,C,B,40.695714492404434,D,186.53263862980938,39.44347224098399,B,B,A,-202.17269329648357,C,37.63785910695427,-132.87067141269532,78.23755328535252,E,E,B,16.09086846546314,0
Married,18-25,Non-Veteran,D,B,A,-80.0545312176991,A,131.89465907167593,156.24878395263525,E,A,B,98.99349862244672,E,-158.97212920657526,89.9159512455833,101.77101889211345,B,D,A,83.12276784943094,0
Divorced,26-35,Veteran,B,A,B,176.45971805133044,A,-90.71358065961763,51.82201956845838,E,D,B,203.22292933070852,E,27.354001033208085,-132.28988191131506,42.39480448368749,B,A,B,-59.16119097976063,0
Widowed,65+,Non-Veteran,B,B,E,99.77250124830852,B,-61.847029867093106,-134.19204972537034,D,C,C,54.065985114523265,B,-95.96422984987004,-33.467529123257314,81.01693362942645,E,E,E,48.38351681567921,0
Divorced,26-35,Non-Veteran,E,D,B,-36.17452863440704,A,-4.608608107554628,-103.2547522236094,A,D,A,-72.2852858989161,E,-72.45497681668655,-60.19579341969637,47.835668794388994,D,C,C,41.39224335342177,1
Widowed,36-50,Veteran,D,E,C,-21.26571032089217,D,72.14947737448188,108.68717150957623,E,E,E,-98.81730011262246,A,106.28439768658333,100.56625466938709,52.93395703955449,B,B,D,23.456019108804714,1
Widowed,36-50,Veteran,C,D,D,70.12936120902525,E,-121.13466026734348,-28.49156239076057,A,B,E,65.4211359020081,C,122.50117278027433,-12.205902552229581,82.14185135530902,E,C,B,15.365261478074583,1
Single,26-35,Non-Veteran,D,C,C,-14.279029216886316,A,148.16815783880128,-111.7001146734087,A,E,C,40.96860524307221,C,-79.65498993398758,72.9288363623914,-48.123808555285244,C,C,C,161.40341208181098,1
Divorced,51-65,Veteran,B,D,E,7.809776101189532,B,6.2325596402032355,162.8443868411673,B,A,D,-109.28708010937444,C,151.04386574640526,-31.85372319238195,-122.52735910577574,D,B,D,127.33315720313271,0
Divorced,18-25,No,D,A,A,-95.97461068883256,E,72.59151590507177,-64.50060339661538,C,E,E,8.823462249195577,A,-62.94464933448241,-152.17258716851393,101.16604344698756,A,B,B,93.42708341936505,1
Divorced,26-35,Non-Veteran,B,D,A,-11.450908836687727,B,77.46502977387334,-13.16012172329295,E,C,C,-1.425004153800209,A,-310.3843882603725,74.31435350607283,72.68828517588653,E,D,E,-37.83111119883383,0
Divorced,26-35,Non-Veteran,E,E,D,-162.47065950701923,D,-32.62029235333622,96.86559399816149,A,D,C,158.10130698053274,A,129.24454394785542,-54.359866621276645,-27.50618607527916,C,D,A,-110.86007868112078,0
Widowed,65+,No,E,D,D,-12.547394642542509,D,8.308439402040415,-108.63982598839887,A,E,D,-61.64364063692629,A,132.4920677732539,60.911222923388266,-59.21475045768374,D,A,A,120.8958926209869,1
Single,36-50,Yes,B,E,E,72.10359604958757,C,151.44004537983938,145.9099969912971,B,B,C,161.2098589464383,D,-0.29196870680665166,-156.34697538970082,-43.11909012688209,B,C,B,278.1599356610606,1
Divorced,51-65,No,C,D,D,17.744770434925385,A,-58.17333239865562,-69.69477522557843,E,D,D,-16.3416133373801,D,-1.3367493243414414,36.928951134070324,82.45951885378116,C,C,C,-197.90193317320578,0
