orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Bisexual,D,A,208.01928845250796,E,-66.6491622597005,E,A,A,A,79.55935784362237,-122.72497166955286,0
Heterosexual,A,B,107.18484246669766,A,-69.70130771167527,D,C,A,E,55.93936305993299,-74.85642930627854,1
Other,E,A,166.05807590117186,C,-138.8229515688563,B,D,D,C,-5.581893526524165,21.065411303313148,0
Other,E,A,28.64485144365397,B,-18.415320738938096,A,B,A,B,-35.13066492635035,47.04979673193596,0
Homosexual,A,E,-0.6163602839129462,B,70.63982012450543,E,B,C,D,267.91006442182635,103.72848364105556,1
Heterosexual,A,E,-7.071231761843466,C,4.9097158234899565,D,A,C,C,-35.36276518304277,-58.373915877794325,1
Homosexual,D,C,-14.387124187390013,D,-44.59279273224292,A,E,B,D,11.460246519849564,69.54715678389414,0
Heterosexual,E,C,-31.211924757475167,C,26.200867005614736,D,A,D,E,-19.68633133227258,80.45593377025322,1
Heterosexual,C,D,82.86754525041104,E,43.475314024657045,D,C,B,C,-138.99050189048012,137.54312995720622,1
Other,A,C,163.35043648364845,A,208.51582847921753,C,D,E,A,-36.63915646149713,134.78278235187744,1
Other,D,B,-90.53076601141403,A,-9.331383123257249,D,C,A,A,41.08835793097425,-37.463544122232754,0
Other,E,E,-90.50413825537865,B,82.83453905668034,B,B,E,A,-96.04640535854621,-205.81936743260817,0
Bisexual,C,D,75.85518063576059,A,-56.16722861006015,C,B,E,D,-114.37625839453358,-73.73192376749805,0
Bisexual,B,E,-63.27380028704934,D,-35.21408448117535,B,B,A,A,77.63596588775576,20.358237037713636,1
Bisexual,E,C,-156.40983655282307,A,-66.25992878955789,A,D,D,B,-23.048094401990866,15.462246535382013,0
Bisexual,C,C,35.92796836994337,B,-172.11338241303338,C,B,B,E,-70.28623350324155,137.12287717476636,1
Other,A,B,-124.41773689730637,C,165.03331531190668,D,B,D,A,73.78927919187515,-2.2960133652636614,0
Homosexual,C,B,200.78697876722168,B,2.904089865216903,E,E,E,D,-57.28150974571658,30.44069344925175,0
Heterosexual,E,B,151.39950015130577,C,112.79634308530468,A,D,D,C,38.67133695985912,-3.054678329201681,1
Bisexual,A,D,-43.95312535429316,E,-22.426440249147287,C,B,B,E,67.44040694700753,64.22309094416171,1
Heterosexual,D,E,117.6906024670012,A,76.99138888603207,A,D,D,A,-52.72664529836612,-168.1400724803439,0
Bisexual,D,B,45.87948490135176,D,-107.60228604792958,D,B,D,B,-85.65898112369301,-180.0847009310744,1
Homosexual,C,E,-24.49745686785848,B,-77.82532110054551,C,E,B,A,66.83852033641804,26.257960425557364,0
Homosexual,A,D,11.944534492423934,A,-76.71247643494794,C,A,A,D,-6.3873446828116975,20.629762558669103,0
Other,A,D,-46.04698022938657,C,4.564150101754002,D,B,C,E,-184.55852500520828,-86.32904518960088,1
Homosexual,D,D,57.446535078251614,B,23.15484603239423,C,E,E,A,-79.64788820047843,-250.8268631129244,0
Heterosexual,D,B,36.88539382773673,A,73.74712098721938,C,B,E,A,24.2922870679165,-100.11930307098709,1
Heterosexual,B,E,-21.921902813840216,B,45.64668398371749,E,E,C,B,215.22640261365694,108.42843153220063,0
Homosexual,C,A,-211.37633147785513,B,171.47850435668948,B,B,C,E,-63.61388272927635,-23.773749004768185,0
Bisexual,D,D,55.0744191862824,D,-82.3625895573544,A,D,D,E,-119.64513642018562,-9.039817773038633,1
Homosexual,C,A,-78.11686130681208,D,19.885495184425416,C,A,C,D,29.634548747738137,88.26834818048499,1
Homosexual,C,C,-6.1205634416117825,D,17.69749774829217,A,A,A,B,68.96496226096872,-13.103061610361324,1
Other,C,C,50.28344776386435,E,-6.691310084274464,C,D,A,A,-10.890951610688031,84.0515790038409,1
Other,C,B,-57.737430563632294,E,30.08042370464949,C,A,D,E,-87.97689789481461,181.86008672799827,0
Heterosexual,E,C,73.63794540118481,D,25.88277133341749,B,B,D,D,-59.85734594482015,129.41941848181207,1
Homosexual,B,D,89.84761186923119,B,-230.64223441210524,C,B,E,D,-61.33809638891678,-85.951134733573,0
Heterosexual,E,C,-38.88414703195606,D,-43.441738249537025,D,C,B,B,-124.91489252816304,19.21636653829224,0
Other,E,A,-59.09812529994461,C,-22.205828146115614,D,D,D,E,-36.94933605043922,-116.70498324756761,0
Bisexual,E,B,76.38667665350684,B,94.75523667117739,E,E,C,E,64.82992957654338,-77.344289065135,0
Heterosexual,B,A,-60.9171387850841,D,-19.50327610302138,D,C,D,A,-75.95316388594773,-80.24504231544121,0
Heterosexual,C,E,-131.06774234102807,D,2.93614705895962,A,B,B,D,-160.840913082854,-11.646249327327626,1
Homosexual,A,E,-3.345263243019826,C,-34.72987385881891,C,A,D,C,122.21860578334969,134.0405887988637,0
Heterosexual,A,D,-123.6927789013502,E,113.98409406883027,A,A,C,C,132.7926598605136,-134.77939402967982,0
Other,A,E,-127.2120077371017,B,30.634869333206993,C,D,A,A,-124.2805052095074,-75.21920383621851,0
Bisexual,C,D,-21.37845290742817,C,69.06512167081063,E,E,E,B,-1.576905195534651,77.12622731187862,1
Heterosexual,A,B,33.514283275445884,D,29.728393908243973,A,E,A,D,159.72897619838164,-70.93874975166929,0
Heterosexual,A,D,-65.75467014291459,D,-87.84509289759076,B,A,C,B,-9.970916229139313,-121.12999092635121,0
Bisexual,B,D,-164.13187234732877,A,30.202425457943562,E,C,A,C,-132.47514432748264,60.909078380872096,1
Homosexual,A,D,-119.64513843770727,E,17.46061478987168,E,B,B,E,1.4020291273965007,-104.88089666602465,1
Homosexual,B,A,-25.732811043361515,A,-20.42736943091916,E,A,B,C,-256.31754468018823,-45.32379146360758,1
Heterosexual,C,C,104.92848341519965,B,22.336663507825687,C,E,C,B,129.47906728015838,26.59506975151602,1
Homosexual,D,A,-21.885590907260337,D,57.12069305374923,A,B,C,A,74.72286732560161,-5.183877357940269,1
Other,C,B,-20.140241764663585,C,-39.29478116973611,C,E,D,B,-54.84083517326673,-36.36179687041586,0
Homosexual,B,C,43.21873826150522,A,0.706165754052058,D,E,B,B,221.02258284770278,18.44340787478955,0
Homosexual,C,C,61.91705903929754,D,107.21244611818537,D,A,C,D,-49.51130714494826,51.29280150167143,1
Heterosexual,E,D,89.32346108754548,A,257.73540230448947,A,D,A,D,4.704799925208684,-39.582658066005166,1
Other,A,C,93.46601529495857,B,-231.18983218354407,D,C,E,B,10.873459736918166,-153.49849742888006,1
Bisexual,C,D,-110.96519401111993,B,-128.43831979551481,A,C,D,D,125.53624327487442,36.641492992647464,1
Bisexual,C,A,91.9754506576256,D,-131.85018423851943,A,A,E,C,-10.713796417535386,-137.1410175103329,1
Bisexual,C,A,13.1841952319853,D,-49.18640213633018,A,B,D,B,8.411219461692665,-113.12922364887999,1
Heterosexual,B,A,-127.87728796456783,E,-198.79476373114449,B,E,E,C,-317.88930963828636,-176.29155044206163,1
Bisexual,B,B,189.58963371456394,E,57.57216066457844,D,D,B,B,-31.83744256199701,-16.20359608281578,0
Bisexual,A,B,-72.17171482858853,D,-59.99652910770259,A,C,E,C,7.070485886257062,-14.849838016844991,1
Bisexual,C,D,15.24516165663534,C,-113.89336169029329,C,C,E,D,18.270832404077055,11.399409156137024,1
Homosexual,A,B,-22.948707520134974,D,58.90618687762661,B,E,B,D,-84.43491801273846,-119.57030155606748,0
Heterosexual,D,E,34.645383263336136,B,57.41219031272914,C,D,B,D,73.76999809019334,150.91905631107718,0
Heterosexual,D,E,45.603109000529294,C,44.497824408867956,A,B,D,C,76.6663185200031,71.9152940557373,0
Bisexual,C,A,65.39047793107059,A,15.919951355601448,A,D,D,B,-78.3487741343242,-39.42836716325689,0
Homosexual,C,B,79.29287215951113,A,98.98796218123812,C,C,B,C,225.67831902579792,101.8550266617008,1
Homosexual,A,A,-84.78530079596767,C,-300.9215505523966,C,E,C,E,-128.06155151357135,70.96716012650425,1
Homosexual,C,D,-61.236225831574096,A,124.8084819763115,A,C,A,E,-81.20991291974791,231.9061301512131,1
Bisexual,E,B,-41.52432832875343,C,-44.00066584955403,D,D,C,C,-37.93599296938346,206.57355331466866,0
Bisexual,C,E,-33.20681445183739,B,-257.0994187258369,A,A,D,E,238.45408131209993,-156.95042294210526,1
Homosexual,C,C,-16.726526641967883,D,19.603649156653127,E,D,E,C,77.67823425355161,4.312523423155506,1
Heterosexual,E,C,-121.41417205444212,E,-135.59615885161153,C,E,D,B,144.65615259609888,-82.29754438033955,0
Bisexual,D,B,77.13300958982016,D,-55.10953701985921,C,A,A,B,40.72084084967849,18.56034423817412,0
Heterosexual,E,A,-40.48931981404041,B,189.79137065485102,B,C,A,D,81.35092020004197,23.304518491714845,0
Homosexual,B,C,31.865726577573867,A,38.91817655466939,C,A,A,C,30.54853008478753,50.547053524925275,0
Homosexual,B,C,-103.26117462552592,E,23.740658707232313,A,D,C,C,-162.96132606570438,167.90113493594788,0
Heterosexual,E,A,15.200068311028794,A,53.59011856208716,C,C,B,B,51.312656991557105,-111.28224046104849,1
Heterosexual,E,C,21.232486124914214,C,-131.58299512260453,D,B,D,C,58.192216788748794,-189.47424786487795,0
Bisexual,E,D,188.39215380515805,A,-53.79463835915877,E,D,E,D,64.34768012323701,180.67491561913025,1
Homosexual,A,E,-58.76145729845052,E,-55.61756519513551,D,E,E,C,101.49247447468497,-12.262002738737946,1
Homosexual,D,D,34.21922852115855,C,141.53548108078311,D,B,A,D,46.69821556480956,-103.03933352410995,1
Bisexual,B,E,-57.826458836026816,E,166.80261328466938,A,C,E,B,-60.95995646875097,80.04851572462107,1
Bisexual,A,E,200.06304595475783,E,-30.395950755633294,C,E,B,B,89.63256441701688,18.29212861821335,0
Other,A,E,-164.14135985606566,C,-61.37895327220437,E,B,E,E,-133.21576118086784,-20.04667070268817,0
Heterosexual,D,B,55.653952240821745,A,138.9932745671143,A,C,D,A,49.206006754834476,49.914287263453886,1
Other,C,A,-82.73950850893155,E,-226.40170727399592,D,E,C,A,-187.7799541163823,-50.53867428031411,0
Other,B,A,-88.3660938787344,E,3.5854138107123736,D,E,E,E,18.006163832735783,23.767526607166804,1
Heterosexual,D,D,-83.56670872851303,E,-42.378818246911116,B,D,D,A,76.89719767342393,59.647568555507014,1
Heterosexual,E,E,-74.36463965654,D,45.38887806933119,A,D,C,A,-86.25784544554601,69.9646461109585,0
Homosexual,A,B,-98.8779273072787,C,61.71474089293068,D,D,E,C,142.97561144498982,-37.40907100331105,0
Bisexual,D,E,-81.26416681913143,B,-43.73429647374192,B,E,D,C,108.16007525053482,45.90623404851125,1
Other,A,E,-8.100724467978216,D,-250.38213048036897,B,D,B,D,77.28660838200707,132.36248660171455,0
Homosexual,C,C,-25.96482259331731,E,23.994976624496907,E,B,C,D,-22.83193923563653,24.885643054794393,0
Bisexual,A,B,-40.15530637598334,B,-62.67968979684769,C,C,E,A,130.32762295147197,-74.23615106292438,1
Heterosexual,C,A,138.29332165995498,E,31.847360429438726,E,C,B,A,-227.3157650371328,72.25112316765706,1
Other,D,D,-24.66917473391813,D,86.1423299656763,D,E,B,E,15.241452618307944,130.3358778796643,0
Other,A,E,-59.56063210688784,A,113.23346772137373,B,C,E,A,8.875969276448862,-19.407422309711023,0
Heterosexual,D,D,131.90410265377847,A,-94.35474489563234,E,B,D,B,-208.93065537152094,-37.30302036412806,1
Bisexual,B,B,27.85429006512458,D,58.639230231716546,B,E,D,C,32.842064420373525,47.63510211089515,0
Homosexual,E,D,-150.4703301177414,E,17.953095487125196,D,E,B,B,61.160680814455006,-122.63955182006315,1
Homosexual,A,D,-27.105328939491603,B,-14.030609170725922,C,A,B,A,-34.50680681765794,94.29416336939592,0
Other,E,E,-81.05747287275052,D,26.08993072048678,A,B,E,B,-62.60436821103726,-73.90131343584532,1
Heterosexual,C,A,47.94873004432159,D,-30.821875401849763,E,C,D,A,-87.54524423996395,-34.16130297177577,1
Homosexual,A,C,78.79224770897702,E,-56.59127557188817,C,B,B,E,-6.615436246351164,17.697809273902337,0
Other,A,A,-79.01655770231591,E,32.38655616705665,A,D,C,A,97.9494625898208,-23.4205897429895,1
Homosexual,A,C,4.545029332072533,C,-8.658520889183114,E,B,B,D,78.44583062123213,-175.18629536935237,0
Other,A,B,6.755913689050523,C,-119.34718617873033,B,A,B,D,94.38489362785835,-135.53106090640694,1
Bisexual,A,E,-102.32631025011874,D,76.8009980507969,C,B,A,A,14.26007971838966,49.770534282252015,0
Heterosexual,A,E,-37.2078965149963,C,-83.06918151811722,B,D,A,A,-20.933036823809054,111.43672887436631,0
Bisexual,E,E,-78.62586689303495,A,57.45660811320581,C,C,E,A,32.30131126223959,-75.42356993299101,1
Homosexual,C,E,-74.22820345272744,B,68.09967091931448,B,B,A,D,42.85436503038101,-38.93183383410351,0
Other,E,D,63.18593631050452,D,-214.04138927130347,D,E,B,E,-66.72426983745335,-27.892259586211924,0
Bisexual,C,B,83.05816307126756,C,-114.04864696573725,C,D,C,D,-63.415877566332604,66.82214207232278,0
Heterosexual,C,C,-57.823925020231016,B,49.35875752257633,B,B,D,C,-172.10676603989512,-144.10252506097234,1
Heterosexual,C,B,-117.79110296649087,C,3.4377139525087483,D,A,E,B,-192.70883480473327,102.61082785286777,1
Heterosexual,B,E,131.66380202129352,A,-61.25338152223192,B,C,A,C,68.18287348751844,42.97043559842331,1
Bisexual,A,E,151.419188294128,A,-88.7250836461628,D,E,E,B,132.2662529838597,168.99691901166213,0
Other,E,D,179.7164692822219,A,43.39006079540778,D,A,D,E,-25.040758955001568,29.35377643990777,1
Bisexual,D,B,104.03678820652587,B,-61.10503566052563,D,A,E,E,-40.77203837389541,89.93742779033957,1
Homosexual,C,B,-127.0339859559036,E,-16.7516603628987,D,C,D,D,0.5427125137255623,97.6239262284437,0
Other,D,B,-3.8039461268348,E,-116.98404621244632,E,A,A,E,-15.806317360336255,-44.74972792180022,0
Bisexual,A,A,-50.32978886004587,A,-99.48872929360365,E,A,A,D,29.74217818823503,-205.7953835023815,1
Bisexual,C,B,-72.4321546574093,A,-5.021871177869172,D,B,E,D,-5.780309256474492,45.517432892388044,1
Other,D,D,-150.0250724685516,E,-0.8538621944314676,D,E,B,E,61.22569455704661,46.82199791368923,0
Other,C,D,-64.00700680465742,E,10.344963318940618,D,E,B,B,5.395483081202427,71.35951748632118,1
Homosexual,B,C,-92.27918830982516,B,-51.37368528584756,C,C,B,E,94.49064641840718,-82.19204413245497,1
Homosexual,C,E,-35.665067518416215,E,-14.68289875690787,C,C,A,E,3.4416718532749564,106.2878335417439,0
Bisexual,C,A,-93.75063145689612,C,99.67820584189727,C,B,C,E,153.78315910705118,-53.1269456730747,1
Other,D,A,21.09006766676112,A,47.335546322635345,A,C,A,B,192.78441093376776,-75.12018125466923,1
Homosexual,A,B,-18.519413205754155,D,49.3402377286886,B,A,C,B,149.89078330999877,22.56193540317433,1
Other,A,E,-55.78757830041865,C,-61.63898410943573,A,D,B,D,41.628133471189216,-103.27641359993618,1
Other,E,E,-188.55091156067644,E,97.14689373863735,A,C,D,A,-17.89808980039231,66.95283206270729,1
Homosexual,D,B,64.55565639015202,E,118.33755639416283,A,A,D,B,-119.93974392811533,69.58979514447331,0
Bisexual,C,B,48.309199573428955,B,50.608473054964385,B,D,A,E,86.49987726597513,-68.11568757507214,1
Other,B,B,-65.66477596774972,E,134.23415304874032,A,A,D,E,-114.38805530697877,95.4739045468725,1
Heterosexual,D,C,-121.64775604620672,A,134.34981375447882,C,C,A,B,31.147769242115668,200.88004729262087,0
Other,B,C,-91.82171050438453,C,6.60002950944331,A,C,D,A,-66.04345980396918,-149.7198368327793,0
Other,E,D,-25.6288911406937,C,21.539807124409982,A,E,B,A,-105.7143194876599,-105.74250785001793,1
Homosexual,E,A,57.59609565690611,B,-47.11933699256098,C,B,D,A,19.462210155581445,188.00981158094365,1
Heterosexual,B,D,-60.573519639220194,C,-141.06088933802997,A,E,B,E,-184.3788440589392,56.234749691225105,1
Bisexual,A,A,-9.619947591603518,C,3.9988259818626553,B,C,C,E,23.814440709390382,117.8314555594739,0
Homosexual,A,D,78.40453158820357,C,-120.02317874227583,B,A,A,E,-133.9314974620315,-4.977633071536034,0
Heterosexual,D,A,52.339577879001595,C,43.13417914722562,D,E,B,A,-129.35699332377376,21.922947053316783,0
Bisexual,C,C,-87.98448730728535,B,108.77184395582104,B,C,D,B,117.4298151883127,-5.822682056127461,0
Homosexual,C,A,146.11332314201417,B,2.8235194528556917,E,C,C,A,-305.27993142335606,47.25530777069028,1
Bisexual,C,E,-8.197112512093698,D,55.59189757877579,B,E,A,B,-178.09293550909314,-89.43843566687087,1
Homosexual,E,A,76.87589586944326,E,55.20251378625157,E,E,E,B,209.70822522702667,3.1102874454910423,0
Heterosexual,E,C,72.69747131532453,D,-110.2193514606316,C,B,A,A,79.7305937031789,176.00384241585115,1
Heterosexual,B,A,-25.21838688523193,C,-49.661241442333875,B,D,B,C,-38.65637919005764,57.2034470295881,1
Other,E,A,-27.61062419924783,B,66.80961185503622,B,C,C,A,2.0725179612126934,-86.50688636110239,0
Homosexual,A,E,132.281945890291,A,-5.670738377818675,D,C,D,D,-35.41669594008921,64.18776048433101,1
Other,D,B,-7.152100627132637,D,87.85778710566908,D,B,B,D,73.92893544429356,-139.5239659150886,1
Homosexual,B,C,122.22798164736908,C,60.41795624795077,E,C,B,D,-30.92155266983547,-205.31621988944556,1
Heterosexual,C,C,170.55132094824344,E,23.910663493766336,D,E,A,A,-39.55711007823187,-128.12842990171666,1
Heterosexual,B,A,-10.853648125829192,C,-61.103519937775644,B,E,D,D,-22.176396232673795,21.58825071608573,1
Heterosexual,A,D,-83.54508179365688,B,-105.72160826893335,E,B,D,C,112.11152935722365,-52.58522730813642,0
Homosexual,C,A,-77.80498236121771,C,-12.630535425077113,A,C,E,E,-116.04795184427721,156.27358645419568,1
Heterosexual,C,D,76.78077115446904,D,-90.6906376683745,C,C,E,A,7.336260290421537,-21.762292046660615,0
Other,C,D,-102.8421830014268,E,-82.29993356037589,B,C,B,E,145.87647883904123,-93.88790067135369,1
Other,D,A,30.632888843629825,B,26.269902498178993,B,D,A,E,69.90578693263167,-34.70751789568339,1
Homosexual,A,E,-73.2606573944333,D,57.728438310452404,A,D,E,B,81.82835625540645,-48.62361820547046,1
Heterosexual,D,B,-136.5682051328566,E,3.563934126410906,E,B,D,E,182.28079480525295,-47.55740017512232,0
Heterosexual,B,A,162.88826906074178,A,66.33571205307611,E,E,D,B,8.659937344394185,77.96628309455195,1
Homosexual,A,D,-28.310358892903327,E,-61.08978675294948,B,E,D,C,71.38319607961789,-39.66575893563613,0
Heterosexual,C,E,-129.63843572020542,E,-61.34349980777037,C,D,D,A,16.05190287403358,38.83190797771729,1
Homosexual,D,B,56.92325948022729,B,28.594885502851607,E,E,B,D,126.96919508800941,6.315614412339259,0
Heterosexual,A,B,-3.870394568360047,B,148.53396535185323,B,D,E,A,25.169928899808607,1.081119820273326,1
Bisexual,C,D,82.40297208183374,A,29.98912782315926,C,C,B,D,-200.19363659580625,-0.6518755487582466,0
Other,E,E,-45.84850315950722,B,-20.03184708208886,B,D,D,E,15.134710509716944,54.009339778964105,1
Other,B,C,113.93437234771402,A,110.68962909671791,C,A,E,A,-11.033219022581427,-95.59079083339572,1
Heterosexual,C,B,-1.7740605923020631,D,270.1539686467656,A,A,B,A,0.7360741283595824,46.951916335115634,0
Homosexual,B,A,17.961814621704484,E,-119.17616102620372,E,E,C,E,-83.2901167396937,104.78053367215074,1
Heterosexual,B,B,81.15488580891257,E,68.79107809865691,C,A,A,E,70.83796467476748,82.12182692320428,1
Other,B,A,144.31569139861145,E,53.40964076018273,C,B,E,A,-88.68365443723069,-12.655717476610503,1
Bisexual,E,C,-112.59893296791863,D,45.80619331193044,E,A,B,D,3.244035985387551,-0.9379629176358067,1
Other,A,C,214.98348560157194,A,70.16269643632148,B,A,C,D,-106.16407052845382,14.422743889245988,1
Heterosexual,B,D,-17.460509952983102,B,-44.01587505429503,B,C,C,B,30.476139473067747,234.5948354738088,0
Bisexual,C,A,81.73157515450315,A,67.44752852387121,E,B,C,C,105.15785076384499,166.17684195461283,0
Heterosexual,C,C,-168.9554575070608,C,74.05258219404335,A,C,A,D,141.35163352770914,-157.56689428487672,0
Bisexual,D,D,-147.39425438930712,A,41.54739779704483,C,E,A,B,-60.78793347777784,-20.39215745416161,0
Homosexual,A,D,-199.37545515818712,D,-68.4573442165857,E,E,A,E,-38.078721701286156,66.34571200761692,1
Heterosexual,E,B,210.04283080017737,D,54.31892461407709,E,C,A,C,88.18199371390956,22.711252944297232,0
Bisexual,D,E,-69.43777497582579,D,-4.653591216670751,E,E,B,C,-39.93275485653285,-26.789133745447362,1
Other,A,A,-8.04075746772474,A,-116.25300326220827,E,D,C,B,-52.69827064688462,-63.541830505852914,1
Homosexual,C,D,-6.208486206950854,C,13.620340091092743,A,B,E,E,32.65212826340166,37.13688291758416,0
Heterosexual,C,A,-30.67924459714947,B,103.35322562130204,E,A,B,D,-141.3433045046913,40.89157281783144,1
Heterosexual,B,B,233.51406523154475,A,98.59946725667467,D,D,A,A,-126.91039089937487,38.32621501123925,1
Heterosexual,C,E,43.10821438078578,C,-29.42118550251492,E,A,C,C,8.847443776093115,-59.223873261954274,0
Heterosexual,E,A,-148.65988626730834,A,-42.681756069532526,C,E,E,C,-59.885710075553355,-64.13267913479346,0
Bisexual,D,A,52.47962320327646,E,4.77136510941968,D,D,C,C,10.497611968365545,96.6136249301338,1
Bisexual,C,E,40.85703638710903,D,-31.616498589197928,C,E,E,E,57.306544550781105,118.48165042468301,0
