sexuality,Veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Non-Veteran,None,-74.78971192429013,C,C,B,-51.144425364260094,E,A,40.64416813099545,A,-35.853183399046436,C,-2.0198665994507694,B,C,128.8347721803501,B,E,0
Other,Yes,Physical,100.98242392171099,B,D,C,-212.70636435905993,D,E,5.0795114132025185,C,2.2508269994433743,E,81.51604339411517,D,E,-39.239533704212,A,D,1
Heterosexual,Non-Veteran,Yes,148.19738572686268,C,A,D,120.28849666376482,E,D,-30.00404482274029,D,-62.046470145635055,C,-53.53582699989732,B,C,159.8263495833474,C,D,0
Heterosexual,Veteran,None,-48.7600506404122,D,C,D,-5.326863340627538,E,E,109.3052975232325,C,60.7672207789553,B,193.5300740887967,C,E,49.382086184979975,B,A,1
Heterosexual,Veteran,Both,-103.02131395739642,E,B,B,34.87199292270977,C,B,-160.0877354735139,C,-177.19393866425125,A,-42.334957246024075,A,C,-13.096553890970903,B,A,1
Heterosexual,Non-Veteran,Physical,-49.19539438162193,D,A,A,81.55799942787296,D,E,53.05540738275031,D,-43.71276553825596,C,125.92026425326873,A,A,-8.774686852268815,A,C,0
Other,Non-Veteran,None,-103.43267887208269,E,C,A,-12.956875522996642,D,B,56.70634265908766,C,127.22259864516371,C,88.8653883968323,E,A,-105.25186234524742,E,E,1
Other,Non-Veteran,Mental,0.7329817379668879,B,C,C,78.76509092877886,C,B,-58.73201060942274,A,13.588973286549352,B,-88.08270553232508,B,C,-7.748679229652542,E,C,0
Other,Veteran,None,51.155237021387514,D,D,C,-214.45344297346156,C,E,66.28092793276605,E,88.54970527779837,A,-10.732128431906066,E,A,-169.81216242707154,E,A,0
Heterosexual,Non-Veteran,No,-150.1275769267123,E,B,B,-43.50270133000971,A,E,8.174923785065289,E,-55.731702796756466,D,-39.014102263207064,C,C,-54.16828286203129,E,D,1
Bisexual,Non-Veteran,Mental,113.47911885906528,B,E,A,-7.763489780153948,A,D,-1.6787586819939544,D,43.17392706253188,B,-93.68990722691822,A,C,25.902467840239602,E,A,0
Heterosexual,Yes,No,-10.183622181148069,B,D,D,-85.2272428152627,D,C,-10.32927055966041,E,66.88496608346308,E,17.90354761989593,C,C,-146.62103573167178,B,C,1
Other,Yes,Yes,-30.345863747588258,D,A,B,-15.150639143696711,A,E,-106.14680575212773,A,126.47079249914077,A,-11.775475981556804,D,E,47.369241843530844,E,A,0
Homosexual,Non-Veteran,Physical,-4.12374099313352,D,E,B,111.16935107730856,B,A,161.59401222400095,C,22.819986589959793,A,88.30639125035289,E,C,-90.14092277199822,D,D,1
Homosexual,No,No,-48.83972812715271,A,C,C,-31.22472889989567,E,D,-66.27138836860479,D,167.80714436133826,C,-80.17667436541859,A,E,56.255341170602804,B,C,0
Homosexual,Veteran,Yes,-14.839324358889774,C,A,B,-13.963764302924536,C,E,0.383596887568306,A,4.411345483167711,A,-63.26580165603887,D,A,-12.045504392174353,B,E,0
Other,Non-Veteran,No,-103.29515012122545,D,A,E,42.41712855522865,D,A,117.57042692562436,D,-23.055526472468458,B,-112.10648773556173,E,D,181.65214231262138,C,E,0
Bisexual,Non-Veteran,Yes,-17.797568249404545,B,A,C,-159.16994069068798,E,D,47.57573241767351,E,-62.25341825829447,E,15.384024524984339,E,A,25.88852751577179,B,A,0
Other,Yes,None,-290.4401199620237,E,C,E,-44.60333980515227,B,A,-55.330406529070345,C,-34.5688199506737,A,44.28111944740751,E,A,121.68481740283453,C,B,0
Homosexual,No,Both,165.91196300650915,A,E,E,-83.15852856051028,C,A,-31.155782850332876,A,-213.3844591067157,A,-29.018583181206953,C,B,94.85187825566274,D,E,1
Bisexual,Non-Veteran,Yes,119.81806181120358,C,E,C,48.952473002098316,A,A,-38.10958985585794,D,-68.58817662138934,D,-46.197760989871774,B,D,157.4125149455636,C,B,0
Other,Yes,Both,47.80998821148516,E,D,E,-117.16161408460752,B,B,117.48339603750641,D,-42.00113429631018,E,34.95301702886989,D,C,54.009690821292025,D,A,1
Bisexual,Yes,Yes,-25.87485289016575,D,C,D,-208.42659293131587,A,C,2.100693971831087,B,-9.557219490778222,A,37.45885016790428,E,A,36.96062798918403,E,D,0
Heterosexual,Veteran,Both,-155.1685639200527,C,B,B,-116.90225213664066,A,C,243.10729557791552,A,-24.236931485135692,B,-62.91678444345998,D,E,155.49820373381806,B,B,1
Other,Yes,No,23.417953741466402,E,A,C,9.75360884969897,E,D,130.79703945173736,D,260.8095959238912,B,71.98608588356147,C,D,27.197298430659643,C,C,1
Other,Non-Veteran,Physical,140.31916206202374,C,E,C,148.4295479103766,B,A,9.507547300520146,B,-177.82675573928412,C,67.2049093365502,E,B,210.897546863328,B,A,0
Bisexual,Yes,Both,20.63722695080857,B,D,C,-115.95812627584617,D,D,85.1215183658999,A,290.9591500539901,B,15.548860548858222,C,C,-40.00640782565046,B,C,1
Heterosexual,No,None,27.520449904544364,D,B,A,99.10315763832696,B,A,233.81210239151673,E,130.58998378879926,D,-134.14588009886464,B,B,-25.53047381709737,C,E,0
Bisexual,Yes,None,81.82300786813538,D,B,A,110.16393309560539,D,A,23.297575442978278,B,-42.188531166213366,A,102.57695380170699,C,D,103.70316170806558,B,C,0
Heterosexual,Non-Veteran,Both,62.653160906408885,E,B,A,59.17575388830293,D,C,-29.868610259338634,D,-21.195606782932497,B,-21.085287441717895,B,D,57.770764916610084,B,B,1
Homosexual,Non-Veteran,None,54.0364420056838,D,D,B,7.649258285010157,A,E,-60.2360238480491,C,166.68747618041488,A,-29.285111341161812,E,C,-2.9284380657438565,A,E,1
Other,Non-Veteran,Yes,38.262346219942685,E,B,A,-28.62049036902828,C,C,-179.856914451297,A,29.28715515375272,D,4.280951903324902,A,D,-30.141667578214342,B,B,1
Heterosexual,No,Physical,-126.64087706094587,A,E,B,185.83404616153962,B,E,-1.7061693924225316,B,-153.96500925281413,C,-43.6325201763159,C,C,-81.88189686302702,C,E,1
Homosexual,Yes,Physical,138.75435804956504,E,A,B,4.086814364464787,E,B,72.15411406615208,D,69.34291981609515,A,-86.3990554838899,C,E,21.795312120466797,B,D,1
Bisexual,Non-Veteran,Physical,59.70100153349207,C,A,E,162.4232586188817,B,D,109.44264696541586,B,-188.13531952036334,A,-174.27102103195799,B,D,-73.97112807346237,A,C,0
Homosexual,Veteran,No,72.07407336759809,C,C,B,7.676549212438616,D,C,-20.539420670143606,A,-62.76511298160447,D,4.34337141809183,B,E,2.7864108563205963,E,B,0
Bisexual,Veteran,Physical,-90.62559764722108,D,C,B,56.53348512377313,A,D,67.2799657342821,E,45.41090425206652,E,43.830452959379436,E,B,92.41355769250997,C,B,0
Other,Non-Veteran,No,99.27400107127475,D,C,C,-108.79083713101888,D,B,240.76031133246244,C,-126.58322644994169,A,0.7801982612271918,B,E,201.35158477416053,E,A,1
Bisexual,Yes,Mental,-78.07310685250368,E,D,E,-24.72221685865906,D,C,-1.680304073111748,B,89.4086550075821,B,-62.25004372112397,C,B,-15.028198838416762,E,B,0
Bisexual,No,Mental,119.13366245908279,B,D,D,-125.67052448773165,D,D,-30.108572255597345,D,40.814886090360694,C,-59.96249696454633,C,D,-12.930118326213554,C,A,0
Homosexual,No,Yes,1.3325707557435245,D,E,C,103.6889410488997,B,A,129.4162949818679,D,180.49803487691446,A,-151.9779907101396,C,C,-2.7898748387620005,C,B,1
Bisexual,Non-Veteran,Both,47.43292877815546,A,D,A,-66.36717189589503,E,B,-149.5447925975568,A,-105.19318814736197,A,116.93323345744801,D,D,-168.09820496436208,A,D,1
Homosexual,Non-Veteran,Both,196.73617267176314,A,A,E,-23.180833275831045,E,C,78.80784684407983,D,-5.479695008755306,B,-27.352898495102263,D,D,99.93332557769125,B,C,1
Heterosexual,Non-Veteran,Both,21.07541520869349,D,B,B,-35.201954201598056,A,C,89.80624757444379,B,-58.477851023713676,C,-98.28542191419997,C,B,10.143425786416982,C,E,0
Bisexual,No,Mental,125.90174386515811,B,C,A,24.964339122476783,C,D,-45.752058776778185,E,109.95652425312645,A,190.34492079914418,B,A,70.41156873385216,C,A,1
Heterosexual,Non-Veteran,Both,-13.650726437064408,C,A,E,17.317430458881685,A,B,71.0040623924288,C,-18.539190038300738,C,105.63501916077871,A,E,40.77333968404981,A,E,0
Homosexual,Yes,Both,-118.02351302090403,C,E,B,138.8437397349771,C,A,-59.10135270241099,E,44.30020622137666,A,201.69506253464255,E,D,-7.677962987005685,C,C,1
Bisexual,Yes,Mental,122.61267450794315,B,A,A,-130.86900496956002,B,D,-100.13434085795127,A,-144.6203097822291,C,-54.54309008475722,E,C,107.6119931387832,D,B,1
Bisexual,Veteran,Both,78.86748690607205,A,A,B,-226.4652971240062,B,B,143.90896858035757,C,-21.453354249116437,B,-155.59109854154997,C,B,-46.593637433278175,C,C,0
Homosexual,Yes,Yes,-137.4961914519629,E,D,A,55.89318725532036,C,C,-150.574616685634,B,-97.03046960841874,A,-90.95691949090492,B,E,-3.1424883106805552,B,C,1
Heterosexual,No,Physical,-41.93873485762565,D,E,A,-18.705195847416626,A,E,11.834783593668757,A,-56.663455471791465,C,-122.15863013481491,D,B,6.608691555897374,D,E,1
Heterosexual,No,Mental,53.81727136989799,A,A,D,-121.09694237841641,E,D,-165.0823038716736,E,-25.535324934064796,E,53.56778123621609,A,D,-99.75275696066632,A,C,0
Heterosexual,No,Both,-66.29745247397094,E,E,C,108.35557183469098,B,C,67.66018239691532,B,-42.74494542530604,B,70.94665183079793,A,C,15.923226632765841,D,A,0
Other,Yes,No,-39.306062468531636,A,C,D,-46.99236145980236,B,E,-155.11566938447362,D,122.39159938838007,C,118.57411221837948,A,E,37.23439266751418,A,A,1
Bisexual,Non-Veteran,Physical,205.35362653008255,C,A,C,-63.968301049574386,B,E,106.2842707899494,C,12.869536896549649,B,55.834425312708724,E,B,-105.96382107528765,A,C,1
Other,Yes,Mental,-74.001106984775,D,B,A,-27.0659241844499,A,A,73.28419284117771,D,320.92896972424876,C,67.1122501891296,B,D,208.5706665109083,E,D,1
Heterosexual,No,No,-39.41049368913089,D,D,E,47.65000700564293,C,B,40.905774981571795,B,66.84527430339399,B,-39.317085623302,A,D,25.77581170691927,E,B,1
Homosexual,Non-Veteran,Yes,74.05322951590664,C,B,C,-163.12590067173014,D,D,12.033516048429368,B,-14.81535480785581,A,-6.5225284294406105,D,A,-116.89294269364498,B,D,1
Other,Yes,None,122.88730256337463,B,B,B,19.62961402509568,B,D,114.1876425461844,B,27.890712895462805,B,55.30455123100161,C,C,-84.62409954362032,B,C,0
Homosexual,Yes,Yes,-62.125384591993274,A,A,A,-114.60313683180934,A,D,-56.521350894854926,D,-142.87982878196254,E,16.10876420783543,E,E,-42.29851207361768,E,E,1
Homosexual,No,None,-11.091915066578057,B,D,D,-128.3712230264826,E,B,28.51989122074958,B,-9.400077621558022,C,-4.735319024447027,C,A,-108.84670691460374,B,A,0
Bisexual,Yes,No,-153.1420277105444,B,E,E,-27.493970149342438,D,A,74.30281724391664,A,-105.35976445948099,C,-12.480558667451124,A,A,118.5977032901864,E,A,0
Homosexual,Non-Veteran,Both,18.927809942414058,B,A,A,152.65138894543384,A,E,-206.7080554252385,B,-60.98560473319032,C,110.76603455298897,D,C,62.00338362700776,B,B,0
Other,No,Mental,26.552325687177287,A,B,D,128.6267259235969,D,E,109.29523820553055,E,-57.55437566720877,C,-74.89442206786313,E,C,-114.37253940542307,A,D,0
Other,Non-Veteran,None,44.70874978350949,D,C,B,122.2779245346326,B,A,-88.83385157260116,C,38.51747148256609,B,-38.40359139748766,C,D,33.92476844251363,E,C,1
Homosexual,Non-Veteran,Mental,-132.59311024720947,B,D,E,113.4436695934344,E,D,-8.783751946239384,D,59.64042815997338,B,-80.79334793911144,E,A,-91.42550788725325,A,C,1
Heterosexual,Yes,None,33.47071557721348,A,E,C,66.94044503478946,A,B,19.850562616406865,D,-98.8515714090475,D,-121.38575748542999,D,E,-2.5989724355658073,D,B,1
Heterosexual,Veteran,Physical,-111.86666277089465,E,B,A,43.862905861432324,D,C,-30.705236942373908,B,-77.56999815684192,E,2.8989742364662106,C,E,-123.50792969761379,D,C,1
Other,Non-Veteran,Both,36.21420309085955,D,A,C,-71.89559742333988,B,B,-247.12935970321567,B,118.5402126140689,B,-285.4797466480626,B,C,199.23347673969488,A,A,1
Other,Non-Veteran,Mental,-159.99592434456775,C,D,B,33.47217597405643,E,B,12.308646768479482,B,15.163107505886178,E,-65.19967342439419,A,C,46.71703158662538,C,D,0
Homosexual,Non-Veteran,No,79.69830856109539,B,D,D,-90.76627974782603,C,A,-38.14765942173523,B,81.70610361374835,C,33.26150303032136,C,A,-143.3560816892665,D,A,0
Bisexual,No,Mental,-59.34915479286838,E,E,B,161.7365587536358,C,C,37.92949317118832,E,-13.935593035036437,A,-42.23616995082807,E,C,74.10416882954746,A,B,0
Other,Yes,Physical,61.551934169561875,C,B,D,133.0634075306667,E,B,-149.3228082965645,B,-206.5791584738939,E,-210.01034076704605,B,C,-18.6380365211586,A,D,1
Bisexual,No,Mental,-330.67405375197205,E,D,B,-48.76668038695825,C,C,-107.16767107626264,E,57.241321734195594,A,-158.99579919187187,D,E,-76.53933502723459,D,E,1
Bisexual,Non-Veteran,Mental,29.833512903977123,D,C,A,34.97134625067666,D,A,91.91874114435687,B,-15.617321269621371,D,-1.3731143372904133,E,D,18.646095304165122,D,E,1
Bisexual,Veteran,Physical,-2.98648339843248,A,B,A,43.138422640043636,A,C,67.20744963961855,C,-137.7561647065383,D,-229.75713813114646,C,B,-95.4521496646538,A,C,0
Homosexual,Veteran,Both,146.87540246009445,C,C,A,20.821039250475724,D,C,70.64372057942002,A,176.1163879669517,E,-3.1266924691211595,B,B,79.8853229258898,C,C,1
Homosexual,Veteran,Physical,-67.85300861661261,A,D,B,-115.04772537690431,D,A,40.106559197619454,B,40.06186033841964,B,46.87308922822343,E,E,-128.8560128082911,C,E,1
Homosexual,Yes,Mental,169.34977558322663,B,D,A,-15.03228270153976,C,B,56.424355830328885,E,62.60125344867061,B,-81.79662927280047,B,A,-20.492978824835877,D,B,1
Other,Yes,Mental,139.07292511392052,D,C,A,-143.92720754764835,C,E,-54.264232822059036,C,-24.044725028710634,E,-40.09660292633026,B,A,127.2331904247328,B,A,0
Other,Yes,None,47.17568256556915,C,D,E,5.680184728453059,C,A,-164.92667738876304,C,60.085797912356995,B,-27.3901220264062,E,A,-207.0182151465091,B,C,0
Homosexual,Yes,Yes,-30.735707122916107,C,C,D,132.4890299142089,C,D,163.8912472590806,C,-139.8892463792266,B,-127.68906801824436,A,D,9.889622971341705,D,E,0
Other,Veteran,No,-83.67325569008052,A,A,B,10.033251119186898,C,E,71.76846987754898,A,-123.72482064502644,B,-142.2349200459826,C,E,-131.94214420200782,D,A,1
Bisexual,Yes,Both,-17.51118221538535,A,B,E,-389.95019380370724,D,B,108.44995686920842,B,243.78578675670065,B,21.19897104581462,E,E,-112.61013842077743,C,D,1
Other,Non-Veteran,Yes,102.29217190954233,B,E,C,-152.5114073805237,B,C,-5.88770967451395,D,54.6415399513627,E,-124.57074653443414,E,C,125.44477011421364,B,B,1
Homosexual,Yes,Yes,64.6017013791041,B,A,B,84.77578858238755,E,A,-211.1061165526066,E,49.20338538020355,B,114.58981242468597,E,C,36.22098919235707,C,E,1
Other,No,Yes,36.258017458641625,A,B,E,145.42989803138755,B,A,-42.80856954895255,B,50.496396219535434,E,-177.94674538179447,A,B,-133.37402962298134,B,A,0
Other,Non-Veteran,None,-117.85520975721818,D,C,B,-153.43972330944956,B,C,8.547995644936812,B,-2.9748102365536346,A,-33.52451361100772,A,C,113.98982950746989,B,C,1
Bisexual,No,Physical,15.117218259487128,D,E,E,-70.40922666814093,A,B,-200.13538113631643,B,-116.62773323537354,A,-80.25896918387377,B,E,66.79247667251444,C,A,1
Heterosexual,Veteran,Both,20.34544229051033,D,E,A,70.21263183311859,D,D,-6.236866591974598,B,-20.760839551196103,E,39.52149156035955,E,C,41.75963768725964,C,B,0
Other,Non-Veteran,None,-132.7032118590919,B,A,B,-187.4867030274985,C,A,95.3726438348358,A,79.97688096052212,B,73.233537598292,E,D,-126.84182901949244,E,B,1
Heterosexual,Veteran,No,208.23479907979709,C,C,A,-28.930046124030106,B,D,43.1028726173733,B,-21.41182152874967,E,-27.083034259021694,E,B,-56.4045093984764,B,A,1
Other,Veteran,None,-67.43564050058767,D,A,B,-41.72341894545665,D,E,21.15886558225476,B,-31.42283056800827,E,-42.182962114321306,D,D,-176.70687500481733,D,B,1
Heterosexual,Yes,None,-122.1053413844369,D,C,E,64.99140623003136,B,E,-39.591512183055194,E,-144.23514414668986,B,-34.50451378730724,B,E,-95.63958570202385,B,A,1
Heterosexual,No,Physical,82.08122187390752,B,C,D,-2.619867596124369,A,A,-137.81586441822688,B,126.10557550728039,A,32.27019082862864,D,C,33.105031586579095,C,C,1
Other,Yes,Yes,30.669886542284296,A,B,D,146.06248983298383,D,A,-45.7926096841065,C,65.11624591215897,B,-57.56349297277317,B,A,120.36162429495711,B,B,0
Homosexual,Yes,Physical,42.94137780274671,E,E,B,-85.81402577087798,D,C,64.41217687521724,A,-100.34410073348205,A,-75.29852934248737,D,A,17.087201989590543,E,D,1
Homosexual,Veteran,No,-14.24964370131319,B,C,E,107.63995105885778,E,E,-62.34252353152778,D,41.3574682012785,B,1.662022368448867,C,A,-61.032779445225835,A,C,1
Homosexual,Non-Veteran,Physical,-29.814359120195782,B,E,C,25.477025528335112,D,D,62.84026692451305,A,-78.04670876343012,B,44.28277824398331,E,B,3.2268485281746355,A,E,0
Homosexual,Non-Veteran,No,57.69348449216763,B,B,A,-78.22352658002919,B,B,65.98851989399289,C,75.45742260558711,B,-7.3106987071499425,C,E,-125.06933704150565,D,C,1
Homosexual,Veteran,Mental,37.258920927894316,D,B,B,128.34221073068358,B,E,-14.36963881522963,A,-39.756465261066666,E,113.30485969007509,A,B,-146.92389338946515,D,A,1
Heterosexual,No,Mental,-31.813357242918165,E,C,C,68.65448762257199,E,E,138.542690237222,D,7.797911693692539,E,96.75057447370848,C,A,-72.15825236828405,E,D,1
Bisexual,Veteran,No,-190.85624740035362,D,C,A,62.244279444518,B,B,67.74287603000667,A,41.15048648888192,A,-138.63962303835905,E,D,-108.31759676964725,A,E,0
Other,Non-Veteran,Mental,-98.63553855748567,C,B,A,68.02804676552383,A,A,9.377837513639545,E,-169.72869242124312,A,3.3594952465495433,B,D,95.12092474683038,B,A,0
Homosexual,Veteran,Yes,12.64466300723397,D,D,C,91.49902436038057,A,C,-13.680334155251828,A,-92.14422955503309,D,-106.22302052355069,D,D,64.54118680902097,C,A,0
Heterosexual,No,None,-157.762788320868,D,C,A,43.98849679276142,E,E,4.253628185744997,E,-30.087785512696257,E,12.40822743375704,B,A,-75.66711437641807,A,C,0
Heterosexual,Non-Veteran,Physical,59.9145339498923,A,B,A,110.34133171868919,B,A,-30.627661298787423,E,-105.56697260887012,A,36.15160699540199,B,B,1.0082350659546975,D,E,0
Other,Veteran,Both,91.66284178732052,C,A,B,170.8725761783618,A,E,-7.14398073254147,B,105.81112033625443,D,36.6329833879027,A,C,-41.03462885438663,C,D,1
Bisexual,No,Both,188.73699383942483,D,D,A,-17.694162684675202,D,C,147.1541107002045,B,-45.54435217264745,C,-98.20539846406766,A,E,-166.58146002933168,B,B,1
Homosexual,Non-Veteran,Yes,146.79563646743782,B,C,C,158.7165447162146,B,A,-31.547377981659462,B,46.56106019061179,E,60.549308305144145,E,E,-33.68167232734604,A,C,0
Other,Veteran,Yes,-33.009865644707766,B,B,A,-19.744470319156967,C,C,-93.45242765785147,C,-114.32860374312024,E,-105.20601919880124,E,E,-19.673486324633977,D,A,1
Bisexual,No,Both,209.10302014295098,D,E,D,121.51522193515677,E,E,-109.48672177632201,B,148.43997623215213,D,-40.48756837913204,C,A,-11.692049028801598,E,A,1
Bisexual,Yes,No,-207.62384754347812,D,D,E,56.462663119440336,A,E,135.8758943223589,B,-202.92166971111544,B,109.96200700498208,D,D,-37.22768226226311,D,D,0
Heterosexual,Yes,Physical,130.57942809550065,C,D,C,-150.29156754834725,D,B,171.5854937268879,E,-91.60247136864953,E,2.679191107167739,A,A,136.21911675631085,C,A,0
Homosexual,Yes,Physical,-119.32175348355112,E,E,A,-102.78587446238578,B,D,82.51677860555218,E,-155.1776549722264,D,-7.800968434183823,D,B,-105.25036881916267,A,C,1
Other,Yes,No,153.28872630475567,D,B,B,-117.93608706199375,B,A,76.16547823772218,D,128.69150436775158,E,-107.09392162766616,E,A,-20.73628725038985,E,D,1
Heterosexual,No,Mental,-85.60157850532477,C,C,E,-202.25221986005496,E,A,17.04777010426297,B,60.902085694332584,E,-50.1089721454908,A,A,177.45741160483593,C,E,0
Heterosexual,Non-Veteran,Physical,-82.50460987321341,C,C,B,-63.35335377984551,B,C,118.0962223764265,D,-102.28961289065896,C,-82.21171203605601,B,D,12.220688461402485,D,E,1
Bisexual,Veteran,Mental,49.29157626167611,E,E,D,-12.375935101914939,B,D,-4.598934370417956,A,-54.243452301545304,D,-62.19955891477683,B,B,11.285297907586397,D,E,0
Other,Non-Veteran,None,152.55586135576473,B,C,B,201.50591157813165,E,A,-7.237967166536739,D,45.02432239958098,C,-61.561449834929306,E,A,-86.89594332049796,C,A,0
Homosexual,No,Mental,41.58763309486994,A,E,B,82.2247906453205,E,C,-141.6917937021083,A,-128.31487909463914,C,-122.02884015742048,C,C,66.11611178447336,E,D,0
Other,No,Both,137.93136235699734,A,A,E,-36.57472765994218,C,B,122.30262107931826,E,104.29165565742863,E,11.575954887394971,C,A,-40.213423104780524,A,E,1
Bisexual,Yes,Mental,121.43941626966004,C,E,D,-41.97887097650681,D,C,41.85327229053937,B,-3.3171510741187897,A,38.613791561105934,E,D,-138.50728196762898,D,B,0
Heterosexual,Yes,Physical,100.33507692947332,D,E,A,-46.81056089710748,D,A,35.7020715449069,A,9.111642097877128,D,-74.14147878087877,E,E,148.97298943263695,D,E,0
Bisexual,Yes,Physical,-50.05413298346162,E,B,D,6.668440502240622,D,A,1.1716813383732956,B,-9.587781629582121,E,-113.89534493340598,B,C,19.823094508646886,A,D,1
Heterosexual,No,Mental,171.65394096298826,D,A,B,-24.942345156104075,A,D,177.5833500941228,C,24.699559768981704,C,-33.30785597213972,C,D,-169.38450104862025,D,E,0
