race,handicap,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Hispanic,Mental,Single,C,-24.962912465083484,A,-19.545585687349,A,D,-126.9037641269256,C,B,E,4.485601277973222,C,A,0
Hispanic,Physical,Divorced,B,-18.171322167806288,A,-158.17289810828134,C,E,-11.00697519987801,B,D,E,-138.32766176372542,E,E,0
African American,None,Divorced,C,-141.75277197924444,D,110.74378404020327,B,B,-119.70894995067319,A,D,B,107.49668787106042,C,D,1
African American,No,Single,B,65.34034694187335,B,225.55362903465107,D,E,88.33583822529853,B,C,E,-166.18374633990797,A,E,0
African American,Mental,Divorced,D,-80.66591761597796,E,-94.2005255506787,B,D,-13.71552243076177,C,A,D,110.9107282000004,A,C,0
Other,Yes,Divorced,B,-111.02888330067904,A,-178.91230566365593,C,B,96.06601645431716,C,E,C,-133.14837794031206,E,A,1
African American,Mental,Divorced,A,-103.22490699561537,A,-79.73958843690173,E,D,-7.231831193188114,B,C,A,-30.20372926655076,B,D,1
Hispanic,Yes,Divorced,D,116.23149731568867,E,132.78502039056562,D,B,3.329849969350206,E,A,A,47.94079296061491,C,C,0
Asian,Both,Divorced,A,29.924740249024385,E,94.88159272955468,B,B,41.47543614928308,B,A,C,-67.96115809725048,B,A,0
Hispanic,No,Married,B,71.98806025159868,B,51.27564687917082,C,C,-92.8846463165142,A,A,C,82.65383920580221,B,E,1
Asian,Mental,Divorced,B,-36.85225361570161,B,-223.32426012944117,D,C,-65.77464194712718,A,D,E,-101.83091063779625,D,A,0
Other,None,Married,B,-68.91571033584452,B,194.64017208163372,A,A,-79.30452895969823,B,B,A,-37.14100730048729,E,E,1
Asian,No,Single,D,113.4173409929875,D,-31.09519731131487,B,D,-12.194897170639205,B,A,C,94.60802602335644,A,E,1
African American,No,Divorced,C,277.4288624777572,C,76.9944859473391,E,C,-84.51192519893934,A,D,D,-52.03790371691333,E,D,0
Other,Physical,Divorced,D,-122.05524683499446,D,132.11834164512857,E,E,-46.50724230064907,A,C,D,-33.564437811348206,C,A,1
Asian,Mental,Widowed,B,140.87519360902223,D,-92.51354029384684,E,E,48.05886937244419,B,B,A,-266.6946024413856,B,B,0
Other,Mental,Married,E,65.14278340475916,E,-52.76824605474246,E,C,-109.06873772142464,E,D,D,-155.50346326617202,E,A,0
Hispanic,Both,Single,C,37.98410657643044,E,214.75146530305298,D,E,12.517769971228198,E,C,D,57.5922530576088,C,D,1
White,Mental,Divorced,A,-2.0085362209630877,A,-30.465484760589906,A,A,93.90604449079241,B,D,B,58.539828567528154,D,D,0
Hispanic,Yes,Married,D,-32.37795700649138,C,30.102827083384078,B,C,-200.72074360283327,C,D,C,95.76275213163098,C,D,1
Black,Physical,Married,D,-33.11467872003565,D,-8.002262044796495,E,A,58.71906520941093,E,E,D,-15.213360719346127,D,A,1
Black,No,Single,D,-4.099478397272598,D,-144.4296839113302,E,C,222.8881060546541,A,D,C,-29.915951517415607,A,A,1
Hispanic,Both,Married,A,150.28657835991206,B,-19.04949662055006,B,D,19.328748642759077,B,B,A,115.65296498509976,B,B,0
Black,Both,Married,E,220.32071267052785,E,80.29732286747635,B,B,-162.5627793157339,B,C,C,31.315167178075537,C,B,1
Black,Mental,Widowed,B,127.41165987474625,A,-78.4233827105682,C,D,-134.4052312647708,D,E,A,-14.639792016886505,E,B,1
Hispanic,Physical,Married,A,-74.75056687769253,A,-86.34622936948365,B,A,-41.43244955992997,E,E,D,-108.86729991613797,B,C,1
African American,None,Married,B,86.84202675289458,C,239.0282952320733,B,D,-36.99769720611402,E,D,E,-93.57330981731941,A,A,1
Black,Physical,Single,E,-105.83433364494599,B,31.221326614224342,B,B,89.04947831265508,C,E,D,1.3671870533309614,B,D,0
Other,Yes,Widowed,B,54.038601039633285,D,41.507832188422086,C,B,48.89307400466625,B,E,B,52.45250176209556,A,D,0
Asian,Physical,Divorced,D,195.46414857651172,E,110.5968268783531,D,B,-98.02731268728866,D,D,B,-52.9497079493006,B,D,0
Black,Mental,Divorced,C,9.820786072270247,E,-11.037021715388835,E,E,49.55578560002932,D,E,E,-11.667716247903579,D,E,0
African American,Yes,Married,D,99.7228320629532,B,-136.0091103826301,A,B,4.619360664964703,B,C,A,116.54444471106878,D,E,0
Black,None,Divorced,A,-8.201695286383416,C,28.895710526792374,C,A,21.230117773317016,E,A,A,19.54325131797979,C,D,1
White,Both,Single,D,46.937543644268246,E,-14.966365585680485,E,B,-29.002133481982057,C,B,D,63.97356625477325,D,C,0
Hispanic,Both,Married,B,-19.904447343520424,E,41.11810044815937,C,D,12.446632663074933,E,E,B,-17.296641083559933,C,B,1
Asian,Physical,Single,D,-84.4046489257537,B,199.56621847520753,A,A,42.70567850829609,A,D,C,200.68315054490546,C,D,0
African American,None,Single,C,42.26554981650769,B,72.37696699774038,C,E,-90.99159340890613,C,B,A,-72.58240354437113,C,B,1
Other,Yes,Divorced,E,133.34089120891724,E,-157.38968935469978,A,E,-154.16568576215403,D,E,D,-22.08855369575104,B,E,1
African American,Mental,Single,B,-12.215037910787151,A,-93.61763110630815,D,D,-28.179477709306543,A,E,D,62.851618425441515,C,B,0
Asian,Both,Divorced,A,113.90623459582481,E,-59.29282163926825,D,E,42.98459511804033,A,A,C,-156.25495945299178,D,B,0
Asian,Yes,Single,C,81.72777756172816,B,-9.557321506614553,E,D,-99.26015792495647,B,A,C,-10.736604754038744,C,C,0
African American,Yes,Divorced,C,9.52256405398725,D,12.832143180585401,D,A,152.55504443360041,B,A,B,30.38923086837293,D,D,1
Black,Physical,Widowed,D,-15.560795651985803,A,30.4739206869096,C,D,53.66164798457691,D,E,D,84.22218596847782,C,E,1
Hispanic,No,Single,D,-74.818369959849,E,-86.29330633211583,E,D,-29.254298084389173,E,C,C,114.42833799515961,D,E,0
Asian,Yes,Widowed,C,-2.69535945800929,E,-30.26654169212211,C,A,-51.02121366687352,C,C,A,-72.22942686840989,E,C,1
White,Yes,Married,E,49.38878674409638,E,-169.36256919805575,E,D,-36.42770108020276,D,E,A,-96.33892940569902,D,E,0
White,No,Widowed,D,-5.484053076856522,B,-140.14765486676023,D,B,35.303776984959796,D,B,D,186.26609057389993,B,C,0
Hispanic,None,Divorced,E,-36.95228678240038,D,-91.23594861600934,E,C,82.51348930834146,C,B,B,202.81887760384066,A,B,1
Black,None,Widowed,E,85.51228895190424,E,86.28831063461246,A,A,-96.12258522711579,E,D,C,52.909298828609565,C,B,1
Other,Both,Widowed,E,378.2383206537924,B,-37.5202982603938,D,C,-164.79278822842556,C,A,C,158.13949210472316,D,B,1
Other,Mental,Single,E,6.625433019436539,D,-64.72919521594693,D,B,7.23895819550799,B,A,E,-79.36088241227478,D,C,1
Asian,Mental,Married,E,83.95196518784509,B,-23.886385507193182,B,B,-42.87239667997563,B,E,C,16.119462577690445,B,A,1
White,None,Divorced,B,-53.45840951668273,D,-11.256582544683157,C,D,60.668798169298775,C,C,C,82.3848634944386,C,B,0
White,Mental,Single,A,-39.176129122450924,C,-178.81535079713365,E,D,229.39623973857314,B,D,C,48.97782806741463,D,B,0
Other,Mental,Married,A,43.172818877502024,A,49.20861594569531,D,E,170.765319044451,D,A,E,15.893520778623248,C,A,0
White,Mental,Divorced,C,-62.98745432982362,A,-65.52938934925004,B,C,79.01768170254415,E,C,D,92.29417297455282,A,D,1
Hispanic,No,Single,D,-58.82418714058013,A,89.63333812760126,B,E,31.816638393744824,A,D,D,35.64505132176248,E,C,0
Black,None,Married,D,-18.786244052820514,A,-75.13420591189373,C,E,18.156303219655435,B,B,E,101.25552556685788,A,B,1
Hispanic,Physical,Widowed,E,-47.552588907987406,C,163.49508850096737,D,A,4.6057533008941425,A,D,B,-38.7980512326925,C,A,1
White,Yes,Single,C,29.748364328706028,A,114.05302519972216,C,A,-14.989938558558237,B,D,B,60.60274642545269,C,C,1
Hispanic,No,Widowed,B,44.19776946874931,D,77.63988876619861,D,D,139.84028661710983,D,D,E,-186.2061234780687,C,D,0
Hispanic,Physical,Divorced,B,-162.18969565974538,A,88.85819153899564,A,B,-40.29623717303238,A,C,A,13.525234777740835,A,A,1
Hispanic,None,Single,B,-101.41021526862488,C,64.90367113311692,C,C,-140.787052099926,B,E,D,-7.302805723144648,E,B,0
Asian,None,Single,A,-79.86462042731993,D,-23.98870734452718,D,E,-157.1296992728582,B,D,B,55.07594294916633,A,A,0
Other,Physical,Widowed,C,50.333865822873406,B,-98.4075721187716,E,E,132.00283501929928,C,B,D,-212.64329084877463,C,E,0
African American,Physical,Married,E,-303.5964354015105,E,67.74312399802956,A,B,-299.12832766886095,E,C,B,-37.61460878284073,A,E,0
Black,Mental,Widowed,D,173.40756845016122,E,60.78642344214856,A,D,-85.1677146039097,C,C,E,-111.97106652325905,B,C,0
Asian,Physical,Single,E,152.37135704088075,D,63.301272614445836,C,E,-73.00700636517026,B,C,A,203.70305307799504,A,C,0
African American,No,Divorced,B,123.68145885665226,B,112.89129842820391,E,E,76.94919583202017,D,C,D,-55.83693640578979,C,A,1
Hispanic,No,Divorced,A,-45.29363854517238,D,-17.543024584479067,B,D,31.072923944857617,C,A,E,-39.453220750842284,A,A,0
Black,Yes,Divorced,C,-66.36194893573015,D,-4.143014729538982,A,C,-81.93871207017543,D,E,A,-75.74796694811978,A,E,0
African American,Mental,Widowed,C,54.94355224830155,D,-13.098067981144707,E,A,-83.12201896503856,A,B,B,37.511242337603385,A,E,0
Black,Physical,Widowed,E,-33.039904596843996,A,163.10255811446183,A,C,26.536541322813907,E,E,D,-50.9453576884066,E,C,0
Black,Physical,Divorced,A,-24.315593943239136,C,204.59016720517903,E,E,-7.1927236262560355,D,B,E,18.562772622785666,B,C,0
Other,No,Widowed,E,-41.414787032724085,E,-92.82053498834244,D,A,-93.8606304843354,C,E,B,114.52230068053981,D,D,0
Asian,Physical,Divorced,A,47.87340059313267,B,6.231487600003777,D,D,66.03800052806932,D,C,A,-86.89560235919396,B,D,1
African American,None,Single,D,178.65979724307505,B,76.64204695580253,A,D,-292.07990705659074,E,C,E,-121.71535663878548,C,E,1
Hispanic,Yes,Single,E,162.7904094567818,E,-37.169870695503086,A,E,-41.89139497063412,B,D,B,26.66970170523353,E,D,1
Hispanic,Yes,Widowed,B,-103.61404458634837,D,-98.36734510250669,C,A,-34.64319968016857,E,D,A,47.648118692126,A,D,0
White,Mental,Single,B,-9.615335445100117,A,-23.962320804273403,D,D,99.04818579568577,C,C,D,116.08867358187229,D,C,1
Black,No,Divorced,E,-45.7859575175706,E,-61.774776437218506,D,A,14.179571785025265,C,D,E,-30.639941599303995,C,E,1
Other,None,Married,C,138.172591431643,A,24.32408338031391,E,D,-4.5400328386062005,E,B,E,65.84813595781243,B,D,1
White,Physical,Widowed,A,-117.69242860053811,D,18.649127900078945,C,B,-124.22206700245775,B,A,A,-32.59535603878118,C,C,0
Hispanic,Both,Married,A,-46.87866337421038,A,17.764454108919015,E,D,60.172963506681064,D,D,E,11.260605438847056,E,B,0
Hispanic,No,Divorced,E,-214.46684545078054,D,86.04409678807309,A,D,166.97811267041655,C,A,C,58.65831675279017,C,E,0
Black,Yes,Single,B,-186.40003539104484,C,-72.15721337532547,A,B,64.38851145815221,D,C,C,-101.40103864088019,B,A,1
Other,None,Widowed,B,154.36524849934307,D,-72.66330566627377,D,B,17.91630666019386,E,C,D,23.83344797227006,B,B,0
Hispanic,Both,Widowed,A,-156.89573247876586,E,-54.044525466739756,C,D,144.06417077184273,E,E,D,37.02587544364395,E,E,1
White,Yes,Single,B,28.384218976295738,D,43.90613721128677,D,E,-108.14914920949799,B,C,D,15.419222066777102,C,B,1
Black,Physical,Single,C,52.05068806469988,D,74.24848841500423,D,B,-126.91147702055916,A,A,A,129.5490409481514,B,D,0
Black,None,Married,D,22.15404876742162,B,-53.13366517238642,C,C,142.8548108935441,B,B,A,135.44066073133115,A,A,0
White,Yes,Widowed,B,118.03464065232102,C,17.115808082815455,B,D,16.376011747053543,C,E,E,-40.636523610357415,A,C,0
Hispanic,Physical,Widowed,B,-29.495303818090534,D,126.0285063275195,E,B,-52.67244213826546,E,B,D,198.086915965296,A,B,0
Other,Both,Married,B,-69.2860537153561,B,-5.458402993345051,E,D,200.40549895730422,D,E,E,-19.765685375311094,A,E,1
African American,Mental,Single,C,-97.9201858729015,E,140.27372086117165,A,D,245.89576275730334,A,A,E,-75.96591290642979,B,E,0
African American,Yes,Married,B,-137.16276724226452,C,95.15201848180514,E,C,73.06591981680029,D,D,C,-107.7232284091364,A,B,1
Asian,No,Single,E,-58.279664179215,B,-14.469609396187847,A,B,-43.573976422931125,E,E,C,48.16157527798458,B,D,0
White,None,Married,B,127.88887758585791,A,113.76845626978182,C,C,-71.70811904322301,D,C,B,10.087120842092549,C,B,0
Hispanic,Both,Widowed,E,3.048827305326062,E,96.35371430704518,A,A,44.37674898079765,D,D,C,129.6574079921781,D,C,1
White,No,Widowed,C,8.651897567344331,A,-108.80740677726321,D,A,-152.91509937256615,B,D,E,185.4675311648115,C,E,0
Other,Physical,Widowed,B,130.30035742802863,D,-125.42161122564065,C,B,-66.82574468576277,D,B,A,-1.5680901700274337,B,B,1
Asian,Both,Married,E,133.4117704420923,B,-52.67361206110319,E,E,-32.72386919162621,B,C,C,62.239029107316924,E,C,1
Asian,None,Married,E,-64.25868487268143,E,-6.033817767641344,B,A,7.157824643110389,C,B,C,-112.18265282695883,D,C,1
Hispanic,None,Widowed,D,51.4291876829576,B,135.08506924070528,A,D,27.686159047963987,C,B,E,-46.23506170052026,E,C,0
Hispanic,Both,Divorced,A,57.101718287601756,B,-23.462566679144324,D,B,-86.01299116240983,C,C,A,-152.55081082255475,B,E,0
Asian,Yes,Married,A,-129.02177069297477,C,-100.70991583512487,B,A,68.45355299150845,B,A,E,-141.3600170731724,C,B,1
Hispanic,Physical,Married,B,-130.83312249364053,B,-1.9550279702443274,B,E,-67.8757788334878,B,E,E,97.39441453960818,C,D,0
Other,Mental,Single,E,66.5238589282482,D,-168.80870134860763,A,A,-46.109753305562904,A,E,B,44.394633453853984,E,D,0
Other,Yes,Single,E,-111.31203056816472,A,-195.967828751516,E,D,33.4340961942136,C,D,B,-44.76479411890378,E,A,0
African American,None,Divorced,D,-61.32987273744117,C,55.744294101290095,C,B,-32.05815332705191,C,A,E,111.1368971396016,C,B,1
Other,Both,Divorced,B,-60.274129596989745,B,77.98449195214909,B,B,-125.79771326990561,D,B,B,11.703679119542915,D,B,1
White,None,Widowed,C,51.8186323037352,C,-15.091267004745387,D,D,-31.025799800625926,B,E,D,6.044021493848701,E,C,1
African American,Both,Divorced,C,108.187669444597,C,-70.08168038516793,A,C,144.7099795866873,D,E,B,112.71309998324095,B,E,0
Asian,No,Divorced,D,41.71442655481808,C,8.232127616074653,D,B,141.9987296105355,C,B,D,16.848915054155462,D,D,1
African American,Physical,Widowed,B,-56.432669689508295,A,62.341985408113146,E,C,-108.60348374131539,A,B,E,139.29732304619358,A,A,0
Asian,Both,Married,B,1.9148981025563054,A,-76.18869044078515,A,C,-195.98945850802207,D,D,D,130.9116126243501,E,C,0
Asian,Both,Married,D,-238.44539265609143,B,91.35362654878743,D,A,-189.83525565301983,A,B,B,-132.475320018992,A,A,1
Asian,Mental,Divorced,D,231.05210745558398,C,-49.5468674922507,E,B,-140.57983940845472,C,C,E,-30.254392080309728,E,B,1
Hispanic,Physical,Single,C,-50.86066771527218,E,198.1020995864995,B,B,-12.936183961113374,E,E,B,51.67951798178508,C,E,1
African American,Yes,Single,A,-158.28769605702678,B,52.901542999623466,D,C,83.85709741409283,B,D,C,3.3334257176482183,A,A,0
Other,Yes,Widowed,E,126.84298190572716,C,36.85498880211939,E,B,30.214509887628044,C,C,C,5.81625750413068,D,A,0
Black,Physical,Married,D,-44.99411316396865,A,62.83680022119271,E,E,-100.76840317000759,E,B,A,56.07434327721733,B,D,0
White,Physical,Married,A,100.12993475253012,E,-30.87573656772008,E,D,104.41414567959184,C,A,C,-93.01099628508409,D,B,0
White,None,Married,B,-34.44181585398269,C,-62.98287398102853,A,A,-180.6059801830148,C,D,D,102.74246788452332,E,D,0
White,Yes,Divorced,D,-32.20043001436978,E,-168.6418071432221,A,D,-107.1140584334544,B,E,E,88.34615101340964,B,C,1
African American,None,Married,D,-61.33478174924017,A,5.367526503028204,E,C,-30.4872071887771,D,C,A,-75.54139896864066,B,B,1
Other,Both,Widowed,C,-24.14927666047049,C,150.5168579407991,A,A,-82.88475242379995,E,A,B,-131.64556677265273,E,D,0
African American,No,Widowed,D,80.44463184798782,B,-1.924202630212253,A,A,105.85099126002267,D,D,A,97.81944705259829,E,B,1
Hispanic,Mental,Single,D,34.37228037851008,C,117.76925140186209,B,E,188.5476251120556,D,C,C,-70.98863637906014,D,D,1
Other,Physical,Widowed,C,-123.31682888198185,D,40.28202029777479,A,E,24.854445193810353,E,A,C,-144.19702764356828,B,D,0
Black,Both,Widowed,D,20.39280992932036,E,18.42075641149801,A,E,85.02834033374991,D,C,D,121.18296158344819,E,E,1
Asian,Mental,Divorced,D,-80.15502656069118,C,-167.5089863146039,E,D,-63.25636708077861,C,A,B,35.376467088460544,D,D,1
White,None,Single,B,23.112935979166366,B,86.10687464600477,C,D,-28.731569473130342,E,D,E,-76.50499652263079,B,C,0
Other,None,Divorced,C,-142.11933602967352,A,-97.7798323557489,B,A,-6.9872686311364784,B,B,A,-76.88181250311786,E,D,0
African American,Physical,Married,B,38.51298556983248,B,91.69030909719467,A,A,58.63933780456607,C,E,B,-81.12513318649984,B,B,1
White,Mental,Divorced,A,25.427843508499166,B,2.051561315184914,D,C,20.142662672278746,B,E,E,26.487884444607506,D,E,0
African American,Physical,Single,A,13.89095551275724,B,-85.81482515599336,A,C,-45.579556647750394,A,E,A,-22.125108709632592,B,E,1
Hispanic,No,Widowed,B,1.831084082658364,D,-127.93885408392731,A,C,26.177707139190293,B,E,E,98.76789261332142,E,E,1
White,Both,Divorced,E,157.37174960520179,E,-176.1688681532133,D,E,214.4258874317777,C,C,B,227.8400749999967,B,D,1
Other,No,Divorced,C,44.347417623994474,E,-151.16689367628152,C,A,134.37223144187297,E,A,A,-22.329262077421376,B,C,0
African American,Yes,Divorced,E,57.73369730031194,C,0.35528246234578337,C,B,-45.645219052265915,C,B,A,97.22996665035865,E,A,1
Black,Physical,Single,B,-32.631876685773655,A,10.96208266416549,D,A,47.17893123077997,E,C,B,-5.179660804637935,B,C,1
Hispanic,None,Widowed,D,-31.971883677436967,A,8.751148489878627,C,C,166.01310161995292,B,D,B,-39.94743123430753,B,D,0
Black,Both,Single,D,-89.57643516235532,A,61.771544375940316,E,D,-71.36481453910154,A,A,B,76.66569036422739,B,E,0
Hispanic,None,Divorced,E,38.0974122711954,B,182.18506791003063,C,C,249.3101117798175,C,A,E,-118.75694003736061,D,E,1
Other,None,Married,B,53.455437930314964,A,-126.65516694227375,A,C,7.993171754424283,D,A,A,41.348684079741076,C,C,0
Hispanic,Yes,Married,C,-14.933880414836368,D,-99.85924430549517,B,A,-44.93838017567978,D,B,C,112.26856012048833,D,A,0
African American,Physical,Married,E,28.301941813761918,A,-106.34390769775135,D,B,-143.2390678046332,E,B,D,34.00138358619563,A,D,1
Other,None,Divorced,E,11.425814931715813,A,-15.88725990185869,B,D,3.895522929820034,D,C,A,123.6843955816979,B,D,0
Hispanic,No,Divorced,C,-4.74974274268539,D,-41.30058759085305,A,E,-141.52445423771977,B,E,B,-32.50053140817271,E,B,1
Hispanic,Physical,Married,A,-17.376866628412778,A,26.82081851173917,E,B,52.03279733665688,C,A,D,64.17163502990589,E,D,1
Hispanic,Yes,Single,C,12.765784985624693,A,42.70870508147626,B,A,45.670244422438095,B,A,C,162.65655446116384,A,B,1
African American,Both,Married,E,7.320459034395907,B,-13.389759032831005,B,C,55.65154498636355,B,E,B,-147.5916505374657,B,C,0
Asian,Physical,Married,E,219.6176519814787,C,88.38878068494873,C,A,-0.41012824849534013,E,E,E,-143.76603614307942,D,D,1
African American,Yes,Married,E,196.82603979967757,A,235.56343996597664,B,E,30.251886767709486,D,B,B,187.36330662531273,C,A,0
White,Yes,Married,D,5.377533651681695,C,72.45493260618522,D,A,-39.846680874198626,E,C,D,67.56983438270987,E,D,1
Hispanic,Mental,Married,B,71.24024770984295,E,-5.268699923180388,B,D,-104.95388435794455,C,A,D,102.20703665572115,D,C,1
White,None,Widowed,B,89.50138352915481,D,-49.23586408851668,D,B,100.31633384237291,A,C,E,12.754119994574301,D,B,0
Other,Mental,Single,D,96.17294199414212,E,77.80690054822344,E,C,-33.11884895915724,E,E,C,68.01903975368802,C,A,0
African American,Both,Married,B,36.83141503863643,B,57.39912485553668,C,C,160.62197560992215,C,C,E,153.94512361612846,E,B,0
African American,No,Married,C,31.928826222922634,D,-132.11111619044794,A,B,258.24975285572725,E,C,E,-186.3513266594013,E,D,0
African American,Physical,Married,A,154.49333982386008,C,203.92491525258626,A,D,20.727218952257406,B,D,C,197.87134369541943,C,B,0
Hispanic,Mental,Married,C,186.99495406979221,D,86.30238280465018,A,A,4.865196566924209,B,A,C,-69.94448195214173,E,C,0
Black,No,Widowed,A,-13.157129358064676,B,38.97380668344046,B,E,59.21844359623346,E,C,A,107.63148745409757,D,B,1
Other,Both,Divorced,D,28.79717303972747,A,-39.44275408602272,C,A,130.75753734502518,D,B,B,8.031929168667636,B,B,1
White,Mental,Married,B,32.69858642164174,C,59.165938321098075,A,D,39.339341558445874,A,B,C,-86.4436690993704,B,E,1
White,None,Widowed,E,-60.91200161404523,A,132.31366314238616,E,D,85.63298530552552,A,B,D,30.714025151355965,A,D,0
Asian,Physical,Divorced,A,20.71311633366241,A,99.85384168548063,A,B,-236.90551680468604,C,C,D,-113.83265340391175,C,A,1
