married,country,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,China,26-35,D,C,-23.99475529733244,B,A,1
Married,Brazil,18-25,C,D,-194.4531109842519,A,C,0
Widowed,US,26-35,D,D,-33.32919745577947,B,E,0
Single,China,36-50,E,C,-36.855233816465336,C,C,1
Married,UK,65+,D,B,1.24731993492204,A,D,0
Widowed,UK,65+,B,A,194.28156399025136,C,A,0
Widowed,India,36-50,D,C,45.37640400269684,D,E,1
Widowed,Other,26-35,D,E,10.675416473528895,E,B,1
Divorced,Germany,18-25,D,B,45.63408110027446,D,E,0
Widowed,India,51-65,B,D,-24.170466849745882,A,D,0
Married,UK,51-65,C,C,78.87328182947408,E,E,0
Divorced,China,26-35,B,E,-91.05768328298673,A,C,0
Single,India,36-50,E,E,53.57478782965962,D,C,1
Widowed,India,36-50,B,C,71.82463418776686,A,A,1
Single,UK,26-35,D,D,14.604032354534507,E,E,0
Married,Mexico,26-35,A,A,129.2254102412566,D,A,1
Married,Brazil,18-25,E,C,23.041961408457528,A,A,1
Divorced,Brazil,26-35,B,C,-31.267263752125473,C,D,1
Divorced,Mexico,51-65,D,B,51.98889692263261,E,D,0
Single,Mexico,36-50,E,E,-146.9938311499321,E,C,1
Married,UK,18-25,D,C,-113.82957059117874,A,D,1
Divorced,China,51-65,D,E,-15.627868598176937,C,D,1
Divorced,Germany,36-50,B,D,-27.687586262891305,C,B,1
Divorced,Mexico,36-50,C,A,-9.460406618904859,C,D,1
Widowed,India,65+,A,C,125.21738148375204,A,A,0
Married,US,18-25,B,A,-189.1946528728146,C,D,1
Widowed,Germany,18-25,A,E,-87.90797590725738,B,D,0
Married,India,65+,B,C,-138.68912832560528,B,D,1
Single,UK,36-50,D,B,-172.81831086276247,D,A,0
Single,Mexico,65+,A,E,43.979870480932725,D,C,0
Widowed,Brazil,18-25,B,D,-59.4483965866338,C,C,1
Married,US,18-25,C,A,149.53592902030468,B,D,0
Widowed,US,26-35,C,E,190.83266599826464,C,A,1
Widowed,Other,65+,D,D,23.66945483750598,B,C,0
Married,US,26-35,B,B,-104.11601223454224,C,D,1
Divorced,Mexico,51-65,C,C,17.367288483261056,E,B,1
Divorced,India,51-65,A,E,20.515272960461846,B,B,1
Married,India,18-25,A,A,-0.9748339599880911,E,C,0
Single,US,51-65,C,D,-68.90797304633706,C,B,0
Single,Germany,26-35,B,D,-34.942018220343286,D,D,0
Married,Mexico,18-25,C,C,100.21653999384603,A,E,1
Divorced,India,18-25,D,A,56.70145064308944,C,A,0
Married,Brazil,26-35,A,D,59.18559475924161,D,C,1
Divorced,Germany,26-35,E,A,-3.3394496066782797,A,B,1
Single,Brazil,36-50,D,B,66.3755028126466,C,B,0
Single,China,26-35,B,B,176.9963017669967,C,D,0
Widowed,Germany,51-65,C,D,-52.69609532818183,D,D,0
Widowed,Other,65+,C,D,187.34889147812405,E,B,1
Married,Other,18-25,C,C,54.90698028570499,D,D,0
Married,China,51-65,D,B,-131.92349258654602,B,C,1
Divorced,Brazil,18-25,D,E,-9.491430238579742,A,C,0
Married,India,65+,E,D,68.96578337736192,C,A,1
Divorced,Brazil,26-35,D,A,-102.7704570305108,C,A,1
Single,UK,65+,B,C,-32.46646976782376,A,B,1
Single,UK,51-65,B,A,8.994393730816286,A,D,1
Widowed,Mexico,51-65,E,D,-178.3428421879898,D,C,0
Single,Other,26-35,E,C,19.922824281405962,A,B,1
Widowed,India,51-65,B,C,-65.18868505300846,B,A,0
Married,Other,26-35,E,E,72.94296706700261,E,E,1
Single,UK,36-50,D,B,37.76389434817817,D,D,0
Married,US,18-25,D,B,-175.6513160573224,E,D,1
Single,China,65+,A,E,50.106906406066024,D,A,0
Married,Germany,51-65,D,E,-24.90812233979895,C,C,1
Divorced,UK,26-35,A,E,-76.79667972702771,A,E,0
Widowed,US,51-65,C,A,18.01388568228388,E,E,1
Widowed,UK,26-35,A,A,-15.491411639243768,A,D,0
Single,Germany,36-50,A,D,-10.861348268633018,C,E,0
Divorced,India,18-25,E,A,90.7365888422563,E,A,1
Widowed,Other,36-50,B,E,-40.52271051385617,C,D,1
Divorced,India,51-65,E,B,118.02814235394212,C,C,0
Widowed,Brazil,18-25,C,D,-98.68953988364578,B,B,0
Divorced,UK,51-65,B,D,13.487127963650305,E,B,0
Widowed,US,36-50,E,C,69.48255273773047,B,A,0
Married,Mexico,26-35,C,C,39.02279107921125,A,B,0
Married,China,36-50,D,A,40.000314806540025,A,C,1
Married,Germany,65+,A,A,-140.36676389794633,E,D,0
Single,China,26-35,C,B,156.03758449822456,B,E,0
Divorced,Other,36-50,C,B,36.98258289147668,C,E,1
Widowed,Germany,51-65,E,D,61.87885795871865,C,E,1
Widowed,Mexico,18-25,E,D,-46.104329475045965,A,A,0
Married,India,26-35,B,C,26.721476766943695,D,A,1
Widowed,India,65+,D,D,-157.0479792857576,C,B,0
Widowed,China,65+,A,A,-75.39038463893903,A,C,1
Widowed,China,65+,E,B,-14.818491089744812,D,B,0
Single,Brazil,36-50,B,B,115.14334075800225,E,D,0
Widowed,UK,51-65,D,E,140.82099025486897,C,B,1
Widowed,US,26-35,E,D,204.43488838713128,D,B,0
Single,Germany,51-65,E,C,50.23271739208069,D,C,1
Single,UK,51-65,B,E,43.772945749742696,D,B,0
Widowed,Germany,65+,A,D,21.15849065572514,B,C,1
Married,UK,18-25,C,C,-121.75642283311316,E,D,1
Single,Brazil,26-35,A,E,-70.73823440419795,C,D,1
Divorced,Mexico,18-25,C,A,-10.416042484901713,C,C,1
Married,UK,26-35,E,E,-2.2191346346707497,A,B,1
Widowed,China,26-35,B,E,-77.96664566638735,D,D,0
Married,Germany,36-50,D,B,-31.707126682787802,C,A,0
Widowed,Brazil,26-35,A,A,-151.1455921874789,D,A,1
Divorced,Other,18-25,A,C,141.2906418727061,E,A,0
Single,Germany,51-65,C,C,62.128853752407096,B,A,1
Single,Mexico,36-50,B,C,43.43329813396812,D,C,0
Married,India,51-65,D,E,77.25624753643642,A,D,1
Single,Other,36-50,A,E,-54.147030102651215,C,D,1
Widowed,UK,26-35,D,B,48.702425012710314,A,A,1
Divorced,Mexico,65+,C,C,-76.65422199380248,A,A,1
Divorced,India,26-35,C,A,9.778116457547645,C,C,0
Widowed,Brazil,65+,C,E,230.62751323461632,A,D,0
Divorced,Germany,26-35,E,A,170.30311303229163,E,A,0
Divorced,Brazil,18-25,D,A,-84.82371960455647,B,E,0
Married,China,36-50,A,C,-97.35453006063818,D,C,0
Married,India,36-50,E,E,48.78038574117371,B,B,1
Widowed,UK,18-25,B,E,94.44611793672726,C,B,1
Single,India,36-50,C,D,-138.40594341757497,A,D,0
Single,US,51-65,B,E,286.53290694979506,E,B,0
Married,Mexico,51-65,D,A,78.31601560453092,D,D,0
Divorced,Other,51-65,A,D,-6.953450412459575,A,E,1
Divorced,Brazil,36-50,D,A,155.11529982566995,A,A,1
Married,India,36-50,A,D,-77.85599554271943,C,E,0
Married,Mexico,36-50,E,E,3.15498855379307,E,A,0
Single,Germany,51-65,B,D,-111.38962929553698,A,A,1
Married,Mexico,26-35,E,E,-11.562644474413117,D,C,0
Married,US,36-50,C,C,-28.836780432114484,B,A,0
Widowed,Brazil,26-35,A,B,181.58339663767376,A,A,0
Widowed,Brazil,51-65,A,B,139.9115917010843,B,B,0
Single,UK,65+,A,E,-185.8554175363544,A,E,1
Married,Germany,65+,D,C,78.68441349377568,A,B,1
Widowed,US,51-65,A,C,37.8646558449286,B,B,1
Divorced,UK,18-25,D,D,121.84856417838779,E,D,1
Single,Other,65+,B,C,-144.4475184648779,E,C,0
Widowed,China,18-25,D,D,114.59254967013783,C,E,1
Divorced,Germany,51-65,C,A,-106.4534180650249,C,A,0
Single,China,18-25,E,E,148.02790512324714,A,A,1
Divorced,UK,36-50,D,C,-7.669803224356185,C,D,1
Single,UK,36-50,E,E,-78.10747768886066,C,B,0
Divorced,China,36-50,C,D,21.360169347771656,D,E,1
Divorced,Brazil,36-50,E,E,70.18157789364349,E,D,0
Single,China,26-35,D,E,-33.6557895464411,B,C,1
Divorced,UK,65+,C,E,73.44322459202164,E,D,1
Divorced,Mexico,51-65,E,C,-208.9958928694224,E,E,0
Single,Brazil,18-25,E,D,-66.60296798722003,E,B,1
Married,UK,51-65,E,E,-97.77103445141067,C,C,0
Single,Other,26-35,C,A,66.5760351737305,A,E,0
Widowed,India,18-25,A,A,-147.97806646029233,C,B,1
Divorced,China,36-50,B,D,279.489333438751,D,C,1
Divorced,China,26-35,C,A,-67.13329263952951,E,C,0
Single,US,51-65,D,A,14.671491643027373,E,A,0
Single,US,36-50,E,B,59.06292867408182,A,E,1
Single,Mexico,18-25,A,D,-109.89927059917912,D,A,0
Married,US,18-25,A,C,-92.97444518236246,E,C,0
Divorced,US,26-35,A,C,-113.36079818283362,E,A,0
Married,UK,26-35,A,D,-77.73605331101278,D,D,0
Widowed,India,36-50,A,B,88.84274355658896,B,A,1
Divorced,US,36-50,A,D,-121.16658400891858,D,E,0
Single,Mexico,51-65,B,C,-29.416405863398143,A,D,1
Widowed,Germany,26-35,D,D,-70.1301955405077,C,A,0
Divorced,US,26-35,A,B,62.714402699850524,A,A,1
Widowed,China,65+,C,D,39.46542598782473,B,A,1
Married,India,26-35,B,B,-12.951668369617261,D,D,1
Widowed,Brazil,51-65,A,C,-168.9638643568992,D,B,1
Widowed,US,26-35,C,E,-69.29687062634635,D,A,0
Married,US,26-35,B,D,-75.73133500450598,A,B,1
Divorced,China,65+,A,D,-114.05789883734553,A,D,1
Single,Mexico,18-25,D,A,-5.748225235086064,E,B,1
Married,Brazil,26-35,C,E,17.4066024817107,C,C,0
Widowed,Brazil,26-35,C,A,-117.30046603725846,C,A,0
Divorced,Brazil,51-65,E,E,199.79970042553498,C,D,0
Married,Mexico,36-50,D,E,-26.294226790095475,E,D,0
Widowed,Brazil,36-50,E,B,-7.6400593781857555,E,E,1
Divorced,Mexico,26-35,A,D,-8.994133255391981,E,D,1
Widowed,China,18-25,E,D,89.27036153351709,E,C,1
Widowed,Brazil,51-65,C,C,-48.21615591169427,C,E,1
Widowed,Brazil,18-25,C,C,14.786324360336886,D,B,1
Widowed,Brazil,36-50,D,A,119.04594499541633,E,C,1
Widowed,Other,18-25,A,D,86.80960533547506,D,A,0
Widowed,Germany,51-65,A,C,-52.17328120235501,E,C,0
Married,Other,26-35,D,D,65.27846930869332,E,B,1
Widowed,China,65+,E,A,176.1506487222676,B,E,1
Divorced,US,18-25,B,B,-60.60388132334747,C,D,0
Single,US,36-50,A,C,-12.807461173428317,E,C,1
Divorced,UK,51-65,A,B,-15.025275576053987,E,E,0
Widowed,Mexico,51-65,B,B,70.81679798161544,B,E,1
Divorced,India,36-50,C,A,216.6675851672873,C,B,0
Single,Germany,36-50,E,C,101.10875255042808,A,D,0
Divorced,China,18-25,D,E,-75.27741213808116,D,C,1
Divorced,Germany,26-35,E,E,-42.15999592785999,B,E,0
Single,Germany,36-50,D,B,-233.78378111709117,E,B,1
Single,US,65+,B,D,-177.5237048831318,D,A,1
Divorced,India,26-35,B,A,8.95344838699153,B,E,0
Divorced,UK,36-50,E,A,7.2904511438421675,D,C,1
Widowed,US,26-35,C,A,-145.22310867241475,A,B,0
Single,Other,18-25,B,D,-134.64531994376733,D,B,1
Widowed,India,65+,B,E,-35.055061955165726,C,B,1
Divorced,Mexico,51-65,A,B,-140.1353009569014,E,A,1
Single,Other,18-25,C,C,38.80606351575342,D,C,1
Divorced,India,65+,A,E,-168.34944828569684,C,C,0
Married,Brazil,18-25,B,D,118.7207613843829,A,E,0
Divorced,Brazil,36-50,C,B,-18.74277785935557,B,B,0
Married,Brazil,36-50,A,C,-90.51797438472582,C,E,1
Single,India,65+,B,C,102.46503428085309,D,E,0
Married,US,36-50,C,A,110.54504140162602,A,D,1
Single,India,26-35,E,B,-44.045766327593675,A,D,1
Divorced,Brazil,18-25,E,B,-89.92582872670802,B,B,1
Divorced,Germany,18-25,B,C,1.4760731766881474,D,A,1
Widowed,Germany,51-65,D,D,-97.7358330146977,E,C,1
Single,India,26-35,D,A,-73.37913779337431,B,A,1
Single,Brazil,18-25,D,B,-34.27252247950034,D,A,0
Widowed,UK,51-65,B,A,-197.57871000627816,A,A,0
Single,China,18-25,D,B,-5.817868367120419,A,D,0
Single,India,26-35,E,D,-36.76358839682947,C,E,0
Widowed,UK,51-65,D,D,86.42034361057867,B,A,0
Divorced,China,26-35,C,E,48.04028235241385,E,C,0
Single,Mexico,36-50,D,E,-107.52313583082835,D,E,0
Married,Brazil,36-50,D,E,9.637065277549912,C,A,1
Divorced,Germany,18-25,A,B,-92.00320054303495,D,C,1
Single,China,26-35,A,B,-229.09864614591004,C,B,1
Divorced,US,36-50,C,E,10.213045486309262,E,D,0
Widowed,Brazil,26-35,E,E,-78.52663735136035,B,B,0
Married,Brazil,51-65,B,C,-102.61676467576517,E,E,1
Single,Other,18-25,C,E,127.92847603961546,E,D,0
Widowed,Brazil,36-50,B,C,-107.03355444679075,C,D,1
Single,UK,18-25,C,B,-163.26644320407044,A,B,0
Married,Other,18-25,E,D,-27.162225467798905,D,B,0
Married,China,65+,D,D,95.20020641504026,E,E,0
Widowed,India,26-35,C,D,-24.062004078853843,B,D,1
Divorced,Other,51-65,A,D,-69.47486104025484,D,D,1
Widowed,UK,65+,E,C,-130.10300502286125,A,B,0
Married,UK,65+,D,A,96.77346187058843,A,E,0
Widowed,UK,51-65,C,C,101.01279205512779,D,E,1
Widowed,China,18-25,E,C,76.12498355162981,A,E,0
Single,Mexico,36-50,E,C,-3.283312696048198,B,C,0
Married,Germany,51-65,D,A,-79.84427618969352,A,D,0
Widowed,Other,26-35,D,E,-49.105994524314575,E,E,0
Divorced,US,65+,A,E,60.200584780438646,B,C,1
Married,UK,26-35,E,D,45.66787575380111,C,D,0
Widowed,Mexico,18-25,E,A,175.2507785990897,E,D,1
Divorced,UK,26-35,D,E,-126.715965778986,E,E,1
Widowed,China,26-35,D,C,39.70036298394165,C,A,1
Divorced,Germany,18-25,D,A,7.109038461797944,D,D,1
Married,UK,18-25,B,C,-200.7420318273852,A,C,1
Divorced,Brazil,26-35,D,B,-121.64592759698441,B,B,1
Single,China,18-25,B,A,25.92622130224298,B,D,0
Single,Mexico,18-25,A,D,-80.00098358693876,A,A,0
Married,UK,51-65,E,C,71.67674385607071,E,B,0
Married,Mexico,26-35,A,D,-73.81794801374085,D,A,0
Married,India,26-35,D,E,-114.35534366197942,E,B,0
Single,Mexico,51-65,D,A,-29.457052114582577,D,E,1
Single,Other,26-35,D,D,5.152316607052351,D,E,0
Single,Brazil,26-35,C,D,-98.61838754674017,C,B,0
Widowed,Germany,51-65,A,C,73.2014647183931,E,B,1
Married,UK,26-35,E,A,-104.48200636496445,C,E,0
Divorced,Germany,18-25,C,A,-5.603603039765655,E,C,0
Single,China,18-25,E,C,28.41628632820189,D,E,1
Widowed,Germany,51-65,E,E,132.82969738239146,B,D,0
Married,Brazil,65+,E,A,44.827584435016696,E,A,1
Widowed,China,51-65,E,D,24.47724543189359,A,B,1
Divorced,US,18-25,B,E,-18.108389225524103,C,C,1
Married,Germany,18-25,E,B,-344.07926148219116,B,C,0
Widowed,China,36-50,A,B,-49.40150422843588,D,B,1
Single,Germany,51-65,B,D,-5.723094479470692,C,B,1
Divorced,US,26-35,E,E,89.93427564412781,A,A,1
Single,UK,36-50,B,B,38.98392429315597,C,C,0
Divorced,Mexico,26-35,A,A,-31.443376631716767,D,D,0
Single,China,26-35,E,D,48.4904635947764,D,C,0
Widowed,Germany,18-25,B,D,121.49054616608379,B,C,0
Divorced,Mexico,36-50,A,A,-25.13298701948402,D,B,0
Married,US,18-25,D,A,167.80821511413237,C,D,1
Single,UK,26-35,B,C,0.23574158149302712,E,E,0
Married,Other,51-65,E,C,-122.98604067603549,E,A,1
Divorced,Mexico,26-35,E,B,-2.3235643317347696,B,B,0
Widowed,Mexico,26-35,D,C,30.001773087481315,D,A,1
Widowed,US,18-25,B,E,38.492071520712315,B,E,1
Married,Brazil,65+,A,A,103.98650013136432,E,E,0
Married,Other,65+,B,C,68.27780821813766,D,D,0
Single,India,36-50,B,B,-57.65211668225363,A,A,1
Single,Mexico,36-50,E,C,-107.23120173827279,C,C,0
Married,India,18-25,E,A,6.453773952084448,D,D,0
Divorced,UK,36-50,B,E,-45.86329089312496,E,B,0
Widowed,Other,51-65,E,E,-58.46990651076829,C,B,0
Divorced,Brazil,36-50,A,C,24.511091428704493,C,A,1
Married,UK,51-65,D,D,204.79636476979994,A,D,0
Single,UK,65+,A,B,-137.4601673703878,A,C,0
Widowed,India,51-65,E,C,184.66075865508748,C,B,1
Single,Brazil,51-65,A,B,-132.2713308153119,A,E,0
Widowed,US,26-35,D,C,182.4000762633003,B,C,0
Single,US,51-65,E,C,122.28218389264562,A,D,0
Single,India,26-35,A,D,7.77841640236236,D,D,0
Widowed,Mexico,26-35,B,C,108.51562503917111,E,C,0
Married,China,18-25,C,B,151.38914443865977,C,C,1
Widowed,Mexico,26-35,B,E,74.32472343751417,A,A,1
Divorced,US,51-65,A,C,-212.16196630280155,E,C,1
Widowed,China,26-35,B,C,148.2659540483369,E,C,1
Single,US,26-35,B,D,3.7184980602168896,B,D,1
Married,US,18-25,D,A,-43.30548563272628,B,C,0
Single,Brazil,36-50,C,B,-40.414827411793446,D,A,1
Widowed,Other,51-65,A,B,-4.46046153446025,B,C,0
Single,China,18-25,B,B,93.5209022032424,D,D,0
Single,Brazil,26-35,B,C,-51.02706200773057,D,D,1
Divorced,Mexico,18-25,C,D,-20.472413967853072,B,B,0
Widowed,US,36-50,D,D,71.58552430252779,B,A,0
Widowed,China,36-50,B,A,-34.76416474899407,E,B,0
Divorced,Mexico,18-25,C,B,-27.846813040151062,B,B,0
Single,Brazil,65+,E,A,170.28388849746904,A,A,0
Single,Mexico,18-25,B,E,8.794088289199122,A,E,1
Widowed,Brazil,36-50,A,C,-111.66317369862566,D,A,1
Married,China,36-50,A,E,76.71344704971007,A,C,0
Single,Other,26-35,D,D,-132.55789519737138,D,C,1
Single,Brazil,65+,B,D,24.284479729147527,C,C,0
Single,Germany,51-65,E,C,-68.10381024730904,B,A,1
Single,Mexico,36-50,D,D,96.8416814195177,D,D,1
Single,China,51-65,B,A,-52.13639957663325,E,B,1
Widowed,Brazil,51-65,C,E,-216.23363921523824,B,D,1
Single,UK,36-50,C,D,-136.99461547500803,E,B,0
Divorced,UK,51-65,D,A,-58.95313894199339,A,B,1
Widowed,Germany,26-35,D,A,-31.468254993808287,E,D,0
Widowed,UK,51-65,B,B,67.89305847571381,C,B,0
Divorced,US,65+,B,C,-165.4480492710477,B,A,0
Divorced,Mexico,65+,C,E,41.51230500007795,B,D,1
Single,Brazil,18-25,D,C,84.97153119712578,C,A,1
Married,US,18-25,C,A,42.05016261868036,E,C,1
Divorced,Other,36-50,D,A,61.244304065809416,E,A,1
Widowed,Other,18-25,E,E,96.19773489291443,E,C,1
Married,Germany,36-50,C,B,46.68281992053669,E,D,0
Single,Other,26-35,A,D,76.36378077683113,B,A,1
Married,UK,36-50,C,C,-105.37988097964575,B,A,1
Married,Mexico,26-35,A,C,-83.41467958757751,D,A,1
Married,China,65+,E,D,-9.111032300759843,E,B,0
Widowed,China,65+,A,B,-123.22410592130551,C,B,0
Single,India,51-65,D,D,32.72741031066222,C,E,1
Single,China,36-50,B,B,-98.80532084821918,B,D,0
Single,Mexico,65+,A,A,-102.86101269368946,A,D,1
Single,Germany,51-65,D,E,-71.83591054545535,E,A,1
Widowed,Germany,36-50,E,B,26.59043404550241,A,E,0
Single,Brazil,36-50,A,A,-138.00934279394903,C,A,1
Single,UK,18-25,A,A,-34.35787432361271,D,D,0
Married,China,51-65,B,B,96.67783118951616,A,D,0
Single,Mexico,51-65,B,B,8.438392814885765,D,B,1
Married,India,51-65,D,A,-174.4145949207203,A,A,1
Widowed,India,26-35,C,B,4.061455356511158,A,E,0
Married,China,36-50,A,E,78.25971031869886,A,D,0
Single,Brazil,26-35,B,E,-37.09307513777759,D,C,1
Widowed,China,51-65,D,E,-96.13295848870503,D,B,1
Widowed,India,65+,D,B,151.72936643747917,A,C,1
Married,China,36-50,C,D,69.70368770443713,B,C,1
Widowed,US,51-65,B,A,-29.92334970484648,E,E,0
Single,Other,26-35,C,D,148.4953641479684,A,C,0
Divorced,India,51-65,C,C,53.96331192244088,D,C,1
Widowed,Brazil,51-65,A,E,-69.05325958437066,E,C,1
Married,UK,26-35,E,A,143.82674926571303,A,A,1
Divorced,Other,65+,C,E,37.179731777827826,A,A,1
Married,Brazil,65+,B,E,46.509962794858936,B,B,0
Divorced,UK,51-65,E,C,14.460063816773399,E,E,0
Single,UK,36-50,B,D,-90.77053337123766,B,B,1
Single,Mexico,18-25,C,A,-63.58712904527222,B,E,0
Married,Other,26-35,A,A,44.68439410182185,C,A,1
Widowed,Germany,51-65,D,D,-30.47004845167444,E,E,0
Married,China,18-25,C,E,-85.11906810172576,C,B,1
Single,China,26-35,B,A,-88.50775035459174,D,D,0
Single,China,36-50,D,D,-12.134350325231152,B,E,0
Single,Mexico,51-65,C,A,53.551387659726046,B,A,0
Single,Germany,65+,E,D,-39.29988059826961,B,B,1
Single,US,26-35,C,D,108.69476349689822,C,E,1
Divorced,India,26-35,A,C,-43.76880782240916,E,D,1
Married,Germany,26-35,D,C,-72.35330343679112,C,A,0
Single,China,65+,C,C,94.49040271310787,C,C,1
Married,Germany,18-25,E,A,221.02242150987982,E,C,1
Married,US,65+,D,D,-51.21329425182501,B,D,1
Married,Mexico,65+,C,B,-164.32009195959188,A,A,1
Widowed,US,65+,E,B,211.2045299321898,D,A,0
Single,US,26-35,E,B,130.67176026335332,A,C,0
Single,US,65+,B,E,-177.64672971754513,E,B,0
Divorced,India,65+,C,B,13.981932649633077,D,D,0
Married,Germany,51-65,B,B,-30.224218325969137,C,A,0
Married,Germany,26-35,B,B,-63.30715129776632,C,A,0
Widowed,UK,36-50,C,A,21.468073483850127,C,D,1
Single,Brazil,18-25,A,E,-173.69163780174375,B,A,1
Single,Mexico,51-65,B,D,64.88322922404876,C,C,1
Widowed,UK,51-65,B,D,16.06607461108518,E,A,1
Divorced,Brazil,36-50,A,C,-143.8584991379751,C,E,0
Divorced,Brazil,65+,B,B,-60.225946197471046,E,B,0
Widowed,Brazil,36-50,A,C,144.36129897739275,E,C,0
Widowed,Mexico,18-25,A,E,31.729535263368536,B,B,0
Married,China,26-35,E,C,-51.90130705148731,B,B,0
Divorced,US,26-35,C,B,65.12682141392976,B,C,1
Married,Germany,18-25,C,B,123.23317642177429,A,C,1
Widowed,Germany,18-25,C,C,-59.46157350115359,E,A,1
Widowed,Germany,65+,B,A,168.42638102895927,D,B,0
Married,Brazil,36-50,B,E,115.41374810563707,C,B,1
Single,UK,26-35,C,A,-149.90264802893705,A,A,0
Married,Germany,51-65,C,B,-113.23036781697576,C,D,0
Divorced,Germany,36-50,A,D,-73.12021779333843,D,D,0
Married,US,36-50,D,C,-82.26860409182709,C,E,0
Single,Germany,18-25,C,E,-90.39221433212178,B,B,0
Divorced,China,51-65,D,E,0.3247225771917089,E,D,1
Married,Other,36-50,C,D,-104.53551558609743,A,B,1
Divorced,China,36-50,E,A,-49.87259085675383,A,C,0
Single,Mexico,18-25,B,B,133.49799814342177,D,D,0
Widowed,Germany,51-65,E,A,26.056111242361546,C,E,1
Single,Other,51-65,A,C,-56.701281707441744,E,D,1
Married,Brazil,36-50,B,B,27.037495453898604,A,D,1
Widowed,India,36-50,D,E,-140.96409339942994,D,D,0
Single,Mexico,51-65,B,D,-52.91088351496411,A,B,0
Divorced,Other,51-65,C,A,44.056772771671085,E,A,1
Divorced,Other,26-35,B,E,90.71847626793777,B,D,0
Single,China,36-50,A,C,-42.04661990721805,C,B,1
Widowed,Brazil,51-65,B,B,6.4977872075491065,A,B,1
Divorced,Brazil,51-65,B,C,-78.76493383642826,E,B,1
Widowed,US,65+,A,D,148.37585333175366,D,D,1
Married,UK,65+,B,D,2.5976889732158686,A,A,0
Divorced,Germany,36-50,D,D,-42.69897663174147,E,C,1
Single,China,18-25,E,A,16.01079527383363,C,A,1
Divorced,Brazil,36-50,C,E,115.31865627162368,C,E,1
Divorced,China,18-25,A,E,42.3418802230552,D,E,0
Widowed,US,65+,B,A,-65.9513401781725,E,A,0
Married,Brazil,65+,C,C,-46.50302461978144,A,C,1
Divorced,India,36-50,B,B,-9.595693474651966,B,E,1
Single,India,18-25,C,D,98.68469053746318,A,D,1
Divorced,China,36-50,D,A,78.89201184433271,B,D,0
Married,Mexico,26-35,C,C,52.95655532630752,D,C,1
Married,China,26-35,E,A,-34.73181496754789,E,A,0
Married,India,36-50,A,A,-127.48665069526155,D,D,1
Married,China,26-35,C,C,51.2201244958121,D,D,0
Widowed,Germany,36-50,A,C,62.71791442327882,D,D,0
Widowed,India,36-50,A,B,15.860904673132703,B,E,0
Single,Brazil,36-50,C,B,122.48162592228198,E,B,1
Widowed,China,26-35,C,C,-5.6282379852319915,B,E,0
Divorced,US,36-50,D,D,-106.72781166285945,D,A,1
Married,Mexico,18-25,A,E,65.52145729953855,A,C,1
Widowed,Germany,51-65,B,D,-117.26614006239461,C,B,0
Single,China,51-65,A,B,-47.751852364141655,C,A,1
Widowed,Brazil,26-35,B,D,-0.7633016682924925,D,C,0
Married,Other,36-50,E,E,154.31310733328863,D,A,0
Widowed,UK,36-50,C,E,-53.422701759691606,A,B,1
Widowed,Other,18-25,A,D,-170.58792205839364,A,C,0
Single,Germany,36-50,D,C,-36.65120496454936,D,E,0
Single,US,36-50,A,D,-73.82140765942356,B,D,0
Divorced,Mexico,51-65,A,B,-57.533542150945834,A,B,0
Married,UK,51-65,C,B,43.61750862618974,E,A,1
Married,UK,18-25,E,A,119.10627654574499,C,E,1
Widowed,China,26-35,E,D,24.18932828383702,C,E,0
Divorced,UK,18-25,D,E,-47.84979705037791,D,A,0
Divorced,Germany,36-50,B,D,147.48500556642298,A,E,1
Widowed,Germany,65+,D,B,39.36380395200418,B,C,0
Married,Mexico,51-65,D,B,124.7031531294896,D,A,1
Single,US,36-50,D,B,-68.50161212538708,A,A,0
Divorced,Germany,36-50,A,B,-87.921788200386,E,A,1
Single,Brazil,18-25,B,D,-62.45799711105725,B,D,1
Divorced,UK,65+,D,C,-74.71853460089237,E,B,1
Widowed,Germany,51-65,B,E,-95.58940558575377,E,E,1
Single,India,26-35,B,E,61.67894005684035,C,C,0
Married,UK,51-65,C,E,178.60422370437763,B,D,0
Divorced,US,18-25,B,C,-86.31931163145723,C,A,1
Divorced,Mexico,26-35,D,E,154.33694320140754,D,E,0
Widowed,China,18-25,D,E,75.60937437989979,E,E,0
Married,US,36-50,C,D,-109.2173632042102,E,A,0
Divorced,Other,51-65,A,C,-67.5239298105892,B,A,1
Married,Other,65+,E,E,-13.15902693225081,B,D,1
Widowed,UK,18-25,D,B,219.51301979660397,C,C,0
Divorced,Brazil,26-35,C,A,-35.52845484086875,A,E,1
Widowed,Germany,18-25,E,C,14.532108609744506,C,D,0
Married,Brazil,65+,E,D,-54.933752200654816,D,C,1
Married,Mexico,26-35,E,B,125.58389343747673,D,E,0
Married,China,36-50,B,E,3.266203619837,B,A,1
