faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Christian,-148.72894615283863,B,C,C,A,D,D,B,D,A,-149.74624924038395,C,A,0
Buddhist,0.02505852553228518,B,C,D,B,E,D,B,D,D,-53.20618267324062,E,C,1
Christian,103.00955300697814,D,D,B,C,D,B,B,D,A,58.72162089847116,E,E,0
Hindu,-83.38803325574172,B,E,D,C,C,D,E,A,D,144.43699773152332,B,E,1
Hindu,4.563922859477844,C,A,B,D,E,E,B,E,E,-225.52632614033655,D,E,1
Other,-136.64390783552574,D,A,C,E,B,C,C,C,D,33.03643725467534,C,A,1
Christian,-127.59310123262577,B,A,C,B,A,E,C,A,A,-5.061568884808394,C,E,1
Hindu,-117.68019189341274,B,D,D,B,E,C,A,E,B,-6.763810138242213,B,C,1
Jewish,-172.51466846860987,B,A,D,A,B,B,A,D,D,51.7671324519562,D,D,0
Muslim,60.835540710871015,C,A,D,E,A,D,E,E,D,-19.163536345024333,D,E,1
Other,1.1241306630927121,E,E,B,D,C,A,E,C,D,-165.81409762411533,D,B,1
Jewish,192.43196577567502,B,D,C,A,D,D,D,A,B,-185.88337531288238,B,B,0
Hindu,53.82689162546107,C,C,C,D,E,C,A,E,C,82.04942166951962,E,C,1
Muslim,49.09702564166596,D,B,C,D,A,A,D,C,C,82.24052879645946,A,D,1
Hindu,-40.928354101536996,E,D,E,B,E,A,E,A,D,-38.78285164825231,A,C,0
Muslim,-128.0054437682218,D,D,D,D,B,B,E,A,B,-51.79355051408984,E,A,0
Muslim,52.05082914799475,E,D,D,D,A,D,D,C,D,-74.87230567555962,D,D,1
Jewish,96.1895226408316,A,B,E,E,D,D,C,C,E,-113.37387960916526,A,A,0
Jewish,48.26098777157989,D,D,E,D,E,C,B,C,A,-10.899160391672991,B,B,1
Other,-40.76983493921028,B,B,C,B,E,B,B,A,B,-16.083141921933496,C,C,0
Other,246.74032508317785,E,E,E,A,D,C,C,A,D,134.6561768447192,C,B,0
Other,-6.306322962305511,A,A,D,D,B,C,D,B,A,-41.015392320220194,C,E,1
None,52.50762824039887,A,E,E,D,C,E,B,C,C,-31.566299519350633,B,E,1
Christian,176.3418257555166,A,C,C,A,C,E,E,D,C,-23.630768339971304,B,A,1
Hindu,-42.69058233213002,D,A,C,E,B,E,C,E,E,16.238690568984733,C,A,0
Muslim,-61.93075162099279,B,A,D,B,B,C,E,C,B,-164.7380340777989,E,B,0
Jewish,-72.45231733116252,C,C,E,E,C,C,D,D,A,11.616493996460745,D,C,0
Jewish,36.19628705425191,B,E,D,C,E,C,A,B,A,-23.90078832680312,E,A,1
Christian,98.65268111042046,A,C,E,A,C,A,A,C,D,-105.54986333655683,D,D,1
Muslim,-92.41250089831796,D,B,A,E,B,C,E,D,C,63.60582402615809,B,A,0
Buddhist,-40.84245739178599,D,D,A,A,A,D,D,C,E,244.9906789862307,B,C,1
Jewish,115.1313729710057,A,D,A,D,B,B,D,B,D,-16.71523307406315,D,E,1
Hindu,-142.35464917067415,E,C,C,B,C,C,A,B,E,-50.337446089326235,A,B,0
Other,53.51002836293477,A,D,E,B,D,A,D,C,C,-128.25759063630696,A,C,0
None,-22.93471826826126,C,C,D,C,A,D,B,D,E,127.97256081289422,D,D,1
Muslim,115.08910420901357,B,D,E,C,A,C,C,D,C,-76.66863420695576,E,C,0
Buddhist,200.31312159282854,D,D,E,D,C,B,C,B,A,-104.60261345401179,A,D,0
Other,-108.57854959640625,E,E,E,B,E,E,B,E,B,88.16283675878044,D,B,0
Buddhist,-4.08543193079362,B,B,A,D,E,C,D,C,A,-21.90480585471547,C,C,1
Buddhist,113.01270326342525,E,C,D,B,B,B,C,D,D,134.9121180654003,B,B,1
Christian,-146.92245201677162,B,E,E,D,A,A,A,E,A,144.61109480304782,C,E,0
Christian,251.92138516037969,B,B,A,A,B,D,A,C,D,126.40355063896784,D,B,1
Muslim,39.04521949085755,C,E,C,A,C,A,B,D,B,28.162117632925206,E,B,0
Christian,10.96960851664558,B,E,E,C,A,C,C,A,C,-54.39249028861086,E,D,0
None,100.28860321073894,D,E,C,C,B,C,C,B,E,95.82937974781598,C,D,1
None,170.1937617009627,E,B,B,D,A,C,C,C,D,-45.60471513344402,A,D,1
Muslim,-3.941613845707679,E,C,B,D,D,C,A,B,E,0.314652027776468,A,B,0
Hindu,61.17898879064724,D,E,C,B,D,B,B,B,A,39.7359968012522,D,D,1
Buddhist,48.19726432860293,A,A,D,A,D,D,B,D,D,-21.19195851845976,D,D,0
Hindu,-63.30762233407496,D,B,B,B,E,D,D,C,B,-33.383064368170906,B,D,0
Hindu,113.2270995861838,D,D,A,E,D,A,D,E,B,48.82492988791308,D,A,0
Muslim,248.25227811040654,A,E,C,D,A,C,A,D,B,47.11299976452644,B,A,1
None,-37.34164846279951,C,A,D,D,A,B,D,C,A,3.0350058880905415,E,D,1
Jewish,-26.904621931596623,D,A,A,C,B,C,D,B,E,95.0342945324453,B,C,0
Other,-9.762435610551844,E,A,A,E,B,B,D,E,B,-55.70575242311357,B,B,0
Muslim,122.74082361454258,C,A,B,C,D,D,A,A,C,144.106664973553,A,A,0
Buddhist,-114.09916918831841,A,B,C,A,D,B,A,A,E,-206.16532497230895,D,D,1
None,-69.69377640273787,D,A,A,A,B,B,D,B,B,-3.5254136427135223,E,A,0
None,50.77886553573844,B,E,C,D,D,B,A,D,A,7.830190456039085,B,D,0
Christian,-199.2010611233657,A,A,A,B,A,D,E,A,E,-278.78185928260166,D,C,1
Jewish,150.72369501035507,B,E,A,C,A,A,E,D,D,-115.99285671448871,E,E,0
None,133.61962782812927,A,C,D,C,A,A,E,D,E,-6.9382358906468475,D,C,0
Other,156.00357619383746,C,A,D,D,D,A,E,D,B,126.27234258939495,D,E,0
None,-89.2425086712898,E,D,A,B,C,D,C,E,C,10.275353027405062,D,D,1
Buddhist,-92.5238993956407,A,D,C,C,D,C,E,D,D,-40.8684379749319,B,E,1
Christian,-83.88368246431529,E,B,A,C,A,E,E,B,A,-9.776793972620638,C,B,1
Jewish,10.325911014840681,C,E,A,C,B,A,D,A,C,-1.8694430899607497,C,B,0
Other,-48.633769851091195,E,A,C,E,C,B,B,A,E,125.72081134767599,C,C,1
Other,0.5168673842048211,A,E,B,C,C,B,E,D,B,-201.76635112399555,E,B,0
Christian,-81.1004381778084,B,B,A,A,E,A,D,C,C,29.39150062154473,A,C,0
Buddhist,22.572292221167515,B,D,E,D,E,C,B,C,E,-44.821641731211436,B,A,0
Buddhist,-75.48588392955836,E,D,B,B,D,E,A,B,B,0.3324640116178253,A,E,1
None,25.850917043760624,D,C,C,E,A,C,B,E,B,-42.31489399253357,B,E,0
Christian,125.95566084947929,B,D,A,C,B,D,B,D,E,-100.37922404940541,A,A,0
Hindu,63.68081603295146,D,B,E,B,E,E,E,B,A,-51.25129167865713,C,C,0
Jewish,156.13019128868092,C,C,D,C,B,A,B,C,A,-34.04035785140195,E,A,1
Muslim,86.83679739365711,E,D,D,B,D,B,C,E,B,90.58350308880577,D,B,0
Jewish,-123.17855455849273,B,C,E,A,A,B,B,A,E,29.228232386906605,D,D,0
Hindu,-73.75656592427914,E,D,B,D,C,C,D,A,C,-127.52127385137968,E,C,1
Buddhist,-15.364703536009022,C,A,C,C,E,E,D,B,E,5.912166170442094,D,C,1
Hindu,35.533373354125494,E,A,C,C,A,A,C,D,A,-15.881867891140672,E,A,0
Muslim,42.62189258673768,B,D,D,A,C,B,B,C,A,-59.684177917432415,E,D,0
Buddhist,25.102336976772754,C,A,A,A,A,E,B,C,B,81.14173992977898,D,B,0
None,-78.05535072917917,E,D,A,A,D,B,D,B,A,124.42001806285126,E,E,0
Jewish,-0.0790636181739304,B,A,B,D,C,E,A,A,D,15.304370026285216,C,C,1
Hindu,-194.82793165073554,A,E,C,E,B,B,D,E,D,-37.205654280675674,B,C,0
None,167.21885999425942,E,A,C,B,C,E,C,C,B,70.79943865714007,A,B,0
Jewish,33.60067452685309,E,C,A,A,B,D,E,B,E,75.9440632996919,B,C,0
Hindu,99.7564900203184,D,B,E,A,A,B,D,A,C,-53.08088305332339,A,C,1
Christian,-164.41530495130635,A,E,A,D,A,A,B,C,D,-274.3687262537862,B,D,0
Hindu,192.81624918905874,D,B,A,D,B,B,C,D,B,106.93334802257051,A,A,0
Christian,149.70670456708692,E,A,C,B,D,D,C,E,A,-67.23588337382053,B,A,1
Hindu,-128.93619804246794,D,D,C,C,B,D,B,C,C,93.90342905420687,C,A,1
Muslim,140.3373196110836,E,A,A,A,A,C,A,C,A,45.57876588745935,B,A,1
Other,73.36304960761733,A,D,B,E,C,E,A,D,B,55.04903402076265,D,B,0
Jewish,-89.29755683035641,B,E,A,E,A,B,B,C,A,78.87742250362777,D,D,0
Muslim,-153.1251620502386,B,C,A,C,D,C,B,A,C,-65.49331285952513,B,D,1
Hindu,109.13913731418945,C,D,D,D,E,D,C,C,C,57.26277007441452,E,B,1
None,-91.97928958523632,D,B,B,A,D,B,E,B,E,-21.507183700005392,C,C,1
Hindu,-36.015117816798224,D,B,A,C,A,D,B,A,B,-107.71480510552432,C,A,0
Other,-41.9927957495297,A,E,E,B,B,A,A,B,D,44.29124445316879,D,E,1
Jewish,26.639381344179558,E,A,A,C,A,B,E,E,C,-3.7870876214209495,E,B,1
Christian,3.7897822578343816,A,A,E,D,B,B,A,E,E,-41.900389280557974,E,E,1
Hindu,36.94474743099846,D,D,D,C,C,B,D,C,B,-58.89771589857895,D,D,1
Jewish,-58.992368459596655,E,D,E,A,B,C,A,D,D,-72.6054091031768,E,E,1
Jewish,4.91337002146302,B,B,A,E,D,D,E,E,A,-26.468181487319143,B,E,1
Other,-158.82482445637598,C,E,C,B,E,D,D,A,C,-44.023829467005186,D,B,0
Other,-11.474840492005352,E,B,D,C,A,D,C,E,D,-76.3414096538855,D,A,0
Hindu,27.719835366662416,D,E,C,E,B,D,C,C,D,203.89317761244018,D,C,0
Other,37.07278830797055,D,A,A,C,C,A,E,A,C,-138.4543059042441,A,B,0
Hindu,7.988107554133735,D,E,E,A,E,D,B,E,E,-103.98669889190755,C,D,1
Muslim,-33.49580613747329,D,D,D,D,C,A,D,C,C,45.198547697289456,E,B,0
Muslim,-61.66531392001712,A,A,B,D,A,D,D,A,C,26.227359353613977,E,B,1
None,1.2990953719769425,D,E,D,B,A,E,C,A,E,-118.57540032205065,D,B,1
None,18.303918201671888,A,A,C,B,C,C,E,C,C,-24.469704193201007,C,C,1
Muslim,-228.25622748257598,D,B,D,D,C,C,E,B,E,67.504422080823,C,D,0
Muslim,166.52896530353638,B,C,E,A,B,A,B,C,D,-83.86919315942298,D,D,0
Muslim,-90.90222667900053,B,A,E,E,B,D,B,E,E,-89.17203390327606,A,A,0
None,-219.2699237414176,A,A,C,B,C,D,E,A,A,-216.39599715467247,C,C,0
Buddhist,192.95019634448593,A,C,B,E,A,E,A,C,D,-69.73490003489336,C,E,1
Hindu,174.24784805936304,A,D,D,E,B,D,A,A,D,-39.6527862079622,C,A,1
Hindu,26.464210887175682,B,E,D,B,D,B,A,B,E,96.91258783902785,B,D,1
Buddhist,-21.26004059851573,C,B,A,C,D,E,D,A,C,-44.56226972591708,C,B,1
Other,-119.99961555055887,C,C,A,E,D,A,C,E,B,-64.74808687035892,D,C,1
None,181.32358099086693,B,A,D,C,B,B,E,E,D,-27.201005664424937,E,D,1
Buddhist,-15.97816515680398,D,D,E,C,A,C,B,E,B,-116.49453362875524,B,E,1
Other,186.23484148149043,D,B,E,A,C,E,E,B,A,115.35255294945048,B,A,1
Other,83.76143416314825,D,A,C,A,D,A,C,C,C,177.8599426594533,D,B,0
Christian,47.20212489040164,B,D,A,E,E,C,D,C,A,67.0750242543383,C,D,0
Muslim,-52.23062239788092,E,B,A,C,E,D,E,C,E,-36.341350935431706,D,D,1
Buddhist,90.27497383730169,E,C,C,B,B,B,E,C,C,177.66058975237226,A,C,0
Buddhist,-166.43607551806156,D,D,C,A,E,A,D,E,D,-93.46073200273686,A,A,0
None,103.52542408570886,D,E,A,C,C,B,E,C,A,-11.363284380770898,A,E,0
Muslim,91.7824459345407,B,C,C,B,B,B,E,D,A,-43.975365341889585,E,B,0
Hindu,-171.24902576511164,C,C,C,E,D,D,A,B,A,-5.642702976269403,A,C,0
Buddhist,60.96212814529278,A,A,D,E,E,B,E,C,A,152.18277710113895,B,B,1
Christian,131.80638876833936,A,D,C,B,B,B,B,A,D,-14.614316719733097,D,C,1
Hindu,34.230001750466535,E,E,A,E,B,A,A,D,B,107.74946479531522,E,C,0
Other,7.492797048790158,A,A,D,D,D,B,A,C,E,131.8562621833703,D,E,0
Muslim,29.15721422724335,C,E,B,E,E,E,D,A,B,30.538502379292986,D,C,0
Hindu,-22.16217076930695,B,C,B,B,A,B,C,B,C,85.97875823656884,B,C,0
Other,-21.659350824990618,B,C,C,B,E,A,E,C,D,-20.84238904606085,C,A,0
Buddhist,57.770661343612,B,A,C,C,C,A,B,A,C,45.537007630828825,D,B,0
Christian,-78.49123081667763,E,A,C,D,B,A,A,A,C,118.93257199350127,C,C,1
Muslim,-134.50194398031996,C,D,D,B,E,B,B,A,A,-142.7318895662026,E,D,0
Christian,186.9837645511225,C,D,C,A,D,B,B,B,E,17.268398133617882,E,B,0
Other,157.4557656682335,D,D,D,E,D,D,B,C,B,37.46379423112607,D,E,0
Buddhist,40.263713248696135,C,D,D,B,E,C,B,A,B,-231.64459137833532,E,A,1
Hindu,-37.30725166499249,E,C,E,E,B,B,A,D,E,96.94494678665316,A,A,0
None,-151.909524247744,E,B,D,E,A,C,E,D,E,-120.16821737793944,D,A,1
Muslim,-77.46226338094392,B,E,B,A,D,E,E,C,A,100.29420797776758,D,D,1
Christian,139.94025845106378,A,B,C,A,D,C,B,C,B,-21.02463132798553,A,B,1
Jewish,-73.78659567762412,C,D,C,E,B,E,C,B,D,-85.15460556006997,B,D,0
Jewish,57.749901317944364,E,B,E,D,A,C,D,A,B,34.03333328500055,C,A,0
Christian,-92.14212488295098,D,B,B,B,D,A,A,A,E,-192.87131211323546,B,E,0
Buddhist,303.8433020798338,E,D,B,A,B,D,E,A,A,-41.998740018018474,B,E,1
Muslim,-118.75977042318351,A,C,D,C,D,E,D,D,C,-2.903001203600742,B,B,1
Hindu,-175.9733922969738,C,A,D,D,A,C,B,D,A,60.14445052249431,B,E,1
Muslim,31.02004088784828,C,D,A,A,B,A,A,D,A,126.09041621523448,B,A,1
Other,35.86267309447228,E,C,E,D,B,A,E,B,E,-89.01376108296893,D,D,1
Buddhist,-91.748470320762,B,B,C,D,C,D,C,C,B,-125.54939899198996,C,A,1
Buddhist,-76.01271932492037,A,D,D,E,B,D,E,C,C,26.992308243784713,C,C,0
Muslim,-93.2260462412981,C,A,C,E,B,C,A,A,E,64.49461602060472,A,E,1
None,-63.606359178957916,E,D,E,E,C,B,A,B,A,-209.25490712216418,E,E,0
Other,117.75868130100677,E,A,E,D,D,A,A,C,E,-124.80941426031278,E,A,0
Jewish,15.844874089399166,E,B,D,E,C,D,E,E,B,162.32924691627676,D,A,1
Jewish,35.3682439269447,A,C,B,A,D,A,B,A,E,18.257365346343914,C,B,0
None,-79.45885035156545,E,C,A,D,D,C,B,C,E,-31.98914151885014,D,C,1
None,133.71430024728173,E,D,B,C,E,D,D,A,A,-134.151943663901,B,A,1
Jewish,-71.99887264482926,B,B,C,C,C,D,E,B,A,-102.10006645215933,E,E,1
Muslim,-86.50098051150846,A,A,B,E,D,B,E,C,A,-113.72793935000772,B,E,0
Muslim,279.24057679541255,A,A,B,E,E,E,B,D,C,127.95409759619633,D,D,1
Christian,-27.22162834359566,A,D,D,A,A,B,B,D,B,38.654271290912234,C,D,1
Jewish,-21.114761605485555,B,B,B,E,B,D,E,B,D,-138.2687703977298,A,B,1
Hindu,-20.864717798139377,C,C,E,E,D,A,B,D,E,196.22438945264173,E,A,0
Christian,-175.80144518027222,A,C,B,C,C,C,C,A,B,34.79873579010376,E,C,1
None,88.95841804010676,D,D,A,C,A,E,B,B,A,-33.93722890863209,C,B,1
Muslim,35.6986705800054,A,A,E,B,B,A,B,C,B,-83.7317035094339,E,E,0
Muslim,117.84068284723742,D,A,D,D,B,D,B,A,C,27.69623277063798,A,B,0
Jewish,190.36692163232848,B,B,C,B,B,C,B,B,C,101.94147102553663,A,E,1
Hindu,1.6707926590050726,D,D,A,C,B,E,C,C,B,71.57143373601019,D,D,1
Hindu,-40.84018362472547,C,E,D,D,B,C,C,C,D,63.75259264360199,A,A,1
Christian,50.00918886249684,D,D,B,B,B,A,C,B,B,-5.27051736635505,E,C,1
Buddhist,162.39860689281932,C,E,E,A,C,E,D,E,B,-134.94260041326186,D,E,0
Other,-44.565408065372665,C,A,D,D,D,B,D,B,D,78.44570681994006,D,C,0
Muslim,-109.5245905547622,D,A,E,B,C,E,B,E,E,-1.9813860639091871,D,C,0
Jewish,149.75256647803542,B,D,E,E,B,E,D,E,C,6.669743151996071,D,B,0
None,-63.980823387789684,E,B,B,E,A,D,A,D,C,197.18746943969467,E,E,1
Christian,-85.90450309189922,D,D,D,E,E,C,C,C,B,134.9955723037528,D,D,0
Buddhist,-84.14549971587573,B,B,E,B,C,A,C,C,C,-27.338880614095167,A,E,0
Other,-9.961950221875435,E,A,D,D,D,A,E,D,D,251.16029787104992,B,A,1
None,-66.9350590789513,B,A,E,C,A,E,E,A,D,134.25407642697746,A,C,0
Other,77.28364044886317,D,D,E,E,C,B,D,A,B,-70.79416506854686,A,C,1
Hindu,-21.12220084637974,D,E,C,B,E,C,E,B,C,-81.76289603864095,A,C,0
Christian,97.52042084632062,E,B,A,D,A,C,C,A,A,10.674627218717507,C,A,1
Other,142.19938452407675,A,B,A,A,D,D,C,D,B,-64.98812530700904,D,D,1
Christian,12.500480152499124,B,B,B,C,A,E,D,B,A,-54.00517432839469,A,D,1
Jewish,-5.220647002272348,E,A,B,C,B,E,B,A,E,0.24159637170650833,E,C,0
Muslim,-2.1705407816347946,A,B,C,E,C,A,C,C,A,49.73960644684705,D,B,0
Hindu,-241.59567102426172,B,A,A,C,D,B,B,E,A,45.11263831383566,D,C,1
Buddhist,88.87694057337808,C,A,E,E,B,E,B,E,E,-77.40933339509739,B,E,1
Buddhist,-27.219044227742263,C,C,C,B,B,D,E,C,D,13.93866460826683,C,B,0
Buddhist,-12.281182528219379,A,C,C,C,A,A,B,C,E,240.26805111935823,B,B,1
Other,43.450014700308905,B,B,E,D,D,C,C,E,B,-82.37256568569602,C,B,0
Hindu,-213.6810134086313,A,B,A,A,E,B,B,E,D,97.39890576654177,D,B,1
Muslim,90.31397446966176,C,E,C,D,A,E,D,E,E,-10.590474118259149,A,A,1
Other,90.75542880104136,C,C,C,C,D,E,A,A,A,-56.62137840370204,D,A,0
Buddhist,-32.68733355863315,C,A,B,D,E,E,C,D,C,64.84513688763637,D,E,0
Christian,176.66217856209826,E,B,D,D,B,A,D,E,E,-136.9037523715988,B,B,0
Muslim,19.516075178229887,D,A,A,D,A,C,D,A,D,75.09350994049038,E,A,0
Christian,-52.933681494276975,A,D,E,D,E,D,E,D,A,-4.703500753830233,D,A,0
Muslim,-21.126715552239613,E,E,A,A,D,D,B,C,B,135.90765136942812,E,A,0
Other,15.11122929190796,D,A,D,B,B,D,C,B,E,-42.976955860020496,E,C,1
Buddhist,-110.98564016385208,D,D,D,B,B,C,B,D,B,131.38283435806613,C,A,0
Muslim,-211.61331601458912,A,B,A,D,D,C,D,C,D,21.79760004774594,E,B,0
None,-83.25364323103835,A,A,E,B,B,C,E,A,B,-185.09551414697765,E,B,0
Other,15.181344952461329,E,E,D,B,C,E,B,D,D,21.986756984067178,A,A,1
Muslim,-30.231949460330853,D,A,B,B,B,D,C,B,E,-36.70245687709197,A,B,0
Muslim,181.4293778183016,B,A,C,E,B,D,E,D,A,154.61434519396715,B,B,1
Jewish,-41.79897615594882,D,D,C,B,A,D,E,D,E,-33.66391054819586,D,D,1
Hindu,-210.72139162771597,D,A,A,E,A,C,C,E,C,32.02126327543838,C,E,0
Hindu,173.59410782756478,B,D,D,A,E,E,D,E,B,-181.42212570482243,B,A,1
Muslim,31.00053994362891,C,C,A,A,D,B,A,A,D,257.1177680090891,A,E,1
Buddhist,89.8699673764795,B,E,B,E,A,A,E,A,E,130.56904993040555,B,D,0
None,-156.83708248235038,E,E,E,C,E,E,D,C,E,47.87231894094377,C,D,1
Muslim,27.177177533460373,B,A,B,D,C,B,B,E,C,45.44797269684871,B,D,1
None,19.146610493949144,A,B,C,B,C,A,B,A,C,-15.301628494656219,C,C,0
Jewish,-9.376238163249901,D,D,C,D,D,E,A,D,B,35.88978921231976,A,B,0
Muslim,49.97248538219115,B,C,D,D,E,B,D,D,A,9.59446686571699,E,C,0
Christian,-20.108671029353907,C,C,C,B,E,E,D,D,B,28.80845781414216,E,B,0
Buddhist,55.074297999941905,E,C,C,A,D,E,B,C,C,-40.898281874945155,C,D,1
Hindu,-46.6253538317549,E,B,C,E,C,D,E,D,E,164.70184590805485,A,A,0
Jewish,93.60280158449845,C,E,D,C,C,A,B,B,C,175.89121666101403,A,A,0
Jewish,137.41593721606748,E,B,B,C,B,D,E,C,B,-115.15802359857649,E,A,1
Other,1.2684940941215157,B,E,A,D,B,E,A,C,E,95.64647657210476,B,E,1
Muslim,34.74690318536151,E,B,A,D,D,D,A,D,B,36.826284567750115,C,A,1
Buddhist,-32.5051175922434,A,D,A,E,E,D,D,E,A,77.18437341262933,B,B,1
Buddhist,-63.82023158332182,C,E,D,A,B,C,E,B,B,31.786439980792224,A,D,0
None,92.47953601344354,B,A,A,B,C,A,D,E,A,25.86813802523275,C,E,1
Muslim,-60.015368639262654,B,D,D,B,B,C,C,E,E,-17.28711087649681,E,E,0
Buddhist,2.92067786348624,C,D,A,C,D,D,E,D,D,-6.090540602270334,A,B,1
Buddhist,68.47958980294963,D,B,A,D,B,B,D,A,C,-68.16291541824174,D,C,1
Muslim,178.5371940689994,C,D,E,C,B,D,B,A,B,87.25579242404697,D,E,1
None,-89.38297233097113,B,D,D,E,D,E,D,B,E,-58.86908066801427,D,B,1
Other,-160.28284169956257,E,A,D,B,C,D,E,C,B,149.39446558314188,A,B,1
Jewish,79.18466640398377,C,B,C,E,D,B,C,C,D,-144.29711172403904,C,B,0
Buddhist,35.74697520640148,C,B,A,D,B,A,A,A,A,71.90495662739335,D,E,1
Jewish,80.10020722188622,B,E,C,A,E,D,B,C,A,145.11723782959223,C,E,1
None,-53.78570928163873,B,E,C,E,B,D,A,B,E,-36.59281818551996,E,E,0
None,-128.11978049560352,A,D,D,C,C,B,B,A,B,-46.21731113182991,D,A,1
Muslim,-3.152714674719751,E,C,C,C,A,E,A,B,C,-40.87176039158569,B,B,1
Christian,-43.112784240681314,A,C,D,A,E,B,A,A,B,-45.639684656553,D,B,0
Other,-43.038330793336655,A,B,B,E,B,E,B,C,B,89.19903948903854,A,B,1
Other,41.704111327486366,A,B,E,B,A,B,B,E,A,187.8166672407992,D,E,1
Christian,-70.26922978881367,D,A,B,C,A,B,E,D,B,-45.66802483989601,A,E,1
None,-27.197618947144903,D,C,B,E,D,C,B,A,D,114.77105544778487,D,A,1
Hindu,145.55487715232974,D,C,D,E,D,B,D,A,C,-49.60009423348677,A,E,0
Buddhist,137.7889537782752,B,D,D,E,A,B,B,C,B,37.42583561125074,C,B,1
Buddhist,192.9127557621702,E,B,A,A,B,C,A,A,E,72.54673114505977,E,D,0
Hindu,-150.84401531978855,E,E,C,E,E,C,B,C,B,20.855978915340103,B,A,0
Muslim,127.24278107272795,E,B,E,A,E,C,D,C,A,46.883069904681996,B,B,0
Other,-101.27236665141972,D,D,E,D,B,A,A,C,C,159.47940404675037,D,B,0
Muslim,34.627075355645346,A,C,D,B,E,B,C,A,E,-78.40204708554789,E,A,1
None,-90.14395525215267,D,D,D,C,A,E,D,D,B,-68.88561860514541,C,A,0
Buddhist,-40.60448529018292,D,A,B,D,A,B,E,D,C,128.5812741753302,C,E,0
Jewish,4.951139218391846,B,C,E,A,C,B,E,A,C,7.635519410145018,E,E,0
Muslim,39.43180601165949,B,C,A,C,E,C,E,D,D,33.80734854676802,A,C,0
None,27.2536582284317,E,B,D,D,B,B,D,E,C,-302.1773763271984,A,D,1
Christian,-10.02242722442487,E,A,E,E,C,D,B,E,D,-136.49571500775536,D,A,1
Other,102.9880793791561,B,C,B,D,A,A,D,D,A,-219.30634401492358,E,B,0
Jewish,-174.8759988944647,C,E,C,C,C,D,C,C,D,-106.38960632407569,A,C,0
Jewish,-90.69546634196925,A,D,D,B,B,A,E,C,A,-40.1465614191496,C,E,0
Other,-30.45988954556924,E,A,B,A,A,B,D,C,B,-229.43573759807677,E,A,1
Hindu,-115.3554391002801,D,B,B,B,D,D,D,D,B,53.70797106514891,C,A,0
Other,-5.864747643621373,D,E,A,C,B,E,C,D,D,-149.30529678170805,A,C,0
Buddhist,54.32865941766517,A,C,D,D,A,D,C,D,C,-96.3736736065335,E,B,1
Jewish,204.18701552462437,C,D,D,C,C,B,C,C,D,-11.807980697751226,D,D,0
Other,65.28497548594463,E,B,A,D,D,E,D,B,E,68.50987457036123,B,D,1
Christian,-28.769336799762417,D,B,E,D,B,C,B,A,A,32.54386784619399,D,D,0
Hindu,38.41179761766843,E,C,A,E,D,B,A,A,B,-284.8043123657816,D,B,0
Other,-55.667035572347736,A,E,B,A,C,E,E,E,C,-146.00627210390874,E,A,0
Jewish,42.359962751553496,A,A,A,C,A,A,B,E,C,31.775262171145656,D,C,0
Hindu,-169.9082644456511,D,E,C,E,E,D,A,B,A,-241.14529953407379,B,C,0
Hindu,182.74087042947778,E,D,B,C,D,E,D,D,E,107.2308529860518,E,E,1
Muslim,43.97246061422075,E,A,D,D,A,C,A,E,A,104.90332197239991,D,D,1
None,90.79070789744452,A,D,D,C,E,D,B,B,B,-113.39813924823441,A,B,0
Buddhist,124.1728452080588,E,B,D,A,B,D,D,B,C,45.067252242531794,E,E,1
Muslim,131.34010332719845,E,A,B,E,A,A,C,A,B,-77.60368094186542,E,B,0
Christian,-43.723278592741096,C,E,B,A,E,B,C,C,B,49.44013281578324,A,B,0
Muslim,-172.94878821866902,B,E,D,A,C,E,E,D,E,21.94989414835269,C,C,0
Christian,28.10374864479641,D,B,B,A,A,E,B,D,E,163.9875419094505,D,A,0
Hindu,-101.94609602743361,D,D,A,A,B,A,B,C,C,157.45003743526806,D,A,0
Christian,-44.34595233296842,E,C,B,A,A,A,C,A,E,93.27066327450233,E,C,0
Other,-138.32392104227137,C,B,E,A,C,B,E,A,B,24.078153180300305,B,B,1
Hindu,-45.73341408286725,D,C,A,B,D,D,D,E,D,-25.81111446830468,D,B,0
Buddhist,34.13668380676121,D,D,D,C,A,A,C,E,D,156.50063700758236,B,B,1
Christian,-29.664881104223547,A,E,C,D,B,D,E,A,B,50.68820183068975,E,A,0
Buddhist,-108.06697784402715,C,A,A,B,B,D,B,E,A,82.12840435897327,C,D,1
Buddhist,44.175639351129966,C,E,D,B,C,C,E,D,D,54.92653700155952,B,D,1
None,-130.5910819775224,D,D,C,E,B,E,A,C,D,-36.01936715846076,D,B,0
Hindu,-6.5140610316483425,A,A,A,C,B,D,E,C,D,4.849500745674253,D,B,0
Jewish,66.16466105743164,B,B,B,A,E,D,A,C,B,25.09792885558781,E,E,1
None,85.57222210870043,D,C,B,A,E,B,C,D,B,82.13157194872467,D,B,1
Jewish,-41.358279897464776,B,D,C,B,E,C,D,E,C,138.97333371521327,C,E,0
Other,-185.74124540013483,A,E,B,D,E,E,B,A,B,-23.678265568358924,B,D,0
None,-41.859751799459744,B,D,B,C,D,C,E,C,C,71.42298203416686,C,C,0
