disability,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Both,African American,A,C,A,D,-6.064522061472654,B,E,A,70.40905398568813,B,-88.14871797553124,34.02555818839568,126.77071361852875,E,D,-131.61794335653633,9.410471267774584,E,A,0
Physical,Other,E,D,E,A,-58.480174901679874,E,E,A,4.641400357894844,A,-48.893186060119874,-74.10905767099602,-48.07015341764772,C,D,40.98228440265845,-54.2596291439392,A,E,1
No,African American,D,A,A,D,-98.10457683821726,B,D,B,-220.8341742050788,A,205.78796251655618,14.401380220809546,76.1579213031744,A,D,-58.43107729956773,-40.08690709262066,E,D,1
None,Asian,C,E,E,C,-15.882156756070543,A,E,E,210.39854072349095,B,-24.086597230943337,-82.8408051867997,55.18621074691984,B,D,55.632845792637355,-171.27427148604988,C,A,1
No,African American,B,D,C,D,64.96777255562998,B,A,B,8.49273668213592,C,2.1193476286625286,-5.54315311478779,-142.68631639526382,A,B,-5.9532102975336985,66.73467486044615,C,C,0
Physical,Asian,C,D,D,C,8.200892215741476,E,A,B,94.34130926019354,B,-49.48933349423158,138.9254914822863,98.13896388952595,A,B,-151.1937093942803,-46.313073236484755,B,B,1
Physical,African American,E,E,B,D,-115.2412940291127,B,A,D,121.38874889111287,D,-97.81551352981515,38.89400373194508,-36.12161040974258,E,A,97.28064528646743,162.3925467599539,A,C,0
None,Other,D,E,B,E,-152.60665676516106,C,E,A,-51.02094073867227,A,-67.83960331935691,65.38783621805564,76.33722903690533,E,E,82.03641386921196,25.12833735569484,B,E,1
Both,Black,D,A,C,C,-13.232918376593828,B,D,E,31.875956105217433,A,-6.166682541616224,-73.52146786694685,14.493466580824283,C,C,108.07704926832034,-155.6395017097244,E,C,1
Both,Other,D,D,A,C,-9.174519394000505,C,C,C,3.5874882224031097,A,26.601522076705038,-52.291001972457686,-207.31179997617096,C,A,-46.13270324821585,-29.45364682061805,D,C,1
Mental,Hispanic,E,D,A,D,-42.23614221157442,B,A,C,-59.02099731024746,C,-60.1097785022913,47.8117059551911,4.445973191806274,C,E,-34.26299125006046,129.24922422321038,D,C,0
None,African American,D,D,E,B,49.325050666964124,E,A,E,129.90114968601367,E,15.330867759336716,159.83399384578934,-152.8351188615584,A,B,-90.10194162471902,-74.41653876221935,D,C,1
Both,Other,E,D,E,A,-54.54222356450119,A,B,B,-44.5378263740852,A,52.83950613263435,-97.15963836972492,11.253559645542929,C,C,22.631143978356093,217.09108604016484,D,A,0
Mental,Hispanic,A,D,B,A,56.53673469872261,A,D,C,3.22483569170693,D,32.78579411668822,-120.68459162418172,-18.073233940905645,A,C,175.802346598794,-46.326973571410356,A,C,1
Mental,Other,B,C,E,B,-119.97409633511768,A,C,A,-133.56130626306415,E,22.389059030178032,-75.73314783922798,-44.287539880885184,A,C,55.94619780880679,31.38647965130171,A,D,0
None,African American,E,A,B,A,206.5053075158777,B,E,B,-134.20558137219268,C,64.54614613620694,-88.70351524629531,25.218648809681028,D,C,-78.32317151190423,-8.318122402223779,D,B,0
Mental,Asian,D,E,D,A,90.6612438388878,C,D,C,132.64543298121464,C,-48.9206269762038,10.168213638014686,103.03683990237641,B,A,111.98420221199423,195.05369835728757,E,C,1
Physical,Black,D,B,C,A,-182.12633381478318,A,D,B,-129.24863120564177,A,100.6212642720167,-61.495217874086826,-183.84143813746908,D,A,267.8908460168871,-36.08144776882705,A,E,1
Physical,Black,A,B,B,A,87.75368608437284,C,B,E,-63.421593010228825,B,9.46001753824297,-121.4792977371443,-127.60281772169431,E,E,31.545315031737132,25.724403774523495,E,A,0
Yes,Other,C,A,D,C,-73.54188383151255,D,B,E,-101.4554963825587,E,85.07502745407763,31.948309750962334,-150.5588563354687,B,B,41.829753979521406,43.84063155706702,C,B,1
Mental,White,D,D,C,D,157.28633424017414,C,B,C,12.067280642836478,E,27.78733269695256,58.79581025219333,58.409807055153586,A,C,53.52845266870544,-52.77589678774317,D,A,1
Both,Black,B,B,B,C,18.36496440793627,E,E,E,49.22912147318324,B,-46.51333770451825,-15.408127892463888,-141.05577001444652,D,A,-51.7603577961864,20.79344784807923,C,B,1
Mental,African American,A,E,C,B,-171.50006800719797,C,B,B,162.44463685043175,C,48.535763300801854,-115.36635475327918,-19.054128172510417,D,D,-51.36967738409051,4.968900817985354,D,E,0
Both,Hispanic,C,E,A,E,-98.97100167714989,D,B,E,-64.98883459869768,E,-96.22180879788228,49.759278236310095,103.17449049706636,D,B,20.92267044316964,-67.38487253164746,D,E,0
None,Other,D,A,E,B,59.983090288915406,A,C,B,169.3026359782857,A,-122.8925826158117,-8.823321916708126,80.56951671959958,D,D,74.83665669234911,77.65136414635322,C,D,1
Physical,African American,C,C,D,E,70.71175603753137,E,E,C,52.01223382778668,C,-57.17331414779385,40.926109836220675,12.632462674907652,D,D,151.57939895064095,57.79051839385557,A,D,0
No,Hispanic,B,C,B,B,31.946101399491095,C,E,A,-81.13687926390645,E,60.04686692256793,76.85319319043859,-122.11893852423097,B,B,129.41053036017328,-138.5445315306972,C,D,0
No,Hispanic,E,A,A,A,11.912573880497746,A,C,D,-176.7886493251095,D,-10.648377247129778,-87.29994343368128,158.9645633781346,A,C,114.85806407498016,0.8018656664833429,C,A,0
Yes,Asian,C,E,B,C,-115.12824364759456,C,E,B,8.585057374295147,D,-11.894023684634833,100.16574444668859,299.7159836680634,C,C,-50.060099043520125,-224.27062199784734,A,C,1
Both,Black,A,D,B,E,76.83280079486352,C,D,C,46.72998805063051,E,40.13656346593717,19.05088653440824,162.43820842871853,D,A,222.23892698678958,48.94286274150792,D,A,1
Physical,White,A,E,D,D,-203.14783931607246,C,E,C,-50.70007036385997,A,-40.717778670188814,-33.97738882502118,-27.09960115403004,E,D,106.59788857166504,1.4609576839945897,D,C,0
No,White,B,D,D,C,91.12691724429934,A,A,B,61.81826664787198,E,193.80141809622208,129.02280253344446,105.78970004506641,A,A,45.79402357583404,34.85140722670895,D,D,0
Physical,Hispanic,D,C,A,B,125.21129457177838,A,D,E,-65.19069487983802,D,18.85102085126856,53.64540010938564,-81.40922122277708,E,C,98.19901749640016,214.95811927433635,E,B,1
Both,Other,C,C,D,D,-126.5389495500379,C,D,B,71.15434190478896,D,207.6674993583139,-40.496669202716696,32.453590034847664,B,B,28.155474819422686,-69.88952654399017,E,E,1
No,Asian,C,B,B,D,78.67724642557354,A,B,D,55.13348418637428,A,32.292955891891516,21.67092934092766,194.35593155158753,E,B,77.93518731899236,139.4229783005364,E,D,1
Both,Asian,C,A,C,A,166.49038457815456,C,C,A,-36.47067154839236,D,49.97000526609331,-290.94304064653227,-18.03654752046519,C,B,16.153170310779018,194.0112149732097,E,B,1
Physical,Hispanic,B,E,B,E,73.10865057157726,B,A,B,-81.74046392649153,A,-61.29611092555547,-100.47483371755288,-72.986662581303,D,A,10.940158664162519,117.06542992642125,E,D,1
No,Hispanic,B,A,E,B,20.058237248803053,E,A,E,-31.72517292483618,B,-22.81950426653238,-12.572164659689406,194.37334341087504,C,C,-7.085619788372016,-29.085992811948124,D,C,1
None,White,C,B,A,E,36.40122016913032,A,A,C,53.10079161458767,C,-117.54389549100452,18.26965698397785,-22.587244264085772,D,D,34.47006301626042,-56.21638566926458,E,D,0
Physical,White,E,D,A,D,65.28159819725231,A,C,A,19.450275885262116,C,138.37986285387686,113.73858654011295,116.65298324582713,B,E,-82.54499505636456,11.866199793307143,A,D,0
Both,Hispanic,E,B,C,A,-11.122568448701871,C,B,B,-152.4151053108291,A,69.00515624050134,21.347198996577873,-46.36173996403587,E,C,-163.65586387714217,92.75667236522408,E,B,1
Mental,Other,B,C,D,C,5.8874801430211,A,A,D,-7.743775053511589,C,103.15692112542511,-76.2973960230107,120.46806889925958,D,E,88.57585881296689,-60.44445428732832,A,C,1
Mental,Hispanic,D,A,C,A,113.24669216065001,E,E,A,6.598996637579072,C,-111.38244431096452,-16.182896081946517,-167.44791994156208,E,E,-156.93246273667728,81.35749867103709,B,B,1
Both,African American,E,B,D,C,62.44110398089477,B,B,C,48.734745071299656,A,-20.002791864861614,53.29536673007295,-155.5315275219191,C,A,54.487898758163865,100.69185632167424,B,B,1
Mental,African American,E,A,D,D,157.29136480275642,B,B,D,-12.716044038227894,A,73.85465586382102,-160.07444907830853,-224.45924893554675,A,C,72.78384633732678,-20.502890380092182,E,D,1
Both,Black,D,C,D,A,-119.85473258005757,B,A,D,-152.5841659502873,A,168.31553905034798,19.905481024097032,-38.54616420806732,E,C,75.39006861246087,-119.12856351501249,A,A,0
Mental,Asian,B,B,C,B,-1.8528326239628394,B,E,D,25.379289075080514,B,-100.2848572426542,51.4391385713454,99.8403405939941,D,A,89.1189864917061,-30.237945248509646,D,C,0
Mental,Hispanic,E,B,B,C,-46.992257995326895,E,C,C,78.93265230088406,B,-25.436770093884277,155.3742310022973,53.5749802714237,B,D,-201.72096409360535,-60.934845263399055,B,E,0
Both,Asian,D,A,E,E,59.9516073656445,E,C,E,-57.41603471731563,C,-42.19351536491903,10.499811133417168,16.813412477207827,C,D,75.80824009963877,62.07153635235233,C,B,0
Physical,Hispanic,C,E,A,D,-207.36139967660563,A,A,C,56.427846802557205,D,-49.36805839123776,91.82803584192287,-195.0217253433073,E,C,-173.99799925538036,-192.27013146718383,B,D,0
Yes,Black,A,C,E,B,101.3635328521064,B,B,B,38.63281127039917,C,-146.89286469588913,101.63116660278888,32.18993468656709,B,C,-55.85989379962412,49.37931149594505,C,B,0
No,Black,A,D,C,B,17.093398970153817,C,C,A,73.62263468464286,D,48.18970327471456,-139.04251468747597,-24.538851232916404,C,D,-38.416858317015176,2.2331192996912543,E,A,0
Mental,Hispanic,A,E,E,A,-287.48889175368856,A,C,B,-105.18105523208104,C,-27.96268347004876,-9.972310081723244,-37.75205969185094,E,D,36.415263583186224,63.5534869513772,D,E,0
Mental,Other,D,C,A,C,-65.63529583995188,B,E,E,-91.1041679309389,E,6.048068041692861,56.37552821913645,-37.68679774452483,D,C,21.92390851940484,7.555274339006862,B,C,0
Physical,African American,A,C,C,B,-115.16321409516294,A,D,B,-38.18630645418305,B,-87.37719836076828,-186.62084038124488,-0.5997891784566303,A,B,-250.09892643580133,-157.94314442716248,D,E,0
Yes,Other,C,E,C,A,-16.821252123965156,C,E,C,69.68449567106546,B,17.849459966467844,-190.05393013074072,-37.7907552887685,E,E,129.2862075297862,148.98504918151824,E,C,0
None,White,B,C,C,C,87.16622159078979,E,B,C,56.37787465695153,B,237.1926418257091,-66.47146511401294,61.19957146994884,E,A,-10.669143750712994,-126.56718489056426,C,D,0
None,Black,E,E,E,A,-40.5288585260854,B,D,E,-181.75391950265,C,143.23446216963947,8.986507171893077,95.62223018786703,B,E,-24.5468340580591,64.19726048671912,E,A,1
Both,Hispanic,D,B,A,B,182.16750224555298,E,B,D,198.2267790572203,E,-155.7656283422701,-194.61991576595386,-107.83230565815023,B,E,26.992622628988105,10.000614881911526,E,C,1
Mental,Asian,A,E,E,D,91.5217053177581,B,B,C,-90.53871521913939,C,61.86891209721244,-85.96750894557044,210.08784308891757,B,D,-54.551642819610954,63.923685557779365,C,C,0
Both,African American,E,C,A,B,83.6565141839575,B,B,D,88.5727124935845,D,22.350040960740618,13.691985564928958,62.2517027810216,C,C,-14.28811878191764,-74.14105968375692,C,C,0
No,Asian,A,C,B,D,-1.0854382037801238,A,D,C,27.279576842417335,A,74.48762094406611,62.52010816308383,-105.36185712263067,E,B,-70.36064721894971,50.329189919386074,D,D,1
Both,Other,C,C,C,D,124.24883922664591,D,A,A,87.81778978826024,E,52.23056265028505,-34.925708378393914,135.67027862424345,C,B,2.340475018996217,-51.53869783612236,C,A,0
Physical,Other,A,B,A,E,16.675764340778876,C,E,D,-216.93487268184018,E,-28.534000054044657,-3.9248335016597884,86.71861536437811,D,E,-145.96823125684614,-53.21702922531368,C,E,0
No,Black,A,B,E,B,-46.995873766247946,E,E,A,87.163191808593,B,-67.72700277019264,31.078431567516112,-231.20168370702854,D,D,4.902169675160661,-179.53257354570238,E,B,0
Physical,White,A,E,D,C,-1.8080816837903284,A,E,A,200.8272206068439,C,-2.114772139764956,55.576800217097144,98.53430737387998,A,E,-18.968848695659105,-44.90571091477957,E,A,1
Mental,Black,A,B,D,A,-181.63869032733095,E,A,C,-19.74896122498017,B,36.74385766069994,45.30307640304037,-202.1378531648339,C,A,135.40424363548047,-39.78394479002682,D,A,0
Both,Black,E,C,E,B,9.267714614327726,D,B,A,179.99857353481713,C,-55.72898172801439,-22.926919886304226,-37.88144500047229,E,A,237.58028411950005,60.85170510657857,C,C,0
No,Black,D,B,E,A,-17.27709166992918,A,C,D,-26.54987999986122,B,79.26148645417321,33.98320266363687,65.41438175080152,C,A,75.99380345378812,-106.11627833446975,C,C,0
None,African American,C,C,E,A,-88.61784496907406,B,D,E,-36.658898385996686,A,-43.313312908749126,107.50893437141005,-108.11671497090283,C,D,112.30993978571905,-101.4040218234122,B,A,1
No,Other,B,D,E,A,79.50231599768159,C,B,B,118.34793832791692,A,95.0636438615186,83.03859227161031,-59.081390865010356,C,E,142.71124995637686,-8.537533500874812,A,B,0
Yes,African American,E,A,E,E,-66.69609841940056,A,C,A,21.952094629403398,D,-62.14137450661441,220.91212459430167,-0.16832986549569826,D,D,-182.30976601643155,30.38354752491232,C,A,0
No,Other,C,E,A,A,-162.02051766553836,E,C,C,-79.4379763144615,B,115.56433121963214,142.37174606418696,93.43851992023929,B,C,42.011718153703534,17.891333950755595,E,D,0
None,Asian,A,C,A,A,-78.35920852506204,E,E,D,-13.543388724138842,E,-94.09992181831053,10.479924001118066,-75.26643298240529,A,C,10.470454126411685,100.28938144996506,A,E,1
None,Hispanic,A,A,B,E,-25.38039807950087,C,D,B,-4.637718952410869,C,-58.43655128137615,-26.860733209320315,37.74556172027353,C,C,34.96098427429592,89.85011119230649,C,C,1
Both,White,C,D,C,A,-25.151368481361363,C,A,E,-66.71892584951242,D,-77.34301356366227,-76.36720250355651,18.983644126190747,B,A,-33.20012682945454,-112.24006151385399,B,D,0
No,Other,E,C,B,B,-237.7565651259749,A,C,E,-32.39317066205275,A,-136.10734279640963,49.286386013789055,-53.07268828228467,D,C,-81.32975949295061,-217.14892960486773,B,C,1
No,Asian,D,D,B,E,110.67293298695064,A,A,A,-13.842508389503541,C,-9.130633711979675,61.72400463951018,93.76024392723043,E,E,-18.3493754430105,64.67132577434309,C,B,1
Yes,Asian,E,A,D,A,-27.06840947792265,E,C,A,-51.64560311746473,C,63.830227843345064,80.22550255185547,-113.29939797544426,D,E,9.56429290547327,22.345226908278555,C,B,1
Mental,Other,E,C,E,C,164.50755872024234,A,C,D,-39.96027006026369,E,-45.177733387889454,159.88103635326982,-154.82445186780805,B,E,-68.85169869611858,-0.13374341797192704,A,B,0
Yes,White,B,B,E,B,116.5627072878398,B,E,B,-46.14938191649881,B,146.07866353036235,42.93830192183151,44.10257154146624,D,E,118.9575120583134,-145.8587727502395,E,B,1
Physical,White,A,C,E,D,191.06470537115982,B,E,D,-73.88743521140763,C,26.284184738420823,-46.22480041084221,-8.379297123051236,C,D,-40.716377448152166,-65.30138556263199,D,B,1
Yes,Hispanic,C,A,C,A,-0.2152407745528205,E,B,C,-19.589733290567406,C,82.56849360689465,-46.12535902004715,53.068000020481485,E,B,-162.21202533932535,34.7172302763249,C,A,1
No,Other,E,E,C,A,-52.93021735742899,B,B,D,77.93354247117243,B,143.98675065141282,-20.16049130103037,-166.28271586120178,B,E,11.152261629949086,72.00648231378337,E,A,0
None,Hispanic,C,D,C,A,52.87269720332264,C,D,B,-30.563137268840627,A,152.45482349569642,-58.49724424482218,-69.22610687830665,A,C,144.6896978172949,53.62323047421517,B,A,1
No,African American,A,B,D,C,199.5183887410571,D,C,E,87.0731399649872,D,177.70835055000066,-45.24425513176401,-74.65465828229246,B,E,-40.790603792280514,129.78120218282154,A,D,0
No,Hispanic,C,D,B,A,76.01306802495729,A,B,A,13.770776381103337,D,95.43253695236872,-246.39250974610155,-47.91053457999023,A,D,92.1930712318077,-30.645587169404877,B,B,0
Physical,Black,E,D,D,B,114.38711160969686,A,E,A,-88.26009074798179,D,-26.791837594885543,216.90581757726076,84.55166696090653,C,A,-79.10495366367726,95.81397016669354,D,D,0
Yes,Asian,A,D,E,E,8.004103443215383,A,D,B,68.24584926799581,C,75.8558333214714,-70.01911830392345,153.11082592453283,C,C,-164.40044739633535,-98.45095185276665,C,A,1
Both,Hispanic,E,C,B,A,60.4931277000032,A,B,C,-42.50857482413877,C,140.3367335177331,177.91358817145672,-183.19568488815793,E,E,-50.26903874963284,-131.91116190365022,C,D,0
None,White,A,A,C,A,-9.255947612049837,D,A,D,-45.91834049071933,D,73.98890366169503,141.96104816478433,30.45127791456686,E,C,-107.29442080145202,-5.23586036977428,A,C,0
Physical,Hispanic,A,B,E,C,-140.96573039136948,D,E,C,-117.89984042871282,B,-16.761438900143048,-6.135319848907071,-88.18804890656071,A,C,-4.114988358968454,32.89124753164413,B,A,0
Mental,White,E,A,B,C,44.16624078568776,E,D,C,-20.5210847838122,D,-30.633659367817824,87.11167603501707,-10.509437669467149,A,E,55.79351042248357,117.13957574119524,B,C,0
Physical,Black,B,E,D,B,-6.445659409434501,A,A,B,44.44638127698913,B,144.7801906924352,-146.68656549087567,73.7060193107437,E,A,-139.7092417066289,63.8958291840369,C,C,0
Yes,Asian,B,E,A,D,228.2321238895113,B,E,C,-120.32110547862978,E,-7.503670063703839,110.43236123061584,-31.95419474204721,C,A,-102.15569389815214,37.375659365835205,B,E,0
Yes,African American,E,B,E,D,33.40802283257332,D,D,A,9.036936642393464,D,94.98394338334066,-58.687401107056644,-72.2505052522415,C,A,-58.97567399479342,-167.71026305050313,D,D,1
Yes,Other,A,C,A,E,39.831086537463754,A,E,C,-10.304035066141282,C,-27.953758993276743,85.72909915384443,-228.27721531201647,A,C,32.83245003762547,-86.13494789839855,A,A,1
Yes,Black,E,C,A,E,-7.2605531026877195,D,A,D,-177.97510372693804,C,181.3924325195245,-96.8813503100173,78.11949094257837,A,A,-50.01341589206747,-10.280714885792754,E,E,0
No,Hispanic,C,A,C,A,-21.13230629718636,C,A,C,-46.656122649309296,C,6.345194418817493,18.77469515758955,-218.3609064888942,A,A,-109.62117210047376,-59.78134766329087,A,E,1
Yes,White,A,B,B,C,-174.66163851084355,B,C,A,-235.52197808602767,B,8.673598616131354,-117.05787153337835,100.65304261512541,C,D,25.408185298680063,155.34228852268976,C,C,1
Mental,Asian,D,C,D,C,10.194906865754376,C,C,D,182.2738377529053,C,150.86537378796768,133.53675598684242,-11.296113498025745,D,C,134.16447281762817,95.33993510404287,D,C,0
Yes,Other,D,E,E,A,4.966095525653166,B,C,A,-111.20429438811112,D,-186.45336415735753,-178.59526038743132,-118.21187925235557,D,B,59.529309962513544,294.4290776646783,D,C,1
No,African American,B,B,C,D,62.54161373864557,D,C,B,84.86953010426961,D,-2.6686153916996584,65.273219784552,179.01623820429805,C,B,-62.74396122769761,98.11865533005579,D,B,0
Yes,Other,C,E,D,B,-48.590443065422235,B,A,A,36.20517575750223,E,-73.2188417284784,-23.58140800828452,-293.98025578021475,E,E,-14.665258337656203,70.53596286428858,C,A,1
Both,White,E,A,B,C,-42.01831908516775,B,C,C,-139.85150825544247,A,3.5339041183684037,-18.760719363612658,-4.621320869373528,D,A,112.33027097363637,53.17451634030363,A,E,1
Physical,Hispanic,C,A,B,C,-18.02047749090715,A,E,E,-88.01043734388335,A,-161.59934654267732,-131.84613424646645,16.864951485114087,C,B,-53.609347287784324,91.20932790710681,A,D,1
Physical,Other,A,E,C,A,-30.43803032467414,A,C,C,-163.08979216757123,E,192.89593331341837,-206.91387973484896,34.867331144214695,B,E,126.20088413037661,40.35373557266383,A,A,0
Physical,Other,C,A,A,B,146.04496257438413,A,E,D,26.819259225741337,D,-16.778729599984857,-103.38968344102635,-16.691110447785814,E,C,98.29289133068626,45.54344398321452,B,C,0
Physical,African American,C,C,C,C,68.67071834247713,E,D,B,-154.58747704341204,A,20.329171295050795,-159.06194126057358,-123.2214334020919,A,D,-20.622989111609797,-179.97025378671262,D,D,1
No,Hispanic,B,C,C,D,31.82378177525711,C,D,B,99.70279639725614,B,35.865486545522515,-117.1757792077869,-69.6975439747163,A,A,-120.29984039131708,117.78926602620882,B,B,0
No,Other,B,B,C,D,37.81447897203175,B,C,C,77.77698763572366,A,-50.90479622927947,68.1987577579799,-11.86974146870618,A,B,38.240072983025435,-90.70391853704984,D,E,1
