military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Veteran,B,-34.412914006922485,C,D,125.08030852939811,A,122.02851102969976,C,B,B,14.807279539702446,-6.06371838986157,E,-33.289747411829275,-86.29431363224428,0
Non-Veteran,B,80.95492679397405,B,D,86.18407638929558,A,-4.975281394943446,C,D,A,-165.58984152746626,-115.84593636783147,D,188.18993755359293,-24.27880572562085,0
Veteran,A,58.54925524177467,A,C,35.76757031873231,E,-176.10316910176627,D,D,B,-120.38312861438814,190.29186704447596,E,-138.1029610649549,68.84557261904094,0
Veteran,E,-23.006438458464075,A,A,217.95977458813144,E,-150.91404441756868,C,D,E,-4.0686893686978625,-109.3063971394625,E,160.35062721695678,-159.8452172571489,0
Veteran,B,-276.79219169891434,E,A,-109.39384634996834,A,-66.34704126197768,D,C,E,-26.835710482442337,-18.099131850286835,A,-120.34024540937907,-63.4033009532694,1
No,D,-215.76440783659794,C,D,-42.05709781749502,C,124.4073784455767,E,A,A,-63.9482389764532,70.97698451806374,D,95.00477045176004,129.7550875094471,1
Veteran,D,54.03719517502592,E,B,169.58746827048014,A,62.74756836540253,B,E,C,41.8667851303924,114.9357265993417,D,-62.74087279521989,13.738594849546883,0
Yes,C,88.90695266406867,C,D,-26.473934170139547,C,19.4541075721411,E,C,D,-10.27965895781007,63.08862171446401,E,12.815372646282908,100.7048540719036,0
Yes,A,31.9371984749124,D,C,-90.4295361775201,D,150.3489258577294,C,B,B,40.88392428079548,-122.27455461013272,A,-63.369783785974576,114.71357419891561,0
Veteran,C,-35.63195992276502,B,C,-38.37466551130264,E,168.3164734271286,E,D,C,17.803302526411137,-6.00745004967734,E,-0.7009538393392799,-79.45828491282268,1
Non-Veteran,D,-56.474774828677766,B,C,96.06179513030753,E,-79.32141648963523,D,D,D,76.75707589861253,-94.49895421166691,C,60.78869888051707,-177.3162428135492,0
Veteran,E,54.17664888284677,C,B,-8.887826105748163,A,41.489393759204255,D,E,C,105.24230129810871,-40.79998111595581,B,-161.4405075435993,48.501264380243725,0
Veteran,C,107.9855640127687,A,E,-9.052776077338356,C,124.5751519685663,C,A,E,99.22311788954866,-58.387327613975955,B,-224.45757672986315,46.15655479154824,0
Non-Veteran,C,-44.7549230985418,D,A,179.5423529988919,A,118.54736662666157,E,B,C,131.90736328186242,44.11045049770246,E,79.2334878939215,34.435942128692254,0
Yes,D,-128.70273712941992,D,D,-10.308162378858885,B,-132.72586039122373,E,E,A,-21.73401239293721,164.6247639105793,C,-130.63599995701423,41.10313326942269,0
Non-Veteran,E,-35.73594053676991,B,C,74.52287738135746,C,-147.45755820475222,B,C,B,-102.49125686937597,-30.16807138539655,B,87.11385051695395,-3.7125474174500495,0
Veteran,B,113.28995801614215,A,E,165.79693272051975,C,-48.603044551396415,C,C,C,51.304051525797064,-130.4237588658995,B,44.42218146698036,-7.850472928593964,1
Non-Veteran,E,-43.881043230972104,A,C,112.09711335483237,C,-63.7355125740836,B,C,A,-84.86242553544362,-100.06664248312526,C,225.77544765160522,141.38156576554434,0
Yes,E,-94.15406634954394,C,D,106.15057258547587,E,2.442789852521353,C,A,C,-152.20686111828837,120.5542175849479,A,-42.116660349347825,31.42440407585677,0
No,C,185.26893897523235,B,E,55.159738593341004,A,-21.352410379123285,B,C,B,18.291418823128733,33.187829428049625,B,68.49433234391708,-154.42778505649989,0
Yes,B,-21.11603840088102,C,A,77.33204871401466,C,213.2418501531098,B,D,E,87.30686663324424,-51.62646376464066,B,83.24440887091703,98.45869747606423,0
Veteran,B,-41.07174551545628,E,C,-42.962443949423154,A,-34.46649315087506,E,B,E,-26.041263551003574,-8.735367194173122,B,-0.4234982572868766,-208.79718055170068,0
Veteran,B,-33.483479740504634,C,E,131.184311025957,A,-95.44795835284268,D,E,A,42.34721321913255,157.79518770696274,C,-2.2135870981704953,80.28312051005754,0
No,D,-137.8159071574036,B,A,92.56947533290203,A,112.64752974419889,E,B,D,-139.67248807208694,164.60444479900391,D,73.84693512681737,-203.17310077171422,1
Non-Veteran,B,-79.89332823809892,D,B,1.1746033151444648,C,-276.65257214691724,C,D,C,97.80121867841387,76.3699756603568,B,-81.24284982672941,60.26515232192734,0
No,A,-45.494681756268434,D,D,2.8137699535416236,A,-62.15557431944608,D,E,D,158.69748069522024,10.276554557322399,A,-0.1765221213815567,-163.69203044094058,0
Yes,A,101.14487101120264,E,D,-120.6154262109748,C,-56.09275080652267,B,D,D,-76.23909797937372,-154.9807178477422,C,-4.644246442535087,-53.685334714934505,0
Veteran,D,-3.5883460235831963,D,C,-132.47113221875514,B,15.413407876297622,D,E,A,-193.24496806061165,-3.377122251718129,C,99.86460699267374,24.924273430334782,0
No,C,-60.33988544064509,B,B,-206.75782028162342,A,27.90554688128717,E,E,A,-16.264000569187857,-80.78622584490198,B,-40.15413410076846,16.214238659563243,1
Veteran,E,-54.32179705134925,C,A,104.00543916481986,A,-62.87903371030241,D,D,A,118.08388529129299,-68.130681346828,B,45.81122053992827,50.84842058862944,1
No,A,-45.91774555049752,B,A,62.25788498594511,B,27.213578170455254,B,C,D,-69.59996852324679,178.18727025965367,C,-60.16707358924439,-21.94377068275394,1
Veteran,E,122.1659370994645,C,D,16.84898339736324,A,-7.319727043852469,E,C,D,126.55216373042164,54.770320388935204,B,30.53552675555918,-42.60432722870244,1
Yes,D,88.63957836939313,E,B,60.70359400512573,C,-19.253627453925805,A,E,B,88.88580697140158,-62.18278965465947,B,-59.24542104771151,245.97593089683838,0
No,A,42.6351516181804,D,B,76.2573607978893,A,105.72973101185615,B,B,B,13.242624893391072,-153.94672492255145,A,-134.11170719404518,205.30092889627664,1
No,E,122.52331301946401,B,D,-105.05413736981521,A,33.601515373719444,C,D,B,204.48033251936036,2.4154988137305033,A,181.6010074953544,49.83947188444666,0
Veteran,A,20.3882259176734,C,A,59.54712816753837,B,106.2021310029952,E,B,E,-57.14479324454835,-123.26767534689989,A,55.76099968617191,137.96976720375494,1
Veteran,E,-43.54244059729186,E,A,-118.85778824783013,D,43.950480949803456,B,C,D,101.3652887750354,127.31924020645688,D,73.5207459265111,17.03231967444686,0
Yes,B,27.73328769691434,B,E,-253.65960174804502,A,-69.26715606886673,D,D,A,-83.91589535329233,138.9222801746043,A,-117.77239039873079,-20.849527470163768,0
Non-Veteran,E,-109.04852450787774,B,B,-101.09265468735529,C,31.89905772884757,E,B,B,127.48186931998471,-99.41457608636208,C,-112.5464494324418,5.935185809544002,1
Non-Veteran,D,79.01221466908048,D,B,252.96624322837408,D,-201.5247021623481,D,D,D,94.14321062569488,-13.379470361876919,D,105.15289271443773,-30.041264626843443,0
Non-Veteran,E,101.9344742830387,C,A,-281.4842468375101,D,84.85862870734971,D,B,A,89.3863146177377,-32.73668671118168,B,-62.89269475643439,-14.828904206235748,0
Yes,C,-120.4092040436946,A,A,69.2010878179089,A,33.10594017423188,D,A,E,57.42812928079631,-165.82808069866277,B,105.5690910991496,53.62349502886978,0
Yes,B,43.05235933465348,B,A,84.82456957336332,E,-149.0864564483766,B,A,A,25.09656871458542,-38.45884851655252,A,-125.044601836571,-157.17815782947983,1
Veteran,C,-167.54867322380477,C,A,114.71615437020166,C,-0.4137545039735869,E,C,C,-56.423839552301224,197.60405316087403,C,147.428277489567,110.40040923105687,1
Non-Veteran,C,32.76937951478226,C,E,-1.532301828335404,C,-173.42250864215805,B,C,A,-22.07410944893257,-84.44631783615336,C,-93.60193087308906,24.72263563990932,1
Yes,A,-104.47532458835936,C,B,-50.414269782668484,C,188.0622585045812,A,D,A,112.0259818742581,-65.94372172593071,E,-139.17558033971133,-39.19377686558523,0
No,D,-59.11000848308995,A,C,36.47038078831781,B,-35.09121693246159,D,E,B,78.4420477913213,-111.86730727174749,E,-231.2435610385303,7.246219895400858,0
Yes,A,-56.05349083287664,D,C,100.00433293175179,C,52.718140310097525,A,D,C,-95.34130683795927,-27.72373913706977,D,-58.612287761038296,-55.31961215765486,1
Non-Veteran,C,-9.239303274323426,E,B,181.3113941042459,D,-134.80233358325756,A,B,D,-166.05367895687039,135.18063324453558,E,40.618625620034905,-38.12693910306887,1
No,A,-108.81156773034436,B,E,42.615973615222714,E,-90.53179523901834,C,A,E,-160.10163568454485,-121.16314779102721,D,-63.727026929609785,-46.06771258442662,0
No,E,165.59185559669177,C,D,-1.4174981372543454,E,37.40694051568176,D,D,C,61.46009522994357,-7.100920008453368,E,162.29386564023335,111.08150065404341,0
Non-Veteran,B,50.88279982072187,A,D,78.21435668707934,E,320.7218210564519,A,D,D,-65.48294893598336,10.832837440965156,C,191.36401603154783,-56.736213965463556,1
Non-Veteran,C,-124.41691588763403,C,E,19.487549640134127,C,-29.729631287726377,C,D,E,82.36858978324241,42.59072061179506,E,-77.72936053040182,93.69984552348998,0
Non-Veteran,C,32.89039813366747,D,E,82.43129910417188,B,-55.3911406943764,D,D,C,-219.96961492787483,-66.9901501668242,E,9.052719557379033,34.70365696427025,0
Yes,D,35.595605181714475,E,E,184.25792783971238,B,217.4168758775414,E,C,D,14.246767186686728,-72.48279960327237,A,-103.7870753824108,66.64940559589817,0
No,D,-41.165994558041675,A,C,72.95172718857195,D,-78.50736711558166,B,E,C,6.656770913973833,36.78817180101126,C,118.50032944334035,-139.3928026967591,0
Veteran,C,-92.71980628931317,D,C,-58.408256280677136,D,10.194556236760594,C,D,B,-103.9893140675182,-28.78302660421798,B,-75.7359773959707,2.9338455377018127,0
Veteran,B,14.31158361891622,E,B,351.84001620541846,B,-43.54863462218676,A,C,E,-61.6794122592874,-116.29234508271391,B,59.589794421313016,-166.97172971173956,0
Yes,A,-209.59624523549212,C,E,30.906870244614765,C,-211.81070121151802,C,A,A,34.72583873348369,-37.25663965368087,D,134.33980782660683,-120.29137970816197,1
Non-Veteran,A,17.3847559063632,C,B,-145.06807959096108,E,29.84345757605408,B,B,C,109.71976320995157,270.8379329712206,D,157.83048246333684,190.78346669512868,1
No,D,116.65713065930528,B,B,7.897888319255994,C,-14.82631738574308,D,D,C,36.88625708904039,-167.08262064447263,D,98.25952751464361,45.5101642625803,0
Veteran,C,99.76121172086322,A,A,169.52444720078782,D,-43.074255277504044,A,D,E,-66.02767779518281,-138.43446796503304,B,-0.49199231391838655,-60.181871186803704,1
Veteran,E,37.66883360578526,E,B,33.952846217416315,C,-209.5076962065179,A,B,C,76.00657117682361,-3.867386688539201,A,84.10324289010632,-157.6927938843523,1
Yes,E,-90.18368275930283,B,C,-96.21468951432671,B,213.86625068960052,D,B,B,-158.11134561094502,-116.17895755029686,D,29.125211795372397,-72.4227369080062,1
No,C,120.34990329601094,D,A,18.128457814496787,C,-142.21468315527588,A,E,A,-99.13685027296654,-230.9669557196421,E,122.76892783802606,56.518382198845416,0
No,A,90.028310205663,D,B,-187.75946681505536,D,47.47425042438289,B,B,E,-6.091102414988761,-39.07153036602487,C,173.18805660553406,49.37753953770193,0
No,A,-29.187062544536026,B,A,-166.52669077734367,C,105.55056046168454,C,C,B,138.29401535689897,-50.00451559167376,E,-57.68123684377281,32.10178036988873,1
Non-Veteran,B,-35.53829464254123,A,A,-88.56682735880243,B,-38.55120072469215,A,D,E,146.64124034901926,-5.148284568383185,B,39.75681099055877,-94.55236112697801,1
Veteran,A,-65.60158312605647,D,C,103.33563482185369,E,-150.58076609661384,E,D,E,-132.0887308959118,140.97237669329672,A,-64.76037347090733,-41.961411583071644,1
Yes,E,216.287531648964,B,D,-49.099745272246885,B,-84.91246807109842,C,E,C,-26.68957959445403,-39.940647845840964,C,76.74249770526868,99.75389910561242,0
Veteran,C,-213.215953710603,A,A,89.70096947722328,A,-73.62653435164755,D,B,A,-241.19333091504708,-111.21788259038101,D,90.24218862167989,-71.13088944602828,1
Non-Veteran,D,-200.68869149329947,A,B,27.889167020906342,B,-118.03465247474239,C,D,B,4.887282943952805,6.073876680592114,E,15.464398913238025,109.83173513452395,0
Yes,E,-87.58536218245187,D,B,-126.96042523062114,D,78.55751378024175,C,D,D,39.55255362401079,48.64429665607263,E,-188.47292147102635,193.10231885195307,1
Veteran,E,-67.17356828513438,E,C,86.29906042323296,B,-105.11563153650397,B,B,B,23.230814169578025,-23.66102995202438,A,-47.066612813775045,65.49075590310304,1
Veteran,B,2.101157035811186,C,B,-96.67106368007173,E,94.77757733175879,A,A,D,-108.5242882761884,77.04819547945777,C,-181.75868129891734,31.489195123602055,1
No,B,-139.6843870312964,C,E,-20.97089066581471,C,-34.433142688892694,B,B,C,251.2001433009089,-211.1018109784862,E,-156.7711683787942,-84.66709789081975,0
Veteran,D,-14.69233999455023,C,D,-109.52829904660666,C,192.1803710115767,D,E,D,-29.64450302858093,-55.89036181781406,E,-322.3811511595757,-99.89235324691548,0
Yes,D,-27.89566749315005,C,C,-153.53954163846268,D,-127.30484879263,D,E,E,-41.5846290505576,19.85807764358258,A,-34.802440002989634,11.476716283386928,0
Yes,C,-104.25696274002789,D,E,8.74913879273149,E,203.60309481105543,C,B,E,209.3358743248517,-28.853844373369146,C,-119.19855654319636,37.588742295283026,0
No,D,-156.29730733697411,E,D,123.6125640153914,A,42.949585982377556,B,E,C,88.91709073772012,74.66122725715387,C,-67.61654831349986,-190.64091083491843,1
Yes,C,7.442507589263256,E,B,-159.30408992849064,B,41.275028133578964,B,B,C,-46.61221161742725,-116.17142761890165,D,-44.80709631299123,-140.24522929962654,0
Yes,D,79.42078953984951,B,D,-34.40266290803343,C,21.679843580016776,E,B,C,1.5998109814725154,-67.837102329806,C,153.22882769653057,45.65995814092884,0
Veteran,E,58.102736815348585,A,A,-65.11653623576025,D,200.5680161794431,D,C,C,31.439165620831016,116.0961139232692,A,61.035696028427175,16.31328424927629,0
No,A,101.5835678658846,A,A,116.69059009106724,D,-80.61759231377613,C,B,D,-140.3937964988945,-253.48187256662484,A,92.38548966447723,31.537510130755926,0
Non-Veteran,D,-23.60489129139242,A,C,107.21223614455523,C,43.69143923631494,E,C,E,45.32250869888624,25.583159768732173,A,50.842534920299485,91.73071737257881,0
No,A,-24.72384329398755,B,B,25.506988250752848,A,-3.084605748675247,C,A,D,-45.24327789889309,85.37266783179376,C,81.75071313325745,105.18205692723916,0
Yes,D,125.93171049659153,D,D,-148.7529969356328,C,60.555289383156996,E,D,A,16.373108228708404,75.33560481526075,B,76.5079402739976,0.5547138825762834,0
No,A,-110.13289992180577,A,A,20.697238050722248,E,96.73814888588798,B,E,D,139.05128890703483,-22.29912314049254,D,21.40335328100847,-138.73651345952098,0
No,A,-146.86678551214797,D,B,131.77774704367616,C,-210.2644343910002,A,D,B,179.11026131261082,11.551429335370788,D,79.74777976383962,-45.26792572132393,1
Non-Veteran,B,-112.08765219340573,A,C,-68.05781217613604,B,117.57819754684753,B,A,A,94.22546647239464,-114.46158714492256,E,71.87218769120321,73.252892931942,0
No,A,149.46836587627587,A,B,-22.05063676216002,B,90.58250688296646,E,D,E,31.11281557336449,144.60572470414195,A,134.69387960617553,-24.708706771226154,0
Veteran,E,206.7043863418673,B,C,-38.0850922464964,A,30.817423890583207,E,D,C,77.18461511716207,-54.07823942095482,D,-66.47814643364117,54.79650095771622,1
Non-Veteran,C,16.343883118115905,B,E,-112.92117730883065,C,147.55196270166934,D,C,E,10.634145913324081,-14.808712075867222,C,-195.32278152614012,111.24539618870661,1
No,B,-56.79505429429329,D,D,12.152435574835211,C,58.34909467126608,C,E,D,12.144566357872984,216.08269473874574,B,12.6424377161169,-50.10727545711382,0
Yes,D,22.87890811917886,B,E,153.24195329334506,E,126.12264611018442,A,C,C,-82.15797405719397,130.2076378624186,B,-90.04705446211412,18.950551568715163,0
Non-Veteran,C,-138.75217253416255,A,D,-55.05656513753444,B,107.70576908556822,A,A,C,-10.632390339874522,16.245415072630962,C,-45.683009964111285,-170.5791514257291,0
Non-Veteran,A,-31.15227237800422,C,E,-43.476953526293286,C,231.99606488378492,D,B,B,-27.806243305168948,16.2024839124571,E,-73.68193386127486,217.05870627147178,0
No,D,-16.131499878962742,D,A,-108.42629202022604,C,156.2815961793524,C,E,A,161.07079631070866,-146.80626162240165,E,81.030624533879,51.53244235968347,1
Yes,B,-27.40412087724392,E,D,-81.47720718797152,B,-99.83323471231917,E,D,C,167.65018535661693,-110.60799128836175,A,-92.61017961988674,83.69341757649457,1
Yes,C,-114.96222664870143,B,A,39.99156555836991,B,-79.50692051627176,C,D,C,121.81382714175089,49.29825220476189,A,39.03465894308645,139.25143056395927,1
Veteran,A,183.43690004081782,B,B,20.269034993047168,D,74.2140823267889,A,D,C,-120.87911895114016,12.643794704306977,D,-66.77708534355628,-82.0138052991392,0
No,B,-108.10575683884723,D,D,-101.01794575063732,A,24.816024493054016,A,D,B,74.9080090922226,-104.3694952419273,D,-129.15228381610012,0.7256447402002612,0
No,E,-19.565367165488873,B,C,-12.666485674835304,E,107.71626919172522,A,E,C,2.5932666461428244,-4.339749551788889,C,-70.90796194047097,-76.08605049844728,1
Veteran,E,132.311653456526,B,D,48.26737900730768,E,35.53028558717147,E,E,C,95.02229669192339,-16.28185860350654,A,-61.50534707619255,142.92291580507782,0
Non-Veteran,A,-85.93515385640428,B,C,-72.35452911443065,A,-78.0658423660403,E,C,E,-64.36247360461329,69.86419011596386,C,76.22637371405189,3.623973185359736,1
Yes,A,3.6923103955047534,E,B,174.07347794795987,C,307.9715810503477,B,D,D,85.16448360585758,-29.160890326290144,E,66.22888538294171,-0.9394988272728358,1
Yes,D,-39.1552017567544,C,C,169.80898469919873,E,97.04940544746789,D,D,D,30.70891588318955,-212.51795296440542,E,146.13296558107194,56.651913776860056,0
Non-Veteran,C,-98.29502450448679,B,C,-29.267838867145933,C,-86.49977574632784,B,E,C,-76.01140589764397,-55.975863145636225,C,58.59340545156051,8.809664911393234,1
Veteran,B,-70.3341530247884,B,D,42.3724749413151,E,69.33268573839136,A,C,E,-34.8395050650625,11.902281805995743,B,-39.379071101139274,34.989181584229115,0
No,D,-150.0986349437002,B,A,149.26716155978775,B,76.45538314243748,E,D,A,15.96517018780957,39.275507247022915,B,35.74804358026521,21.425395217311046,0
Non-Veteran,C,-111.50002160645678,C,A,-49.72980217796678,C,-151.06923004824662,A,B,A,-59.84320424169787,-16.654281735529324,B,68.60872608802843,-144.70240415874747,1
Yes,E,-127.82266176455374,A,B,31.25149875217179,C,248.17808261338698,D,B,E,-5.57792965600529,17.94361313873596,B,35.64480473154483,-40.15989920462368,1
Veteran,A,75.50115187543001,B,A,161.87100661230997,C,-32.58629549156899,C,A,E,-183.15285852550366,51.29891119938536,C,-8.105401758476983,21.450219256642704,0
Veteran,E,112.17321989158724,E,D,-50.63359255870711,B,-164.33564554242398,D,C,E,278.65224859216744,40.96793335591457,B,-56.46052098026523,-39.60458864172672,1
Veteran,D,-67.36325642465692,E,A,-74.04848363928083,B,-118.93122112255392,A,A,E,36.44636917298692,-86.02946601318423,E,-108.6437509979922,299.9607177649445,1
Yes,C,6.1518704145827146,D,B,17.732251759610115,C,-59.34653924156481,D,A,C,15.706061720091933,108.62416550002334,D,19.422710704194493,43.35015234641263,1
No,A,-312.2211822324846,A,D,244.77788404192862,E,-85.07429003973245,B,B,A,49.283768270409986,-59.73457695184129,A,35.957412664822954,155.3844240758039,1
Yes,B,53.800843440203316,C,B,86.89829374186469,A,30.453259948526046,D,B,A,73.99476621851593,142.30214202581575,E,-173.36607545665473,-52.785476974176795,1
Veteran,A,53.216790997269015,D,E,-78.08949938249461,A,-74.26934920916014,D,E,E,107.64752378045257,-142.98387640668273,E,259.04048824751953,-130.86836792888687,0
