SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,C,28.532596974384077,C,-121.47954158620853,-19.239806462111673,C,71.11027739425666,B,-9.861598528789619,147.60712539605936,D,A,C,D,-21.187161341224705,-146.77725987467562,-2.0872479611777686,1
Female,C,-28.033677018747593,B,41.07399258677509,49.99452957959127,D,-23.968291965888376,A,-120.58234120997125,19.010434566677766,A,B,D,E,-17.724587170983146,23.273914862410003,-157.14659564818572,0
Non-binary,A,55.13369853177509,C,56.35739985071035,-92.75607669257424,E,-146.9691832900249,D,-90.29329940190608,-100.76876123833497,C,E,B,C,-84.26094153568991,161.6567646958169,53.728794239530565,1
Non-binary,A,28.55446926298547,D,-13.401023460290276,69.32091186287317,A,-77.67074735958951,A,45.39539038357,-65.1656986383837,B,E,A,E,-40.85288803490252,53.23322476483131,-21.748221835016036,1
M,A,-149.00864279164617,A,97.25237215170301,-108.81501539880412,B,-101.79477603914282,B,-42.85223147820178,-37.53459819320105,B,C,B,A,-15.399082891312869,103.95970458346062,-21.91527637819136,1
F,D,-8.108541946562072,B,-200.59228254988892,59.3694168234724,E,-29.38315855845331,D,27.33796180070324,124.45629536017509,E,E,E,A,-41.18872320968078,52.59546620456518,56.75043089765731,1
Non-binary,B,-12.28892289824961,D,13.89081952655824,17.425594600219256,D,60.661403618351606,C,45.694052892683544,-38.09986600721647,C,D,B,E,12.074688969611609,39.085104244772836,119.4347876802177,1
M,C,-207.68527927149205,D,-65.57013011847917,-74.31017873852946,D,21.59669309338532,B,-83.87202288904678,2.0579615465591887,C,D,B,C,-97.69633604098436,-67.80788420446903,7.829655176350565,1
Other,D,139.4397845708998,D,-193.0250834885494,104.68084496525425,D,27.13734529269633,E,21.463230041820005,-87.84244151505905,D,E,A,A,-4.670140578251008,142.9887850954602,44.2237529951183,1
Other,C,-3.40635217548093,A,80.51311666668383,-98.46470849647591,E,26.889450451988118,A,31.000445415740487,-128.49934583883004,A,D,C,B,-8.576675164730698,-58.18778413491916,-89.07702926685744,0
M,B,212.28144436077324,A,49.91615672518911,-166.8646296526007,D,34.92452450818528,A,-73.38101397017375,-16.937350430001093,A,E,C,E,-53.69477451091201,29.391892302932476,-46.9272136808204,0
M,E,152.10944197176516,C,132.31067829762767,76.59413955509365,A,260.76059815041106,D,16.72127343241902,-24.912467102793904,A,C,E,A,21.156466176484955,-24.185738496625834,-28.586864445831576,0
Other,A,-1.9884826525009627,E,56.86330456915759,136.45123627747174,D,159.72717716879274,C,-13.788881121358394,53.86552088928009,D,C,B,C,-55.22343308387365,31.536817001802614,14.071257074940153,1
M,C,277.60820384799104,A,181.40302393892708,84.40315916418535,D,73.51546363326209,D,5.720465995455048,11.488879840142399,B,A,A,E,92.2350472225374,-122.9755143340892,-307.9322386131466,1
M,E,-37.678792146962905,B,44.15140976293975,-56.704979830274574,C,11.719242828867133,E,-14.103479098936564,-117.25821854750242,D,C,A,E,41.76815992216956,-178.02133540912013,14.532764491571312,1
Non-binary,C,80.67886321678218,B,-17.683265015505224,-106.04135321107239,D,-6.922939960163609,C,81.98696726393226,66.72550334613396,C,A,E,A,-20.6680690674186,-111.45521255948194,-115.65707163652183,1
Other,C,-108.42163966375789,E,-63.45809659427726,11.101244796509611,B,30.57418504903586,C,127.57032174719302,94.68669694298246,E,A,D,B,21.132770927760454,12.03993943729373,107.93312971159565,0
Female,E,120.69831014054753,E,-42.291638407069215,62.040111871944404,B,-90.70926983710305,B,87.52659930578399,-12.53981620045349,D,A,C,A,-19.608530173097826,64.33020525309381,-64.18134440394907,1
Female,B,-42.30847187425228,C,34.09317170860542,-124.61580578206244,B,75.59785699602958,E,104.19472692399904,105.84758474840767,E,C,A,A,6.74990930617522,-203.63232928723826,-20.00066146105195,0
Male,C,-16.874879381138612,E,-23.372968075883783,80.80458449050913,E,153.0728383130427,C,52.780112286818536,30.74698207379648,E,E,C,A,-26.978032327931363,-110.2229241986356,-86.3566648645174,0
M,D,-25.83244458011764,C,-21.825283496836793,190.67614743323475,B,43.878198349904004,D,-189.00856840994953,-35.77428566235252,C,A,D,C,107.52099088548857,-70.33859418305092,-71.0434789539516,1
M,C,105.73397000592075,D,153.56163568309688,47.1340992689678,C,-78.44072286301495,E,-33.97437057995367,118.1629779906978,E,B,B,E,-83.54137218313367,-51.82142195429138,136.99215530854292,1
Other,D,61.75800042475762,C,-15.298393590885553,-72.25692274028802,D,106.68798980467231,E,-105.3522121164483,6.0201497400609725,E,A,C,D,-56.15185688485389,-179.68376388287706,85.80663355266765,1
Male,B,-34.40465383382866,C,-77.41290959405505,31.912699939587103,B,-203.70922979424466,A,86.7189423866748,217.3704948729748,E,C,C,C,172.26106849249766,-59.20557297677254,69.60185744919085,0
Other,E,-216.5316715124578,B,-56.96096036696675,103.52427459186559,E,88.0476428387214,A,-88.29813438764772,73.38654728365171,E,B,C,C,37.65038386301059,-115.17231410010893,-95.75732319882901,1
Other,C,26.506941986398857,E,205.04922998291227,-8.946591359988362,C,90.81460416776346,D,36.30273736907361,57.430259131676166,C,A,D,D,47.35333477874356,225.43343599379892,-122.39597287226869,0
M,B,63.86603505372476,B,-26.911817873238558,-95.44438391214047,D,-179.0951346233818,C,117.23116362015378,228.58395419654255,D,C,C,E,-35.2556217226447,-60.08656093095732,-70.21275296948218,0
M,E,-26.311462580256016,E,-2.9803306271425973,137.42307518412363,E,-129.01785748161353,B,-185.84108460550524,-277.58898293699514,C,A,E,E,88.44244394998351,16.803614705564794,62.384514493178045,1
Female,E,-214.65909235836725,C,76.66456555714328,36.75556360476907,C,-7.403344966125674,E,-87.77649790532021,27.5072923848241,B,A,B,C,9.627570579388955,47.27459981161168,65.37480476235255,1
F,D,73.1549852277611,D,-126.29812773249658,-109.55644115097611,B,-109.4197786235491,D,-102.2138094091004,-60.55809353045962,C,E,E,C,-59.10242929847589,73.98996070318037,-12.06750860691583,0
Female,A,-123.83991448829134,C,9.719543391209235,-14.317933071701988,A,-40.99600305236748,B,-58.43383338700453,-60.25909304114785,C,D,B,D,-128.46819753312877,-48.649549179651544,-36.62509409465329,1
M,B,60.55175213234806,E,-48.903514014659855,9.105534081948177,C,-6.0937073192187095,E,-14.064909437916432,-13.615417430242516,E,D,D,A,-164.23541781854405,74.13217774347606,-17.6738818992044,1
M,B,79.98929391056852,D,-126.54673711287421,106.03301057010606,C,-81.18380826350622,D,113.34419808456353,-71.95058349316116,B,D,C,B,-87.16142925184656,-32.12749086741918,-124.82159895097864,0
Male,C,81.966639562569,A,52.75108473821428,-98.77922967536057,E,-32.90118250418548,D,-109.08308407990519,-40.09607571318806,D,D,B,A,9.588788656636225,-38.485783888357496,21.31659562674099,1
Non-binary,E,154.00254770993234,D,38.88374155831546,184.04950543292117,E,11.064938902854209,D,-2.647225960655219,-87.24189404828452,E,B,C,E,112.76010462184234,95.10991562094242,-26.256409632763045,0
Non-binary,E,-22.346110394290186,D,91.21508370483278,245.76378887947817,C,-5.431937837525623,D,-76.92731233233495,50.91035977032148,A,B,D,E,-120.86162980268327,-68.05359686833447,45.78479266761633,0
Other,D,-173.9353198351274,B,-147.44058285800875,223.88829934870938,A,-11.26608945547268,E,-167.48183192951407,38.40739250281908,D,B,E,A,-113.94952991204144,82.2073610395243,-16.391481472422303,1
M,B,16.71985813534157,E,-70.08572467159044,43.14712080202479,D,-27.279192007630808,E,5.3180250407794025,48.26226863415587,D,C,B,D,-183.05967160237475,-51.6911056349745,129.48609311812172,1
Other,C,88.1202388775098,C,69.74780486598206,85.8042681864372,D,-29.02935602164859,D,64.14186738176517,-12.713273862694976,B,A,A,D,243.88554853880552,77.09052440426653,-113.17391618860644,0
Female,D,-19.33311101630844,D,-0.21402787428865555,110.06659119134044,C,-116.13224100337412,A,-116.01692839992445,19.642968128785785,D,C,E,D,-69.48771961567337,-118.05133912908263,-33.82337366913873,0
Other,D,-28.223219327408177,E,-126.13880368794194,87.80719106330592,B,155.97413771534562,B,99.4781447862986,22.09956356498225,B,D,C,E,50.453925513199714,-25.788929194545464,120.16313082079422,0
M,C,-65.87111038384103,D,101.75432943142746,-7.797480666229349,C,-38.00032604469859,C,-57.62639274837541,118.76392838489018,D,B,D,A,10.193606302436068,68.0206444355089,28.30196339631655,1
Other,C,-43.266356390800354,C,-16.318670572429404,19.717871985128976,C,-31.41292656343737,D,-8.139877227104074,97.4697425060883,A,B,B,D,-174.8924523299563,15.630930051400535,-23.901465685228406,0
M,A,-2.206444300310863,D,8.466149343605915,-10.255826229432428,E,-158.3535989530358,B,17.09913813372104,102.53060940433699,B,C,B,A,-90.45801638270159,49.42631371918124,106.38902715966532,0
Non-binary,D,62.219706590154246,D,-18.351481765900004,-51.87093524490859,B,26.448017528752892,C,-13.345493484585289,120.32917408402982,D,C,E,B,-13.8369394711162,-91.41091230409361,-46.58566475972179,1
Non-binary,E,-77.22361828617059,E,-49.38959829213961,-9.947367350292447,B,-20.011320566810717,C,-61.52777003307837,-8.688831472096616,A,C,E,D,103.25460485533364,17.98644116881251,-40.04851724154869,0
Female,E,101.52297528783178,C,51.39086696875208,52.24118959387961,C,168.31893416674964,E,-83.35850468073598,-143.90973016382304,E,E,C,D,20.721909649381367,48.078497827928786,153.17749541567142,1
Non-binary,A,-45.67125472723959,D,-1.672022989885507,-59.09176486375311,D,-33.81592688104712,E,60.689543231421986,-73.48275512546869,A,C,D,D,55.42518315521712,-94.98141242747027,-103.56142396351909,0
Female,C,-166.67029161706046,B,51.55185148746347,17.506000751676414,B,-5.269590578380781,E,-105.32028894525149,-50.47947891216992,C,C,A,E,163.00192393367686,48.775635783161206,-110.87105117492368,1
M,E,111.96655904053381,A,-222.65846150711633,-10.86683509793209,A,-66.26760252275757,A,-68.27507414367176,-105.19958027702569,C,B,D,D,4.580334964474443,16.966184845924342,-12.700070490513493,0
M,D,-137.13783666508894,B,76.54144988063774,-101.17356078265725,A,31.1506044241461,E,29.538954873917017,139.33676652079288,E,D,E,E,99.6874655594224,85.57308338082106,-149.11872284223742,1
Female,C,-88.00214948152804,E,-210.18830160507284,-184.46812934705977,B,82.19710868060659,B,-48.54510338837832,-77.96122234645311,A,C,B,B,84.97915111949351,-60.44140247646269,9.799537471544252,0
Other,D,81.34585692474381,E,2.2368262275051833,42.3772822934068,D,-109.91095495017092,D,20.242383503768718,94.01201071513644,E,E,E,A,-117.27576093465568,58.27106114685242,154.70692438355374,0
Non-binary,A,78.85788162749846,D,-95.86773410641179,155.93999744740975,C,-96.30675938773062,E,-9.17629927592649,-82.44291793506385,B,D,E,B,71.7204365797801,-2.4619808284104714,71.59241745974113,0
Non-binary,C,-39.924189853188615,D,-136.91014917431846,-120.42080655889484,E,-36.96903219436243,B,127.54330955046731,93.32510655166794,E,A,E,E,14.926318449784759,12.865635314306065,63.59542336359684,0
Other,B,-72.52747867989625,B,108.01756181251783,-143.30322385245964,C,-137.27180413561038,D,-120.1957033462867,24.979829257187554,B,E,E,E,-102.6101887204357,-33.47001378539804,40.20002806675291,1
Male,E,-83.35220449055642,C,-31.329326021693632,-40.26173199091204,C,15.45008548433138,B,109.68063329179381,-114.20134125699161,A,A,A,B,62.41158882070466,-31.9805961701751,168.8570210808518,0
F,D,-19.892433352035923,C,-58.539187789164075,-89.16867002707592,E,-11.629646769898557,A,213.5242689419571,-155.1810999986717,D,B,B,A,84.6007559595401,86.86259161758386,43.07126530913171,0
Male,B,-19.09110064049949,A,63.526409699248795,-3.137471003260527,E,108.22404600857398,C,156.09869866722886,78.44470644915208,D,D,E,E,-164.43561507564308,-62.74273309596572,111.19580792714959,1
Other,C,79.59034056759502,A,5.029739866428338,91.19458429708482,A,64.00309893843735,D,-6.694438705118852,159.4202786398665,D,E,D,A,227.76910112874748,-82.55869770410607,41.53624829952134,0
Female,E,19.450732391009087,D,-3.139341550062844,100.78735341052192,D,48.079009286041305,E,76.81347743553503,-5.810876802824465,D,A,E,E,-80.19337516376207,-101.40874227068657,13.504656942646761,1
Other,D,217.7686707060578,E,198.90989705326263,-160.03907884838054,D,-136.89553115498802,D,-170.25813640564417,75.09300891067477,C,D,C,E,-33.34677257884693,-29.938556821563477,-61.015784765058434,0
Other,B,51.55884720082787,B,-29.17793242196241,51.88242346987093,D,119.76687103871254,C,130.10005111348357,161.05149885386177,B,B,B,B,-44.540756602199274,-9.546836906526119,69.80371963887522,0
M,E,-127.89300928254721,D,201.55158755552156,151.7523241879626,B,-138.0352397690118,E,141.8448998689717,46.02885827626833,A,A,B,C,-31.52580965180923,54.60388845676655,209.06118407630424,1
Non-binary,D,-31.635131309708143,A,-61.36395128739276,-152.04834530867137,A,24.005821997933754,A,-29.843793933144973,-83.5235538292505,C,D,C,E,213.6207468262985,-7.942916744608114,29.16998199584337,0
M,A,-31.38241951886856,C,127.77574620899739,43.83954848294169,D,111.96928359396297,C,-156.11188030368533,-21.034757310268297,C,D,B,A,43.77429182808781,-43.07759067721674,167.82180948496213,0
M,C,55.099132169264884,D,17.310030331081453,94.03875248888465,A,-73.19776190588155,C,-87.48953440480234,-112.12343298836728,A,D,C,B,-119.37739210484199,130.77319157203178,125.02001584404022,1
Non-binary,E,118.21896179846658,E,-70.25943828996323,36.36027982907843,B,53.17496506886877,A,-46.69212237127297,-120.88061889265143,A,A,D,C,63.82295488118793,-30.754721203439246,124.22862276740454,1
Male,B,-105.26065691886953,D,-86.09588159932238,9.85247336340183,E,175.25134753278226,E,-28.63243898718656,122.59669458166064,A,D,D,D,18.147252650126703,-219.15888608738783,189.33812156173823,0
Other,A,-89.74417345890339,E,73.83017856488652,-109.08073253521621,B,168.98233384998673,D,-37.07960570780468,-6.349827301057837,A,D,D,A,142.00426818298322,-50.831663257028104,47.77758055585223,1
M,A,-65.97416495451644,A,93.18608412455919,74.9031188132405,A,-94.12713106030782,B,-104.35730259105686,-130.16650895093701,B,E,C,A,-17.787236517997737,81.05632306970453,4.100681284974441,1
Female,B,-1.8335095464862432,A,4.55589283338201,-23.244686546188813,C,-79.32105231312097,D,-119.45397853561133,-166.77684246885946,A,B,A,A,-7.055098049662304,51.12021212341996,-59.18169208216062,0
Female,A,-25.630870245339437,A,-33.19629145437957,-60.93482916722907,A,-100.42794437293274,D,-196.56675645153302,-65.7561871679755,B,A,C,D,-91.98766189032335,86.33521201972178,-80.31476074742994,1
M,B,-108.07106582486703,C,-50.32810646324709,-38.1342460294646,C,93.28923731387167,B,-130.24950705112502,-21.633863773561114,A,C,E,D,157.12601698606738,-97.68058822941205,-47.990015330423645,1
Non-binary,A,-30.90736660605738,B,30.92113665696156,-101.70244790635543,C,-131.75309721304248,D,-10.07240445252195,-78.63596857450995,E,B,A,D,-137.1105205427117,-87.64129655012448,13.883165578406778,0
F,D,-76.75056385491655,A,-60.0303376969096,144.95805393678484,E,155.43546503555055,E,182.32251067843737,-12.4207416784446,E,A,A,C,-153.86124968728333,-49.46989025632923,180.37022548186445,0
Non-binary,D,-92.97384162411954,E,41.09285048859865,44.02124450441503,C,-85.9374395192463,D,-49.17285651004947,106.61963854376668,B,B,B,C,168.1162296916515,-17.12937922384316,41.163092396502755,0
Male,C,-89.2650073109356,B,-25.065255988316753,221.75253909779826,D,37.48846256357747,D,-157.97700512971576,-114.1527480549485,C,A,B,A,220.37525285708205,-164.37644844013897,-28.35812602929168,1
F,E,4.536217030484254,A,-71.42663084333583,124.45930917594008,C,-138.45994892278827,A,-73.23409267374178,111.65832007183091,E,E,C,E,-194.33360540385257,-165.93680952308975,-89.89979938041694,1
Male,B,-78.42113835961814,B,45.42456624862912,-156.083390606229,C,-54.991891228988564,C,215.60746504288795,72.77263986489666,C,E,A,D,-89.2557822949899,-30.833765235395827,82.49237704769291,0
Male,C,85.59922967749492,B,-82.96427506309635,132.91673434244905,E,101.2089742762874,D,142.76831416656745,-49.412744473314895,B,C,B,B,86.42451012314645,-65.32005220953225,-27.229977317250743,0
M,C,-16.91515556986204,D,-157.32657071750262,11.24938863103612,A,-43.94923403257674,D,63.55170791617658,80.6632587363065,E,C,D,A,-23.598813522498258,21.292179006511137,77.91386595805689,1
M,B,-134.5184212004055,E,39.33343709066727,12.983113258834736,A,-89.63072182123356,A,56.62201098577876,171.5532609412897,A,D,A,E,85.6568127917269,81.45566274049682,-5.191744405804978,1
F,A,7.079735931983243,A,-91.84913211847349,15.018463943537656,E,15.823371492967405,E,72.46840783530776,-33.49529746392281,B,E,E,A,112.85376000673241,37.58288111922282,111.38584093511265,1
F,B,68.06981668859771,E,-29.592011342526973,-26.07373222210559,D,-113.5589420465242,D,0.742820427990915,-14.333624955889157,C,C,D,E,67.32444455424515,41.27233958217798,128.69026940251146,0
Other,D,129.2556587328459,B,200.0268609170377,132.78743996064088,C,199.06486846816009,C,-68.59533919594986,-69.25364445259771,B,A,C,A,1.5817141492576519,34.8092735576769,-148.21775606945585,0
Non-binary,B,-33.724410048620484,D,-128.54834027922848,-99.55650930641072,A,-53.86076392262405,E,8.268388109540924,-73.31128281320203,C,C,E,D,19.38967541268525,86.96202702964312,-133.26424371323156,0
M,A,90.05138490812156,A,-47.48283346915617,-11.625080840076597,B,1.2923400760355106,A,52.10516365071021,-68.4520804665947,C,A,E,D,-83.49800321782126,256.33748572328574,-186.33263637862188,1
M,C,25.273757278302046,B,111.40461628878012,94.1336309956308,A,52.92099138826947,A,-104.96341524589651,111.10464734039014,C,C,B,D,24.402617501848788,86.28100251404373,23.93030440274489,0
Male,E,237.77320788807032,B,6.186153430269653,69.70710989339442,D,-84.64891651765197,D,-153.4530639599525,135.0449331481173,B,A,E,C,38.545860777876605,291.2568064038567,-249.02154356400152,1
F,B,49.16871052361617,A,136.97122089345243,12.050777186721879,A,103.53806292306061,E,-268.0921204146358,90.56556710842736,A,E,E,B,-90.15874874678983,-105.23019377008087,103.61829308491623,1
