genero,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,Single,Yes,B,59.569500343725934,D,C,2.1366982359326676,68.5866233158104,-22.7175009738893,D,D,60.44052978129696,15.277269159533047,D,D,C,60.22863978405826,A,-65.41344741253572,1
Male,Married,Yes,E,2.9978511796474656,D,D,-7.423602063696314,-41.85944534564565,10.604753607398681,D,E,-38.83910760463725,-187.4955179287417,B,A,D,-175.86467419557957,C,-74.65893397421867,0
Female,Widowed,Yes,E,40.082953850590805,C,E,4.310384042928595,6.789674850847616,80.99287196154378,C,A,67.69649099872235,47.81606536735606,D,E,D,86.31965247815741,D,84.87279304774971,0
Non-binary,Widowed,Physical,A,-153.1909484257662,B,D,-145.46644692561028,-56.2713749407861,-47.19379187531043,C,C,47.74813776267926,-19.605869297001394,B,A,A,-71.97855067831026,D,129.77505821484138,0
Male,Widowed,None,C,-102.18792788922167,B,E,-2.9503085549062535,57.04914796268359,-190.702606112272,C,C,-104.00652526634492,44.24375022240128,D,D,E,-197.45219024344345,E,0.9479823343052741,1
M,Divorced,No,A,147.55020231585405,E,A,-152.37649995514954,79.50170934999001,-113.27456380089286,E,D,-48.10935134217254,72.25150965620662,D,C,D,-47.53400808229819,A,-99.42730968967827,1
Other,Married,Physical,A,136.74842770652793,C,D,1.098740666290834,289.95480896635655,-61.27064081764657,E,C,123.53315922540618,36.163916785524115,A,D,B,162.76234501047844,C,-24.70210756286046,0
Other,Married,No,D,-67.8964802698506,E,C,-57.66639923104461,29.598357924637224,4.7148352925937465,C,A,148.3616413194673,-161.95541884205787,C,A,E,4.60827917679119,E,58.592872703736944,0
F,Widowed,Both,A,-86.39249293198272,A,E,63.92381600269164,62.44816194845607,102.7376825558425,E,A,58.33569163380257,16.2163044012465,D,B,A,-63.13642355140045,D,-106.15570357430326,0
M,Married,Yes,B,-45.52378946483642,E,A,-71.4830968808677,-7.568330604162894,56.92225644191748,D,D,5.156315593349963,245.8059043068529,B,E,A,-50.31972655966952,D,-28.392712125351427,1
F,Married,Both,E,-82.95175965010804,E,D,-142.3657963918436,168.6285018564684,-78.12224321235878,D,C,138.16684875201705,29.44147784784386,C,D,D,109.80816463836085,C,81.70829392830072,1
F,Divorced,Physical,B,0.8142427516155147,C,C,59.79723600131345,-88.43709677035683,-182.0974174748125,A,C,102.05954390348137,80.30450976594135,E,C,E,-167.34708885702958,D,84.9044519977848,0
M,Widowed,None,D,-69.72236969845581,C,E,69.23600876098465,78.5789033920875,-141.96519734047158,B,C,178.72627668394657,42.46496901177742,B,B,E,-43.72683051869497,B,-130.22468210755335,1
M,Widowed,Both,C,-127.2120031527707,D,B,-19.234294624495547,125.7908288986743,-49.00401877913068,C,C,-35.32518509481966,12.35536199590259,B,A,B,156.15910335464565,C,-145.25189724164147,0
Non-binary,Single,Physical,D,27.81080377437902,B,E,-86.68603911711415,-113.77531644040026,59.22402927924361,E,A,-85.82426806352348,-243.53369310962543,B,D,B,-29.897039397173113,A,-40.521634483369226,1
F,Widowed,Both,D,-299.1285622297072,E,D,25.281671950248874,-250.8641423584731,-20.8920126935981,D,D,139.44637182848558,64.61448793001,A,C,E,139.61402070088386,C,138.537552213152,1
Female,Divorced,Physical,B,-77.60650999610644,A,C,-41.92838377767883,-42.60927783306963,-30.33528585824639,E,C,84.64110703448218,-58.67352297189956,E,B,C,-31.6302779019145,E,-90.63735828970945,1
Male,Divorced,None,A,25.690837078261612,D,E,-3.9060554461069326,-26.909616262436725,-24.876825896262766,D,A,-17.35350313911953,-71.36422078155537,D,B,C,111.8946211022207,E,-96.41965869149233,0
F,Divorced,Yes,D,-9.385027002522865,A,B,162.57669573879573,26.01718683907827,-63.86438788794343,C,B,-42.271782089592165,23.12202081416529,E,C,C,58.59847854987967,B,84.37569905078189,0
Non-binary,Married,Yes,E,58.51044798333282,C,E,38.47072547742958,95.15105650848602,-3.3352108929929583,A,E,-187.02754823119565,-136.24737152978926,C,C,C,-32.4738360514851,D,-230.86828942408607,1
Male,Single,Yes,B,220.35150278379945,A,A,147.05021079116528,-119.60994976814632,15.47539401602211,B,E,-29.171090164277942,-106.96345984342214,D,B,A,21.652284162232306,E,-16.620318706443427,0
Female,Married,Physical,B,-125.91169765064424,E,D,204.5730851649727,205.30802814449663,100.34698792878831,E,D,-103.03710030033454,16.332353877276564,D,E,E,-22.400062523667543,C,-73.36117936891931,0
Non-binary,Divorced,No,C,77.98451248489349,E,B,190.63068747840154,46.616168700170995,174.9040837693291,C,C,3.6118109879725724,-180.37791825757705,A,E,E,86.53860765782616,C,49.5559640846759,0
Non-binary,Single,Yes,D,-52.54746229046534,B,D,46.59622075026755,-14.1152413956284,-110.41633451761857,C,B,168.4427227727362,-211.6140928782206,C,C,B,-67.77401419868843,B,-35.620961833650306,0
Male,Married,No,C,-48.161995716242444,D,B,25.055544517544565,-48.21390137404022,-110.14421934076069,D,B,-78.41438024094269,12.018905877542126,A,B,A,-171.6905584099338,D,-50.460307772856936,0
Female,Divorced,None,C,228.79161396613287,A,A,-53.62899749609535,80.49397748927485,43.801927339702274,A,D,143.40397392533401,132.8212743578125,E,D,B,53.65616844465079,C,92.70634056550934,0
Female,Widowed,Physical,E,177.71087414456161,E,D,52.524775464711716,38.142779637297856,-2.9869196144120225,C,E,98.831517431709,-72.67255558016755,C,B,B,-149.02322684826825,E,112.10485435827653,0
Other,Widowed,Yes,D,31.09105808056566,B,B,-152.82546949330117,4.056758886322691,-13.643829725950358,B,D,-16.948892559942006,100.75601001349193,A,B,B,100.1116427493991,D,-25.873911182527408,0
Other,Single,Mental,E,56.63666241855475,C,D,105.5925821613789,-15.757283599990693,-48.17781370841737,D,C,-21.3363113105441,79.13371653702147,E,A,D,150.0728958283873,A,-79.50036510618344,1
Female,Single,Physical,B,-219.22693291225093,C,A,82.05079935758725,-15.609315805988397,2.6990157412276656,B,A,-41.23593716754743,-4.46430390509922,D,B,E,259.93697320995784,E,39.68553438764197,1
Other,Divorced,Mental,B,66.96941243093238,C,A,87.87866902265728,51.456840089820375,-30.523109874573155,E,E,-71.10033070023766,37.31794600287375,A,B,A,130.89029293074958,E,-21.652606163171818,0
Male,Single,Physical,E,-100.38403317936096,D,D,59.14931297792917,240.96991136740428,42.98670281533992,C,C,-42.58619360168841,-66.53304560990064,B,D,B,-58.98097321765554,C,-140.05634497711958,1
M,Divorced,Mental,C,-2.730977151952957,E,A,98.26603274085373,-66.76062935615727,122.27870005474104,C,A,-62.99657934597962,180.81919927546448,B,E,B,94.49830110228933,A,-109.44661821984869,1
Male,Single,Yes,B,18.55549668483361,A,C,128.57848469438738,252.88416461245325,-180.75205299078166,A,E,-16.00572418055973,17.227562522774694,C,E,E,48.60922646556639,A,-184.2298642031533,0
F,Divorced,Mental,B,-85.4449016995712,D,A,97.05136433289553,-62.28183024380374,40.28963602776536,A,C,-116.87625760040432,-60.58242412348827,D,B,E,91.46634653854598,E,-37.880333503566554,0
Other,Widowed,None,A,-138.92236521474473,B,B,-32.130664354874675,121.46152406663305,108.45200844927898,C,D,-69.29686517040464,-98.89640717082406,B,B,E,-10.628390468375422,D,69.17809467203566,1
F,Divorced,None,B,-203.56513472746195,C,A,-122.51178116547419,-2.2165453355517983,-88.29659152974041,E,A,48.66012656162582,-101.45007321769224,A,B,E,-50.07392480902338,B,-59.64365821470653,0
F,Single,Physical,D,74.11059169474579,B,B,91.18172568700533,-26.014335541941268,59.50430504912205,D,D,147.42689083190413,257.51188987806097,B,D,E,-105.58104119886282,E,86.56032924944412,0
Female,Widowed,No,D,59.97205732351676,D,D,137.91146794450106,-48.89175207660735,-151.40463119796974,A,A,110.79827811994387,94.53822135263408,C,B,A,-151.5939869923866,B,96.98186417158968,1
Non-binary,Married,None,E,-197.31011872669586,D,D,-49.11928609885651,170.07031849741904,1.195977391060205,D,B,-67.85288141395526,45.49964859859934,C,D,E,221.96024749754423,C,-176.63505858999085,0
Non-binary,Single,Physical,A,35.435552600530386,E,D,-47.59784372639912,111.09165380997676,-235.8580496128805,A,E,-129.21965978053137,41.144278665085004,E,E,E,20.649545837048635,D,16.338759223010722,1
Male,Widowed,Physical,C,-42.348841910257704,C,B,-106.48796034380746,59.7715123782769,86.38524260370092,C,A,136.5524401703127,-77.50003777122134,D,C,A,1.701522534811948,D,-1.7977245933331922,0
M,Divorced,No,E,-92.79757157593872,B,E,115.84591741631793,-59.99136885898848,39.109181038168536,C,B,26.356363287600427,-136.66768607156854,A,B,B,-1.8812510690342443,C,31.989509264991543,1
M,Widowed,Both,E,-80.89445055618853,C,E,87.97805790785681,-29.12172687367484,-96.21837343316152,E,A,91.86047010856778,-63.333221773891125,A,A,C,-25.487271696058627,B,-1.6027498936004487,0
M,Divorced,Both,D,208.87170694717577,B,E,-84.23107357469442,-214.8381316644969,44.35978023863106,C,D,87.10083195548404,72.40856608290642,A,D,A,-210.7709584614348,A,-8.145026792600795,0
Non-binary,Married,No,C,40.04927407166951,C,A,-201.71193427300759,41.85435401294926,-172.47648606599574,E,E,63.24894752544791,-35.21563533797617,E,A,D,-37.66924719861037,B,55.41487585524766,1
Other,Single,Yes,B,-139.30789955741466,A,B,94.62391082486054,-47.792689930692056,-70.85455484259606,E,C,-73.87423810256513,-26.281011743758093,B,C,B,-131.4033244867647,C,-55.28961843435374,0
F,Divorced,Both,A,-31.699339157342415,C,A,-38.31018485410498,-83.87881840259624,72.46739909316777,C,D,144.10161911701118,18.145815804959696,B,C,C,103.44905446645181,D,6.548471700680519,1
F,Single,Both,D,-6.576326361825043,D,C,-72.8738552175289,63.43933890265918,166.42961620883818,E,D,-206.34978691690299,45.59001233238117,B,D,E,149.45055684036117,A,36.12668042750782,1
Non-binary,Divorced,None,D,-73.88296152280518,A,A,-55.77508654950631,13.055878321359552,-149.5286846758318,A,C,108.30936853034527,-32.41619617950168,C,D,D,85.1045647721636,A,-58.31954526242802,1
F,Widowed,No,E,-25.69604072635519,E,B,19.883659325337934,72.70777743605206,-58.140437856778995,D,A,76.93611140150574,-175.72513147588478,B,E,B,-35.43824166793137,B,-91.74929660237228,1
Other,Single,Both,C,156.10134642269193,C,A,-40.731188577397035,-24.97776808339131,-120.50456677047761,A,A,-4.912546682707276,-192.23418346346324,B,A,A,133.56251848312405,A,-72.91073133962588,1
F,Divorced,No,E,-26.725335766530623,D,A,35.88120432973124,-70.64540527471519,126.94292439911716,A,E,115.98794047749283,48.99932964765867,B,C,B,137.68337357315377,B,-40.83578618414623,0
F,Widowed,Yes,B,165.0924839481942,D,B,-209.03910506261786,157.89137045036725,119.77894901869956,D,E,131.09316872799616,-162.9566705312047,D,B,E,43.50932258632203,E,-36.3398585229602,0
M,Widowed,Mental,C,-19.11438452471903,E,C,-65.28922388201117,143.0645192214131,135.12165436892394,E,D,-23.62527114955807,44.90634213478762,A,E,D,-7.0827938248024775,E,141.32747297632605,1
Other,Divorced,No,A,-74.78186466434002,D,B,71.57371231141931,63.490141589420226,-52.159113533085296,A,C,-35.27658442029904,4.165177348357861,C,C,D,-137.81871112406847,B,4.919728759120273,0
M,Single,Physical,C,-185.91226585258917,C,E,26.296943990734444,35.56784643104805,67.64017487478654,A,C,-131.96042668220332,-11.002891784384387,D,D,E,-197.76028252991867,B,-3.2736772426548773,0
Other,Married,Both,C,-93.59880615595347,E,D,51.69696798752469,-96.17079246328893,111.59814105961448,A,A,-110.74723708026796,-8.999664019395576,C,B,C,33.21884761980006,A,2.9213784450697333,1
Female,Widowed,Physical,E,-107.7093561769262,E,B,44.725509197569906,194.71252978805984,172.95952752138066,A,B,37.56948343057647,82.35528347617479,C,A,B,-18.878475745978456,B,55.457630987726525,1
F,Widowed,None,C,-137.53380398085181,D,B,1.1551139607011782,21.153229514784726,72.06244044091521,E,A,-200.29125884564797,83.63040585328221,B,C,A,5.26533268089432,E,-9.054944239983689,0
Female,Married,No,E,59.749576564148676,A,D,59.04349276148233,62.67476503549594,-17.433086375009644,A,A,-55.25602248368165,-154.51096345646584,C,B,B,-117.48542382924028,A,110.98510877533833,0
Non-binary,Widowed,No,D,203.298473022516,C,B,64.2118881412195,111.75619362656879,-87.88876195009784,D,B,-81.87515446308147,-32.061291685047486,A,C,E,-125.45449949995644,A,-80.85810895471467,0
Male,Married,Both,A,-26.130397912646618,A,E,91.30493979094122,-30.773940822187164,104.08942264179142,B,C,59.65495436454056,-100.45357948685998,A,C,C,-78.76540544111928,B,-71.3747737756374,0
M,Single,Yes,B,64.17499675335627,C,D,-112.5423326936748,-66.79603282991108,-49.31681753186922,A,D,-4.44438288625882,78.90017255809121,C,B,D,-53.1082097886986,C,202.24871447581575,0
Female,Married,No,D,7.979339829978752,E,E,-55.71548507596735,-132.55465260690522,51.156491839473276,B,C,6.9356126845376895,21.318540716953343,E,C,A,-84.81668928869749,A,33.69547723251636,1
Non-binary,Married,None,C,-87.97583034247857,A,A,-40.73143721925596,149.9631546972411,-21.183527814643796,D,A,-198.54943683186724,223.50013113113536,D,B,B,29.477860365520286,E,31.107317718888428,0
Other,Divorced,None,B,28.1702264734778,A,B,88.56694515595731,-33.15217815304498,-121.13237756592228,B,B,102.69460943469528,23.500397540134355,C,D,C,235.3404579666765,E,-69.17351113543614,1
F,Divorced,Both,C,-30.871495887624782,B,E,135.8620395043989,-57.72690687361304,75.65512886185385,E,A,-186.57080424374882,11.268980537202198,A,B,D,-219.99119569393199,D,82.22651743479076,1
Non-binary,Single,Both,A,102.05519001293007,E,E,-25.255774380858142,55.01131662110254,-134.26008254745418,A,E,-99.31912328931398,27.333910691643272,A,B,C,-4.068658733695766,E,8.559258781832687,0
Other,Divorced,Mental,A,-83.44552726921195,E,A,1.4113218173815987,-114.65057381248933,19.209002670254797,E,A,20.85013663411088,-30.84020926603557,D,E,B,-85.37493037595091,A,-69.57057042156329,1
Female,Divorced,Physical,A,28.812781857658877,D,C,141.81536148456036,100.15651885188804,41.58089310131295,A,D,-99.01894331505142,115.9169117827777,B,C,E,-40.475008891994875,B,48.10490755764752,0
Other,Widowed,Both,A,-14.421355381171713,C,D,-133.7808340807441,126.92415651109054,-31.24328613605823,C,C,-137.69261765329347,34.961812301500004,A,A,D,32.401965843182204,E,40.90873854585554,1
Male,Single,Both,B,105.39119674761386,C,E,48.094373297479905,72.85787222846143,114.51709846688306,A,A,179.37109759309303,136.86268294755953,C,A,E,-18.48268754850878,B,91.52627711483412,0
F,Married,Both,C,163.93478841580816,A,A,32.051586456812274,161.02540982153656,4.7231158054824025,C,B,5.714768075344637,89.24409965330862,A,A,E,45.44264380850059,C,107.0181238294537,1
Male,Divorced,Yes,B,15.536546745025648,E,B,-151.8317097608184,82.85899243015457,109.95065810339841,D,B,-25.869309054428246,62.59278083525712,C,E,A,-68.44446186314305,A,31.43422134439589,0
M,Widowed,Both,C,46.8357434330758,D,B,-47.79945627161694,132.25439329354757,-188.17030277876816,B,D,-22.30078364348645,3.439573611149074,E,E,E,11.596200968239955,B,-73.3379565318002,1
Male,Married,Mental,E,49.39703918459525,A,E,-220.99324153454484,-62.45933910778578,-2.2578660008312723,C,B,-3.9009367305055243,64.32359089692912,D,A,B,2.9487682072527375,D,66.96851772089997,1
Non-binary,Divorced,No,C,-19.52850739077883,A,B,125.7670821866236,-170.32849434293664,93.2920472911534,E,A,-180.42313241015918,178.7739891150071,D,E,C,-20.787967680649054,E,-54.87234693012126,0
Female,Married,No,B,99.82758250558201,B,E,-106.3470140126238,37.12306633664033,-196.5110947040752,B,D,-255.88196735967412,-14.138364281965824,A,A,B,-158.59086645627713,D,-55.186381983495195,0
F,Single,No,A,29.482682632012132,C,E,175.81050954081752,-91.00006703472606,-55.41771024077238,D,E,39.27412194296568,20.15307648084782,B,B,B,-153.41756222471406,E,49.95463918293647,0
Male,Widowed,Physical,B,84.3494098241292,E,B,-54.90620669028655,23.939897258172994,78.83143788715489,A,A,-154.80478010485942,40.787012225795166,B,D,B,-168.34649833589077,B,-12.878343137048615,0
Other,Widowed,None,C,140.8509325302459,E,E,72.54063531545131,175.00349035212176,-19.08776343889955,D,D,-11.425911369509983,100.9075198104596,B,E,D,74.1967999761913,C,-4.92878933758271,0
M,Single,None,C,37.59997742904274,D,A,86.44769665945992,-33.49559824132644,35.45018269210779,C,A,95.36232458793941,-125.35408288674743,C,A,B,-72.086084033241,B,96.79596517226088,1
Other,Widowed,Both,A,50.93808350050082,E,B,52.29909761590302,-99.55990885032541,38.24290425980375,A,B,-141.54236150019176,-17.631859745347356,E,C,D,-11.292836768927344,D,75.82945185502928,0
F,Married,Yes,E,125.49112310095218,C,A,191.30273313166867,-4.158505539791352,43.76797853378758,A,D,130.0841809451675,123.59073837966095,D,E,D,-84.64659874434224,C,-41.75467117737291,1
Male,Widowed,Both,E,-18.93736694446008,B,A,-121.75778844766273,-43.864191202423825,-62.00085914792211,E,D,-131.52560061381195,51.86414667267929,D,C,D,-17.226887504620876,B,66.31782687219072,1
M,Single,Yes,A,-38.20413740670286,C,C,-118.18608549602992,132.2370710701321,22.829612719227608,B,A,-70.56119284857336,32.33409756536915,D,D,B,-65.84895266431394,E,59.17413157342119,1
Male,Divorced,None,B,-10.81619581182727,D,D,-88.28609372253456,10.629446480287882,55.056266422500165,D,D,40.95275905381331,44.252889127042074,A,A,E,108.67259204673879,B,119.34611014900476,0
Non-binary,Widowed,Physical,A,3.614415553580069,D,E,227.62555566742543,54.400290798282505,134.08530673076123,C,A,-21.408473962364763,86.19453643612084,A,C,D,-9.34860927576775,A,-227.6044665044614,1
M,Widowed,No,E,64.33191875177803,D,B,189.64343620740652,-33.12088894117209,8.899068308386216,B,B,44.11440641654932,-124.13849859593921,C,E,C,-63.357561527714225,D,49.11251940207384,0
M,Divorced,Physical,E,47.644938160310566,C,E,-17.358583068470658,-13.224227102735966,-31.248204749493958,C,D,43.25071912011171,-42.813790982867886,E,A,D,-147.05736715120685,C,-7.502335931410767,0
F,Divorced,Mental,D,-60.36406402129615,E,B,-42.489158701450584,-30.77186344725232,39.34236959410601,D,A,-26.61919674648176,-18.68841954306885,A,E,C,97.26636452184587,B,-16.830115599884422,1
F,Divorced,None,B,126.67874313666985,A,D,38.73155605207263,-20.743998675375124,103.05265125894887,E,D,-75.64651579789371,-335.77959243859897,C,C,C,92.20093744681078,E,70.59553206568154,0
Non-binary,Married,No,D,99.28208825842124,A,A,70.32771258801439,1.426367542774989,-89.45939127999955,D,E,-89.49752292774392,26.69814813978168,C,B,A,60.242590850549206,E,-33.26230527031053,1
Non-binary,Widowed,Mental,B,105.3000397738676,D,C,155.87242465336126,254.00553016211043,112.00718428394292,D,A,67.06825809696156,109.1831129998586,E,C,C,-94.4146293642725,B,80.24258840075062,0
F,Married,Physical,B,-20.984512972377214,C,E,-217.56700694779045,43.761963202754885,68.22847766655727,B,D,66.127461537222,118.84471511311388,A,C,C,46.786946882189206,E,-79.69508678022221,0
Non-binary,Married,None,C,230.21945403953984,E,E,-63.15478544235725,-188.82470181349376,31.4462018046903,A,A,-8.094943799030744,-122.236167634609,D,A,B,187.2974411014889,C,-141.06684645621277,0
