age,nationality,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
33,Germany,Other,72.55437460417043,D,D,B,D,D,C,E,-166.20940392542627,0
33,Germany,Bisexual,-84.71991098832513,B,D,B,A,E,C,B,-22.813645695271635,0
50,Brazil,Heterosexual,-148.38578009114508,C,A,C,C,E,C,C,20.320775453860712,0
41,Mexico,Homosexual,138.75891050077388,E,A,E,A,A,A,C,-133.40205680639795,0
65,UK,Other,-11.052838603693678,C,E,A,C,C,D,D,-155.32421831418796,1
66,India,Bisexual,6.687056737238072,C,E,D,C,C,E,D,-86.56214319272726,0
71,Mexico,Homosexual,23.081061666026,A,A,C,D,C,C,C,-45.995047492235855,0
78,Other,Heterosexual,-159.06082841037272,D,B,C,B,C,A,B,-176.57364681238184,1
65,Mexico,Heterosexual,-86.74077525904852,D,D,C,B,D,E,C,34.035486486663075,0
72,Brazil,Homosexual,-177.6127316304528,D,B,D,C,B,C,A,-92.983765652013,1
27,India,Heterosexual,-145.20763090880138,E,D,D,B,D,C,C,-35.700429269091636,1
22,UK,Other,-71.197003520884,D,D,B,B,B,C,A,-16.077968286486726,0
73,India,Heterosexual,84.23015619191435,A,E,C,B,B,A,C,-85.12633911506488,1
22,China,Homosexual,-32.876336573256296,E,D,E,E,A,A,E,-0.8689954239472785,0
63,Germany,Bisexual,86.78467899011801,D,E,A,C,A,E,C,44.45809239492986,0
23,Mexico,Bisexual,32.66998197562938,B,E,B,B,A,C,C,158.81390434397642,1
51,Brazil,Other,-138.9849351132529,D,E,B,E,C,E,D,6.693478158659556,1
21,Other,Heterosexual,-31.484592441918295,B,E,E,E,D,B,D,113.99252029523777,1
58,Germany,Bisexual,-56.54371728602066,D,B,A,A,E,B,C,-22.00904999940466,0
48,Germany,Bisexual,93.10844030416072,A,B,C,A,A,D,E,-130.97909043938068,0
77,India,Bisexual,-101.49349086874709,B,C,A,B,D,E,E,-92.05541140362055,1
52,US,Other,-20.868255784209087,D,A,C,C,E,D,B,84.77636232810043,0
44,Brazil,Homosexual,-45.41520178730295,D,E,B,A,E,B,E,-62.94968691656836,1
22,US,Homosexual,-17.514319907185115,C,E,D,C,D,D,C,-99.9223491352998,0
46,Brazil,Bisexual,-77.9897347202007,A,E,C,C,E,C,B,123.1781041217783,1
68,Brazil,Heterosexual,128.59076823241483,A,A,E,D,A,A,B,-73.03569855234912,1
35,China,Bisexual,19.238276075339027,E,C,B,C,B,A,B,-52.973790876186534,1
60,Mexico,Bisexual,60.598771323423264,B,C,D,C,C,A,E,14.964000746360039,1
28,UK,Other,-17.563692303143615,C,B,D,A,B,B,E,-111.45317405057973,1
39,Other,Bisexual,77.29781507642248,B,D,C,E,B,C,D,104.30997554498393,1
62,India,Homosexual,92.25666200115337,C,A,E,C,A,B,E,132.48755465920442,0
23,UK,Bisexual,92.87614435504064,C,E,C,E,C,D,D,-147.2332126360913,0
62,Germany,Other,133.98322651273395,B,D,A,C,E,E,E,-13.762643994791004,1
78,US,Homosexual,-113.63764124228499,A,D,C,B,A,A,B,14.144223520506467,1
67,Germany,Heterosexual,17.451754894088953,D,A,B,E,C,B,D,39.026846644557885,0
47,India,Other,-21.170282245965524,D,E,E,E,C,D,C,111.61394024462636,1
65,US,Bisexual,11.427334249869961,B,E,A,A,B,E,D,25.73340832524557,0
51,Germany,Heterosexual,21.881339884846494,B,A,E,A,D,C,A,184.46567348530075,0
19,US,Other,69.1269955238886,E,C,E,B,A,A,E,-135.27845345401525,0
63,Brazil,Heterosexual,-114.64155606860918,A,D,E,A,C,A,D,-140.16759705872386,1
74,Germany,Bisexual,-52.18717944798129,A,E,A,E,E,C,E,-55.590763416306245,0
60,US,Bisexual,82.99993655762611,B,E,E,A,A,C,C,-90.14579966822308,1
64,US,Heterosexual,-40.443463598494596,C,D,A,A,C,C,B,6.337816451539278,0
30,Germany,Heterosexual,58.70144113023357,E,B,E,B,B,B,A,19.1544470624604,0
75,Other,Bisexual,-1.1300830467962881,A,E,D,D,E,E,C,67.85395799517698,0
55,Mexico,Other,-50.49052772499787,B,B,B,C,D,A,D,-90.59600502469493,1
53,China,Homosexual,27.598076319408115,C,E,A,C,A,C,E,223.34480375521304,1
36,India,Other,-120.77631843054384,A,C,E,C,D,B,C,51.45440265516545,0
59,Germany,Bisexual,68.33586225168698,B,A,C,E,B,E,D,-151.5961707939442,1
31,US,Homosexual,-79.88334623263155,D,C,E,A,E,E,B,5.288273404215853,0
36,China,Bisexual,10.168405862813838,E,B,C,E,C,A,C,22.250546436971785,0
72,Germany,Other,19.469906024517698,E,E,E,A,A,E,A,89.55926734089554,1
45,UK,Homosexual,-160.64052952871322,E,E,D,E,E,C,E,33.55044207883209,1
74,India,Bisexual,-2.718394825698115,C,B,B,C,E,E,C,-110.40381492040194,0
44,Germany,Other,73.70558056561698,C,E,B,C,A,A,B,-15.274505282795097,1
60,Other,Heterosexual,-71.27956176069893,E,A,A,D,B,E,E,43.80157497146022,0
72,India,Other,152.78952744751913,B,E,D,B,A,D,D,13.260388615819657,0
75,India,Bisexual,28.414967309151095,E,C,B,A,C,E,C,151.7240816679184,1
74,Mexico,Bisexual,-108.57062618792877,D,B,A,D,E,A,E,26.592649903969352,0
23,China,Bisexual,63.3495241626279,E,B,B,D,A,B,B,-65.14908813144177,0
23,China,Bisexual,194.76198843994158,E,A,C,D,B,B,D,-57.777395951521925,1
71,Mexico,Bisexual,-89.23482601048403,B,B,D,C,C,B,B,-38.120706993605594,1
30,India,Heterosexual,19.73493198115207,E,E,E,D,A,D,A,24.783472151967924,0
63,Mexico,Homosexual,231.75407451814448,E,B,C,A,D,A,D,44.790860352636756,0
22,India,Bisexual,-49.407560983348716,D,B,B,C,A,A,E,-7.037442130750568,1
65,Other,Heterosexual,-192.24605577063556,E,C,C,B,A,C,E,65.45663871220154,0
22,US,Other,38.1184891648504,C,A,C,A,D,A,B,-159.40695188435188,0
49,UK,Bisexual,-47.556894555031995,E,D,E,C,D,D,B,130.2596036011533,1
54,Brazil,Homosexual,326.0736003373394,D,A,E,E,E,B,E,46.19437258227021,0
22,UK,Heterosexual,-104.18010075239069,A,A,B,B,A,B,A,-49.1097536919202,1
31,Germany,Bisexual,-170.79125150306632,D,A,D,D,A,C,E,-10.825932217772632,1
46,UK,Heterosexual,-126.34196860897164,C,E,C,C,A,D,D,134.4979823665793,1
22,US,Bisexual,-74.3251105242279,C,E,D,D,C,C,D,23.925573147703236,0
20,UK,Homosexual,-27.354168866260046,E,E,D,D,D,E,E,4.555306831587894,0
39,US,Other,40.139288023913636,A,E,C,A,E,E,D,20.82387473832368,0
79,Mexico,Other,-150.7200843154414,E,A,D,B,A,A,C,-19.521251344470596,0
21,Other,Homosexual,-146.51031418981938,D,B,B,B,E,E,C,-62.31564678171898,0
27,US,Heterosexual,-118.36760298390259,B,D,D,C,C,A,C,-85.26569947878026,1
44,Mexico,Other,14.183501557264696,E,D,E,A,A,B,A,142.8132665756556,0
21,US,Bisexual,-345.5539046577692,C,D,B,C,B,E,A,-140.4569347661583,0
36,US,Homosexual,220.90033683000655,D,C,D,A,A,A,D,-66.0256901190493,1
79,US,Bisexual,12.48822700363471,A,C,D,D,B,D,C,133.02331255393628,1
30,Other,Heterosexual,-207.14585879345654,A,C,A,E,E,D,B,76.62915279747322,1
35,Mexico,Bisexual,-45.00826682069473,A,C,E,B,D,E,E,-41.28823320207914,0
36,Other,Homosexual,97.14909227226619,D,A,A,B,D,C,A,8.82011116193025,1
66,China,Homosexual,4.326810253848044,A,A,D,D,D,B,B,81.54257496087891,0
25,India,Other,-127.56733716917697,A,C,C,B,A,C,A,-104.57468688969631,1
41,China,Bisexual,-86.24283988227978,C,E,E,B,C,C,D,160.90363878860722,1
59,Germany,Heterosexual,18.403583468674153,A,E,A,B,A,C,D,45.24658455131144,1
62,China,Other,-76.69662311460567,D,A,D,E,E,D,B,63.693272590944275,1
25,Germany,Bisexual,36.67195871944249,A,B,C,A,C,C,E,41.506223398284945,1
27,Other,Heterosexual,80.1172454515582,B,C,D,D,E,C,D,-26.42403131738264,1
29,Brazil,Other,-35.67343544944504,C,D,A,B,E,E,D,120.00593765089715,0
75,Other,Other,-18.952541826782436,B,B,D,D,E,C,A,-202.7760447923876,1
32,UK,Homosexual,-228.26371480496638,E,E,E,E,C,C,B,-4.323299954607443,0
23,US,Homosexual,72.03164390898058,C,D,A,E,C,B,E,115.90652913705803,0
19,India,Homosexual,-194.4716811667039,E,C,B,B,E,E,E,-109.8287549556904,0
61,Other,Other,135.34886792674715,B,E,B,B,A,D,D,281.66983471866064,1
23,UK,Heterosexual,-22.963774361087037,C,A,A,A,D,E,D,47.79943288225402,1
47,Mexico,Homosexual,31.240734683629668,A,D,C,D,D,E,B,37.43432477349382,1
40,Mexico,Heterosexual,0.3698094005239192,A,C,A,D,B,C,B,32.648608718418046,1
31,Brazil,Other,41.636876895563866,C,C,D,B,E,B,D,-46.57650022021877,1
63,Brazil,Heterosexual,-184.77291193124051,B,E,C,B,E,D,B,-0.8898407718664708,1
52,UK,Bisexual,153.05900621995926,A,B,C,C,B,E,B,79.3342116508779,1
65,UK,Heterosexual,-74.12586455866678,A,B,A,A,D,A,A,15.315254744802933,0
68,Other,Other,-47.59927946375061,E,E,A,B,B,C,A,37.16335076696598,0
54,UK,Other,-52.08607307972698,C,B,D,D,A,C,E,27.8548641744442,1
43,China,Homosexual,-132.3316871305413,D,C,A,D,B,E,A,-71.71602524512984,0
64,Mexico,Other,149.10003290762023,C,D,E,D,B,C,B,115.20712854160405,0
45,Other,Other,38.35751984735769,B,D,C,A,C,B,B,-35.34273927286578,1
60,Mexico,Homosexual,-42.00755056674728,A,C,C,D,B,C,C,18.284445230779216,1
23,Germany,Bisexual,-84.73930290616111,B,E,B,C,C,A,B,-26.589009311499446,0
30,US,Bisexual,84.45562119475835,C,B,D,D,E,D,C,63.27827811694693,1
55,UK,Other,39.81266355974324,C,B,E,B,B,D,D,10.857177423780588,0
38,US,Homosexual,-146.16007674491513,D,E,D,B,C,E,A,0.24699577422667698,1
21,Brazil,Heterosexual,-256.1388560629253,B,E,C,B,E,D,E,-2.763292050959076,0
55,China,Other,59.61859860951908,D,C,E,C,B,D,D,65.92533938467953,1
47,India,Heterosexual,-134.11432063606782,E,D,D,B,B,D,C,-53.24063481482971,0
34,US,Bisexual,-249.38547019855974,E,D,E,B,B,C,D,-176.91304155473094,1
64,US,Other,69.06618641324091,D,E,B,D,D,A,B,165.78615483739011,0
49,US,Bisexual,-166.9727477356673,A,A,A,B,A,A,E,-42.93970970002925,1
68,China,Homosexual,17.111105798406392,B,C,C,E,E,B,E,32.63363254453696,1
66,UK,Bisexual,3.3151596253200375,B,B,A,A,C,C,D,-54.33622581158865,0
65,India,Bisexual,-95.49203231762301,D,D,E,D,C,C,C,-200.53394201519973,0
70,UK,Heterosexual,19.167492116859172,A,E,D,A,A,A,B,49.76874567163364,1
41,UK,Bisexual,109.22527696462426,D,D,E,B,B,E,B,-100.65006950678563,0
25,India,Bisexual,-18.357766914195807,A,C,B,C,A,E,B,-161.19575993225124,0
19,Mexico,Other,16.821244770995726,D,E,A,A,A,D,E,89.59000654583399,1
43,Other,Homosexual,125.79061063369718,E,B,B,E,C,B,D,-74.5981814502105,1
25,UK,Bisexual,-9.227387962897213,A,C,B,C,A,C,C,-16.736543239753026,1
31,India,Other,259.5276776083981,A,D,B,E,E,A,D,-49.87425090059464,1
30,Mexico,Homosexual,-25.21383346621791,C,C,B,C,D,A,D,89.69263404416256,0
64,China,Bisexual,32.36487032198917,E,B,E,B,E,A,C,82.18527082305876,0
21,Other,Other,-104.9707935197078,D,C,E,D,D,E,B,79.57132716347279,0
44,Mexico,Other,43.97364688131351,E,B,B,A,A,D,D,93.37478620164684,1
24,US,Homosexual,81.92316756702392,C,E,D,B,A,B,B,-114.80236307781632,0
53,Germany,Homosexual,65.13826956223953,A,A,B,A,A,A,C,80.67505493783347,0
30,India,Homosexual,59.75156424320913,D,B,C,A,C,E,D,121.80199680385311,0
25,Other,Other,-32.44601338440894,E,A,A,B,B,C,B,-90.74004760764531,1
75,Mexico,Other,4.639939819491272,A,A,E,C,E,E,D,-34.81596375052866,0
58,Germany,Bisexual,203.74772487688767,A,E,B,D,D,B,D,178.3657724440117,1
64,Germany,Homosexual,-115.57668053211223,C,D,C,E,C,D,B,100.09259018525589,1
56,India,Bisexual,57.81623582498771,D,E,B,E,B,B,B,36.54986604063228,1
68,China,Bisexual,-30.203534833831082,A,A,E,D,B,B,A,-4.100914898518965,1
41,India,Other,80.33972994867688,D,D,E,D,E,C,B,-39.54781430312501,1
65,UK,Heterosexual,200.4188871867751,D,A,B,C,D,D,C,116.76767354971038,0
46,US,Bisexual,-69.29158318094169,C,C,B,E,A,C,D,18.072177323524784,1
19,Other,Other,201.99222919913691,E,D,C,C,A,D,C,-21.251207542560902,1
49,Other,Homosexual,-108.5499923597688,E,C,B,A,E,A,A,-159.19644276110176,1
51,Brazil,Heterosexual,-89.48226148276505,C,B,B,A,D,D,B,-29.56276112911843,1
43,Brazil,Bisexual,-176.90222779756027,B,A,C,A,A,A,B,-33.747201166104595,1
23,Brazil,Bisexual,24.18446767224128,B,B,C,D,E,A,D,119.05824252033837,0
22,Mexico,Bisexual,62.85548127251871,C,E,A,D,C,D,E,99.65080823794683,1
77,UK,Other,-38.08332386154616,C,A,E,C,C,B,A,18.791015528209208,0
67,India,Other,9.908229343123415,E,D,D,A,B,C,E,-28.865629673323973,1
39,UK,Bisexual,-146.59375445752116,E,A,B,A,B,B,B,-74.77275286434794,1
44,India,Other,158.37501894601064,C,A,A,D,A,C,A,-25.23293622594463,0
35,UK,Bisexual,-44.326199028439405,D,E,D,B,E,D,C,-20.096921217112207,0
35,US,Other,-106.44640252973316,B,B,B,E,D,B,B,-93.3070034703173,1
77,India,Other,-152.8653012791671,D,C,E,E,D,C,A,-86.84823948041553,0
76,UK,Other,-139.40212263524273,B,E,B,C,C,E,B,-117.32339342691122,0
34,China,Other,57.72465257189607,E,B,E,C,E,E,C,-79.77611113697762,1
48,Brazil,Bisexual,-58.39189037949657,D,C,D,C,E,C,D,66.29900545776972,0
21,Germany,Bisexual,-28.18432349949443,C,D,C,D,D,D,E,50.80863344858746,0
30,China,Bisexual,-41.82639781895082,A,A,A,E,A,B,C,29.566009473834086,1
61,Mexico,Bisexual,63.2038645394319,E,B,E,C,C,B,A,39.36983084512463,1
70,Brazil,Other,135.26752379971452,C,B,A,B,B,C,E,-208.99146375814036,0
55,UK,Other,-102.24175498359105,C,E,B,C,D,C,E,9.976655501504439,1
71,Other,Heterosexual,-41.35259134970545,D,B,C,E,A,A,A,-22.017642130382516,1
51,Mexico,Homosexual,-191.48657221827506,D,A,B,B,A,C,B,6.103963122756619,1
20,UK,Heterosexual,207.2435775137257,C,B,B,D,D,B,A,33.37417867056609,0
54,India,Bisexual,-88.08638885180545,E,C,B,B,A,C,B,-141.59482744086642,1
62,Brazil,Other,162.92827331869645,D,C,B,A,B,B,E,-115.96352513825022,0
65,China,Homosexual,21.49014123455353,E,A,E,B,E,D,E,-39.36636663465321,0
57,India,Homosexual,-52.37545614026201,D,C,C,A,A,A,E,-24.713253046291474,0
54,US,Bisexual,-139.10819353653736,A,A,D,D,C,A,C,33.23634611482766,1
33,Brazil,Other,8.082597649711037,B,D,E,E,C,C,E,-65.93810285193227,1
49,Brazil,Heterosexual,162.6772794752296,D,B,B,C,C,D,D,-132.59701716470892,0
62,Mexico,Heterosexual,-72.31150890964916,C,A,E,A,D,D,C,-84.16516012997644,0
27,Other,Homosexual,103.65075976009356,B,D,D,A,D,E,A,-61.722896318140194,0
76,India,Bisexual,7.811964253173665,E,A,B,D,D,C,D,75.99181913182908,1
70,India,Heterosexual,162.8851644752584,B,E,D,C,E,D,B,109.27923538468897,1
35,Germany,Other,-73.25748111899301,B,C,B,C,D,E,C,110.00630391284419,1
41,Germany,Heterosexual,-119.20637979023732,E,E,A,D,A,E,C,203.92855342201526,1
49,Brazil,Heterosexual,21.60649429876634,E,D,E,E,D,C,E,-5.3213183315140595,1
57,Brazil,Other,60.75645770629091,C,B,C,A,D,C,E,-85.09936261747636,1
25,Brazil,Other,60.70085329807632,B,E,C,D,A,E,A,-55.910536816059334,1
18,UK,Heterosexual,49.15302264533194,E,C,B,E,E,C,C,135.71618562962334,1
65,UK,Bisexual,116.28410931285356,A,E,C,D,D,D,C,2.587441461802264,0
64,Mexico,Heterosexual,-62.76523001861545,A,B,C,C,E,C,D,-91.94915604216165,0
19,Brazil,Bisexual,104.92446964685422,C,E,D,B,A,A,D,124.0229709977039,1
74,China,Other,107.14572728998411,C,B,A,B,A,D,B,72.47483923112553,1
63,Germany,Bisexual,45.29919170553234,D,C,E,C,C,A,A,14.842573798079476,0
23,Mexico,Homosexual,-13.713165044472955,A,D,C,C,A,C,B,-68.12603524980945,1
44,Brazil,Other,-29.590355006928387,E,A,A,B,D,B,A,-16.341927287743363,0
53,China,Bisexual,-61.005324832657514,C,B,E,B,E,D,B,-81.91940682484068,0
24,Other,Homosexual,21.790559691958673,A,D,C,A,D,C,C,-66.35719459055443,1
56,India,Bisexual,-98.14007474454147,B,B,A,D,A,A,E,107.63641359354084,0
32,UK,Bisexual,-25.324722746178992,C,C,B,D,E,E,D,-55.63782352413785,0
60,Other,Homosexual,-148.40809974013027,A,E,D,E,E,C,E,-81.16600702966149,1
53,China,Homosexual,129.19816014372662,E,E,A,E,C,B,B,-60.27807977876489,1
47,Other,Bisexual,-42.76763626474287,C,C,B,B,C,D,D,-62.08972734801578,1
58,Mexico,Homosexual,-135.19436434544755,B,A,E,C,A,C,E,-12.18588555371132,1
71,US,Bisexual,-5.984625289705406,C,D,A,A,B,B,D,114.84840291901341,1
76,China,Homosexual,-41.26986323557076,E,B,E,E,E,B,D,-160.41893240002537,0
38,Brazil,Other,-114.32397309672334,A,A,B,B,A,A,C,120.29238256098604,0
59,China,Bisexual,91.32242993893406,A,D,A,B,A,A,E,214.24674138295728,0
38,Germany,Homosexual,-161.0253321461261,A,C,B,E,D,A,E,-44.296570799911315,0
24,Other,Bisexual,48.079418293953125,D,A,B,D,B,A,B,-148.38638810305451,1
41,Brazil,Homosexual,187.1805944975582,A,D,A,E,A,A,A,-50.90671961712289,1
31,UK,Other,118.01202113758087,B,E,E,D,C,D,D,59.56543845672412,0
48,China,Other,-15.329690246594385,E,D,A,A,E,B,C,293.43709649406185,0
47,Mexico,Homosexual,-94.18897935636772,A,B,E,A,D,B,E,124.69724610851134,1
56,Brazil,Other,21.301300081307165,B,B,D,E,D,D,B,-43.39492223356451,0
30,India,Homosexual,-118.74305435381115,B,C,C,C,D,D,D,133.79300928706405,1
60,US,Bisexual,212.3097154168153,A,B,E,B,A,B,C,174.46395446352386,0
20,Other,Homosexual,97.52929599735413,E,E,D,A,A,B,B,-88.0607285454639,1
53,India,Homosexual,-57.502421305066875,A,B,E,C,C,D,A,19.017939203744742,1
66,UK,Homosexual,-11.278388909717222,A,D,B,B,A,B,C,41.76475717898624,0
49,India,Heterosexual,-89.48488763511759,B,C,D,C,E,A,E,156.41737542760836,0
35,India,Heterosexual,-9.166946583492418,E,A,D,E,E,E,B,56.86201265616475,0
72,US,Other,-49.766692676034644,A,E,D,A,B,C,B,-15.766233636131737,0
78,India,Heterosexual,-119.35285544810495,A,E,A,A,B,C,C,-51.14930184278127,1
35,China,Homosexual,265.9177430514905,D,C,C,E,D,E,D,46.61398280669541,0
47,Germany,Heterosexual,55.131594282618536,E,C,C,E,C,E,D,81.19567280119097,1
70,India,Homosexual,-141.32871942726803,B,E,C,D,A,A,B,109.32730753134136,1
43,India,Other,176.98787142889782,B,B,E,C,C,E,C,-113.66920117328124,0
44,China,Bisexual,75.53407974132656,B,C,D,C,A,A,C,19.47168271508742,0
46,Other,Bisexual,-231.36357304574858,A,A,C,C,E,B,B,-52.20790641291266,1
39,Mexico,Homosexual,32.319833903606764,D,C,C,D,A,B,C,50.53461950592273,0
31,Other,Heterosexual,36.93912040456103,E,E,A,C,D,D,D,-32.129354410024355,1
24,China,Bisexual,-53.54383555878699,D,D,B,D,B,D,B,-84.6329526687909,1
73,Mexico,Heterosexual,91.6736790211702,B,E,E,D,D,B,B,-84.10484663127711,1
43,Brazil,Heterosexual,-74.90824349687766,A,E,B,E,B,B,C,-29.41388159497459,0
45,India,Heterosexual,128.57395279258873,C,D,A,A,C,E,E,-28.65383125832743,1
71,US,Homosexual,-63.88877697040177,E,A,D,D,C,A,C,133.66804900528024,1
40,China,Homosexual,-72.69999566235765,E,E,C,A,A,E,C,-166.48073838521424,0
67,India,Heterosexual,66.4985726436804,E,A,B,C,D,B,D,147.6280386705459,1
19,Other,Bisexual,-20.267115425955502,C,D,E,E,E,C,D,125.51875493538252,0
49,Other,Homosexual,0.7699512682989158,C,A,D,A,E,E,D,-38.12324540036756,1
78,Mexico,Heterosexual,12.185983480776182,D,C,A,B,A,D,C,-178.1649852013213,0
18,US,Other,42.32564969842894,C,E,B,E,A,D,B,92.67072096895073,1
75,Germany,Bisexual,79.84802840649677,E,E,D,A,A,C,A,-98.76144741195229,0
61,Mexico,Heterosexual,-65.28626956704997,C,B,C,C,C,B,D,20.012875383029645,1
25,India,Heterosexual,-103.28657223423167,B,C,E,A,E,C,B,113.40612508616137,1
79,Germany,Bisexual,64.54278129130978,D,D,A,A,A,B,D,-12.60509613435261,0
52,Mexico,Bisexual,-44.03018902721819,C,C,A,A,D,B,B,79.84322838577437,1
25,China,Other,152.44455406825082,E,A,C,C,E,B,E,-51.39577385476722,1
31,China,Other,131.21457689090855,B,A,D,D,C,E,D,32.71033939293525,1
29,Other,Homosexual,-150.587575590982,A,B,A,C,A,B,A,20.25478857281371,1
36,US,Homosexual,216.72485836040954,A,D,C,B,E,C,A,-70.0235430914319,0
21,Mexico,Homosexual,42.34591357803853,A,D,D,C,A,B,B,67.5346402422796,1
22,Brazil,Homosexual,-69.57527515140936,B,E,E,E,D,B,C,7.659321593640948,1
42,Other,Heterosexual,31.41625268693151,B,B,E,B,B,E,E,-95.84032790328463,1
59,Brazil,Bisexual,-121.50542100369938,E,A,A,B,E,B,D,275.44380095891603,0
74,India,Heterosexual,-65.15155573370252,B,E,C,E,E,D,E,30.179196199463654,0
60,UK,Bisexual,144.51368397032113,E,E,C,E,A,E,E,157.3783807740447,1
65,UK,Homosexual,-61.44187948068862,E,E,C,A,E,A,A,94.00921987278484,0
29,UK,Other,-84.37603282164457,E,B,D,A,D,E,B,58.22219451941677,1
57,Germany,Bisexual,-141.0196178730016,E,D,A,D,D,A,D,-33.236799160924,1
23,India,Other,-7.627268733142836,C,E,C,B,E,B,C,78.53073391804807,1
32,India,Heterosexual,-30.869532191295978,D,E,A,A,B,D,C,110.10722663040404,0
50,Mexico,Other,53.775615420197276,B,D,E,B,B,C,E,111.29312536549669,1
27,China,Heterosexual,57.09784440269207,E,D,A,C,B,A,B,-62.33640931707487,1
78,UK,Bisexual,0.28710476221593684,E,D,D,B,E,D,B,-50.22643622426733,0
19,China,Homosexual,126.22772958452909,E,C,B,E,C,C,B,51.01799547959599,1
28,India,Other,53.739848562587945,E,A,A,B,A,B,E,69.16395851632059,1
61,Other,Other,-60.00943318868565,C,C,A,B,D,E,B,-81.5913389574022,1
56,Other,Bisexual,18.616935230114905,D,A,D,A,B,E,E,-240.57279066459577,1
65,Brazil,Heterosexual,125.73098479307588,A,E,B,A,D,D,B,15.013524319366445,0
41,UK,Heterosexual,-195.89045293767128,B,A,B,C,B,E,E,212.55646942286046,0
55,China,Bisexual,148.8930518314869,B,B,B,A,B,D,E,80.5335986985601,1
36,China,Other,-53.892100821871495,D,B,D,B,B,B,D,137.3708947217048,0
21,Brazil,Heterosexual,-57.83682333212005,A,A,B,D,C,C,C,-7.367739435133694,0
78,India,Homosexual,-128.73024009439652,D,B,A,B,A,C,B,191.07483966966626,1
79,US,Heterosexual,67.14598899612716,B,E,A,A,D,E,D,104.19813235832666,1
65,UK,Other,-157.1772677881677,C,A,C,E,D,D,D,185.57627890981797,1
45,US,Other,-45.534108586092835,A,D,C,C,A,B,D,-55.019830670004296,0
20,US,Heterosexual,-62.192260750197434,C,E,E,E,E,D,D,-6.211010618540194,0
58,Brazil,Homosexual,-81.80498339112745,A,A,C,E,A,D,C,-27.781822074304856,0
74,UK,Bisexual,65.3818096959486,E,D,C,A,D,D,A,29.803691660645033,0
59,Mexico,Homosexual,225.27971481801958,C,B,B,D,C,D,C,60.91767595236822,1
26,Brazil,Bisexual,-182.31431928344693,D,D,D,A,D,D,A,-101.95909341894904,0
31,Brazil,Heterosexual,37.4349168586362,D,E,B,A,E,A,C,-74.30697874175992,1
47,India,Homosexual,-74.49485325520293,B,A,D,A,A,A,D,81.03927339974146,0
49,Mexico,Homosexual,24.615598270767244,E,B,D,D,D,E,A,-21.79498038325874,0
20,Germany,Other,-29.167498406839133,E,C,B,E,D,A,A,-94.95444188719141,1
72,Brazil,Homosexual,-25.20408829310418,B,C,C,E,C,B,C,-26.81612238413347,1
19,China,Bisexual,-5.545896306125551,E,B,D,B,C,A,E,-18.15645377364289,0
32,Germany,Homosexual,-24.32756288213989,D,B,E,E,B,D,A,-41.83810999741533,0
53,Germany,Heterosexual,-12.273777967616862,C,D,C,C,B,D,B,36.752741042663885,1
69,US,Other,-115.42726759310055,C,C,E,B,A,C,D,75.85154089398097,0
18,India,Other,-146.65923322758644,D,B,A,E,B,E,B,-63.72734115199001,0
34,Other,Other,14.386689762823229,B,E,B,A,A,A,E,31.86704895166459,0
75,China,Bisexual,-35.59832662518056,E,E,B,E,D,E,A,-176.57383574705358,1
49,US,Bisexual,-18.994304459754442,C,B,D,B,B,B,D,-43.820885464774165,1
27,Other,Other,-110.77122190759316,C,A,C,B,E,D,D,76.68784979192343,1
66,China,Other,-144.66811742415408,C,C,B,D,A,E,B,-38.30486203114356,1
78,Germany,Bisexual,-58.90477892137028,D,D,C,A,E,B,E,127.64434062249475,1
77,Mexico,Homosexual,-42.542809338188455,A,C,A,C,A,D,D,-102.26825831912889,0
56,India,Homosexual,91.49361917667485,E,C,E,D,C,C,E,-66.36440596251141,0
45,Other,Other,76.50520468458197,B,C,A,A,E,E,E,-29.118909879120285,0
20,Mexico,Heterosexual,36.71833072193421,D,C,C,A,D,B,E,8.210381777049626,0
79,India,Bisexual,-26.703391554156514,D,D,A,E,D,D,B,21.242732009674544,0
74,China,Heterosexual,25.928052431671624,A,A,E,C,A,A,C,-82.47073697587555,0
22,UK,Homosexual,44.02028284368682,D,C,A,D,E,D,A,63.611715295661995,0
